Date,size14ema
2011/12/01,18231
2011/12/02,18262
2011/12/03,17998
2011/12/04,17838
2011/12/05,17650
2011/12/06,17927
2011/12/07,18122
2011/12/08,17943
2011/12/09,17684
2011/12/10,17513
2011/12/11,17510
2011/12/12,17695
2011/12/13,17812
2011/12/14,17516
2011/12/15,17469
2011/12/16,17779
2011/12/17,17335
2011/12/18,16809
2011/12/19,16865
2011/12/20,17935
2011/12/21,17710
2011/12/22,17647
2011/12/23,17502
2011/12/24,16939
2011/12/25,16388
2011/12/26,16025
2011/12/27,16028
2011/12/28,15795
2011/12/29,15919
2011/12/30,15779
2011/12/31,15830
2012/01/01,15985
2012/01/02,16393
2012/01/03,16624
2012/01/04,16977
2012/01/05,17993
2012/01/06,18483
2012/01/07,18235
2012/01/08,18516
2012/01/09,18755
2012/01/10,20200
2012/01/11,21164
2012/01/12,21025
2012/01/13,21113
2012/01/14,20950
2012/01/15,20930
2012/01/16,20756
2012/01/17,20588
2012/01/18,21141
2012/01/19,21143
2012/01/20,21097
2012/01/21,20715
2012/01/22,20159
2012/01/23,19491
2012/01/24,20094
2012/01/25,20743
2012/01/26,20913
2012/01/27,20964
2012/01/28,20710
2012/01/29,20336
2012/01/30,19720
2012/01/31,20003
2012/02/01,20107
2012/02/02,20309
2012/02/03,20359
2012/02/04,20448
2012/02/05,20547
2012/02/06,20297
2012/02/07,20532
2012/02/08,20602
2012/02/09,20941
2012/02/10,21809
2012/02/11,21979
2012/02/12,21653
2012/02/13,22275
2012/02/14,23546
2012/02/15,24401
2012/02/16,25477
2012/02/17,24577
2012/02/18,23467
2012/02/19,22528
2012/02/20,22062
2012/02/21,22171
2012/02/22,21815
2012/02/23,21905
2012/02/24,21943
2012/02/25,21428
2012/02/26,20963
2012/02/27,20766
2012/02/28,20565
2012/02/29,20085
2012/03/01,20421
2012/03/02,21426
2012/03/03,21257
2012/03/04,21283
2012/03/05,21687
2012/03/06,21903
2012/03/07,21536
2012/03/08,21314
2012/03/09,20956
2012/03/10,20595
2012/03/11,20426
2012/03/12,20079
2012/03/13,20698
2012/03/14,21411
2012/03/15,21890
2012/03/16,21655
2012/03/17,21176
2012/03/18,20525
2012/03/19,20596
2012/03/20,20375
2012/03/21,20265
2012/03/22,20117
2012/03/23,20279
2012/03/24,19539
2012/03/25,19332
2012/03/26,19557
2012/03/27,19543
2012/03/28,19898
2012/03/29,20414
2012/03/30,20398
2012/03/31,19824
2012/04/01,19640
2012/04/02,20539
2012/04/03,21427
2012/04/04,21690
2012/04/05,22777
2012/04/06,23120
2012/04/07,22847
2012/04/08,22180
2012/04/09,21904
2012/04/10,22351
2012/04/11,22870
2012/04/12,23742
2012/04/13,24073
2012/04/14,24235
2012/04/15,24942
2012/04/16,25262
2012/04/17,25754
2012/04/18,26708
2012/04/19,26288
2012/04/20,26536
2012/04/21,25947
2012/04/22,25301
2012/04/23,25234
2012/04/24,25197
2012/04/25,25473
2012/04/26,25720
2012/04/27,25618
2012/04/28,25116
2012/04/29,24285
2012/04/30,24155
2012/05/01,24681
2012/05/02,25584
2012/05/03,27355
2012/05/04,28910
2012/05/05,29597
2012/05/06,30268
2012/05/07,32575
2012/05/08,34117
2012/05/09,35933
2012/05/10,36700
2012/05/11,39745
2012/05/12,42681
2012/05/13,43107
2012/05/14,49291
2012/05/15,53021
2012/05/16,55368
2012/05/17,57035
2012/05/18,59510
2012/05/19,65512
2012/05/20,70013
2012/05/21,75374
2012/05/22,77409
2012/05/23,79594
2012/05/24,81576
2012/05/25,84609
2012/05/26,82787
2012/05/27,81444
2012/05/28,83021
2012/05/29,86015
2012/05/30,86287
2012/05/31,83959
2012/06/01,83360
2012/06/02,77065
2012/06/03,79574
2012/06/04,86320
2012/06/05,91888
2012/06/06,86004
2012/06/07,88461
2012/06/08,87107
2012/06/09,86813
2012/06/10,88922
2012/06/11,90478
2012/06/12,86255
2012/06/13,96227
2012/06/14,107306
2012/06/15,113555
2012/06/16,115116
2012/06/17,114968
2012/06/18,112940
2012/06/19,112921
2012/06/20,111889
2012/06/21,109318
2012/06/22,105488
2012/06/23,99975
2012/06/24,97077
2012/06/25,95204
2012/06/26,94306
2012/06/27,92762
2012/06/28,91779
2012/06/29,88283
2012/06/30,86120
2012/07/01,82184
2012/07/02,80363
2012/07/03,77698
2012/07/04,76340
2012/07/05,75193
2012/07/06,74244
2012/07/07,72873
2012/07/08,71048
2012/07/09,70524
2012/07/10,74676
2012/07/11,78473
2012/07/12,77511
2012/07/13,76605
2012/07/14,74583
2012/07/15,75528
2012/07/16,78032
2012/07/17,79799
2012/07/18,82153
2012/07/19,85495
2012/07/20,88912
2012/07/21,91106
2012/07/22,91188
2012/07/23,92050
2012/07/24,89981
2012/07/25,87530
2012/07/26,86392
2012/07/27,83251
2012/07/28,84698
2012/07/29,85182
2012/07/30,85754
2012/07/31,92627
2012/08/01,93461
2012/08/02,92605
2012/08/03,89981
2012/08/04,88849
2012/08/05,90110
2012/08/06,91720
2012/08/07,88979
2012/08/08,90353
2012/08/09,88563
2012/08/10,86582
2012/08/11,85428
2012/08/12,85824
2012/08/13,91377
2012/08/14,91839
2012/08/15,98798
2012/08/16,102667
2012/08/17,105781
2012/08/18,105090
2012/08/19,104424
2012/08/20,102714
2012/08/21,102210
2012/08/22,101954
2012/08/23,98629
2012/08/24,97152
2012/08/25,97369
2012/08/26,93483
2012/08/27,93695
2012/08/28,92339
2012/08/29,90926
2012/08/30,90994
2012/08/31,94638
2012/09/01,95889
2012/09/02,94638
2012/09/03,95842
2012/09/04,98532
2012/09/05,98613
2012/09/06,99346
2012/09/07,97214
2012/09/08,96530
2012/09/09,94473
2012/09/10,94559
2012/09/11,96794
2012/09/12,94295
2012/09/13,95057
2012/09/14,95694
2012/09/15,93775
2012/09/16,92092
2012/09/17,88415
2012/09/18,88004
2012/09/19,89546
2012/09/20,88943
2012/09/21,87934
2012/09/22,85865
2012/09/23,85186
2012/09/24,85245
2012/09/25,83330
2012/09/26,85975
2012/09/27,84863
2012/09/28,85980
2012/09/29,83510
2012/09/30,80843
2012/10/01,82734
2012/10/02,85616
2012/10/03,87787
2012/10/04,92030
2012/10/05,95366
2012/10/06,95927
2012/10/07,100482
2012/10/08,100011
2012/10/09,102014
2012/10/10,101122
2012/10/11,99797
2012/10/12,98445
2012/10/13,99031
2012/10/14,99451
2012/10/15,97683
2012/10/16,98599
2012/10/17,100349
2012/10/18,99245
2012/10/19,98523
2012/10/20,97745
2012/10/21,100017
2012/10/22,102678
2012/10/23,105151
2012/10/24,103772
2012/10/25,102295
2012/10/26,97413
2012/10/27,90577
2012/10/28,85546
2012/10/29,83783
2012/10/30,85550
2012/10/31,86459
2012/11/01,85716
2012/11/02,86641
2012/11/03,85081
2012/11/04,83595
2012/11/05,85314
2012/11/06,88441
2012/11/07,90825
2012/11/08,91894
2012/11/09,89936
2012/11/10,89778
2012/11/11,87309
2012/11/12,86798
2012/11/13,86873
2012/11/14,87714
2012/11/15,92084
2012/11/16,96298
2012/11/17,99337
2012/11/18,100207
2012/11/19,102030
2012/11/20,103412
2012/11/21,105834
2012/11/22,104990
2012/11/23,104340
2012/11/24,102477
2012/11/25,104592
2012/11/26,105029
2012/11/27,102898
2012/11/28,102442
2012/11/29,102755
2012/11/30,103262
2012/12/01,101718
2012/12/02,97233
2012/12/03,93648
2012/12/04,99460
2012/12/05,104169
2012/12/06,107701
2012/12/07,108212
2012/12/08,107868
2012/12/09,109050
2012/12/10,110430
2012/12/11,111460
2012/12/12,114057
2012/12/13,118958
2012/12/14,125515
2012/12/15,125334
2012/12/16,127710
2012/12/17,128253
2012/12/18,135546
2012/12/19,135722
2012/12/20,138299
2012/12/21,140312
2012/12/22,140195
2012/12/23,139385
2012/12/24,138860
2012/12/25,133809
2012/12/26,131643
2012/12/27,131591
2012/12/28,130927
2012/12/29,130140
2012/12/30,128124
2012/12/31,122837
2013/01/01,118330
2013/01/02,117762
2013/01/03,116464
2013/01/04,119844
2013/01/05,119630
2013/01/06,117094
2013/01/07,115535
2013/01/08,120037
2013/01/09,123810
2013/01/10,129127
2013/01/11,136867
2013/01/12,140364
2013/01/13,143298
2013/01/14,141139
2013/01/15,143427
2013/01/16,148402
2013/01/17,155279
2013/01/18,159269
2013/01/19,159318
2013/01/20,156820
2013/01/21,154511
2013/01/22,153214
2013/01/23,156026
2013/01/24,155328
2013/01/25,156503
2013/01/26,155915
2013/01/27,156743
2013/01/28,158289
2013/01/29,158157
2013/01/30,154052
2013/01/31,150109
2013/02/01,153967
2013/02/02,154588
2013/02/03,153872
2013/02/04,153817
2013/02/05,152192
2013/02/06,149137
2013/02/07,152948
2013/02/08,156597
2013/02/09,159623
2013/02/10,158866
2013/02/11,159662
2013/02/12,164034
2013/02/13,163275
2013/02/14,162548
2013/02/15,160323
2013/02/16,155597
2013/02/17,151652
2013/02/18,150624
2013/02/19,151932
2013/02/20,151588
2013/02/21,150337
2013/02/22,152556
2013/02/23,153960
2013/02/24,154684
2013/02/25,154023
2013/02/26,156778
2013/02/27,155308
2013/02/28,157745
2013/03/01,162917
2013/03/02,165242
2013/03/03,164154
2013/03/04,164225
2013/03/05,168261
2013/03/06,171762
2013/03/07,175771
2013/03/08,173859
2013/03/09,171589
2013/03/10,173424
2013/03/11,173029
2013/03/12,173947
2013/03/13,173089
2013/03/14,170805
2013/03/15,171041
2013/03/16,161695
2013/03/17,150922
2013/03/18,145139
2013/03/19,143448
2013/03/20,138193
2013/03/21,136704
2013/03/22,135896
2013/03/23,134468
2013/03/24,133864
2013/03/25,138492
2013/03/26,141544
2013/03/27,148096
2013/03/28,151718
2013/03/29,155198
2013/03/30,159538
2013/03/31,157977
2013/04/01,155480
2013/04/02,158142
2013/04/03,161618
2013/04/04,169611
2013/04/05,172338
2013/04/06,170502
2013/04/07,175157
2013/04/08,177818
2013/04/09,177993
2013/04/10,176719
2013/04/11,182023
2013/04/12,179590
2013/04/13,175003
2013/04/14,175025
2013/04/15,173273
2013/04/16,174329
2013/04/17,172925
2013/04/18,169125
2013/04/19,174787
2013/04/20,172470
2013/04/21,165881
2013/04/22,163370
2013/04/23,164848
2013/04/24,170809
2013/04/25,171452
2013/04/26,169604
2013/04/27,166609
2013/04/28,160653
2013/04/29,158897
2013/04/30,161899
2013/05/01,163019
2013/05/02,167529
2013/05/03,169511
2013/05/04,167961
2013/05/05,165908
2013/05/06,165534
2013/05/07,166257
2013/05/08,164958
2013/05/09,168169
2013/05/10,171155
2013/05/11,173741
2013/05/12,174855
2013/05/13,174036
2013/05/14,177742
2013/05/15,183098
2013/05/16,185493
2013/05/17,183951
2013/05/18,181753
2013/05/19,176384
2013/05/20,176985
2013/05/21,176578
2013/05/22,174210
2013/05/23,172607
2013/05/24,170783
2013/05/25,167870
2013/05/26,163263
2013/05/27,161295
2013/05/28,162390
2013/05/29,162070
2013/05/30,161293
2013/05/31,159424
2013/06/01,154805
2013/06/02,150333
2013/06/03,147142
2013/06/04,144818
2013/06/05,145208
2013/06/06,144973
2013/06/07,146279
2013/06/08,143154
2013/06/09,141929
2013/06/10,138826
2013/06/11,136732
2013/06/12,132659
2013/06/13,129376
2013/06/14,129541
2013/06/15,125141
2013/06/16,122645
2013/06/17,125379
2013/06/18,128591
2013/06/19,132811
2013/06/20,136214
2013/06/21,135662
2013/06/22,133254
2013/06/23,129722
2013/06/24,130478
2013/06/25,130140
2013/06/26,128879
2013/06/27,128682
2013/06/28,129569
2013/06/29,126388
2013/06/30,121881
2013/07/01,120736
2013/07/02,120276
2013/07/03,115705
2013/07/04,113242
2013/07/05,110172
2013/07/06,106718
2013/07/07,102631
2013/07/08,101543
2013/07/09,101773
2013/07/10,100597
2013/07/11,102543
2013/07/12,109130
2013/07/13,109976
2013/07/14,108290
2013/07/15,107839
2013/07/16,108245
2013/07/17,107256
2013/07/18,108560
2013/07/19,107001
2013/07/20,103798
2013/07/21,101022
2013/07/22,102200
2013/07/23,105131
2013/07/24,107771
2013/07/25,112094
2013/07/26,111230
2013/07/27,109026
2013/07/28,108351
2013/07/29,108669
2013/07/30,107508
2013/07/31,109845
2013/08/01,113256
2013/08/02,114107
2013/08/03,115602
2013/08/04,115296
2013/08/05,116151
2013/08/06,117443
2013/08/07,119811
2013/08/08,120689
2013/08/09,119542
2013/08/10,118613
2013/08/11,113579
2013/08/12,116311
2013/08/13,119299
2013/08/14,122787
2013/08/15,128162
2013/08/16,135402
2013/08/17,134641
2013/08/18,134096
2013/08/19,139933
2013/08/20,141460
2013/08/21,141007
2013/08/22,139900
2013/08/23,138983
2013/08/24,137936
2013/08/25,138594
2013/08/26,140217
2013/08/27,144988
2013/08/28,146971
2013/08/29,145112
2013/08/30,144283
2013/08/31,138120
2013/09/01,132374
2013/09/02,128867
2013/09/03,129123
2013/09/04,131499
2013/09/05,132969
2013/09/06,134831
2013/09/07,137745
2013/09/08,136893
2013/09/09,135106
2013/09/10,133822
2013/09/11,130265
2013/09/12,128136
2013/09/13,124500
2013/09/14,119898
2013/09/15,122548
2013/09/16,127744
2013/09/17,132791
2013/09/18,136955
2013/09/19,136934
2013/09/20,136147
2013/09/21,134578
2013/09/22,131659
2013/09/23,132536
2013/09/24,132459
2013/09/25,130457
2013/09/26,134502
2013/09/27,133021
2013/09/28,130416
2013/09/29,128345
2013/09/30,129034
2013/10/01,130434
2013/10/02,134629
2013/10/03,136040
2013/10/04,135244
2013/10/05,130048
2013/10/06,127752
2013/10/07,130121
2013/10/08,129751
2013/10/09,130176
2013/10/10,131170
2013/10/11,130695
2013/10/12,127592
2013/10/13,126357
2013/10/14,124619
2013/10/15,121437
2013/10/16,120906
2013/10/17,122566
2013/10/18,125305
2013/10/19,125921
2013/10/20,125347
2013/10/21,127271
2013/10/22,128230
2013/10/23,129098
2013/10/24,133073
2013/10/25,132280
2013/10/26,131552
2013/10/27,129549
2013/10/28,130353
2013/10/29,132385
2013/10/30,131342
2013/10/31,131864
2013/11/01,128448
2013/11/02,125400
2013/11/03,122540
2013/11/04,122208
2013/11/05,126798
2013/11/06,134571
2013/11/07,145877
2013/11/08,157056
2013/11/09,162722
2013/11/10,164226
2013/11/11,162416
2013/11/12,159624
2013/11/13,163011
2013/11/14,165752
2013/11/15,167066
2013/11/16,160440
2013/11/17,157738
2013/11/18,170725
2013/11/19,189619
2013/11/20,195426
2013/11/21,205897
2013/11/22,208699
2013/11/23,208789
2013/11/24,205399
2013/11/25,203374
2013/11/26,209765
2013/11/27,217125
2013/11/28,221315
2013/11/29,225134
2013/11/30,221815
2013/12/01,217396
2013/12/02,219207
2013/12/03,214691
2013/12/04,217110
2013/12/05,219916
2013/12/06,213114
2013/12/07,206660
2013/12/08,195168
2013/12/09,192147
2013/12/10,192085
2013/12/11,192586
2013/12/12,189640
2013/12/13,187976
2013/12/14,185208
2013/12/15,183437
2013/12/16,182935
2013/12/17,181055
2013/12/18,184113
2013/12/19,179344
2013/12/20,179849
2013/12/21,179047
2013/12/22,176774
2013/12/23,175662
2013/12/24,174537
2013/12/25,174764
2013/12/26,173619
2013/12/27,169964
2013/12/28,170995
2013/12/29,171486
2013/12/30,171965
2013/12/31,168295
2014/01/01,159868
2014/01/02,166949
2014/01/03,170897
2014/01/04,172768
2014/01/05,171876
2014/01/06,176027
2014/01/07,176082
2014/01/08,173647
2014/01/09,169395
2014/01/10,166362
2014/01/11,162883
2014/01/12,158011
2014/01/13,159129
2014/01/14,161174
2014/01/15,161303
2014/01/16,161057
2014/01/17,164897
2014/01/18,162174
2014/01/19,159552
2014/01/20,162843
2014/01/21,170452
2014/01/22,170624
2014/01/23,172596
2014/01/24,172364
2014/01/25,171534
2014/01/26,172393
2014/01/27,174384
2014/01/28,179898
2014/01/29,181571
2014/01/30,180625
2014/01/31,178872
2014/02/01,175227
2014/02/02,172991
2014/02/03,174027
2014/02/04,180297
2014/02/05,185706
2014/02/06,188937
2014/02/07,196423
2014/02/08,195137
2014/02/09,197176
2014/02/10,198959
2014/02/11,198998
2014/02/12,205908
2014/02/13,207472
2014/02/14,209764
2014/02/15,205803
2014/02/16,197755
2014/02/17,200277
2014/02/18,203640
2014/02/19,203916
2014/02/20,206916
2014/02/21,213385
2014/02/22,209586
2014/02/23,209697
2014/02/24,211853
2014/02/25,221148
2014/02/26,222721
2014/02/27,220728
2014/02/28,222838
2014/03/01,227948
2014/03/02,229445
2014/03/03,243162
2014/03/04,258377
2014/03/05,261712
2014/03/06,259482
2014/03/07,258079
2014/03/08,251804
2014/03/09,244855
2014/03/10,249287
2014/03/11,249560
2014/03/12,248216
2014/03/13,249352
2014/03/14,256875
2014/03/15,247427
2014/03/16,236758
2014/03/17,233384
2014/03/18,225655
2014/03/19,225273
2014/03/20,224113
2014/03/21,225451
2014/03/22,227784
2014/03/23,216724
2014/03/24,216790
2014/03/25,220745
2014/03/26,223800
2014/03/27,225797
2014/03/28,225022
2014/03/29,218072
2014/03/30,219978
2014/03/31,218567
2014/04/01,218484
2014/04/02,215508
2014/04/03,210123
2014/04/04,208503
2014/04/05,206300
2014/04/06,207109
2014/04/07,211977
2014/04/08,222726
2014/04/09,225528
2014/04/10,229369
2014/04/11,228607
2014/04/12,220788
2014/04/13,212985
2014/04/14,213393
2014/04/15,217146
2014/04/16,224324
2014/04/17,224232
2014/04/18,221731
2014/04/19,217932
2014/04/20,211476
2014/04/21,208695
2014/04/22,219274
2014/04/23,222298
2014/04/24,229959
2014/04/25,229511
2014/04/26,222904
2014/04/27,217307
2014/04/28,220185
2014/04/29,221113
2014/04/30,227664
2014/05/01,222895
2014/05/02,221372
2014/05/03,218981
