Date,transactions7ema
2012/02/09,6847
2012/02/10,7215
2012/02/11,7293
2012/02/12,7188
2012/02/13,7355
2012/02/14,7854
2012/02/15,8191
2012/02/16,8493
2012/02/17,8026
2012/02/18,7606
2012/02/19,7154
2012/02/20,6916
2012/02/21,6759
2012/02/22,6828
2012/02/23,7083
2012/02/24,7008
2012/02/25,6791
2012/02/26,6511
2012/02/27,6529
2012/02/28,6538
2012/02/29,6538
2012/03/01,6569
2012/03/02,6804
2012/03/03,6372
2012/03/04,6392
2012/03/05,6503
2012/03/06,6435
2012/03/07,6446
2012/03/08,6455
2012/03/09,6425
2012/03/10,6120
2012/03/11,5862
2012/03/12,5890
2012/03/13,6226
2012/03/14,6359
2012/03/15,6310
2012/03/16,6428
2012/03/17,6498
2012/03/18,6343
2012/03/19,6384
2012/03/20,6457
2012/03/21,6553
2012/03/22,6522
2012/03/23,6399
2012/03/24,6347
2012/03/25,6274
2012/03/26,6323
2012/03/27,6369
2012/03/28,6549
2012/03/29,6756
2012/03/30,6736
2012/03/31,6557
2012/04/01,6273
2012/04/02,6294
2012/04/03,6622
2012/04/04,6718
2012/04/05,6766
2012/04/06,6715
2012/04/07,6524
2012/04/08,6334
2012/04/09,6369
2012/04/10,6857
2012/04/11,7072
2012/04/12,7345
2012/04/13,7238
2012/04/14,7400
2012/04/15,7366
2012/04/16,7632
2012/04/17,7641
2012/04/18,7843
2012/04/19,7818
2012/04/20,7896
2012/04/21,7684
2012/04/22,7317
2012/04/23,7230
2012/04/24,7303
2012/04/25,7335
2012/04/26,7987
2012/04/27,7755
2012/04/28,7635
2012/04/29,7614
2012/04/30,8019
2012/05/01,8524
2012/05/02,8850
2012/05/03,10099
2012/05/04,11058
2012/05/05,11501
2012/05/06,11373
2012/05/07,13049
2012/05/08,14172
2012/05/09,14899
2012/05/10,14087
2012/05/11,15295
2012/05/12,16021
2012/05/13,15665
2012/05/14,18801
2012/05/15,19627
2012/05/16,19210
2012/05/17,18612
2012/05/18,20043
2012/05/19,23846
2012/05/20,25715
2012/05/21,27156
2012/05/22,26208
2012/05/23,26482
2012/05/24,26477
2012/05/25,27077
2012/05/26,26092
2012/05/27,26141
2012/05/28,27042
2012/05/29,27704
2012/05/30,27140
2012/05/31,25574
2012/06/01,25910
2012/06/02,22592
2012/06/03,25306
2012/06/04,30425
2012/06/05,33873
2012/06/06,29351
2012/06/07,30279
2012/06/08,28648
2012/06/09,29706
2012/06/10,32418
2012/06/11,32411
2012/06/12,28830
2012/06/13,35784
2012/06/14,42283
2012/06/15,45419
2012/06/16,44846
2012/06/17,44571
2012/06/18,43152
2012/06/19,41318
2012/06/20,39014
2012/06/21,35922
2012/06/22,32798
2012/06/23,30133
2012/06/24,28165
2012/06/25,28264
2012/06/26,28719
2012/06/27,29217
2012/06/28,28509
2012/06/29,27065
2012/06/30,25920
2012/07/01,24224
2012/07/02,24416
2012/07/03,23939
2012/07/04,23708
2012/07/05,23156
2012/07/06,23307
2012/07/07,23842
2012/07/08,23043
2012/07/09,23524
2012/07/10,26376
2012/07/11,27561
2012/07/12,26709
2012/07/13,26130
2012/07/14,25254
2012/07/15,25492
2012/07/16,26926
2012/07/17,28952
2012/07/18,29822
2012/07/19,30092
2012/07/20,31730
2012/07/21,32411
2012/07/22,32984
2012/07/23,32877
2012/07/24,31710
2012/07/25,30574
2012/07/26,30565
2012/07/27,29668
2012/07/28,31020
2012/07/29,31845
2012/07/30,32438
2012/07/31,34673
2012/08/01,33606
2012/08/02,33466
2012/08/03,32004
2012/08/04,31216
2012/08/05,31698
2012/08/06,32589
2012/08/07,31801
2012/08/08,33851
2012/08/09,32832
2012/08/10,31678
2012/08/11,32002
2012/08/12,32620
2012/08/13,36643
2012/08/14,36070
2012/08/15,40253
2012/08/16,41770
2012/08/17,41432
2012/08/18,40327
2012/08/19,39437
2012/08/20,38494
2012/08/21,39431
2012/08/22,39003
2012/08/23,37165
2012/08/24,35906
2012/08/25,35254
2012/08/26,33776
2012/08/27,33570
2012/08/28,32599
2012/08/29,32960
2012/08/30,33160
2012/08/31,34991
2012/09/01,36396
2012/09/02,35653
2012/09/03,36260
2012/09/04,37143
2012/09/05,38096
2012/09/06,39227
2012/09/07,37749
2012/09/08,36069
2012/09/09,34878
2012/09/10,34529
2012/09/11,35417
2012/09/12,33548
2012/09/13,32385
2012/09/14,33277
2012/09/15,31734
2012/09/16,30864
2012/09/17,29218
2012/09/18,30077
2012/09/19,30580
2012/09/20,30717
2012/09/21,30583
2012/09/22,28401
2012/09/23,28261
2012/09/24,28455
2012/09/25,27351
2012/09/26,28581
2012/09/27,28483
2012/09/28,29514
2012/09/29,28092
2012/09/30,26196
2012/10/01,25796
2012/10/02,27530
2012/10/03,27282
2012/10/04,28582
2012/10/05,30495
2012/10/06,31001
2012/10/07,31901
2012/10/08,33434
2012/10/09,33902
2012/10/10,33196
2012/10/11,31784
2012/10/12,30974
2012/10/13,31466
2012/10/14,30421
2012/10/15,30523
2012/10/16,31487
2012/10/17,31533
2012/10/18,30675
2012/10/19,29310
2012/10/20,29554
2012/10/21,32333
2012/10/22,34999
2012/10/23,34225
2012/10/24,33677
2012/10/25,31971
2012/10/26,29419
2012/10/27,26099
2012/10/28,24024
2012/10/29,23353
2012/10/30,25166
2012/10/31,25777
2012/11/01,25208
2012/11/02,26118
2012/11/03,25527
2012/11/04,25182
2012/11/05,26892
2012/11/06,28132
2012/11/07,30180
2012/11/08,30700
2012/11/09,29276
2012/11/10,28698
2012/11/11,27376
2012/11/12,26475
2012/11/13,26604
2012/11/14,27392
2012/11/15,29911
2012/11/16,32259
2012/11/17,32294
2012/11/18,32718
2012/11/19,33732
2012/11/20,34477
2012/11/21,35586
2012/11/22,34379
2012/11/23,33830
2012/11/24,32764
2012/11/25,33721
2012/11/26,34226
2012/11/27,32540
2012/11/28,33676
2012/11/29,34571
2012/11/30,33337
2012/12/01,33334
2012/12/02,30116
2012/12/03,27965
2012/12/04,29035
2012/12/05,30182
2012/12/06,31893
2012/12/07,31924
2012/12/08,32202
2012/12/09,32134
2012/12/10,33120
2012/12/11,33999
2012/12/12,34651
2012/12/13,36584
2012/12/14,37165
2012/12/15,35936
2012/12/16,35793
2012/12/17,37071
2012/12/18,40225
2012/12/19,41325
2012/12/20,39948
2012/12/21,41074
2012/12/22,43582
2012/12/23,41840
2012/12/24,40375
2012/12/25,37436
2012/12/26,37185
2012/12/27,38797
2012/12/28,40831
2012/12/29,40115
2012/12/30,41407
2012/12/31,38531
2013/01/01,36832
2013/01/02,37444
2013/01/03,38620
2013/01/04,41074
2013/01/05,40669
2013/01/06,38722
2013/01/07,39072
2013/01/08,38926
2013/01/09,39960
2013/01/10,43068
2013/01/11,45459
2013/01/12,45481
2013/01/13,46438
2013/01/14,45929
2013/01/15,45672
2013/01/16,47629
2013/01/17,47719
2013/01/18,48044
2013/01/19,50037
2013/01/20,47838
2013/01/21,45956
2013/01/22,45369
2013/01/23,45665
2013/01/24,45765
2013/01/25,46417
2013/01/26,47865
2013/01/27,49714
2013/01/28,50294
2013/01/29,50607
2013/01/30,48222
2013/01/31,49026
2013/02/01,51578
2013/02/02,52262
2013/02/03,54441
2013/02/04,54541
2013/02/05,54219
2013/02/06,51266
2013/02/07,53721
2013/02/08,55483
2013/02/09,56014
2013/02/10,56081
2013/02/11,56419
2013/02/12,56918
2013/02/13,57418
2013/02/14,55758
2013/02/15,55685
2013/02/16,54575
2013/02/17,53293
2013/02/18,52523
2013/02/19,52982
2013/02/20,54625
2013/02/21,54904
2013/02/22,56678
2013/02/23,56939
2013/02/24,56956
2013/02/25,59452
2013/02/26,60407
2013/02/27,60494
2013/02/28,61084
2013/03/01,61909
2013/03/02,60352
2013/03/03,58838
2013/03/04,60095
2013/03/05,59253
2013/03/06,60091
2013/03/07,61721
2013/03/08,60215
2013/03/09,59005
2013/03/10,62669
2013/03/11,61783
2013/03/12,58425
2013/03/13,57952
2013/03/14,57936
2013/03/15,59103
2013/03/16,52830
2013/03/17,48408
2013/03/18,47129
2013/03/19,46832
2013/03/20,46640
2013/03/21,48816
2013/03/22,51701
2013/03/23,51950
2013/03/24,51749
2013/03/25,51024
2013/03/26,50496
2013/03/27,51141
2013/03/28,53557
2013/03/29,55689
2013/03/30,56522
2013/03/31,53346
2013/04/01,53153
2013/04/02,55638
2013/04/03,57670
2013/04/04,59937
2013/04/05,60257
2013/04/06,58081
2013/04/07,59405
2013/04/08,59935
2013/04/09,61652
2013/04/10,62162
2013/04/11,63683
2013/04/12,62391
2013/04/13,60131
2013/04/14,58928
2013/04/15,57779
2013/04/16,60236
2013/04/17,59311
2013/04/18,56104
2013/04/19,56926
2013/04/20,54731
2013/04/21,52061
2013/04/22,50806
2013/04/23,53479
2013/04/24,56325
2013/04/25,57842
2013/04/26,57155
2013/04/27,53922
2013/04/28,50867
2013/04/29,51051
2013/04/30,50150
2013/05/01,51407
2013/05/02,52379
2013/05/03,52103
2013/05/04,51603
2013/05/05,51244
2013/05/06,51726
2013/05/07,52936
2013/05/08,52271
2013/05/09,55856
2013/05/10,58819
2013/05/11,62419
2013/05/12,63129
2013/05/13,62553
2013/05/14,63494
2013/05/15,63628
2013/05/16,62973
2013/05/17,61873
2013/05/18,59421
2013/05/19,56482
2013/05/20,54534
2013/05/21,54348
2013/05/22,53720
2013/05/23,55194
2013/05/24,55203
2013/05/25,54181
2013/05/26,50776
2013/05/27,51227
2013/05/28,52648
2013/05/29,53209
2013/05/30,54219
2013/05/31,54207
2013/06/01,54180
2013/06/02,53072
2013/06/03,53719
2013/06/04,54642
2013/06/05,55075
2013/06/06,54921
2013/06/07,54197
2013/06/08,52657
2013/06/09,50571
2013/06/10,49135
2013/06/11,49222
2013/06/12,48342
2013/06/13,47008
2013/06/14,47754
2013/06/15,44729
2013/06/16,44242
2013/06/17,44631
2013/06/18,44943
2013/06/19,45431
2013/06/20,47163
2013/06/21,47087
2013/06/22,46420
2013/06/23,44400
2013/06/24,44324
2013/06/25,44361
2013/06/26,44634
2013/06/27,44966
2013/06/28,46070
2013/06/29,43647
2013/06/30,40435
2013/07/01,40069
2013/07/02,39926
2013/07/03,38781
2013/07/04,37868
2013/07/05,37613
2013/07/06,36506
2013/07/07,34922
2013/07/08,36051
2013/07/09,37200
2013/07/10,37661
2013/07/11,39061
2013/07/12,41322
2013/07/13,40445
2013/07/14,39024
2013/07/15,38415
2013/07/16,38618
2013/07/17,39079
2013/07/18,39561
2013/07/19,38818
2013/07/20,37492
2013/07/21,36934
2013/07/22,37654
2013/07/23,37813
2013/07/24,38910
2013/07/25,39779
2013/07/26,39136
2013/07/27,38530
2013/07/28,38181
2013/07/29,39044
2013/07/30,39767
2013/07/31,42159
2013/08/01,44301
2013/08/02,46098
2013/08/03,45967
2013/08/04,45167
2013/08/05,46579
2013/08/06,48479
2013/08/07,50714
2013/08/08,52490
2013/08/09,51733
2013/08/10,51671
2013/08/11,48305
2013/08/12,48732
2013/08/13,49773
2013/08/14,50203
2013/08/15,52142
2013/08/16,56844
2013/08/17,56722
2013/08/18,56592
2013/08/19,60228
2013/08/20,60931
2013/08/21,60782
2013/08/22,62235
2013/08/23,60426
2013/08/24,58228
2013/08/25,54745
2013/08/26,55041
2013/08/27,56785
2013/08/28,58731
2013/08/29,58749
2013/08/30,59661
2013/08/31,56566
2013/09/01,54019
2013/09/02,53277
2013/09/03,52950
2013/09/04,52917
2013/09/05,54825
2013/09/06,56285
2013/09/07,55169
2013/09/08,52951
2013/09/09,54081
2013/09/10,53834
2013/09/11,52628
2013/09/12,52493
2013/09/13,50527
2013/09/14,48731
2013/09/15,49921
2013/09/16,50373
2013/09/17,54718
2013/09/18,56135
2013/09/19,57008
2013/09/20,57454
2013/09/21,56168
2013/09/22,54801
2013/09/23,57380
2013/09/24,58630
2013/09/25,57558
2013/09/26,57514
2013/09/27,54821
2013/09/28,51717
2013/09/29,49040
2013/09/30,48528
2013/10/01,50642
2013/10/02,53425
2013/10/03,54907
2013/10/04,54120
2013/10/05,51905
2013/10/06,49597
2013/10/07,48295
2013/10/08,47464
2013/10/09,48222
2013/10/10,50331
2013/10/11,50683
2013/10/12,50327
2013/10/13,50516
2013/10/14,52188
2013/10/15,53032
2013/10/16,52428
2013/10/17,50997
2013/10/18,53115
2013/10/19,53608
2013/10/20,52511
2013/10/21,54443
2013/10/22,57033
2013/10/23,56548
2013/10/24,58266
2013/10/25,58008
2013/10/26,55398
2013/10/27,52426
2013/10/28,52052
2013/10/29,51481
2013/10/30,50674
2013/10/31,52498
2013/11/01,50664
2013/11/02,47743
2013/11/03,44746
2013/11/04,44891
2013/11/05,46524
2013/11/06,48604
2013/11/07,51551
2013/11/08,53436
2013/11/09,53841
2013/11/10,54722
2013/11/11,55346
2013/11/12,56036
2013/11/13,58203
2013/11/14,60959
2013/11/15,60907
2013/11/16,57425
2013/11/17,55853
2013/11/18,61609
2013/11/19,69393
2013/11/20,71393
2013/11/21,71463
2013/11/22,72791
2013/11/23,72687
2013/11/24,69689
2013/11/25,70171
2013/11/26,73435
2013/11/27,78915
2013/11/28,83872
2013/11/29,85381
2013/11/30,82790
2013/12/01,80079
2013/12/02,78912
2013/12/03,78551
2013/12/04,78776
2013/12/05,79860
2013/12/06,77868
2013/12/07,75280
2013/12/08,68281
2013/12/09,67073
2013/12/10,67162
2013/12/11,67157
2013/12/12,64882
2013/12/13,63646
2013/12/14,61200
2013/12/15,58932
2013/12/16,61495
2013/12/17,63005
2013/12/18,67582
2013/12/19,68199
2013/12/20,67376
2013/12/21,64512
2013/12/22,61566
2013/12/23,59699
2013/12/24,58698
2013/12/25,57840
2013/12/26,56154
2013/12/27,55238
2013/12/28,53393
2013/12/29,52834
2013/12/30,53486
2013/12/31,52280
2014/01/01,49926
2014/01/02,51104
2014/01/03,53533
2014/01/04,53127
2014/01/05,54463
2014/01/06,57640
2014/01/07,58913
2014/01/08,59497
2014/01/09,59328
2014/01/10,57991
2014/01/11,57405
2014/01/12,55636
2014/01/13,55050
2014/01/14,55592
2014/01/15,57051
2014/01/16,56918
2014/01/17,57407
2014/01/18,55905
2014/01/19,53888
2014/01/20,56118
2014/01/21,60191
2014/01/22,61554
2014/01/23,62015
2014/01/24,62864
2014/01/25,60573
2014/01/26,58787
2014/01/27,60140
2014/01/28,61507
2014/01/29,61013
2014/01/30,60915
2014/01/31,60708
2014/02/01,59193
2014/02/02,57469
2014/02/03,57457
2014/02/04,60499
2014/02/05,62215
2014/02/06,64155
2014/02/07,65706
2014/02/08,65487
2014/02/09,63225
2014/02/10,64092
2014/02/11,64836
2014/02/12,64114
2014/02/13,64875
2014/02/14,67331
2014/02/15,65926
2014/02/16,63778
2014/02/17,63008
2014/02/18,63567
2014/02/19,65161
2014/02/20,66613
2014/02/21,67269
2014/02/22,65075
2014/02/23,63783
2014/02/24,66238
2014/02/25,69659
2014/02/26,70492
2014/02/27,70537
2014/02/28,70430
2014/03/01,68637
2014/03/02,65601
2014/03/03,69480
2014/03/04,73223
2014/03/05,72976
2014/03/06,72321
2014/03/07,72285
2014/03/08,70319
2014/03/09,68235
2014/03/10,68860
2014/03/11,70654
2014/03/12,72030
2014/03/13,72183
2014/03/14,71758
2014/03/15,68854
2014/03/16,66431
2014/03/17,66382
2014/03/18,63285
2014/03/19,65875
2014/03/20,67113
2014/03/21,68561
2014/03/22,68046
2014/03/23,65434
2014/03/24,66774
2014/03/25,68012
2014/03/26,68048
2014/03/27,68923
2014/03/28,68418
2014/03/29,64587
2014/03/30,62619
2014/03/31,63180
2014/04/01,63376
2014/04/02,64211
2014/04/03,64863
2014/04/04,65022
2014/04/05,62672
2014/04/06,59469
2014/04/07,61016
2014/04/08,62689
2014/04/09,63265
2014/04/10,64417
2014/04/11,64703
2014/04/12,60422
2014/04/13,58062
2014/04/14,61053
2014/04/15,63946
2014/04/16,65069
2014/04/17,65057
2014/04/18,63002
2014/04/19,60590
2014/04/20,57659
2014/04/21,57729
2014/04/22,62769
2014/04/23,65524
2014/04/24,67279
2014/04/25,68576
