Date,size14wma
2010/07/17,749.176
2010/07/18,771.054
2010/07/19,788.152
2010/07/20,831.225
2010/07/21,808.011
2010/07/22,776.132
2010/07/23,736.122
2010/07/24,827.157
2010/07/25,1133
2010/07/26,1117
2010/07/27,1068
2010/07/28,1372
2010/07/29,1540
2010/07/30,1449
2010/07/31,1339
2010/08/01,1225
2010/08/02,1117
2010/08/03,1063
2010/08/04,967.618
2010/08/05,931.699
2010/08/06,869.627
2010/08/07,789.889
2010/08/08,703.68
2010/08/09,781.148
2010/08/10,708.124
2010/08/11,640.615
2010/08/12,596.049
2010/08/13,620.788
2010/08/14,597.433
2010/08/15,562.105
2010/08/16,613.168
2010/08/17,608.484
2010/08/18,782.553
2010/08/19,757.933
2010/08/20,732.502
2010/08/21,701.084
2010/08/22,661.719
2010/08/23,624.966
2010/08/24,644.865
2010/08/25,605.242
2010/08/26,586.007
2010/08/27,554.119
2010/08/28,543.345
2010/08/29,505.637
2010/08/30,502.209
2010/08/31,543.101
2010/09/01,570.154
2010/09/02,569.572
2010/09/03,555.698
2010/09/04,529.635
2010/09/05,523.04
2010/09/06,510.376
2010/09/07,492.463
2010/09/08,490.461
2010/09/09,507.598
2010/09/10,502.816
2010/09/11,489.812
2010/09/12,503.741
2010/09/13,525.127
2010/09/14,521.708
2010/09/15,544.473
2010/09/16,539.635
2010/09/17,558.663
2010/09/18,539.077
2010/09/19,526.69
2010/09/20,539.011
2010/09/21,664.633
2010/09/22,738.338
2010/09/23,750.852
2010/09/24,732.841
2010/09/25,736.211
2010/09/26,711.446
2010/09/27,737.377
2010/09/28,796.831
2010/09/29,980.758
2010/09/30,958.09
2010/10/01,980.457
2010/10/02,1094
2010/10/03,1078
2010/10/04,1054
2010/10/05,1039
2010/10/06,991.678
2010/10/07,943.411
2010/10/08,922.836
2010/10/09,905.27
2010/10/10,849.912
2010/10/11,797.59
2010/10/12,753.757
2010/10/13,737.703
2010/10/14,694.2
2010/10/15,647.509
2010/10/16,611.242
2010/10/17,575.996
2010/10/18,578.003
2010/10/19,639.018
2010/10/20,659.026
2010/10/21,691.295
2010/10/22,759.421
2010/10/23,775.76
2010/10/24,776.874
2010/10/25,758.996
2010/10/26,738.292
2010/10/27,754.655
2010/10/28,746.486
2010/10/29,737.02
2010/10/30,691.794
2010/10/31,656.169
2010/11/01,625.386
2010/11/02,578.473
2010/11/03,547.985
2010/11/04,519.774
2010/11/05,521.516
2010/11/06,504.962
2010/11/07,491.909
2010/11/08,523.513
2010/11/09,513.593
2010/11/10,504.858
2010/11/11,494.398
2010/11/12,480.344
2010/11/13,465.833
2010/11/14,466.977
2010/11/15,1565
2010/11/16,2873
2010/11/17,2688
2010/11/18,2620
2010/11/19,4304
2010/11/20,6452
2010/11/21,8075
2010/11/22,7438
2010/11/23,6821
2010/11/24,6834
2010/11/25,7336
2010/11/26,6738
2010/11/27,5971
2010/11/28,5197
2010/11/29,4418
2010/11/30,3710
2010/12/01,3130
2010/12/02,2524
2010/12/03,1922
2010/12/04,1439
2010/12/05,1120
2010/12/06,954.033
2010/12/07,822.942
2010/12/08,674.575
2010/12/09,576.32
2010/12/10,569.635
2010/12/11,608.939
2010/12/12,658.329
2010/12/13,797.766
2010/12/14,831.212
2010/12/15,845.534
2010/12/16,854.913
2010/12/17,875.949
2010/12/18,878.856
2010/12/19,900.556
2010/12/20,1004
2010/12/21,996.272
2010/12/22,1026
2010/12/23,1035
2010/12/24,1024
2010/12/25,1009
2010/12/26,1014
2010/12/27,1013
2010/12/28,1019
2010/12/29,1007
2010/12/30,1004
2010/12/31,985.318
2011/01/01,988.341
2011/01/02,977.598
2011/01/03,1161
2011/01/04,1244
2011/01/05,1409
2011/01/06,1440
2011/01/07,1485
2011/01/08,1604
2011/01/09,1693
2011/01/10,1791
2011/01/11,1881
2011/01/12,1907
2011/01/13,1939
2011/01/14,1964
2011/01/15,1962
2011/01/16,1922
2011/01/17,1828
2011/01/18,1813
2011/01/19,1777
2011/01/20,1713
2011/01/21,1751
2011/01/22,1913
2011/01/23,1942
2011/01/24,1983
2011/01/25,1937
2011/01/26,1900
2011/01/27,1891
2011/01/28,1913
2011/01/29,2056
2011/01/30,2645
2011/01/31,2737
2011/02/01,2751
2011/02/02,2667
2011/02/03,2532
2011/02/04,2396
2011/02/05,2271
2011/02/06,2187
2011/02/07,2049
2011/02/08,1954
2011/02/09,1909
2011/02/10,2094
2011/02/11,2283
2011/02/12,2352
2011/02/13,2377
2011/02/14,2575
2011/02/15,2658
2011/02/16,2688
2011/02/17,2755
2011/02/18,2860
2011/02/19,2919
2011/02/20,2936
2011/02/21,2942
2011/02/22,2978
2011/02/23,2951
2011/02/24,2960
2011/02/25,2922
