Date,transactionvalue14trxUSD
2010/10/27,2.175
2010/10/28,2.548
2010/10/29,2.697
2010/10/30,2.626
2010/10/31,2.542
2010/11/01,2.304
2010/11/02,2.134
2010/11/03,1.926
2010/11/04,2.217
2010/11/05,2.204
2010/11/06,2.613
2010/11/07,3.057
2010/11/08,4.907
2010/11/09,5.618
2010/11/10,5.613
2010/11/11,5.144
2010/11/12,4.478
2010/11/13,3.753
2010/11/14,2.994
2010/11/15,2.21
2010/11/16,1.427
2010/11/17,0.789
2010/11/18,0.156
2010/11/19,-0.489
2010/11/20,-1.104
2010/11/21,-1.684
2010/11/22,-2.114
2010/11/23,-2.377
2010/11/24,-2.684
2010/11/25,-3.012
2010/11/26,-3.255
2010/11/27,-3.45
2010/11/28,-3.605
2010/11/29,-3.697
2010/11/30,-3.674
2010/12/01,-3.598
2010/12/02,-3.419
2010/12/03,-3.264
2010/12/04,-2.996
2010/12/05,-2.844
2010/12/06,-2.509
2010/12/07,-2.145
2010/12/08,-1.926
2010/12/09,-1.772
2010/12/10,-1.702
2010/12/11,-1.545
2010/12/12,-1.465
2010/12/13,-1.037
2010/12/14,-0.553
2010/12/15,-0.053
2010/12/16,0.395
2010/12/17,0.732
2010/12/18,1.042
2010/12/19,1.335
2010/12/20,1.411
2010/12/21,1.499
2010/12/22,1.501
2010/12/23,1.441
2010/12/24,1.326
2010/12/25,1.31
2010/12/26,1.245
2010/12/27,1.261
2010/12/28,1.152
2010/12/29,1.269
2010/12/30,1.287
2010/12/31,1.239
2011/01/01,1.094
2011/01/02,0.89
2011/01/03,0.607
2011/01/04,0.249
2011/01/05,-0.149
2011/01/06,-0.538
2011/01/07,-0.879
2011/01/08,-1.207
2011/01/09,-1.534
2011/01/10,-1.771
2011/01/11,-1.898
2011/01/12,-2.011
2011/01/13,-1.996
2011/01/14,-1.937
2011/01/15,-1.854
2011/01/16,-1.719
2011/01/17,-1.562
2011/01/18,-1.247
2011/01/19,-1.031
2011/01/20,-0.895
2011/01/21,-0.806
2011/01/22,-0.754
2011/01/23,-0.615
2011/01/24,-0.521
2011/01/25,-0.431
2011/01/26,-0.333
2011/01/27,4.359
2011/01/28,6.832
2011/01/29,7.653
2011/01/30,7.838
2011/01/31,7.616
2011/02/01,7.216
2011/02/02,6.826
2011/02/03,6.25
2011/02/04,5.513
2011/02/05,4.896
2011/02/06,4.393
2011/02/07,4.347
2011/02/08,4.144
2011/02/09,3.999
2011/02/10,3.906
2011/02/11,3.829
2011/02/12,3.601
2011/02/13,3.246
2011/02/14,2.863
2011/02/15,2.39
2011/02/16,1.843
2011/02/17,1.32
2011/02/18,0.878
2011/02/19,0.656
2011/02/20,0.581
2011/02/21,0.591
2011/02/22,0.783
2011/02/23,1.103
2011/02/24,1.339
2011/02/25,1.438
2011/02/26,1.437
2011/02/27,1.365
2011/02/28,1.207
2011/03/01,1.836
2011/03/02,5.268
2011/03/03,6.854
2011/03/04,7.361
2011/03/05,7.001
2011/03/06,6.266
2011/03/07,5.408
2011/03/08,4.482
2011/03/09,3.666
2011/03/10,3.086
2011/03/11,2.543
2011/03/12,1.922
2011/03/13,1.321
2011/03/14,0.763
2011/03/15,0.2
2011/03/16,-0.337
2011/03/17,-0.84
2011/03/18,-1.268
2011/03/19,-1.684
2011/03/20,-2.086
2011/03/21,-2.475
2011/03/22,-2.746
2011/03/23,-2.973
2011/03/24,-3.054
2011/03/25,-2.969
2011/03/26,-2.85
2011/03/27,-2.78
2011/03/28,-2.77
2011/03/29,-2.814
2011/03/30,-2.836
2011/03/31,-2.847
2011/04/01,-2.88
2011/04/02,-2.916
2011/04/03,-2.967
2011/04/04,-2.996
2011/04/05,-3.021
2011/04/06,-3.054
2011/04/07,-3.044
2011/04/08,-2.981
2011/04/09,-2.86
2011/04/10,-2.775
2011/04/11,-2.725
2011/04/12,-2.623
2011/04/13,-2.44
2011/04/14,-2.266
2011/04/15,-2.098
2011/04/16,-1.503
2011/04/17,1.174
2011/04/18,2.792
2011/04/19,6.655
2011/04/20,14.721
2011/04/21,17.601
2011/04/22,16.9
2011/04/23,14.843
2011/04/24,12.428
2011/04/25,10.097
2011/04/26,8.06
2011/04/27,6.335
2011/04/28,4.88
2011/04/29,4.253
2011/04/30,3.759
2011/05/01,3.171
2011/05/02,2.545
2011/05/03,2.03
2011/05/04,1.753
2011/05/05,1.421
2011/05/06,1.216
2011/05/07,1.005
2011/05/08,1.311
2011/05/09,1.372
2011/05/10,1.996
2011/05/11,2.362
2011/05/12,2.577
2011/05/13,3.105
2011/05/14,5.905
2011/05/15,7.358
2011/05/16,7.76
2011/05/17,7.441
2011/05/18,6.659
2011/05/19,5.716
2011/05/20,4.864
2011/05/21,4.311
2011/05/22,4.106
2011/05/23,3.805
2011/05/24,3.397
2011/05/25,2.97
2011/05/26,2.561
2011/05/27,2.398
2011/05/28,2.109
2011/05/29,1.797
2011/05/30,1.471
2011/05/31,1.137
2011/06/01,0.801
2011/06/02,0.533
2011/06/03,0.496
2011/06/04,0.602
2011/06/05,0.904
2011/06/06,1.463
2011/06/07,2.025
2011/06/08,2.769
2011/06/09,3.582
2011/06/10,4.46
2011/06/11,5.431
2011/06/12,6.254
2011/06/13,6.765
2011/06/14,6.993
2011/06/15,8.292
2011/06/16,11.507
2011/06/17,12.38
2011/06/18,11.824
2011/06/19,11.617
2011/06/20,10.623
2011/06/21,9.935
2011/06/22,8.836
2011/06/23,7.714
2011/06/24,7.236
2011/06/25,8.361
2011/06/26,8.793
2011/06/27,8.351
2011/06/28,8.216
2011/06/29,7.677
2011/06/30,6.792
2011/07/01,5.726
2011/07/02,4.638
2011/07/03,3.563
2011/07/04,2.619
2011/07/05,1.707
2011/07/06,0.863
2011/07/07,0.096
2011/07/08,-0.61
2011/07/09,-1.057
2011/07/10,-1.291
2011/07/11,-1.543
2011/07/12,-1.77
2011/07/13,-1.949
2011/07/14,-2.027
2011/07/15,-2.164
2011/07/16,-2.274
2011/07/17,-2.431
2011/07/18,-2.333
2011/07/19,-2.111
2011/07/20,-2.042
2011/07/21,-1.977
2011/07/22,-1.904
2011/07/23,-1.922
2011/07/24,-2.016
2011/07/25,-2.06
2011/07/26,-2.077
2011/07/27,-2.05
2011/07/28,-1.687
2011/07/29,-1.489
2011/07/30,-1.462
2011/07/31,-1.527
2011/08/01,-1.66
2011/08/02,-1.863
2011/08/03,-2.105
2011/08/04,-2.383
2011/08/05,-2.647
2011/08/06,-2.914
2011/08/07,-3.183
2011/08/08,-3.364
2011/08/09,-3.331
2011/08/10,-3.255
2011/08/11,-3.234
2011/08/12,-3.274
2011/08/13,-3.359
2011/08/14,-3.443
2011/08/15,-3.547
2011/08/16,-3.664
2011/08/17,-3.779
2011/08/18,-3.865
2011/08/19,-3.889
2011/08/20,-3.937
2011/08/21,-3.999
2011/08/22,-4.063
2011/08/23,-4.072
2011/08/24,-4.002
2011/08/25,-3.93
2011/08/26,-3.896
2011/08/27,-3.169
2011/08/28,-2.69
2011/08/29,-2.415
2011/08/30,-2.293
2011/08/31,-2.273
2011/09/01,-2.305
2011/09/02,-2.39
2011/09/03,-2.501
2011/09/04,-2.17
2011/09/05,-1.38
2011/09/06,-0.194
2011/09/07,0.54
2011/09/08,0.865
2011/09/09,0.878
2011/09/10,0.664
2011/09/11,0.487
2011/09/12,0.267
2011/09/13,-0.038
2011/09/14,-0.397
2011/09/15,-0.787
2011/09/16,-1.102
2011/09/17,-1.416
2011/09/18,-1.734
2011/09/19,-2.038
2011/09/20,-2.325
2011/09/21,-2.575
2011/09/22,-2.798
2011/09/23,-2.986
2011/09/24,-3.166
2011/09/25,-3.315
2011/09/26,-3.442
2011/09/27,-3.514
2011/09/28,-3.563
2011/09/29,-3.589
2011/09/30,-3.61
2011/10/01,-3.56
2011/10/02,-3.487
2011/10/03,-3.398
2011/10/04,-3.272
2011/10/05,-3.127
2011/10/06,-2.922
2011/10/07,-2.743
2011/10/08,-2.629
2011/10/09,-2.558
2011/10/10,-2.519
2011/10/11,-2.5
2011/10/12,-2.494
2011/10/13,-2.476
2011/10/14,-2.489
2011/10/15,-2.466
2011/10/16,-2.462
2011/10/17,-2.426
2011/10/18,-2.42
2011/10/19,-2.457
2011/10/20,-2.515
2011/10/21,-2.494
2011/10/22,-2.377
2011/10/23,-2.191
2011/10/24,-2.07
2011/10/25,-1.982
2011/10/26,-1.892
2011/10/27,-1.724
2011/10/28,-1.539
2011/10/29,-1.357
2011/10/30,-1.285
2011/10/31,-1.203
2011/11/01,-1.065
2011/11/02,-0.967
2011/11/03,-0.931
2011/11/04,-0.926
2011/11/05,-0.982
2011/11/06,-1.088
2011/11/07,-1.212
2011/11/08,-0.937
2011/11/09,-0.506
2011/11/10,-0.279
2011/11/11,-0.183
2011/11/12,-0.196
2011/11/13,-0.299
2011/11/14,-0.437
2011/11/15,-0.614
2011/11/16,-0.123
2011/11/17,1.555
2011/11/18,4.375
2011/11/19,7.255
2011/11/20,8.636
2011/11/21,9.09
2011/11/22,9.489
2011/11/23,9.136
2011/11/24,8.452
2011/11/25,7.504
2011/11/26,6.67
2011/11/27,5.961
2011/11/28,5.735
2011/11/29,5.715
2011/11/30,6.24
2011/12/01,6.261
2011/12/02,6.605
2011/12/03,6.735
2011/12/04,6.598
2011/12/05,6.244
2011/12/06,6.127
2011/12/07,6.158
2011/12/08,6.122
2011/12/09,5.706
2011/12/10,4.997
2011/12/11,4.155
2011/12/12,3.281
2011/12/13,2.382
2011/12/14,1.518
2011/12/15,0.724
2011/12/16,0.006
2011/12/17,-0.651
2011/12/18,-1.248
2011/12/19,-1.775
2011/12/20,-2.233
2011/12/21,-2.611
2011/12/22,-2.946
2011/12/23,-3.264
2011/12/24,-3.542
2011/12/25,-3.79
2011/12/26,-3.942
2011/12/27,-4.013
2011/12/28,-4.093
2011/12/29,-4.127
2011/12/30,-4.171
2011/12/31,-4.219
2012/01/01,-4.232
2012/01/02,-4.243
2012/01/03,-4.256
2012/01/04,-4.219
2012/01/05,-4.049
2012/01/06,-3.77
2012/01/07,-3.519
2012/01/08,-3.28
2012/01/09,-3.008
2012/01/10,-2.768
2012/01/11,-2.559
2012/01/12,-2.373
2012/01/13,-2.195
2012/01/14,-2.056
2012/01/15,-1.962
2012/01/16,-1.836
2012/01/17,-1.702
2012/01/18,-1.604
2012/01/19,-1.515
2012/01/20,-1.439
2012/01/21,-1.397
2012/01/22,-1.365
2012/01/23,-1.354
2012/01/24,-1.334
2012/01/25,-1.314
2012/01/26,-1.272
2012/01/27,-1.246
2012/01/28,-1.27
2012/01/29,-1.286
2012/01/30,-1.297
2012/01/31,-1.315
2012/02/01,-1.261
2012/02/02,-1.202
2012/02/03,-1.133
2012/02/04,-1.078
2012/02/05,-1.035
2012/02/06,-1.002
2012/02/07,-0.999
2012/02/08,-1.021
2012/02/09,-1.082
2012/02/10,-1.157
2012/02/11,-1.15
2012/02/12,-1.149
2012/02/13,-1.125
2012/02/14,-0.785
2012/02/15,-0.29
2012/02/16,0.352
2012/02/17,0.975
2012/02/18,1.424
2012/02/19,1.596
2012/02/20,1.593
2012/02/21,1.452
2012/02/22,1.378
2012/02/23,1.299
2012/02/24,1.225
2012/02/25,1.093
2012/02/26,0.903
2012/02/27,0.677
2012/02/28,0.437
2012/02/29,0.18
2012/03/01,0.073
2012/03/02,-0.01
2012/03/03,-0.078
2012/03/04,-0.042
2012/03/05,-0.083
2012/03/06,-0.163
2012/03/07,-0.263
2012/03/08,-0.302
2012/03/09,-0.26
2012/03/10,-0.231
2012/03/11,-0.178
2012/03/12,-0.058
2012/03/13,0.023
2012/03/14,0.145
2012/03/15,0.252
2012/03/16,0.324
2012/03/17,0.348
2012/03/18,0.319
2012/03/19,0.266
2012/03/20,0.204
2012/03/21,0.142
2012/03/22,0.208
2012/03/23,0.443
2012/03/24,0.716
2012/03/25,0.813
2012/03/26,0.827
2012/03/27,0.807
2012/03/28,0.797
2012/03/29,0.982
2012/03/30,1.235
2012/03/31,1.506
2012/04/01,1.677
2012/04/02,1.762
2012/04/03,1.783
2012/04/04,1.757
2012/04/05,1.773
2012/04/06,1.683
2012/04/07,1.445
2012/04/08,1.513
2012/04/09,1.857
2012/04/10,1.972
2012/04/11,2.167
2012/04/12,2.301
2012/04/13,2.295
2012/04/14,2.211
2012/04/15,2.193
2012/04/16,2.239
2012/04/17,2.222
2012/04/18,2.111
2012/04/19,1.877
2012/04/20,2.137
2012/04/21,2.306
2012/04/22,2.35
2012/04/23,2.223
2012/04/24,1.969
2012/04/25,1.721
2012/04/26,1.579
2012/04/27,1.539
2012/04/28,1.406
2012/04/29,1.229
2012/04/30,1.013
2012/05/01,0.767
2012/05/02,0.517
2012/05/03,0.242
2012/05/04,-0.049
2012/05/05,-0.317
2012/05/06,-0.616
2012/05/07,-0.817
2012/05/08,-0.772
2012/05/09,-0.708
2012/05/10,-0.696
2012/05/11,-0.755
2012/05/12,-0.695
2012/05/13,-0.681
2012/05/14,-0.734
2012/05/15,-0.67
2012/05/16,-0.487
2012/05/17,-0.204
2012/05/18,-0.105
2012/05/19,-0.207
2012/05/20,-0.382
2012/05/21,-0.492
2012/05/22,-0.454
2012/05/23,-0.522
2012/05/24,-0.698
2012/05/25,-0.859
2012/05/26,-0.765
2012/05/27,-0.757
2012/05/28,-0.813
2012/05/29,-0.839
2012/05/30,-0.869
2012/05/31,-0.626
2012/06/01,-0.445
2012/06/02,-0.219
2012/06/03,-0.191
2012/06/04,-0.189
2012/06/05,-0.198
2012/06/06,-0.09
2012/06/07,0.07
2012/06/08,0.446
2012/06/09,0.522
2012/06/10,0.483
2012/06/11,0.401
2012/06/12,0.404
2012/06/13,0.246
2012/06/14,0.076
2012/06/15,-0.123
2012/06/16,-0.257
2012/06/17,-0.491
2012/06/18,-0.701
2012/06/19,-0.896
2012/06/20,-1.083
2012/06/21,-1.292
2012/06/22,-1.352
2012/06/23,-1.205
2012/06/24,-1.063
2012/06/25,-0.986
2012/06/26,-0.972
2012/06/27,-0.973
2012/06/28,-0.788
2012/06/29,-0.544
2012/06/30,-0.412
2012/07/01,-0.337
2012/07/02,-0.368
2012/07/03,-0.422
2012/07/04,-0.388
2012/07/05,-0.309
2012/07/06,-0.306
2012/07/07,-0.035
2012/07/08,0.028
2012/07/09,0.096
2012/07/10,0.097
2012/07/11,-0.025
2012/07/12,-0.147
2012/07/13,-0.105
2012/07/14,0.062
2012/07/15,0.108
2012/07/16,0.141
2012/07/17,0.2
2012/07/18,0.189
2012/07/19,0.095
2012/07/20,-0.033
2012/07/21,-0.082
2012/07/22,-0.156
2012/07/23,-0.182
2012/07/24,-0.19
2012/07/25,-0.277
2012/07/26,-0.255
2012/07/27,-0.14
2012/07/28,-0.096
2012/07/29,-0.17
2012/07/30,-0.333
2012/07/31,-0.358
2012/08/01,-0.271
2012/08/02,-0.189
2012/08/03,-0.107
2012/08/04,-0.038
2012/08/05,0.072
2012/08/06,0.185
2012/08/07,0.349
2012/08/08,0.411
2012/08/09,0.439
2012/08/10,0.502
2012/08/11,0.528
2012/08/12,0.525
2012/08/13,0.463
2012/08/14,0.401
2012/08/15,0.296
2012/08/16,0.241
2012/08/17,0.336
2012/08/18,0.443
2012/08/19,0.944
2012/08/20,2.034
2012/08/21,2.912
2012/08/22,3.874
2012/08/23,4.917
2012/08/24,6.311
2012/08/25,6.903
2012/08/26,6.896
2012/08/27,6.812
2012/08/28,6.783
2012/08/29,7.345
2012/08/30,7.819
2012/08/31,7.802
2012/09/01,7.456
2012/09/02,6.865
2012/09/03,6.023
2012/09/04,5.229
2012/09/05,4.626
2012/09/06,4.689
2012/09/07,5.149
2012/09/08,5.239
2012/09/09,4.905
2012/09/10,5.009
2012/09/11,5.275
2012/09/12,5.379
2012/09/13,5.868
2012/09/14,6.14
2012/09/15,5.942
2012/09/16,5.763
2012/09/17,5.628
2012/09/18,5.361
2012/09/19,5.623
2012/09/20,5.655
2012/09/21,5.844
2012/09/22,5.9
2012/09/23,5.522
2012/09/24,4.923
2012/09/25,4.088
2012/09/26,3.16
2012/09/27,2.226
2012/09/28,1.354
2012/09/29,0.542
2012/09/30,-0.193
2012/10/01,-0.854
2012/10/02,-1.45
2012/10/03,-1.991
2012/10/04,-2.49
2012/10/05,-2.919
2012/10/06,-3.298
2012/10/07,-3.639
2012/10/08,-3.95
2012/10/09,-4.237
2012/10/10,-4.509
2012/10/11,-4.747
2012/10/12,-4.913
2012/10/13,-5.026
2012/10/14,-5.126
2012/10/15,-5.235
2012/10/16,-5.289
2012/10/17,-5.267
2012/10/18,-5.16
2012/10/19,-5.001
2012/10/20,-4.824
2012/10/21,-4.677
2012/10/22,-4.559
2012/10/23,-4.419
2012/10/24,-4.295
2012/10/25,-4.195
2012/10/26,-4.129
2012/10/27,-3.998
2012/10/28,-3.9
2012/10/29,-3.832
2012/10/30,-3.615
2012/10/31,-3.276
2012/11/01,-2.909
2012/11/02,-2.705
2012/11/03,-2.516
2012/11/04,-2.31
2012/11/05,-2.142
2012/11/06,-2.032
2012/11/07,-1.983
2012/11/08,-2
2012/11/09,-2.076
2012/11/10,-2.237
2012/11/11,-2.446
2012/11/12,-2.673
2012/11/13,-2.873
2012/11/14,-3.012
2012/11/15,-3.015
2012/11/16,-2.834
2012/11/17,-2.553
2012/11/18,-2.278
2012/11/19,-2.095
2012/11/20,-1.962
2012/11/21,-1.936
2012/11/22,-1.892
2012/11/23,-1.876
2012/11/24,-1.858
2012/11/25,-1.91
2012/11/26,-1.967
2012/11/27,-1.937
2012/11/28,-1.846
2012/11/29,-1.794
2012/11/30,-1.794
2012/12/01,-1.864
2012/12/02,-1.831
2012/12/03,-1.569
2012/12/04,-1.157
2012/12/05,-0.608
2012/12/06,0.024
2012/12/07,0.554
2012/12/08,0.796
2012/12/09,0.909
2012/12/10,0.849
2012/12/11,0.766
2012/12/12,0.957
2012/12/13,1.273
2012/12/14,1.562
2012/12/15,1.683
2012/12/16,1.68
2012/12/17,1.564
2012/12/18,1.399
2012/12/19,1.106
2012/12/20,0.752
2012/12/21,0.427
2012/12/22,0.089
2012/12/23,-0.262
2012/12/24,-0.579
2012/12/25,-0.9
2012/12/26,-1.229
2012/12/27,-1.543
2012/12/28,-1.814
2012/12/29,-2.03
2012/12/30,-2.245
2012/12/31,-2.3
2013/01/01,-2.233
2013/01/02,-2.066
2013/01/03,-1.875
2013/01/04,-1.634
2013/01/05,-1.336
2013/01/06,-1.121
2013/01/07,-0.95
2013/01/08,-0.699
2013/01/09,-0.495
2013/01/10,-0.418
2013/01/11,-0.426
2013/01/12,-0.513
2013/01/13,-0.67
2013/01/14,-0.82
2013/01/15,-0.821
2013/01/16,-0.746
2013/01/17,-0.634
2013/01/18,-0.525
2013/01/19,-0.467
2013/01/20,-0.432
2013/01/21,-0.411
2013/01/22,-0.348
2013/01/23,-0.104
2013/01/24,0.108
2013/01/25,0.265
2013/01/26,0.327
2013/01/27,0.333
2013/01/28,0.357
2013/01/29,0.53
2013/01/30,0.963
2013/01/31,1.235
2013/02/01,1.389
2013/02/02,1.402
2013/02/03,1.302
2013/02/04,1.261
2013/02/05,1.263
2013/02/06,1.347
2013/02/07,1.348
2013/02/08,1.373
2013/02/09,1.377
2013/02/10,1.301
2013/02/11,1.168
2013/02/12,0.997
2013/02/13,0.798
2013/02/14,0.686
2013/02/15,0.579
2013/02/16,0.498
2013/02/17,0.42
2013/02/18,0.362
2013/02/19,0.353
2013/02/20,0.313
2013/02/21,0.244
2013/02/22,0.232
2013/02/23,0.218
2013/02/24,0.286
2013/02/25,0.381
2013/02/26,0.467
2013/02/27,0.543
2013/02/28,0.601
2013/03/01,0.684
2013/03/02,0.791
2013/03/03,0.784
2013/03/04,0.685
2013/03/05,0.799
2013/03/06,1.107
2013/03/07,1.356
2013/03/08,1.513
2013/03/09,1.565
2013/03/10,1.528
2013/03/11,1.44
2013/03/12,1.515
2013/03/13,1.61
2013/03/14,1.626
2013/03/15,2.471
2013/03/16,3.517
2013/03/17,4.019
2013/03/18,4.961
2013/03/19,5.524
2013/03/20,5.836
2013/03/21,5.946
2013/03/22,5.742
2013/03/23,5.38
2013/03/24,4.845
2013/03/25,4.423
2013/03/26,4.173
2013/03/27,4.265
2013/03/28,4.257
2013/03/29,4.086
2013/03/30,3.926
2013/03/31,3.832
2013/04/01,3.688
2013/04/02,3.769
2013/04/03,3.964
2013/04/04,4.155
2013/04/05,4.321
2013/04/06,4.329
2013/04/07,4.11
2013/04/08,3.945
2013/04/09,4.021
2013/04/10,4.419
2013/04/11,4.531
2013/04/12,4.336
2013/04/13,3.934
2013/04/14,3.347
2013/04/15,2.708
2013/04/16,2.098
2013/04/17,1.565
2013/04/18,1.852
2013/04/19,1.952
2013/04/20,1.868
2013/04/21,1.666
2013/04/22,1.506
2013/04/23,1.319
2013/04/24,1.222
2013/04/25,1.119
2013/04/26,0.961
2013/04/27,0.733
2013/04/28,0.431
2013/04/29,0.304
2013/04/30,0.163
2013/05/01,0.034
2013/05/02,-0.166
2013/05/03,-0.415
2013/05/04,-0.725
2013/05/05,-1.035
2013/05/06,-1.307
2013/05/07,-1.534
2013/05/08,-1.729
2013/05/09,-1.942
2013/05/10,-2.132
2013/05/11,-2.33
2013/05/12,-2.534
2013/05/13,-2.643
2013/05/14,-2.743
2013/05/15,-2.835
2013/05/16,-2.914
2013/05/17,-2.946
2013/05/18,-2.938
2013/05/19,-2.957
2013/05/20,-2.966
2013/05/21,-2.945
2013/05/22,-2.877
2013/05/23,-2.799
2013/05/24,-2.68
2013/05/25,-2.518
2013/05/26,-2.396
2013/05/27,-2.257
2013/05/28,-2.113
2013/05/29,-1.93
2013/05/30,-1.782
2013/05/31,-1.638
2013/06/01,-1.557
2013/06/02,-1.528
2013/06/03,-1.451
2013/06/04,-1.385
2013/06/05,-1.316
2013/06/06,-1.215
2013/06/07,-1.117
2013/06/08,-1.107
2013/06/09,-1.053
2013/06/10,-1.041
2013/06/11,-1.033
2013/06/12,-1.017
2013/06/13,-0.969
2013/06/14,-0.901
2013/06/15,-0.872
2013/06/16,-0.862
2013/06/17,-0.853
2013/06/18,-0.816
2013/06/19,-0.784
2013/06/20,-0.719
2013/06/21,-0.617
2013/06/22,-0.592
2013/06/23,-0.639
2013/06/24,-0.653
2013/06/25,-0.61
2013/06/26,-0.564
2013/06/27,-0.545
2013/06/28,-0.535
2013/06/29,-0.52
2013/06/30,-0.518
2013/07/01,-0.403
2013/07/02,-0.279
2013/07/03,-0.098
2013/07/04,0.12
2013/07/05,0.385
2013/07/06,0.537
2013/07/07,0.624
2013/07/08,0.675
2013/07/09,0.784
2013/07/10,0.932
2013/07/11,1.075
2013/07/12,1.169
2013/07/13,1.26
2013/07/14,1.249
2013/07/15,1.21
2013/07/16,1.225
2013/07/17,1.299
2013/07/18,1.363
2013/07/19,1.375
2013/07/20,1.255
2013/07/21,1.049
2013/07/22,0.904
2013/07/23,0.853
2013/07/24,0.804
2013/07/25,0.734
2013/07/26,0.679
2013/07/27,0.527
2013/07/28,0.369
2013/07/29,0.238
2013/07/30,0.212
2013/07/31,0.178
2013/08/01,0.207
2013/08/02,0.21
2013/08/03,0.158
2013/08/04,0.032
2013/08/05,-0.071
2013/08/06,-0.186
2013/08/07,-0.301
2013/08/08,-0.434
2013/08/09,-0.576
2013/08/10,-0.751
2013/08/11,-0.926
2013/08/12,-1.013
2013/08/13,-0.931
2013/08/14,-0.709
2013/08/15,-0.567
2013/08/16,-0.469
2013/08/17,-0.367
2013/08/18,-0.321
2013/08/19,-0.286
2013/08/20,-0.257
2013/08/21,-0.133
2013/08/22,-0.087
2013/08/23,-0.053
2013/08/24,-0.094
2013/08/25,-0.153
2013/08/26,-0.215
2013/08/27,-0.238
2013/08/28,-0.269
2013/08/29,0.267
2013/08/30,0.601
2013/08/31,0.884
2013/09/01,1.106
2013/09/02,1.242
2013/09/03,1.354
2013/09/04,1.415
2013/09/05,1.381
2013/09/06,1.234
2013/09/07,1.031
2013/09/08,0.749
2013/09/09,0.577
2013/09/10,0.397
2013/09/11,0.298
2013/09/12,0.204
2013/09/13,0.136
2013/09/14,0.066
2013/09/15,-0.096
2013/09/16,-0.215
2013/09/17,-0.364
2013/09/18,-0.45
2013/09/19,-0.495
2013/09/20,-0.534
2013/09/21,-0.632
2013/09/22,-0.744
2013/09/23,-0.767
2013/09/24,-0.727
2013/09/25,-0.639
2013/09/26,-0.562
2013/09/27,-0.468
2013/09/28,-0.395
2013/09/29,-0.33
2013/09/30,-0.194
2013/10/01,0.002
2013/10/02,0.206
2013/10/03,0.333
2013/10/04,0.419
2013/10/05,0.383
2013/10/06,0.268
2013/10/07,0.207
2013/10/08,0.195
2013/10/09,0.247
2013/10/10,0.262
2013/10/11,0.296
2013/10/12,0.308
2013/10/13,0.311
2013/10/14,0.346
2013/10/15,0.426
2013/10/16,0.596
2013/10/17,0.782
2013/10/18,0.935
2013/10/19,1.121
2013/10/20,1.248
2013/10/21,1.405
2013/10/22,1.626
2013/10/23,1.921
2013/10/24,2.142
2013/10/25,2.939
2013/10/26,3.306
2013/10/27,3.329
2013/10/28,3.176
2013/10/29,3.366
2013/10/30,3.353
2013/10/31,3.145
2013/11/01,2.876
2013/11/02,2.626
2013/11/03,2.4
2013/11/04,2.326
2013/11/05,2.36
2013/11/06,2.372
2013/11/07,2.492
2013/11/08,2.647
2013/11/09,2.795
2013/11/10,2.804
2013/11/11,2.725
2013/11/12,2.765
2013/11/13,2.916
2013/11/14,3.067
2013/11/15,3.925
2013/11/16,4.841
2013/11/17,5.471
2013/11/18,6.097
2013/11/19,6.607
2013/11/20,6.764
2013/11/21,7.038
2013/11/22,7.406
