Date,sentbyaddress7std
2010/07/17,3695
2010/07/18,3682
2010/07/19,3738
2010/07/20,3799
2010/07/21,624.607
2010/07/22,466.885
2010/07/23,168.985
2010/07/24,196.23
2010/07/25,913.836
2010/07/26,932.352
2010/07/27,949.904
2010/07/28,964.242
2010/07/29,970.606
2010/07/30,988.166
2010/07/31,1016
2010/08/01,105.683
2010/08/02,92.899
2010/08/03,201.974
2010/08/04,213.434
2010/08/05,241.988
2010/08/06,227.505
2010/08/07,234.602
2010/08/08,226.674
2010/08/09,215.817
2010/08/10,187.827
2010/08/11,178.885
2010/08/12,117.025
2010/08/13,171.829
2010/08/14,138.753
2010/08/15,180.06
2010/08/16,181.794
2010/08/17,177.818
2010/08/18,177.99
2010/08/19,185.098
2010/08/20,133.08
2010/08/21,133.178
2010/08/22,96.708
2010/08/23,61.207
2010/08/24,58.746
2010/08/25,47.865
2010/08/26,42.661
2010/08/27,59.892
2010/08/28,59.548
2010/08/29,79.863
2010/08/30,71.68
2010/08/31,91.844
2010/09/01,98.491
2010/09/02,105.277
2010/09/03,96.498
2010/09/04,108.79
2010/09/05,96.87
2010/09/06,103.089
2010/09/07,83.313
2010/09/08,55.915
2010/09/09,59.875
2010/09/10,58.972
2010/09/11,49.476
2010/09/12,78.142
2010/09/13,128.307
2010/09/14,114.662
2010/09/15,121.935
2010/09/16,114.62
2010/09/17,112.618
2010/09/18,90.418
2010/09/19,103.127
2010/09/20,103.597
2010/09/21,384.346
2010/09/22,449.67
2010/09/23,448.088
2010/09/24,411.875
2010/09/25,367.573
2010/09/26,335.802
2010/09/27,311.573
2010/09/28,256.157
2010/09/29,324.215
2010/09/30,347.665
2010/10/01,349.783
2010/10/02,349.782
2010/10/03,333.235
2010/10/04,334.885
2010/10/05,330.419
2010/10/06,147.642
2010/10/07,161.464
2010/10/08,122.448
2010/10/09,76.337
2010/10/10,74.484
2010/10/11,72.62
2010/10/12,60.686
2010/10/13,53.506
2010/10/14,39.125
2010/10/15,43.398
2010/10/16,52.421
2010/10/17,76.934
2010/10/18,174.193
2010/10/19,488.702
2010/10/20,509.917
2010/10/21,475.656
2010/10/22,418.507
2010/10/23,378.154
2010/10/24,336.12
2010/10/25,386.685
2010/10/26,211.489
2010/10/27,149.21
2010/10/28,150.088
2010/10/29,150.323
2010/10/30,187.7
2010/10/31,249.005
2010/11/01,271.726
2010/11/02,288.274
2010/11/03,208.342
2010/11/04,136.26
2010/11/05,110.561
2010/11/06,108.088
2010/11/07,112.28
2010/11/08,135.583
2010/11/09,97.861
2010/11/10,87.242
2010/11/11,67.455
2010/11/12,122.593
2010/11/13,129.821
2010/11/14,123.954
2010/11/15,2631
2010/11/16,2957
2010/11/17,2950
2010/11/18,2945
2010/11/19,2928
2010/11/20,2882
2010/11/21,2860
2010/11/22,1793
2010/11/23,176.272
2010/11/24,190.256
2010/11/25,213.663
2010/11/26,316.242
2010/11/27,317.643
2010/11/28,320.272
2010/11/29,298.567
2010/11/30,267.027
2010/12/01,266.986
2010/12/02,271.697
2010/12/03,98.779
2010/12/04,100.305
2010/12/05,102.399
2010/12/06,102.38
2010/12/07,153.13
2010/12/08,148.93
2010/12/09,148.104
2010/12/10,140.999
2010/12/11,188.068
2010/12/12,215.231
2010/12/13,230.142
2010/12/14,258.414
2010/12/15,262.856
2010/12/16,240.877
2010/12/17,191.347
2010/12/18,206.392
2010/12/19,203.356
2010/12/20,323.404
2010/12/21,319.013
2010/12/22,323.097
2010/12/23,313.444
2010/12/24,280.012
2010/12/25,259.355
2010/12/26,230.058
2010/12/27,150.234
2010/12/28,154.401
2010/12/29,162.472
2010/12/30,162.512
2010/12/31,152.048
2011/01/01,148.735
2011/01/02,142.57
2011/01/03,210.262
2011/01/04,219.391
2011/01/05,258.649
2011/01/06,248.876
2011/01/07,220.058
2011/01/08,315.728
2011/01/09,263.445
2011/01/10,283.147
2011/01/11,275.259
2011/01/12,279.763
2011/01/13,181.272
2011/01/14,144.212
2011/01/15,118.418
2011/01/16,122.226
2011/01/17,125.947
2011/01/18,97.544
2011/01/19,90.058
2011/01/20,96.942
2011/01/21,233.371
2011/01/22,386.005
2011/01/23,384.651
2011/01/24,403.105
2011/01/25,395.311
2011/01/26,392.013
2011/01/27,417.026
2011/01/28,410.649
2011/01/29,419.247
2011/01/30,1127
2011/01/31,1131
2011/02/01,1095
2011/02/02,1116
2011/02/03,1144
2011/02/04,1175
2011/02/05,1217
2011/02/06,452.273
2011/02/07,183.76
2011/02/08,98.026
2011/02/09,396.631
2011/02/10,1102
2011/02/11,1545
