Date,top100cap3std
2010/10/29,0.156
2010/10/30,0.137
2010/10/31,0.067
2010/11/01,0.074
2010/11/02,0.025
2010/11/03,0.052
2010/11/04,0.062
2010/11/05,0.043
2010/11/06,0.1
2010/11/07,0.077
2010/11/08,0.61
2010/11/09,0.623
2010/11/10,0.188
2010/11/11,0.198
2010/11/12,0.081
2010/11/13,0.13
2010/11/14,0.104
2010/11/15,0.073
2010/11/16,0.077
2010/11/17,0.062
2010/11/18,0.067
2010/11/19,0.084
2010/11/20,0.103
2010/11/21,0.108
2010/11/22,0.026
2010/11/23,0.068
2010/11/24,0.156
2010/11/25,0.145
2010/11/26,0.062
2010/11/27,0.028
2010/11/28,0.033
2010/11/29,0.046
2010/11/30,0.116
2010/12/01,0.268
2010/12/02,0.357
2010/12/03,0.397
2010/12/04,0.252
2010/12/05,0.067
2010/12/06,0.205
2010/12/07,0.253
2010/12/08,0.06
2010/12/09,0.072
2010/12/10,0.064
2010/12/11,0.053
2010/12/12,0.047
2010/12/13,0.25
2010/12/14,0.251
2010/12/15,0.097
2010/12/16,0.096
2010/12/17,0.057
2010/12/18,0.048
2010/12/19,0.179
2010/12/20,0.138
2010/12/21,0.227
2010/12/22,0.226
2010/12/23,0.044
2010/12/24,0.061
2010/12/25,0.03
2010/12/26,0.037
2010/12/27,0.108
2010/12/28,0.107
2010/12/29,0.24
2010/12/30,0.245
2010/12/31,0.165
2011/01/01,0.146
2011/01/02,0.079
2011/01/03,0.048
2011/01/04,0.033
2011/01/05,0.041
2011/01/06,0.056
2011/01/07,0.089
2011/01/08,0.041
2011/01/09,0.013
2011/01/10,0.126
2011/01/11,0.12
2011/01/12,0.086
2011/01/13,0.064
2011/01/14,0.088
2011/01/15,0.038
2011/01/16,0.078
2011/01/17,0.105
2011/01/18,0.07
2011/01/19,0.156
2011/01/20,0.099
2011/01/21,0.004
2011/01/22,0.017
2011/01/23,0.191
2011/01/24,0.18
2011/01/25,0.078
2011/01/26,0.163
2011/01/27,2.625
2011/01/28,2.675
2011/01/29,0.05
2011/01/30,0.062
2011/01/31,0.097
2011/02/01,0.092
2011/02/02,0.133
2011/02/03,0.133
2011/02/04,0.053
2011/02/05,0.049
2011/02/06,0.117
2011/02/07,0.146
2011/02/08,0.141
2011/02/09,0.104
2011/02/10,0.08
2011/02/11,0.121
2011/02/12,0.127
2011/02/13,0.082
2011/02/14,0.083
2011/02/15,0.054
2011/02/16,0.056
2011/02/17,0.095
2011/02/18,0.123
2011/02/19,0.109
2011/02/20,0.079
2011/02/21,0.08
2011/02/22,0.179
2011/02/23,0.158
2011/02/24,0.089
2011/02/25,0.094
2011/02/26,0.055
2011/02/27,0.455
2011/02/28,0.405
2011/03/01,0.202
2011/03/02,2.288
2011/03/03,2.43
2011/03/04,0.186
2011/03/05,0.103
2011/03/06,0.042
2011/03/07,0.029
2011/03/08,0.068
2011/03/09,0.074
2011/03/10,0.163
2011/03/11,0.262
2011/03/12,0.246
2011/03/13,0.154
2011/03/14,0.072
2011/03/15,0.072
2011/03/16,0.054
2011/03/17,0.101
2011/03/18,0.098
2011/03/19,0.042
2011/03/20,0.053
2011/03/21,0.044
2011/03/22,0.093
2011/03/23,0.093
2011/03/24,0.061
2011/03/25,0.104
2011/03/26,0.047
2011/03/27,0.105
2011/03/28,0.132
2011/03/29,0.048
2011/03/30,0.114
2011/03/31,0.15
2011/04/01,0.086
2011/04/02,0.205
2011/04/03,0.21
2011/04/04,0.105
2011/04/05,0.096
2011/04/06,0.026
2011/04/07,0.002
2011/04/08,0.033
2011/04/09,0.153
2011/04/10,0.151
2011/04/11,0.027
2011/04/12,0.108
2011/04/13,0.133
2011/04/14,0.424
2011/04/15,0.42
2011/04/16,0.08
2011/04/17,0.306
2011/04/18,0.338
2011/04/19,1.141
2011/04/20,1.155
2011/04/21,0.32
2011/04/22,0.315
2011/04/23,0.355
2011/04/24,0.396
2011/04/25,0.124
2011/04/26,0.046
2011/04/27,0.036
2011/04/28,0.159
2011/04/29,0.442
2011/04/30,0.979
2011/05/01,1.093
2011/05/02,0.057
2011/05/03,0.078
2011/05/04,0.222
2011/05/05,0.146
2011/05/06,0.28
2011/05/07,0.249
2011/05/08,0.132
2011/05/09,0.157
2011/05/10,0.043
2011/05/11,0.303
2011/05/12,0.4
2011/05/13,0.404
2011/05/14,0.32
2011/05/15,0.371
2011/05/16,0.408
2011/05/17,0.067
2011/05/18,0.112
2011/05/19,0.122
2011/05/20,0.207
2011/05/21,0.723
2011/05/22,0.75
2011/05/23,0.345
2011/05/24,0.361
2011/05/25,0.129
2011/05/26,0.108
2011/05/27,0.107
2011/05/28,0.112
2011/05/29,0.037
2011/05/30,0.054
2011/05/31,0.029
2011/06/01,0.029
2011/06/02,0.093
2011/06/03,0.151
2011/06/04,0.083
2011/06/05,0.069
2011/06/06,0.244
2011/06/07,0.368
2011/06/08,0.768
2011/06/09,0.728
2011/06/10,0.28
2011/06/11,0.197
2011/06/12,1.948
2011/06/13,1.956
2011/06/14,0.635
2011/06/15,0.771
2011/06/16,0.319
2011/06/17,0.381
2011/06/18,0.27
2011/06/19,0.649
2011/06/20,0.662
2011/06/21,0.117
2011/06/22,0.115
2011/06/23,0.571
2011/06/24,0.549
2011/06/25,0.347
2011/06/26,0.365
2011/06/27,0.231
2011/06/28,0.269
2011/06/29,0.465
2011/06/30,0.426
2011/07/01,0.201
2011/07/02,0.063
2011/07/03,0.109
2011/07/04,0.102
2011/07/05,0.051
2011/07/06,0.043
2011/07/07,0.039
2011/07/08,0.068
2011/07/09,0.088
2011/07/10,0.119
2011/07/11,0.098
2011/07/12,0.069
2011/07/13,0.096
2011/07/14,0.081
2011/07/15,0.062
2011/07/16,0.063
2011/07/17,0.06
2011/07/18,0.213
2011/07/19,0.2
2011/07/20,0.115
2011/07/21,0.092
2011/07/22,0.114
2011/07/23,0.094
2011/07/24,0.045
2011/07/25,0.076
2011/07/26,0.096
2011/07/27,0.126
2011/07/28,0.202
2011/07/29,0.147
2011/07/30,0.057
2011/07/31,0.155
2011/08/01,0.236
2011/08/02,0.154
2011/08/03,0.047
2011/08/04,0.145
2011/08/05,0.139
2011/08/06,0.317
2011/08/07,0.408
2011/08/08,0.34
2011/08/09,0.25
2011/08/10,0.112
2011/08/11,0.063
2011/08/12,0.045
2011/08/13,0.084
2011/08/14,0.142
2011/08/15,0.093
2011/08/16,0.053
2011/08/17,0.329
2011/08/18,0.34
2011/08/19,0.044
2011/08/20,0.045
2011/08/21,0.05
2011/08/22,0.033
2011/08/23,0.032
2011/08/24,0.058
2011/08/25,0.594
2011/08/26,0.625
2011/08/27,0.398
2011/08/28,0.388
2011/08/29,0.074
2011/08/30,0.078
2011/08/31,0.039
2011/09/01,0.027
2011/09/02,0.03
2011/09/03,0.077
2011/09/04,0.054
2011/09/05,0.026
2011/09/06,0.05
2011/09/07,0.392
2011/09/08,0.394
2011/09/09,0.07
2011/09/10,0.079
2011/09/11,0.927
2011/09/12,1.023
2011/09/13,0.157
2011/09/14,0.069
2011/09/15,0.088
2011/09/16,0.051
2011/09/17,0.026
2011/09/18,0.027
2011/09/19,0.063
2011/09/20,0.109
2011/09/21,0.429
2011/09/22,0.425
2011/09/23,0.129
2011/09/24,0.072
2011/09/25,0.086
2011/09/26,0.123
2011/09/27,0.062
2011/09/28,0.036
2011/09/29,0.036
2011/09/30,0.041
2011/10/01,0.039
2011/10/02,0.038
2011/10/03,0.043
2011/10/04,0.042
2011/10/05,0.042
2011/10/06,0.06
2011/10/07,0.078
2011/10/08,0.082
2011/10/09,0.037
2011/10/10,0.046
2011/10/11,0.041
2011/10/12,0.057
2011/10/13,0.04
2011/10/14,0.039
2011/10/15,0.059
2011/10/16,0.037
2011/10/17,0.115
2011/10/18,0.156
2011/10/19,0.073
2011/10/20,0.069
2011/10/21,0.069
2011/10/22,0.094
2011/10/23,0.108
2011/10/24,0.024
2011/10/25,0.046
2011/10/26,0.036
2011/10/27,0.038
2011/10/28,0.042
2011/10/29,0.268
2011/10/30,0.266
2011/10/31,0.058
2011/11/01,0.07
2011/11/02,0.058
2011/11/03,0.108
2011/11/04,0.107
2011/11/05,0.065
2011/11/06,0.064
2011/11/07,0.035
2011/11/08,0.145
2011/11/09,0.191
2011/11/10,0.078
2011/11/11,0.026
2011/11/12,0.026
2011/11/13,0.03
2011/11/14,0.051
2011/11/15,0.054
2011/11/16,0.041
2011/11/17,0.068
2011/11/18,0.202
2011/11/19,0.132
2011/11/20,0.106
2011/11/21,0.139
2011/11/22,0.064
2011/11/23,0.066
2011/11/24,0.034
2011/11/25,0.037
2011/11/26,0.062
2011/11/27,0.05
2011/11/28,0.435
2011/11/29,0.444
2011/11/30,0.177
2011/12/01,0.18
2011/12/02,0.076
2011/12/03,0.123
2011/12/04,0.101
2011/12/05,0.08
2011/12/06,0.167
2011/12/07,0.188
2011/12/08,1.907
2011/12/09,4.235
2011/12/10,3.029
2011/12/11,0.282
2011/12/12,0.336
2011/12/13,0.171
2011/12/14,0.034
2011/12/15,0.034
2011/12/16,0.033
2011/12/17,0.038
2011/12/18,0.037
2011/12/19,0.038
2011/12/20,0.354
2011/12/21,0.35
2011/12/22,0.064
2011/12/23,0.054
2011/12/24,0.032
2011/12/25,0.039
2011/12/26,0.034
2011/12/27,0.053
2011/12/28,0.061
2011/12/29,0.038
2011/12/30,0.035
2011/12/31,0.034
2012/01/01,0.028
2012/01/02,0.034
2012/01/03,0.035
2012/01/04,0.031
2012/01/05,0.037
2012/01/06,0.069
2012/01/07,0.099
2012/01/08,0.043
2012/01/09,0.35
2012/01/10,0.348
2012/01/11,0.039
2012/01/12,0.043
2012/01/13,0.041
2012/01/14,0.089
2012/01/15,0.048
2012/01/16,0.052
2012/01/17,0.034
2012/01/18,0.04
2012/01/19,0.282
2012/01/20,0.251
2012/01/21,0.02
2012/01/22,0.038
2012/01/23,0.036
2012/01/24,0.049
2012/01/25,0.063
2012/01/26,0.06
2012/01/27,0.043
2012/01/28,0.003
2012/01/29,0.059
2012/01/30,0.058
2012/01/31,0.019
2012/02/01,0.026
2012/02/02,0.036
2012/02/03,0.036
2012/02/04,0.066
2012/02/05,0.069
2012/02/06,0.036
2012/02/07,0.046
2012/02/08,0.038
2012/02/09,0.021
2012/02/10,0.013
2012/02/11,0.116
2012/02/12,0.121
2012/02/13,0.217
2012/02/14,0.654
2012/02/15,0.945
2012/02/16,1.222
2012/02/17,0.274
2012/02/18,0.138
2012/02/19,0.092
2012/02/20,0.043
2012/02/21,0.059
2012/02/22,0.059
2012/02/23,0.057
2012/02/24,0.06
2012/02/25,0.475
2012/02/26,0.487
2012/02/27,0.027
2012/02/28,0.094
2012/02/29,0.117
2012/03/01,0.116
2012/03/02,0.046
2012/03/03,0.129
2012/03/04,0.163
2012/03/05,0.051
2012/03/06,0.027
2012/03/07,0.022
2012/03/08,0.025
2012/03/09,0.039
2012/03/10,0.024
2012/03/11,0.005
2012/03/12,0.071
2012/03/13,0.099
2012/03/14,0.06
2012/03/15,0.142
2012/03/16,0.093
2012/03/17,0.034
2012/03/18,0.029
2012/03/19,0.012
2012/03/20,0.013
2012/03/21,0.031
2012/03/22,0.115
2012/03/23,0.085
2012/03/24,0.057
2012/03/25,0.371
2012/03/26,0.386
2012/03/27,0.061
2012/03/28,0.097
2012/03/29,0.104
2012/03/30,0.058
2012/03/31,0.067
2012/04/01,0.032
2012/04/02,0.097
2012/04/03,0.111
2012/04/04,0.201
2012/04/05,0.279
2012/04/06,0.353
2012/04/07,0.3
2012/04/08,0.022
2012/04/09,0.432
2012/04/10,0.435
2012/04/11,0.017
2012/04/12,0.036
2012/04/13,0.115
2012/04/14,0.132
2012/04/15,0.081
2012/04/16,0.333
2012/04/17,0.437
2012/04/18,0.222
2012/04/19,0.081
2012/04/20,0.244
2012/04/21,0.184
2012/04/22,0.099
2012/04/23,0.097
2012/04/24,0.032
2012/04/25,0.13
2012/04/26,0.112
2012/04/27,0.088
2012/04/28,0.028
2012/04/29,0.183
2012/04/30,0.186
2012/05/01,0.026
2012/05/02,0.038
2012/05/03,0.05
2012/05/04,0.073
2012/05/05,0.063
2012/05/06,0.59
2012/05/07,0.587
2012/05/08,0.054
2012/05/09,0.09
2012/05/10,0.145
2012/05/11,0.366
2012/05/12,0.294
2012/05/13,0.098
2012/05/14,0.018
2012/05/15,0.083
2012/05/16,0.199
2012/05/17,0.311
2012/05/18,0.228
2012/05/19,0.039
2012/05/20,0.039
2012/05/21,0.038
2012/05/22,0.24
2012/05/23,0.27
2012/05/24,0.112
2012/05/25,0.082
2012/05/26,0.03
2012/05/27,0.02
2012/05/28,0.02
2012/05/29,0.017
2012/05/30,0.057
2012/05/31,0.249
2012/06/01,0.677
2012/06/02,0.519
2012/06/03,0.036
2012/06/04,0.087
2012/06/05,0.122
2012/06/06,0.034
2012/06/07,0.02
2012/06/08,0.035
2012/06/09,0.348
2012/06/10,0.322
2012/06/11,0.187
2012/06/12,0.144
2012/06/13,0.23
2012/06/14,0.214
2012/06/15,0.148
2012/06/16,0.078
2012/06/17,0.109
2012/06/18,0.109
2012/06/19,0.085
2012/06/20,0.02
2012/06/21,0.031
2012/06/22,0.032
2012/06/23,0.053
2012/06/24,0.106
2012/06/25,0.166
2012/06/26,0.253
2012/06/27,0.115
2012/06/28,0.286
2012/06/29,0.174
2012/06/30,0.082
2012/07/01,0.059
2012/07/02,0.14
2012/07/03,0.145
2012/07/04,0.169
2012/07/05,0.139
2012/07/06,0.022
2012/07/07,0.015
2012/07/08,0.017
2012/07/09,0.055
2012/07/10,0.07
2012/07/11,0.046
2012/07/12,0.409
2012/07/13,0.335
2012/07/14,0.156
2012/07/15,0.046
2012/07/16,0.162
2012/07/17,0.238
2012/07/18,0.104
2012/07/19,0.113
2012/07/20,0.112
2012/07/21,0.031
2012/07/22,0.054
2012/07/23,0.03
2012/07/24,0.093
2012/07/25,0.088
2012/07/26,0.127
2012/07/27,0.064
2012/07/28,0.032
2012/07/29,0.059
2012/07/30,0.057
2012/07/31,0.075
2012/08/01,0.065
2012/08/02,0.113
2012/08/03,0.135
2012/08/04,0.009
2012/08/05,0.033
2012/08/06,0.036
2012/08/07,0.036
2012/08/08,0.058
2012/08/09,0.165
2012/08/10,0.122
2012/08/11,0.077
2012/08/12,0.092
2012/08/13,0.132
2012/08/14,0.108
2012/08/15,0.092
2012/08/16,0.05
2012/08/17,0.052
2012/08/18,0.077
2012/08/19,0.465
2012/08/20,0.729
2012/08/21,0.505
2012/08/22,0.369
2012/08/23,0.271
2012/08/24,0.221
2012/08/25,0.266
2012/08/26,0.1
2012/08/27,0.186
2012/08/28,0.229
2012/08/29,0.177
2012/08/30,0.398
2012/08/31,0.323
2012/09/01,0.176
2012/09/02,0.242
2012/09/03,0.118
2012/09/04,0.066
2012/09/05,0.267
2012/09/06,0.317
2012/09/07,0.235
2012/09/08,0.186
2012/09/09,0.1
2012/09/10,0.135
2012/09/11,0.323
2012/09/12,0.364
2012/09/13,0.296
2012/09/14,0.31
2012/09/15,0.265
2012/09/16,0.237
2012/09/17,0.236
2012/09/18,0.153
2012/09/19,0.319
2012/09/20,0.32
2012/09/21,0.295
2012/09/22,0.277
2012/09/23,0.209
2012/09/24,0.113
2012/09/25,0.067
2012/09/26,0.073
2012/09/27,0.018
2012/09/28,0.016
2012/09/29,0.018
2012/09/30,0.021
2012/10/01,0.035
2012/10/02,0.028
2012/10/03,0.028
2012/10/04,0.036
2012/10/05,0.059
2012/10/06,0.029
2012/10/07,0.042
2012/10/08,0.149
2012/10/09,0.132
2012/10/10,0.102
2012/10/11,0.103
2012/10/12,0.034
2012/10/13,0.061
2012/10/14,0.029
2012/10/15,0.005
2012/10/16,0.126
2012/10/17,0.119
2012/10/18,0.038
2012/10/19,0.025
2012/10/20,0.017
2012/10/21,0.247
2012/10/22,0.457
2012/10/23,0.254
2012/10/24,0.065
2012/10/25,0.061
2012/10/26,0.055
2012/10/27,0.03
2012/10/28,0.06
2012/10/29,0.059
2012/10/30,0.317
2012/10/31,0.286
2012/11/01,0.133
2012/11/02,0.079
2012/11/03,0.075
2012/11/04,0.072
2012/11/05,0.036
2012/11/06,0.038
2012/11/07,0.069
2012/11/08,0.102
2012/11/09,0.036
2012/11/10,0.008
2012/11/11,0.035
2012/11/12,0.048
2012/11/13,0.061
2012/11/14,0.022
2012/11/15,0.041
2012/11/16,0.098
2012/11/17,0.168
2012/11/18,0.122
2012/11/19,0.025
2012/11/20,0.048
2012/11/21,0.145
2012/11/22,0.151
2012/11/23,0.034
2012/11/24,0.08
2012/11/25,0.074
2012/11/26,0.28
2012/11/27,0.328
2012/11/28,0.414
2012/11/29,0.087
2012/11/30,0.041
2012/12/01,0.049
2012/12/02,0.011
2012/12/03,0.068
2012/12/04,0.087
2012/12/05,0.12
2012/12/06,0.045
2012/12/07,0.01
2012/12/08,0.007
2012/12/09,0.085
2012/12/10,0.08
2012/12/11,0.029
2012/12/12,0.055
2012/12/13,0.189
2012/12/14,0.22
2012/12/15,0.072
2012/12/16,0.035
2012/12/17,0.036
2012/12/18,0.106
2012/12/19,0.107
2012/12/20,0.078
2012/12/21,0.119
2012/12/22,0.096
2012/12/23,0.002
2012/12/24,0.043
2012/12/25,0.05
2012/12/26,0.061
2012/12/27,0.07
2012/12/28,0.035
2012/12/29,0.057
2012/12/30,0.065
2012/12/31,0.035
2013/01/01,0.023
2013/01/02,0.073
2013/01/03,0.072
2013/01/04,0.068
2013/01/05,0.075
2013/01/06,0.059
2013/01/07,0.07
2013/01/08,0.207
2013/01/09,0.222
2013/01/10,0.039
2013/01/11,0.032
2013/01/12,0.028
2013/01/13,0.09
2013/01/14,0.116
2013/01/15,0.054
2013/01/16,0.016
2013/01/17,0.026
2013/01/18,0.023
2013/01/19,0.01
2013/01/20,0.017
2013/01/21,0.032
2013/01/22,0.036
2013/01/23,0.073
2013/01/24,0.089
2013/01/25,0.089
2013/01/26,0.166
2013/01/27,0.149
2013/01/28,0.018
2013/01/29,0.029
2013/01/30,0.1
2013/01/31,0.071
2013/02/01,0.032
2013/02/02,0.046
2013/02/03,0.053
2013/02/04,0.019
2013/02/05,0.017
2013/02/06,0.024
2013/02/07,0.024
2013/02/08,0.018
2013/02/09,0.056
2013/02/10,0.039
2013/02/11,0.024
2013/02/12,0.076
2013/02/13,0.07
2013/02/14,0.013
2013/02/15,0.043
2013/02/16,0.034
2013/02/17,0.18
2013/02/18,0.182
2013/02/19,0.011
2013/02/20,0.145
2013/02/21,0.138
2013/02/22,0.056
2013/02/23,0.051
2013/02/24,0.135
2013/02/25,0.123
2013/02/26,0.027
2013/02/27,0.024
2013/02/28,0.011
2013/03/01,0.012
2013/03/02,0.029
2013/03/03,0.095
2013/03/04,0.104
2013/03/05,0.054
2013/03/06,0.058
2013/03/07,0.055
2013/03/08,0.109
2013/03/09,0.115
2013/03/10,0.092
2013/03/11,0.086
2013/03/12,0.038
2013/03/13,0.031
2013/03/14,0.026
2013/03/15,0.074
2013/03/16,0.079
2013/03/17,0.013
2013/03/18,0.043
2013/03/19,0.043
2013/03/20,0.06
2013/03/21,0.057
2013/03/22,0.042
2013/03/23,0.03
2013/03/24,0.031
2013/03/25,0.083
2013/03/26,0.176
2013/03/27,0.187
2013/03/28,0.097
2013/03/29,0.165
2013/03/30,0.204
2013/03/31,0.098
2013/04/01,0.107
2013/04/02,0.148
2013/04/03,0.051
2013/04/04,0.033
2013/04/05,0.147
2013/04/06,0.148
2013/04/07,0.063
2013/04/08,0.118
2013/04/09,0.065
2013/04/10,0.061
2013/04/11,0.427
2013/04/12,0.38
2013/04/13,0.05
2013/04/14,0.011
2013/04/15,0.228
2013/04/16,0.306
2013/04/17,0.124
2013/04/18,0.108
2013/04/19,0.035
2013/04/20,0.114
2013/04/21,0.105
2013/04/22,0.026
2013/04/23,0.002
2013/04/24,0.197
2013/04/25,0.174
2013/04/26,0.091
2013/04/27,0.223
2013/04/28,0.231
2013/04/29,0.113
2013/04/30,0.108
2013/05/01,0.083
2013/05/02,0.104
2013/05/03,0.064
2013/05/04,0.021
2013/05/05,0.044
2013/05/06,0.09
2013/05/07,0.074
2013/05/08,0.028
2013/05/09,0.034
2013/05/10,0.065
2013/05/11,0.091
2013/05/12,0.045
2013/05/13,0.023
2013/05/14,0.017
2013/05/15,0.037
2013/05/16,0.104
2013/05/17,0.08
2013/05/18,0.028
2013/05/19,0.013
2013/05/20,0.013
2013/05/21,0.021
2013/05/22,0.039
2013/05/23,0.039
2013/05/24,0.025
2013/05/25,0.215
2013/05/26,0.225
2013/05/27,0.067
2013/05/28,0.065
2013/05/29,0.046
2013/05/30,0.041
2013/05/31,0.058
2013/06/01,0.063
2013/06/02,0.005
2013/06/03,0.08
2013/06/04,0.088
2013/06/05,0.075
2013/06/06,0.07
2013/06/07,0.05
2013/06/08,0.033
2013/06/09,0.081
2013/06/10,0.057
2013/06/11,0.029
2013/06/12,0.08
2013/06/13,0.087
2013/06/14,0.023
2013/06/15,0.028
2013/06/16,0.03
2013/06/17,0.033
2013/06/18,0.01
2013/06/19,0.032
2013/06/20,0.03
2013/06/21,0.011
2013/06/22,0.029
2013/06/23,0.032
2013/06/24,0.031
2013/06/25,0.048
2013/06/26,0.043
2013/06/27,0.044
2013/06/28,0.042
2013/06/29,0.051
2013/06/30,0.041
2013/07/01,0.061
2013/07/02,0.085
2013/07/03,0.044
2013/07/04,0.086
2013/07/05,0.137
2013/07/06,0.161
2013/07/07,0.104
2013/07/08,0.05
2013/07/09,0.058
2013/07/10,0.021
2013/07/11,0.022
2013/07/12,0.075
2013/07/13,0.145
2013/07/14,0.121
2013/07/15,0.078
2013/07/16,0.062
2013/07/17,0.054
2013/07/18,0.332
2013/07/19,0.26
2013/07/20,0.125
2013/07/21,0.027
2013/07/22,0.017
2013/07/23,0.052
2013/07/24,0.049
2013/07/25,0.024
2013/07/26,0.027
2013/07/27,0.025
2013/07/28,0.022
2013/07/29,0.09
2013/07/30,0.104
2013/07/31,0.13
2013/08/01,0.099
2013/08/02,0.07
2013/08/03,0.07
2013/08/04,0.078
2013/08/05,0.062
2013/08/06,0.05
2013/08/07,0.055
2013/08/08,0.051
2013/08/09,0.03
2013/08/10,0.085
2013/08/11,0.097
2013/08/12,0.294
2013/08/13,0.27
2013/08/14,0.074
2013/08/15,0.131
2013/08/16,0.136
2013/08/17,0.19
2013/08/18,0.142
2013/08/19,0.01
2013/08/20,0.12
2013/08/21,0.157
2013/08/22,0.048
2013/08/23,0.135
2013/08/24,0.142
2013/08/25,0.014
2013/08/26,0.029
2013/08/27,0.073
2013/08/28,0.043
2013/08/29,0.14
2013/08/30,0.152
2013/08/31,0.024
2013/09/01,0.073
2013/09/02,0.082
2013/09/03,0.039
2013/09/04,0.054
2013/09/05,0.099
2013/09/06,0.116
2013/09/07,0.027
2013/09/08,0.023
2013/09/09,0.143
2013/09/10,0.139
2013/09/11,0.042
2013/09/12,0.069
2013/09/13,0.055
2013/09/14,0.038
2013/09/15,0.029
2013/09/16,0.073
2013/09/17,0.06
2013/09/18,0.027
2013/09/19,0.114
2013/09/20,0.125
2013/09/21,0.006
2013/09/22,0.156
2013/09/23,0.139
2013/09/24,0.037
2013/09/25,0.06
2013/09/26,0.03
2013/09/27,0.056
2013/09/28,0.03
2013/09/29,0.038
2013/09/30,0.042
2013/10/01,0.031
2013/10/02,0.194
2013/10/03,0.312
2013/10/04,0.175
2013/10/05,0.016
2013/10/06,0.03
2013/10/07,0.039
2013/10/08,0.009
2013/10/09,0.045
2013/10/10,0.047
2013/10/11,0.09
2013/10/12,0.101
2013/10/13,0.023
2013/10/14,0.032
2013/10/15,0.045
2013/10/16,0.057
2013/10/17,0.057
2013/10/18,0.084
2013/10/19,0.108
2013/10/20,0.025
2013/10/21,0.11
2013/10/22,0.155
2013/10/23,0.078
2013/10/24,0.045
2013/10/25,0.968
2013/10/26,1.013
2013/10/27,0.047
2013/10/28,0.022
2013/10/29,0.022
2013/10/30,0.032
2013/10/31,0.044
2013/11/01,0.045
2013/11/02,0.029
2013/11/03,0.039
2013/11/04,0.473
2013/11/05,0.486
2013/11/06,0.099
2013/11/07,0.06
2013/11/08,0.022
2013/11/09,0.009
2013/11/10,0.017
2013/11/11,0.027
2013/11/12,0.043
2013/11/13,0.07
2013/11/14,0.055
2013/11/15,0.028
2013/11/16,0.028
2013/11/17,0.037
2013/11/18,0.023
2013/11/19,0.053
2013/11/20,0.047
2013/11/21,0.073
2013/11/22,0.661
2013/11/23,0.601
2013/11/24,0.304
2013/11/25,0.056
2013/11/26,0.097
2013/11/27,0.121
2013/11/28,0.074
2013/11/29,0.135
2013/11/30,0.209
2013/12/01,0.073
2013/12/02,0.036
2013/12/03,0.037
2013/12/04,0.011
2013/12/05,0.056
2013/12/06,0.107
2013/12/07,0.127
2013/12/08,0.035
2013/12/09,0.033
2013/12/10,0.221
2013/12/11,0.328
2013/12/12,0.187
2013/12/13,0.086
2013/12/14,0.067
2013/12/15,0.079
2013/12/16,0.019
2013/12/17,0.008
2013/12/18,0.009
2013/12/19,0.011
2013/12/20,0.024
2013/12/21,0.084
2013/12/22,0.101
2013/12/23,0.052
2013/12/24,0.033
2013/12/25,0.344
2013/12/26,0.363
2013/12/27,0.016
2013/12/28,0.015
2013/12/29,0.02
2013/12/30,0.043
2013/12/31,0.043
2014/01/01,0.243
2014/01/02,0.22
2014/01/03,0.023
2014/01/04,0.064
2014/01/05,0.055
2014/01/06,0.048
