Date,transactionvalue3stdUSD
2010/10/22,9.68
2010/10/23,20.881
2010/10/24,12.305
2010/10/25,26.117
2010/10/26,23.726
2010/10/27,15.989
2010/10/28,15.892
2010/10/29,29.663
2010/10/30,37.019
2010/10/31,11.701
2010/11/01,15.225
2010/11/02,17.154
2010/11/03,15.392
2010/11/04,58.462
2010/11/05,67.63
2010/11/06,74.822
2010/11/07,69.145
2010/11/08,182.936
2010/11/09,220.985
2010/11/10,239.456
2010/11/11,7.732
2010/11/12,7.64
2010/11/13,6.26
2010/11/14,6.478
2010/11/15,13.532
2010/11/16,11.157
2010/11/17,19.085
2010/11/18,21.067
2010/11/19,26.019
2010/11/20,6.773
2010/11/21,2.521
2010/11/22,20.397
2010/11/23,26.684
2010/11/24,27.31
2010/11/25,30.67
2010/11/26,15.355
2010/11/27,13.927
2010/11/28,3.783
2010/11/29,4.101
2010/11/30,11.679
2010/12/01,7.688
2010/12/02,7.14
2010/12/03,11.661
2010/12/04,15.41
2010/12/05,21.554
2010/12/06,29.078
2010/12/07,28.322
2010/12/08,25.294
2010/12/09,15.865
2010/12/10,4.415
2010/12/11,14.324
2010/12/12,15.237
2010/12/13,37.309
2010/12/14,36.894
2010/12/15,17.338
2010/12/16,3.334
2010/12/17,7.558
2010/12/18,6.306
2010/12/19,8.498
2010/12/20,18.507
2010/12/21,18.349
2010/12/22,14.517
2010/12/23,9.274
2010/12/24,2.209
2010/12/25,14.143
2010/12/26,13.891
2010/12/27,12.885
2010/12/28,17.888
2010/12/29,31.428
2010/12/30,32.817
2010/12/31,27.847
2011/01/01,6.92
2011/01/02,7.125
2011/01/03,6.65
2011/01/04,9.917
2011/01/05,5.606
2011/01/06,2.171
2011/01/07,4.916
2011/01/08,3.59
2011/01/09,5.753
2011/01/10,8.612
2011/01/11,12.446
2011/01/12,7.016
2011/01/13,11.316
2011/01/14,11.235
2011/01/15,6.058
2011/01/16,3.478
2011/01/17,3.36
2011/01/18,14.986
2011/01/19,18.758
2011/01/20,21.073
2011/01/21,1.094
2011/01/22,1.161
2011/01/23,11.134
2011/01/24,10.591
2011/01/25,8.718
2011/01/26,3.801
2011/01/27,457.252
2011/01/28,460.604
2011/01/29,462.859
2011/01/30,46.591
2011/01/31,43.956
2011/02/01,5.982
2011/02/02,18.936
2011/02/03,25.936
2011/02/04,39.817
2011/02/05,25.276
2011/02/06,31.401
2011/02/07,75.051
2011/02/08,76.267
2011/02/09,69.122
2011/02/10,34.164
2011/02/11,5.325
2011/02/12,35.701
2011/02/13,42.242
2011/02/14,9.973
2011/02/15,20.796
2011/02/16,31.304
2011/02/17,11.899
2011/02/18,20.242
2011/02/19,48.78
2011/02/20,41.989
2011/02/21,2.998
2011/02/22,35.488
2011/02/23,41.014
2011/02/24,37.598
2011/02/25,53.018
2011/02/26,19.842
2011/02/27,2.406
2011/02/28,13.831
2011/03/01,251.647
2011/03/02,902.432
2011/03/03,900.749
2011/03/04,968.686
2011/03/05,72.663
2011/03/06,68.025
2011/03/07,31.05
2011/03/08,22.423
2011/03/09,38.893
2011/03/10,95.449
2011/03/11,63.98
2011/03/12,110.728
2011/03/13,57.685
2011/03/14,20.292
2011/03/15,29.712
2011/03/16,29.03
2011/03/17,3.362
2011/03/18,18.202
2011/03/19,25.835
2011/03/20,30.993
2011/03/21,7.574
2011/03/22,46.496
2011/03/23,42.495
2011/03/24,42.965
2011/03/25,65.434
2011/03/26,34.364
2011/03/27,62.376
2011/03/28,39.001
2011/03/29,13.654
2011/03/30,19.525
2011/03/31,20.065
2011/04/01,14.199
2011/04/02,11.069
2011/04/03,5.342
2011/04/04,8.458
2011/04/05,8.376
2011/04/06,9.068
2011/04/07,12.606
2011/04/08,17.13
2011/04/09,8.939
2011/04/10,20.597
2011/04/11,24.113
2011/04/12,18.584
2011/04/13,27.39
2011/04/14,14.912
2011/04/15,16.462
2011/04/16,106.379
2011/04/17,495.286
2011/04/18,496.01
2011/04/19,687.044
2011/04/20,1492
2011/04/21,1326
2011/04/22,1600
2011/04/23,151.5
2011/04/24,28.431
2011/04/25,42.38
2011/04/26,22.025
2011/04/27,32.722
2011/04/28,12.16
2011/04/29,433.232
2011/04/30,376.693
2011/05/01,351.13
2011/05/02,153.601
2011/05/03,79.565
2011/05/04,182.529
2011/05/05,158.641
2011/05/06,159.278
2011/05/07,111.863
2011/05/08,421.171
2011/05/09,474.061
2011/05/10,593.561
2011/05/11,600.179
2011/05/12,494.365
2011/05/13,440.054
2011/05/14,2398
2011/05/15,2278
2011/05/16,2426
2011/05/17,174.281
2011/05/18,206.223
2011/05/19,116.126
2011/05/20,191.462
2011/05/21,432.519
2011/05/22,507.515
2011/05/23,421.275
2011/05/24,546.102
2011/05/25,91.913
2011/05/26,54.272
2011/05/27,429.742
2011/05/28,490.751
2011/05/29,502.826
2011/05/30,73.754
2011/05/31,50.726
2011/06/01,44.806
2011/06/02,103.945
2011/06/03,446.568
2011/06/04,373.792
2011/06/05,237.579
2011/06/06,501.11
2011/06/07,302.334
2011/06/08,452.857
2011/06/09,562.72
2011/06/10,323.79
2011/06/11,616.185
2011/06/12,372.592
2011/06/13,371.257
2011/06/14,289.573
2011/06/15,4112
2011/06/16,8547
2011/06/17,8435
2011/06/18,9924
2011/06/19,4547
2011/06/20,4652
2011/06/21,4140
2011/06/22,3598
2011/06/23,3349
2011/06/24,4872
2011/06/25,13546
2011/06/26,10986
2011/06/27,13680
2011/06/28,6655
2011/06/29,6921
2011/06/30,6975
2011/07/01,2552
2011/07/02,852.921
2011/07/03,568.689
2011/07/04,834.801
2011/07/05,1221
2011/07/06,1313
2011/07/07,131.481
2011/07/08,215.512
2011/07/09,2985
2011/07/10,3312
2011/07/11,2495
2011/07/12,2489
2011/07/13,638.699
2011/07/14,1050
2011/07/15,1677
2011/07/16,1678
2011/07/17,916.876
2011/07/18,3388
2011/07/19,3444
2011/07/20,3497
2011/07/21,2639
2011/07/22,1369
2011/07/23,1116
2011/07/24,1277
2011/07/25,1055
2011/07/26,1073
2011/07/27,197.635
2011/07/28,3432
2011/07/29,3831
2011/07/30,4485
2011/07/31,461.651
2011/08/01,229.77
2011/08/02,354.292
2011/08/03,290.624
2011/08/04,169.658
2011/08/05,249.148
2011/08/06,260.374
2011/08/07,255.64
2011/08/08,660.838
2011/08/09,1654
2011/08/10,1103
2011/08/11,1452
2011/08/12,795.362
2011/08/13,190.409
2011/08/14,194.875
2011/08/15,198.346
2011/08/16,191.974
2011/08/17,35.393
2011/08/18,148.38
2011/08/19,300.6
2011/08/20,375.613
2011/08/21,433.87
2011/08/22,25.875
2011/08/23,270.325
2011/08/24,362.237
2011/08/25,244.47
2011/08/26,406.336
2011/08/27,2960
2011/08/28,3069
2011/08/29,3101
2011/08/30,22.007
2011/08/31,38.707
2011/09/01,86.786
2011/09/02,64.592
2011/09/03,59.215
2011/09/04,1583
2011/09/05,1879
2011/09/06,751.963
2011/09/07,2001
2011/09/08,2262
2011/09/09,258.822
2011/09/10,158.147
2011/09/11,544.676
2011/09/12,507.783
2011/09/13,422.558
2011/09/14,258.79
2011/09/15,68.753
2011/09/16,252.814
2011/09/17,242.267
2011/09/18,237.962
2011/09/19,52.747
2011/09/20,18.226
2011/09/21,42.359
2011/09/22,41.639
2011/09/23,20.481
2011/09/24,64.947
2011/09/25,64.453
2011/09/26,45.349
2011/09/27,75.117
2011/09/28,72.79
2011/09/29,55.189
2011/09/30,37.284
2011/10/01,126.641
2011/10/02,121.964
2011/10/03,74.057
2011/10/04,40.854
2011/10/05,38.571
2011/10/06,77.676
2011/10/07,108.999
2011/10/08,177.81
2011/10/09,77.159
2011/10/10,6.376
2011/10/11,4.203
2011/10/12,5.667
2011/10/13,27.937
2011/10/14,56.321
2011/10/15,74.418
2011/10/16,76.26
2011/10/17,65.918
2011/10/18,70.324
2011/10/19,97.381
2011/10/20,29.684
2011/10/21,117.088
2011/10/22,143.446
2011/10/23,47.079
2011/10/24,133.478
2011/10/25,126.209
2011/10/26,40.306
2011/10/27,104.003
2011/10/28,74.109
2011/10/29,43.91
2011/10/30,117.97
2011/10/31,104.077
2011/11/01,126.427
2011/11/02,67.136
2011/11/03,97.272
2011/11/04,30.029
2011/11/05,36.562
2011/11/06,48.892
2011/11/07,12.792
2011/11/08,400.161
2011/11/09,354.938
2011/11/10,341.112
2011/11/11,271.539
2011/11/12,17.064
2011/11/13,30.916
2011/11/14,17.277
2011/11/15,19.99
2011/11/16,637.733
2011/11/17,1192
2011/11/18,1065
2011/11/19,428.739
2011/11/20,1264
2011/11/21,1054
2011/11/22,745.223
2011/11/23,749.629
2011/11/24,779.315
2011/11/25,192.689
2011/11/26,284.662
2011/11/27,347.497
2011/11/28,798.515
2011/11/29,743.268
2011/11/30,1019
2011/12/01,1436
2011/12/02,1606
2011/12/03,1364
2011/12/04,968.154
2011/12/05,395.983
2011/12/06,1056
2011/12/07,1233
2011/12/08,323.804
2011/12/09,1434
2011/12/10,1484
2011/12/11,487.635
2011/12/12,93.708
2011/12/13,277.879
2011/12/14,246.328
2011/12/15,71.018
2011/12/16,51.884
2011/12/17,62.029
2011/12/18,65.858
2011/12/19,45.21
2011/12/20,71.885
2011/12/21,106.084
2011/12/22,98.48
2011/12/23,178.276
2011/12/24,87.684
2011/12/25,63.726
2011/12/26,249.573
2011/12/27,267.026
2011/12/28,269.417
2011/12/29,238.826
2011/12/30,163.455
2011/12/31,162.462
2012/01/01,101.846
2012/01/02,95.7
2012/01/03,95.585
2012/01/04,114.174
2012/01/05,317.134
2012/01/06,242.855
2012/01/07,246.566
2012/01/08,239.685
2012/01/09,111.558
2012/01/10,104.405
2012/01/11,113.543
2012/01/12,5.903
2012/01/13,25.304
2012/01/14,50.633
2012/01/15,79.178
2012/01/16,107.355
2012/01/17,109.809
2012/01/18,84.476
2012/01/19,60.858
2012/01/20,25.993
2012/01/21,46.014
2012/01/22,33.071
2012/01/23,21.519
2012/01/24,31.122
2012/01/25,30.72
2012/01/26,29.402
2012/01/27,44.224
2012/01/28,99.301
2012/01/29,62.857
2012/01/30,58.467
2012/01/31,22.081
2012/02/01,100.336
2012/02/02,94.411
2012/02/03,61.133
2012/02/04,25.264
2012/02/05,30.46
2012/02/06,4.434
2012/02/07,35.838
2012/02/08,38.939
2012/02/09,39.292
2012/02/10,30.902
2012/02/11,118.412
2012/02/12,99.443
2012/02/13,70.333
2012/02/14,397.942
2012/02/15,357.047
2012/02/16,74.551
2012/02/17,89.095
2012/02/18,213.605
2012/02/19,277.922
2012/02/20,162.835
2012/02/21,28.028
2012/02/22,183.925
2012/02/23,175.073
2012/02/24,58.259
2012/02/25,84.278
2012/02/26,112.54
2012/02/27,43.37
2012/02/28,11.351
2012/02/29,30.434
2012/03/01,207.013
2012/03/02,190.986
2012/03/03,117.612
2012/03/04,130.184
2012/03/05,184.535
2012/03/06,203.391
2012/03/07,15.574
2012/03/08,101.745
2012/03/09,136.101
2012/03/10,79.481
2012/03/11,79.068
2012/03/12,107.125
2012/03/13,96.704
2012/03/14,104.572
2012/03/15,86.45
2012/03/16,67.475
2012/03/17,50.851
2012/03/18,51.663
2012/03/19,24.655
2012/03/20,18.105
2012/03/21,9.759
2012/03/22,185.337
2012/03/23,273.453
2012/03/24,115.156
2012/03/25,319.893
2012/03/26,248.646
2012/03/27,76.125
2012/03/28,72.55
2012/03/29,319.023
2012/03/30,265.105
2012/03/31,67.075
2012/04/01,145.896
2012/04/02,149.4
2012/04/03,11.753
2012/04/04,1.091
2012/04/05,124.386
2012/04/06,185.003
2012/04/07,316.896
2012/04/08,631.845
2012/04/09,797.002
2012/04/10,611.777
2012/04/11,597.978
2012/04/12,385.185
2012/04/13,292.918
2012/04/14,156.858
2012/04/15,247.859
2012/04/16,273.542
2012/04/17,173.708
2012/04/18,267.428
2012/04/19,226.17
2012/04/20,1215
2012/04/21,1132
2012/04/22,916.643
2012/04/23,286.989
2012/04/24,249.837
2012/04/25,163.739
2012/04/26,367.753
2012/04/27,295.676
2012/04/28,375.168
2012/04/29,400.465
2012/04/30,42.975
2012/05/01,81.032
2012/05/02,38.683
2012/05/03,90.222
2012/05/04,118.156
2012/05/05,51.757
2012/05/06,141.46
2012/05/07,253.34
2012/05/08,673.787
2012/05/09,444.963
2012/05/10,511.265
2012/05/11,241.848
2012/05/12,400.767
2012/05/13,400.361
2012/05/14,394.294
2012/05/15,377.682
2012/05/16,480.091
2012/05/17,158.642
2012/05/18,578.061
2012/05/19,732.269
2012/05/20,178.673
2012/05/21,363.831
2012/05/22,452.908
2012/05/23,445.104
2012/05/24,578.457
2012/05/25,175.038
2012/05/26,715.104
2012/05/27,612.546
2012/05/28,642.426
2012/05/29,159.465
2012/05/30,148.6
2012/05/31,626.27
2012/06/01,615.801
2012/06/02,493.976
2012/06/03,447.704
2012/06/04,446.877
2012/06/05,254.602
2012/06/06,299.943
2012/06/07,270.962
2012/06/08,427.081
2012/06/09,855.656
2012/06/10,904.082
2012/06/11,238.514
2012/06/12,306.404
2012/06/13,449.494
2012/06/14,453.051
2012/06/15,178.374
2012/06/16,155.104
2012/06/17,308.618
2012/06/18,308.779
2012/06/19,177.358
2012/06/20,43.149
2012/06/21,99.988
2012/06/22,322.216
2012/06/23,508.873
2012/06/24,283.602
2012/06/25,401.24
2012/06/26,153.236
2012/06/27,48.014
2012/06/28,450.574
2012/06/29,373.257
2012/06/30,382.866
2012/07/01,279.89
2012/07/02,122.724
2012/07/03,124.115
2012/07/04,267.785
2012/07/05,195.538
2012/07/06,228.285
2012/07/07,582.712
2012/07/08,720.559
2012/07/09,671.28
2012/07/10,259.034
2012/07/11,261.862
2012/07/12,159.194
2012/07/13,424.478
2012/07/14,351.056
2012/07/15,384.327
2012/07/16,355.229
2012/07/17,190.998
2012/07/18,149.819
2012/07/19,222.546
2012/07/20,68.719
2012/07/21,215.291
2012/07/22,183.157
2012/07/23,149.143
2012/07/24,114.546
2012/07/25,207.525
2012/07/26,281.399
2012/07/27,347.127
2012/07/28,239.523
2012/07/29,356.005
2012/07/30,163.72
2012/07/31,371.022
2012/08/01,405.744
2012/08/02,136.965
2012/08/03,146.5
2012/08/04,17.431
2012/08/05,99.312
2012/08/06,95.357
2012/08/07,97.405
2012/08/08,221.213
2012/08/09,226.984
2012/08/10,172.755
2012/08/11,119.583
2012/08/12,118.17
2012/08/13,82.328
2012/08/14,75.942
2012/08/15,87.26
2012/08/16,137.817
2012/08/17,352.278
2012/08/18,217.813
2012/08/19,770.882
2012/08/20,1424
2012/08/21,962.832
2012/08/22,936.982
2012/08/23,905.159
2012/08/24,1305
2012/08/25,1764
2012/08/26,2132
2012/08/27,736.264
2012/08/28,1078
2012/08/29,2309
2012/08/30,1799
2012/08/31,1950
2012/09/01,1370
2012/09/02,435.901
2012/09/03,960.451
2012/09/04,701.196
2012/09/05,1147
2012/09/06,3458
2012/09/07,3295
2012/09/08,3032
2012/09/09,3989
2012/09/10,4105
2012/09/11,4458
2012/09/12,1628
2012/09/13,3651
2012/09/14,3682
2012/09/15,4742
2012/09/16,2653
2012/09/17,2952
2012/09/18,1299
2012/09/19,6250
2012/09/20,6256
2012/09/21,4856
2012/09/22,3470
2012/09/23,5971
2012/09/24,4609
2012/09/25,2355
2012/09/26,2456
2012/09/27,253.696
2012/09/28,332.921
2012/09/29,327.54
2012/09/30,251.713
2012/10/01,160.138
2012/10/02,73.162
2012/10/03,177.483
2012/10/04,244.693
2012/10/05,379.162
2012/10/06,374.758
2012/10/07,243.731
2012/10/08,178.076
2012/10/09,139.806
2012/10/10,173.772
2012/10/11,168.431
2012/10/12,641.743
2012/10/13,476.078
2012/10/14,427.017
2012/10/15,534.525
2012/10/16,504.866
2012/10/17,760.431
2012/10/18,398.805
2012/10/19,169.91
2012/10/20,317.653
2012/10/21,480.734
2012/10/22,375.867
2012/10/23,295.005
2012/10/24,290.466
2012/10/25,293.165
2012/10/26,158.057
2012/10/27,480.784
2012/10/28,502.897
2012/10/29,500.004
2012/10/30,879.585
2012/10/31,924.547
2012/11/01,265.833
2012/11/02,1007
2012/11/03,726.037
2012/11/04,577.136
2012/11/05,183.047
2012/11/06,288.66
2012/11/07,177.526
2012/11/08,158.008
2012/11/09,146.782
2012/11/10,230.893
2012/11/11,180.859
2012/11/12,37.865
2012/11/13,131.332
2012/11/14,208.709
2012/11/15,368.859
2012/11/16,490.862
2012/11/17,240.192
2012/11/18,307.742
2012/11/19,421.088
2012/11/20,228.79
2012/11/21,187.555
2012/11/22,244.471
2012/11/23,233.283
2012/11/24,105.565
2012/11/25,183.533
2012/11/26,177.017
2012/11/27,297.95
2012/11/28,223.675
2012/11/29,212.681
2012/11/30,246.703
2012/12/01,135.915
2012/12/02,321.669
2012/12/03,629.234
2012/12/04,367.247
2012/12/05,108.841
2012/12/06,137.884
2012/12/07,261.872
2012/12/08,623.132
2012/12/09,378.053
2012/12/10,181.776
2012/12/11,195.034
2012/12/12,809.228
2012/12/13,653.664
2012/12/14,253.629
2012/12/15,447.381
2012/12/16,322.574
2012/12/17,96.466
2012/12/18,74.092
2012/12/19,253.987
2012/12/20,268.784
2012/12/21,149.35
2012/12/22,137.194
2012/12/23,159.601
2012/12/24,64.53
2012/12/25,94.729
2012/12/26,136.635
2012/12/27,41.135
2012/12/28,64.163
2012/12/29,82.454
2012/12/30,103.421
2012/12/31,322.032
2013/01/01,371.232
2013/01/02,32.623
2013/01/03,92.168
2013/01/04,94.32
2013/01/05,126.945
2013/01/06,222.253
2013/01/07,226.589
2013/01/08,270.124
2013/01/09,222.18
2013/01/10,323.296
2013/01/11,179.381
2013/01/12,48.463
2013/01/13,84.884
2013/01/14,82.891
2013/01/15,339.274
2013/01/16,258.359
2013/01/17,70.307
2013/01/18,63.296
2013/01/19,120.243
2013/01/20,80.892
2013/01/21,26.399
2013/01/22,102.694
2013/01/23,365.204
2013/01/24,289.705
2013/01/25,297.637
2013/01/26,126.321
2013/01/27,88.714
2013/01/28,117.821
2013/01/29,346.173
2013/01/30,543.994
2013/01/31,518.697
2013/02/01,591.021
2013/02/02,108.118
2013/02/03,137.972
2013/02/04,247.381
2013/02/05,274.813
2013/02/06,141.619
2013/02/07,241.636
2013/02/08,244.983
2013/02/09,157.741
2013/02/10,188.201
2013/02/11,152.9
2013/02/12,32.823
2013/02/13,37.294
2013/02/14,217.005
2013/02/15,197.226
2013/02/16,110.967
2013/02/17,41.163
2013/02/18,38.258
2013/02/19,106.838
2013/02/20,129.686
2013/02/21,166.395
2013/02/22,169.283
2013/02/23,157.86
2013/02/24,176.677
2013/02/25,182.798
2013/02/26,89.141
2013/02/27,47.588
2013/02/28,11.401
2013/03/01,97.477
2013/03/02,125.369
2013/03/03,295.616
2013/03/04,336.431
2013/03/05,675.7
2013/03/06,804.431
2013/03/07,368.365
2013/03/08,478.664
2013/03/09,162.498
2013/03/10,122.059
2013/03/11,39.726
2013/03/12,566.218
2013/03/13,487.352
2013/03/14,384.748
2013/03/15,2555
2013/03/16,2395
2013/03/17,2186
2013/03/18,2394
2013/03/19,2392
2013/03/20,1657
2013/03/21,174.609
2013/03/22,664.052
2013/03/23,627.679
2013/03/24,413.199
2013/03/25,755.461
2013/03/26,1196
2013/03/27,1601
2013/03/28,1365
2013/03/29,1734
2013/03/30,574.257
2013/03/31,893.714
2013/04/01,451.284
2013/04/02,1520
2013/04/03,1743
2013/04/04,190.155
2013/04/05,187.529
2013/04/06,796.785
2013/04/07,1555
2013/04/08,1321
2013/04/09,2970
2013/04/10,3332
2013/04/11,3345
2013/04/12,4561
2013/04/13,1392
2013/04/14,1175
2013/04/15,844.716
2013/04/16,482.675
2013/04/17,575.414
2013/04/18,9136
2013/04/19,8523
2013/04/20,8401
2013/04/21,744.295
2013/04/22,1316
2013/04/23,1169
2013/04/24,1137
2013/04/25,1150
2013/04/26,1366
2013/04/27,1131
2013/04/28,971.786
2013/04/29,2652
2013/04/30,2528
2013/05/01,1730
2013/05/02,1080
2013/05/03,1278
2013/05/04,647.022
2013/05/05,470.621
2013/05/06,623.162
2013/05/07,409.165
2013/05/08,100.012
2013/05/09,684.343
2013/05/10,542.407
2013/05/11,375.575
2013/05/12,459.47
2013/05/13,1010
2013/05/14,932.673
2013/05/15,764.867
2013/05/16,61.743
2013/05/17,355.847
2013/05/18,339.3
2013/05/19,581.331
2013/05/20,504.749
2013/05/21,358.318
2013/05/22,332.878
2013/05/23,234.802
2013/05/24,268.031
2013/05/25,351.132
2013/05/26,525.427
2013/05/27,502.345
2013/05/28,350.576
2013/05/29,259.369
2013/05/30,389.23
2013/05/31,388.03
2013/06/01,354.998
2013/06/02,445.146
2013/06/03,545.921
2013/06/04,498.89
2013/06/05,266.215
2013/06/06,241.485
2013/06/07,180.381
2013/06/08,634.148
2013/06/09,603.396
2013/06/10,575.802
2013/06/11,396.142
2013/06/12,177.203
2013/06/13,189.471
2013/06/14,149.563
2013/06/15,319.358
2013/06/16,293.745
2013/06/17,87.953
2013/06/18,200.796
2013/06/19,155.477
2013/06/20,176.791
2013/06/21,267.364
2013/06/22,526.945
2013/06/23,636.341
2013/06/24,389.441
2013/06/25,556.199
2013/06/26,193.932
2013/06/27,307.969
2013/06/28,142.826
2013/06/29,96.068
2013/06/30,85.972
2013/07/01,618.098
2013/07/02,572.609
2013/07/03,318.787
2013/07/04,327.262
2013/07/05,214.275
2013/07/06,618.42
2013/07/07,651.842
2013/07/08,138.548
2013/07/09,518.215
2013/07/10,506.824
2013/07/11,87.082
2013/07/12,263.374
2013/07/13,209.986
2013/07/14,465.465
2013/07/15,464.952
2013/07/16,584.525
2013/07/17,549.229
2013/07/18,210.427
2013/07/19,401.584
2013/07/20,743.546
2013/07/21,629.91
2013/07/22,660.39
2013/07/23,900.333
2013/07/24,357.783
2013/07/25,474.841
2013/07/26,169.387
2013/07/27,655.234
2013/07/28,629.999
2013/07/29,437.341
2013/07/30,648.998
2013/07/31,536.396
2013/08/01,490.667
2013/08/02,453.13
2013/08/03,619.749
2013/08/04,461.011
2013/08/05,387.564
2013/08/06,384.431
2013/08/07,212.017
2013/08/08,162.73
2013/08/09,185.478
2013/08/10,241.754
2013/08/11,200.978
2013/08/12,571.634
2013/08/13,1060
2013/08/14,796.234
2013/08/15,993.975
2013/08/16,1022
2013/08/17,295.862
2013/08/18,308.034
2013/08/19,301.298
2013/08/20,181.031
2013/08/21,631.902
2013/08/22,752.864
2013/08/23,745.183
2013/08/24,353.087
2013/08/25,351.408
2013/08/26,198.072
2013/08/27,259.297
2013/08/28,229.894
2013/08/29,3454
2013/08/30,3479
2013/08/31,3124
2013/09/01,608.929
2013/09/02,223.448
2013/09/03,235.135
2013/09/04,227.362
2013/09/05,467.15
2013/09/06,638.731
2013/09/07,334.71
2013/09/08,347.197
2013/09/09,909.574
2013/09/10,902.184
2013/09/11,577.134
2013/09/12,487.745
2013/09/13,321.394
2013/09/14,146.38
2013/09/15,766.539
2013/09/16,684.441
2013/09/17,608.61
2013/09/18,500.428
2013/09/19,517.976
2013/09/20,189.986
2013/09/21,563.96
2013/09/22,407.286
2013/09/23,720.089
2013/09/24,644.326
2013/09/25,42.899
2013/09/26,258.782
2013/09/27,244.597
2013/09/28,188.175
2013/09/29,171.432
2013/09/30,539.362
2013/10/01,585.295
2013/10/02,135.932
2013/10/03,556.729
2013/10/04,428.5
2013/10/05,558.801
2013/10/06,612.612
2013/10/07,663.134
2013/10/08,708.765
2013/10/09,269.408
2013/10/10,445.766
2013/10/11,447.024
2013/10/12,271.735
2013/10/13,199.706
2013/10/14,296.659
2013/10/15,391.873
2013/10/16,569.833
2013/10/17,401.495
2013/10/18,366.319
2013/10/19,407.436
2013/10/20,473.034
2013/10/21,533.441
2013/10/22,879.396
2013/10/23,719
2013/10/24,594.161
2013/10/25,4661
2013/10/26,5258
2013/10/27,5711
2013/10/28,352.136
2013/10/29,4059
2013/10/30,3653
2013/10/31,3691
2013/11/01,554.822
2013/11/02,793.281
2013/11/03,485.296
2013/11/04,1392
2013/11/05,1499
2013/11/06,740.2
2013/11/07,1273
2013/11/08,1406
2013/11/09,175.69
2013/11/10,1387
2013/11/11,1331
2013/11/12,2269
2013/11/13,2674
2013/11/14,640.731
2013/11/15,9918
2013/11/16,8937
2013/11/17,5679
2013/11/18,3602
2013/11/19,3985
2013/11/20,3430
2013/11/21,6010
2013/11/22,8417
2013/11/23,4306
2013/11/24,4386
2013/11/25,2310
2013/11/26,21818
2013/11/27,20330
2013/11/28,6938
2013/11/29,3142
2013/11/30,4848
2013/12/01,8247
2013/12/02,7990
2013/12/03,3386
2013/12/04,2360
2013/12/05,2913
2013/12/06,2927
2013/12/07,8437
2013/12/08,8382
2013/12/09,7196
2013/12/10,6289
2013/12/11,4395
2013/12/12,2716
2013/12/13,1105
2013/12/14,3244
2013/12/15,5054
2013/12/16,14290
2013/12/17,13335
2013/12/18,8595
2013/12/19,3080
2013/12/20,2988
2013/12/21,1647
2013/12/22,653.527
2013/12/23,2195
2013/12/24,2103
2013/12/25,1810
2013/12/26,1659
2013/12/27,1888
2013/12/28,886.808
2013/12/29,2784
2013/12/30,1886
2013/12/31,3476
2014/01/01,2619
2014/01/02,1888
2014/01/03,2133
2014/01/04,1790
2014/01/05,3233
2014/01/06,3753
2014/01/07,904.751
2014/01/08,2785
2014/01/09,3720
2014/01/10,1974
2014/01/11,1806
2014/01/12,1726
2014/01/13,1299
2014/01/14,3164
2014/01/15,2515
2014/01/16,2221
2014/01/17,2497
2014/01/18,2934
2014/01/19,3832
2014/01/20,4300
2014/01/21,2816
2014/01/22,3587
2014/01/23,786.144
2014/01/24,2631
2014/01/25,2268
2014/01/26,2488
