Date,mediantransactionvalue7rsiUSD
2010/10/23,41.763
2010/10/24,41.416
2010/10/25,71.253
2010/10/26,73.657
2010/10/27,74.578
2010/10/28,70.465
2010/10/29,38.817
2010/10/30,42.196
2010/10/31,40.317
2010/11/01,37.257
2010/11/02,55.842
2010/11/03,43.368
2010/11/04,50.134
2010/11/05,42.982
2010/11/06,46.617
2010/11/07,48.007
2010/11/08,52.338
2010/11/09,44.876
2010/11/10,49.318
2010/11/11,47.805
2010/11/12,52.047
2010/11/13,45.393
2010/11/14,42.238
2010/11/15,42.23
2010/11/16,46.013
2010/11/17,50.751
2010/11/18,39.08
2010/11/19,39.074
2010/11/20,39.074
2010/11/21,39.074
2010/11/22,54.537
2010/11/23,54.219
2010/11/24,40.564
2010/11/25,40.661
2010/11/26,42.446
2010/11/27,43.961
2010/11/28,46.746
2010/11/29,45.494
2010/11/30,43.593
2010/12/01,47.505
2010/12/02,47.046
2010/12/03,44.884
2010/12/04,42.811
2010/12/05,41.03
2010/12/06,39.155
2010/12/07,45.092
2010/12/08,41.894
2010/12/09,61.036
2010/12/10,56.202
2010/12/11,54.102
2010/12/12,45.294
2010/12/13,68.402
2010/12/14,87.373
2010/12/15,92.301
2010/12/16,68.727
2010/12/17,45.518
2010/12/18,52.974
2010/12/19,41.548
2010/12/20,42.851
2010/12/21,47.957
2010/12/22,46.729
2010/12/23,48.233
2010/12/24,47.572
2010/12/25,75.225
2010/12/26,58.642
2010/12/27,45.473
2010/12/28,43.609
2010/12/29,46.939
2010/12/30,47.254
2010/12/31,45.995
2011/01/01,47.009
2011/01/02,47.755
2011/01/03,36.582
2011/01/04,36.756
2011/01/05,36.691
2011/01/06,38.713
2011/01/07,43.362
2011/01/08,39.303
2011/01/09,40.435
2011/01/10,38.768
2011/01/11,42.319
2011/01/12,39.584
2011/01/13,45.22
2011/01/14,41.27
2011/01/15,68.905
2011/01/16,58.301
2011/01/17,64.127
2011/01/18,45.93
2011/01/19,51.532
2011/01/20,47.96
2011/01/21,44.068
2011/01/22,40.889
2011/01/23,60.452
2011/01/24,46.916
2011/01/25,58.487
2011/01/26,59.106
2011/01/27,58.35
2011/01/28,48.722
2011/01/29,46.41
2011/01/30,88.128
2011/01/31,50.357
2011/02/01,51.607
2011/02/02,51.919
2011/02/03,51.229
2011/02/04,53.35
2011/02/05,56.175
2011/02/06,56.794
2011/02/07,56.577
2011/02/08,56.081
2011/02/09,58.86
2011/02/10,63.062
2011/02/11,77.229
2011/02/12,54.161
2011/02/13,49.221
2011/02/14,41.176
2011/02/15,38.811
2011/02/16,36.486
2011/02/17,41.025
2011/02/18,37.281
2011/02/19,55.279
2011/02/20,56.03
2011/02/21,54.341
2011/02/22,55.141
2011/02/23,53.424
2011/02/24,54.527
2011/02/25,57.096
2011/02/26,61.967
2011/02/27,34.735
2011/02/28,32.728
2011/03/01,29.43
2011/03/02,27.222
2011/03/03,34.84
2011/03/04,33.409
2011/03/05,60.355
2011/03/06,61.705
2011/03/07,46.769
2011/03/08,43.503
2011/03/09,58.849
2011/03/10,42.111
2011/03/11,41.934
2011/03/12,33.535
2011/03/13,33.715
2011/03/14,33.265
2011/03/15,35.604
2011/03/16,34.205
2011/03/17,34.289
2011/03/18,45.289
2011/03/19,38.314
2011/03/20,48.983
2011/03/21,40.288
2011/03/22,68.633
2011/03/23,56.345
2011/03/24,55.346
2011/03/25,64.468
2011/03/26,49.643
2011/03/27,44.999
2011/03/28,50.18
2011/03/29,44.011
2011/03/30,50.632
2011/03/31,53.314
2011/04/01,52.813
2011/04/02,49.294
2011/04/03,52.215
2011/04/04,63.59
2011/04/05,52.364
2011/04/06,45.815
2011/04/07,46.429
2011/04/08,49.659
2011/04/09,49.284
2011/04/10,40.451
2011/04/11,46.397
2011/04/12,55.304
2011/04/13,48.843
2011/04/14,43.037
2011/04/15,61.062
2011/04/16,67.051
2011/04/17,46.676
2011/04/18,37.806
2011/04/19,61.764
2011/04/20,57.695
2011/04/21,52.682
2011/04/22,51.264
2011/04/23,58.148
2011/04/24,47.282
2011/04/25,56.293
2011/04/26,66.49
2011/04/27,59.914
2011/04/28,49.406
2011/04/29,66.108
2011/04/30,55.586
2011/05/01,51.872
2011/05/02,61.218
2011/05/03,69.893
2011/05/04,77.496
2011/05/05,58.663
2011/05/06,56.893
2011/05/07,50.752
2011/05/08,42.887
2011/05/09,51.769
2011/05/10,64.773
2011/05/11,70.021
2011/05/12,50.781
2011/05/13,55.659
2011/05/14,58.7
2011/05/15,65.157
2011/05/16,67.065
2011/05/17,68.879
2011/05/18,48.777
2011/05/19,45.652
2011/05/20,69.04
2011/05/21,75.284
2011/05/22,55.19
2011/05/23,48.567
2011/05/24,57.929
2011/05/25,56.904
2011/05/26,58.978
2011/05/27,58.405
2011/05/28,59.864
2011/05/29,61.45
2011/05/30,63.746
2011/05/31,53.725
2011/06/01,61.571
2011/06/02,56.804
2011/06/03,74.833
2011/06/04,84.189
2011/06/05,88.966
2011/06/06,69.299
2011/06/07,78.384
2011/06/08,80.059
2011/06/09,84.939
2011/06/10,82.57
2011/06/11,85.678
2011/06/12,49.231
2011/06/13,57.017
2011/06/14,63.501
2011/06/15,52.497
2011/06/16,59.037
2011/06/17,41.959
2011/06/18,34.572
2011/06/19,47.243
2011/06/20,48.296
2011/06/21,41.491
2011/06/22,47.316
2011/06/23,42.7
2011/06/24,51.041
2011/06/25,40.613
2011/06/26,41.226
2011/06/27,36.179
2011/06/28,41.773
2011/06/29,48.343
2011/06/30,47.84
2011/07/01,35.677
2011/07/02,52.315
2011/07/03,44.241
2011/07/04,46.588
2011/07/05,45.589
2011/07/06,40.517
2011/07/07,43.712
2011/07/08,41.964
2011/07/09,47.272
2011/07/10,46.701
2011/07/11,38.617
2011/07/12,43.896
2011/07/13,47.241
2011/07/14,46.908
2011/07/15,56.051
2011/07/16,40.104
2011/07/17,43.305
2011/07/18,57.923
2011/07/19,51.879
2011/07/20,49.604
2011/07/21,48.693
2011/07/22,53.132
2011/07/23,53.665
2011/07/24,52.925
2011/07/25,52.598
2011/07/26,55.383
2011/07/27,75.164
2011/07/28,81.32
2011/07/29,46.711
2011/07/30,56.687
2011/07/31,46.18
2011/08/01,48.372
2011/08/02,40.478
2011/08/03,48.63
2011/08/04,34.455
2011/08/05,41.344
2011/08/06,37.951
2011/08/07,38.913
2011/08/08,43.108
2011/08/09,40.688
2011/08/10,44.049
2011/08/11,41.537
2011/08/12,41.519
2011/08/13,34.365
2011/08/14,43.882
2011/08/15,33.459
2011/08/16,32.785
2011/08/17,47.826
2011/08/18,54.467
2011/08/19,49.216
2011/08/20,55.498
2011/08/21,46.993
2011/08/22,59.605
2011/08/23,56.289
2011/08/24,52.402
2011/08/25,52.909
2011/08/26,54.425
2011/08/27,54.634
2011/08/28,48.643
2011/08/29,31.924
2011/08/30,44.223
2011/08/31,57.506
2011/09/01,53.972
2011/09/02,52.478
2011/09/03,59.368
2011/09/04,36.624
2011/09/05,53.342
2011/09/06,60.892
2011/09/07,43.096
2011/09/08,43.414
2011/09/09,45.786
2011/09/10,38.791
2011/09/11,37.778
2011/09/12,43.778
2011/09/13,47.682
2011/09/14,53.134
2011/09/15,46.716
2011/09/16,43.888
2011/09/17,46.633
2011/09/18,45.303
2011/09/19,33.719
2011/09/20,26.462
2011/09/21,36.717
2011/09/22,47.986
2011/09/23,60.581
2011/09/24,58.183
2011/09/25,44.683
2011/09/26,45.453
2011/09/27,52.4
2011/09/28,42.809
2011/09/29,52.954
2011/09/30,52.418
2011/10/01,51.797
2011/10/02,55.222
2011/10/03,40.925
2011/10/04,56.918
2011/10/05,57.306
2011/10/06,50.747
2011/10/07,56.965
2011/10/08,45.87
2011/10/09,44.399
2011/10/10,37.707
2011/10/11,33.515
2011/10/12,43.751
2011/10/13,39.718
2011/10/14,50.33
2011/10/15,47.529
2011/10/16,46.473
2011/10/17,38.272
2011/10/18,33.049
2011/10/19,29.609
2011/10/20,33.311
2011/10/21,39.13
2011/10/22,49.274
2011/10/23,47.691
2011/10/24,49.35
2011/10/25,40.677
2011/10/26,37.404
2011/10/27,45.159
2011/10/28,53.312
2011/10/29,58.178
2011/10/30,43.328
2011/10/31,38.781
2011/11/01,52.426
2011/11/02,55.378
2011/11/03,48.112
2011/11/04,52.514
2011/11/05,50.232
2011/11/06,50.368
2011/11/07,50.851
2011/11/08,53.73
2011/11/09,38.523
2011/11/10,32.841
2011/11/11,53.008
2011/11/12,59.539
2011/11/13,38.096
2011/11/14,46.895
2011/11/15,43.176
2011/11/16,46.178
2011/11/17,61.162
2011/11/18,41.794
2011/11/19,43.159
2011/11/20,42.7
2011/11/21,47.65
2011/11/22,45.746
2011/11/23,38.19
2011/11/24,42.474
2011/11/25,50.032
2011/11/26,56.97
2011/11/27,45.841
2011/11/28,41.675
2011/11/29,35.298
2011/11/30,50.503
2011/12/01,53.05
2011/12/02,57.607
2011/12/03,54.808
2011/12/04,42.807
2011/12/05,36.126
2011/12/06,27.75
2011/12/07,55.906
2011/12/08,58.74
2011/12/09,63.042
2011/12/10,71.357
2011/12/11,59.07
2011/12/12,59.576
2011/12/13,52.411
2011/12/14,60.748
2011/12/15,56.371
2011/12/16,58.021
2011/12/17,48.473
2011/12/18,42.218
2011/12/19,55.521
2011/12/20,63.986
2011/12/21,55.261
2011/12/22,54.774
2011/12/23,39.507
2011/12/24,43.232
2011/12/25,48.506
2011/12/26,51.995
2011/12/27,47.509
2011/12/28,63.675
2011/12/29,51.503
2011/12/30,55.498
2011/12/31,56.596
2012/01/01,63.989
2012/01/02,49.748
2012/01/03,53.588
2012/01/04,62.571
2012/01/05,69.239
2012/01/06,80.277
2012/01/07,66.807
2012/01/08,62.184
2012/01/09,58.041
2012/01/10,40.758
2012/01/11,43.077
2012/01/12,41.94
2012/01/13,43.259
2012/01/14,42.34
2012/01/15,36.827
2012/01/16,41.772
2012/01/17,52.316
2012/01/18,65.698
2012/01/19,62.795
2012/01/20,58.278
2012/01/21,64.891
2012/01/22,68.523
2012/01/23,57.938
2012/01/24,42.459
2012/01/25,36.962
2012/01/26,41.698
2012/01/27,37.753
2012/01/28,37.533
2012/01/29,29.6
2012/01/30,64.782
2012/01/31,55.892
2012/02/01,51.993
2012/02/02,43.222
2012/02/03,61.2
2012/02/04,47.088
2012/02/05,44.444
2012/02/06,44.68
2012/02/07,40.825
2012/02/08,45.783
2012/02/09,36.589
2012/02/10,29.075
2012/02/11,36.16
2012/02/12,44.157
2012/02/13,42.671
2012/02/14,34.633
2012/02/15,26.405
2012/02/16,25.646
2012/02/17,61.001
2012/02/18,56.236
2012/02/19,48.742
2012/02/20,46.949
2012/02/21,55.212
2012/02/22,57.937
2012/02/23,45.771
2012/02/24,57.655
2012/02/25,61.244
2012/02/26,57.333
2012/02/27,52.631
2012/02/28,57.628
2012/02/29,53.201
2012/03/01,56.845
2012/03/02,52.683
2012/03/03,50.222
2012/03/04,49.26
2012/03/05,43.496
2012/03/06,48.019
2012/03/07,56.371
2012/03/08,56.174
2012/03/09,59.056
2012/03/10,47.242
2012/03/11,41.525
2012/03/12,63.214
2012/03/13,49.662
2012/03/14,63.395
2012/03/15,50.461
2012/03/16,56.902
2012/03/17,38.251
2012/03/18,44.71
2012/03/19,49.03
2012/03/20,51.396
2012/03/21,55.87
2012/03/22,54.783
2012/03/23,43.431
2012/03/24,52.971
2012/03/25,42.043
2012/03/26,43.091
2012/03/27,45.557
2012/03/28,50.467
2012/03/29,56.986
2012/03/30,69.67
2012/03/31,59.209
2012/04/01,50.209
2012/04/02,40.807
2012/04/03,47.684
2012/04/04,47.834
2012/04/05,46.815
2012/04/06,55.941
2012/04/07,41.364
2012/04/08,38.226
2012/04/09,50.714
2012/04/10,31.214
2012/04/11,49.082
2012/04/12,56.025
2012/04/13,62.82
2012/04/14,45.497
2012/04/15,40.761
2012/04/16,53.145
2012/04/17,61.363
2012/04/18,50.969
2012/04/19,53.519
2012/04/20,64.264
2012/04/21,49.317
2012/04/22,43.306
2012/04/23,43.976
2012/04/24,51.825
2012/04/25,40.245
2012/04/26,36.949
2012/04/27,50.566
2012/04/28,44.439
2012/04/29,37.757
2012/04/30,38.906
2012/05/01,35.702
2012/05/02,41.27
2012/05/03,34.018
2012/05/04,32.357
2012/05/05,32.692
2012/05/06,36.691
2012/05/07,34.006
2012/05/08,33.9
2012/05/09,36.869
2012/05/10,40.288
2012/05/11,33.008
2012/05/12,33.328
2012/05/13,36.196
2012/05/14,35.017
2012/05/15,36.432
2012/05/16,36.518
2012/05/17,33.928
2012/05/18,30.096
2012/05/19,29.36
2012/05/20,35.417
2012/05/21,32.908
2012/05/22,42.532
2012/05/23,41.246
2012/05/24,40.111
2012/05/25,42.27
2012/05/26,38.65
2012/05/27,44.149
2012/05/28,39.729
2012/05/29,55.992
2012/05/30,50.524
2012/05/31,65.563
2012/06/01,46.03
2012/06/02,67.638
2012/06/03,44.374
2012/06/04,41.236
2012/06/05,43.662
2012/06/06,67.01
2012/06/07,48.208
2012/06/08,47.313
2012/06/09,45.178
2012/06/10,43.33
2012/06/11,44.024
2012/06/12,49.901
2012/06/13,44.343
2012/06/14,41.07
2012/06/15,44.534
2012/06/16,48.696
2012/06/17,46.255
2012/06/18,48.211
2012/06/19,52.855
2012/06/20,50.77
2012/06/21,52.844
2012/06/22,56.416
2012/06/23,57.885
2012/06/24,52.893
2012/06/25,49.118
2012/06/26,51.593
2012/06/27,64.622
2012/06/28,64.23
2012/06/29,64.075
2012/06/30,57.102
2012/07/01,56.522
2012/07/02,68.793
2012/07/03,89.232
2012/07/04,72.715
2012/07/05,48.299
2012/07/06,50.198
2012/07/07,50.051
2012/07/08,46.254
2012/07/09,64.967
2012/07/10,47.746
2012/07/11,45.172
2012/07/12,60.576
2012/07/13,60.722
2012/07/14,72.961
2012/07/15,50.411
2012/07/16,54.981
2012/07/17,46.697
2012/07/18,44.144
2012/07/19,46.018
2012/07/20,42.805
2012/07/21,43.063
2012/07/22,41.73
2012/07/23,58.822
2012/07/24,50.259
2012/07/25,61.913
2012/07/26,50.47
2012/07/27,70.784
2012/07/28,50.209
2012/07/29,52.638
2012/07/30,55.982
2012/07/31,62.412
2012/08/01,57.589
2012/08/02,53.478
2012/08/03,81.75
2012/08/04,59.708
2012/08/05,52.85
2012/08/06,46.925
2012/08/07,60.509
2012/08/08,44.374
2012/08/09,46.43
2012/08/10,50.908
2012/08/11,44.319
2012/08/12,42.039
2012/08/13,39.491
2012/08/14,48.152
2012/08/15,43.568
2012/08/16,63.05
2012/08/17,65.678
2012/08/18,57.86
2012/08/19,47.993
2012/08/20,54.414
2012/08/21,58.274
2012/08/22,61.217
2012/08/23,70.652
2012/08/24,52.736
2012/08/25,43.138
2012/08/26,46.898
2012/08/27,43.641
2012/08/28,38.787
2012/08/29,42.25
2012/08/30,37.023
2012/08/31,39.87
2012/09/01,37.015
2012/09/02,46.238
2012/09/03,38.676
2012/09/04,41.531
2012/09/05,42.131
2012/09/06,41.992
2012/09/07,56.191
2012/09/08,70.529
2012/09/09,70.717
2012/09/10,40.699
2012/09/11,38.854
2012/09/12,41.249
2012/09/13,40.143
2012/09/14,42.045
2012/09/15,41.323
2012/09/16,39.883
2012/09/17,48.726
2012/09/18,51.437
2012/09/19,62.447
2012/09/20,62.607
2012/09/21,43.878
2012/09/22,52.008
2012/09/23,43.022
2012/09/24,42.994
2012/09/25,64.404
2012/09/26,45.262
2012/09/27,48.555
2012/09/28,44.963
2012/09/29,51.108
2012/09/30,51.345
2012/10/01,47.068
2012/10/02,60.331
2012/10/03,67.411
2012/10/04,50.611
2012/10/05,42.62
2012/10/06,38.834
2012/10/07,42.578
2012/10/08,40.651
2012/10/09,45.388
2012/10/10,45.75
2012/10/11,46.603
2012/10/12,52.847
2012/10/13,45.401
2012/10/14,48.879
2012/10/15,58.398
2012/10/16,44.496
2012/10/17,61.545
2012/10/18,62.959
2012/10/19,59.164
2012/10/20,45.115
2012/10/21,36.83
2012/10/22,39.627
2012/10/23,46.338
2012/10/24,58.447
2012/10/25,66.846
2012/10/26,81.107
2012/10/27,83.762
2012/10/28,54.341
2012/10/29,46.33
2012/10/30,40.893
2012/10/31,47.711
2012/11/01,52.835
2012/11/02,42.677
2012/11/03,47.864
2012/11/04,43.827
2012/11/05,40.528
2012/11/06,40.722
2012/11/07,42.959
2012/11/08,52.874
2012/11/09,60.568
2012/11/10,41.483
2012/11/11,51.444
2012/11/12,45.803
2012/11/13,43.446
2012/11/14,42.433
2012/11/15,43.234
2012/11/16,44.177
2012/11/17,46.784
2012/11/18,45.381
2012/11/19,43.111
2012/11/20,46.061
2012/11/21,40.226
2012/11/22,49.222
2012/11/23,44.53
2012/11/24,64.658
2012/11/25,47.176
2012/11/26,48.02
2012/11/27,67.843
2012/11/28,52.064
2012/11/29,44.068
2012/11/30,49.665
2012/12/01,47.673
2012/12/02,57.683
2012/12/03,66.367
2012/12/04,51.561
2012/12/05,52.488
2012/12/06,71.112
2012/12/07,48.062
2012/12/08,46.852
2012/12/09,43.654
2012/12/10,49.689
2012/12/11,48.994
2012/12/12,51.836
2012/12/13,46.482
2012/12/14,43.842
2012/12/15,44.218
2012/12/16,37.897
2012/12/17,42.51
2012/12/18,44.391
2012/12/19,44.85
2012/12/20,45.189
2012/12/21,42.243
2012/12/22,40.111
2012/12/23,38.336
2012/12/24,70.615
2012/12/25,53.527
2012/12/26,45.869
2012/12/27,41.54
2012/12/28,43.937
2012/12/29,45.57
2012/12/30,39.441
2012/12/31,51.015
2013/01/01,52.645
2013/01/02,52.636
2013/01/03,64.215
2013/01/04,44.094
2013/01/05,49.731
2013/01/06,56.988
2013/01/07,53.135
2013/01/08,58.286
2013/01/09,62.132
2013/01/10,43.973
2013/01/11,45.567
2013/01/12,46.391
2013/01/13,37.239
2013/01/14,39.207
2013/01/15,54.037
2013/01/16,51.789
2013/01/17,56.228
2013/01/18,64.439
2013/01/19,45.893
2013/01/20,59.219
2013/01/21,62.3
2013/01/22,76.029
2013/01/23,66.761
2013/01/24,58.597
2013/01/25,51.651
2013/01/26,45.679
2013/01/27,43.087
2013/01/28,55.663
2013/01/29,58.125
2013/01/30,70.063
2013/01/31,45.684
2013/02/01,41.542
2013/02/02,47.567
2013/02/03,42.186
2013/02/04,49.177
2013/02/05,62.451
2013/02/06,64.949
2013/02/07,43.072
2013/02/08,48.619
2013/02/09,50.255
2013/02/10,44.863
2013/02/11,48.868
2013/02/12,51.641
2013/02/13,43.679
2013/02/14,55.261
2013/02/15,48.633
2013/02/16,43.749
2013/02/17,44.969
2013/02/18,50.606
2013/02/19,46.197
2013/02/20,45.314
2013/02/21,45.991
2013/02/22,44.683
2013/02/23,45.829
2013/02/24,35.884
2013/02/25,34.557
2013/02/26,50.961
2013/02/27,48.606
2013/02/28,53.784
2013/03/01,56.042
2013/03/02,42.526
2013/03/03,36.984
2013/03/04,52.489
2013/03/05,72.026
2013/03/06,66.274
2013/03/07,62.425
2013/03/08,66.183
2013/03/09,59.097
2013/03/10,47.688
2013/03/11,58.046
2013/03/12,70.523
2013/03/13,62.387
2013/03/14,56.513
2013/03/15,50.68
2013/03/16,73.783
2013/03/17,65.95
2013/03/18,77.642
2013/03/19,80.441
2013/03/20,73.866
2013/03/21,60.243
2013/03/22,63.557
2013/03/23,48.172
2013/03/24,46.235
2013/03/25,56.161
2013/03/26,71.34
2013/03/27,64.469
2013/03/28,60.769
2013/03/29,64.7
2013/03/30,44.713
2013/03/31,49.296
2013/04/01,60.871
2013/04/02,75.133
2013/04/03,77.547
2013/04/04,82.868
2013/04/05,83.284
2013/04/06,54.42
2013/04/07,41.903
2013/04/08,65.581
2013/04/09,76.234
2013/04/10,87.106
2013/04/11,47.888
2013/04/12,46.103
2013/04/13,42.958
2013/04/14,40.384
2013/04/15,44.026
2013/04/16,41.944
2013/04/17,45.196
2013/04/18,49.766
2013/04/19,49.73
2013/04/20,43.206
2013/04/21,46.237
2013/04/22,49.724
2013/04/23,45.838
2013/04/24,47.847
2013/04/25,52.771
2013/04/26,52.785
2013/04/27,50.173
2013/04/28,44.003
2013/04/29,53.424
2013/04/30,45.904
2013/05/01,52.166
2013/05/02,44.054
2013/05/03,44.077
2013/05/04,33.677
2013/05/05,42.015
2013/05/06,45.088
2013/05/07,48.752
2013/05/08,52.663
2013/05/09,42.584
2013/05/10,42.583
2013/05/11,34.841
2013/05/12,40.919
2013/05/13,51.716
2013/05/14,44.919
2013/05/15,48.911
2013/05/16,53.302
2013/05/17,54.094
2013/05/18,63.16
2013/05/19,43.554
2013/05/20,56.418
2013/05/21,63.228
2013/05/22,64.811
2013/05/23,62.84
2013/05/24,68.272
2013/05/25,47.82
2013/05/26,53.74
2013/05/27,46.18
2013/05/28,57.102
2013/05/29,62.083
2013/05/30,55.481
2013/05/31,62.89
2013/06/01,42.813
2013/06/02,46.301
2013/06/03,51.846
2013/06/04,57.43
2013/06/05,47.565
2013/06/06,45.598
2013/06/07,57.931
2013/06/08,45.44
2013/06/09,42.217
2013/06/10,48
2013/06/11,49.246
2013/06/12,53.568
2013/06/13,64.78
2013/06/14,56.364
2013/06/15,51.96
2013/06/16,33.341
2013/06/17,39.886
2013/06/18,50.553
2013/06/19,46.437
2013/06/20,40.765
2013/06/21,58.88
2013/06/22,46.5
2013/06/23,43.245
2013/06/24,50.979
2013/06/25,49.5
2013/06/26,53.312
2013/06/27,51.346
2013/06/28,49.94
2013/06/29,47.183
2013/06/30,38.857
2013/07/01,64.808
2013/07/02,60.386
2013/07/03,71.602
2013/07/04,48.108
2013/07/05,43.951
2013/07/06,36.838
2013/07/07,38.756
2013/07/08,48.161
2013/07/09,56.403
2013/07/10,62.323
2013/07/11,72.782
2013/07/12,52.523
2013/07/13,48.539
2013/07/14,39.327
2013/07/15,47.096
2013/07/16,54.669
2013/07/17,50.056
2013/07/18,53.34
2013/07/19,47.328
2013/07/20,36.644
2013/07/21,42.347
2013/07/22,49.153
2013/07/23,52.616
2013/07/24,52.347
2013/07/25,51.822
2013/07/26,54.901
2013/07/27,36.363
2013/07/28,35.121
2013/07/29,56.248
2013/07/30,58.326
2013/07/31,50.214
2013/08/01,47.306
2013/08/02,46.148
2013/08/03,34.816
2013/08/04,33.017
2013/08/05,52.725
2013/08/06,41.827
2013/08/07,40.628
2013/08/08,36.07
2013/08/09,44.858
2013/08/10,42.544
2013/08/11,43.807
2013/08/12,48.499
2013/08/13,53.769
2013/08/14,64.609
2013/08/15,45.398
2013/08/16,35.025
2013/08/17,32.329
2013/08/18,36.892
2013/08/19,38.101
2013/08/20,46.964
2013/08/21,57.141
2013/08/22,49.89
2013/08/23,53.784
2013/08/24,43.983
2013/08/25,49.638
2013/08/26,56.719
2013/08/27,66.409
2013/08/28,49.522
2013/08/29,44.894
2013/08/30,56.71
2013/08/31,61.07
2013/09/01,45.238
2013/09/02,50.269
2013/09/03,56.399
2013/09/04,58.873
2013/09/05,39.496
2013/09/06,44.29
2013/09/07,39.442
2013/09/08,37.469
2013/09/09,38.061
2013/09/10,47.209
2013/09/11,63.838
2013/09/12,61.702
2013/09/13,71.6
2013/09/14,46.367
2013/09/15,38.499
2013/09/16,50.957
2013/09/17,43.809
2013/09/18,47.782
2013/09/19,51.823
2013/09/20,56.044
2013/09/21,47.407
2013/09/22,44.207
2013/09/23,53.165
2013/09/24,57.104
2013/09/25,60.405
2013/09/26,54.701
2013/09/27,69.222
2013/09/28,60.443
2013/09/29,58.322
2013/09/30,71.172
2013/10/01,54.701
2013/10/02,55.638
2013/10/03,44.558
2013/10/04,45.047
2013/10/05,39.032
2013/10/06,37.528
2013/10/07,52.465
2013/10/08,46.151
2013/10/09,49.561
2013/10/10,43.973
2013/10/11,48.441
2013/10/12,39
2013/10/13,42.672
2013/10/14,46.521
2013/10/15,59.73
2013/10/16,69.358
2013/10/17,54.061
2013/10/18,45.863
2013/10/19,57.839
2013/10/20,46.665
2013/10/21,55.422
2013/10/22,64.056
2013/10/23,68.7
2013/10/24,54.287
2013/10/25,45.644
2013/10/26,39.594
2013/10/27,41.286
2013/10/28,50.143
2013/10/29,54.484
2013/10/30,63.832
2013/10/31,43.722
2013/11/01,63.922
2013/11/02,52.213
2013/11/03,55.586
2013/11/04,67.363
2013/11/05,71.296
2013/11/06,67.388
2013/11/07,74.15
2013/11/08,77.378
2013/11/09,80.43
2013/11/10,41.363
2013/11/11,38.68
2013/11/12,48.906
2013/11/13,48.556
2013/11/14,53.336
2013/11/15,54.881
2013/11/16,65.485
2013/11/17,56.796
2013/11/18,78.76
2013/11/19,80.846
2013/11/20,57.762
2013/11/21,53.159
2013/11/22,54.657
2013/11/23,54.415
2013/11/24,39.82
2013/11/25,39.386
2013/11/26,60.257
2013/11/27,72.675
2013/11/28,74.119
2013/11/29,68.915
2013/11/30,55.575
2013/12/01,53.101
2013/12/02,50.433
2013/12/03,45.025
2013/12/04,49.703
2013/12/05,63.028
2013/12/06,47.339
2013/12/07,52.325
2013/12/08,37.65
2013/12/09,38.978
2013/12/10,38.973
2013/12/11,36.889
2013/12/12,34.86
2013/12/13,37.408
2013/12/14,36.495
2013/12/15,31.957
2013/12/16,46.395
2013/12/17,44.839
2013/12/18,52.523
2013/12/19,42.144
2013/12/20,39.216
2013/12/21,30.114
2013/12/22,28.562
2013/12/23,30.319
2013/12/24,36.803
2013/12/25,51.87
2013/12/26,46.879
2013/12/27,42.127
2013/12/28,35.814
2013/12/29,33.132
2013/12/30,48.583
2013/12/31,45.254
2014/01/01,40.963
2014/01/02,55.719
2014/01/03,61.647
2014/01/04,53.236
2014/01/05,59.163
2014/01/06,63.768
