Date,confirmationtime7trx
2011/07/28,-0.48
2011/07/29,-0.481
2011/07/30,-0.348
2011/07/31,-0.386
2011/08/01,-0.4
2011/08/02,-0.288
2011/08/03,-0.165
2011/08/04,0.292
2011/08/05,0.66
2011/08/06,1.178
2011/08/07,1.584
2011/08/08,1.703
2011/08/09,1.535
2011/08/10,1.194
2011/08/11,0.986
2011/08/12,0.927
2011/08/13,0.935
2011/08/14,0.927
2011/08/15,0.938
2011/08/16,0.729
2011/08/17,0.573
2011/08/18,0.366
2011/08/19,0.315
2011/08/20,0.103
2011/08/21,-0.215
2011/08/22,-0.599
2011/08/23,-0.829
2011/08/24,-0.727
2011/08/25,-0.496
2011/08/26,-0.371
2011/08/27,0.005
2011/08/28,0.523
2011/08/29,0.702
2011/08/30,0.61
2011/08/31,0.326
2011/09/01,0.285
2011/09/02,0.056
2011/09/03,-0.112
2011/09/04,-0.103
2011/09/05,-0.248
2011/09/06,-0.387
2011/09/07,-0.335
2011/09/08,-0.118
2011/09/09,-0.139
2011/09/10,-0.029
2011/09/11,0.225
2011/09/12,0.39
2011/09/13,0.379
2011/09/14,0.25
2011/09/15,-0.009
2011/09/16,0.153
2011/09/17,0.26
2011/09/18,0.075
2011/09/19,0.132
2011/09/20,0.12
2011/09/21,0.016
2011/09/22,-0.13
2011/09/23,-0.106
2011/09/24,0.04
2011/09/25,0.116
2011/09/26,0.183
2011/09/27,0.245
2011/09/28,0.137
2011/09/29,0.231
2011/09/30,0.432
2011/10/01,0.381
2011/10/02,0.499
2011/10/03,0.368
2011/10/04,0.58
2011/10/05,0.462
2011/10/06,0.411
2011/10/07,0.271
2011/10/08,0.353
2011/10/09,0.398
2011/10/10,0.467
2011/10/11,1.066
2011/10/12,1.27
2011/10/13,1.652
2011/10/14,1.392
2011/10/15,0.951
2011/10/16,0.674
2011/10/17,0.513
2011/10/18,0.388
2011/10/19,0.139
2011/10/20,0.097
2011/10/21,0.065
2011/10/22,0.409
2011/10/23,0.669
2011/10/24,0.581
2011/10/25,0.331
2011/10/26,0.197
2011/10/27,0.397
2011/10/28,0.611
2011/10/29,0.661
2011/10/30,0.653
2011/10/31,0.363
2011/11/01,-0.176
2011/11/02,-0.767
2011/11/03,-1.011
2011/11/04,-1.276
2011/11/05,-1.488
2011/11/06,-1.609
2011/11/07,-1.53
2011/11/08,-1.52
2011/11/09,-1.621
2011/11/10,-1.559
2011/11/11,-1.143
2011/11/12,-0.904
2011/11/13,-0.776
2011/11/14,-0.694
2011/11/15,-0.831
2011/11/16,-0.744
2011/11/17,-0.608
2011/11/18,-0.391
2011/11/19,-0.033
2011/11/20,0.081
2011/11/21,0.394
2011/11/22,0.446
2011/11/23,0.442
2011/11/24,0.705
2011/11/25,0.717
2011/11/26,0.807
2011/11/27,0.992
2011/11/28,0.982
2011/11/29,0.748
2011/11/30,0.229
2011/12/01,-0.466
2011/12/02,-0.851
2011/12/03,-1.092
2011/12/04,-1.059
2011/12/05,-1.112
2011/12/06,-1.282
2011/12/07,-1.161
2011/12/08,-1.162
2011/12/09,-1.044
2011/12/10,-0.846
2011/12/11,-0.71
2011/12/12,-0.318
2011/12/13,0.061
2011/12/14,0.137
2011/12/15,0.613
2011/12/16,1.066
2011/12/17,1.008
2011/12/18,0.796
2011/12/19,0.4
2011/12/20,0.241
2011/12/21,0.038
2011/12/22,-0.143
2011/12/23,-0.222
2011/12/24,-0.274
2011/12/25,-0.556
2011/12/26,-0.907
2011/12/27,-0.947
2011/12/28,-0.932
2011/12/29,-0.702
2011/12/30,-0.449
2011/12/31,-0.313
2012/01/01,-0.264
2012/01/02,-0.236
2012/01/03,-0.295
2012/01/04,-0.279
2012/01/05,-0.208
2012/01/06,-0.344
2012/01/07,-0.639
2012/01/08,-0.785
2012/01/09,-0.843
2012/01/10,-0.604
2012/01/11,-0.396
2012/01/12,-0.248
2012/01/13,0.022
2012/01/14,0.187
2012/01/15,0.404
2012/01/16,0.246
2012/01/17,0.109
2012/01/18,0.348
2012/01/19,0.426
2012/01/20,0.472
2012/01/21,0.299
2012/01/22,0.356
2012/01/23,0.147
2012/01/24,0.166
2012/01/25,0.173
2012/01/26,0.285
2012/01/27,0.382
2012/01/28,0.406
2012/01/29,0.178
2012/01/30,-0.161
2012/01/31,-0.296
2012/02/01,-0.22
2012/02/02,-0.25
2012/02/03,-0.308
2012/02/04,-0.354
2012/02/05,-0.224
2012/02/06,-0.082
2012/02/07,0.151
2012/02/08,0.288
2012/02/09,0.358
2012/02/10,0.464
2012/02/11,0.426
2012/02/12,0.249
2012/02/13,0.263
2012/02/14,0.338
2012/02/15,0.47
2012/02/16,0.548
2012/02/17,0.429
2012/02/18,0.076
2012/02/19,-0.213
2012/02/20,-0.242
2012/02/21,-0.015
2012/02/22,-0.047
2012/02/23,-0.244
2012/02/24,-0.319
2012/02/25,-0.476
2012/02/26,-0.498
2012/02/27,-0.491
2012/02/28,-0.522
2012/02/29,-0.712
2012/03/01,-0.688
2012/03/02,-0.366
2012/03/03,0.37
2012/03/04,0.789
2012/03/05,0.895
2012/03/06,0.934
2012/03/07,0.737
2012/03/08,0.445
2012/03/09,0.049
2012/03/10,-0.305
2012/03/11,-0.263
2012/03/12,-0.385
2012/03/13,-0.501
2012/03/14,-0.347
2012/03/15,0.129
2012/03/16,0.263
2012/03/17,0.076
2012/03/18,-0.132
2012/03/19,-0.144
2012/03/20,-0.24
2012/03/21,-0.336
2012/03/22,-0.412
2012/03/23,-0.085
2012/03/24,-0.223
2012/03/25,-0.313
2012/03/26,-0.306
2012/03/27,-0.304
2012/03/28,-0.238
2012/03/29,-0.051
2012/03/30,0.017
2012/03/31,-0.122
2012/04/01,-0.049
2012/04/02,0.48
2012/04/03,0.843
2012/04/04,1.011
2012/04/05,1.342
2012/04/06,1.385
2012/04/07,1.37
2012/04/08,1.068
2012/04/09,0.724
2012/04/10,0.397
2012/04/11,0.185
2012/04/12,0.222
2012/04/13,0.409
2012/04/14,0.419
2012/04/15,0.811
2012/04/16,0.709
2012/04/17,0.565
2012/04/18,0.48
2012/04/19,0.145
2012/04/20,-0.216
2012/04/21,-0.531
2012/04/22,-0.634
2012/04/23,-0.566
2012/04/24,-0.461
2012/04/25,-0.212
2012/04/26,-0.245
2012/04/27,-0.182
2012/04/28,-0.265
2012/04/29,-0.608
2012/04/30,-1.004
2012/05/01,-1.287
2012/05/02,-1.289
2012/05/03,-1.215
2012/05/04,-1.138
2012/05/05,-1.106
2012/05/06,-1.057
2012/05/07,-1.043
2012/05/08,-1.081
2012/05/09,-1.037
2012/05/10,-0.527
2012/05/11,-0.068
2012/05/12,0.497
2012/05/13,0.842
2012/05/14,1.034
2012/05/15,1.233
2012/05/16,1.515
2012/05/17,1.836
2012/05/18,1.686
2012/05/19,1.303
2012/05/20,0.991
2012/05/21,0.894
2012/05/22,1.052
2012/05/23,1.05
2012/05/24,1.033
2012/05/25,1.05
2012/05/26,0.804
2012/05/27,0.322
2012/05/28,-0.03
2012/05/29,-0.089
2012/05/30,-0.076
2012/05/31,-0.114
2012/06/01,-0.305
2012/06/02,-0.596
2012/06/03,-0.819
2012/06/04,-0.986
2012/06/05,-1.015
2012/06/06,-1.024
2012/06/07,-0.864
2012/06/08,-0.663
2012/06/09,-0.74
2012/06/10,-0.877
2012/06/11,-0.755
2012/06/12,-0.694
2012/06/13,-0.599
2012/06/14,-0.554
2012/06/15,-0.557
2012/06/16,-0.544
2012/06/17,-0.591
2012/06/18,-0.738
2012/06/19,-0.639
2012/06/20,-0.415
2012/06/21,-0.056
2012/06/22,0.279
2012/06/23,0.271
2012/06/24,0.482
2012/06/25,0.471
2012/06/26,0.415
2012/06/27,0.206
2012/06/28,0.236
2012/06/29,0.253
2012/06/30,0.427
2012/07/01,0.507
2012/07/02,0.419
2012/07/03,0.194
2012/07/04,0.04
2012/07/05,0.002
2012/07/06,-0.094
2012/07/07,-0.296
2012/07/08,-0.391
2012/07/09,-0.512
2012/07/10,-0.495
2012/07/11,-0.228
2012/07/12,-0.078
2012/07/13,-0.124
2012/07/14,-0.228
2012/07/15,-0.116
2012/07/16,-0.041
2012/07/17,-0.194
2012/07/18,-0.266
2012/07/19,-0.062
2012/07/20,0.073
2012/07/21,0.237
2012/07/22,0.232
2012/07/23,0.303
2012/07/24,0.183
2012/07/25,0.009
2012/07/26,-0.24
2012/07/27,-0.549
2012/07/28,-0.612
2012/07/29,-0.674
2012/07/30,-0.799
2012/07/31,-0.434
2012/08/01,0.037
2012/08/02,0.138
2012/08/03,0.092
2012/08/04,0.046
2012/08/05,0.198
2012/08/06,0.392
2012/08/07,0.315
2012/08/08,0.114
2012/08/09,-0.142
2012/08/10,-0.254
2012/08/11,-0.393
2012/08/12,-0.437
2012/08/13,-0.436
2012/08/14,-0.38
2012/08/15,-0.397
2012/08/16,-0.312
2012/08/17,-0.006
2012/08/18,0.191
2012/08/19,0.032
2012/08/20,-0.192
2012/08/21,-0.397
2012/08/22,-0.402
2012/08/23,-0.401
2012/08/24,-0.219
2012/08/25,0.139
2012/08/26,0.098
2012/08/27,0.22
2012/08/28,0.319
2012/08/29,0.222
2012/08/30,0.188
2012/08/31,0.344
2012/09/01,0.319
2012/09/02,0.19
2012/09/03,0.101
2012/09/04,0.082
2012/09/05,-0.145
2012/09/06,-0.352
2012/09/07,-0.487
2012/09/08,-0.333
2012/09/09,-0.222
2012/09/10,-0.05
2012/09/11,0.178
2012/09/12,0.281
2012/09/13,0.616
2012/09/14,0.61
2012/09/15,0.642
2012/09/16,0.495
2012/09/17,0.229
2012/09/18,-0.04
2012/09/19,-0.003
2012/09/20,0.034
2012/09/21,-0.094
2012/09/22,-0.162
2012/09/23,-0.202
2012/09/24,-0.17
2012/09/25,0.049
2012/09/26,0.3
2012/09/27,0.294
2012/09/28,0.206
2012/09/29,0.003
2012/09/30,-0.136
2012/10/01,0.099
2012/10/02,0.265
2012/10/03,0.531
2012/10/04,0.814
2012/10/05,0.976
2012/10/06,0.834
2012/10/07,0.936
2012/10/08,0.558
2012/10/09,0.361
2012/10/10,0.189
2012/10/11,0.172
2012/10/12,0.1
2012/10/13,0.024
2012/10/14,0.211
2012/10/15,0.033
2012/10/16,-0.15
2012/10/17,-0.171
2012/10/18,-0.271
2012/10/19,-0.148
2012/10/20,-0.193
2012/10/21,-0.326
2012/10/22,-0.436
2012/10/23,-0.208
2012/10/24,-0.218
2012/10/25,-0.135
2012/10/26,-0.239
2012/10/27,-0.483
2012/10/28,-0.672
2012/10/29,-0.727
2012/10/30,-0.549
2012/10/31,-0.3
2012/11/01,0.03
2012/11/02,0.269
2012/11/03,0.392
2012/11/04,0.327
2012/11/05,0.161
2012/11/06,0.248
2012/11/07,0.18
2012/11/08,0.084
2012/11/09,0.01
2012/11/10,0.042
2012/11/11,0.08
2012/11/12,0.295
2012/11/13,0.442
2012/11/14,0.497
2012/11/15,0.578
2012/11/16,0.543
2012/11/17,0.513
2012/11/18,0.415
2012/11/19,0.297
2012/11/20,0.176
2012/11/21,0.018
2012/11/22,-0.049
2012/11/23,-0.248
2012/11/24,-0.359
2012/11/25,-0.359
2012/11/26,-0.416
2012/11/27,-0.393
2012/11/28,-0.55
2012/11/29,-0.705
2012/11/30,-0.366
2012/12/01,-0.329
2012/12/02,-0.188
2012/12/03,-0.066
2012/12/04,0.529
2012/12/05,1.045
2012/12/06,1.213
2012/12/07,1.293
2012/12/08,1.187
2012/12/09,1.158
2012/12/10,0.937
2012/12/11,0.648
2012/12/12,0.531
2012/12/13,0.481
2012/12/14,0.846
2012/12/15,1.133
2012/12/16,1.401
2012/12/17,1.268
2012/12/18,1.086
2012/12/19,0.701
2012/12/20,0.768
2012/12/21,0.695
2012/12/22,0.289
2012/12/23,0.132
2012/12/24,-0.02
2012/12/25,-0.051
2012/12/26,-0.335
2012/12/27,-0.695
2012/12/28,-1.124
2012/12/29,-1.3
2012/12/30,-1.511
2012/12/31,-1.625
2013/01/01,-1.691
2013/01/02,-1.627
2013/01/03,-1.57
2013/01/04,-1.422
2013/01/05,-1.109
2013/01/06,-0.797
2013/01/07,-0.737
2013/01/08,-0.423
2013/01/09,0
2013/01/10,0.196
2013/01/11,0.665
2013/01/12,1.078
2013/01/13,1.223
2013/01/14,0.955
2013/01/15,0.971
2013/01/16,0.944
2013/01/17,1.188
2013/01/18,1.319
2013/01/19,0.981
2013/01/20,0.747
2013/01/21,0.557
2013/01/22,0.275
2013/01/23,0.201
2013/01/24,-0.095
2013/01/25,-0.252
2013/01/26,-0.507
2013/01/27,-0.715
2013/01/28,-0.824
2013/01/29,-0.963
2013/01/30,-1.037
2013/01/31,-1.351
2013/02/01,-1.353
2013/02/02,-1.256
2013/02/03,-1.374
2013/02/04,-1.387
2013/02/05,-1.357
2013/02/06,-1.092
2013/02/07,-0.829
2013/02/08,-0.563
2013/02/09,-0.239
2013/02/10,-0.125
2013/02/11,-0.098
2013/02/12,0.109
2013/02/13,0.031
2013/02/14,0.033
2013/02/15,-0.183
2013/02/16,-0.527
2013/02/17,-0.86
2013/02/18,-0.909
2013/02/19,-0.795
2013/02/20,-0.893
2013/02/21,-0.928
2013/02/22,-0.868
2013/02/23,-0.707
2013/02/24,-0.434
2013/02/25,-0.54
2013/02/26,-0.492
2013/02/27,-0.598
2013/02/28,-0.544
2013/03/01,-0.253
2013/03/02,0.183
2013/03/03,0.424
2013/03/04,0.373
2013/03/05,0.626
2013/03/06,0.758
2013/03/07,0.753
2013/03/08,0.681
2013/03/09,0.496
2013/03/10,0.171
2013/03/11,-0.003
2013/03/12,0.247
2013/03/13,0.368
2013/03/14,0.21
2013/03/15,0.016
2013/03/16,-0.188
2013/03/17,-0.599
2013/03/18,-0.906
2013/03/19,-0.953
2013/03/20,-1.163
2013/03/21,-1.438
2013/03/22,-1.744
2013/03/23,-1.935
2013/03/24,-1.835
2013/03/25,-1.128
2013/03/26,-0.324
2013/03/27,0.687
2013/03/28,0.986
2013/03/29,1.001
2013/03/30,0.89
2013/03/31,0.77
2013/04/01,0.415
2013/04/02,0.144
2013/04/03,-0.002
2013/04/04,0.14
2013/04/05,0.333
2013/04/06,0.458
2013/04/07,0.518
2013/04/08,0.626
2013/04/09,0.522
2013/04/10,0.22
2013/04/11,0.149
2013/04/12,0.058
2013/04/13,0.028
2013/04/14,0.171
2013/04/15,0.247
2013/04/16,0.161
2013/04/17,0.07
2013/04/18,0.24
2013/04/19,0.619
2013/04/20,0.802
2013/04/21,0.651
2013/04/22,0.596
2013/04/23,0.43
2013/04/24,0.295
2013/04/25,0.099
2013/04/26,-0.086
2013/04/27,0.005
2013/04/28,-0.092
2013/04/29,-0.229
2013/04/30,-0.113
2013/05/01,0.071
2013/05/02,0.467
2013/05/03,0.838
2013/05/04,0.868
2013/05/05,0.683
2013/05/06,0.42
2013/05/07,0.142
2013/05/08,-0.074
2013/05/09,-0.221
2013/05/10,-0.383
2013/05/11,-0.6
2013/05/12,-0.686
2013/05/13,-0.744
2013/05/14,-0.583
2013/05/15,-0.19
2013/05/16,0.158
2013/05/17,0.291
2013/05/18,0.434
2013/05/19,0.474
2013/05/20,0.794
2013/05/21,0.881
2013/05/22,0.792
2013/05/23,0.47
2013/05/24,0.138
2013/05/25,-0.114
2013/05/26,-0.274
2013/05/27,-0.477
2013/05/28,-0.503
2013/05/29,-0.534
2013/05/30,-0.646
2013/05/31,-0.734
2013/06/01,-1.044
2013/06/02,-1.309
2013/06/03,-1.584
2013/06/04,-1.805
2013/06/05,-1.753
2013/06/06,-1.537
2013/06/07,-1.066
2013/06/08,-0.727
2013/06/09,-0.271
2013/06/10,0.015
2013/06/11,0.13
2013/06/12,-0.025
2013/06/13,-0.142
2013/06/14,-0.173
2013/06/15,-0.097
2013/06/16,-0.091
2013/06/17,0.305
2013/06/18,0.866
2013/06/19,1.444
2013/06/20,1.664
2013/06/21,1.525
2013/06/22,1.168
2013/06/23,0.866
2013/06/24,0.778
2013/06/25,0.701
2013/06/26,0.471
2013/06/27,0.268
2013/06/28,0.087
2013/06/29,-0.059
2013/06/30,-0.009
2013/07/01,0.074
2013/07/02,0.199
2013/07/03,0.038
2013/07/04,-0.058
2013/07/05,-0.286
2013/07/06,-0.538
2013/07/07,-0.748
2013/07/08,-0.942
2013/07/09,-1.036
2013/07/10,-1.131
2013/07/11,-1.033
2013/07/12,-0.648
2013/07/13,-0.22
2013/07/14,0.013
2013/07/15,0.203
2013/07/16,0.34
2013/07/17,0.248
2013/07/18,0.281
2013/07/19,0.259
2013/07/20,0.087
2013/07/21,-0.217
2013/07/22,-0.248
2013/07/23,0.121
2013/07/24,0.385
2013/07/25,0.704
2013/07/26,0.782
2013/07/27,0.583
2013/07/28,0.406
2013/07/29,0.172
2013/07/30,-0.193
2013/07/31,-0.505
2013/08/01,-0.641
2013/08/02,-0.788
2013/08/03,-0.727
2013/08/04,-0.654
2013/08/05,-0.657
2013/08/06,-0.69
2013/08/07,-0.69
2013/08/08,-0.803
2013/08/09,-0.867
2013/08/10,-0.991
2013/08/11,-1.147
2013/08/12,-1.278
2013/08/13,-1.121
2013/08/14,-0.7
2013/08/15,-0.236
2013/08/16,0.198
2013/08/17,0.342
2013/08/18,0.303
2013/08/19,0.335
2013/08/20,0.273
2013/08/21,0.129
2013/08/22,-0.165
2013/08/23,-0.337
2013/08/24,-0.32
2013/08/25,0.119
2013/08/26,0.491
2013/08/27,0.734
2013/08/28,0.783
2013/08/29,0.638
2013/08/30,0.308
2013/08/31,-0.163
2013/09/01,-0.608
2013/09/02,-0.932
2013/09/03,-0.998
2013/09/04,-0.642
2013/09/05,-0.306
2013/09/06,-0.081
2013/09/07,0.505
2013/09/08,0.982
2013/09/09,0.894
2013/09/10,0.664
2013/09/11,0.336
2013/09/12,-0.074
2013/09/13,-0.394
2013/09/14,-0.714
2013/09/15,-0.706
2013/09/16,-0.264
2013/09/17,0.035
2013/09/18,0.364
2013/09/19,0.414
2013/09/20,0.256
2013/09/21,0.117
2013/09/22,-0.1
2013/09/23,-0.362
2013/09/24,-0.611
2013/09/25,-0.77
2013/09/26,-0.467
2013/09/27,-0.167
2013/09/28,0.096
2013/09/29,0.37
2013/09/30,0.671
2013/10/01,0.692
2013/10/02,0.55
2013/10/03,0.294
2013/10/04,0.18
2013/10/05,-0.145
2013/10/06,-0.264
2013/10/07,0.015
2013/10/08,0.363
2013/10/09,0.497
2013/10/10,0.403
2013/10/11,0.28
2013/10/12,-0.049
2013/10/13,-0.455
2013/10/14,-0.976
2013/10/15,-1.505
2013/10/16,-1.678
2013/10/17,-1.282
2013/10/18,-0.904
2013/10/19,-0.797
2013/10/20,-0.648
2013/10/21,-0.581
2013/10/22,-0.756
2013/10/23,-0.86
2013/10/24,-0.866
2013/10/25,-0.942
2013/10/26,-0.626
2013/10/27,-0.146
2013/10/28,0.373
2013/10/29,0.989
2013/10/30,1.163
2013/10/31,0.983
2013/11/01,0.696
2013/11/02,0.444
2013/11/03,0.32
2013/11/04,0.239
2013/11/05,0.375
2013/11/06,0.693
2013/11/07,1.268
2013/11/08,1.981
2013/11/09,2.372
2013/11/10,2.255
2013/11/11,1.78
2013/11/12,1.115
