Date,top100cap30wma
2011/04/20,28.842
2011/04/21,28.859
2011/04/22,28.873
2011/04/23,28.866
2011/04/24,28.852
2011/04/25,28.839
2011/04/26,28.825
2011/04/27,28.813
2011/04/28,28.792
2011/04/29,28.749
2011/04/30,28.783
2011/05/01,28.817
2011/05/02,28.846
2011/05/03,28.881
2011/05/04,28.926
2011/05/05,28.966
2011/05/06,28.988
2011/05/07,29.009
2011/05/08,29.02
2011/05/09,29.028
2011/05/10,29.034
2011/05/11,29.059
2011/05/12,29.093
2011/05/13,29.146
2011/05/14,29.197
2011/05/15,29.271
2011/05/16,29.347
2011/05/17,29.416
2011/05/18,29.489
2011/05/19,29.551
2011/05/20,29.603
2011/05/21,29.707
2011/05/22,29.803
2011/05/23,29.874
2011/05/24,29.936
2011/05/25,29.989
2011/05/26,30.035
2011/05/27,30.085
2011/05/28,30.13
2011/05/29,30.174
2011/05/30,30.214
2011/05/31,30.249
2011/06/01,30.282
2011/06/02,30.318
2011/06/03,30.358
2011/06/04,30.391
2011/06/05,30.424
2011/06/06,30.437
2011/06/07,30.436
2011/06/08,30.387
2011/06/09,30.33
2011/06/10,30.257
2011/06/11,30.194
2011/06/12,30.259
2011/06/13,30.332
2011/06/14,30.353
2011/06/15,30.364
2011/06/16,30.359
2011/06/17,30.339
2011/06/18,30.314
2011/06/19,30.336
2011/06/20,30.353
2011/06/21,30.366
2011/06/22,30.375
2011/06/23,30.425
2011/06/24,30.465
2011/06/25,30.486
2011/06/26,30.496
2011/06/27,30.523
2011/06/28,30.532
2011/06/29,30.522
2011/06/30,30.497
2011/07/01,30.477
2011/07/02,30.454
2011/07/03,30.428
2011/07/04,30.399
2011/07/05,30.375
2011/07/06,30.352
2011/07/07,30.327
2011/07/08,30.3
2011/07/09,30.268
2011/07/10,30.229
2011/07/11,30.187
2011/07/12,30.141
2011/07/13,30.095
2011/07/14,30.05
2011/07/15,30.004
2011/07/16,29.959
2011/07/17,29.913
2011/07/18,29.884
2011/07/19,29.85
2011/07/20,29.816
2011/07/21,29.779
2011/07/22,29.74
2011/07/23,29.701
2011/07/24,29.665
2011/07/25,29.628
2011/07/26,29.59
2011/07/27,29.549
2011/07/28,29.502
2011/07/29,29.458
2011/07/30,29.413
2011/07/31,29.362
2011/08/01,29.303
2011/08/02,29.247
2011/08/03,29.191
2011/08/04,29.149
2011/08/05,29.104
2011/08/06,29.086
2011/08/07,29.077
2011/08/08,29.088
2011/08/09,29.094
2011/08/10,29.098
2011/08/11,29.102
2011/08/12,29.104
2011/08/13,29.102
2011/08/14,29.095
2011/08/15,29.089
2011/08/16,29.08
2011/08/17,29.096
2011/08/18,29.111
2011/08/19,29.125
2011/08/20,29.138
2011/08/21,29.148
2011/08/22,29.159
2011/08/23,29.168
2011/08/24,29.182
2011/08/25,29.153
2011/08/26,29.125
2011/08/27,29.126
2011/08/28,29.124
2011/08/29,29.119
2011/08/30,29.112
2011/08/31,29.103
2011/09/01,29.095
2011/09/02,29.085
2011/09/03,29.07
2011/09/04,29.056
2011/09/05,29.039
2011/09/06,29.02
2011/09/07,29.03
2011/09/08,29.038
2011/09/09,29.053
2011/09/10,29.067
2011/09/11,29.145
2011/09/12,29.232
2011/09/13,29.314
2011/09/14,29.389
2011/09/15,29.459
2011/09/16,29.526
2011/09/17,29.588
2011/09/18,29.649
2011/09/19,29.704
2011/09/20,29.752
2011/09/21,29.83
2011/09/22,29.899
2011/09/23,29.961
2011/09/24,30.021
2011/09/25,30.07
2011/09/26,30.112
2011/09/27,30.15
2011/09/28,30.184
2011/09/29,30.214
2011/09/30,30.239
2011/10/01,30.259
2011/10/02,30.276
2011/10/03,30.287
2011/10/04,30.294
2011/10/05,30.297
2011/10/06,30.294
2011/10/07,30.295
2011/10/08,30.292
2011/10/09,30.285
2011/10/10,30.275
2011/10/11,30.261
2011/10/12,30.245
2011/10/13,30.231
2011/10/14,30.215
2011/10/15,30.198
2011/10/16,30.18
2011/10/17,30.156
2011/10/18,30.128
2011/10/19,30.101
2011/10/20,30.071
2011/10/21,30.045
2011/10/22,30.015
2011/10/23,29.986
2011/10/24,29.957
2011/10/25,29.928
2011/10/26,29.9
2011/10/27,29.872
2011/10/28,29.844
2011/10/29,29.836
2011/10/30,29.829
2011/10/31,29.819
2011/11/01,29.807
2011/11/02,29.795
2011/11/03,29.792
2011/11/04,29.787
2011/11/05,29.78
2011/11/06,29.772
2011/11/07,29.764
2011/11/08,29.748
2011/11/09,29.727
2011/11/10,29.708
2011/11/11,29.689
2011/11/12,29.67
2011/11/13,29.651
2011/11/14,29.631
2011/11/15,29.61
2011/11/16,29.594
2011/11/17,29.574
2011/11/18,29.544
2011/11/19,29.521
2011/11/20,29.491
2011/11/21,29.461
2011/11/22,29.429
2011/11/23,29.396
2011/11/24,29.364
2011/11/25,29.332
2011/11/26,29.298
2011/11/27,29.264
2011/11/28,29.262
2011/11/29,29.261
2011/11/30,29.248
2011/12/01,29.236
2011/12/02,29.221
2011/12/03,29.202
2011/12/04,29.181
2011/12/05,29.159
2011/12/06,29.129
2011/12/07,29.096
2011/12/08,28.938
2011/12/09,28.581
2011/12/10,28.231
2011/12/11,27.879
2011/12/12,27.529
2011/12/13,27.191
2011/12/14,26.866
2011/12/15,26.553
2011/12/16,26.252
2011/12/17,25.964
2011/12/18,25.688
2011/12/19,25.423
2011/12/20,25.198
2011/12/21,24.982
2011/12/22,24.777
2011/12/23,24.583
2011/12/24,24.399
2011/12/25,24.227
2011/12/26,24.067
2011/12/27,23.915
2011/12/28,23.775
2011/12/29,23.647
2011/12/30,23.531
2011/12/31,23.427
2012/01/01,23.336
2012/01/02,23.256
2012/01/03,23.188
2012/01/04,23.132
2012/01/05,23.091
2012/01/06,23.058
2012/01/07,23.035
2012/01/08,23.019
2012/01/09,23.029
2012/01/10,23.038
2012/01/11,23.046
2012/01/12,23.052
2012/01/13,23.06
2012/01/14,23.073
2012/01/15,23.083
2012/01/16,23.09
2012/01/17,23.096
2012/01/18,23.105
2012/01/19,23.131
2012/01/20,23.155
2012/01/21,23.18
2012/01/22,23.206
2012/01/23,23.229
2012/01/24,23.25
2012/01/25,23.275
2012/01/26,23.296
2012/01/27,23.316
2012/01/28,23.335
2012/01/29,23.358
2012/01/30,23.379
2012/01/31,23.4
2012/02/01,23.418
2012/02/02,23.438
2012/02/03,23.453
2012/02/04,23.473
2012/02/05,23.49
2012/02/06,23.504
2012/02/07,23.515
2012/02/08,23.523
2012/02/09,23.529
2012/02/10,23.534
2012/02/11,23.531
2012/02/12,23.526
2012/02/13,23.537
2012/02/14,23.581
2012/02/15,23.549
2012/02/16,23.501
2012/02/17,23.449
2012/02/18,23.392
2012/02/19,23.337
2012/02/20,23.281
2012/02/21,23.232
2012/02/22,23.182
2012/02/23,23.133
2012/02/24,23.082
2012/02/25,23.068
2012/02/26,23.054
2012/02/27,23.039
2012/02/28,23.032
2012/02/29,23.018
2012/03/01,23.007
2012/03/02,22.999
2012/03/03,22.982
2012/03/04,22.964
2012/03/05,22.947
2012/03/06,22.93
2012/03/07,22.917
2012/03/08,22.903
2012/03/09,22.89
2012/03/10,22.878
2012/03/11,22.868
2012/03/12,22.854
2012/03/13,22.839
2012/03/14,22.83
2012/03/15,22.83
2012/03/16,22.832
2012/03/17,22.833
2012/03/18,22.834
2012/03/19,22.833
2012/03/20,22.833
2012/03/21,22.829
2012/03/22,22.819
2012/03/23,22.813
2012/03/24,22.804
2012/03/25,22.822
2012/03/26,22.837
2012/03/27,22.849
2012/03/28,22.868
2012/03/29,22.886
2012/03/30,22.901
2012/03/31,22.913
2012/04/01,22.925
2012/04/02,22.943
2012/04/03,22.953
2012/04/04,22.978
2012/04/05,23.008
2012/04/06,23.058
2012/04/07,23.104
2012/04/08,23.148
2012/04/09,23.161
2012/04/10,23.173
2012/04/11,23.184
2012/04/12,23.196
2012/04/13,23.199
2012/04/14,23.199
2012/04/15,23.205
2012/04/16,23.23
2012/04/17,23.268
2012/04/18,23.305
2012/04/19,23.345
2012/04/20,23.396
2012/04/21,23.443
2012/04/22,23.494
2012/04/23,23.541
2012/04/24,23.585
2012/04/25,23.617
2012/04/26,23.655
2012/04/27,23.689
2012/04/28,23.72
2012/04/29,23.738
2012/04/30,23.752
2012/05/01,23.765
2012/05/02,23.773
2012/05/03,23.779
2012/05/04,23.779
2012/05/05,23.783
2012/05/06,23.824
2012/05/07,23.868
2012/05/08,23.907
2012/05/09,23.952
2012/05/10,23.998
2012/05/11,24.064
2012/05/12,24.12
2012/05/13,24.173
2012/05/14,24.221
2012/05/15,24.271
2012/05/16,24.328
2012/05/17,24.396
2012/05/18,24.463
2012/05/19,24.522
2012/05/20,24.581
2012/05/21,24.638
2012/05/22,24.709
2012/05/23,24.781
2012/05/24,24.854
2012/05/25,24.926
2012/05/26,24.994
2012/05/27,25.057
2012/05/28,25.117
2012/05/29,25.174
2012/05/30,25.231
2012/05/31,25.265
2012/06/01,25.261
2012/06/02,25.253
2012/06/03,25.244
2012/06/04,25.227
2012/06/05,25.204
2012/06/06,25.182
2012/06/07,25.157
2012/06/08,25.13
2012/06/09,25.127
2012/06/10,25.117
2012/06/11,25.098
2012/06/12,25.076
2012/06/13,25.071
2012/06/14,25.06
2012/06/15,25.043
2012/06/16,25.028
2012/06/17,25.006
2012/06/18,24.99
2012/06/19,24.976
2012/06/20,24.961
2012/06/21,24.948
2012/06/22,24.936
2012/06/23,24.922
2012/06/24,24.918
2012/06/25,24.902
2012/06/26,24.882
2012/06/27,24.872
2012/06/28,24.878
2012/06/29,24.879
2012/06/30,24.883
2012/07/01,24.891
2012/07/02,24.888
2012/07/03,24.887
2012/07/04,24.897
2012/07/05,24.904
2012/07/06,24.912
2012/07/07,24.918
2012/07/08,24.923
2012/07/09,24.924
2012/07/10,24.923
2012/07/11,24.927
2012/07/12,24.956
2012/07/13,24.975
2012/07/14,24.991
2012/07/15,25.007
2012/07/16,25.011
2012/07/17,25.009
2012/07/18,25.005
2012/07/19,24.994
2012/07/20,24.983
2012/07/21,24.97
2012/07/22,24.955
2012/07/23,24.941
2012/07/24,24.92
2012/07/25,24.906
2012/07/26,24.897
2012/07/27,24.886
2012/07/28,24.873
2012/07/29,24.867
2012/07/30,24.857
2012/07/31,24.845
2012/08/01,24.838
2012/08/02,24.823
2012/08/03,24.807
2012/08/04,24.792
2012/08/05,24.776
2012/08/06,24.763
2012/08/07,24.751
2012/08/08,24.735
2012/08/09,24.712
2012/08/10,24.69
2012/08/11,24.663
2012/08/12,24.638
2012/08/13,24.606
2012/08/14,24.582
2012/08/15,24.561
2012/08/16,24.543
2012/08/17,24.523
2012/08/18,24.502
2012/08/19,24.452
2012/08/20,24.377
2012/08/21,24.292
2012/08/22,24.194
2012/08/23,24.097
2012/08/24,23.99
2012/08/25,23.88
2012/08/26,23.776
2012/08/27,23.664
2012/08/28,23.553
2012/08/29,23.437
2012/08/30,23.306
2012/08/31,23.179
2012/09/01,23.048
2012/09/02,22.915
2012/09/03,22.788
2012/09/04,22.664
2012/09/05,22.531
2012/09/06,22.397
2012/09/07,22.26
2012/09/08,22.127
2012/09/09,21.998
2012/09/10,21.87
2012/09/11,21.733
2012/09/12,21.592
2012/09/13,21.448
2012/09/14,21.301
2012/09/15,21.155
2012/09/16,21.009
2012/09/17,20.865
2012/09/18,20.727
2012/09/19,20.579
2012/09/20,20.437
2012/09/21,20.326
2012/09/22,20.213
2012/09/23,20.1
2012/09/24,19.995
2012/09/25,19.893
2012/09/26,19.797
2012/09/27,19.709
2012/09/28,19.626
2012/09/29,19.552
2012/09/30,19.483
2012/10/01,19.418
2012/10/02,19.361
2012/10/03,19.309
2012/10/04,19.265
2012/10/05,19.228
2012/10/06,19.193
2012/10/07,19.162
2012/10/08,19.125
2012/10/09,19.094
2012/10/10,19.073
2012/10/11,19.057
2012/10/12,19.041
2012/10/13,19.026
2012/10/14,19.014
2012/10/15,19.004
2012/10/16,19.004
2012/10/17,19.004
2012/10/18,19.003
2012/10/19,19.004
2012/10/20,19.005
2012/10/21,19.023
2012/10/22,19.061
2012/10/23,19.093
2012/10/24,19.124
2012/10/25,19.15
2012/10/26,19.178
2012/10/27,19.202
2012/10/28,19.223
2012/10/29,19.241
2012/10/30,19.281
2012/10/31,19.309
2012/11/01,19.337
2012/11/02,19.358
2012/11/03,19.382
2012/11/04,19.406
2012/11/05,19.426
2012/11/06,19.447
2012/11/07,19.462
2012/11/08,19.473
2012/11/09,19.482
2012/11/10,19.49
2012/11/11,19.499
2012/11/12,19.503
2012/11/13,19.506
2012/11/14,19.506
2012/11/15,19.509
2012/11/16,19.515
2012/11/17,19.529
2012/11/18,19.541
2012/11/19,19.553
2012/11/20,19.566
2012/11/21,19.587
2012/11/22,19.61
2012/11/23,19.631
2012/11/24,19.647
2012/11/25,19.661
2012/11/26,19.656
2012/11/27,19.676
2012/11/28,19.7
2012/11/29,19.723
2012/11/30,19.748
2012/12/01,19.773
2012/12/02,19.796
2012/12/03,19.824
2012/12/04,19.843
2012/12/05,19.859
2012/12/06,19.873
2012/12/07,19.887
2012/12/08,19.9
2012/12/09,19.906
2012/12/10,19.913
2012/12/11,19.916
2012/12/12,19.916
2012/12/13,19.904
2012/12/14,19.886
2012/12/15,19.869
2012/12/16,19.848
2012/12/17,19.83
2012/12/18,19.804
2012/12/19,19.785
2012/12/20,19.763
2012/12/21,19.736
2012/12/22,19.709
2012/12/23,19.683
2012/12/24,19.656
2012/12/25,19.629
2012/12/26,19.607
2012/12/27,19.586
2012/12/28,19.568
2012/12/29,19.554
2012/12/30,19.544
2012/12/31,19.533
2013/01/01,19.525
2013/01/02,19.523
2013/01/03,19.523
2013/01/04,19.518
2013/01/05,19.515
2013/01/06,19.516
2013/01/07,19.52
2013/01/08,19.51
2013/01/09,19.5
2013/01/10,19.489
2013/01/11,19.481
2013/01/12,19.473
2013/01/13,19.46
2013/01/14,19.445
2013/01/15,19.43
2013/01/16,19.415
2013/01/17,19.399
2013/01/18,19.384
2013/01/19,19.37
2013/01/20,19.358
2013/01/21,19.344
2013/01/22,19.332
2013/01/23,19.325
2013/01/24,19.31
2013/01/25,19.299
2013/01/26,19.298
2013/01/27,19.298
2013/01/28,19.298
2013/01/29,19.301
2013/01/30,19.309
2013/01/31,19.315
2013/02/01,19.322
2013/02/02,19.326
2013/02/03,19.33
2013/02/04,19.333
2013/02/05,19.338
2013/02/06,19.341
2013/02/07,19.346
2013/02/08,19.35
2013/02/09,19.35
2013/02/10,19.352
2013/02/11,19.355
2013/02/12,19.362
2013/02/13,19.369
2013/02/14,19.375
2013/02/15,19.378
2013/02/16,19.381
2013/02/17,19.371
2013/02/18,19.361
2013/02/19,19.351
2013/02/20,19.352
2013/02/21,19.351
2013/02/22,19.355
2013/02/23,19.355
2013/02/24,19.347
2013/02/25,19.337
2013/02/26,19.33
2013/02/27,19.322
2013/02/28,19.315
2013/03/01,19.307
2013/03/02,19.303
2013/03/03,19.304
2013/03/04,19.308
2013/03/05,19.308
2013/03/06,19.312
2013/03/07,19.316
2013/03/08,19.327
2013/03/09,19.339
2013/03/10,19.344
2013/03/11,19.351
2013/03/12,19.359
2013/03/13,19.367
2013/03/14,19.377
2013/03/15,19.38
2013/03/16,19.384
2013/03/17,19.387
2013/03/18,19.387
2013/03/19,19.387
2013/03/20,19.39
2013/03/21,19.392
2013/03/22,19.391
2013/03/23,19.39
2013/03/24,19.391
2013/03/25,19.396
2013/03/26,19.41
2013/03/27,19.429
2013/03/28,19.449
2013/03/29,19.478
2013/03/30,19.512
2013/03/31,19.537
2013/04/01,19.568
2013/04/02,19.602
2013/04/03,19.632
2013/04/04,19.661
2013/04/05,19.678
2013/04/06,19.695
2013/04/07,19.706
2013/04/08,19.712
2013/04/09,19.718
2013/04/10,19.728
2013/04/11,19.764
2013/04/12,19.795
2013/04/13,19.825
2013/04/14,19.854
2013/04/15,19.897
2013/04/16,19.946
2013/04/17,19.985
2013/04/18,20.024
2013/04/19,20.06
2013/04/20,20.102
2013/04/21,20.14
2013/04/22,20.175
2013/04/23,20.208
2013/04/24,20.225
2013/04/25,20.244
2013/04/26,20.264
2013/04/27,20.267
2013/04/28,20.269
2013/04/29,20.263
2013/04/30,20.258
2013/05/01,20.257
2013/05/02,20.26
2013/05/03,20.263
2013/05/04,20.264
2013/05/05,20.263
2013/05/06,20.256
2013/05/07,20.248
2013/05/08,20.242
2013/05/09,20.235
2013/05/10,20.222
2013/05/11,20.207
2013/05/12,20.191
2013/05/13,20.175
2013/05/14,20.16
2013/05/15,20.147
2013/05/16,20.141
2013/05/17,20.133
2013/05/18,20.127
2013/05/19,20.12
2013/05/20,20.115
2013/05/21,20.109
2013/05/22,20.107
2013/05/23,20.104
2013/05/24,20.105
2013/05/25,20.09
2013/05/26,20.076
2013/05/27,20.068
2013/05/28,20.061
2013/05/29,20.051
2013/05/30,20.042
2013/05/31,20.029
2013/06/01,20.017
2013/06/02,20.006
2013/06/03,19.99
2013/06/04,19.974
2013/06/05,19.965
2013/06/06,19.952
2013/06/07,19.94
2013/06/08,19.931
2013/06/09,19.927
2013/06/10,19.923
2013/06/11,19.917
2013/06/12,19.917
2013/06/13,19.918
2013/06/14,19.92
2013/06/15,19.922
2013/06/16,19.927
2013/06/17,19.933
2013/06/18,19.939
2013/06/19,19.947
2013/06/20,19.954
2013/06/21,19.963
2013/06/22,19.969
2013/06/23,19.978
2013/06/24,19.987
2013/06/25,19.992
2013/06/26,19.998
2013/06/27,20.006
2013/06/28,20.015
2013/06/29,20.027
2013/06/30,20.038
2013/07/01,20.053
2013/07/02,20.069
2013/07/03,20.086
2013/07/04,20.107
2013/07/05,20.132
2013/07/06,20.163
2013/07/07,20.192
2013/07/08,20.224
2013/07/09,20.254
2013/07/10,20.281
2013/07/11,20.308
2013/07/12,20.328
2013/07/13,20.341
2013/07/14,20.349
2013/07/15,20.354
2013/07/16,20.356
2013/07/17,20.361
2013/07/18,20.386
2013/07/19,20.403
2013/07/20,20.416
2013/07/21,20.429
2013/07/22,20.442
2013/07/23,20.45
2013/07/24,20.459
2013/07/25,20.466
2013/07/26,20.471
2013/07/27,20.476
2013/07/28,20.481
2013/07/29,20.491
2013/07/30,20.502
2013/07/31,20.519
2013/08/01,20.531
2013/08/02,20.542
2013/08/03,20.547
2013/08/04,20.551
2013/08/05,20.551
2013/08/06,20.553
2013/08/07,20.557
2013/08/08,20.563
2013/08/09,20.566
2013/08/10,20.565
2013/08/11,20.572
2013/08/12,20.593
2013/08/13,20.619
2013/08/14,20.639
2013/08/15,20.653
2013/08/16,20.66
2013/08/17,20.656
2013/08/18,20.653
2013/08/19,20.65
2013/08/20,20.639
2013/08/21,20.624
2013/08/22,20.61
2013/08/23,20.587
2013/08/24,20.564
2013/08/25,20.542
2013/08/26,20.519
2013/08/27,20.492
2013/08/28,20.469
2013/08/29,20.435
2013/08/30,20.403
2013/08/31,20.371
2013/09/01,20.336
2013/09/02,20.3
2013/09/03,20.266
2013/09/04,20.237
2013/09/05,20.201
2013/09/06,20.166
2013/09/07,20.132
2013/09/08,20.099
2013/09/09,20.059
2013/09/10,20.02
2013/09/11,19.981
2013/09/12,19.942
2013/09/13,19.904
2013/09/14,19.868
2013/09/15,19.834
2013/09/16,19.797
2013/09/17,19.764
2013/09/18,19.73
2013/09/19,19.708
2013/09/20,19.688
2013/09/21,19.669
2013/09/22,19.641
2013/09/23,19.618
2013/09/24,19.593
2013/09/25,19.569
2013/09/26,19.548
2013/09/27,19.531
2013/09/28,19.516
2013/09/29,19.505
2013/09/30,19.495
2013/10/01,19.488
2013/10/02,19.495
2013/10/03,19.514
2013/10/04,19.532
2013/10/05,19.552
2013/10/06,19.569
2013/10/07,19.585
2013/10/08,19.601
2013/10/09,19.615
2013/10/10,19.627
2013/10/11,19.646
2013/10/12,19.666
2013/10/13,19.685
2013/10/14,19.701
2013/10/15,19.716
2013/10/16,19.727
2013/10/17,19.735
2013/10/18,19.75
2013/10/19,19.765
2013/10/20,19.779
2013/10/21,19.785
2013/10/22,19.785
2013/10/23,19.784
2013/10/24,19.78
2013/10/25,19.843
2013/10/26,19.906
2013/10/27,19.966
2013/10/28,20.022
2013/10/29,20.075
2013/10/30,20.128
2013/10/31,20.179
2013/11/01,20.229
2013/11/02,20.276
2013/11/03,20.324
2013/11/04,20.4
2013/11/05,20.478
2013/11/06,20.556
2013/11/07,20.631
2013/11/08,20.704
2013/11/09,20.772
2013/11/10,20.837
2013/11/11,20.897
2013/11/12,20.953
2013/11/13,21.001
2013/11/14,21.047
2013/11/15,21.087
2013/11/16,21.126
2013/11/17,21.162
2013/11/18,21.196
2013/11/19,21.23
2013/11/20,21.259
2013/11/21,21.281
2013/11/22,21.346
2013/11/23,21.386
2013/11/24,21.421
2013/11/25,21.45
2013/11/26,21.472
2013/11/27,21.488
2013/11/28,21.506
2013/11/29,21.512
2013/11/30,21.511
2013/12/01,21.509
2013/12/02,21.504
2013/12/03,21.499
2013/12/04,21.491
2013/12/05,21.48
2013/12/06,21.478
2013/12/07,21.476
2013/12/08,21.472
2013/12/09,21.469
2013/12/10,21.48
2013/12/11,21.503
2013/12/12,21.527
2013/12/13,21.554
2013/12/14,21.575
2013/12/15,21.594
2013/12/16,21.612
2013/12/17,21.628
2013/12/18,21.644
2013/12/19,21.659
2013/12/20,21.671
2013/12/21,21.677
2013/12/22,21.68
2013/12/23,21.683
2013/12/24,21.688
2013/12/25,21.669
2013/12/26,21.65
2013/12/27,21.631
2013/12/28,21.612
2013/12/29,21.593
2013/12/30,21.577
2013/12/31,21.56
2014/01/01,21.527
2014/01/02,21.495
2014/01/03,21.466
2014/01/04,21.44
2014/01/05,21.412
2014/01/06,21.387
