Date,difficulty30trx
2010/07/17,1.745
2010/07/18,2.287
2010/07/19,2.941
2010/07/20,3.649
2010/07/21,4.359
2010/07/22,5.027
2010/07/23,5.622
2010/07/24,6.123
2010/07/25,6.521
2010/07/26,6.814
2010/07/27,7.073
2010/07/28,7.283
2010/07/29,7.433
2010/07/30,7.52
2010/07/31,7.546
2010/08/01,7.516
2010/08/02,7.436
2010/08/03,7.317
2010/08/04,7.164
2010/08/05,6.994
2010/08/06,6.862
2010/08/07,6.746
2010/08/08,6.636
2010/08/09,6.523
2010/08/10,6.402
2010/08/11,6.273
2010/08/12,6.133
2010/08/13,5.985
2010/08/14,5.829
2010/08/15,5.678
2010/08/16,5.566
2010/08/17,5.476
2010/08/18,5.397
2010/08/19,5.322
2010/08/20,5.245
2010/08/21,5.163
2010/08/22,5.075
2010/08/23,4.98
2010/08/24,4.878
2010/08/25,4.769
2010/08/26,4.655
2010/08/27,4.556
2010/08/28,4.465
2010/08/29,4.378
2010/08/30,4.292
2010/08/31,4.206
2010/09/01,4.118
2010/09/02,4.029
2010/09/03,3.936
2010/09/04,3.842
2010/09/05,3.745
2010/09/06,3.647
2010/09/07,3.548
2010/09/08,3.455
2010/09/09,3.369
2010/09/10,3.287
2010/09/11,3.208
2010/09/12,3.131
2010/09/13,3.055
2010/09/14,2.98
2010/09/15,2.905
2010/09/16,2.831
2010/09/17,2.756
2010/09/18,2.682
2010/09/19,2.621
2010/09/20,2.573
2010/09/21,2.532
2010/09/22,2.497
2010/09/23,2.466
2010/09/24,2.436
2010/09/25,2.407
2010/09/26,2.377
2010/09/27,2.345
2010/09/28,2.317
2010/09/29,2.309
2010/09/30,2.316
2010/10/01,2.332
2010/10/02,2.353
2010/10/03,2.376
2010/10/04,2.398
2010/10/05,2.417
2010/10/06,2.432
2010/10/07,2.442
2010/10/08,2.446
2010/10/09,2.444
2010/10/10,2.437
2010/10/11,2.424
2010/10/12,2.407
2010/10/13,2.386
2010/10/14,2.363
2010/10/15,2.336
2010/10/16,2.306
2010/10/17,2.272
2010/10/18,2.236
2010/10/19,2.197
2010/10/20,2.155
2010/10/21,2.133
2010/10/22,2.13
2010/10/23,2.141
2010/10/24,2.161
2010/10/25,2.186
2010/10/26,2.212
2010/10/27,2.238
2010/10/28,2.261
2010/10/29,2.28
2010/10/30,2.296
2010/10/31,2.332
2010/11/01,2.383
2010/11/02,2.441
2010/11/03,2.5
2010/11/04,2.559
2010/11/05,2.612
2010/11/06,2.659
2010/11/07,2.697
2010/11/08,2.727
2010/11/09,2.76
2010/11/10,2.812
2010/11/11,2.875
2010/11/12,2.942
2010/11/13,3.007
2010/11/14,3.066
2010/11/15,3.117
2010/11/16,3.157
2010/11/17,3.187
2010/11/18,3.211
2010/11/19,3.262
2010/11/20,3.327
2010/11/21,3.398
2010/11/22,3.467
2010/11/23,3.529
2010/11/24,3.582
2010/11/25,3.622
2010/11/26,3.649
2010/11/27,3.662
2010/11/28,3.661
2010/11/29,3.648
2010/11/30,3.625
2010/12/01,3.604
2010/12/02,3.581
2010/12/03,3.555
2010/12/04,3.524
2010/12/05,3.488
2010/12/06,3.446
2010/12/07,3.397
2010/12/08,3.344
2010/12/09,3.286
2010/12/10,3.258
2010/12/11,3.25
2010/12/12,3.253
2010/12/13,3.262
2010/12/14,3.271
2010/12/15,3.279
2010/12/16,3.281
2010/12/17,3.278
2010/12/18,3.267
2010/12/19,3.249
2010/12/20,3.224
2010/12/21,3.193
2010/12/22,3.167
2010/12/23,3.144
2010/12/24,3.12
2010/12/25,3.094
2010/12/26,3.065
2010/12/27,3.032
2010/12/28,2.995
2010/12/29,2.953
2010/12/30,2.908
2010/12/31,2.859
2011/01/01,2.806
2011/01/02,2.75
2011/01/03,2.697
2011/01/04,2.647
2011/01/05,2.599
2011/01/06,2.551
2011/01/07,2.504
2011/01/08,2.457
2011/01/09,2.409
2011/01/10,2.36
2011/01/11,2.31
2011/01/12,2.26
2011/01/13,2.208
2011/01/14,2.156
2011/01/15,2.106
2011/01/16,2.06
2011/01/17,2.019
2011/01/18,1.98
2011/01/19,1.943
2011/01/20,1.906
2011/01/21,1.871
2011/01/22,1.835
2011/01/23,1.799
2011/01/24,1.764
2011/01/25,1.727
2011/01/26,1.691
2011/01/27,1.659
2011/01/28,1.633
2011/01/29,1.613
2011/01/30,1.596
2011/01/31,1.581
2011/02/01,1.567
2011/02/02,1.553
2011/02/03,1.54
2011/02/04,1.526
2011/02/05,1.51
2011/02/06,1.494
2011/02/07,1.477
2011/02/08,1.464
2011/02/09,1.456
2011/02/10,1.451
2011/02/11,1.449
2011/02/12,1.447
2011/02/13,1.445
2011/02/14,1.443
2011/02/15,1.439
2011/02/16,1.434
2011/02/17,1.428
2011/02/18,1.433
2011/02/19,1.451
2011/02/20,1.477
2011/02/21,1.509
2011/02/22,1.543
2011/02/23,1.578
2011/02/24,1.612
2011/02/25,1.644
2011/02/26,1.672
2011/02/27,1.709
2011/02/28,1.766
2011/03/01,1.837
2011/03/02,1.915
2011/03/03,1.995
2011/03/04,2.075
2011/03/05,2.151
2011/03/06,2.22
2011/03/07,2.281
2011/03/08,2.333
2011/03/09,2.385
2011/03/10,2.448
2011/03/11,2.518
2011/03/12,2.588
2011/03/13,2.655
2011/03/14,2.715
2011/03/15,2.768
2011/03/16,2.81
2011/03/17,2.842
2011/03/18,2.864
2011/03/19,2.875
2011/03/20,2.875
2011/03/21,2.866
2011/03/22,2.849
2011/03/23,2.823
2011/03/24,2.789
2011/03/25,2.744
2011/03/26,2.69
2011/03/27,2.628
2011/03/28,2.56
2011/03/29,2.488
2011/03/30,2.413
2011/03/31,2.336
2011/04/01,2.258
2011/04/02,2.18
2011/04/03,2.102
2011/04/04,2.025
2011/04/05,1.95
2011/04/06,1.884
2011/04/07,1.825
2011/04/08,1.772
2011/04/09,1.723
2011/04/10,1.679
2011/04/11,1.637
2011/04/12,1.597
2011/04/13,1.559
2011/04/14,1.523
2011/04/15,1.487
2011/04/16,1.452
2011/04/17,1.418
2011/04/18,1.387
2011/04/19,1.361
2011/04/20,1.338
2011/04/21,1.318
2011/04/22,1.299
2011/04/23,1.281
2011/04/24,1.264
2011/04/25,1.247
2011/04/26,1.23
2011/04/27,1.213
2011/04/28,1.195
2011/04/29,1.176
2011/04/30,1.164
2011/05/01,1.157
2011/05/02,1.153
