Date,sentbyaddress90std
2010/07/17,1376
2010/07/18,1376
2010/07/19,1377
2010/07/20,1378
2010/07/21,1378
2010/07/22,1378
2010/07/23,1377
2010/07/24,1378
2010/07/25,1411
2010/07/26,1410
2010/07/27,1410
2010/07/28,1409
2010/07/29,1408
2010/07/30,1407
2010/07/31,1407
2010/08/01,1406
2010/08/02,1405
2010/08/03,1405
2010/08/04,1404
2010/08/05,1403
2010/08/06,1402
2010/08/07,1402
2010/08/08,1401
2010/08/09,1400
2010/08/10,1399
2010/08/11,1397
2010/08/12,1396
2010/08/13,1395
2010/08/14,1393
2010/08/15,1393
2010/08/16,1392
2010/08/17,1391
2010/08/18,1391
2010/08/19,1390
2010/08/20,1389
2010/08/21,1389
2010/08/22,1388
2010/08/23,1388
2010/08/24,1387
2010/08/25,1387
2010/08/26,1386
2010/08/27,1386
2010/08/28,1385
2010/08/29,1385
2010/08/30,1384
2010/08/31,1383
2010/09/01,1382
2010/09/02,1381
2010/09/03,1380
2010/09/04,1380
2010/09/05,1379
2010/09/06,1379
2010/09/07,1378
2010/09/08,1377
2010/09/09,1377
2010/09/10,1376
2010/09/11,1376
2010/09/12,1375
2010/09/13,1374
2010/09/14,1373
2010/09/15,1372
2010/09/16,1371
2010/09/17,1370
2010/09/18,1369
2010/09/19,1369
2010/09/20,1368
2010/09/21,1370
2010/09/22,1370
2010/09/23,1369
2010/09/24,1367
2010/09/25,1366
2010/09/26,1364
2010/09/27,1363
2010/09/28,1362
2010/09/29,1364
2010/09/30,1362
2010/10/01,1361
2010/10/02,1359
2010/10/03,1358
2010/10/04,1356
2010/10/05,1354
2010/10/06,1352
2010/10/07,1351
2010/10/08,1350
2010/10/09,1349
2010/10/10,1279
2010/10/11,1264
2010/10/12,447.036
2010/10/13,416.108
2010/10/14,391.033
2010/10/15,391.115
2010/10/16,391.18
2010/10/17,390.38
2010/10/18,390.677
2010/10/19,416.764
2010/10/20,425.678
2010/10/21,427.817
2010/10/22,429.446
2010/10/23,321.553
2010/10/24,324.332
2010/10/25,324.418
2010/10/26,326.456
2010/10/27,330.893
2010/10/28,331.236
2010/10/29,329.405
2010/10/30,328.648
2010/10/31,329.225
2010/11/01,328.011
2010/11/02,329.672
2010/11/03,329.273
2010/11/04,329.628
2010/11/05,327.242
2010/11/06,327.133
2010/11/07,327.13
2010/11/08,326.044
2010/11/09,325.794
2010/11/10,325.361
2010/11/11,325.005
2010/11/12,326.407
2010/11/13,324.113
2010/11/14,324.189
2010/11/15,837.284
2010/11/16,990.645
2010/11/17,989.754
2010/11/18,989.62
2010/11/19,989.435
2010/11/20,988.873
2010/11/21,988.294
2010/11/22,988.047
2010/11/23,987.822
2010/11/24,986.918
2010/11/25,985.506
2010/11/26,987.165
2010/11/27,985.364
2010/11/28,984.378
2010/11/29,983.991
2010/11/30,983.376
2010/12/01,981.699
2010/12/02,980.649
2010/12/03,979.011
2010/12/04,977.787
2010/12/05,976.13
2010/12/06,974.116
2010/12/07,972.951
2010/12/08,971.636
2010/12/09,970.293
2010/12/10,968.894
2010/12/11,968.577
2010/12/12,969.074
2010/12/13,969.225
2010/12/14,969.885
2010/12/15,969.711
2010/12/16,968.157
2010/12/17,966.886
2010/12/18,965.15
2010/12/19,964.784
2010/12/20,966.982
2010/12/21,966.815
2010/12/22,967.69
2010/12/23,967.904
2010/12/24,967.906
2010/12/25,968.152
2010/12/26,968.784
2010/12/27,968.114
2010/12/28,966.711
2010/12/29,965.577
2010/12/30,965.87
2010/12/31,965.912
2011/01/01,966.425
2011/01/02,965.988
2011/01/03,968.04
2011/01/04,968.395
2011/01/05,970.406
2011/01/06,969.534
2011/01/07,970.655
2011/01/08,976.236
2011/01/09,978.357
2011/01/10,981.65
2011/01/11,985.842
2011/01/12,985.939
2011/01/13,987.314
2011/01/14,988.796
2011/01/15,991.46
2011/01/16,995.424
2011/01/17,994
2011/01/18,996.276
2011/01/19,1001
2011/01/20,1004
2011/01/21,1015
2011/01/22,1030
2011/01/23,1036
2011/01/24,1050
2011/01/25,1052
2011/01/26,1055
2011/01/27,1055
2011/01/28,1059
2011/01/29,1068
2011/01/30,1143
2011/01/31,1150
2011/02/01,1149
2011/02/02,1145
2011/02/03,1141
2011/02/04,1139
2011/02/05,1135
2011/02/06,1133
2011/02/07,1128
2011/02/08,1124
2011/02/09,1127
2011/02/10,1175
2011/02/11,1242
2011/02/12,1274
2011/02/13,1124
2011/02/14,1089
2011/02/15,1141
2011/02/16,1172
2011/02/17,1219
2011/02/18,1260
2011/02/19,1271
2011/02/20,1294
2011/02/21,1318
2011/02/22,1358
2011/02/23,1402
2011/02/24,1438
2011/02/25,1459
2011/02/26,1472
2011/02/27,1497
2011/02/28,1500
2011/03/01,1570
2011/03/02,1582
2011/03/03,1659
2011/03/04,1664
2011/03/05,1671
2011/03/06,1676
2011/03/07,1682
2011/03/08,1711
2011/03/09,1716
2011/03/10,1708
2011/03/11,1708
2011/03/12,1711
2011/03/13,1709
2011/03/14,1702
2011/03/15,1707
2011/03/16,1700
2011/03/17,1694
2011/03/18,1685
2011/03/19,1680
2011/03/20,1734
2011/03/21,1764
2011/03/22,1770
2011/03/23,1886
2011/03/24,1888
2011/03/25,1890
2011/03/26,1916
2011/03/27,1935
2011/03/28,1960
2011/03/29,1969
2011/03/30,1955
2011/03/31,1949
2011/04/01,1931
2011/04/02,1910
2011/04/03,1898
2011/04/04,1896
2011/04/05,1892
2011/04/06,1873
2011/04/07,1853
2011/04/08,1842
2011/04/09,1826
2011/04/10,1810
2011/04/11,1799
2011/04/12,1783
2011/04/13,1776
2011/04/14,1836
2011/04/15,1819
2011/04/16,1802
2011/04/17,1786
2011/04/18,1797
2011/04/19,1845
2011/04/20,1845
2011/04/21,1830
2011/04/22,1820
2011/04/23,1809
2011/04/24,1800
2011/04/25,1786
2011/04/26,1810
2011/04/27,1897
2011/04/28,1910
2011/04/29,1957
2011/04/30,2095
2011/05/01,2162
2011/05/02,2157
2011/05/03,2145
2011/05/04,2126
2011/05/05,2140
2011/05/06,2144
2011/05/07,2163
2011/05/08,2136
2011/05/09,2138
2011/05/10,2142
2011/05/11,2168
2011/05/12,2203
2011/05/13,2288
2011/05/14,2391
2011/05/15,2452
2011/05/16,2595
2011/05/17,2721
2011/05/18,2949
2011/05/19,3082
2011/05/20,3197
2011/05/21,3323
2011/05/22,3459
2011/05/23,3623
2011/05/24,3812
2011/05/25,4032
2011/05/26,4270
2011/05/27,4324
2011/05/28,4397
2011/05/29,4440
2011/05/30,4554
2011/05/31,4682
2011/06/01,4863
2011/06/02,5064
2011/06/03,5377
2011/06/04,5735
2011/06/05,6020
2011/06/06,6428
2011/06/07,6697
2011/06/08,7276
2011/06/09,7885
2011/06/10,8319
2011/06/11,8681
2011/06/12,9173
2011/06/13,9540
2011/06/14,10133
2011/06/15,10551
2011/06/16,10969
2011/06/17,11232
2011/06/18,11493
2011/06/19,11772
2011/06/20,11970
2011/06/21,12131
2011/06/22,12343
2011/06/23,12467
2011/06/24,12615
2011/06/25,12696
2011/06/26,12770
2011/06/27,12975
2011/06/28,13072
2011/06/29,13119
2011/06/30,13128
2011/07/01,13144
2011/07/02,13086
2011/07/03,13055
2011/07/04,13049
2011/07/05,13017
2011/07/06,13011
2011/07/07,12937
2011/07/08,12858
2011/07/09,12748
2011/07/10,12646
2011/07/11,12597
2011/07/12,12500
2011/07/13,12464
2011/07/14,12362
2011/07/15,12234
2011/07/16,12121
2011/07/17,12016
2011/07/18,11941
2011/07/19,11833
2011/07/20,11682
2011/07/21,11516
2011/07/22,11369
2011/07/23,11191
2011/07/24,11028
2011/07/25,10910
2011/07/26,10807
2011/07/27,10653
2011/07/28,10514
2011/07/29,10405
2011/07/30,10283
2011/07/31,10102
2011/08/01,9915
2011/08/02,9728
2011/08/03,9556
2011/08/04,9376
2011/08/05,9205
2011/08/06,8998
2011/08/07,8816
2011/08/08,8602
2011/08/09,8374
2011/08/10,8136
2011/08/11,7950
2011/08/12,7786
2011/08/13,7575
2011/08/14,7420
2011/08/15,7255
2011/08/16,7147
2011/08/17,7000
2011/08/18,6848
2011/08/19,6704
2011/08/20,6577
2011/08/21,6461
2011/08/22,6358
2011/08/23,6293
2011/08/24,6245
2011/08/25,6071
2011/08/26,5912
2011/08/27,5762
2011/08/28,5720
2011/08/29,5620
2011/08/30,5545
2011/08/31,5510
2011/09/01,5530
2011/09/02,5569
2011/09/03,5643
2011/09/04,5670
2011/09/05,5702
2011/09/06,5649
2011/09/07,5577
2011/09/08,5576
2011/09/09,5559
2011/09/10,5491
2011/09/11,5459
2011/09/12,5195
2011/09/13,5055
2011/09/14,4870
2011/09/15,4790
2011/09/16,4732
2011/09/17,4656
2011/09/18,4591
2011/09/19,4560
2011/09/20,4384
2011/09/21,4304
2011/09/22,4240
2011/09/23,4235
2011/09/24,4253
2011/09/25,4039
2011/09/26,3941
2011/09/27,3902
2011/09/28,3873
2011/09/29,3846
2011/09/30,3898
2011/10/01,3957
2011/10/02,3977
2011/10/03,3942
2011/10/04,3837
2011/10/05,3841
2011/10/06,3837
2011/10/07,3872
2011/10/08,3930
2011/10/09,3864
2011/10/10,3880
2011/10/11,3827
2011/10/12,3787
2011/10/13,3850
2011/10/14,3820
2011/10/15,3832
2011/10/16,3843
2011/10/17,3800
2011/10/18,3805
2011/10/19,3835
2011/10/20,3844
2011/10/21,3882
2011/10/22,3900
2011/10/23,3812
2011/10/24,3769
2011/10/25,3752
2011/10/26,3734
2011/10/27,3781
2011/10/28,3824
2011/10/29,3792
2011/10/30,3793
2011/10/31,3721
2011/11/01,3714
2011/11/02,3682
2011/11/03,3672
2011/11/04,3671
2011/11/05,3675
2011/11/06,3696
2011/11/07,3574
2011/11/08,3486
2011/11/09,3441
2011/11/10,3424
2011/11/11,3413
2011/11/12,3382
2011/11/13,3320
2011/11/14,3142
2011/11/15,3097
2011/11/16,3038
2011/11/17,3019
2011/11/18,2999
2011/11/19,3026
2011/11/20,3002
2011/11/21,3033
2011/11/22,3024
2011/11/23,3022
2011/11/24,3032
2011/11/25,3050
2011/11/26,3117
2011/11/27,3089
2011/11/28,3002
2011/11/29,2930
2011/11/30,2874
2011/12/01,2829
2011/12/02,2820
2011/12/03,2764
2011/12/04,2726
2011/12/05,2562
2011/12/06,2508
2011/12/07,2476
2011/12/08,2397
2011/12/09,2393
2011/12/10,2364
2011/12/11,2334
2011/12/12,2339
2011/12/13,2343
2011/12/14,2307
2011/12/15,2345
2011/12/16,2379
2011/12/17,2397
2011/12/18,2388
2011/12/19,2251
2011/12/20,2141
2011/12/21,2131
2011/12/22,2105
2011/12/23,2099
2011/12/24,2140
2011/12/25,2142
2011/12/26,2125
2011/12/27,2115
2011/12/28,2133
2011/12/29,2128
2011/12/30,2149
2011/12/31,2174
2012/01/01,2155
2012/01/02,2151
2012/01/03,2129
2012/01/04,2101
2012/01/05,2112
2012/01/06,2124
2012/01/07,2121
2012/01/08,2110
2012/01/09,2086
2012/01/10,2082
2012/01/11,2117
2012/01/12,2098
2012/01/13,2104
2012/01/14,2125
2012/01/15,2111
2012/01/16,2135
2012/01/17,2151
2012/01/18,2160
2012/01/19,2178
2012/01/20,2189
2012/01/21,2186
2012/01/22,2180
2012/01/23,2179
2012/01/24,2203
2012/01/25,2277
2012/01/26,2285
2012/01/27,2285
2012/01/28,2282
2012/01/29,2286
2012/01/30,2287
2012/01/31,2312
2012/02/01,2322
2012/02/02,2321
2012/02/03,2357
2012/02/04,2392
2012/02/05,2408
2012/02/06,2398
2012/02/07,2385
2012/02/08,2376
2012/02/09,2413
2012/02/10,2474
2012/02/11,2496
2012/02/12,2500
2012/02/13,2543
2012/02/14,2686
2012/02/15,2796
2012/02/16,2915
2012/02/17,2884
2012/02/18,2866
2012/02/19,2828
2012/02/20,2815
2012/02/21,2801
2012/02/22,2792
2012/02/23,2837
2012/02/24,2809
2012/02/25,2780
2012/02/26,2778
2012/02/27,2782
2012/02/28,2799
2012/02/29,2812
2012/03/01,2826
2012/03/02,2859
2012/03/03,2853
2012/03/04,2863
2012/03/05,2866
2012/03/06,2868
2012/03/07,2868
2012/03/08,2871
2012/03/09,2868
2012/03/10,2845
2012/03/11,2815
2012/03/12,2785
2012/03/13,2801
