Date,activeaddresses14rsi
2010/07/17,48.356
2010/07/18,48.838
2010/07/19,49.087
2010/07/20,48.78
2010/07/21,48.303
2010/07/22,47.224
2010/07/23,47.543
2010/07/24,49.474
2010/07/25,56.006
2010/07/26,50.613
2010/07/27,48.012
2010/07/28,47.466
2010/07/29,46.608
2010/07/30,46.997
2010/07/31,46.284
2010/08/01,47.437
2010/08/02,47.495
2010/08/03,50.444
2010/08/04,48.394
2010/08/05,49.199
2010/08/06,47.556
2010/08/07,46.412
2010/08/08,47.185
2010/08/09,49.362
2010/08/10,47.326
2010/08/11,48.672
2010/08/12,47.243
2010/08/13,50.67
2010/08/14,47.173
2010/08/15,45.528
2010/08/16,50.227
2010/08/17,46.748
2010/08/18,49.869
2010/08/19,46.622
2010/08/20,49.209
2010/08/21,47.503
2010/08/22,48.376
2010/08/23,49.423
2010/08/24,49.087
2010/08/25,46.912
2010/08/26,49.675
2010/08/27,47.006
2010/08/28,47.593
2010/08/29,45.134
2010/08/30,47.925
2010/08/31,52.137
2010/09/01,49.474
2010/09/02,48.259
2010/09/03,47.361
2010/09/04,46.303
2010/09/05,48.743
2010/09/06,47.85
2010/09/07,45.244
2010/09/08,49.164
2010/09/09,48.35
2010/09/10,49.14
2010/09/11,46.103
2010/09/12,53.985
2010/09/13,54.167
2010/09/14,52.446
2010/09/15,52.38
2010/09/16,53.115
2010/09/17,61.875
2010/09/18,48.376
2010/09/19,50.788
2010/09/20,52.123
2010/09/21,62.968
2010/09/22,58.062
2010/09/23,58.26
2010/09/24,51.881
2010/09/25,52.299
2010/09/26,47.326
2010/09/27,60.32
2010/09/28,66.283
2010/09/29,55.768
2010/09/30,46.826
2010/10/01,50.046
2010/10/02,49.021
2010/10/03,47.339
2010/10/04,50.008
2010/10/05,47.928
2010/10/06,47.721
2010/10/07,46.904
2010/10/08,50.287
2010/10/09,49.011
2010/10/10,46.452
2010/10/11,46.641
2010/10/12,47.018
2010/10/13,53.616
2010/10/14,47.037
2010/10/15,45.936
2010/10/16,53.693
2010/10/17,49.741
2010/10/18,53.696
2010/10/19,61.423
2010/10/20,56.47
2010/10/21,52.63
2010/10/22,52.185
2010/10/23,49.386
2010/10/24,49.726
2010/10/25,47.6
2010/10/26,50.238
2010/10/27,55.544
2010/10/28,52.676
2010/10/29,49.226
2010/10/30,45.208
2010/10/31,43.45
2010/11/01,44.123
2010/11/02,41.19
2010/11/03,44.505
2010/11/04,45.447
2010/11/05,51.565
2010/11/06,45.77
2010/11/07,48.234
2010/11/08,64.51
2010/11/09,47.618
2010/11/10,47.666
2010/11/11,46.895
2010/11/12,44.641
2010/11/13,46.97
2010/11/14,52.592
2010/11/15,78.83
2010/11/16,67.042
2010/11/17,47.208
2010/11/18,46.969
2010/11/19,47.029
2010/11/20,48.043
2010/11/21,47.864
2010/11/22,46.892
2010/11/23,47.202
2010/11/24,49.857
2010/11/25,49.407
2010/11/26,52.015
2010/11/27,48.474
2010/11/28,47.399
2010/11/29,49.419
2010/11/30,48.357
2010/12/01,51.74
2010/12/02,48.484
2010/12/03,49.283
2010/12/04,47.535
2010/12/05,47.132
2010/12/06,47.68
2010/12/07,53.147
2010/12/08,49.86
2010/12/09,48.933
2010/12/10,46.224
2010/12/11,52.412
2010/12/12,54.039
2010/12/13,59.794
2010/12/14,51.959
2010/12/15,51.261
2010/12/16,49.392
2010/12/17,47.303
2010/12/18,48.258
2010/12/19,51.752
2010/12/20,56.841
2010/12/21,51.057
2010/12/22,52.741
2010/12/23,49.812
2010/12/24,47.348
2010/12/25,50.873
2010/12/26,50.103
2010/12/27,51.932
2010/12/28,49.993
2010/12/29,49.273
2010/12/30,51.186
2010/12/31,47.5
2011/01/01,51.023
2011/01/02,50.493
2011/01/03,56.924
2011/01/04,50.419
2011/01/05,57.899
2011/01/06,51.09
2011/01/07,52.564
2011/01/08,55.932
2011/01/09,54.228
2011/01/10,55.112
2011/01/11,57.015
2011/01/12,51.146
2011/01/13,58.105
2011/01/14,56.329
2011/01/15,52.721
2011/01/16,54.649
2011/01/17,50.959
2011/01/18,52.216
2011/01/19,54.593
2011/01/20,52.584
2011/01/21,61.207
2011/01/22,64.284
2011/01/23,58.475
2011/01/24,60.318
2011/01/25,48.937
2011/01/26,51.217
2011/01/27,52.307
2011/01/28,52.932
2011/01/29,58.989
2011/01/30,70.736
2011/01/31,55.845
2011/02/01,52.035
2011/02/02,47.304
2011/02/03,44.988
2011/02/04,47.964
2011/02/05,48.163
2011/02/06,46.581
2011/02/07,46.653
2011/02/08,47.095
2011/02/09,56.038
2011/02/10,68.652
2011/02/11,72.997
2011/02/12,60.925
2011/02/13,60.562
2011/02/14,66.021
2011/02/15,58.746
2011/02/16,54.809
2011/02/17,58.388
2011/02/18,59.18
2011/02/19,52.534
2011/02/20,54.714
2011/02/21,55.593
2011/02/22,59.252
2011/02/23,59.377
2011/02/24,58.001
2011/02/25,55.072
2011/02/26,56.571
2011/02/27,57.057
2011/02/28,50.039
2011/03/01,66.111
2011/03/02,53.554
2011/03/03,60.053
2011/03/04,49.694
2011/03/05,51.53
2011/03/06,49.781
2011/03/07,50.355
2011/03/08,53.193
2011/03/09,49.95
2011/03/10,46.939
2011/03/11,47.914
2011/03/12,49.271
2011/03/13,46.849
2011/03/14,46.907
2011/03/15,50.242
2011/03/16,49.134
2011/03/17,49.664
2011/03/18,48.456
2011/03/19,49.288
2011/03/20,60.06
2011/03/21,61.465
2011/03/22,53.565
2011/03/23,69.571
2011/03/24,53.263
2011/03/25,52.105
2011/03/26,55.267
2011/03/27,54.934
2011/03/28,57.694
2011/03/29,53.427
2011/03/30,47.893
2011/03/31,50.654
2011/04/01,46.006
2011/04/02,46.157
2011/04/03,48.17
2011/04/04,53.903
2011/04/05,51.944
2011/04/06,49.257
2011/04/07,46.63
2011/04/08,48.146
2011/04/09,47.926
2011/04/10,47.227
2011/04/11,51.326
2011/04/12,53.257
