Date,mining_profitability3trx
2010/10/17,1.599
2010/10/18,-0.058
2010/10/19,0.122
2010/10/20,0.108
2010/10/21,-5.755
2010/10/22,-8.112
2010/10/23,-7.343
2010/10/24,-3.96
2010/10/25,-3.227
2010/10/26,1.623
2010/10/27,4.923
2010/10/28,8.303
2010/10/29,7.973
2010/10/30,8.159
2010/10/31,-0.032
2010/11/01,-2.993
2010/11/02,-3.789
2010/11/03,-3.349
2010/11/04,-0.956
2010/11/05,2.038
2010/11/06,8.808
2010/11/07,14.377
2010/11/08,9.577
2010/11/09,-1.214
2010/11/10,-7.326
2010/11/11,-10.198
2010/11/12,-10.577
2010/11/13,-5.38
2010/11/14,-2.086
2010/11/15,-2.457
2010/11/16,-2.64
2010/11/17,-2.845
2010/11/18,-3.527
2010/11/19,-7.859
2010/11/20,-8.155
2010/11/21,-5.969
2010/11/22,-3.272
2010/11/23,-2.829
2010/11/24,-0.868
2010/11/25,1.135
2010/11/26,0.152
2010/11/27,-1.233
2010/11/28,-1.098
2010/11/29,-1.006
2010/11/30,-4.318
2010/12/01,-6.304
2010/12/02,-6.359
2010/12/03,-4.727
2010/12/04,-3.124
2010/12/05,-3.639
2010/12/06,-3.66
2010/12/07,-2.825
2010/12/08,-1.083
2010/12/09,-2.637
2010/12/10,-7.663
2010/12/11,-8.074
2010/12/12,-7.876
2010/12/13,-7.58
2010/12/14,-3.138
2010/12/15,0.365
2010/12/16,-0.007
2010/12/17,-0.438
2010/12/18,0.087
2010/12/19,1.529
2010/12/20,0.144
2010/12/21,1.098
2010/12/22,-2.39
2010/12/23,-3.124
2010/12/24,-2.859
2010/12/25,-1.408
2010/12/26,-1.194
2010/12/27,0.226
2010/12/28,0.512
2010/12/29,1.172
2010/12/30,2.704
2010/12/31,2.477
2011/01/01,2.598
2011/01/02,1.535
2011/01/03,-1.429
2011/01/04,-2.369
2011/01/05,-1.546
2011/01/06,-2.252
2011/01/07,0.624
2011/01/08,0.72
2011/01/09,1.64
2011/01/10,0.791
2011/01/11,1.581
2011/01/12,0.968
2011/01/13,1.035
2011/01/14,2.008
2011/01/15,1.122
2011/01/16,1.234
2011/01/17,0.637
2011/01/18,-2.847
2011/01/19,-3.375
2011/01/20,-1.197
2011/01/21,0.193
2011/01/22,3.182
2011/01/23,4.048
2011/01/24,4.658
2011/01/25,2.025
2011/01/26,0.628
2011/01/27,-1.864
2011/01/28,-2.605
2011/01/29,-1.579
2011/01/30,-1.244
2011/01/31,2.116
2011/02/01,4.376
2011/02/02,7.772
2011/02/03,8.697
2011/02/04,9.932
2011/02/05,8.598
2011/02/06,7.953
2011/02/07,7.514
2011/02/08,2.116
2011/02/09,1.958
2011/02/10,1.566
2011/02/11,1.087
2011/02/12,1.137
2011/02/13,1.142
2011/02/14,0.844
2011/02/15,1.679
2011/02/16,1.428
2011/02/17,-0.334
2011/02/18,-4.457
2011/02/19,-8.466
2011/02/20,-8.364
2011/02/21,-8.168
2011/02/22,-6.814
2011/02/23,-3.837
2011/02/24,-2.69
2011/02/25,-1.211
2011/02/26,0.842
2011/02/27,-3.28
2011/02/28,-8.174
2011/03/01,-9.696
2011/03/02,-7.177
2011/03/03,-4.171
2011/03/04,-2.215
2011/03/05,-0.676
2011/03/06,-1.629
2011/03/07,-4.21
2011/03/08,-4.042
2011/03/09,-4.643
2011/03/10,-7.201
2011/03/11,-6.166
2011/03/12,-3.923
2011/03/13,-4.125
2011/03/14,-2.965
2011/03/15,-1.467
2011/03/16,-0.999
2011/03/17,-0.364
2011/03/18,-2.658
2011/03/19,-3.078
2011/03/20,-1.996
2011/03/21,-1.713
2011/03/22,-2.797
2011/03/23,0.791
2011/03/24,0.859
2011/03/25,4.814
2011/03/26,3.031
2011/03/27,1.349
2011/03/28,1.864
2011/03/29,0.512
2011/03/30,-0.266
2011/03/31,0.256
2011/04/01,-1.051
2011/04/02,-1.223
2011/04/03,-0.81
2011/04/04,-1.639
2011/04/05,-2.098
2011/04/06,-4.495
2011/04/07,-4.666
2011/04/08,-2.77
2011/04/09,-2.702
2011/04/10,-1.432
2011/04/11,-0.782
2011/04/12,0.278
2011/04/13,2.517
2011/04/14,3.264
2011/04/15,3.32
2011/04/16,5.569
2011/04/17,6.321
2011/04/18,3.454
2011/04/19,3.31
2011/04/20,1.309
2011/04/21,0.035
2011/04/22,2.772
2011/04/23,5.637
2011/04/24,6.995
2011/04/25,7.477
2011/04/26,5.44
2011/04/27,4.443
2011/04/28,5.838
2011/04/29,10.227
2011/04/30,11.134
2011/05/01,9.069
2011/05/02,6.76
2011/05/03,4.979
2011/05/04,4.356
2011/05/05,3.671
2011/05/06,2.7
2011/05/07,1.813
2011/05/08,2.893
2011/05/09,2.278
2011/05/10,-1.265
2011/05/11,0.83
2011/05/12,2.12
2011/05/13,7.978
2011/05/14,9.754
2011/05/15,5.78
2011/05/16,5.405
2011/05/17,4.205
2011/05/18,1.978
2011/05/19,-5.718
2011/05/20,-8.825
2011/05/21,-9.751
2011/05/22,-8.559
2011/05/23,-4.948
2011/05/24,-2.158
2011/05/25,0.356
2011/05/26,-0.065
2011/05/27,-6.642
2011/05/28,-8.928
2011/05/29,-7.486
2011/05/30,-6.483
2011/05/31,-4.778
2011/06/01,-0.872
2011/06/02,1.091
2011/06/03,5.253
2011/06/04,12.982
2011/06/05,13.912
2011/06/06,9.28
2011/06/07,5.02
2011/06/08,7.737
2011/06/09,10.804
2011/06/10,7.532
2011/06/11,1.777
2011/06/12,-4.177
2011/06/13,-5.462
2011/06/14,-4.041
2011/06/15,-4.907
2011/06/16,-9.388
2011/06/17,-11.063
2011/06/18,-10.407
2011/06/19,-8.139
2011/06/20,-6.093
2011/06/21,-3.892
2011/06/22,-3.013
2011/06/23,-2.458
2011/06/24,-5.174
2011/06/25,-8.523
2011/06/26,-8.988
2011/06/27,-7.271
2011/06/28,-5.593
2011/06/29,-4.145
2011/06/30,-2.634
2011/07/01,-3.546
2011/07/02,-3.755
2011/07/03,-3.12
2011/07/04,-2.286
2011/07/05,-4.213
2011/07/06,-3.44
2011/07/07,-4.109
2011/07/08,-1.467
2011/07/09,-2.312
2011/07/10,-2.531
2011/07/11,-1.189
2011/07/12,-1.365
2011/07/13,0.34
2011/07/14,-1.66
2011/07/15,-1.153
2011/07/16,-1.638
2011/07/17,-0.512
2011/07/18,-0.24
2011/07/19,-2.238
2011/07/20,-1.4
2011/07/21,-1.402
2011/07/22,-1.151
2011/07/23,-1.211
2011/07/24,-0.269
2011/07/25,0.097
2011/07/26,0.868
2011/07/27,-0.216
2011/07/28,-1.488
2011/07/29,-0.824
2011/07/30,-0.582
2011/07/31,0.129
2011/08/01,-1.737
2011/08/02,-3.195
2011/08/03,-5.027
2011/08/04,-7.202
2011/08/05,-6.066
2011/08/06,-7.645
2011/08/07,-8.629
2011/08/08,-7.136
2011/08/09,-3.525
2011/08/10,-0.689
2011/08/11,0.917
2011/08/12,1.003
2011/08/13,0.672
2011/08/14,2.932
2011/08/15,2.603
2011/08/16,5.205
2011/08/17,3.813
2011/08/18,2.193
2011/08/19,1.199
2011/08/20,2.765
2011/08/21,3.097
2011/08/22,1.088
2011/08/23,-1.001
2011/08/24,-1.864
2011/08/25,-1.694
2011/08/26,-2.994
2011/08/27,-4.82
2011/08/28,-4.383
2011/08/29,-1.791
2011/08/30,-1.036
2011/08/31,-1.205
2011/09/01,-2.436
2011/09/02,-1.171
2011/09/03,-0.887
2011/09/04,-0.909
2011/09/05,-0.635
2011/09/06,-2.066
2011/09/07,-4.189
2011/09/08,-4.174
2011/09/09,-4.148
2011/09/10,-7.058
2011/09/11,-7.717
2011/09/12,-3.928
2011/09/13,-1.394
2011/09/14,-0.67
2011/09/15,-0.726
2011/09/16,-3.689
2011/09/17,-3.108
2011/09/18,-2.39
2011/09/19,-2.241
2011/09/20,1.607
2011/09/21,2.707
2011/09/22,1.826
2011/09/23,0.004
2011/09/24,0.136
2011/09/25,-0.327
2011/09/26,-0.748
2011/09/27,-2.01
2011/09/28,-1.083
2011/09/29,-2.116
2011/09/30,-1.885
2011/10/01,1.64
2011/10/02,0
2011/10/03,1.132
2011/10/04,-1.278
2011/10/05,0.909
2011/10/06,-0.888
2011/10/07,-0.806
2011/10/08,-3.404
2011/10/09,-3.206
2011/10/10,-2.965
2011/10/11,-4.497
2011/10/12,-2.375
2011/10/13,-0.85
2011/10/14,2.907
2011/10/15,1.901
2011/10/16,-0.022
2011/10/17,-2.464
2011/10/18,-5.636
2011/10/19,-6.991
2011/10/20,-7.71
2011/10/21,-6.888
2011/10/22,-3.973
2011/10/23,1.479
2011/10/24,3.84
2011/10/25,1.441
2011/10/26,-0.31
2011/10/27,-1.353
2011/10/28,1.151
2011/10/29,3.024
2011/10/30,5.245
2011/10/31,6.769
2011/11/01,7.184
2011/11/02,5.306
2011/11/03,1.627
2011/11/04,1.997
2011/11/05,0.167
2011/11/06,-1.021
2011/11/07,-1.082
2011/11/08,0.21
2011/11/09,0.204
2011/11/10,-1.647
2011/11/11,-2.151
2011/11/12,0.425
2011/11/13,0.629
2011/11/14,-1.137
2011/11/15,-3.138
2011/11/16,-4.328
2011/11/17,-3.81
2011/11/18,-4.076
2011/11/19,-5.307
2011/11/20,-1.624
2011/11/21,-2.574
2011/11/22,-0.536
2011/11/23,0.121
2011/11/24,-0.036
2011/11/25,2.41
2011/11/26,1.755
2011/11/27,0.781
2011/11/28,1.706
2011/11/29,2.949
2011/11/30,6.848
2011/12/01,7.271
2011/12/02,3.436
2011/12/03,3.465
2011/12/04,1.009
2011/12/05,0.812
2011/12/06,1.613
2011/12/07,0.019
2011/12/08,1.775
2011/12/09,0.899
2011/12/10,-0.62
2011/12/11,1.768
2011/12/12,0.593
2011/12/13,0.717
2011/12/14,1
2011/12/15,-1.583
2011/12/16,-1.36
2011/12/17,1.197
2011/12/18,0.364
2011/12/19,1.699
2011/12/20,1.743
2011/12/21,3.303
2011/12/22,4.15
2011/12/23,2.546
2011/12/24,2.574
2011/12/25,3.926
2011/12/26,2.44
2011/12/27,-0.463
2011/12/28,0.427
2011/12/29,-0.275
2011/12/30,2.047
2011/12/31,2.226
2012/01/01,3.918
2012/01/02,4.797
2012/01/03,3.689
2012/01/04,2.187
2012/01/05,5.431
2012/01/06,7.646
2012/01/07,7.387
2012/01/08,5.068
2012/01/09,2.393
2012/01/10,-0.793
2012/01/11,-0.46
2012/01/12,-0.688
2012/01/13,-0.125
2012/01/14,-0.042
2012/01/15,-0.618
2012/01/16,2.003
2012/01/17,-0.429
2012/01/18,-3.695
2012/01/19,-1.585
2012/01/20,0.084
2012/01/21,0.08
2012/01/22,-1.747
2012/01/23,-0.645
2012/01/24,-0.939
2012/01/25,-1.614
2012/01/26,-2.098
2012/01/27,-2.933
2012/01/28,-2.986
2012/01/29,-1.104
2012/01/30,-0.88
2012/01/31,-2.027
2012/02/01,-1.032
2012/02/02,1.89
2012/02/03,1.188
2012/02/04,0.861
2012/02/05,-0.772
2012/02/06,-1.661
2012/02/07,-2.126
2012/02/08,-0.973
2012/02/09,-0.012
2012/02/10,-0.594
2012/02/11,0.62
2012/02/12,0.049
2012/02/13,-2.086
2012/02/14,-2.533
2012/02/15,-3.844
2012/02/16,-4.748
2012/02/17,-3.4
2012/02/18,-2.494
2012/02/19,-3.086
2012/02/20,-3.308
2012/02/21,-1.996
2012/02/22,-0.046
2012/02/23,1.546
2012/02/24,2.904
2012/02/25,2.382
2012/02/26,0.841
2012/02/27,0.962
2012/02/28,1.44
2012/02/29,1.079
2012/03/01,-0.046
2012/03/02,-1.846
2012/03/03,-2.588
2012/03/04,-1.409
2012/03/05,-0.088
2012/03/06,-0.616
2012/03/07,0.54
2012/03/08,0.138
2012/03/09,0.519
2012/03/10,-0.792
2012/03/11,-1.223
2012/03/12,0.008
2012/03/13,0.589
2012/03/14,0.304
2012/03/15,0.677
2012/03/16,2.643
2012/03/17,2.494
2012/03/18,0.809
2012/03/19,-1.556
2012/03/20,-1.427
2012/03/21,-1.816
2012/03/22,-1.684
2012/03/23,-2.184
2012/03/24,0.248
2012/03/25,-1.416
2012/03/26,-1.682
2012/03/27,-0.511
2012/03/28,-0.113
2012/03/29,-0.944
2012/03/30,-0.444
2012/03/31,0.065
2012/04/01,-0.938
2012/04/02,-2.483
2012/04/03,-0.548
2012/04/04,0.051
2012/04/05,-0.168
2012/04/06,1.512
2012/04/07,0.402
2012/04/08,0.644
2012/04/09,-0.446
2012/04/10,-0.126
2012/04/11,-0.751
2012/04/12,-1.355
2012/04/13,-0.476
2012/04/14,1.74
2012/04/15,0.192
2012/04/16,2.579
2012/04/17,1.448
2012/04/18,0.998
2012/04/19,1.889
2012/04/20,0.911
2012/04/21,1.313
2012/04/22,0.132
2012/04/23,-1.474
2012/04/24,-0.421
2012/04/25,-0.728
2012/04/26,1.037
2012/04/27,1.057
2012/04/28,0.885
2012/04/29,1.584
2012/04/30,1.05
2012/05/01,-0.298
2012/05/02,-1.354
2012/05/03,-0.482
2012/05/04,0.012
2012/05/05,1.022
2012/05/06,0.336
2012/05/07,0.21
2012/05/08,-0.37
2012/05/09,-1.251
2012/05/10,-4.04
2012/05/11,-1.795
2012/05/12,-2.876
2012/05/13,-1.822
2012/05/14,-1.122
2012/05/15,-1.225
2012/05/16,-0.124
2012/05/17,-0.275
2012/05/18,0.979
2012/05/19,1.319
2012/05/20,0.343
2012/05/21,-1.11
2012/05/22,-1.107
2012/05/23,0.556
2012/05/24,0.512
2012/05/25,1.554
2012/05/26,2.813
2012/05/27,2.444
2012/05/28,1.172
2012/05/29,-0.093
2012/05/30,0.529
2012/05/31,0.001
2012/06/01,1.682
2012/06/02,1.461
2012/06/03,0.075
2012/06/04,0.035
2012/06/05,0.862
2012/06/06,0.449
2012/06/07,0.702
2012/06/08,0.859
2012/06/09,1.824
2012/06/10,1.288
2012/06/11,-1.301
2012/06/12,0.998
2012/06/13,0.681
2012/06/14,2.081
2012/06/15,2.249
2012/06/16,2.67
2012/06/17,2.185
2012/06/18,2.805
2012/06/19,-0.923
2012/06/20,0.524
2012/06/21,0.282
2012/06/22,0.409
2012/06/23,-0.136
2012/06/24,-2.625
2012/06/25,-1.584
2012/06/26,-0.896
2012/06/27,0.152
2012/06/28,-0.101
2012/06/29,0.607
2012/06/30,0.071
2012/07/01,0.571
2012/07/02,0.637
2012/07/03,1.122
2012/07/04,-0.502
2012/07/05,-0.896
2012/07/06,-0.047
2012/07/07,0.491
2012/07/08,-0.31
2012/07/09,0.243
2012/07/10,0.833
2012/07/11,0.262
2012/07/12,2.268
2012/07/13,3.304
2012/07/14,2.418
2012/07/15,0.334
2012/07/16,1.539
2012/07/17,3.276
2012/07/18,2.57
2012/07/19,0.67
2012/07/20,1.194
2012/07/21,0.559
2012/07/22,0.873
2012/07/23,-0.474
2012/07/24,-0.083
2012/07/25,0.086
2012/07/26,0.185
2012/07/27,1.397
2012/07/28,-0.618
2012/07/29,1.158
2012/07/30,-0.289
2012/07/31,-2.174
2012/08/01,-1.255
2012/08/02,1.695
2012/08/03,2.448
2012/08/04,2.874
2012/08/05,1.671
2012/08/06,1.381
2012/08/07,2.915
2012/08/08,2.637
2012/08/09,1.727
2012/08/10,0.451
2012/08/11,0.703
2012/08/12,-0.031
2012/08/13,0
2012/08/14,-0.248
2012/08/15,0.895
2012/08/16,1.265
2012/08/17,0.32
2012/08/18,0.115
2012/08/19,-0.919
2012/08/20,-4.492
2012/08/21,-5.232
2012/08/22,-3.811
2012/08/23,-2.518
2012/08/24,-2.313
2012/08/25,-1.802
2012/08/26,-0.235
2012/08/27,-1.225
2012/08/28,-0.311
2012/08/29,0.426
2012/08/30,-0.357
2012/08/31,-1.156
2012/09/01,-1.242
2012/09/02,-0.423
2012/09/03,-1.262
2012/09/04,0.448
2012/09/05,0.938
2012/09/06,0.227
2012/09/07,-0.746
2012/09/08,-1.851
2012/09/09,-0.438
2012/09/10,-0.523
2012/09/11,-1.246
2012/09/12,0.675
2012/09/13,-0.529
2012/09/14,0.442
2012/09/15,0.863
2012/09/16,1.797
2012/09/17,1.54
2012/09/18,0.668
2012/09/19,-0.35
2012/09/20,0.548
2012/09/21,0.87
2012/09/22,-1.008
2012/09/23,-0.501
2012/09/24,-0.52
2012/09/25,-1.813
2012/09/26,-0.699
2012/09/27,1.567
2012/09/28,0.525
2012/09/29,0.825
2012/09/30,0.156
2012/10/01,-1.432
2012/10/02,0.076
2012/10/03,-0.746
2012/10/04,-0.517
2012/10/05,-0.358
2012/10/06,0.955
2012/10/07,-1.477
2012/10/08,-0.267
2012/10/09,-1.721
2012/10/10,-1.612
2012/10/11,-1.837
2012/10/12,-0.866
2012/10/13,-0.128
2012/10/14,-1.272
2012/10/15,0.558
2012/10/16,0.303
2012/10/17,-0.629
2012/10/18,0.296
2012/10/19,-1.618
2012/10/20,0.299
2012/10/21,0.094
2012/10/22,0.026
2012/10/23,-1.804
2012/10/24,0.062
2012/10/25,-0.298
2012/10/26,-0.495
2012/10/27,-2.01
2012/10/28,-1.844
2012/10/29,-2.021
2012/10/30,-2.706
2012/10/31,-1.675
2012/11/01,-1.12
2012/11/02,-1.086
2012/11/03,-0.828
2012/11/04,-0.565
2012/11/05,0.246
2012/11/06,-0.588
2012/11/07,0.66
2012/11/08,-0.012
2012/11/09,0.264
2012/11/10,-0.814
2012/11/11,-0.047
2012/11/12,-0.809
2012/11/13,0.355
2012/11/14,0.096
2012/11/15,-0.156
2012/11/16,1.194
2012/11/17,1.11
2012/11/18,0.446
2012/11/19,2.119
2012/11/20,1.093
2012/11/21,0.936
2012/11/22,0.006
2012/11/23,2.327
2012/11/24,1.094
2012/11/25,0.51
2012/11/26,0.251
2012/11/27,-0.274
2012/11/28,-1.746
2012/11/29,-7.352
2012/11/30,-10.921
2012/12/01,-10.315
2012/12/02,-9.891
2012/12/03,-8.107
2012/12/04,-6.935
2012/12/05,-3.32
2012/12/06,-0.732
2012/12/07,0.068
2012/12/08,0.093
2012/12/09,-0.325
2012/12/10,0.815
2012/12/11,1.246
2012/12/12,-0.068
2012/12/13,0.315
2012/12/14,-0.675
2012/12/15,0.815
2012/12/16,-0.002
2012/12/17,1.416
2012/12/18,0.366
2012/12/19,0.298
2012/12/20,-1.002
2012/12/21,-0.082
2012/12/22,2.003
2012/12/23,-1.404
2012/12/24,-0.554
2012/12/25,-0.755
2012/12/26,2.5
2012/12/27,2.629
2012/12/28,2.664
2012/12/29,1.302
2012/12/30,2.298
2012/12/31,0.459
2013/01/01,-0.038
2013/01/02,-0.191
2013/01/03,0.041
2013/01/04,0.103
2013/01/05,-0.929
2013/01/06,-0.14
2013/01/07,1.277
2013/01/08,-1.606
2013/01/09,-1.799
2013/01/10,-0.37
2013/01/11,-1.294
2013/01/12,0.037
2013/01/13,1.04
2013/01/14,1.813
2013/01/15,-0.61
2013/01/16,0.425
2013/01/17,-0.847
2013/01/18,1.103
2013/01/19,3.588
2013/01/20,2.23
2013/01/21,0.761
2013/01/22,2.479
2013/01/23,1.976
2013/01/24,4.398
2013/01/25,3.089
2013/01/26,4.205
2013/01/27,2.826
2013/01/28,1.631
2013/01/29,2.509
2013/01/30,2.473
2013/01/31,4.056
2013/02/01,1.589
2013/02/02,0.727
2013/02/03,3.154
2013/02/04,1.076
2013/02/05,-0.339
2013/02/06,-1.72
2013/02/07,-0.51
2013/02/08,0.396
2013/02/09,1.059
2013/02/10,2.197
2013/02/11,1.71
2013/02/12,1.258
2013/02/13,3.176
2013/02/14,1.648
2013/02/15,3.115
2013/02/16,3.04
2013/02/17,1.994
2013/02/18,-1.167
2013/02/19,-1.216
2013/02/20,1.445
2013/02/21,0.527
2013/02/22,0.908
2013/02/23,0.237
2013/02/24,-0.609
2013/02/25,1.196
2013/02/26,0.536
2013/02/27,0.773
2013/02/28,0.564
2013/03/01,0.287
2013/03/02,-0.918
2013/03/03,-0.831
2013/03/04,-0.501
2013/03/05,-1.024
2013/03/06,1.525
2013/03/07,4.082
2013/03/08,4.033
2013/03/09,4.216
2013/03/10,3.991
2013/03/11,2.129
2013/03/12,1.815
2013/03/13,1.111
2013/03/14,0.348
2013/03/15,-1.232
2013/03/16,-1.321
2013/03/17,-0.531
2013/03/18,-0.729
2013/03/19,-0.283
2013/03/20,5.264
2013/03/21,7.171
2013/03/22,7.146
2013/03/23,5.201
2013/03/24,0.273
2013/03/25,-3.082
2013/03/26,-3.047
2013/03/27,-1.502
2013/03/28,3.328
2013/03/29,3.487
2013/03/30,2.831
2013/03/31,2.783
2013/04/01,2.936
2013/04/02,4.09
2013/04/03,5.722
2013/04/04,5.527
2013/04/05,6.364
2013/04/06,4.309
2013/04/07,3.202
2013/04/08,3.363
2013/04/09,7.561
2013/04/10,7.283
2013/04/11,-0.605
2013/04/12,-6.092
2013/04/13,-8.034
2013/04/14,-9.036
2013/04/15,-8.537
2013/04/16,-8.719
2013/04/17,-8.021
2013/04/18,-6.935
2013/04/19,-2.721
2013/04/20,1.863
2013/04/21,3.277
2013/04/22,1.939
2013/04/23,2.776
2013/04/24,3.867
2013/04/25,5.913
2013/04/26,3.702
2013/04/27,0.312
2013/04/28,0.808
2013/04/29,0.531
2013/04/30,-1.265
2013/05/01,-2.315
2013/05/02,-4.266
2013/05/03,-5.57
2013/05/04,-4.428
2013/05/05,-1.69
2013/05/06,-1.52
2013/05/07,-1.367
2013/05/08,-1.586
2013/05/09,-1.37
2013/05/10,-0.306
2013/05/11,0.729
2013/05/12,-0.472
2013/05/13,-1.34
2013/05/14,-2.734
2013/05/15,-3.423
2013/05/16,-2.365
2013/05/17,-0.67
2013/05/18,0.298
2013/05/19,-0.026
2013/05/20,-0.942
2013/05/21,0.973
2013/05/22,1.11
2013/05/23,2.216
2013/05/24,2.095
2013/05/25,1.663
2013/05/26,0.515
2013/05/27,0.119
2013/05/28,-0.514
2013/05/29,-0.535
2013/05/30,0.12
2013/05/31,-0.63
2013/06/01,0.738
2013/06/02,-0.64
2013/06/03,-0.883
2013/06/04,-0.92
2013/06/05,-3.437
2013/06/06,-5.216
2013/06/07,-5.812
2013/06/08,-5.095
2013/06/09,-5.977
2013/06/10,-5.423
2013/06/11,-3.235
2013/06/12,-1.478
2013/06/13,-1.96
2013/06/14,-1.715
2013/06/15,-2.094
2013/06/16,-2.106
2013/06/17,-4.961
2013/06/18,-5.582
2013/06/19,-3.273
2013/06/20,-1.514
2013/06/21,-0.208
2013/06/22,-0.598
2013/06/23,-1.902
2013/06/24,-2.345
2013/06/25,-1.988
2013/06/26,-1.577
2013/06/27,-0.761
2013/06/28,-1.492
2013/06/29,-2.292
2013/06/30,-4.03
2013/07/01,-4.357
2013/07/02,-4.421
2013/07/03,-2.935
2013/07/04,-3.677
2013/07/05,-3.477
2013/07/06,-4.014
2013/07/07,-4.425
2013/07/08,-2.71
2013/07/09,-2.09
2013/07/10,0.029
2013/07/11,-1.616
2013/07/12,-3.019
2013/07/13,-0.551
2013/07/14,0.561
2013/07/15,0.611
2013/07/16,0.395
2013/07/17,1.752
2013/07/18,-0.245
2013/07/19,-0.886
2013/07/20,-0.93
2013/07/21,-0.116
2013/07/22,-2.514
2013/07/23,-4.513
2013/07/24,-2.721
2013/07/25,-2.461
2013/07/26,-1.5
2013/07/27,0.108
2013/07/28,-0.923
2013/07/29,0.711
2013/07/30,1.704
2013/07/31,1.326
2013/08/01,0.065
2013/08/02,0.749
2013/08/03,-1.568
2013/08/04,-2.288
2013/08/05,-2.775
2013/08/06,-1.961
2013/08/07,-1.715
2013/08/08,-0.644
2013/08/09,-1.849
2013/08/10,-1.021
2013/08/11,-0.9
2013/08/12,-1.14
2013/08/13,-2.168
2013/08/14,-4.389
2013/08/15,-4.852
2013/08/16,-4.721
2013/08/17,-3.586
2013/08/18,-2.522
2013/08/19,-2.163
2013/08/20,-0.661
2013/08/21,0.161
2013/08/22,1.881
2013/08/23,0.464
2013/08/24,-1.257
2013/08/25,-3.594
2013/08/26,-3.628
2013/08/27,-2.817
2013/08/28,-0.513
2013/08/29,-0.344
2013/08/30,0.376
2013/08/31,1.597
2013/09/01,0.848
2013/09/02,0.397
2013/09/03,0.467
2013/09/04,-3.516
2013/09/05,-4.883
2013/09/06,-5.43
2013/09/07,-6.333
2013/09/08,-4.673
2013/09/09,-1.68
2013/09/10,-0.996
2013/09/11,0.05
2013/09/12,0.408
2013/09/13,0.212
2013/09/14,0.441
2013/09/15,-3.522
2013/09/16,-5.896
2013/09/17,-3.822
2013/09/18,-2.014
2013/09/19,-1.964
2013/09/20,-1.702
2013/09/21,-1.973
2013/09/22,-1.72
2013/09/23,-1.586
2013/09/24,-1.115
2013/09/25,-2.136
2013/09/26,-5.429
2013/09/27,-5.253
2013/09/28,-3.915
2013/09/29,-3.495
2013/09/30,-2.696
2013/10/01,-1.685
2013/10/02,-1.308
2013/10/03,-2.435
2013/10/04,-2.515
2013/10/05,0.05
2013/10/06,-2.191
2013/10/07,-4.026
2013/10/08,-4.05
2013/10/09,-3.441
2013/10/10,-1.867
2013/10/11,-1.335
2013/10/12,0.288
2013/10/13,-0.039
2013/10/14,0.621
2013/10/15,1.274
2013/10/16,-1.875
2013/10/17,-4.935
2013/10/18,-4.094
2013/10/19,-2.36
2013/10/20,-1.757
2013/10/21,-0.154
2013/10/22,2.509
2013/10/23,3.857
2013/10/24,3.266
2013/10/25,1.399
2013/10/26,-4.627
2013/10/27,-6.295
2013/10/28,-6.232
2013/10/29,-4.765
2013/10/30,-2.055
2013/10/31,-0.707
2013/11/01,0.341
2013/11/02,-0.491
2013/11/03,-0.517
2013/11/04,0.525
2013/11/05,1.268
2013/11/06,0.197
2013/11/07,-0.54
