Date,top100cap3rsi
2011/11/17,21.314
2011/11/18,8.382
2011/11/19,39.77
2011/11/20,23.431
2011/11/21,19.788
2011/11/22,15.78
2011/11/23,12.179
2011/11/24,18.806
2011/11/25,12.381
2011/11/26,8.931
2011/11/27,6.532
2011/11/28,87.786
2011/11/29,85.891
2011/11/30,49.384
2011/12/01,47.195
2011/12/02,34.622
2011/12/03,24.223
2011/12/04,19.366
2011/12/05,14.073
2011/12/06,6.779
2011/12/07,4.638
2011/12/08,0.385
2011/12/09,0.12
2011/12/10,0.117
2011/12/11,0.105
2011/12/12,0.095
2011/12/13,0.093
2011/12/14,0.09
2011/12/15,0.087
2011/12/16,0.082
2011/12/17,0.076
2011/12/18,0.068
2011/12/19,0.058
2011/12/20,77.722
2011/12/21,70.409
2011/12/22,59.76
2011/12/23,53.927
2011/12/24,47.892
2011/12/25,37.466
2011/12/26,33.647
2011/12/27,19.201
2011/12/28,14.942
2011/12/29,11.081
2011/12/30,8.432
2011/12/31,5.9
2012/01/01,4.875
2012/01/02,2.822
2012/01/03,2.28
2012/01/04,1.358
2012/01/05,51.428
2012/01/06,21.051
2012/01/07,15.614
2012/01/08,12.895
2012/01/09,86.552
2012/01/10,80.286
2012/01/11,72.266
2012/01/12,61.364
2012/01/13,72.484
2012/01/14,81.607
2012/01/15,66.873
2012/01/16,47.988
2012/01/17,49.335
2012/01/18,69.866
2012/01/19,94.062
2012/01/20,85.502
2012/01/21,86.993
2012/01/22,89.324
2012/01/23,62.327
2012/01/24,54.483
2012/01/25,77.076
2012/01/26,53.46
2012/01/27,51.207
2012/01/28,52.344
2012/01/29,79.896
2012/01/30,80.056
2012/01/31,85.822
2012/02/01,50.015
2012/02/02,72.541
2012/02/03,47.312
2012/02/04,76.807
2012/02/05,65.442
2012/02/06,48.178
2012/02/07,33.593
2012/02/08,27.024
2012/02/09,23.115
2012/02/10,19.675
2012/02/11,4.235
2012/02/12,3.67
2012/02/13,76.139
2012/02/14,93.34
2012/02/15,28.278
2012/02/16,23.183
2012/02/17,21.334
2012/02/18,18.739
2012/02/19,18.246
2012/02/20,16.445
2012/02/21,35.222
2012/02/22,30.459
2012/02/23,25.07
2012/02/24,19.625
2012/02/25,85.512
2012/02/26,83.802
2012/02/27,77.62
2012/02/28,85.314
2012/02/29,52.018
2012/03/01,57.588
2012/03/02,63.146
2012/03/03,29.926
2012/03/04,24.521
2012/03/05,21.74
2012/03/06,19.421
2012/03/07,38.388
2012/03/08,28.543
2012/03/09,21.363
2012/03/10,19.517
2012/03/11,24.373
2012/03/12,7.025
2012/03/13,4.348
2012/03/14,50.69
2012/03/15,75.492
2012/03/16,72.947
2012/03/17,53.659
2012/03/18,57.145
2012/03/19,46.151
2012/03/20,46.986
2012/03/21,23.784
2012/03/22,7.181
2012/03/23,45.847
2012/03/24,33.331
2012/03/25,86.741
2012/03/26,85.187
2012/03/27,67.498
2012/03/28,79.722
2012/03/29,73.151
2012/03/30,55.224
2012/03/31,44.686
2012/04/01,43.303
2012/04/02,76.038
2012/04/03,36.843
2012/04/04,74.626
2012/04/05,80.465
2012/04/06,91.763
2012/04/07,87.682
2012/04/08,84.813
2012/04/09,24.171
2012/04/10,23.285
2012/04/11,28.192
2012/04/12,35.678
2012/04/13,19.261
2012/04/14,17.973
2012/04/15,51.032
2012/04/16,83.382
2012/04/17,90.704
2012/04/18,90.104
2012/04/19,92.73
2012/04/20,96.246
2012/04/21,89.941
2012/04/22,93.571
2012/04/23,83.383
2012/04/24,77.086
2012/04/25,35.655
2012/04/26,60.038
2012/04/27,56.05
2012/04/28,47.752
2012/04/29,16.624
2012/04/30,14.581
2012/05/01,14.412
2012/05/02,10.228
2012/05/03,8.302
2012/05/04,4.417
2012/05/05,45.004
2012/05/06,91.521
2012/05/07,92.518
2012/05/08,80.972
2012/05/09,86.533
2012/05/10,89.31
2012/05/11,95.988
2012/05/12,74.434
2012/05/13,75.32
2012/05/14,68.428
2012/05/15,80.195
2012/05/16,89.195
2012/05/17,94.84
2012/05/18,95.12
2012/05/19,77.525
2012/05/20,80.404
2012/05/21,83.162
2012/05/22,95.037
2012/05/23,96.228
2012/05/24,97.148
2012/05/25,97.607
2012/05/26,94.018
2012/05/27,79.743
2012/05/28,73.526
2012/05/29,80.525
2012/05/30,90.005
2012/05/31,16.781
2012/06/01,5.118
2012/06/02,4.783
2012/06/03,14.37
2012/06/04,10.337
2012/06/05,8.926
2012/06/06,13.519
2012/06/07,11.459
2012/06/08,9.784
2012/06/09,83.727
2012/06/10,64.328
2012/06/11,42.75
2012/06/12,38.358
2012/06/13,73.127
2012/06/14,56.914
2012/06/15,41.725
2012/06/16,51.882
2012/06/17,30.706
2012/06/18,49.736
2012/06/19,53.195
2012/06/20,45.232
2012/06/21,58.826
2012/06/22,45.281
2012/06/23,31.948
2012/06/24,73.378
2012/06/25,29.815
2012/06/26,20.466
2012/06/27,50.747
2012/06/28,74.102
2012/06/29,56.635
2012/06/30,58.428
2012/07/01,68.294
2012/07/02,33.122
2012/07/03,42.575
2012/07/04,70.378
2012/07/05,62.845
2012/07/06,65.146
2012/07/07,56.384
2012/07/08,56.908
2012/07/09,28.792
2012/07/10,22.071
2012/07/11,57.128
2012/07/12,92.611
2012/07/13,66.099
2012/07/14,55.684
2012/07/15,59.632
2012/07/16,29.199
2012/07/17,20.225
2012/07/18,19.55
2012/07/19,11.299
2012/07/20,10.992
2012/07/21,8.841
2012/07/22,6.572
2012/07/23,14.69
2012/07/24,5.865
2012/07/25,44.525
2012/07/26,65.144
2012/07/27,56.753
2012/07/28,47.847
2012/07/29,71.833
2012/07/30,52.448
2012/07/31,33.202
2012/08/01,62.612
2012/08/02,28.712
2012/08/03,26.897
2012/08/04,29.722
2012/08/05,20.604
2012/08/06,46.736
2012/08/07,45.318
2012/08/08,21.551
2012/08/09,7.776
2012/08/10,16.51
2012/08/11,8.981
2012/08/12,7.912
2012/08/13,3.374
2012/08/14,37.176
2012/08/15,46.106
2012/08/16,58.345
2012/08/17,36.41
2012/08/18,28.825
2012/08/19,4.735
2012/08/20,2.269
2012/08/21,1.669
2012/08/22,1.084
2012/08/23,0.985
2012/08/24,0.629
2012/08/25,0.48
2012/08/26,7.962
2012/08/27,4.239
2012/08/28,3.558
2012/08/29,2.164
2012/08/30,0.961
2012/08/31,0.884
2012/09/01,0.555
2012/09/02,0.389
2012/09/03,1.798
2012/09/04,1.308
2012/09/05,0.554
2012/09/06,0.365
2012/09/07,0.242
2012/09/08,0.188
2012/09/09,0.162
2012/09/10,0.099
2012/09/11,0.043
2012/09/12,0.028
2012/09/13,0.018
2012/09/14,0.011
2012/09/15,0.008
2012/09/16,0.006
2012/09/17,0.004
2012/09/18,0.003
2012/09/19,0.001
2012/09/20,0.001
2012/09/21,54.618
2012/09/22,40.757
2012/09/23,30.982
2012/09/24,30.362
2012/09/25,23.25
2012/09/26,21.311
2012/09/27,20.859
2012/09/28,18.008
2012/09/29,36.745
2012/09/30,26.755
2012/10/01,20.223
2012/10/02,52.199
2012/10/03,41.093
2012/10/04,69.05
2012/10/05,78.879
2012/10/06,50.787
2012/10/07,39.574
2012/10/08,10.359
2012/10/09,21.843
2012/10/10,59.79
2012/10/11,65.222
2012/10/12,46.221
2012/10/13,34.526
2012/10/14,37.688
2012/10/15,38.995
2012/10/16,85.597
2012/10/17,75.752
2012/10/18,56.23
2012/10/19,63.522
2012/10/20,65.493
2012/10/21,94.988
2012/10/22,97.969
2012/10/23,80.486
2012/10/24,80.964
2012/10/25,59.274
2012/10/26,66.306
2012/10/27,54.994
2012/10/28,39.032
2012/10/29,31.025
2012/10/30,86.332
2012/10/31,57.453
2012/11/01,58.986
2012/11/02,40.883
2012/11/03,55.872
2012/11/04,59.972
2012/11/05,44.588
2012/11/06,58.081
2012/11/07,31.531
2012/11/08,24.095
2012/11/09,23.852
2012/11/10,21.376
2012/11/11,55.051
2012/11/12,28.931
2012/11/13,24.603
2012/11/14,20.454
2012/11/15,59.395
2012/11/16,80.654
2012/11/17,92.046
2012/11/18,90.473
2012/11/19,92.545
2012/11/20,94.544
2012/11/21,98.006
2012/11/22,98.45
2012/11/23,88.521
2012/11/24,47.837
2012/11/25,46.4
2012/11/26,9.559
2012/11/27,64.475
2012/11/28,70.99
2012/11/29,69.829
2012/11/30,74.852
2012/12/01,76.118
2012/12/02,68.956
2012/12/03,82.89
2012/12/04,44.097
2012/12/05,34.554
2012/12/06,31.534
2012/12/07,35.406
2012/12/08,38.606
2012/12/09,12.701
2012/12/10,26.185
2012/12/11,17.43
2012/12/12,12.11
2012/12/13,3.323
2012/12/14,2.244
2012/12/15,7.563
2012/12/16,5.603
2012/12/17,28.5
2012/12/18,12.112
2012/12/19,47.058
2012/12/20,37.392
2012/12/21,21.393
2012/12/22,21.105
2012/12/23,22.191
2012/12/24,13.436
2012/12/25,11.739
2012/12/26,58.911
2012/12/27,62.592
2012/12/28,75.232
2012/12/29,84.344
2012/12/30,90.434
2012/12/31,68.909
2013/01/01,77.907
2013/01/02,89.04
2013/01/03,91.583
2013/01/04,42.49
2013/01/05,43.834
2013/01/06,70.249
2013/01/07,76.203
2013/01/08,18.193
2013/01/09,17.296
2013/01/10,13.847
2013/01/11,32.213
2013/01/12,30.532
2013/01/13,13.156
2013/01/14,9.156
2013/01/15,7.888
2013/01/16,7.752
2013/01/17,5.22
2013/01/18,14.192
2013/01/19,25.547
2013/01/20,49.089
2013/01/21,21.461
2013/01/22,57.743
2013/01/23,77.566
2013/01/24,30.47
2013/01/25,50.052
2013/01/26,78.506
2013/01/27,80.752
2013/01/28,79.344
2013/01/29,84.847
2013/01/30,92.775
2013/01/31,68.701
2013/02/01,72.588
2013/02/02,42.368
2013/02/03,40.166
2013/02/04,31.219
2013/02/05,49.332
2013/02/06,30.599
2013/02/07,48.331
2013/02/08,33.551
2013/02/09,16.227
2013/02/10,31.49
2013/02/11,48.425
2013/02/12,80.53
2013/02/13,81.722
2013/02/14,63.599
2013/02/15,35.76
2013/02/16,35.501
2013/02/17,5.78
2013/02/18,5.639
2013/02/19,16.092
2013/02/20,70.898
2013/02/21,70.565
2013/02/22,81.502
2013/02/23,56.94
2013/02/24,26.829
2013/02/25,22.447
2013/02/26,38.36
2013/02/27,34.015
2013/02/28,43.304
2013/03/01,34.494
2013/03/02,62.725
2013/03/03,84.671
2013/03/04,90.039
2013/03/05,52.972
2013/03/06,69.949
2013/03/07,69.427
2013/03/08,88.256
2013/03/09,89.125
2013/03/10,41.964
2013/03/11,52.649
2013/03/12,59.297
2013/03/13,67.67
2013/03/14,72.006
2013/03/15,27.978
2013/03/16,27.079
2013/03/17,22.575
2013/03/18,12.831
2013/03/19,10.424
2013/03/20,63.557
2013/03/21,45.944
2013/03/22,35.63
2013/03/23,28.261
2013/03/24,58.282
2013/03/25,79.637
2013/03/26,92.71
2013/03/27,95.186
2013/03/28,96.156
2013/03/29,98.24
2013/03/30,98.837
2013/03/31,62.223
2013/04/01,76.138
2013/04/02,81.544
2013/04/03,67.788
2013/04/04,68.44
2013/04/05,26.47
2013/04/06,26.647
2013/04/07,16.82
2013/04/08,10.235
2013/04/09,24.636
2013/04/10,48.395
2013/04/11,90.042
2013/04/12,78.087
2013/04/13,78.257
2013/04/14,79.483
2013/04/15,92.764
2013/04/16,95.321
2013/04/17,62.94
2013/04/18,67.787
2013/04/19,66.679
2013/04/20,82.747
2013/04/21,71.647
2013/04/22,70.551
2013/04/23,71.153
2013/04/24,15.877
2013/04/25,39.833
2013/04/26,50.875
2013/04/27,17.845
2013/04/28,22.862
2013/04/29,13.549
2013/04/30,24.872
2013/05/01,47.343
2013/05/02,62.16
2013/05/03,65.582
2013/05/04,52.307
2013/05/05,39.451
2013/05/06,19.397
2013/05/07,20.278
2013/05/08,43.743
2013/05/09,51.578
2013/05/10,21.048
2013/05/11,14.837
2013/05/12,11.925
2013/05/13,10.638
2013/05/14,36.865
2013/05/15,58.826
2013/05/16,86.454
2013/05/17,65.147
2013/05/18,66.034
2013/05/19,52.27
2013/05/20,61.683
2013/05/21,37.699
2013/05/22,70.144
2013/05/23,53.193
2013/05/24,70.238
2013/05/25,13.283
2013/05/26,15.995
2013/05/27,43.896
2013/05/28,44.35
2013/05/29,28.793
2013/05/30,40.717
2013/05/31,21.334
2013/06/01,23.777
2013/06/02,26.986
2013/06/03,9.388
2013/06/04,8.157
2013/06/05,59.416
2013/06/06,39.306
2013/06/07,38.927
2013/06/08,59.594
2013/06/09,78.718
2013/06/10,73.895
2013/06/11,51.333
2013/06/12,81.16
2013/06/13,77.218
2013/06/14,83.356
2013/06/15,84.716
2013/06/16,90.409
2013/06/17,92.103
2013/06/18,90.666
2013/06/19,95.81
2013/06/20,82.301
2013/06/21,87.373
2013/06/22,40.354
2013/06/23,65.604
2013/06/24,66.752
2013/06/25,26.723
2013/06/26,47.23
2013/06/27,66.544
2013/06/28,75.143
2013/06/29,86.442
2013/06/30,86.969
2013/07/01,94.752
2013/07/02,96.645
2013/07/03,97.075
2013/07/04,98.836
2013/07/05,99.375
2013/07/06,99.683
2013/07/07,94.613
2013/07/08,96.458
2013/07/09,96.715
2013/07/10,73.197
2013/07/11,78.921
2013/07/12,31.811
2013/07/13,16.609
2013/07/14,11.363
2013/07/15,8.695
2013/07/16,6.387
2013/07/17,44.544
2013/07/18,85.789
2013/07/19,61.135
2013/07/20,54.515
2013/07/21,56.64
2013/07/22,59.876
2013/07/23,37.344
2013/07/24,48.877
2013/07/25,50.52
2013/07/26,33.47
2013/07/27,48.811
2013/07/28,55.576
2013/07/29,86.435
2013/07/30,90.098
2013/07/31,96.02
2013/08/01,60.254
2013/08/02,62.948
2013/08/03,35.373
2013/08/04,33.289
2013/08/05,19.299
2013/08/06,38.198
2013/08/07,57.041
2013/08/08,67.014
2013/08/09,44.325
2013/08/10,22.792
2013/08/11,66.271
2013/08/12,87.412
2013/08/13,90.524
2013/08/14,67.913
2013/08/15,47.195
2013/08/16,33.124
2013/08/17,18.147
2013/08/18,17.737
2013/08/19,24.008
2013/08/20,10.751
2013/08/21,8.062
2013/08/22,11.236
2013/08/23,4.529
2013/08/24,4.287
2013/08/25,16.673
2013/08/26,11.847
2013/08/27,7.222
2013/08/28,27.697
2013/08/29,9.015
2013/08/30,8.805
2013/08/31,7.249
2013/09/01,4.208
2013/09/02,3.095
2013/09/03,2.814
2013/09/04,49.472
2013/09/05,20.46
2013/09/06,19.918
2013/09/07,15.606
2013/09/08,18.29
2013/09/09,4.845
2013/09/10,12.032
2013/09/11,8.085
2013/09/12,5.993
2013/09/13,4.384
2013/09/14,3.817
2013/09/15,2.785
2013/09/16,1.324
2013/09/17,1.316
2013/09/18,0.857
2013/09/19,71.027
2013/09/20,70.561
2013/09/21,65.868
2013/09/22,17.747
2013/09/23,34.146
2013/09/24,25.539
2013/09/25,19.872
2013/09/26,40.54
2013/09/27,57.974
2013/09/28,53.124
2013/09/29,73.299
2013/09/30,73.591
2013/10/01,84.596
2013/10/02,96.629
2013/10/03,98.481
2013/10/04,91.031
2013/10/05,91.728
2013/10/06,70.886
2013/10/07,65.118
2013/10/08,64.943
2013/10/09,33.861
2013/10/10,31.572
2013/10/11,77.764
2013/10/12,80.977
2013/10/13,83.587
2013/10/14,50.263
2013/10/15,40.871
2013/10/16,20.74
2013/10/17,17.106
2013/10/18,69.328
2013/10/19,76.445
2013/10/20,64.203
2013/10/21,25.228
2013/10/22,14.923
2013/10/23,14.668
2013/10/24,9.699
2013/10/25,92.771
2013/10/26,93.209
2013/10/27,93.216
2013/10/28,87.588
2013/10/29,87.155
2013/10/30,89.313
2013/10/31,90.607
2013/11/01,92.964
2013/11/02,75.803
2013/11/03,85.204
2013/11/04,97.811
2013/11/05,98.165
2013/11/06,98.424
2013/11/07,98.569
2013/11/08,98.333
2013/11/09,90.476
2013/11/10,92.396
2013/11/11,62.613
2013/11/12,48.634
2013/11/13,23.221
2013/11/14,33.308
2013/11/15,21.591
2013/11/16,41.966
2013/11/17,58.659
2013/11/18,60.155
2013/11/19,84.032
2013/11/20,70.221
2013/11/21,28.858
2013/11/22,93.035
2013/11/23,58.725
2013/11/24,57.625
2013/11/25,50.684
2013/11/26,41.44
2013/11/27,30.901
2013/11/28,48.852
2013/11/29,26.344
2013/11/30,19.347
2013/12/01,26.925
2013/12/02,21.096
2013/12/03,28.3
2013/12/04,26.058
2013/12/05,14.862
2013/12/06,66.517
2013/12/07,68.372
2013/12/08,48.93
2013/12/09,57.062
2013/12/10,89.303
2013/12/11,94.321
2013/12/12,95.076
2013/12/13,96.328
2013/12/14,67.057
2013/12/15,61.332
2013/12/16,57.546
2013/12/17,56.297
2013/12/18,62.965
2013/12/19,49.185
2013/12/20,34.268
2013/12/21,10.96
2013/12/22,7.138
2013/12/23,5.687
2013/12/24,41.557
2013/12/25,6.555
2013/12/26,6.488
2013/12/27,6.04
2013/12/28,5.984
2013/12/29,4.947
2013/12/30,42.689
2013/12/31,30.829
2014/01/01,7.804
2014/01/02,13.072
2014/01/03,20.922
2014/01/04,48.601
2014/01/05,32.555
2014/01/06,51.542
