Date,confirmationtime14var
2011/01/27,0.46
2011/01/28,0.457
2011/01/29,0.442
2011/01/30,0.46
2011/01/31,0.427
2011/02/01,0.251
2011/02/02,0.269
2011/02/03,0.215
2011/02/04,0.317
2011/02/05,0.34
2011/02/06,0.354
2011/02/07,0.45
2011/02/08,0.414
2011/02/09,0.466
2011/02/10,0.474
2011/02/11,0.453
2011/02/12,0.468
2011/02/13,0.422
2011/02/14,0.433
2011/02/15,0.522
2011/02/16,0.523
2011/02/17,0.461
2011/02/18,0.482
2011/02/19,0.629
2011/02/20,0.585
2011/02/21,0.582
2011/02/22,0.478
2011/02/23,0.578
2011/02/24,0.548
2011/02/25,0.534
2011/02/26,0.716
2011/02/27,0.748
2011/02/28,1.292
2011/03/01,2.432
2011/03/02,2.468
2011/03/03,2.375
2011/03/04,2.407
2011/03/05,2.541
2011/03/06,2.786
2011/03/07,2.778
2011/03/08,2.806
2011/03/09,2.934
2011/03/10,5.144
2011/03/11,5.712
2011/03/12,5.361
2011/03/13,5.781
2011/03/14,6.822
2011/03/15,7.533
2011/03/16,7.611
2011/03/17,7.439
2011/03/18,7.052
2011/03/19,5.642
2011/03/20,3.559
2011/03/21,2.45
2011/03/22,1.627
2011/03/23,1.571
2011/03/24,1.554
2011/03/25,2.074
2011/03/26,2.062
2011/03/27,1.956
2011/03/28,1.899
2011/03/29,1.6
2011/03/30,1.644
2011/03/31,2.204
2011/04/01,2.008
2011/04/02,1.473
2011/04/03,1.414
2011/04/04,1.447
2011/04/05,0.82
2011/04/06,0.882
2011/04/07,0.925
2011/04/08,0.913
2011/04/09,0.718
2011/04/10,0.569
2011/04/11,0.575
2011/04/12,0.575
2011/04/13,0.616
2011/04/14,0.509
2011/04/15,0.765
2011/04/16,0.739
2011/04/17,0.759
2011/04/18,0.787
2011/04/19,0.64
2011/04/20,0.673
2011/04/21,0.673
2011/04/22,0.713
2011/04/23,0.73
2011/04/24,0.704
2011/04/25,0.844
2011/04/26,0.988
2011/04/27,0.917
2011/04/28,0.913
2011/04/29,0.794
2011/04/30,0.847
2011/05/01,0.844
2011/05/02,0.801
2011/05/03,0.768
2011/05/04,0.543
2011/05/05,0.391
2011/05/06,0.457
2011/05/07,0.462
2011/05/08,0.361
2011/05/09,0.473
2011/05/10,0.499
2011/05/11,0.478
2011/05/12,0.426
2011/05/13,0.431
2011/05/14,0.52
2011/05/15,0.466
2011/05/16,0.543
2011/05/17,0.63
2011/05/18,0.802
2011/05/19,1.023
2011/05/20,1.024
2011/05/21,1.026
2011/05/22,1.092
2011/05/23,1.245
2011/05/24,1.3
2011/05/25,1.357
2011/05/26,1.008
2011/05/27,1.446
2011/05/28,2.155
2011/05/29,2.357
2011/05/30,2.915
2011/05/31,3.401
2011/06/01,3.151
2011/06/02,3.037
2011/06/03,3.02
2011/06/04,3.029
2011/06/05,2.895
2011/06/06,2.637
2011/06/07,2.266
2011/06/08,1.665
2011/06/09,1.182
2011/06/10,1.245
2011/06/11,1.264
2011/06/12,1.33
2011/06/13,1.041
2011/06/14,0.62
2011/06/15,0.726
2011/06/16,0.796
2011/06/17,0.863
2011/06/18,0.881
2011/06/19,0.884
2011/06/20,0.886
2011/06/21,0.704
2011/06/22,0.633
2011/06/23,0.64
2011/06/24,0.647
2011/06/25,1.515
2011/06/26,2.085
2011/06/27,2.225
2011/06/28,2.336
2011/06/29,2.046
2011/06/30,2.028
2011/07/01,2.072
2011/07/02,2.133
2011/07/03,2.101
2011/07/04,1.922
2011/07/05,1.871
2011/07/06,1.329
2011/07/07,1.178
2011/07/08,0.807
2011/07/09,0.757
2011/07/10,0.885
2011/07/11,0.862
2011/07/12,0.941
2011/07/13,1.085
2011/07/14,0.925
2011/07/15,0.866
2011/07/16,0.816
2011/07/17,0.845
2011/07/18,0.845
2011/07/19,0.818
2011/07/20,0.82
2011/07/21,0.628
2011/07/22,0.606
2011/07/23,0.618
2011/07/24,0.541
2011/07/25,0.558
2011/07/26,0.539
2011/07/27,0.415
2011/07/28,0.358
2011/07/29,0.361
2011/07/30,0.373
2011/07/31,0.397
2011/08/01,0.38
2011/08/02,0.301
2011/08/03,0.272
2011/08/04,0.58
2011/08/05,0.663
2011/08/06,1.109
2011/08/07,1.367
2011/08/08,1.394
2011/08/09,1.235
2011/08/10,1.079
2011/08/11,1.083
2011/08/12,1.048
2011/08/13,1.081
2011/08/14,0.806
2011/08/15,0.624
2011/08/16,0.561
2011/08/17,0.407
2011/08/18,0.418
2011/08/19,0.419
2011/08/20,0.397
2011/08/21,0.463
2011/08/22,0.666
2011/08/23,0.712
2011/08/24,0.701
2011/08/25,0.709
2011/08/26,0.674
2011/08/27,0.805
2011/08/28,1.109
2011/08/29,1.055
2011/08/30,1.051
2011/08/31,1.101
2011/09/01,1.163
2011/09/02,1.181
2011/09/03,1.153
2011/09/04,1.068
2011/09/05,0.923
2011/09/06,0.89
2011/09/07,0.883
2011/09/08,0.923
2011/09/09,0.972
2011/09/10,0.831
2011/09/11,0.611
2011/09/12,0.634
2011/09/13,0.624
2011/09/14,0.567
2011/09/15,0.575
2011/09/16,0.742
2011/09/17,0.736
2011/09/18,0.836
2011/09/19,0.808
2011/09/20,0.747
2011/09/21,0.774
2011/09/22,0.765
2011/09/23,0.698
2011/09/24,0.723
2011/09/25,0.641
2011/09/26,0.637
2011/09/27,0.642
2011/09/28,0.648
2011/09/29,0.598
2011/09/30,0.54
2011/10/01,0.556
2011/10/02,0.502
2011/10/03,0.513
2011/10/04,0.821
2011/10/05,0.812
2011/10/06,0.727
2011/10/07,0.743
2011/10/08,0.835
2011/10/09,0.826
2011/10/10,0.847
2011/10/11,2.101
2011/10/12,1.906
2011/10/13,2.604
2011/10/14,2.748
2011/10/15,2.618
2011/10/16,2.624
2011/10/17,2.363
2011/10/18,2.301
2011/10/19,2.103
2011/10/20,2.082
2011/10/21,1.887
2011/10/22,2.313
2011/10/23,2.293
2011/10/24,2.342
2011/10/25,1.71
2011/10/26,1.71
2011/10/27,1.553
2011/10/28,1.448
2011/10/29,1.248
2011/10/30,1.247
2011/10/31,1.409
2011/11/01,1.96
2011/11/02,2.42
2011/11/03,2.443
2011/11/04,2.811
2011/11/05,2.496
2011/11/06,2.431
2011/11/07,2.448
2011/11/08,2.643
2011/11/09,2.897
2011/11/10,2.046
2011/11/11,1.532
2011/11/12,1.195
2011/11/13,0.7
2011/11/14,0.654
2011/11/15,0.773
2011/11/16,0.75
2011/11/17,0.617
2011/11/18,0.643
2011/11/19,0.787
2011/11/20,0.784
2011/11/21,1.006
2011/11/22,0.967
2011/11/23,0.795
2011/11/24,1.089
2011/11/25,0.95
2011/11/26,1.036
2011/11/27,1.198
2011/11/28,1.14
2011/11/29,0.762
2011/11/30,1.105
2011/12/01,1.749
2011/12/02,1.819
2011/12/03,1.867
2011/12/04,1.841
2011/12/05,1.81
2011/12/06,2.092
2011/12/07,2.08
2011/12/08,1.751
2011/12/09,1.724
2011/12/10,1.411
2011/12/11,0.81
2011/12/12,0.81
2011/12/13,0.881
2011/12/14,0.843
2011/12/15,1.216
2011/12/16,1.523
2011/12/17,1.511
2011/12/18,1.502
2011/12/19,1.511
2011/12/20,1.291
2011/12/21,1.318
2011/12/22,1.176
2011/12/23,1.156
2011/12/24,1.16
2011/12/25,1.408
2011/12/26,1.602
2011/12/27,1.545
2011/12/28,1.556
2011/12/29,0.945
2011/12/30,0.518
2011/12/31,0.519
2012/01/01,0.512
2012/01/02,0.49
2012/01/03,0.411
2012/01/04,0.411
2012/01/05,0.413
2012/01/06,0.457
2012/01/07,0.59
2012/01/08,0.534
2012/01/09,0.455
2012/01/10,0.484
2012/01/11,0.484
2012/01/12,0.396
2012/01/13,0.415
2012/01/14,0.418
2012/01/15,0.493
2012/01/16,0.574
2012/01/17,0.571
2012/01/18,0.826
2012/01/19,0.817
2012/01/20,0.762
2012/01/21,0.596
2012/01/22,0.62
2012/01/23,0.666
2012/01/24,0.68
2012/01/25,0.675
2012/01/26,0.696
2012/01/27,0.691
2012/01/28,0.691
2012/01/29,0.749
2012/01/30,0.721
2012/01/31,0.703
2012/02/01,0.545
2012/02/02,0.567
2012/02/03,0.572
2012/02/04,0.54
2012/02/05,0.488
2012/02/06,0.406
2012/02/07,0.423
2012/02/08,0.428
2012/02/09,0.389
2012/02/10,0.411
2012/02/11,0.404
2012/02/12,0.351
2012/02/13,0.265
2012/02/14,0.287
2012/02/15,0.333
2012/02/16,0.294
2012/02/17,0.257
2012/02/18,0.385
2012/02/19,0.43
2012/02/20,0.44
2012/02/21,0.523
2012/02/22,0.578
2012/02/23,0.679
2012/02/24,0.651
2012/02/25,0.722
2012/02/26,0.696
2012/02/27,0.657
2012/02/28,0.634
2012/02/29,0.656
2012/03/01,0.572
2012/03/02,0.712
2012/03/03,1.356
2012/03/04,1.37
2012/03/05,1.353
2012/03/06,1.251
2012/03/07,1.229
2012/03/08,1.165
2012/03/09,1.263
2012/03/10,1.263
2012/03/11,1.333
2012/03/12,1.405
2012/03/13,1.405
2012/03/14,1.212
2012/03/15,1.455
2012/03/16,1.447
2012/03/17,0.976
2012/03/18,0.948
2012/03/19,0.956
2012/03/20,0.908
2012/03/21,0.916
2012/03/22,0.92
2012/03/23,1.103
2012/03/24,1.276
2012/03/25,1.181
2012/03/26,1.131
2012/03/27,1.117
2012/03/28,1.048
2012/03/29,0.655
2012/03/30,0.655
2012/03/31,0.655
2012/04/01,0.682
2012/04/02,1.255
2012/04/03,1.316
2012/04/04,1.319
2012/04/05,1.662
2012/04/06,1.546
2012/04/07,1.242
2012/04/08,1.188
2012/04/09,1.16
2012/04/10,1.095
2012/04/11,1.054
2012/04/12,1.11
2012/04/13,1.101
2012/04/14,0.753
2012/04/15,1.183
2012/04/16,1.144
2012/04/17,1.145
2012/04/18,1.143
2012/04/19,1.137
2012/04/20,1.244
2012/04/21,1.296
2012/04/22,1.25
2012/04/23,1.226
2012/04/24,1.188
2012/04/25,1.218
2012/04/26,1.289
2012/04/27,1.179
2012/04/28,1.237
2012/04/29,0.773
2012/04/30,1.013
2012/05/01,1.076
2012/05/02,0.928
2012/05/03,0.928
2012/05/04,0.953
2012/05/05,1.009
2012/05/06,0.991
2012/05/07,0.913
2012/05/08,0.865
2012/05/09,0.475
2012/05/10,0.816
2012/05/11,0.699
2012/05/12,1.034
2012/05/13,1.027
2012/05/14,0.978
2012/05/15,1.071
2012/05/16,1.416
2012/05/17,1.831
2012/05/18,1.744
2012/05/19,1.599
2012/05/20,1.455
2012/05/21,1.272
2012/05/22,1.091
2012/05/23,0.745
2012/05/24,0.763
2012/05/25,0.744
2012/05/26,0.805
2012/05/27,1.039
2012/05/28,1.061
2012/05/29,1.076
2012/05/30,1.01
2012/05/31,0.843
2012/06/01,0.911
2012/06/02,1.041
2012/06/03,1.147
2012/06/04,1.2
2012/06/05,0.888
2012/06/06,0.878
2012/06/07,0.739
2012/06/08,0.484
2012/06/09,0.631
2012/06/10,0.682
2012/06/11,0.691
2012/06/12,0.5
2012/06/13,0.36
2012/06/14,0.303
2012/06/15,0.313
2012/06/16,0.303
2012/06/17,0.332
2012/06/18,0.423
2012/06/19,0.423
2012/06/20,0.448
2012/06/21,0.484
2012/06/22,0.514
2012/06/23,0.472
2012/06/24,0.582
2012/06/25,0.547
2012/06/26,0.541
2012/06/27,0.575
2012/06/28,0.635
2012/06/29,0.618
2012/06/30,0.706
2012/07/01,0.638
2012/07/02,0.451
2012/07/03,0.51
2012/07/04,0.515
2012/07/05,0.478
2012/07/06,0.465
2012/07/07,0.48
2012/07/08,0.362
2012/07/09,0.4
2012/07/10,0.4
2012/07/11,0.438
2012/07/12,0.39
2012/07/13,0.429
2012/07/14,0.312
2012/07/15,0.328
2012/07/16,0.33
2012/07/17,0.397
2012/07/18,0.395
2012/07/19,0.482
2012/07/20,0.486
2012/07/21,0.468
2012/07/22,0.472
2012/07/23,0.453
2012/07/24,0.488
2012/07/25,0.41
2012/07/26,0.472
2012/07/27,0.571
2012/07/28,0.557
2012/07/29,0.526
2012/07/30,0.596
2012/07/31,0.767
2012/08/01,0.889
2012/08/02,0.81
2012/08/03,0.811
2012/08/04,0.744
2012/08/05,0.832
2012/08/06,0.842
2012/08/07,0.852
2012/08/08,0.872
2012/08/09,0.878
2012/08/10,0.774
2012/08/11,0.812
2012/08/12,0.789
2012/08/13,0.702
2012/08/14,0.476
2012/08/15,0.315
2012/08/16,0.309
2012/08/17,0.417
2012/08/18,0.423
2012/08/19,0.433
2012/08/20,0.355
2012/08/21,0.379
2012/08/22,0.381
2012/08/23,0.368
2012/08/24,0.404
2012/08/25,0.521
2012/08/26,0.599
2012/08/27,0.649
2012/08/28,0.661
2012/08/29,0.665
2012/08/30,0.665
2012/08/31,0.639
2012/09/01,0.628
2012/09/02,0.532
2012/09/03,0.472
2012/09/04,0.412
2012/09/05,0.524
2012/09/06,0.551
2012/09/07,0.55
2012/09/08,0.471
2012/09/09,0.391
2012/09/10,0.361
2012/09/11,0.395
2012/09/12,0.371
2012/09/13,0.606
2012/09/14,0.543
2012/09/15,0.575
2012/09/16,0.565
2012/09/17,0.601
2012/09/18,0.625
2012/09/19,0.568
2012/09/20,0.5
2012/09/21,0.506
2012/09/22,0.491
2012/09/23,0.488
2012/09/24,0.485
2012/09/25,0.531
2012/09/26,0.581
2012/09/27,0.395
2012/09/28,0.384
2012/09/29,0.384
2012/09/30,0.381
2012/10/01,0.536
2012/10/02,0.497
2012/10/03,0.584
2012/10/04,0.721
2012/10/05,0.668
2012/10/06,0.658
2012/10/07,0.801
2012/10/08,1.026
2012/10/09,1.014
2012/10/10,1.004
2012/10/11,0.962
2012/10/12,0.917
2012/10/13,0.773
2012/10/14,0.791
2012/10/15,0.925
2012/10/16,0.962
2012/10/17,0.913
2012/10/18,0.863
2012/10/19,0.872
2012/10/20,0.888
2012/10/21,0.703
2012/10/22,0.541
2012/10/23,0.657
2012/10/24,0.709
2012/10/25,0.681
2012/10/26,0.744
2012/10/27,0.873
2012/10/28,0.653
2012/10/29,0.608
2012/10/30,0.638
2012/10/31,0.625
2012/11/01,0.696
2012/11/02,0.622
2012/11/03,0.62
2012/11/04,0.605
2012/11/05,0.616
2012/11/06,0.537
2012/11/07,0.517
2012/11/08,0.495
2012/11/09,0.453
2012/11/10,0.333
2012/11/11,0.259
2012/11/12,0.314
2012/11/13,0.324
2012/11/14,0.325
2012/11/15,0.333
2012/11/16,0.33
2012/11/17,0.341
2012/11/18,0.301
2012/11/19,0.232
2012/11/20,0.202
2012/11/21,0.174
2012/11/22,0.144
2012/11/23,0.221
2012/11/24,0.234
2012/11/25,0.233
2012/11/26,0.195
2012/11/27,0.179
2012/11/28,0.301
2012/11/29,0.292
2012/11/30,0.551
2012/12/01,0.581
2012/12/02,0.594
2012/12/03,0.591
2012/12/04,1.328
2012/12/05,1.595
2012/12/06,1.618
2012/12/07,1.605
2012/12/08,1.584
2012/12/09,1.675
2012/12/10,1.584
2012/12/11,1.564
2012/12/12,1.274
2012/12/13,1.001
2012/12/14,1.514
2012/12/15,1.242
2012/12/16,1.35
2012/12/17,1.197
2012/12/18,1.043
2012/12/19,1.116
2012/12/20,1.432
2012/12/21,1.426
2012/12/22,1.645
2012/12/23,1.657
2012/12/24,1.543
2012/12/25,1.376
2012/12/26,1.699
2012/12/27,2.023
2012/12/28,2.098
2012/12/29,1.988
2012/12/30,1.881
2012/12/31,1.999
2013/01/01,2.029
2013/01/02,2.069
2013/01/03,1.22
2013/01/04,1.022
2013/01/05,1.036
2013/01/06,0.71
2013/01/07,0.63
2013/01/08,0.424
2013/01/09,0.62
2013/01/10,0.62
2013/01/11,1.029
2013/01/12,1.298
2013/01/13,1.222
2013/01/14,1.214
2013/01/15,1.303
2013/01/16,1.269
2013/01/17,1.489
2013/01/18,1.441
2013/01/19,1.573
2013/01/20,1.515
2013/01/21,1.1
2013/01/22,1.174
2013/01/23,1.185
2013/01/24,1.306
2013/01/25,1.183
2013/01/26,1.276
2013/01/27,1.359
2013/01/28,1.259
2013/01/29,1.268
2013/01/30,1.308
2013/01/31,1.233
2013/02/01,0.933
2013/02/02,0.929
2013/02/03,1.049
2013/02/04,0.934
2013/02/05,0.939
2013/02/06,0.624
2013/02/07,0.626
2013/02/08,0.504
2013/02/09,0.565
2013/02/10,0.558
2013/02/11,0.524
2013/02/12,0.633
2013/02/13,0.664
2013/02/14,0.463
2013/02/15,0.53
2013/02/16,0.669
2013/02/17,0.685
2013/02/18,0.681
2013/02/19,0.67
2013/02/20,0.768
2013/02/21,0.777
2013/02/22,0.737
2013/02/23,0.595
2013/02/24,0.614
2013/02/25,0.757
2013/02/26,0.495
2013/02/27,0.549
2013/02/28,0.44
2013/03/01,0.538
2013/03/02,0.657
2013/03/03,0.613
2013/03/04,0.621
2013/03/05,0.832
2013/03/06,0.752
2013/03/07,0.73
2013/03/08,0.723
2013/03/09,0.73
2013/03/10,0.775
2013/03/11,0.56
2013/03/12,0.773
2013/03/13,0.593
2013/03/14,0.652
2013/03/15,0.671
2013/03/16,0.636
2013/03/17,0.897
2013/03/18,0.957
2013/03/19,0.745
2013/03/20,0.892
2013/03/21,1.063
2013/03/22,1.247
2013/03/23,1.348
2013/03/24,1.353
2013/03/25,1.61
2013/03/26,1.258
2013/03/27,1.814
2013/03/28,1.815
2013/03/29,1.811
2013/03/30,1.815
2013/03/31,1.734
2013/04/01,1.763
2013/04/02,1.753
2013/04/03,1.638
2013/04/04,1.531
2013/04/05,1.229
2013/04/06,0.949
2013/04/07,0.858
2013/04/08,0.768
2013/04/09,0.736
2013/04/10,0.367
2013/04/11,0.367
2013/04/12,0.366
2013/04/13,0.365
2013/04/14,0.42
2013/04/15,0.293
2013/04/16,0.277
2013/04/17,0.266
2013/04/18,0.321
2013/04/19,0.527
2013/04/20,0.545
2013/04/21,0.576
2013/04/22,0.585
2013/04/23,0.559
2013/04/24,0.425
2013/04/25,0.447
2013/04/26,0.44
2013/04/27,0.481
2013/04/28,0.515
2013/04/29,0.541
2013/04/30,0.534
2013/05/01,0.527
2013/05/02,0.686
2013/05/03,0.686
2013/05/04,0.683
2013/05/05,0.63
2013/05/06,0.639
2013/05/07,0.639
2013/05/08,0.645
2013/05/09,0.615
2013/05/10,0.62
2013/05/11,0.671
2013/05/12,0.631
2013/05/13,0.631
2013/05/14,0.608
2013/05/15,0.692
2013/05/16,0.512
2013/05/17,0.328
2013/05/18,0.37
2013/05/19,0.375
2013/05/20,0.695
2013/05/21,0.683
2013/05/22,0.667
2013/05/23,0.716
2013/05/24,0.7
2013/05/25,0.596
2013/05/26,0.575
2013/05/27,0.589
2013/05/28,0.589
2013/05/29,0.54
2013/05/30,0.582
2013/05/31,0.622
2013/06/01,0.886
2013/06/02,1.011
2013/06/03,0.686
2013/06/04,0.702
2013/06/05,0.603
2013/06/06,0.597
2013/06/07,0.643
2013/06/08,0.601
2013/06/09,0.633
2013/06/10,0.637
2013/06/11,0.536
2013/06/12,0.536
2013/06/13,0.53
2013/06/14,0.518
2013/06/15,0.461
2013/06/16,0.433
2013/06/17,0.588
2013/06/18,0.728
2013/06/19,1.02
2013/06/20,1.027
2013/06/21,1.022
2013/06/22,1.003
2013/06/23,0.991
2013/06/24,1.04
2013/06/25,1.01
2013/06/26,0.812
2013/06/27,0.719
2013/06/28,0.665
2013/06/29,0.649
2013/06/30,0.54
2013/07/01,0.491
2013/07/02,0.39
2013/07/03,0.273
2013/07/04,0.25
2013/07/05,0.319
2013/07/06,0.371
2013/07/07,0.428
2013/07/08,0.421
2013/07/09,0.406
2013/07/10,0.469
2013/07/11,0.461
2013/07/12,0.536
2013/07/13,0.583
2013/07/14,0.5
2013/07/15,0.461
2013/07/16,0.385
2013/07/17,0.385
2013/07/18,0.403
2013/07/19,0.386
2013/07/20,0.382
2013/07/21,0.439
2013/07/22,0.406
2013/07/23,0.604
2013/07/24,0.519
2013/07/25,0.605
2013/07/26,0.577
2013/07/27,0.595
2013/07/28,0.59
2013/07/29,0.608
2013/07/30,0.71
2013/07/31,0.737
2013/08/01,0.725
2013/08/02,0.779
2013/08/03,0.752
2013/08/04,0.662
2013/08/05,0.7
2013/08/06,0.467
2013/08/07,0.417
2013/08/08,0.232
2013/08/09,0.183
2013/08/10,0.236
2013/08/11,0.242
2013/08/12,0.271
2013/08/13,0.279
2013/08/14,0.354
2013/08/15,0.388
2013/08/16,0.448
2013/08/17,0.4
2013/08/18,0.388
2013/08/19,0.409
2013/08/20,0.409
2013/08/21,0.412
2013/08/22,0.449
2013/08/23,0.45
2013/08/24,0.417
2013/08/25,0.57
2013/08/26,0.504
2013/08/27,0.522
2013/08/28,0.5
2013/08/29,0.489
2013/08/30,0.505
2013/08/31,0.626
2013/09/01,0.721
2013/09/02,0.763
2013/09/03,0.764
2013/09/04,0.866
2013/09/05,0.796
2013/09/06,0.783
2013/09/07,1.088
2013/09/08,1.013
2013/09/09,1.007
2013/09/10,0.97
2013/09/11,0.977
2013/09/12,1.032
2013/09/13,1.029
2013/09/14,1.006
2013/09/15,0.917
2013/09/16,0.995
2013/09/17,0.978
2013/09/18,0.965
2013/09/19,0.973
2013/09/20,1.006
2013/09/21,0.681
2013/09/22,0.533
2013/09/23,0.552
2013/09/24,0.59
2013/09/25,0.601
2013/09/26,0.685
2013/09/27,0.672
2013/09/28,0.588
2013/09/29,0.616
2013/09/30,0.523
2013/10/01,0.519
2013/10/02,0.453
2013/10/03,0.466
2013/10/04,0.455
2013/10/05,0.544
2013/10/06,0.52
2013/10/07,0.605
2013/10/08,0.579
2013/10/09,0.496
2013/10/10,0.469
2013/10/11,0.471
2013/10/12,0.572
2013/10/13,0.662
2013/10/14,0.81
2013/10/15,1.065
2013/10/16,1.08
2013/10/17,1.191
2013/10/18,1.166
2013/10/19,1.18
2013/10/20,1.168
2013/10/21,0.901
2013/10/22,0.746
2013/10/23,0.661
2013/10/24,0.628
2013/10/25,0.572
2013/10/26,0.676
2013/10/27,0.781
2013/10/28,0.799
2013/10/29,0.855
2013/10/30,0.842
2013/10/31,0.721
2013/11/01,0.717
2013/11/02,0.681
2013/11/03,0.687
2013/11/04,0.677
2013/11/05,0.587
2013/11/06,0.643
2013/11/07,0.945
2013/11/08,1.239
2013/11/09,1.394
2013/11/10,1.391
2013/11/11,1.416
2013/11/12,1.449
2013/11/13,1.414
2013/11/14,1.277
2013/11/15,1.135
2013/11/16,1.086
2013/11/17,1.057
2013/11/18,0.998
2013/11/19,0.996
2013/11/20,0.995
2013/11/21,0.928
2013/11/22,0.579
2013/11/23,0.453
2013/11/24,0.456
2013/11/25,0.422
2013/11/26,0.323
2013/11/27,0.326
2013/11/28,0.319
2013/11/29,0.32
2013/11/30,0.24
2013/12/01,0.291
2013/12/02,0.275
2013/12/03,0.373
2013/12/04,0.362
2013/12/05,0.248
2013/12/06,0.371
2013/12/07,0.406
2013/12/08,0.422
2013/12/09,0.417
2013/12/10,0.347
2013/12/11,0.382
2013/12/12,0.435
2013/12/13,0.433
2013/12/14,0.464
2013/12/15,0.443
2013/12/16,0.39
2013/12/17,0.401
2013/12/18,0.396
2013/12/19,0.474
2013/12/20,0.45
2013/12/21,0.544
2013/12/22,0.562
2013/12/23,0.576
2013/12/24,0.587
2013/12/25,0.606
2013/12/26,0.55
2013/12/27,0.541
2013/12/28,0.695
2013/12/29,0.712
2013/12/30,0.648
2013/12/31,0.571
2014/01/01,0.604
2014/01/02,0.725
2014/01/03,0.72
2014/01/04,0.893
2014/01/05,0.99
2014/01/06,1.038
