Date,sentbyaddress30roc
2010/07/17,111.957
2010/07/18,149.412
2010/07/19,180.711
2010/07/20,220.812
2010/07/21,83.333
2010/07/22,89.862
2010/07/23,81.614
2010/07/24,217.734
2010/07/25,1014
2010/07/26,141.42
2010/07/27,124.064
2010/07/28,109.146
2010/07/29,69.907
2010/07/30,25.214
2010/07/31,8.23
2010/08/01,67.172
2010/08/02,43.162
2010/08/03,231.111
2010/08/04,132.5
2010/08/05,223.81
2010/08/06,98.387
2010/08/07,29.63
2010/08/08,79.167
2010/08/09,133.862
2010/08/10,-17.857
2010/08/11,-85.914
2010/08/12,-75.228
2010/08/13,-91.299
2010/08/14,-70.637
2010/08/15,-79.473
2010/08/16,15.128
2010/08/17,-24.528
2010/08/18,-30.018
2010/08/19,-52.373
2010/08/20,-12.5
2010/08/21,-19.417
2010/08/22,-20
2010/08/23,-45.426
2010/08/24,-81.26
2010/08/25,-17.157
2010/08/26,-25.06
2010/08/27,-26.239
2010/08/28,-15.259
2010/08/29,-17.747
2010/08/30,20.152
2010/08/31,16.918
2010/09/01,8.955
2010/09/02,-56.544
2010/09/03,-32.258
2010/09/04,-55.515
2010/09/05,-19.783
2010/09/06,6.122
2010/09/07,-36.693
2010/09/08,-30.769
2010/09/09,4.682
2010/09/10,-13.812
2010/09/11,-20.68
2010/09/12,-29.49
2010/09/13,28.732
2010/09/14,71.681
2010/09/15,-4.232
2010/09/16,13.437
2010/09/17,-17.571
2010/09/18,12.292
2010/09/19,-19.221
2010/09/20,37.952
2010/09/21,177.469
2010/09/22,122.159
2010/09/23,97.321
2010/09/24,56.805
2010/09/25,79.299
2010/09/26,52.964
2010/09/27,108.682
2010/09/28,78.008
2010/09/29,188.608
2010/09/30,-1.809
2010/10/01,67.945
2010/10/02,116.602
2010/10/03,44.444
2010/10/04,88.43
2010/10/05,53.378
2010/10/06,67.308
2010/10/07,41.633
2010/10/08,28.105
2010/10/09,40.575
2010/10/10,26.923
2010/10/11,32.857
2010/10/12,6.166
2010/10/13,-10.722
2010/10/14,0
2010/10/15,-13.488
2010/10/16,25.344
2010/10/17,50.157
2010/10/18,90.533
2010/10/19,257.878
2010/10/20,83.843
2010/10/21,-28.921
2010/10/22,-9.207
2010/10/23,-6.787
2010/10/24,18.113
2010/10/25,-17.94
2010/10/26,60.207
2010/10/27,7.088
2010/10/28,38.228
2010/10/29,-45.833
2010/10/30,9.737
2010/10/31,-51.06
2010/11/01,-36.898
2010/11/02,-39.341
2010/11/03,-22.368
2010/11/04,-25.991
2010/11/05,2.069
2010/11/06,17.867
2010/11/07,11.735
2010/11/08,10.682
2010/11/09,-0.758
2010/11/10,10.215
2010/11/11,-4.293
2010/11/12,-33.578
2010/11/13,-13.918
2010/11/14,7.527
2010/11/15,805.714
2010/11/16,527.557
2010/11/17,-29.658
2010/11/18,-62.983
2010/11/19,-57.601
2010/11/20,-4.538
2010/11/21,-25.634
2010/11/22,-40.129
2010/11/23,-41.054
2010/11/24,17.749
2010/11/25,-1.452
2010/11/26,25.18
2010/11/27,-20.067
2010/11/28,-2.834
2010/11/29,12.47
2010/11/30,66
2010/12/01,66.384
2010/12/02,72.826
2010/12/03,15.819
2010/12/04,36.607
2010/12/05,2.252
2010/12/06,20.538
2010/12/07,47.032
2010/12/08,18.07
2010/12/09,33.333
2010/12/10,4.878
2010/12/11,86.807
2010/12/12,175.646
2010/12/13,129.341
2010/12/14,98.5
2010/12/15,-81.267
2010/12/16,-79.84
2010/12/17,13.466
2010/12/18,42.961
2010/12/19,73.669
2010/12/20,68.361
2010/12/21,44.318
2010/12/22,115.946
2010/12/23,91.87
2010/12/24,15.074
2010/12/25,36.007
2010/12/26,-11.149
2010/12/27,32.489
2010/12/28,64.375
2010/12/29,32.836
2010/12/30,44.177
2010/12/31,13.413
2011/01/01,72.537
2011/01/02,67.073
2011/01/03,108.279
2011/01/04,86.123
2011/01/05,109.939
2011/01/06,20.342
2011/01/07,62.609
2011/01/08,128.817
2011/01/09,148.605
2011/01/10,59.04
2011/01/11,57.162
2011/01/12,27.154
2011/01/13,36.398
2011/01/14,34.845
2011/01/15,82.673
