Date,activeaddresses14roc
2011/02/03,-12.87
2011/02/04,-23.362
2011/02/05,-30.556
2011/02/06,-27.899
2011/02/07,-32.07
2011/02/08,-1.246
2011/02/09,31.652
2011/02/10,114.701
2011/02/11,155.03
2011/02/12,58.883
2011/02/13,2.126
2011/02/14,84.702
2011/02/15,77.975
2011/02/16,100.134
2011/02/17,175.829
2011/02/18,139.099
2011/02/19,89.639
2011/02/20,128.069
2011/02/21,135.408
2011/02/22,164.961
2011/02/23,81.897
2011/02/24,3.578
2011/02/25,-20.742
2011/02/26,8.515
2011/02/27,11.237
2011/02/28,-26.451
2011/03/01,52.317
2011/03/02,25.017
2011/03/03,40.149
2011/03/04,-9.063
2011/03/05,24.827
2011/03/06,4.375
2011/03/07,3.586
2011/03/08,2.275
2011/03/09,-10.9
2011/03/10,-20.783
2011/03/11,-10.773
2011/03/12,-9.746
2011/03/13,-20.369
2011/03/14,-4.227
2011/03/15,-36.484
2011/03/16,-15.075
2011/03/17,-34.103
2011/03/18,-5.699
2011/03/19,-12.022
2011/03/20,34.168
2011/03/21,36.462
2011/03/22,-0.129
2011/03/23,102.837
2011/03/24,50.687
2011/03/25,36.811
2011/03/26,49.381
2011/03/27,64.95
2011/03/28,84
2011/03/29,41.043
2011/03/30,15.666
2011/03/31,28.961
2011/04/01,5.979
2011/04/02,4.03
2011/04/03,-18.499
2011/04/04,-0.666
2011/04/05,11.497
2011/04/06,-43.663
2011/04/07,-21.992
2011/04/08,-12.494
2011/04/09,-25.124
2011/04/10,-26.383
2011/04/11,-23.913
2011/04/12,-6.942
2011/04/13,27.581
2011/04/14,43.448
2011/04/15,26.471
2011/04/16,62.5
2011/04/17,19.939
2011/04/18,19.887
2011/04/19,47.422
2011/04/20,39.307
2011/04/21,18.23
2011/04/22,16.415
2011/04/23,36.542
2011/04/24,32.565
2011/04/25,24.975
2011/04/26,41.963
2011/04/27,60.295
2011/04/28,4.274
2011/04/29,62.696
2011/04/30,51.928
2011/05/01,72.223
2011/05/02,8.069
2011/05/03,-4.694
2011/05/04,18.285
2011/05/05,75.34
2011/05/06,61.299
2011/05/07,47.447
2011/05/08,37.428
2011/05/09,49.093
2011/05/10,16.561
2011/05/11,-5.395
2011/05/12,16.203
2011/05/13,40.077
2011/05/14,10.028
2011/05/15,11.041
2011/05/16,96.609
2011/05/17,73.504
2011/05/18,103.06
2011/05/19,69.081
2011/05/20,69.294
2011/05/21,48.008
2011/05/22,69.281
2011/05/23,59.841
2011/05/24,84.02
2011/05/25,105.533
2011/05/26,100.249
2011/05/27,14.411
2011/05/28,29.694
2011/05/29,34.616
2011/05/30,8.317
2011/05/31,33.81
2011/06/01,8.053
2011/06/02,29.347
2011/06/03,53.578
2011/06/04,80.264
2011/06/05,64.861
2011/06/06,73.354
2011/06/07,43.83
2011/06/08,87.515
2011/06/09,81.528
2011/06/10,123.287
2011/06/11,104.21
2011/06/12,141.283
2011/06/13,102.424
2011/06/14,112.003
2011/06/15,96.989
2011/06/16,86.011
2011/06/17,46.248
2011/06/18,34.489
2011/06/19,55.456
2011/06/20,23.848
2011/06/21,31.808
2011/06/22,-1.985
2011/06/23,-7.265
2011/06/24,4.423
2011/06/25,-4.804
2011/06/26,-12.864
2011/06/27,16.769
2011/06/28,-12.083
2011/06/29,-11.648
2011/06/30,-18.734
2011/07/01,15.967
2011/07/02,23.416
2011/07/03,-19.88
2011/07/04,-9.256
2011/07/05,-6.793
2011/07/06,0.579
2011/07/07,-5.86
2011/07/08,-2.324
2011/07/09,0.592
2011/07/10,21.959
2011/07/11,-14.225
2011/07/12,-11.979
2011/07/13,11.68
2011/07/14,22.951
2011/07/15,-19.134
2011/07/16,-25.371
2011/07/17,10.914
2011/07/18,18.355
2011/07/19,6.876
2011/07/20,-3.837
2011/07/21,10.871
2011/07/22,-0.698
2011/07/23,-3.756
2011/07/24,-19.092
2011/07/25,4.294
2011/07/26,3.367
2011/07/27,-13.601
2011/07/28,-10.2
2011/07/29,-9.053
2011/07/30,-17.848
2011/07/31,-2.176
2011/08/01,-14.794
2011/08/02,-12.839
2011/08/03,-28.88
2011/08/04,-25.433
2011/08/05,-12.039
2011/08/06,-7.651
2011/08/07,-13.635
2011/08/08,-8.65
2011/08/09,-0.638
2011/08/10,-16.053
2011/08/11,-29.385
2011/08/12,-22.929
2011/08/13,-2.915
2011/08/14,-10.9
2011/08/15,-19.098
2011/08/16,-3.276
2011/08/17,10.608
2011/08/18,9.011
2011/08/19,3.361
2011/08/20,4.36
2011/08/21,13.579
2011/08/22,2.331
2011/08/23,-4.115
2011/08/24,12.273
2011/08/25,26.37
2011/08/26,25.75
2011/08/27,8.721
2011/08/28,-14.089
2011/08/29,-1.712
2011/08/30,-16.473
2011/08/31,-16.373
2011/09/01,-17.852
2011/09/02,-27.59
2011/09/03,-31.492
2011/09/04,-23.029
2011/09/05,-27.613
2011/09/06,-17.264
2011/09/07,-23.973
2011/09/08,-31.632
2011/09/09,-13.61
2011/09/10,-23.584
2011/09/11,-16.535
2011/09/12,-11.932
2011/09/13,-15.193
2011/09/14,-13.131
2011/09/15,-8.991
2011/09/16,-9.553
2011/09/17,-9.264
2011/09/18,-18.122
2011/09/19,-11.955
2011/09/20,16.707
2011/09/21,6.592
2011/09/22,10.999
2011/09/23,7.466
2011/09/24,21.929
2011/09/25,24.745
2011/09/26,6.768
2011/09/27,25.703
2011/09/28,-7.051
2011/09/29,-17.209
2011/09/30,-7.506
2011/10/01,-0.952
2011/10/02,-17.55
2011/10/03,-13.784
2011/10/04,-37.028
2011/10/05,-23.861
2011/10/06,-17.662
2011/10/07,-31.249
2011/10/08,-35.692
2011/10/09,-36.185
2011/10/10,-24.849
2011/10/11,-26.626
2011/10/12,-1.207
2011/10/13,-8.893
2011/10/14,8.064
2011/10/15,1.223
2011/10/16,1.216
2011/10/17,2.137
2011/10/18,-10.747
2011/10/19,-8.049
2011/10/20,-23.016
2011/10/21,-12.331
2011/10/22,-3.105
2011/10/23,7.674
2011/10/24,4.525
2011/10/25,-4.433
2011/10/26,-8.37
2011/10/27,-1.724
2011/10/28,-12.691
2011/10/29,-2.166
2011/10/30,-4.857
2011/10/31,-15.003
2011/11/01,3.67
2011/11/02,4.476
2011/11/03,17.953
2011/11/04,31.234
2011/11/05,11.446
2011/11/06,-12.687
2011/11/07,-9.403
2011/11/08,4.814
2011/11/09,15.217
2011/11/10,25.345
2011/11/11,-4.257
2011/11/12,-5.197
2011/11/13,9.973
2011/11/14,14.107
2011/11/15,10.965
2011/11/16,0.297
2011/11/17,-7
2011/11/18,-21.461
2011/11/19,-25.217
2011/11/20,-1.057
2011/11/21,-19.642
2011/11/22,-16.363
2011/11/23,-19.817
2011/11/24,-23.785
2011/11/25,-3.978
2011/11/26,-15.7
2011/11/27,-14.245
2011/11/28,-7.997
2011/11/29,1.468
2011/11/30,17.323
2011/12/01,15.021
2011/12/02,7.302
2011/12/03,27.408
2011/12/04,3.976
2011/12/05,28.746
2011/12/06,32.672
2011/12/07,12.271
2011/12/08,28.44
2011/12/09,0.839
2011/12/10,16.126
2011/12/11,12.872
2011/12/12,-9.999
2011/12/13,-16.646
2011/12/14,-22.43
2011/12/15,-28.536
2011/12/16,-20.221
2011/12/17,-20.563
2011/12/18,-16.837
2011/12/19,-2.737
2011/12/20,-10.188
2011/12/21,-7.955
2011/12/22,-14.404
2011/12/23,2.767
2011/12/24,-14.204
2011/12/25,-2.76
2011/12/26,7.184
2011/12/27,-1.978
2011/12/28,-9.747
2011/12/29,12.938
2011/12/30,-0.837
2011/12/31,6.589
2012/01/01,15.921
2012/01/02,-6.336
2012/01/03,-4.054
2012/01/04,4.94
2012/01/05,27.838
2012/01/06,23.154
2012/01/07,30.946
2012/01/08,24.311
2012/01/09,21.881
2012/01/10,36.983
2012/01/11,57.209
2012/01/12,22.602
2012/01/13,37.481
2012/01/14,33.774
2012/01/15,18.373
2012/01/16,24.845
2012/01/17,8.694
2012/01/18,18.212
2012/01/19,-1.892
2012/01/20,-4.796
2012/01/21,0.767
2012/01/22,-22.263
2012/01/23,-10.937
2012/01/24,-7.172
2012/01/25,-2.384
2012/01/26,4.041
2012/01/27,-0.421
2012/01/28,-10.375
2012/01/29,6.214
2012/01/30,-9.191
2012/01/31,9.441
2012/02/01,1.574
2012/02/02,6.705
2012/02/03,16.627
2012/02/04,20.976
2012/02/05,30.279
2012/02/06,5.13
2012/02/07,-1.527
2012/02/08,-11.994
2012/02/09,4.695
2012/02/10,13.315
2012/02/11,17.123
2012/02/12,-1.48
2012/02/13,20.315
2012/02/14,17.784
2012/02/15,18.647
2012/02/16,15.896
2012/02/17,-14.099
2012/02/18,-11.374
2012/02/19,-10.837
2012/02/20,2.857
2012/02/21,0.075
2012/02/22,11.628
2012/02/23,16.138
2012/02/24,0.99
2012/02/25,-0.85
2012/02/26,-6.002
2012/02/27,-8.233
2012/02/28,-11.307
2012/02/29,-13.065
2012/03/01,-13.507
2012/03/02,23.868
2012/03/03,-13.158
2012/03/04,12.954
2012/03/05,12.966
2012/03/06,3.974
2012/03/07,-6.617
2012/03/08,-10.564
2012/03/09,-4.371
2012/03/10,-14.976
2012/03/11,-5.11
2012/03/12,-3.688
2012/03/13,3.045
2012/03/14,4.804
2012/03/15,-6.182
2012/03/16,-7.767
2012/03/17,27.73
2012/03/18,-7.198
2012/03/19,-3.878
2012/03/20,4.43
2012/03/21,6.586
2012/03/22,0.057
2012/03/23,-9.736
2012/03/24,8.194
2012/03/25,13.498
2012/03/26,9.866
2012/03/27,-7.734
2012/03/28,0.352
2012/03/29,12.432
2012/03/30,-7.473
2012/03/31,-12.689
2012/04/01,-8.123
2012/04/02,-4.034
2012/04/03,17.645
2012/04/04,2.892
2012/04/05,4.327
2012/04/06,14.51
2012/04/07,2.359
2012/04/08,-2.982
2012/04/09,-3.58
2012/04/10,12.255
2012/04/11,13.637
2012/04/12,10.582
2012/04/13,4.963
2012/04/14,23.597
2012/04/15,27.293
2012/04/16,28.311
2012/04/17,-1.356
2012/04/18,16.105
2012/04/19,8.467
2012/04/20,18.484
2012/04/21,14.3
2012/04/22,5.551
2012/04/23,9.99
2012/04/24,-0.528
2012/04/25,-5.439
2012/04/26,1.795
2012/04/27,9.025
2012/04/28,-8.002
2012/04/29,-1.533
2012/04/30,-0.037
2012/05/01,7.996
2012/05/02,4.274
2012/05/03,22.933
2012/05/04,17.223
2012/05/05,22.698
2012/05/06,51.027
2012/05/07,53.284
2012/05/08,37.253
2012/05/09,42.231
2012/05/10,6.511
2012/05/11,51.942
2012/05/12,42.457
2012/05/13,29.473
2012/05/14,69.698
2012/05/15,35.612
2012/05/16,26.447
2012/05/17,3.243
2012/05/18,15.358
2012/05/19,57.886
2012/05/20,33.075
2012/05/21,18.334
2012/05/22,15.681
2012/05/23,19.299
2012/05/24,37.469
2012/05/25,15.208
2012/05/26,12.752
2012/05/27,27.004
2012/05/28,-8.7
2012/05/29,26.157
2012/05/30,11.773
2012/05/31,25.885
2012/06/01,11.078
2012/06/02,-34.923
2012/06/03,2.884
2012/06/04,36.956
2012/06/05,48.881
2012/06/06,-18.416
2012/06/07,26.073
2012/06/08,-6.13
2012/06/09,22.959
2012/06/10,28.667
2012/06/11,10.184
2012/06/12,-31.443
2012/06/13,63.703
2012/06/14,74.742
2012/06/15,68.922
2012/06/16,91.311
2012/06/17,29.495
2012/06/18,-9.547
2012/06/19,-13.228
2012/06/20,33.544
2012/06/21,-16.032
2012/06/22,3.41
2012/06/23,-4.062
2012/06/24,-15.754
2012/06/25,4.198
2012/06/26,53.233
2012/06/27,-16.337
2012/06/28,-34.075
2012/06/29,-32.538
2012/06/30,-18.853
2012/07/01,-19.453
2012/07/02,-2.702
2012/07/03,-2.386
2012/07/04,-1.959
2012/07/05,-6.021
2012/07/06,0.407
2012/07/07,2.254
2012/07/08,-2.07
2012/07/09,-4.989
2012/07/10,2.867
2012/07/11,-9.581
2012/07/12,4.592
2012/07/13,-5.291
2012/07/14,-6.358
2012/07/15,-4.155
2012/07/16,0.582
2012/07/17,16.044
2012/07/18,8.383
2012/07/19,30.033
2012/07/20,23.06
2012/07/21,14.99
2012/07/22,39.559
2012/07/23,30.221
2012/07/24,3.737
2012/07/25,-10.735
2012/07/26,-9.903
2012/07/27,2.965
2012/07/28,29.192
2012/07/29,18.415
2012/07/30,-1.663
2012/07/31,45.969
2012/08/01,18.768
2012/08/02,16.021
2012/08/03,0.678
2012/08/04,0.857
2012/08/05,-2.862
2012/08/06,0.74
2012/08/07,1.965
2012/08/08,64.649
2012/08/09,30.932
2012/08/10,19.558
2012/08/11,-0.567
2012/08/12,8.577
2012/08/13,34.267
2012/08/14,-27.057
2012/08/15,23.781
2012/08/16,46.48
2012/08/17,56.1
2012/08/18,43.823
2012/08/19,53.61
2012/08/20,11.955
2012/08/21,38.866
2012/08/22,-4.692
2012/08/23,8.33
2012/08/24,16.628
2012/08/25,-4.681
2012/08/26,-11.166
2012/08/27,-20.877
2012/08/28,-6.902
2012/08/29,-21.89
2012/08/30,-44.728
2012/08/31,-12.933
2012/09/01,-12.843
2012/09/02,-39.913
2012/09/03,-30.41
2012/09/04,-15.364
2012/09/05,-16.112
2012/09/06,7.08
2012/09/07,-2.056
2012/09/08,-7.951
2012/09/09,15.815
2012/09/10,-2.83
2012/09/11,13.346
2012/09/12,-13.096
2012/09/13,2.844
2012/09/14,-22.552
2012/09/15,-33.246
2012/09/16,-9.6
2012/09/17,0.2
2012/09/18,-15.755
2012/09/19,3.221
2012/09/20,0.918
2012/09/21,-11.119
2012/09/22,-18.944
2012/09/23,-28.743
2012/09/24,-10.49
2012/09/25,-4.357
2012/09/26,41.069
2012/09/27,19.974
2012/09/28,30.704
2012/09/29,28.046
2012/09/30,9.809
2012/10/01,14.87
2012/10/02,37.1
2012/10/03,16.83
2012/10/04,9.587
2012/10/05,13.607
2012/10/06,42.632
2012/10/07,51.536
2012/10/08,42.471
2012/10/09,20.816
2012/10/10,-1.889
2012/10/11,-2.017
2012/10/12,-10.82
2012/10/13,2.565
2012/10/14,11.292
2012/10/15,21.882
2012/10/16,-19.019
2012/10/17,-10.535
2012/10/18,-1.454
2012/10/19,1.482
2012/10/20,10.942
2012/10/21,-10.586
2012/10/22,-12.926
2012/10/23,-20.709
2012/10/24,-11.608
2012/10/25,-4.021
2012/10/26,-15.258
2012/10/27,-24.563
2012/10/28,-28.348
2012/10/29,-22.886
2012/10/30,-19.974
2012/10/31,-28.215
2012/11/01,-37.838
2012/11/02,-26.668
2012/11/03,-24.304
2012/11/04,-20.978
2012/11/05,-9.406
2012/11/06,-0.729
2012/11/07,3.932
2012/11/08,-4.809
2012/11/09,-2.849
2012/11/10,16.751
2012/11/11,9.086
2012/11/12,-11.599
2012/11/13,-5.142
2012/11/14,17.374
2012/11/15,45.899
2012/11/16,45.735
2012/11/17,61.718
2012/11/18,40.025
2012/11/19,12.844
2012/11/20,6.336
2012/11/21,1.423
2012/11/22,9.835
2012/11/23,-4.149
2012/11/24,6.827
2012/11/25,20.273
2012/11/26,31.005
2012/11/27,17.974
2012/11/28,16.119
2012/11/29,-9.382
2012/11/30,-23.165
2012/12/01,-34.36
2012/12/02,-35.259
2012/12/03,-28.917
2012/12/04,-3.069
2012/12/05,0.823
2012/12/06,-0.853
2012/12/07,16.159
2012/12/08,3.272
2012/12/09,7.237
2012/12/10,-13.066
2012/12/11,-3.942
2012/12/12,-2.591
2012/12/13,10.051
2012/12/14,12.296
2012/12/15,-0.383
2012/12/16,28.597
2012/12/17,35.989
2012/12/18,13.498
2012/12/19,-1.639
2012/12/20,-3.613
2012/12/21,12.794
2012/12/22,43.918
2012/12/23,2.653
2012/12/24,11.379
2012/12/25,-18.239
2012/12/26,-10.785
2012/12/27,-20.806
2012/12/28,1.761
2012/12/29,15.602
2012/12/30,28.067
2012/12/31,-15.263
2013/01/01,-21.38
2013/01/02,-1.495
2013/01/03,29.655
2013/01/04,2.632
2013/01/05,-3.128
2013/01/06,5.712
2013/01/07,35.059
2013/01/08,84.977
2013/01/09,47.373
2013/01/10,67.323
2013/01/11,43.972
2013/01/12,26.853
2013/01/13,21.241
2013/01/14,27.564
2013/01/15,52.267
2013/01/16,35.54
2013/01/17,14.922
2013/01/18,20.521
2013/01/19,-7.601
2013/01/20,9.182
2013/01/21,-15.02
2013/01/22,-4.532
2013/01/23,-15.694
2013/01/24,-0.796
2013/01/25,-18.829
2013/01/26,7.709
2013/01/27,-10.675
2013/01/28,22.527
2013/01/29,-3.49
2013/01/30,-23.771
2013/01/31,-18.796
2013/02/01,12.889
2013/02/02,14.636
2013/02/03,24.773
2013/02/04,24.891
2013/02/05,12.067
2013/02/06,13.329
2013/02/07,-3.936
2013/02/08,21.482
2013/02/09,3.115
2013/02/10,16.148
2013/02/11,-3.693
2013/02/12,-6.755
2013/02/13,19.369
2013/02/14,7.589
2013/02/15,-22.152
2013/02/16,-16.735
2013/02/17,-20.745
2013/02/18,-17.666
2013/02/19,-17.58
2013/02/20,-5.358
2013/02/21,-13.164
2013/02/22,-9.775
2013/02/23,-8.827
2013/02/24,-9.61
2013/02/25,8.298
2013/02/26,13.402
2013/02/27,3.555
2013/02/28,16.183
2013/03/01,25.783
2013/03/02,4.494
2013/03/03,1.064
2013/03/04,13.342
2013/03/05,16.182
2013/03/06,36.17
2013/03/07,31.075
2013/03/08,4.19
2013/03/09,5.347
2013/03/10,9.499
2013/03/11,-5.476
2013/03/12,1.585
2013/03/13,14.517
2013/03/14,2.19
2013/03/15,0.677
2013/03/16,3.431
2013/03/17,12.775
2013/03/18,9.952
2013/03/19,19.774
2013/03/20,-9.115
2013/03/21,5.063
2013/03/22,32.471
2013/03/23,23.77
2013/03/24,21.113
2013/03/25,23.629
2013/03/26,22.216
2013/03/27,15.409
2013/03/28,54.566
2013/03/29,31.146
2013/03/30,53.282
2013/03/31,23.712
2013/04/01,28.692
2013/04/02,33.65
2013/04/03,70.478
2013/04/04,56.166
2013/04/05,33.428
2013/04/06,24.033
2013/04/07,26.178
2013/04/08,72.11
2013/04/09,53.5
2013/04/10,83.423
2013/04/11,31.915
2013/04/12,23.644
2013/04/13,6.136
2013/04/14,11.105
2013/04/15,32.33
2013/04/16,9.241
2013/04/17,-1.762
2013/04/18,-24.59
2013/04/19,4.979
2013/04/20,-10.333
2013/04/21,-19.773
2013/04/22,-19.472
2013/04/23,-16.862
2013/04/24,-23.165
2013/04/25,-27.157
2013/04/26,-16.276
2013/04/27,-5.527
2013/04/28,65.357
2013/04/29,-13.25
2013/04/30,-23.363
2013/05/01,-20.559
2013/05/02,-0.178
2013/05/03,-21.1
2013/05/04,-6.051
2013/05/05,3.254
2013/05/06,-7.095
2013/05/07,17.11
2013/05/08,-0.097
2013/05/09,-9.728
2013/05/10,-2.162
2013/05/11,3.399
2013/05/12,-41.041
2013/05/13,-4.794
2013/05/14,8.848
2013/05/15,1.368
2013/05/16,2.677
2013/05/17,-5.315
2013/05/18,-2.317
2013/05/19,-10.981
2013/05/20,-15.883
2013/05/21,-24.328
2013/05/22,-26.979
2013/05/23,1.618
2013/05/24,0.736
2013/05/25,-13.958
2013/05/26,0.072
2013/05/27,-10.631
2013/05/28,-8.953
2013/05/29,-4.956
2013/05/30,-7.051
2013/05/31,-3.791
2013/06/01,-0.826
2013/06/02,2.494
2013/06/03,11.41
2013/06/04,-4.774
2013/06/05,5.167
2013/06/06,-12.009
2013/06/07,-13.175
2013/06/08,-16.326
2013/06/09,-18.745
2013/06/10,-17.611
2013/06/11,-12.618
2013/06/12,-20.848
2013/06/13,-15.195
2013/06/14,0.375
2013/06/15,-20.641
2013/06/16,-25.89
2013/06/17,-28.742
2013/06/18,-19.164
2013/06/19,-12.104
2013/06/20,-7.675
2013/06/21,-6.331
2013/06/22,0.549
2013/06/23,-8.03
2013/06/24,6.396
2013/06/25,-7.849
2013/06/26,1.934
2013/06/27,-8.015
2013/06/28,-9.436
2013/06/29,13.327
2013/06/30,3.499
2013/07/01,20.692
2013/07/02,0.938
2013/07/03,-4.514
2013/07/04,-10.017
2013/07/05,-12.43
2013/07/06,-3.486
2013/07/07,-6.163
2013/07/08,-2.801
2013/07/09,10.761
2013/07/10,-0.212
2013/07/11,20.21
2013/07/12,14.338
2013/07/13,3.501
2013/07/14,-4.139
2013/07/15,-9.248
2013/07/16,3.215
2013/07/17,-4.57
2013/07/18,3.795
2013/07/19,-2.892
2013/07/20,-7.316
2013/07/21,4.659
2013/07/22,-4.325
2013/07/23,-5.423
2013/07/24,1.588
2013/07/25,-9.429
2013/07/26,-19.84
2013/07/27,-17.631
2013/07/28,1.607
2013/07/29,8.262
2013/07/30,5.51
2013/07/31,28.398
2013/08/01,80.925
2013/08/02,27.228
2013/08/03,15.43
2013/08/04,17.859
2013/08/05,21.309
2013/08/06,11.271
2013/08/07,14.842
2013/08/08,8.934
2013/08/09,2.776
2013/08/10,14.072
2013/08/11,10.073
2013/08/12,53.232
2013/08/13,7.334
2013/08/14,-3.319
2013/08/15,-33.724
2013/08/16,10.38
2013/08/17,1.533
2013/08/18,-4.489
2013/08/19,7.353
2013/08/20,11.598
2013/08/21,9.263
2013/08/22,15.904
2013/08/23,26.699
2013/08/24,8.573
2013/08/25,26.752
2013/08/26,-26.714
2013/08/27,26.693
2013/08/28,7.236
2013/08/29,-1.152
2013/08/30,8.596
2013/08/31,43.562
2013/09/01,-0.954
2013/09/02,-20.065
2013/09/03,-9.699
2013/09/04,-7.013
2013/09/05,-16.048
2013/09/06,-10.525
2013/09/07,-2.788
2013/09/08,-17.68
2013/09/09,-2.345
2013/09/10,-25.62
2013/09/11,-10.969
2013/09/12,2.864
2013/09/13,-25.71
2013/09/14,-38.69
2013/09/15,-3.856
2013/09/16,11.123
2013/09/17,1.312
2013/09/18,2.882
2013/09/19,12.346
2013/09/20,5.231
2013/09/21,6.031
2013/09/22,12.57
2013/09/23,8.842
2013/09/24,10.94
2013/09/25,5.118
2013/09/26,1.493
2013/09/27,17.315
2013/09/28,27.517
2013/09/29,30.124
2013/09/30,15.308
2013/10/01,22.921
2013/10/02,33.683
2013/10/03,14.093
2013/10/04,0.965
2013/10/05,-0.946
2013/10/06,-3.897
2013/10/07,-4.895
2013/10/08,-2.712
2013/10/09,1.301
2013/10/10,3.093
2013/10/11,2.172
2013/10/12,-2.825
2013/10/13,22.921
2013/10/14,2.518
2013/10/15,-4.68
2013/10/16,-11.789
2013/10/17,-9.768
2013/10/18,10.505
2013/10/19,40.782
2013/10/20,20.322
2013/10/21,25.883
2013/10/22,43.632
2013/10/23,35.845
2013/10/24,39.109
2013/10/25,26.819
2013/10/26,10.388
2013/10/27,-25.508
2013/10/28,4.989
2013/10/29,-0.148
2013/10/30,2.869
2013/10/31,19.011
2013/11/01,1.196
2013/11/02,-15.856
2013/11/03,13.34
2013/11/04,4.305
2013/11/05,7.457
2013/11/06,21.638
2013/11/07,16.389
2013/11/08,29.194
2013/11/09,75.566
2013/11/10,79.224
2013/11/11,34.25
2013/11/12,36.21
2013/11/13,28.196
2013/11/14,37.653
2013/11/15,37.852
2013/11/16,33.406
2013/11/17,29.277
2013/11/18,63.758
2013/11/19,76.475
2013/11/20,25.964
