Date,hashrate90sma
2010/07/17,218711209
2010/07/18,235019888
2010/07/19,251315604
2010/07/20,268576667
2010/07/21,286507214
2010/07/22,304521854
2010/07/23,322619988
2010/07/24,340051957
2010/07/25,360188481
2010/07/26,383830040
2010/07/27,409640954
2010/07/28,430277305
2010/07/29,452613655
2010/07/30,475919949
2010/07/31,499991086
2010/08/01,528628077
2010/08/02,560841998
2010/08/03,592118964
2010/08/04,621581151
2010/08/05,655473366
2010/08/06,690024977
2010/08/07,717942471
2010/08/08,751687624
2010/08/09,789195528
2010/08/10,825268994
2010/08/11,866150414
2010/08/12,908385016
2010/08/13,951149526
2010/08/14,997104298
2010/08/15,1060521462
2010/08/16,1100768335
2010/08/17,1139046918
2010/08/18,1174816263
2010/08/19,1211974140
2010/08/20,1256581355
2010/08/21,1306905971
2010/08/22,1360853998
2010/08/23,1419626812
2010/08/24,1478502685
2010/08/25,1539869474
2010/08/26,1599070749
2010/08/27,1662406429
2010/08/28,1722494946
2010/08/29,1777112388
2010/08/30,1828165490
2010/08/31,1885830216
2010/09/01,1943880911
2010/09/02,1996617107
2010/09/03,2050341831
2010/09/04,2108618332
2010/09/05,2166702834
2010/09/06,2221821687
2010/09/07,2273477198
2010/09/08,2333005074
2010/09/09,2391853435
2010/09/10,2453199780
2010/09/11,2517993137
2010/09/12,2584699461
2010/09/13,2652197887
2010/09/14,2723562255
2010/09/15,2793879910
2010/09/16,2868908955
2010/09/17,2953723189
2010/09/18,3040213185
2010/09/19,3148948689
2010/09/20,3252849698
2010/09/21,3347198479
2010/09/22,3432293068
2010/09/23,3531955704
2010/09/24,3649401177
2010/09/25,3759882880
2010/09/26,3860501353
2010/09/27,3971075523
2010/09/28,4089120583
2010/09/29,4226746149
2010/09/30,4331716452
2010/10/01,4444746846
2010/10/02,4534336851
2010/10/03,4613128975
2010/10/04,4712268702
2010/10/05,4809654410
2010/10/06,4914986556
2010/10/07,5035369544
2010/10/08,5150017182
2010/10/09,5261258940
2010/10/10,5377715369
2010/10/11,5485968973
2010/10/12,5592011617
2010/10/13,5703294710
2010/10/14,5825040544
2010/10/15,5941213661
2010/10/16,6088083060
2010/10/17,6283977076
2010/10/18,6464313624
2010/10/19,6626521044
2010/10/20,6801251916
2010/10/21,7043927621
2010/10/22,7218454989
2010/10/23,7399400243
2010/10/24,7588304019
2010/10/25,7810743915
2010/10/26,8058466594
2010/10/27,8309340369
2010/10/28,8536519157
2010/10/29,8783666889
2010/10/30,9039307949
2010/10/31,9374795988
2010/11/01,9643408986
2010/11/02,9914856556
2010/11/03,10202214361
2010/11/04,10498796111
2010/11/05,10829324537
2010/11/06,11153228186
2010/11/07,11524349952
2010/11/08,11920924665
2010/11/09,12402169503
2010/11/10,12843187499
2010/11/11,13364667657
2010/11/12,13794065227
2010/11/13,14217265260
2010/11/14,14783501254
2010/11/15,15300917939
2010/11/16,15745600363
2010/11/17,16285974875
2010/11/18,16947324418
2010/11/19,17660196821
2010/11/20,18075011645
2010/11/21,18524926460
2010/11/22,19046050965
2010/11/23,19554309568
2010/11/24,20119976639
2010/11/25,20660053235
2010/11/26,21347704892
2010/11/27,22023367173
2010/11/28,22610731264
2010/11/29,23285310107
2010/11/30,24080638904
2010/12/01,24836634606
2010/12/02,25652803774
2010/12/03,26443450022
2010/12/04,27336685148
2010/12/05,28315551191
2010/12/06,29338831719
2010/12/07,30305945781
2010/12/08,31317656428
2010/12/09,32386037818
2010/12/10,33477069332
2010/12/11,34509478118
2010/12/12,35635003684
2010/12/13,36650975351
2010/12/14,37630188610
2010/12/15,38773359002
2010/12/16,39948179909
2010/12/17,41047877545
2010/12/18,42028622972
2010/12/19,43070724057
2010/12/20,44180512348
2010/12/21,45338795279
2010/12/22,46666585006
2010/12/23,47706236354
2010/12/24,48783182955
2010/12/25,49938232586
2010/12/26,51032072711
2010/12/27,52157349959
2010/12/28,53411806297
2010/12/29,54656144235
2010/12/30,55843938934
2010/12/31,57084938319
2011/01/01,58393014529
2011/01/02,59725560081
2011/01/03,61139155787
2011/01/04,62343181285
2011/01/05,63547902045
2011/01/06,64838332747
2011/01/07,66041880811
2011/01/08,67510302656
2011/01/09,68796431800
2011/01/10,70218072396
2011/01/11,71557456864
2011/01/12,72930989903
2011/01/13,74382476870
2011/01/14,75830978295
2011/01/15,77295992233
2011/01/16,78830991675
2011/01/17,80420826283
2011/01/18,81867503776
2011/01/19,83235898964
2011/01/20,84798824908
2011/01/21,86526443170
2011/01/22,87939324786
2011/01/23,89463804707
2011/01/24,90972917267
2011/01/25,92376971160
2011/01/26,93985436233
2011/01/27,95665671883
2011/01/28,97311046005
2011/01/29,98801078980
2011/01/30,100484546236
2011/01/31,102038054667
2011/02/01,103880081352
2011/02/02,105507400862
2011/02/03,107047528551
2011/02/04,108850307339
2011/02/05,110767194175
2011/02/06,112500601564
2011/02/07,114272142440
2011/02/08,116411194947
2011/02/09,118412447925
2011/02/10,120627120864
2011/02/11,122828898820
2011/02/12,125014916894
2011/02/13,127281267470
2011/02/14,129639292261
2011/02/15,132046419054
2011/02/16,134537645268
2011/02/17,137308403806
2011/02/18,140945610693
2011/02/19,144124710026
2011/02/20,147257268452
2011/02/21,150574875194
2011/02/22,154120879771
2011/02/23,158023484564
2011/02/24,161804064060
2011/02/25,165535680173
2011/02/26,169900682736
2011/02/27,176151011620
2011/02/28,180778072222
2011/03/01,184331278804
2011/03/02,188234661929
2011/03/03,192614966325
2011/03/04,197852062404
2011/03/05,204360356370
2011/03/06,211888773532
2011/03/07,218648679067
2011/03/08,223633210718
2011/03/09,228352232719
2011/03/10,232819813862
2011/03/11,236942202579
2011/03/12,241245417031
2011/03/13,245672048516
2011/03/14,249351711849
2011/03/15,252675148885
2011/03/16,257045816182
2011/03/17,261322845490
2011/03/18,266121920200
2011/03/19,269786891406
2011/03/20,273859812119
2011/03/21,278736882203
2011/03/22,283026330990
2011/03/23,287692072892
2011/03/24,293299259688
2011/03/25,297896763371
2011/03/26,302545275855
2011/03/27,306971112301
2011/03/28,311412805601
2011/03/29,316370733104
2011/03/30,320986477307
2011/03/31,326766856651
2011/04/01,332432463760
2011/04/02,337885624153
2011/04/03,342974071466
2011/04/04,348609261915
2011/04/05,354596722157
2011/04/06,360711198830
2011/04/07,366263801947
2011/04/08,371699113053
2011/04/09,377719642022
2011/04/10,383667424161
2011/04/11,389554004210
2011/04/12,395596093961
2011/04/13,402656810781
2011/04/14,408888841633
2011/04/15,413885267776
2011/04/16,419375952101
2011/04/17,425421675393
2011/04/18,431746423750
2011/04/19,437433804576
2011/04/20,443392228291
2011/04/21,449385126088
2011/04/22,456065268575
2011/04/23,463022993888
2011/04/24,469874496904
2011/04/25,477066507493
2011/04/26,485400056497
2011/04/27,493223825162
2011/04/28,499612509913
2011/04/29,507579106810
2011/04/30,516997047709
2011/05/01,526292115312
2011/05/02,535779854657
2011/05/03,545778199679
2011/05/04,555676748583
2011/05/05,566266841678
2011/05/06,576859239029
2011/05/07,587980592927
2011/05/08,598371558155
2011/05/09,610917105253
2011/05/10,626860398245
2011/05/11,640412027833
2011/05/12,653091322361
2011/05/13,666720357739
2011/05/14,684133858456
2011/05/15,701468201758
2011/05/16,718553988718
2011/05/17,737429997783
2011/05/18,758569373250
2011/05/19,783072618596
2011/05/20,807502344649
2011/05/21,832542447558
2011/05/22,862104385200
2011/05/23,893046673312
2011/05/24,927761378286
2011/05/25,964128361059
2011/05/26,1007589080793
2011/05/27,1057422769167
2011/05/28,1090079231648
2011/05/29,1124059677514
2011/05/30,1159030058084
2011/05/31,1191282317813
2011/06/01,1226340427496
2011/06/02,1266625268779
2011/06/03,1307024521873
2011/06/04,1348963767828
2011/06/05,1392186005499
2011/06/06,1449802612633
2011/06/07,1501597606906
2011/06/08,1552618176224
2011/06/09,1612617190870
2011/06/10,1676878474013
2011/06/11,1742870061591
2011/06/12,1814604766773
2011/06/13,1882629729438
2011/06/14,1950879047745
2011/06/15,2050095550063
2011/06/16,2153790469277
2011/06/17,2238837695955
2011/06/18,2325700356353
2011/06/19,2423015948158
2011/06/20,2528746417994
2011/06/21,2638694276129
2011/06/22,2759107592139
2011/06/23,2871276790798
2011/06/24,3012259281944
2011/06/25,3130346026160
2011/06/26,3240181433342
2011/06/27,3353435004991
2011/06/28,3467154786178
2011/06/29,3589917847334
2011/06/30,3719808768600
2011/07/01,3855230980031
2011/07/02,3981564928705
2011/07/03,4102021479846
2011/07/04,4219270610189
2011/07/05,4331479359880
2011/07/06,4443078057604
2011/07/07,4560731801921
2011/07/08,4675835903707
2011/07/09,4807128821287
2011/07/10,4924975462547
2011/07/11,5047885049059
2011/07/12,5164829760972
2011/07/13,5302818291805
2011/07/14,5438163222712
2011/07/15,5566680235204
2011/07/16,5702884892449
2011/07/17,5831652210414
2011/07/18,5966162706651
2011/07/19,6104146770640
2011/07/20,6226780963003
2011/07/21,6361541029468
2011/07/22,6492583278256
2011/07/23,6623503719973
2011/07/24,6764171141061
2011/07/25,6907833222374
2011/07/26,7053103808378
2011/07/27,7215790233391
2011/07/28,7362934657192
