Date,top100cap90var
2014/01/05,0.476
2014/01/06,0.458
2014/01/07,0.438
2014/01/08,0.417
2014/01/09,0.399
2014/01/10,0.381
2014/01/11,0.363
2014/01/12,0.344
2014/01/13,0.323
2014/01/14,0.301
2014/01/15,0.278
2014/01/16,0.257
2014/01/17,0.237
2014/01/18,0.216
2014/01/19,0.19
2014/01/20,0.162
2014/01/21,0.132
2014/01/22,0.101
2014/01/23,0.096
2014/01/24,0.092
2014/01/25,0.088
2014/01/26,0.083
2014/01/27,0.078
2014/01/28,0.074
2014/01/29,0.07
2014/01/30,0.066
2014/01/31,0.062
2014/02/01,0.058
2014/02/02,0.058
2014/02/03,0.059
2014/02/04,0.06
2014/02/05,0.061
2014/02/06,0.061
2014/02/07,0.062
2014/02/08,0.062
2014/02/09,0.063
2014/02/10,0.064
2014/02/11,0.065
2014/02/12,0.065
2014/02/13,0.066
2014/02/14,0.066
2014/02/15,0.067
2014/02/16,0.068
2014/02/17,0.068
2014/02/18,0.068
2014/02/19,0.068
2014/02/20,0.063
2014/02/21,0.061
2014/02/22,0.06
2014/02/23,0.058
2014/02/24,0.058
2014/02/25,0.059
2014/02/26,0.06
2014/02/27,0.061
2014/02/28,0.063
2014/03/01,0.064
2014/03/02,0.066
2014/03/03,0.068
2014/03/04,0.069
2014/03/05,0.069
2014/03/06,0.07
2014/03/07,0.093
2014/03/08,0.116
2014/03/09,0.143
2014/03/10,0.194
2014/03/11,0.242
2014/03/12,0.286
2014/03/13,0.327
2014/03/14,0.367
2014/03/15,0.405
2014/03/16,0.442
2014/03/17,0.477
2014/03/18,0.51
2014/03/19,0.544
2014/03/20,0.576
2014/03/21,0.606
2014/03/22,0.636
2014/03/23,0.664
2014/03/24,0.689
2014/03/25,0.723
2014/03/26,0.754
2014/03/27,0.782
2014/03/28,0.803
2014/03/29,0.824
2014/03/30,0.843
2014/03/31,0.86
2014/04/01,0.878
2014/04/02,0.894
2014/04/03,0.91
2014/04/04,0.927
2014/04/05,0.944
2014/04/06,0.958
2014/04/07,0.972
2014/04/08,0.986
2014/04/09,1.001
2014/04/10,1.015
2014/04/11,1.029
2014/04/12,1.043
2014/04/13,1.056
2014/04/14,1.069
2014/04/15,1.08
2014/04/16,1.088
2014/04/17,1.095
2014/04/18,1.102
2014/04/19,1.107
2014/04/20,1.112
2014/04/21,1.116
2014/04/22,1.119
2014/04/23,1.118
2014/04/24,1.109
2014/04/25,1.099
2014/04/26,1.089
2014/04/27,1.075
2014/04/28,1.059
2014/04/29,1.043
2014/04/30,1.027
2014/05/01,1.008
2014/05/02,0.987
2014/05/03,0.963
2014/05/04,0.938
2014/05/05,0.903
2014/05/06,0.886
2014/05/07,0.87
2014/05/08,0.852
2014/05/09,0.833
2014/05/10,0.814
2014/05/11,0.795
2014/05/12,0.776
2014/05/13,0.755
2014/05/14,0.732
2014/05/15,0.708
2014/05/16,0.683
2014/05/17,0.656
2014/05/18,0.627
2014/05/19,0.591
2014/05/20,0.556
2014/05/21,0.518
2014/05/22,0.479
2014/05/23,0.437
2014/05/24,0.395
2014/05/25,0.357
2014/05/26,0.332
2014/05/27,0.302
2014/05/28,0.274
2014/05/29,0.247
2014/05/30,0.219
2014/05/31,0.191
2014/06/01,0.164
2014/06/02,0.133
2014/06/03,0.1
2014/06/04,0.066
2014/06/05,0.066
2014/06/06,0.065
2014/06/07,0.067
2014/06/08,0.07
2014/06/09,0.073
2014/06/10,0.076
2014/06/11,0.08
2014/06/12,0.084
2014/06/13,0.088
2014/06/14,0.091
2014/06/15,0.095
2014/06/16,0.099
2014/06/17,0.101
2014/06/18,0.104
2014/06/19,0.107
2014/06/20,0.11
2014/06/21,0.113
2014/06/22,0.116
2014/06/23,0.116
2014/06/24,0.115
2014/06/25,0.114
2014/06/26,0.114
2014/06/27,0.113
2014/06/28,0.113
2014/06/29,0.113
2014/06/30,0.113
2014/07/01,0.113
2014/07/02,0.113
2014/07/03,0.112
2014/07/04,0.112
2014/07/05,0.112
2014/07/06,0.111
2014/07/07,0.111
2014/07/08,0.111
2014/07/09,0.11
2014/07/10,0.109
2014/07/11,0.109
2014/07/12,0.108
2014/07/13,0.107
2014/07/14,0.106
2014/07/15,0.105
2014/07/16,0.104
2014/07/17,0.102
2014/07/18,0.101
2014/07/19,0.099
2014/07/20,0.098
2014/07/21,0.096
2014/07/22,0.096
2014/07/23,0.096
2014/07/24,0.095
2014/07/25,0.095
2014/07/26,0.095
2014/07/27,0.095
2014/07/28,0.094
2014/07/29,0.093
2014/07/30,0.093
2014/07/31,0.092
2014/08/01,0.09
2014/08/02,0.089
2014/08/03,0.087
2014/08/04,0.086
2014/08/05,0.084
2014/08/06,0.083
2014/08/07,0.082
2014/08/08,0.08
2014/08/09,0.079
2014/08/10,0.077
2014/08/11,0.076
2014/08/12,0.074
2014/08/13,0.072
2014/08/14,0.071
2014/08/15,0.069
2014/08/16,0.068
2014/08/17,0.066
2014/08/18,0.065
2014/08/19,0.063
2014/08/20,0.061
2014/08/21,0.06
2014/08/22,0.059
2014/08/23,0.059
2014/08/24,0.058
2014/08/25,0.058
2014/08/26,0.057
2014/08/27,0.057
2014/08/28,0.057
2014/08/29,0.058
2014/08/30,0.059
2014/08/31,0.06
2014/09/01,0.06
2014/09/02,0.061
2014/09/03,0.061
2014/09/04,0.062
2014/09/05,0.062
2014/09/06,0.062
2014/09/07,0.063
2014/09/08,0.063
2014/09/09,0.063
2014/09/10,0.063
2014/09/11,0.062
2014/09/12,0.062
2014/09/13,0.061
2014/09/14,0.06
2014/09/15,0.06
2014/09/16,0.059
2014/09/17,0.058
2014/09/18,0.057
2014/09/19,0.056
2014/09/20,0.056
2014/09/21,0.057
2014/09/22,0.059
2014/09/23,0.06
2014/09/24,0.061
2014/09/25,0.062
2014/09/26,0.063
2014/09/27,0.064
2014/09/28,0.065
2014/09/29,0.066
2014/09/30,0.068
2014/10/01,0.069
2014/10/02,0.07
2014/10/03,0.071
2014/10/04,0.072
2014/10/05,0.072
2014/10/06,0.074
2014/10/07,0.075
2014/10/08,0.077
2014/10/09,0.078
2014/10/10,0.079
2014/10/11,0.08
2014/10/12,0.083
2014/10/13,0.083
2014/10/14,0.084
2014/10/15,0.085
2014/10/16,0.085
2014/10/17,0.084
2014/10/18,0.083
2014/10/19,0.082
2014/10/20,0.08
2014/10/21,0.078
2014/10/22,0.077
2014/10/23,0.075
2014/10/24,0.073
2014/10/25,0.071
2014/10/26,0.068
2014/10/27,0.065
2014/10/28,0.063
2014/10/29,0.059
2014/10/30,0.057
2014/10/31,0.055
2014/11/01,0.052
2014/11/02,0.05
2014/11/03,0.048
2014/11/04,0.046
2014/11/05,0.045
2014/11/06,0.043
2014/11/07,0.042
2014/11/08,0.04
2014/11/09,0.038
2014/11/10,0.036
2014/11/11,0.035
2014/11/12,0.033
2014/11/13,0.031
2014/11/14,0.031
2014/11/15,0.029
2014/11/16,0.029
2014/11/17,0.029
2014/11/18,0.029
2014/11/19,0.029
2014/11/20,0.03
2014/11/21,0.03
2014/11/22,0.03
2014/11/23,0.03
2014/11/24,0.03
2014/11/25,0.03
2014/11/26,0.031
2014/11/27,0.032
2014/11/28,0.037
2014/11/29,0.042
2014/11/30,0.046
2014/12/01,0.054
2014/12/02,0.062
2014/12/03,0.072
2014/12/04,0.081
2014/12/05,0.099
2014/12/06,0.127
2014/12/07,0.154
2014/12/08,0.179
2014/12/09,0.201
2014/12/10,0.222
2014/12/11,0.24
2014/12/12,0.258
2014/12/13,0.273
2014/12/14,0.286
2014/12/15,0.299
2014/12/16,0.311
2014/12/17,0.323
2014/12/18,0.333
2014/12/19,0.341
2014/12/20,0.349
2014/12/21,0.357
2014/12/22,0.355
2014/12/23,0.352
2014/12/24,0.354
2014/12/25,0.355
2014/12/26,0.356
2014/12/27,0.357
2014/12/28,0.358
2014/12/29,0.358
2014/12/30,0.357
2014/12/31,0.356
2015/01/01,0.355
2015/01/02,0.352
2015/01/03,0.35
2015/01/04,0.349
2015/01/05,0.349
2015/01/06,0.348
2015/01/07,0.345
2015/01/08,0.342
2015/01/09,0.34
2015/01/10,0.337
2015/01/11,0.334
2015/01/12,0.33
2015/01/13,0.327
2015/01/14,0.323
2015/01/15,0.318
2015/01/16,0.313
2015/01/17,0.308
2015/01/18,0.303
2015/01/19,0.298
2015/01/20,0.294
2015/01/21,0.293
2015/01/22,0.291
2015/01/23,0.288
2015/01/24,0.283
2015/01/25,0.279
2015/01/26,0.272
2015/01/27,0.265
2015/01/28,0.257
2015/01/29,0.249
2015/01/30,0.24
2015/01/31,0.231
2015/02/01,0.221
2015/02/02,0.212
2015/02/03,0.204
2015/02/04,0.198
2015/02/05,0.19
2015/02/06,0.183
2015/02/07,0.176
2015/02/08,0.169
2015/02/09,0.162
2015/02/10,0.155
2015/02/11,0.148
2015/02/12,0.142
2015/02/13,0.134
2015/02/14,0.129
2015/02/15,0.125
2015/02/16,0.12
2015/02/17,0.115
2015/02/18,0.11
2015/02/19,0.105
2015/02/20,0.099
2015/02/21,0.094
2015/02/22,0.088
2015/02/23,0.083
2015/02/24,0.078
2015/02/25,0.074
2015/02/26,0.073
2015/02/27,0.072
2015/02/28,0.071
2015/03/01,0.071
2015/03/02,0.072
2015/03/03,0.072
2015/03/04,0.072
2015/03/05,0.072
2015/03/06,0.067
2015/03/07,0.063
2015/03/08,0.067
2015/03/09,0.072
2015/03/10,0.078
2015/03/11,0.082
2015/03/12,0.089
2015/03/13,0.095
2015/03/14,0.101
2015/03/15,0.106
2015/03/16,0.111
2015/03/17,0.115
2015/03/18,0.119
2015/03/19,0.124
2015/03/20,0.128
2015/03/21,0.132
2015/03/22,0.139
2015/03/23,0.145
2015/03/24,0.151
2015/03/25,0.156
2015/03/26,0.16
2015/03/27,0.162
2015/03/28,0.165
2015/03/29,0.167
2015/03/30,0.17
2015/03/31,0.173
2015/04/01,0.175
2015/04/02,0.178
2015/04/03,0.182
2015/04/04,0.185
2015/04/05,0.187
2015/04/06,0.189
2015/04/07,0.192
2015/04/08,0.194
2015/04/09,0.197
2015/04/10,0.199
2015/04/11,0.202
2015/04/12,0.204
2015/04/13,0.205
2015/04/14,0.205
2015/04/15,0.205
2015/04/16,0.205
2015/04/17,0.205
2015/04/18,0.204
2015/04/19,0.204
2015/04/20,0.203
2015/04/21,0.196
2015/04/22,0.189
2015/04/23,0.181
2015/04/24,0.174
2015/04/25,0.166
2015/04/26,0.162
2015/04/27,0.157
2015/04/28,0.153
2015/04/29,0.149
2015/04/30,0.145
2015/05/01,0.142
2015/05/02,0.139
2015/05/03,0.137
2015/05/04,0.134
2015/05/05,0.131
2015/05/06,0.128
2015/05/07,0.125
2015/05/08,0.123
2015/05/09,0.12
2015/05/10,0.117
2015/05/11,0.115
2015/05/12,0.113
2015/05/13,0.11
2015/05/14,0.108
2015/05/15,0.105
2015/05/16,0.102
2015/05/17,0.099
2015/05/18,0.096
2015/05/19,0.093
2015/05/20,0.09
2015/05/21,0.088
2015/05/22,0.086
2015/05/23,0.084
2015/05/24,0.082
2015/05/25,0.08
2015/05/26,0.078
2015/05/27,0.075
2015/05/28,0.073
2015/05/29,0.07
2015/05/30,0.068
2015/05/31,0.065
2015/06/01,0.063
2015/06/02,0.059
2015/06/03,0.056
2015/06/04,0.052
2015/06/05,0.05
2015/06/06,0.05
2015/06/07,0.05
2015/06/08,0.05
2015/06/09,0.051
2015/06/10,0.051
2015/06/11,0.051
2015/06/12,0.051
2015/06/13,0.051
2015/06/14,0.051
2015/06/15,0.051
2015/06/16,0.05
2015/06/17,0.05
2015/06/18,0.05
2015/06/19,0.05
2015/06/20,0.051
2015/06/21,0.052
2015/06/22,0.052
2015/06/23,0.053
2015/06/24,0.053
2015/06/25,0.053
2015/06/26,0.054
2015/06/27,0.054
2015/06/28,0.055
2015/06/29,0.054
2015/06/30,0.053
2015/07/01,0.052
2015/07/02,0.051
2015/07/03,0.049
2015/07/04,0.047
2015/07/05,0.045
2015/07/06,0.044
2015/07/07,0.043
2015/07/08,0.041
2015/07/09,0.04
2015/07/10,0.038
2015/07/11,0.036
2015/07/12,0.034
2015/07/13,0.033
2015/07/14,0.032
2015/07/15,0.031
2015/07/16,0.03
2015/07/17,0.03
2015/07/18,0.029
2015/07/19,0.029
2015/07/20,0.028
2015/07/21,0.027
2015/07/22,4.715
2015/07/23,9.301
2015/07/24,13.784
2015/07/25,13.793
2015/07/26,13.8
2015/07/27,13.808
2015/07/28,13.817
2015/07/29,13.825
2015/07/30,13.833
2015/07/31,13.841
2015/08/01,13.848
2015/08/02,13.855
2015/08/03,13.863
2015/08/04,13.868
2015/08/05,13.872
2015/08/06,13.875
2015/08/07,13.877
2015/08/08,13.878
2015/08/09,13.884
2015/08/10,13.895
2015/08/11,13.906
2015/08/12,13.916
2015/08/13,13.926
2015/08/14,13.934
2015/08/15,13.942
2015/08/16,13.949
2015/08/17,13.955
2015/08/18,13.96
2015/08/19,13.965
2015/08/20,13.968
2015/08/21,13.971
2015/08/22,13.974
2015/08/23,13.976
2015/08/24,13.978
2015/08/25,13.98
2015/08/26,13.983
2015/08/27,13.985
2015/08/28,13.987
2015/08/29,13.988
2015/08/30,13.989
2015/08/31,13.991
2015/09/01,13.993
2015/09/02,13.996
2015/09/03,13.998
2015/09/04,14.001
2015/09/05,14.003
2015/09/06,14.005
2015/09/07,14.006
2015/09/08,14.007
2015/09/09,14.007
2015/09/10,14.007
2015/09/11,14.007
2015/09/12,14.006
2015/09/13,14.006
2015/09/14,14.006
2015/09/15,14.004
2015/09/16,14.003
2015/09/17,14
2015/09/18,13.995
2015/09/19,13.991
2015/09/20,13.987
2015/09/21,13.983
2015/09/22,13.979
2015/09/23,13.975
2015/09/24,13.97
2015/09/25,13.964
2015/09/26,13.959
2015/09/27,13.954
2015/09/28,13.949
2015/09/29,13.944
2015/09/30,13.939
2015/10/01,13.935
2015/10/02,13.93
2015/10/03,13.925
2015/10/04,13.919
2015/10/05,13.912
2015/10/06,13.905
2015/10/07,13.899
2015/10/08,13.892
2015/10/09,13.885
2015/10/10,13.88
2015/10/11,13.873
2015/10/12,13.866
2015/10/13,13.859
2015/10/14,13.851
2015/10/15,13.841
2015/10/16,13.832
2015/10/17,13.823
2015/10/18,13.814
2015/10/19,13.804
2015/10/20,9.333
2015/10/21,4.76
2015/10/22,0.088
2015/10/23,0.09
2015/10/24,0.093
2015/10/25,0.095
2015/10/26,0.097
2015/10/27,0.098
2015/10/28,0.101
2015/10/29,0.104
2015/10/30,0.107
2015/10/31,0.111
2015/11/01,0.115
2015/11/02,0.118
2015/11/03,0.121
2015/11/04,0.123
2015/11/05,0.124
2015/11/06,0.126
2015/11/07,0.125
2015/11/08,0.122
2015/11/09,0.119
2015/11/10,0.118
2015/11/11,0.116
2015/11/12,0.116
2015/11/13,0.116
2015/11/14,0.116
2015/11/15,0.116
2015/11/16,0.114
2015/11/17,0.113
2015/11/18,0.111
2015/11/19,0.109
2015/11/20,0.108
2015/11/21,0.107
2015/11/22,0.106
2015/11/23,0.104
2015/11/24,0.102
2015/11/25,0.1
2015/11/26,0.098
2015/11/27,0.099
2015/11/28,0.103
2015/11/29,0.107
2015/11/30,0.109
2015/12/01,0.106
2015/12/02,0.101
2015/12/03,0.098
2015/12/04,0.094
2015/12/05,0.09
2015/12/06,0.087
2015/12/07,0.084
2015/12/08,0.081
2015/12/09,0.078
2015/12/10,0.075
2015/12/11,0.072
2015/12/12,0.069
2015/12/13,0.066
2015/12/14,0.064
2015/12/15,0.061
2015/12/16,0.059
2015/12/17,0.058
2015/12/18,0.056
2015/12/19,0.056
2015/12/20,0.054
2015/12/21,0.054
2015/12/22,0.055
2015/12/23,0.056
2015/12/24,0.057
2015/12/25,0.058
2015/12/26,0.059
2015/12/27,0.06
2015/12/28,0.06
2015/12/29,0.059
2015/12/30,0.059
2015/12/31,0.058
2016/01/01,0.059
2016/01/02,0.059
2016/01/03,0.06
2016/01/04,0.06
2016/01/05,0.06
2016/01/06,0.06
2016/01/07,0.06
2016/01/08,0.061
2016/01/09,0.062
2016/01/10,0.062
2016/01/11,0.064
2016/01/12,0.064
2016/01/13,0.064
2016/01/14,0.064
2016/01/15,0.063
2016/01/16,0.061
2016/01/17,0.061
2016/01/18,0.06
2016/01/19,0.059
2016/01/20,0.058
2016/01/21,0.058
2016/01/22,0.058
2016/01/23,0.058
2016/01/24,0.059
2016/01/25,0.059
2016/01/26,0.06
2016/01/27,0.061
2016/01/28,0.062
2016/01/29,0.063
2016/01/30,0.064
2016/01/31,0.065
2016/02/01,0.065
2016/02/02,0.064
2016/02/03,0.064
2016/02/04,0.062
2016/02/05,0.06
2016/02/06,0.059
2016/02/07,0.058
2016/02/08,0.058
2016/02/09,0.058
2016/02/10,0.058
2016/02/11,0.058
2016/02/12,0.058
2016/02/13,0.058
2016/02/14,0.057
2016/02/15,0.056
2016/02/16,0.055
2016/02/17,0.054
2016/02/18,0.053
2016/02/19,0.052
2016/02/20,0.052
2016/02/21,0.051
2016/02/22,0.05
2016/02/23,0.049
2016/02/24,0.047
2016/02/25,0.047
2016/02/26,0.047
2016/02/27,0.046
2016/02/28,0.046
2016/02/29,0.044
2016/03/01,0.043
2016/03/02,0.041
2016/03/03,0.038
2016/03/04,0.037
2016/03/05,0.037
2016/03/06,0.037
2016/03/07,0.035
2016/03/08,0.033
2016/03/09,0.03
2016/03/10,0.027
2016/03/11,0.024
2016/03/12,0.021
2016/03/13,0.02
2016/03/14,0.017
2016/03/15,0.016
2016/03/16,0.015
2016/03/17,0.014
2016/03/18,0.013
2016/03/19,0.013
2016/03/20,0.013
2016/03/21,0.013
2016/03/22,0.014
2016/03/23,0.014
2016/03/24,0.015
2016/03/25,0.015
2016/03/26,0.018
2016/03/27,0.02
2016/03/28,0.022
2016/03/29,0.022
2016/03/30,0.022
2016/03/31,0.023
2016/04/01,0.023
2016/04/02,0.023
2016/04/03,0.023
2016/04/04,0.023
2016/04/05,0.023
2016/04/06,0.023
2016/04/07,0.023
2016/04/08,0.023
2016/04/09,0.023
2016/04/10,0.022
2016/04/11,0.022
2016/04/12,0.022
2016/04/13,0.022
2016/04/14,0.023
2016/04/15,0.024
2016/04/16,0.025
2016/04/17,0.027
2016/04/18,0.029
2016/04/19,0.031
2016/04/20,0.032
2016/04/21,0.034
2016/04/22,0.036
2016/04/23,0.038
2016/04/24,0.041
2016/04/25,0.045
2016/04/26,0.048
2016/04/27,0.052
2016/04/28,0.057
2016/04/29,0.062
2016/04/30,0.067
2016/05/01,0.073
2016/05/02,0.079
2016/05/03,0.086
2016/05/04,0.086
2016/05/05,0.087
2016/05/06,0.09
2016/05/07,0.096
2016/05/08,0.102
2016/05/09,0.107
2016/05/10,0.112
2016/05/11,0.119
2016/05/12,0.125
2016/05/13,0.132
2016/05/14,0.138
2016/05/15,0.145
2016/05/16,0.151
2016/05/17,0.158
2016/05/18,0.165
2016/05/19,0.173
2016/05/20,0.179
2016/05/21,0.185
2016/05/22,0.19
2016/05/23,0.194
2016/05/24,0.198
2016/05/25,0.199
2016/05/26,0.199
2016/05/27,0.197
2016/05/28,0.196
2016/05/29,0.195
2016/05/30,0.198
2016/05/31,0.202
2016/06/01,0.206
2016/06/02,0.205
2016/06/03,0.201
2016/06/04,0.196
2016/06/05,0.195
2016/06/06,0.194
2016/06/07,0.192
2016/06/08,0.191
2016/06/09,0.19
2016/06/10,0.19
2016/06/11,0.188
2016/06/12,0.186
2016/06/13,0.184
2016/06/14,0.182
2016/06/15,0.181
2016/06/16,0.18
2016/06/17,0.179
2016/06/18,0.178
2016/06/19,0.178
2016/06/20,0.178
2016/06/21,0.177
2016/06/22,0.173
2016/06/23,0.169
2016/06/24,0.161
2016/06/25,0.155
2016/06/26,0.147
2016/06/27,0.143
2016/06/28,0.14
2016/06/29,0.136
2016/06/30,0.134
2016/07/01,0.131
2016/07/02,0.128
2016/07/03,0.127
2016/07/04,0.125
2016/07/05,0.123
2016/07/06,0.122
2016/07/07,0.12
2016/07/08,0.12
2016/07/09,0.119
2016/07/10,0.118
2016/07/11,0.117
2016/07/12,0.116
2016/07/13,0.116
2016/07/14,0.117
2016/07/15,0.118
2016/07/16,0.118
2016/07/17,0.119
2016/07/18,0.119
2016/07/19,0.119
2016/07/20,0.119
2016/07/21,0.12
2016/07/22,0.12
2016/07/23,0.121
2016/07/24,0.121
2016/07/25,0.122
2016/07/26,0.122
2016/07/27,0.121
2016/07/28,0.121
2016/07/29,0.12
2016/07/30,0.118
2016/07/31,0.116
2016/08/01,0.114
2016/08/02,0.114
2016/08/03,0.114
2016/08/04,0.113
2016/08/05,0.111
2016/08/06,0.109
2016/08/07,0.107
2016/08/08,0.105
2016/08/09,0.102
2016/08/10,0.098
2016/08/11,0.095
2016/08/12,0.092
2016/08/13,0.089
2016/08/14,0.087
2016/08/15,0.083
2016/08/16,0.079
2016/08/17,0.075
2016/08/18,0.071
2016/08/19,0.068
2016/08/20,0.067
2016/08/21,0.067
2016/08/22,0.068
2016/08/23,0.071
2016/08/24,0.073
2016/08/25,0.076
2016/08/26,0.079
2016/08/27,0.082
2016/08/28,0.082
2016/08/29,0.08
2016/08/30,0.078
2016/08/31,0.082
2016/09/01,0.084
2016/09/02,0.085
2016/09/03,0.086
2016/09/04,0.087
2016/09/05,0.088
2016/09/06,0.089
2016/09/07,0.09
2016/09/08,0.089
2016/09/09,0.089
2016/09/10,0.089
2016/09/11,0.09
2016/09/12,0.09
2016/09/13,0.09
2016/09/14,0.091
2016/09/15,0.093
2016/09/16,0.094
2016/09/17,0.095
2016/09/18,0.097
2016/09/19,0.097
2016/09/20,0.096
2016/09/21,0.095
2016/09/22,0.095
2016/09/23,0.095
2016/09/24,0.095
2016/09/25,0.095
2016/09/26,0.096
2016/09/27,0.096
2016/09/28,0.096
2016/09/29,0.096
2016/09/30,0.095
2016/10/01,0.095
2016/10/02,0.095
2016/10/03,0.095
2016/10/04,0.094
2016/10/05,0.094
2016/10/06,0.092
2016/10/07,0.09
2016/10/08,0.089
2016/10/09,0.087
2016/10/10,0.085
2016/10/11,0.083
2016/10/12,0.08
2016/10/13,0.076
2016/10/14,0.074
2016/10/15,0.072
2016/10/16,0.07
2016/10/17,0.069
2016/10/18,0.067
2016/10/19,0.064
2016/10/20,0.061
2016/10/21,0.058
2016/10/22,0.054
2016/10/23,0.05
2016/10/24,0.046
2016/10/25,0.043
2016/10/26,0.039
2016/10/27,0.036
2016/10/28,0.033
2016/10/29,0.03
2016/10/30,0.028
2016/10/31,0.026
2016/11/01,0.025
2016/11/02,0.023
2016/11/03,0.022
2016/11/04,0.022
2016/11/05,0.018
2016/11/06,0.014
2016/11/07,0.01
2016/11/08,0.008
2016/11/09,0.008
2016/11/10,0.008
2016/11/11,0.009
2016/11/12,0.009
2016/11/13,0.009
2016/11/14,0.009
2016/11/15,0.009
2016/11/16,0.009
2016/11/17,0.009
2016/11/18,0.009
2016/11/19,0.009
2016/11/20,0.009
2016/11/21,0.009
2016/11/22,0.009
2016/11/23,0.009
2016/11/24,0.009
2016/11/25,0.009
2016/11/26,0.009
2016/11/27,0.009
2016/11/28,0.009
2016/11/29,0.008
2016/11/30,0.007
2016/12/01,0.007
2016/12/02,0.006
2016/12/03,0.006
2016/12/04,0.006
2016/12/05,0.006
2016/12/06,0.006
2016/12/07,0.006
2016/12/08,0.006
2016/12/09,0.006
2016/12/10,0.006
2016/12/11,0.006
2016/12/12,0.007
2016/12/13,0.007
2016/12/14,0.007
2016/12/15,0.007
2016/12/16,0.007
2016/12/17,0.007
2016/12/18,0.008
2016/12/19,0.008
2016/12/20,0.009
2016/12/21,0.009
2016/12/22,0.01
2016/12/23,0.011
2016/12/24,0.011
2016/12/25,0.012
2016/12/26,0.012
2016/12/27,0.012
2016/12/28,0.012
2016/12/29,0.012
2016/12/30,0.012
2016/12/31,0.012
2017/01/01,0.012
2017/01/02,0.012
2017/01/03,0.012
2017/01/04,0.012
2017/01/05,0.012
2017/01/06,0.012
2017/01/07,0.012
2017/01/08,0.012
2017/01/09,0.012
2017/01/10,0.012
2017/01/11,0.012
2017/01/12,0.012
2017/01/13,0.012
2017/01/14,0.012
2017/01/15,0.013
2017/01/16,0.013
2017/01/17,0.014
2017/01/18,0.015
2017/01/19,0.016
2017/01/20,0.016
2017/01/21,0.017
2017/01/22,0.018
2017/01/23,0.019
2017/01/24,0.02
2017/01/25,0.021
2017/01/26,0.022
2017/01/27,0.023
2017/01/28,0.023
2017/01/29,0.024
2017/01/30,0.025
2017/01/31,0.026
2017/02/01,0.026
2017/02/02,0.026
2017/02/03,0.027
2017/02/04,0.027
2017/02/05,0.027
2017/02/06,0.027
2017/02/07,0.027
2017/02/08,0.028
2017/02/09,0.028
2017/02/10,0.029
2017/02/11,0.029
2017/02/12,0.029
2017/02/13,0.03
2017/02/14,0.031
2017/02/15,0.031
2017/02/16,0.032
2017/02/17,0.032
2017/02/18,0.033
2017/02/19,0.034
2017/02/20,0.035
2017/02/21,0.036
2017/02/22,0.037
2017/02/23,0.037
2017/02/24,0.038
2017/02/25,0.039
2017/02/26,0.039
2017/02/27,0.039
2017/02/28,0.038
2017/03/01,0.038
2017/03/02,0.038
2017/03/03,0.038
2017/03/04,0.037
2017/03/05,0.036
2017/03/06,0.036
2017/03/07,0.035
2017/03/08,0.035
2017/03/09,0.034
2017/03/10,0.033
2017/03/11,0.033
2017/03/12,0.032
2017/03/13,0.032
2017/03/14,0.031
2017/03/15,0.031
2017/03/16,0.031
2017/03/17,0.03
2017/03/18,0.03
2017/03/19,0.03
2017/03/20,0.03
2017/03/21,0.03
2017/03/22,0.029
2017/03/23,0.029
2017/03/24,0.029
2017/03/25,0.03
2017/03/26,0.029
2017/03/27,0.029
2017/03/28,0.029
2017/03/29,0.028
2017/03/30,0.028
2017/03/31,0.027
2017/04/01,0.027
2017/04/02,0.025
2017/04/03,0.024
2017/04/04,0.022
2017/04/05,0.02
2017/04/06,0.019
2017/04/07,0.018
2017/04/08,0.017
2017/04/09,0.016
2017/04/10,0.015
2017/04/11,0.014
2017/04/12,0.013
2017/04/13,0.012
2017/04/14,0.011
2017/04/15,0.011
2017/04/16,0.011
2017/04/17,0.01
2017/04/18,0.01
2017/04/19,0.01
2017/04/20,0.01
2017/04/21,0.011
2017/04/22,0.011
2017/04/23,0.012
2017/04/24,0.013
2017/04/25,0.013
2017/04/26,0.014
2017/04/27,0.016
2017/04/28,0.017
2017/04/29,0.018
2017/04/30,0.019
2017/05/01,0.02
2017/05/02,0.02
2017/05/03,0.021
2017/05/04,0.021
2017/05/05,0.021
2017/05/06,0.022
2017/05/07,0.022
2017/05/08,0.023
2017/05/09,0.024
2017/05/10,0.025
2017/05/11,0.026
2017/05/12,0.027
2017/05/13,0.028
2017/05/14,0.029
2017/05/15,0.03
2017/05/16,0.031
2017/05/17,0.033
2017/05/18,0.035
2017/05/19,0.035
2017/05/20,0.036
2017/05/21,0.037
2017/05/22,0.037
2017/05/23,0.038
2017/05/24,0.038
2017/05/25,0.038
2017/05/26,0.038
2017/05/27,0.038
2017/05/28,0.038
2017/05/29,0.038
2017/05/30,0.038
2017/05/31,0.038
2017/06/01,0.038
2017/06/02,0.038
2017/06/03,0.037
2017/06/04,0.037
2017/06/05,0.036
2017/06/06,0.036
2017/06/07,0.035
2017/06/08,0.035
2017/06/09,0.034
2017/06/10,0.033
2017/06/11,0.032
2017/06/12,0.032
2017/06/13,0.032
2017/06/14,0.031
2017/06/15,0.031
2017/06/16,0.029
2017/06/17,0.028
2017/06/18,0.026
2017/06/19,0.025
2017/06/20,0.025
2017/06/21,0.024
2017/06/22,0.023
2017/06/23,0.023
2017/06/24,0.023
2017/06/25,0.023
2017/06/26,0.023
2017/06/27,0.023
2017/06/28,0.023
2017/06/29,0.023
