Date,top100cap90var
2017/06/30,0.022
2017/07/01,0.022
2017/07/02,0.022
2017/07/03,0.022
2017/07/04,0.022
2017/07/05,0.022
2017/07/06,0.021
2017/07/07,0.021
2017/07/08,0.02
2017/07/09,0.02
2017/07/10,0.02
2017/07/11,0.02
2017/07/12,0.019
2017/07/13,0.019
2017/07/14,0.019
2017/07/15,0.019
2017/07/16,0.019
2017/07/17,0.019
2017/07/18,0.019
2017/07/19,0.019
2017/07/20,0.019
2017/07/21,0.019
2017/07/22,0.019
2017/07/23,0.019
2017/07/24,0.019
2017/07/25,0.018
2017/07/26,0.019
2017/07/27,0.02
2017/07/28,0.021
2017/07/29,0.021
2017/07/30,0.021
2017/07/31,0.024
2017/08/01,0.029
2017/08/02,0.036
2017/08/03,0.04
2017/08/04,0.044
2017/08/05,0.047
2017/08/06,0.051
2017/08/07,0.057
2017/08/08,0.062
2017/08/09,0.07
2017/08/10,0.078
2017/08/11,0.086
2017/08/12,0.095
2017/08/13,0.104
2017/08/14,0.112
2017/08/15,0.119
2017/08/16,0.127
2017/08/17,0.134
2017/08/18,0.14
2017/08/19,0.145
2017/08/20,0.15
2017/08/21,0.156
2017/08/22,0.161
2017/08/23,0.166
2017/08/24,0.169
2017/08/25,0.173
2017/08/26,0.176
2017/08/27,0.179
2017/08/28,0.183
2017/08/29,0.187
2017/08/30,0.19
2017/08/31,0.193
2017/09/01,0.197
2017/09/02,0.199
2017/09/03,0.201
2017/09/04,0.202
2017/09/05,0.204
2017/09/06,0.204
2017/09/07,0.205
2017/09/08,0.205
2017/09/09,0.205
2017/09/10,0.202
2017/09/11,0.2
2017/09/12,0.199
2017/09/13,0.198
2017/09/14,0.198
2017/09/15,0.198
2017/09/16,0.197
2017/09/17,0.196
2017/09/18,0.196
2017/09/19,0.195
2017/09/20,0.193
2017/09/21,0.191
2017/09/22,0.19
2017/09/23,0.187
2017/09/24,0.185
2017/09/25,0.184
2017/09/26,0.182
2017/09/27,0.182
2017/09/28,0.182
2017/09/29,0.18
2017/09/30,0.179
2017/10/01,0.178
2017/10/02,0.176
2017/10/03,0.174
2017/10/04,0.171
2017/10/05,0.166
2017/10/06,0.161
2017/10/07,0.157
2017/10/08,0.152
2017/10/09,0.147
2017/10/10,0.142
2017/10/11,0.137
2017/10/12,0.131
2017/10/13,0.125
2017/10/14,0.118
2017/10/15,0.111
2017/10/16,0.105
2017/10/17,0.097
2017/10/18,0.089
2017/10/19,0.08
2017/10/20,0.071
2017/10/21,0.063
2017/10/22,0.056
2017/10/23,0.049
2017/10/24,0.046
2017/10/25,0.042
2017/10/26,0.037
2017/10/27,0.032
2017/10/28,3.216
2017/10/29,6.33
2017/10/30,9.373
2017/10/31,9.373
2017/11/01,9.37
2017/11/02,9.367
2017/11/03,9.363
2017/11/04,9.361
2017/11/05,9.361
2017/11/06,9.36
2017/11/07,9.364
2017/11/08,9.369
2017/11/09,9.375
2017/11/10,9.382
2017/11/11,9.39
2017/11/12,9.394
2017/11/13,9.398
2017/11/14,9.404
2017/11/15,9.409
2017/11/16,9.413
2017/11/17,9.416
2017/11/18,9.42
2017/11/19,9.424
2017/11/20,9.428
2017/11/21,9.429
2017/11/22,9.428
2017/11/23,9.427
2017/11/24,9.425
2017/11/25,9.425
2017/11/26,9.425
2017/11/27,9.425
2017/11/28,9.425
2017/11/29,9.427
2017/11/30,9.429
2017/12/01,9.432
2017/12/02,9.435
2017/12/03,9.438
2017/12/04,9.44
2017/12/05,9.443
2017/12/06,9.444
2017/12/07,9.446
2017/12/08,9.446
2017/12/09,9.445
2017/12/10,9.446
2017/12/11,9.448
2017/12/12,9.45
2017/12/13,9.454
2017/12/14,9.459
2017/12/15,9.464
2017/12/16,9.47
2017/12/17,9.48
2017/12/18,9.492
2017/12/19,9.502
2017/12/20,9.51
2017/12/21,9.517
2017/12/22,9.526
2017/12/23,9.535
2017/12/24,9.544
2017/12/25,9.553
2017/12/26,9.563
2017/12/27,9.573
2017/12/28,9.584
2017/12/29,9.596
2017/12/30,9.608
2017/12/31,9.626
2018/01/01,9.646
2018/01/02,9.667
2018/01/03,9.688
2018/01/04,9.707
2018/01/05,9.724
2018/01/06,9.739
2018/01/07,9.755
2018/01/08,9.774
2018/01/09,9.793
2018/01/10,9.81
2018/01/11,9.827
2018/01/12,9.846
2018/01/13,9.865
2018/01/14,9.885
2018/01/15,9.905
2018/01/16,9.926
2018/01/17,9.947
2018/01/18,9.967
2018/01/19,9.987
2018/01/20,10.013
2018/01/21,10.044
2018/01/22,10.077
2018/01/23,10.11
2018/01/24,10.14
2018/01/25,10.17
2018/01/26,6.948
2018/01/27,3.636
2018/01/28,0.241
2018/01/29,0.244
2018/01/30,0.245
2018/01/31,0.245
2018/02/01,0.246
2018/02/02,0.248
2018/02/03,0.25
2018/02/04,0.251
2018/02/05,0.254
2018/02/06,0.258
2018/02/07,0.263
2018/02/08,0.265
2018/02/09,0.271
2018/02/10,0.275
2018/02/11,0.279
2018/02/12,0.284
2018/02/13,0.289
2018/02/14,0.293
2018/02/15,0.297
2018/02/16,0.3
2018/02/17,0.302
2018/02/18,0.304
2018/02/19,0.303
2018/02/20,0.3
2018/02/21,0.295
2018/02/22,0.289
2018/02/23,0.287
2018/02/24,0.287
2018/02/25,0.286
2018/02/26,0.284
2018/02/27,0.284
2018/02/28,0.282
2018/03/01,0.279
2018/03/02,0.276
2018/03/03,0.272
2018/03/04,0.268
2018/03/05,0.262
2018/03/06,0.252
2018/03/07,0.242
2018/03/08,0.229
2018/03/09,0.215
2018/03/10,0.203
2018/03/11,0.192
2018/03/12,0.18
2018/03/13,0.172
2018/03/14,0.163
2018/03/15,0.155
2018/03/16,0.147
2018/03/17,0.142
2018/03/18,0.138
2018/03/19,0.133
2018/03/20,0.125
2018/03/21,0.117
2018/03/22,0.11
2018/03/23,0.103
2018/03/24,0.096
2018/03/25,0.09
2018/03/26,0.084
2018/03/27,0.079
2018/03/28,0.074
2018/03/29,0.07
2018/03/30,0.066
2018/03/31,0.065
2018/04/01,0.065
2018/04/02,0.065
2018/04/03,0.066
2018/04/04,0.066
2018/04/05,0.065
2018/04/06,0.062
2018/04/07,0.06
2018/04/08,0.059
2018/04/09,0.058
2018/04/10,0.057
2018/04/11,0.056
2018/04/12,0.056
2018/04/13,0.056
2018/04/14,0.056
2018/04/15,0.056
2018/04/16,0.056
2018/04/17,0.056
2018/04/18,0.055
2018/04/19,0.056
2018/04/20,0.057
2018/04/21,0.059
2018/04/22,0.06
2018/04/23,0.061
2018/04/24,0.063
2018/04/25,0.068
2018/04/26,0.072
2018/04/27,0.075
2018/04/28,0.077
2018/04/29,0.077
2018/04/30,0.077
2018/05/01,0.075
2018/05/02,0.074
2018/05/03,0.074
2018/05/04,0.073
2018/05/05,0.072
2018/05/06,0.072
2018/05/07,0.072
2018/05/08,0.072
2018/05/09,0.07
2018/05/10,0.069
2018/05/11,0.069
2018/05/12,0.069
2018/05/13,0.068
2018/05/14,0.068
2018/05/15,0.067
2018/05/16,0.066
2018/05/17,0.065
2018/05/18,0.064
2018/05/19,0.063
2018/05/20,0.061
2018/05/21,0.059
2018/05/22,0.057
2018/05/23,0.055
2018/05/24,0.055
2018/05/25,0.055
2018/05/26,0.055
2018/05/27,0.056
2018/05/28,0.056
2018/05/29,0.056
2018/05/30,0.056
2018/05/31,0.055
2018/06/01,0.055
2018/06/02,0.054
2018/06/03,0.054
2018/06/04,0.051
2018/06/05,0.048
2018/06/06,0.045
2018/06/07,0.042
2018/06/08,0.04
2018/06/09,0.037
2018/06/10,0.035
2018/06/11,0.033
2018/06/12,0.031
2018/06/13,0.028
2018/06/14,0.026
2018/06/15,0.023
2018/06/16,0.021
2018/06/17,0.02
2018/06/18,0.018
2018/06/19,0.016
2018/06/20,0.015
2018/06/21,0.014
2018/06/22,0.012
2018/06/23,0.012
2018/06/24,0.011
2018/06/25,0.011
2018/06/26,0.011
2018/06/27,0.011
2018/06/28,0.01
2018/06/29,0.01
2018/06/30,0.01
2018/07/01,0.011
2018/07/02,0.011
2018/07/03,0.011
2018/07/04,0.011
2018/07/05,0.01
2018/07/06,0.01
2018/07/07,0.01
2018/07/08,0.01
2018/07/09,0.009
2018/07/10,0.009
2018/07/11,0.009
2018/07/12,0.009
2018/07/13,0.009
2018/07/14,0.009
2018/07/15,0.009
2018/07/16,0.009
2018/07/17,0.009
2018/07/18,0.009
2018/07/19,0.009
2018/07/20,0.008
2018/07/21,0.008
2018/07/22,0.008
2018/07/23,0.008
2018/07/24,0.008
2018/07/25,0.007
2018/07/26,0.007
2018/07/27,0.006
2018/07/28,0.006
2018/07/29,0.006
2018/07/30,0.007
2018/07/31,0.007
2018/08/01,0.007
2018/08/02,0.007
2018/08/03,0.006
2018/08/04,0.006
2018/08/05,0.006
2018/08/06,0.006
2018/08/07,0.006
2018/08/08,0.006
2018/08/09,0.006
2018/08/10,0.006
2018/08/11,0.006
2018/08/12,0.006
2018/08/13,0.006
2018/08/14,0.006
2018/08/15,0.006
2018/08/16,0.006
2018/08/17,0.006
2018/08/18,0.006
2018/08/19,0.006
2018/08/20,0.006
2018/08/21,0.006
2018/08/22,0.007
2018/08/23,0.007
2018/08/24,0.007
2018/08/25,0.007
2018/08/26,0.007
2018/08/27,0.007
2018/08/28,0.008
2018/08/29,0.008
2018/08/30,0.009
2018/08/31,0.01
2018/09/01,0.01
2018/09/02,0.011
2018/09/03,0.012
2018/09/04,0.014
2018/09/05,0.015
2018/09/06,0.017
2018/09/07,0.018
2018/09/08,0.02
2018/09/09,0.02
2018/09/10,0.021
2018/09/11,0.021
2018/09/12,0.021
2018/09/13,0.021
2018/09/14,0.021
2018/09/15,0.021
2018/09/16,0.022
2018/09/17,0.022
2018/09/18,0.022
2018/09/19,0.022
2018/09/20,0.022
2018/09/21,0.022
2018/09/22,0.023
2018/09/23,0.023
2018/09/24,0.023
2018/09/25,0.023
2018/09/26,0.023
2018/09/27,0.024
2018/09/28,0.024
2018/09/29,0.024
2018/09/30,0.024
2018/10/01,0.024
2018/10/02,0.024
2018/10/03,0.024
2018/10/04,0.024
2018/10/05,0.024
2018/10/06,0.023
2018/10/07,0.023
2018/10/08,0.023
2018/10/09,0.022
2018/10/10,0.022
2018/10/11,0.022
2018/10/12,0.022
2018/10/13,0.021
2018/10/14,0.021
2018/10/15,0.021
2018/10/16,0.021
2018/10/17,0.021
2018/10/18,0.021
2018/10/19,0.022
2018/10/20,0.022
2018/10/21,0.023
2018/10/22,0.023
2018/10/23,0.024
2018/10/24,0.024
2018/10/25,0.025
2018/10/26,0.025
2018/10/27,0.025
2018/10/28,0.025
2018/10/29,0.025
2018/10/30,0.025
2018/10/31,0.025
2018/11/01,0.026
2018/11/02,0.028
2018/11/03,0.029
2018/11/04,0.03
2018/11/05,0.032
2018/11/06,0.033
2018/11/07,0.035
2018/11/08,0.036
2018/11/09,0.037
2018/11/10,0.038
2018/11/11,0.039
2018/11/12,0.04
2018/11/13,0.041
2018/11/14,0.042
2018/11/15,0.044
2018/11/16,0.045
2018/11/17,0.047
2018/11/18,0.048
2018/11/19,0.05
2018/11/20,0.051
2018/11/21,0.052
2018/11/22,0.053
2018/11/23,0.053
2018/11/24,0.054
2018/11/25,0.054
2018/11/26,0.054
2018/11/27,0.054
2018/11/28,0.053
2018/11/29,0.053
2018/11/30,0.054
2018/12/01,0.06
2018/12/02,0.065
2018/12/03,0.076
2018/12/04,0.118
2018/12/05,0.204
2018/12/06,0.327
2018/12/07,0.446
2018/12/08,0.558
2018/12/09,0.665
2018/12/10,0.769
2018/12/11,0.873
2018/12/12,0.975
2018/12/13,1.072
2018/12/14,1.167
2018/12/15,1.257
2018/12/16,1.345
2018/12/17,1.429
2018/12/18,1.51
2018/12/19,1.586
2018/12/20,1.655
2018/12/21,1.721
2018/12/22,1.783
2018/12/23,1.84
2018/12/24,1.894
2018/12/25,1.945
2018/12/26,1.993
2018/12/27,2.038
2018/12/28,2.083
2018/12/29,2.125
2018/12/30,2.165
2018/12/31,2.201
2019/01/01,2.236
2019/01/02,2.269
2019/01/03,2.301
2019/01/04,2.33
2019/01/05,2.355
2019/01/06,2.377
2019/01/07,2.396
2019/01/08,2.412
2019/01/09,2.426
2019/01/10,2.438
2019/01/11,2.442
2019/01/12,2.443
2019/01/13,2.44
2019/01/14,2.436
2019/01/15,2.431
2019/01/16,2.424
2019/01/17,2.416
2019/01/18,2.408
2019/01/19,2.398
2019/01/20,2.386
2019/01/21,2.371
2019/01/22,2.352
2019/01/23,2.332
2019/01/24,2.31
2019/01/25,2.285
2019/01/26,2.257
2019/01/27,2.229
2019/01/28,2.198
2019/01/29,2.168
2019/01/30,2.135
2019/01/31,2.102
2019/02/01,2.065
2019/02/02,2.027
2019/02/03,1.987
2019/02/04,1.945
2019/02/05,1.9
2019/02/06,1.853
2019/02/07,1.804
2019/02/08,1.752
2019/02/09,1.699
2019/02/10,1.641
2019/02/11,1.582
2019/02/12,1.52
2019/02/13,1.459
2019/02/14,1.396
2019/02/15,1.33
2019/02/16,1.263
2019/02/17,1.192
2019/02/18,1.117
2019/02/19,1.04
2019/02/20,0.96
2019/02/21,0.874
2019/02/22,0.785
2019/02/23,0.692
2019/02/24,0.598
2019/02/25,0.502
2019/02/26,0.403
2019/02/27,0.3
2019/02/28,0.213
2019/03/01,0.147
2019/03/02,0.08
2019/03/03,0.028
2019/03/04,0.01
2019/03/05,0.009
2019/03/06,0.009
2019/03/07,0.009
2019/03/08,0.009
2019/03/09,0.009
2019/03/10,0.009
2019/03/11,0.009
2019/03/12,0.009
2019/03/13,0.009
2019/03/14,0.008
2019/03/15,0.008
2019/03/16,0.008
2019/03/17,0.008
2019/03/18,0.008
2019/03/19,0.008
2019/03/20,0.008
2019/03/21,0.008
2019/03/22,0.008
2019/03/23,0.008
2019/03/24,0.008
2019/03/25,0.008
2019/03/26,0.008
2019/03/27,0.008
2019/03/28,0.008
2019/03/29,0.008
2019/03/30,0.008
2019/03/31,0.008
2019/04/01,0.008
2019/04/02,0.009
2019/04/03,0.009
2019/04/04,0.009
2019/04/05,0.009
2019/04/06,0.009
2019/04/07,0.009
2019/04/08,0.009
2019/04/09,0.009
2019/04/10,0.009
2019/04/11,0.009
2019/04/12,0.009
2019/04/13,0.009
2019/04/14,0.009
2019/04/15,0.009
2019/04/16,0.009
2019/04/17,0.009
2019/04/18,0.008
2019/04/19,0.008
2019/04/20,0.008
2019/04/21,0.008
2019/04/22,0.009
2019/04/23,0.009
2019/04/24,0.009
2019/04/25,0.009
2019/04/26,0.009
2019/04/27,0.009
2019/04/28,0.009
2019/04/29,0.009
2019/04/30,0.01
2019/05/01,0.01
2019/05/02,0.01
2019/05/03,0.011
2019/05/04,0.011
2019/05/05,0.011
2019/05/06,0.011
2019/05/07,0.012
2019/05/08,0.013
2019/05/09,0.013
2019/05/10,0.013
2019/05/11,0.013
2019/05/12,0.013
2019/05/13,0.013
2019/05/14,0.014
2019/05/15,0.016
2019/05/16,0.017
2019/05/17,0.018
2019/05/18,0.019
2019/05/19,0.02
2019/05/20,0.02
2019/05/21,0.02
2019/05/22,0.021
2019/05/23,0.021
2019/05/24,0.02
2019/05/25,0.02
2019/05/26,0.019
2019/05/27,0.018
2019/05/28,0.016
2019/05/29,0.016
2019/05/30,0.016
2019/05/31,0.016
2019/06/01,0.016
2019/06/02,0.016
2019/06/03,0.016
2019/06/04,0.016
2019/06/05,0.017
2019/06/06,0.017
2019/06/07,0.017
2019/06/08,0.017
2019/06/09,0.017
2019/06/10,0.017
2019/06/11,0.017
2019/06/12,0.017
2019/06/13,0.017
2019/06/14,0.017
2019/06/15,0.017
2019/06/16,0.017
2019/06/17,0.017
2019/06/18,0.017
2019/06/19,0.017
2019/06/20,0.017
2019/06/21,0.017
2019/06/22,0.017
2019/06/23,0.017
2019/06/24,0.017
2019/06/25,0.016
2019/06/26,0.016
2019/06/27,0.016
2019/06/28,0.016
2019/06/29,0.015
2019/06/30,0.015
2019/07/01,0.016
2019/07/02,0.016
2019/07/03,0.017
2019/07/04,0.017
2019/07/05,0.018
2019/07/06,0.018
2019/07/07,0.018
2019/07/08,0.019
2019/07/09,0.019
2019/07/10,0.02
2019/07/11,0.021
2019/07/12,0.022
2019/07/13,0.024
2019/07/14,0.025
2019/07/15,0.026
2019/07/16,0.028
2019/07/17,0.029
2019/07/18,0.03
2019/07/19,0.031
2019/07/20,0.032
2019/07/21,0.033
2019/07/22,0.034
2019/07/23,0.035
2019/07/24,0.036
2019/07/25,0.036
2019/07/26,0.037
2019/07/27,0.037
2019/07/28,0.037
2019/07/29,0.047
2019/07/30,0.058
2019/07/31,0.068
2019/08/01,0.079
2019/08/02,0.089
2019/08/03,0.099
2019/08/04,0.109
2019/08/05,0.121
2019/08/06,0.131
2019/08/07,0.142
2019/08/08,0.153
2019/08/09,0.164
2019/08/10,0.174
2019/08/11,0.183
2019/08/12,0.192
2019/08/13,0.203
2019/08/14,0.215
2019/08/15,0.226
2019/08/16,0.239
2019/08/17,0.251
2019/08/18,0.263
2019/08/19,0.275
2019/08/20,0.287
2019/08/21,0.298
2019/08/22,0.31
2019/08/23,0.316
2019/08/24,0.321
2019/08/25,0.326
2019/08/26,0.331
2019/08/27,0.336
2019/08/28,0.342
2019/08/29,0.348
2019/08/30,0.354
2019/08/31,0.36
2019/09/01,0.365
2019/09/02,0.372
2019/09/03,0.376
2019/09/04,0.38
2019/09/05,0.383
2019/09/06,0.383
2019/09/07,0.383
2019/09/08,0.383
2019/09/09,0.384
2019/09/10,0.385
2019/09/11,0.386
2019/09/12,0.387
2019/09/13,0.387
2019/09/14,0.388
2019/09/15,0.389
2019/09/16,0.39
2019/09/17,0.391
2019/09/18,0.391
2019/09/19,0.39
2019/09/20,0.391
2019/09/21,0.391
2019/09/22,0.391
2019/09/23,0.39
2019/09/24,0.389
2019/09/25,0.387
2019/09/26,0.385
2019/09/27,0.382
2019/09/28,0.378
2019/09/29,0.373
2019/09/30,0.367
2019/10/01,0.36
2019/10/02,0.354
2019/10/03,0.347
2019/10/04,0.34
2019/10/05,0.333
2019/10/06,0.325
2019/10/07,0.316
2019/10/08,0.305
2019/10/09,0.293
2019/10/10,0.278
2019/10/11,0.264
2019/10/12,0.249
2019/10/13,0.233
2019/10/14,0.216
2019/10/15,0.199
2019/10/16,0.181
2019/10/17,0.164
2019/10/18,0.146
2019/10/19,0.128
2019/10/20,0.11
2019/10/21,0.091
2019/10/22,0.073
2019/10/23,0.056
2019/10/24,0.04
2019/10/25,0.023
2019/10/26,0.006
2019/10/27,0.006
2019/10/28,0.006
2019/10/29,0.006
2019/10/30,0.006
2019/10/31,0.005
2019/11/01,0.005
2019/11/02,0.006
2019/11/03,0.006
2019/11/04,0.006
2019/11/05,0.006
2019/11/06,0.007
2019/11/07,0.007
2019/11/08,0.007
2019/11/09,0.008
2019/11/10,0.008
2019/11/11,0.008
2019/11/12,0.009
2019/11/13,0.009
2019/11/14,0.009
2019/11/15,0.01
2019/11/16,0.01
2019/11/17,0.01
2019/11/18,0.01
2019/11/19,0.01
2019/11/20,0.01
2019/11/21,0.01
2019/11/22,0.01
2019/11/23,0.01
2019/11/24,0.011
2019/11/25,0.012
2019/11/26,0.013
2019/11/27,0.015
2019/11/28,0.017
2019/11/29,0.02
2019/11/30,0.023
2019/12/01,0.026
2019/12/02,0.029
2019/12/03,0.031
2019/12/04,0.033
2019/12/05,0.036
2019/12/06,0.038
2019/12/07,0.04
2019/12/08,0.043
2019/12/09,0.045
2019/12/10,0.048
2019/12/11,0.05
2019/12/12,0.053
2019/12/13,0.055
2019/12/14,0.058
2019/12/15,0.061
2019/12/16,0.063
2019/12/17,0.066
2019/12/18,0.069
2019/12/19,0.073
2019/12/20,0.076
2019/12/21,0.079
2019/12/22,0.081
2019/12/23,0.084
2019/12/24,0.086
2019/12/25,0.088
2019/12/26,0.09
2019/12/27,0.092
2019/12/28,0.093
2019/12/29,0.095
2019/12/30,0.097
2019/12/31,0.098
2020/01/01,0.1
2020/01/02,0.101
2020/01/03,0.102
2020/01/04,0.103
2020/01/05,0.103
2020/01/06,0.104
2020/01/07,0.105
2020/01/08,0.106
2020/01/09,0.107
2020/01/10,0.108
2020/01/11,0.108
2020/01/12,0.109
2020/01/13,0.109
2020/01/14,0.109
2020/01/15,0.109
2020/01/16,0.109
2020/01/17,0.109
2020/01/18,0.109
2020/01/19,0.109
2020/01/20,0.108
2020/01/21,0.107
2020/01/22,0.107
2020/01/23,0.106
2020/01/24,0.105
2020/01/25,0.104
2020/01/26,0.103
2020/01/27,0.101
2020/01/28,0.099
2020/01/29,0.098
2020/01/30,0.095
2020/01/31,0.093
2020/02/01,0.091
2020/02/02,0.088
2020/02/03,0.084
2020/02/04,0.08
2020/02/05,0.076
2020/02/06,0.071
2020/02/07,0.066
2020/02/08,0.061
2020/02/09,0.056
2020/02/10,0.051
2020/02/11,0.045
2020/02/12,0.039
2020/02/13,0.034
2020/02/14,0.028
2020/02/15,0.022
2020/02/16,0.017
2020/02/17,0.013
2020/02/18,0.01
2020/02/19,0.008
2020/02/20,0.007
2020/02/21,0.006
2020/02/22,0.005
2020/02/23,0.004
2020/02/24,0.004
2020/02/25,0.004
2020/02/26,0.004
2020/02/27,0.004
2020/02/28,0.005
2020/02/29,0.005
2020/03/01,0.005
2020/03/02,0.005
2020/03/03,0.005
2020/03/04,0.006
2020/03/05,0.006
2020/03/06,0.007
2020/03/07,0.007
2020/03/08,0.007
2020/03/09,0.008
2020/03/10,0.008
2020/03/11,0.008
2020/03/12,0.008
2020/03/13,0.009
2020/03/14,0.009
2020/03/15,0.009
2020/03/16,0.009
2020/03/17,0.009
2020/03/18,0.008
2020/03/19,0.008
2020/03/20,0.008
2020/03/21,0.008
2020/03/22,0.008
2020/03/23,0.008
2020/03/24,0.008
2020/03/25,0.008
2020/03/26,0.009
2020/03/27,0.009
2020/03/28,0.009
2020/03/29,0.009
2020/03/30,0.01
2020/03/31,0.01
2020/04/01,0.01
2020/04/02,0.011
2020/04/03,0.011
2020/04/04,0.011
2020/04/05,0.011
2020/04/06,0.011
2020/04/07,0.011
2020/04/08,0.011
2020/04/09,0.011
2020/04/10,0.011
2020/04/11,0.011
2020/04/12,0.011
2020/04/13,0.011
2020/04/14,0.011
2020/04/15,0.011
2020/04/16,0.011
2020/04/17,0.011
2020/04/18,0.011
2020/04/19,0.011
2020/04/20,0.011
2020/04/21,0.012
2020/04/22,0.012
2020/04/23,0.012
2020/04/24,0.012
2020/04/25,0.012
2020/04/26,0.012
2020/04/27,0.013
2020/04/28,0.013
2020/04/29,0.014
2020/04/30,0.015
2020/05/01,0.016
2020/05/02,0.016
2020/05/03,0.017
2020/05/04,0.017
2020/05/05,0.017
2020/05/06,0.018
2020/05/07,0.019
2020/05/08,0.019
2020/05/09,0.02
2020/05/10,0.021
2020/05/11,0.021
2020/05/12,0.022
2020/05/13,0.023
2020/05/14,0.024
2020/05/15,0.025
2020/05/16,0.025
2020/05/17,0.026
2020/05/18,0.027
2020/05/19,0.027
2020/05/20,0.028
2020/05/21,0.029
2020/05/22,0.03
2020/05/23,0.031
2020/05/24,0.032
2020/05/25,0.033
2020/05/26,0.034
2020/05/27,0.035
2020/05/28,0.035
2020/05/29,0.036
2020/05/30,0.036
2020/05/31,0.037
2020/06/01,0.037
2020/06/02,0.038
2020/06/03,0.038
2020/06/04,0.038
2020/06/05,0.038
2020/06/06,0.039
2020/06/07,0.039
2020/06/08,0.039
2020/06/09,0.04
2020/06/10,0.04
2020/06/11,0.041
2020/06/12,0.041
2020/06/13,0.041
2020/06/14,0.042
2020/06/15,0.042
2020/06/16,0.042
2020/06/17,0.043
2020/06/18,0.043
2020/06/19,0.045
2020/06/20,0.046
2020/06/21,0.047
2020/06/22,0.047
2020/06/23,0.047
2020/06/24,0.047
2020/06/25,0.047
2020/06/26,0.047
2020/06/27,0.047
2020/06/28,0.047
2020/06/29,0.047
2020/06/30,0.047
2020/07/01,0.046
2020/07/02,0.045
2020/07/03,0.045
2020/07/04,0.044
2020/07/05,0.043
2020/07/06,0.043
2020/07/07,0.041
2020/07/08,0.041
2020/07/09,0.041
2020/07/10,0.04
2020/07/11,0.039
2020/07/12,0.04
2020/07/13,0.04
2020/07/14,0.04
2020/07/15,0.039
2020/07/16,0.04
2020/07/17,0.04
2020/07/18,0.039
2020/07/19,0.039
2020/07/20,0.039
2020/07/21,0.039
2020/07/22,0.038
2020/07/23,0.038
2020/07/24,0.038
2020/07/25,0.037
2020/07/26,0.037
2020/07/27,0.037
2020/07/28,0.037
2020/07/29,0.037
2020/07/30,0.037
2020/07/31,0.036
2020/08/01,0.036
2020/08/02,0.036
2020/08/03,0.035
2020/08/04,0.035
2020/08/05,0.034
2020/08/06,0.034
2020/08/07,0.034
2020/08/08,0.034
2020/08/09,0.034
2020/08/10,0.034
2020/08/11,0.034
2020/08/12,0.034
2020/08/13,0.034
2020/08/14,0.034
2020/08/15,0.034
2020/08/16,0.034
2020/08/17,0.035
2020/08/18,0.035
2020/08/19,0.034
2020/08/20,0.034
2020/08/21,0.034
2020/08/22,0.034
2020/08/23,0.033
2020/08/24,0.033
2020/08/25,0.033
2020/08/26,0.033
2020/08/27,0.032
2020/08/28,0.031
2020/08/29,0.031
2020/08/30,0.029
2020/08/31,0.028
2020/09/01,0.026
2020/09/02,0.025
2020/09/03,0.024
2020/09/04,0.022
2020/09/05,0.021
2020/09/06,0.019
2020/09/07,0.018
2020/09/08,0.017
2020/09/09,0.015
2020/09/10,0.014
2020/09/11,0.012
2020/09/12,0.011
2020/09/13,0.01
2020/09/14,0.008
2020/09/15,0.007
2020/09/16,0.007
2020/09/17,0.007
2020/09/18,0.007
2020/09/19,0.007
2020/09/20,0.007
2020/09/21,0.007
2020/09/22,0.007
2020/09/23,0.007
2020/09/24,0.007
2020/09/25,0.007
2020/09/26,0.007
2020/09/27,0.007
2020/09/28,0.007
2020/09/29,0.007
2020/09/30,0.007
2020/10/01,0.007
2020/10/02,0.007
2020/10/03,0.007
2020/10/04,0.007
2020/10/05,0.007
2020/10/06,0.007
2020/10/07,0.007
2020/10/08,0.007
2020/10/09,0.007
2020/10/10,0.006
2020/10/11,0.006
2020/10/12,0.006
2020/10/13,0.006
2020/10/14,0.006
2020/10/15,0.007
2020/10/16,0.007
2020/10/17,0.007
2020/10/18,0.007
2020/10/19,0.008
2020/10/20,0.009
2020/10/21,0.01
2020/10/22,0.011
2020/10/23,0.012
2020/10/24,0.013
2020/10/25,0.014
2020/10/26,0.015
2020/10/27,0.017
2020/10/28,0.019
2020/10/29,0.02
2020/10/30,0.022
2020/10/31,0.024
2020/11/01,0.025
2020/11/02,0.027
2020/11/03,0.034
2020/11/04,0.041
2020/11/05,0.048
2020/11/06,0.055
2020/11/07,0.061
2020/11/08,0.068
2020/11/09,0.074
2020/11/10,0.079
2020/11/11,0.085
2020/11/12,0.091
2020/11/13,0.097
2020/11/14,0.103
2020/11/15,0.108
2020/11/16,0.112
2020/11/17,0.117
2020/11/18,0.121
2020/11/19,0.125
2020/11/20,0.129
2020/11/21,0.133
2020/11/22,0.137
2020/11/23,0.141
2020/11/24,0.145
2020/11/25,0.148
2020/11/26,0.152
2020/11/27,0.154
2020/11/28,0.155
2020/11/29,0.156
2020/11/30,0.156
2020/12/01,0.156
2020/12/02,0.157
2020/12/03,0.157
2020/12/04,0.158
2020/12/05,0.158
2020/12/06,0.158
2020/12/07,0.157
2020/12/08,0.156
2020/12/09,0.154
2020/12/10,0.154
2020/12/11,0.154
2020/12/12,0.153
2020/12/13,0.153
2020/12/14,0.153
2020/12/15,0.152
2020/12/16,0.151
2020/12/17,0.151
2020/12/18,0.15
2020/12/19,0.148
2020/12/20,0.147
2020/12/21,0.147
