Date,transactions14trx
2010/07/17,24.051
2010/07/18,19.168
2010/07/19,15.27
2010/07/20,12.234
2010/07/21,9.728
2010/07/22,7.644
2010/07/23,5.911
2010/07/24,4.74
2010/07/25,4.406
2010/07/26,3.82
2010/07/27,3.142
2010/07/28,3.188
2010/07/29,3.582
2010/07/30,3.427
2010/07/31,2.936
2010/08/01,2.291
2010/08/02,1.602
2010/08/03,1.026
2010/08/04,0.454
2010/08/05,-0.052
2010/08/06,-0.529
2010/08/07,-1.007
2010/08/08,-1.439
2010/08/09,-1.808
2010/08/10,-2.156
2010/08/11,-2.466
2010/08/12,-2.74
2010/08/13,-2.922
2010/08/14,-3.099
2010/08/15,-3.287
2010/08/16,-3.378
2010/08/17,-3.451
2010/08/18,-3.476
2010/08/19,-3.492
2010/08/20,-3.473
2010/08/21,-3.461
2010/08/22,-3.461
2010/08/23,-3.464
2010/08/24,-3.46
2010/08/25,-3.459
2010/08/26,-3.448
2010/08/27,-3.454
2010/08/28,-3.432
2010/08/29,-3.443
2010/08/30,-3.407
2010/08/31,-3.269
2010/09/01,-3.082
2010/09/02,-2.914
2010/09/03,-2.77
2010/09/04,-2.703
2010/09/05,-2.639
2010/09/06,-2.602
2010/09/07,-2.579
2010/09/08,-2.508
2010/09/09,-2.386
2010/09/10,-2.232
2010/09/11,-2.103
2010/09/12,-1.924
2010/09/13,-1.638
2010/09/14,-1.34
2010/09/15,-0.993
2010/09/16,-0.68
2010/09/17,-0.485
2010/09/18,-0.367
2010/09/19,-0.324
2010/09/20,-0.186
2010/09/21,0.484
2010/09/22,1.286
2010/09/23,2.012
2010/09/24,2.446
2010/09/25,2.723
2010/09/26,2.724
2010/09/27,2.754
2010/09/28,2.685
2010/09/29,3.121
2010/09/30,3.19
2010/10/01,3.239
2010/10/02,3.232
2010/10/03,3.042
2010/10/04,2.748
2010/10/05,2.397
2010/10/06,2.019
2010/10/07,1.594
2010/10/08,1.184
2010/10/09,0.831
2010/10/10,0.48
2010/10/11,0.144
2010/10/12,-0.155
2010/10/13,-0.426
2010/10/14,-0.688
2010/10/15,-0.941
2010/10/16,-1.151
2010/10/17,-1.319
2010/10/18,-1.328
2010/10/19,-0.931
2010/10/20,-0.465
2010/10/21,-0.048
2010/10/22,0.385
2010/10/23,0.709
2010/10/24,0.946
2010/10/25,0.989
2010/10/26,0.966
2010/10/27,0.965
2010/10/28,0.901
2010/10/29,0.781
2010/10/30,0.571
2010/10/31,0.277
2010/11/01,-0.021
2010/11/02,-0.361
2010/11/03,-0.674
2010/11/04,-0.971
2010/11/05,-1.176
2010/11/06,-1.349
2010/11/07,-1.463
2010/11/08,-1.504
2010/11/09,-1.533
2010/11/10,-1.549
2010/11/11,-1.568
2010/11/12,-1.641
2010/11/13,-1.743
2010/11/14,-1.821
2010/11/15,2.521
2010/11/16,13.351
2010/11/17,17.382
2010/11/18,17.843
2010/11/19,21.596
2010/11/20,24.911
2010/11/21,26.418
2010/11/22,23.036
2010/11/23,18.759
2010/11/24,15.624
2010/11/25,13.42
2010/11/26,11.151
2010/11/27,8.949
2010/11/28,6.968
2010/11/29,5.234
2010/11/30,3.733
2010/12/01,2.447
2010/12/02,1.334
2010/12/03,0.36
2010/12/04,-0.495
2010/12/05,-1.247
2010/12/06,-1.907
2010/12/07,-2.475
2010/12/08,-2.973
2010/12/09,-3.411
2010/12/10,-3.802
2010/12/11,-4.131
2010/12/12,-4.393
2010/12/13,-4.593
2010/12/14,-4.744
2010/12/15,-4.856
2010/12/16,-4.948
2010/12/17,-5.031
2010/12/18,-5.096
2010/12/19,-5.135
2010/12/20,-5.068
2010/12/21,-4.986
2010/12/22,-4.874
2010/12/23,-4.767
2010/12/24,-4.659
2010/12/25,-4.528
2010/12/26,-4.383
2010/12/27,-4.25
2010/12/28,-4.084
2010/12/29,-3.939
2010/12/30,-3.783
2010/12/31,-3.63
2011/01/01,-3.448
2011/01/02,-3.277
2011/01/03,-2.895
2011/01/04,-2.417
2011/01/05,-1.758
2011/01/06,-1.238
2011/01/07,-0.715
2011/01/08,-0.047
2011/01/09,0.596
2011/01/10,1.215
2011/01/11,1.789
2011/01/12,2.208
2011/01/13,2.526
2011/01/14,2.751
2011/01/15,2.791
2011/01/16,2.69
2011/01/17,2.468
2011/01/18,2.19
2011/01/19,1.913
2011/01/20,1.645
2011/01/21,1.475
2011/01/22,1.455
2011/01/23,1.414
2011/01/24,1.428
2011/01/25,1.348
2011/01/26,1.238
2011/01/27,1.071
2011/01/28,0.944
2011/01/29,0.925
2011/01/30,1.333
2011/01/31,1.631
2011/02/01,1.731
2011/02/02,1.666
2011/02/03,1.47
2011/02/04,1.236
2011/02/05,0.961
2011/02/06,0.693
2011/02/07,0.429
2011/02/08,0.177
2011/02/09,0.036
2011/02/10,0.183
2011/02/11,0.592
2011/02/12,1.028
2011/02/13,1.426
2011/02/14,1.816
2011/02/15,2.213
2011/02/16,2.543
2011/02/17,2.836
2011/02/18,3.032
2011/02/19,3.051
2011/02/20,3.022
2011/02/21,2.963
2011/02/22,2.921
2011/02/23,2.888
2011/02/24,2.829
2011/02/25,2.735
2011/02/26,2.589
2011/02/27,2.475
2011/02/28,2.3
2011/03/01,2.266
2011/03/02,2.186
2011/03/03,2.264
2011/03/04,2.227
2011/03/05,2.116
2011/03/06,1.96
2011/03/07,1.774
2011/03/08,1.654
2011/03/09,1.493
2011/03/10,1.295
2011/03/11,1.111
2011/03/12,1.087
2011/03/13,1.132
2011/03/14,1.204
2011/03/15,1.315
2011/03/16,1.478
2011/03/17,1.681
2011/03/18,1.766
2011/03/19,1.87
2011/03/20,2.079
2011/03/21,2.542
2011/03/22,2.69
2011/03/23,2.893
2011/03/24,2.834
2011/03/25,2.596
2011/03/26,2.405
2011/03/27,2.156
2011/03/28,1.926
2011/03/29,1.695
2011/03/30,1.379
2011/03/31,1.054
2011/04/01,0.69
2011/04/02,0.337
2011/04/03,0.009
2011/04/04,-0.242
2011/04/05,-0.45
2011/04/06,-0.642
2011/04/07,-0.83
2011/04/08,-1.001
2011/04/09,-1.155
2011/04/10,-1.289
2011/04/11,-1.383
2011/04/12,-1.43
2011/04/13,-1.413
2011/04/14,-1.295
2011/04/15,-1.196
2011/04/16,-1.103
2011/04/17,-1.005
2011/04/18,-0.817
2011/04/19,-0.515
2011/04/20,-0.217
2011/04/21,-0.054
2011/04/22,0.03
2011/04/23,0.081
2011/04/24,0.106
2011/04/25,0.143
2011/04/26,0.28
2011/04/27,0.599
2011/04/28,0.849
2011/04/29,1.086
2011/04/30,1.4
2011/05/01,1.682
2011/05/02,1.829
2011/05/03,1.862
2011/05/04,1.803
2011/05/05,1.751
2011/05/06,1.682
2011/05/07,1.66
2011/05/08,1.57
2011/05/09,1.493
2011/05/10,1.398
2011/05/11,1.285
2011/05/12,1.191
2011/05/13,1.168
2011/05/14,1.214
2011/05/15,1.244
2011/05/16,1.304
2011/05/17,1.384
2011/05/18,1.557
2011/05/19,1.705
2011/05/20,1.83
2011/05/21,1.938
2011/05/22,2.046
2011/05/23,2.169
2011/05/24,2.295
2011/05/25,2.431
2011/05/26,2.605
2011/05/27,2.644
2011/05/28,2.602
2011/05/29,2.487
2011/05/30,2.367
2011/05/31,2.288
2011/06/01,2.258
2011/06/02,2.285
2011/06/03,2.411
2011/06/04,2.597
2011/06/05,2.784
2011/06/06,3.004
2011/06/07,3.18
2011/06/08,3.444
2011/06/09,3.737
2011/06/10,3.961
2011/06/11,4.091
2011/06/12,4.204
2011/06/13,4.228
2011/06/14,4.295
2011/06/15,4.3
2011/06/16,4.257
2011/06/17,4.12
2011/06/18,3.933
2011/06/19,3.712
2011/06/20,3.466
2011/06/21,3.164
2011/06/22,2.892
2011/06/23,2.616
2011/06/24,2.36
2011/06/25,2.095
2011/06/26,1.842
2011/06/27,1.65
2011/06/28,1.476
2011/06/29,1.3
2011/06/30,1.12
2011/07/01,0.968
2011/07/02,0.776
2011/07/03,0.576
2011/07/04,0.41
2011/07/05,0.256
2011/07/06,0.155
2011/07/07,0.061
2011/07/08,-0.041
2011/07/09,-0.158
2011/07/10,-0.268
2011/07/11,-0.315
2011/07/12,-0.376
2011/07/13,-0.418
2011/07/14,-0.456
2011/07/15,-0.505
2011/07/16,-0.538
2011/07/17,-0.57
2011/07/18,-0.584
2011/07/19,-0.577
2011/07/20,-0.565
2011/07/21,-0.566
2011/07/22,-0.554
2011/07/23,-0.572
2011/07/24,-0.588
2011/07/25,-0.568
2011/07/26,-0.553
2011/07/27,-0.551
2011/07/28,-0.552
2011/07/29,-0.576
2011/07/30,-0.642
2011/07/31,-0.681
2011/08/01,-0.697
2011/08/02,-0.678
2011/08/03,-0.665
2011/08/04,-0.639
2011/08/05,-0.629
2011/08/06,-0.645
2011/08/07,-0.678
2011/08/08,-0.705
2011/08/09,-0.671
2011/08/10,-0.621
2011/08/11,-0.582
2011/08/12,-0.563
2011/08/13,-0.55
2011/08/14,-0.539
2011/08/15,-0.501
2011/08/16,-0.41
2011/08/17,-0.343
2011/08/18,-0.304
2011/08/19,-0.278
2011/08/20,-0.275
2011/08/21,-0.271
2011/08/22,-0.264
2011/08/23,-0.269
2011/08/24,-0.278
