Date,fee_to_reward14trxUSD
2010/10/24,-4.464
2010/10/25,-4.705
2010/10/26,-4.957
2010/10/27,-5.212
2010/10/28,-5.467
2010/10/29,-5.716
2010/10/30,-5.96
2010/10/31,-6.195
2010/11/01,-6.421
2010/11/02,-6.638
2010/11/03,-6.846
2010/11/04,-7.044
2010/11/05,-7.234
2010/11/06,-7.414
2010/11/07,-7.586
2010/11/08,-1.731
2010/11/09,2.378
2010/11/10,4.605
2010/11/11,5.371
2010/11/12,5.212
2010/11/13,4.546
2010/11/14,3.647
2010/11/15,4.509
2010/11/16,4.485
2010/11/17,3.953
2010/11/18,3.169
2010/11/19,2.625
2010/11/20,7.249
2010/11/21,13.337
2010/11/22,18.031
2010/11/23,20.231
2010/11/24,18.853
2010/11/25,15.965
2010/11/26,13.494
2010/11/27,10.96
2010/11/28,8.616
2010/11/29,6.603
2010/11/30,4.861
2010/12/01,3.402
2010/12/02,2.204
2010/12/03,1.14
2010/12/04,0.197
2010/12/05,-0.61
2010/12/06,-1.288
2010/12/07,-1.828
2010/12/08,-2.306
2010/12/09,-2.726
2010/12/10,-3.014
2010/12/11,-3.161
2010/12/12,-3.163
2010/12/13,-2.743
2010/12/14,-2.494
2010/12/15,-2.355
2010/12/16,-2.215
2010/12/17,-1.802
2010/12/18,-1.546
2010/12/19,-1.337
2010/12/20,-1.261
2010/12/21,-1.209
2010/12/22,-1.026
2010/12/23,-0.963
2010/12/24,-0.946
2010/12/25,-1.003
2010/12/26,-1.028
2010/12/27,-1.075
2010/12/28,-1.1
2010/12/29,-1.012
2010/12/30,-0.958
2010/12/31,-1.065
2011/01/01,-1.157
2011/01/02,-1.222
2011/01/03,-0.071
2011/01/04,0.521
2011/01/05,0.812
2011/01/06,0.905
2011/01/07,0.777
2011/01/08,0.448
2011/01/09,0.222
2011/01/10,-0.054
2011/01/11,-0.399
2011/01/12,-0.344
2011/01/13,-0.489
2011/01/14,-0.695
2011/01/15,-0.837
2011/01/16,-0.976
2011/01/17,-0.977
2011/01/18,-1.087
2011/01/19,-1.255
2011/01/20,-1.34
2011/01/21,-1.484
2011/01/22,-0.882
2011/01/23,0.011
2011/01/24,0.75
2011/01/25,1.221
2011/01/26,1.417
2011/01/27,2.43
2011/01/28,2.792
2011/01/29,3.395
2011/01/30,7.983
2011/01/31,10.775
2011/02/01,12.172
2011/02/02,11.575
2011/02/03,10.27
2011/02/04,8.679
2011/02/05,7.134
2011/02/06,5.688
2011/02/07,4.525
2011/02/08,3.499
2011/02/09,2.502
2011/02/10,2.084
2011/02/11,1.785
2011/02/12,1.705
2011/02/13,1.465
2011/02/14,2.558
2011/02/15,2.961
2011/02/16,3.066
2011/02/17,2.769
2011/02/18,2.446
2011/02/19,2.204
2011/02/20,1.795
2011/02/21,1.407
2011/02/22,0.961
2011/02/23,0.537
2011/02/24,0.076
2011/02/25,-0.295
2011/02/26,-0.566
2011/02/27,-0.547
2011/02/28,-0.431
2011/03/01,-0.287
2011/03/02,-0.203
2011/03/03,3.002
2011/03/04,4.859
2011/03/05,6.158
2011/03/06,7.818
2011/03/07,10.035
2011/03/08,11.487
2011/03/09,12.176
2011/03/10,12.245
2011/03/11,13.331
2011/03/12,12.795
2011/03/13,11.689
2011/03/14,10.43
2011/03/15,9.201
2011/03/16,7.988
2011/03/17,6.779
2011/03/18,5.689
2011/03/19,4.707
2011/03/20,3.995
2011/03/21,4.257
2011/03/22,5.625
2011/03/23,7.854
2011/03/24,9.162
2011/03/25,9.355
2011/03/26,8.938
2011/03/27,8.381
2011/03/28,7.545
2011/03/29,6.562
2011/03/30,5.635
2011/03/31,4.72
2011/04/01,3.867
2011/04/02,3.05
2011/04/03,2.382
2011/04/04,1.894
2011/04/05,1.497
2011/04/06,1.221
2011/04/07,0.923
2011/04/08,0.664
2011/04/09,0.459
2011/04/10,0.328
2011/04/11,0.215
2011/04/12,0.135
2011/04/13,0.014
2011/04/14,0.418
2011/04/15,0.572
2011/04/16,0.579
2011/04/17,0.416
2011/04/18,0.229
2011/04/19,0.147
2011/04/20,0.24
2011/04/21,0.238
2011/04/22,0.232
2011/04/23,0.226
2011/04/24,0.302
2011/04/25,0.462
2011/04/26,0.509
2011/04/27,0.661
2011/04/28,0.799
2011/04/29,0.893
2011/04/30,1.078
2011/05/01,1.372
2011/05/02,1.429
2011/05/03,1.333
2011/05/04,1.202
2011/05/05,1.13
2011/05/06,1.037
2011/05/07,0.904
2011/05/08,0.776
2011/05/09,0.733
2011/05/10,0.736
2011/05/11,0.747
2011/05/12,0.764
2011/05/13,0.867
2011/05/14,1.046
2011/05/15,1.31
2011/05/16,1.551
2011/05/17,1.723
2011/05/18,1.922
2011/05/19,2.27
2011/05/20,2.589
2011/05/21,2.949
2011/05/22,3.176
2011/05/23,3.229
2011/05/24,3.207
2011/05/25,3.116
2011/05/26,2.996
2011/05/27,2.906
2011/05/28,2.861
2011/05/29,2.777
2011/05/30,2.855
2011/05/31,3.058
2011/06/01,3.287
2011/06/02,3.484
2011/06/03,3.649
2011/06/04,3.817
2011/06/05,3.848
2011/06/06,3.824
2011/06/07,3.898
2011/06/08,4.214
2011/06/09,4.485
2011/06/10,4.618
2011/06/11,4.553
2011/06/12,4.492
2011/06/13,4.344
2011/06/14,4.105
2011/06/15,3.813
2011/06/16,3.568
2011/06/17,3.333
2011/06/18,3.06
2011/06/19,2.719
2011/06/20,2.294
2011/06/21,1.809
2011/06/22,1.306
2011/06/23,0.801
2011/06/24,0.345
2011/06/25,0.099
2011/06/26,0.009
2011/06/27,0.001
2011/06/28,-0.013
2011/06/29,-0.044
2011/06/30,-0.129
2011/07/01,-0.215
2011/07/02,-0.337
2011/07/03,-0.487
2011/07/04,-0.624
2011/07/05,-0.67
2011/07/06,-0.702
2011/07/07,-0.724
2011/07/08,-0.788
2011/07/09,-0.863
2011/07/10,-0.933
2011/07/11,-0.987
2011/07/12,-1.036
2011/07/13,-1.1
2011/07/14,-1.142
2011/07/15,-1.149
2011/07/16,-1.19
2011/07/17,-1.251
2011/07/18,-1.311
2011/07/19,-1.304
2011/07/20,-1.323
2011/07/21,-1.383
2011/07/22,-1.397
2011/07/23,-1.461
2011/07/24,-1.534
2011/07/25,-1.581
2011/07/26,-1.674
2011/07/27,-1.776
2011/07/28,-1.886
2011/07/29,-2.008
2011/07/30,-2.146
2011/07/31,-2.285
2011/08/01,-2.397
2011/08/02,-2.48
2011/08/03,-2.525
2011/08/04,-2.515
2011/08/05,-2.505
2011/08/06,-2.03
2011/08/07,-1.689
2011/08/08,-1.432
2011/08/09,-1.174
2011/08/10,-0.954
2011/08/11,-0.828
2011/08/12,-0.79
2011/08/13,-0.787
2011/08/14,-0.724
2011/08/15,-0.629
2011/08/16,-0.545
2011/08/17,-0.53
2011/08/18,-0.59
2011/08/19,-0.634
2011/08/20,-0.746
2011/08/21,-0.897
2011/08/22,-1.035
2011/08/23,-1.155
2011/08/24,-1.186
2011/08/25,-1.227
2011/08/26,-1.317
2011/08/27,-1.401
2011/08/28,-1.484
2011/08/29,-1.561
2011/08/30,-1.517
2011/08/31,-1.504
2011/09/01,-1.489
2011/09/02,-1.468
2011/09/03,-1.515
2011/09/04,-1.404
2011/09/05,-1.304
2011/09/06,-1.226
2011/09/07,-1.091
2011/09/08,-1.025
2011/09/09,-0.945
2011/09/10,-0.901
2011/09/11,-0.879
2011/09/12,-0.873
2011/09/13,-0.928
2011/09/14,-1.037
2011/09/15,-1.074
2011/09/16,-1.085
2011/09/17,-1.091
2011/09/18,-1.113
2011/09/19,-1.082
2011/09/20,-1.012
2011/09/21,-0.975
2011/09/22,-1.011
2011/09/23,-1.059
2011/09/24,-1.006
2011/09/25,-1.03
2011/09/26,-1.118
2011/09/27,-1.172
2011/09/28,-1.228
2011/09/29,-1.296
2011/09/30,-1.353
2011/10/01,-1.422
2011/10/02,-1.49
2011/10/03,-1.339
2011/10/04,-1.219
2011/10/05,-1.153
2011/10/06,-0.907
2011/10/07,-0.745
2011/10/08,-0.666
2011/10/09,-0.673
2011/10/10,-0.713
2011/10/11,-0.587
2011/10/12,-0.467
2011/10/13,-0.328
2011/10/14,-0.3
2011/10/15,-0.341
2011/10/16,-0.413
2011/10/17,-0.441
2011/10/18,-0.517
2011/10/19,-0.618
2011/10/20,-0.546
2011/10/21,-0.563
2011/10/22,-0.592
2011/10/23,-0.627
2011/10/24,-0.672
2011/10/25,-0.762
2011/10/26,-0.843
2011/10/27,-0.908
2011/10/28,-0.945
2011/10/29,-0.947
2011/10/30,-0.93
2011/10/31,-0.942
2011/11/01,-0.905
2011/11/02,-0.918
2011/11/03,-0.95
2011/11/04,-1.004
2011/11/05,-1.045
2011/11/06,-1.135
2011/11/07,-1.177
2011/11/08,-1.171
2011/11/09,-1.189
2011/11/10,-1.196
2011/11/11,-1.241
2011/11/12,-1.311
2011/11/13,-1.371
2011/11/14,-1.426
2011/11/15,-1.487
2011/11/16,-1.457
2011/11/17,-1.429
2011/11/18,-1.356
2011/11/19,-1.253
2011/11/20,-1.11
2011/11/21,-0.982
2011/11/22,-0.89
2011/11/23,-0.777
2011/11/24,-0.565
2011/11/25,-0.331
2011/11/26,-0.17
2011/11/27,-0.078
2011/11/28,-0.021
2011/11/29,0.085
2011/11/30,0.131
2011/12/01,0.155
2011/12/02,0.228
2011/12/03,0.322
2011/12/04,0.329
2011/12/05,0.262
2011/12/06,0.204
2011/12/07,0.185
2011/12/08,0.085
2011/12/09,-0.026
2011/12/10,-0.145
2011/12/11,12.947
2011/12/12,29.628
2011/12/13,30.83
2011/12/14,26.275
2011/12/15,21.23
2011/12/16,16.725
2011/12/17,13.023
2011/12/18,10.027
2011/12/19,7.607
2011/12/20,5.668
2011/12/21,4.06
2011/12/22,2.702
2011/12/23,1.541
2011/12/24,0.536
2011/12/25,-0.335
2011/12/26,-1.091
2011/12/27,-1.745
2011/12/28,-2.314
2011/12/29,-2.792
2011/12/30,-3.207
2011/12/31,-3.562
2012/01/01,-3.87
2012/01/02,-4.106
2012/01/03,-4.289
2012/01/04,-4.28
2012/01/05,-4.258
2012/01/06,-4.225
2012/01/07,-4.217
2012/01/08,-4.229
2012/01/09,-4.206
2012/01/10,-4.165
2012/01/11,-4.1
2012/01/12,-3.254
2012/01/13,-2.51
2012/01/14,-1.815
2012/01/15,-1.145
2012/01/16,-0.065
2012/01/17,0.591
2012/01/18,1.053
2012/01/19,1.709
2012/01/20,2.388
2012/01/21,2.533
2012/01/22,2.316
2012/01/23,1.915
2012/01/24,1.552
2012/01/25,1.172
2012/01/26,0.839
2012/01/27,0.853
2012/01/28,0.776
2012/01/29,4.4
2012/01/30,6.533
2012/01/31,7.146
2012/02/01,6.811
2012/02/02,6.091
2012/02/03,5.149
2012/02/04,4.174
2012/02/05,3.185
2012/02/06,2.241
2012/02/07,1.404
2012/02/08,0.643
2012/02/09,-0.011
2012/02/10,-0.613
2012/02/11,-1.168
2012/02/12,-1.677
2012/02/13,-2.111
2012/02/14,-2.333
2012/02/15,-2.533
2012/02/16,-2.652
2012/02/17,-2.813
2012/02/18,-3.005
2012/02/19,-3.22
2012/02/20,-3.414
2012/02/21,-3.592
2012/02/22,-3.765
2012/02/23,-3.905
2012/02/24,-4.016
2012/02/25,-4.13
2012/02/26,-4.23
2012/02/27,-4.269
2012/02/28,-4.3
2012/02/29,-4.337
2012/03/01,-4.284
2012/03/02,-4.199
2012/03/03,-4.133
2012/03/04,-4.024
2012/03/05,-3.879
2012/03/06,-3.706
2012/03/07,-3.555
2012/03/08,-3.42
2012/03/09,-3.305
2012/03/10,-3.192
2012/03/11,-3.106
2012/03/12,-3.034
2012/03/13,-2.7
2012/03/14,-2.371
2012/03/15,-2.101
2012/03/16,-1.711
2012/03/17,-1.476
2012/03/18,-1.36
2012/03/19,-1.27
2012/03/20,-1.195
2012/03/21,-1.188
2012/03/22,-1.225
2012/03/23,-1.208
2012/03/24,-0.829
2012/03/25,-0.473
2012/03/26,-0.294
2012/03/27,-0.211
2012/03/28,-0.157
2012/03/29,-0.134
2012/03/30,-0.152
2012/03/31,-0.209
2012/04/01,-0.286
2012/04/02,-0.311
2012/04/03,-0.284
2012/04/04,-0.24
2012/04/05,-0.145
2012/04/06,-0.066
2012/04/07,-0.046
2012/04/08,-0.085
2012/04/09,-0.158
2012/04/10,-0.102
2012/04/11,-0.037
2012/04/12,0.116
2012/04/13,0.207
2012/04/14,0.324
2012/04/15,0.387
2012/04/16,0.448
2012/04/17,0.572
2012/04/18,0.713
2012/04/19,0.785
2012/04/20,0.872
2012/04/21,0.861
2012/04/22,0.805
2012/04/23,0.701
2012/04/24,0.674
2012/04/25,0.669
2012/04/26,0.911
2012/04/27,1.109
2012/04/28,1.226
2012/04/29,1.141
2012/04/30,0.97
2012/05/01,0.817
2012/05/02,0.722
2012/05/03,0.819
2012/05/04,0.989
2012/05/05,1.086
2012/05/06,1.117
2012/05/07,1.298
2012/05/08,1.506
2012/05/09,1.794
2012/05/10,2.016
2012/05/11,2.267
2012/05/12,2.505
2012/05/13,2.705
2012/05/14,3.429
2012/05/15,4.172
2012/05/16,4.607
2012/05/17,4.774
2012/05/18,4.827
2012/05/19,5.169
2012/05/20,5.342
2012/05/21,5.414
2012/05/22,5.244
2012/05/23,5.05
2012/05/24,4.862
2012/05/25,4.681
2012/05/26,4.356
2012/05/27,3.964
2012/05/28,3.617
2012/05/29,3.301
2012/05/30,3.035
2012/05/31,2.68
2012/06/01,2.327
2012/06/02,1.849
2012/06/03,1.497
2012/06/04,1.365
2012/06/05,1.415
2012/06/06,1.291
2012/06/07,1.231
2012/06/08,1.134
2012/06/09,1.05
2012/06/10,1.014
2012/06/11,0.963
2012/06/12,0.788
2012/06/13,0.896
2012/06/14,1.164
2012/06/15,1.442
2012/06/16,1.638
2012/06/17,1.737
2012/06/18,1.761
2012/06/19,1.754
2012/06/20,1.683
2012/06/21,1.716
2012/06/22,1.665
2012/06/23,1.49
2012/06/24,1.251
2012/06/25,0.972
2012/06/26,0.709
2012/06/27,0.449
2012/06/28,0.209
2012/06/29,-0.063
2012/06/30,-0.304
2012/07/01,-0.574
2012/07/02,-0.766
2012/07/03,-0.969
2012/07/04,-1.151
2012/07/05,-1.311
2012/07/06,-1.418
2012/07/07,-1.222
2012/07/08,-1.14
2012/07/09,-1.099
2012/07/10,-0.974
2012/07/11,-0.826
2012/07/12,-0.762
2012/07/13,-0.76
2012/07/14,-0.784
2012/07/15,-0.769
2012/07/16,-0.695
2012/07/17,-0.63
2012/07/18,-0.473
2012/07/19,-0.299
2012/07/20,0.073
2012/07/21,0.345
2012/07/22,0.489
2012/07/23,0.611
2012/07/24,0.607
2012/07/25,0.514
2012/07/26,0.391
2012/07/27,0.235
2012/07/28,0.133
2012/07/29,0.029
2012/07/30,-0.068
2012/07/31,-0.066
2012/08/01,-0.024
2012/08/02,-0.01
2012/08/03,0.045
2012/08/04,0.035
2012/08/05,0.13
2012/08/06,0.276
2012/08/07,0.333
2012/08/08,0.692
2012/08/09,0.837
2012/08/10,1.162
2012/08/11,1.273
2012/08/12,1.229
2012/08/13,1.177
2012/08/14,1.073
2012/08/15,1.059
2012/08/16,1.067
2012/08/17,1.151
2012/08/18,1.105
2012/08/19,0.976
2012/08/20,0.862
2012/08/21,0.736
2012/08/22,0.613
2012/08/23,0.466
2012/08/24,0.315
2012/08/25,0.236
2012/08/26,0.116
2012/08/27,0.105
2012/08/28,0.114
2012/08/29,0.101
2012/08/30,0.144
2012/08/31,0.264
2012/09/01,0.431
2012/09/02,0.566
2012/09/03,0.717
2012/09/04,0.833
2012/09/05,0.847
2012/09/06,0.799
2012/09/07,0.667
2012/09/08,0.538
2012/09/09,0.395
2012/09/10,0.281
2012/09/11,0.265
2012/09/12,0.196
2012/09/13,0.125
2012/09/14,0.016
2012/09/15,-0.144
2012/09/16,-0.346
2012/09/17,-0.572
2012/09/18,-0.735
2012/09/19,-0.822
2012/09/20,-0.903
2012/09/21,-0.893
2012/09/22,-0.935
2012/09/23,-0.981
2012/09/24,-0.92
2012/09/25,-0.913
2012/09/26,-0.883
2012/09/27,-0.901
2012/09/28,-0.511
2012/09/29,-0.327
2012/09/30,-0.311
2012/10/01,-0.317
2012/10/02,-0.205
2012/10/03,-0.134
2012/10/04,1.286
2012/10/05,2.209
2012/10/06,2.644
2012/10/07,2.843
2012/10/08,2.791
2012/10/09,2.625
2012/10/10,2.361
2012/10/11,2.058
2012/10/12,1.709
2012/10/13,1.353
2012/10/14,1
2012/10/15,0.657
2012/10/16,0.376
2012/10/17,0.54
2012/10/18,0.52
2012/10/19,0.393
2012/10/20,0.199
2012/10/21,0.021
2012/10/22,-0.129
2012/10/23,-0.254
2012/10/24,-0.394
2012/10/25,-0.555
2012/10/26,-0.731
2012/10/27,-0.957
2012/10/28,-1.202
2012/10/29,-1.403
2012/10/30,-1.494
2012/10/31,-1.509
2012/11/01,-1.487
2012/11/02,-1.378
2012/11/03,-1.297
2012/11/04,-1.242
2012/11/05,-1.152
2012/11/06,-0.996
2012/11/07,-0.806
2012/11/08,-0.634
2012/11/09,-0.533
2012/11/10,-0.452
2012/11/11,-0.432
2012/11/12,-0.429
2012/11/13,-0.418
2012/11/14,-0.379
2012/11/15,-0.213
2012/11/16,0.01
2012/11/17,0.202
2012/11/18,0.367
2012/11/19,0.514
2012/11/20,0.639
2012/11/21,0.758
2012/11/22,0.788
2012/11/23,0.776
2012/11/24,0.706
2012/11/25,0.688
2012/11/26,0.652
2012/11/27,1.164
2012/11/28,1.63
2012/11/29,2.101
2012/11/30,2.538
2012/12/01,2.851
2012/12/02,2.919
2012/12/03,2.874
2012/12/04,3.066
2012/12/05,3.302
2012/12/06,3.539
2012/12/07,3.654
2012/12/08,3.671
2012/12/09,3.628
2012/12/10,3.583
2012/12/11,3.531
2012/12/12,3.468
2012/12/13,3.611
2012/12/14,3.77
2012/12/15,3.754
2012/12/16,3.689
2012/12/17,3.581
2012/12/18,3.55
2012/12/19,3.444
2012/12/20,3.356
2012/12/21,3.269
2012/12/22,3.142
2012/12/23,2.978
2012/12/24,2.737
2012/12/25,2.428
2012/12/26,2.094
2012/12/27,1.814
2012/12/28,1.559
2012/12/29,1.314
2012/12/30,1.089
2012/12/31,0.825
2013/01/01,0.55
2013/01/02,0.337
2013/01/03,0.197
2013/01/04,0.131
2013/01/05,0.084
2013/01/06,0.07
2013/01/07,0.051
2013/01/08,0.061
2013/01/09,0.097
2013/01/10,0.962
2013/01/11,1.61
2013/01/12,2.005
2013/01/13,2.201
2013/01/14,2.185
2013/01/15,2.089
2013/01/16,1.979
2013/01/17,1.886
2013/01/18,1.776
2013/01/19,1.746
2013/01/20,1.623
2013/01/21,1.42
2013/01/22,1.181
2013/01/23,1.032
2013/01/24,0.887
2013/01/25,0.765
2013/01/26,0.667
2013/01/27,0.594
2013/01/28,0.522
2013/01/29,0.468
2013/01/30,0.359
2013/01/31,0.235
2013/02/01,0.193
2013/02/02,0.306
2013/02/03,0.352
2013/02/04,0.347
2013/02/05,0.293
2013/02/06,0.183
2013/02/07,0.116
2013/02/08,0.088
2013/02/09,0.079
2013/02/10,0.054
2013/02/11,0.042
2013/02/12,0.069
2013/02/13,0.106
2013/02/14,0.115
2013/02/15,0.131
2013/02/16,0.11
2013/02/17,0.05
2013/02/18,-0.008
2013/02/19,-0.052
2013/02/20,-0.112
2013/02/21,-0.152
2013/02/22,-0.16
2013/02/23,-0.163
2013/02/24,-0.166
2013/02/25,-0.138
2013/02/26,-0.078
2013/02/27,-0.047
2013/02/28,0.024
2013/03/01,0.186
2013/03/02,0.324
2013/03/03,0.381
2013/03/04,0.405
2013/03/05,0.452
2013/03/06,0.993
2013/03/07,1.346
2013/03/08,1.486
2013/03/09,1.49
2013/03/10,1.423
2013/03/11,1.292
2013/03/12,1.258
2013/03/13,1.173
2013/03/14,1.028
2013/03/15,0.909
2013/03/16,0.675
2013/03/17,0.359
2013/03/18,0.039
2013/03/19,-0.2
2013/03/20,-0.462
2013/03/21,-0.69
2013/03/22,-0.841
2013/03/23,-0.97
2013/03/24,-1.096
2013/03/25,-1.149
2013/03/26,-1.153
2013/03/27,-1.009
2013/03/28,-0.857
2013/03/29,-0.693
2013/03/30,-0.513
2013/03/31,-0.402
2013/04/01,-0.381
2013/04/02,-0.33
2013/04/03,-0.212
2013/04/04,0.014
2013/04/05,0.199
2013/04/06,0.254
2013/04/07,0.289
2013/04/08,0.287
2013/04/09,0.245
2013/04/10,0.224
2013/04/11,0.258
2013/04/12,0.275
2013/04/13,0.215
2013/04/14,0.189
2013/04/15,0.261
2013/04/16,0.275
2013/04/17,0.385
2013/04/18,0.412
2013/04/19,0.468
2013/04/20,0.463
2013/04/21,0.336
2013/04/22,0.221
2013/04/23,0.162
2013/04/24,0.156
2013/04/25,0.161
2013/04/26,0.091
2013/04/27,-0.005
2013/04/28,-0.17
2013/04/29,-0.317
2013/04/30,-0.413
2013/05/01,-0.497
2013/05/02,-0.481
2013/05/03,-0.442
2013/05/04,-0.421
2013/05/05,-0.459
2013/05/06,-0.463
2013/05/07,-0.473
2013/05/08,-0.458
2013/05/09,-0.363
2013/05/10,-0.238
2013/05/11,-0.125
2013/05/12,-0.027
2013/05/13,0.056
2013/05/14,0.152
2013/05/15,0.293
2013/05/16,0.524
2013/05/17,0.667
2013/05/18,0.686
2013/05/19,0.65
2013/05/20,0.605
2013/05/21,0.534
2013/05/22,0.458
2013/05/23,0.384
2013/05/24,0.287
2013/05/25,0.18
2013/05/26,0.004
2013/05/27,-0.147
2013/05/28,-0.227
2013/05/29,-0.281
2013/05/30,-0.348
2013/05/31,-0.426
2013/06/01,-0.551
2013/06/02,-0.665
2013/06/03,-0.742
2013/06/04,-0.807
2013/06/05,-0.804
2013/06/06,-0.83
2013/06/07,-0.86
2013/06/08,-0.881
2013/06/09,-0.915
2013/06/10,-0.978
2013/06/11,-1.002
2013/06/12,-1.041
2013/06/13,-1.079
2013/06/14,-1.127
2013/06/15,-1.188
2013/06/16,-1.269
2013/06/17,-1.29
2013/06/18,-1.251
2013/06/19,-1.167
2013/06/20,-0.899
2013/06/21,-0.688
2013/06/22,-0.47
2013/06/23,-0.361
2013/06/24,-0.274
2013/06/25,-0.246
2013/06/26,-0.243
2013/06/27,-0.298
2013/06/28,-0.299
2013/06/29,-0.389
2013/06/30,-0.492
2013/07/01,-0.632
2013/07/02,-0.715
2013/07/03,-0.831
2013/07/04,-0.973
2013/07/05,-1.094
2013/07/06,-1.208
2013/07/07,-1.37
2013/07/08,-1.487
2013/07/09,-1.548
2013/07/10,-1.621
2013/07/11,-1.625
2013/07/12,-1.584
2013/07/13,-1.494
2013/07/14,-1.458
2013/07/15,-1.455
2013/07/16,-1.381
2013/07/17,-1.298
2013/07/18,-1.153
2013/07/19,-1.097
2013/07/20,-1.1
2013/07/21,-1.141
2013/07/22,-1.116
2013/07/23,-1.099
2013/07/24,-1
2013/07/25,-0.838
2013/07/26,-0.771
2013/07/27,-0.704
2013/07/28,-0.682
2013/07/29,-0.654
2013/07/30,-0.595
2013/07/31,-0.429
2013/08/01,-0.254
2013/08/02,-0.166
2013/08/03,-0.133
2013/08/04,-0.112
2013/08/05,-0.135
2013/08/06,-0.094
2013/08/07,-0.076
2013/08/08,0.017
2013/08/09,0.136
2013/08/10,0.155
2013/08/11,0.123
2013/08/12,0.013
2013/08/13,-0.082
2013/08/14,-0.034
2013/08/15,0.247
2013/08/16,0.544
2013/08/17,0.668
2013/08/18,0.783
2013/08/19,0.929
2013/08/20,0.966
2013/08/21,0.909
2013/08/22,0.813
2013/08/23,0.688
2013/08/24,0.523
2013/08/25,0.398
2013/08/26,0.36
2013/08/27,0.366
2013/08/28,1.799
2013/08/29,2.531
2013/08/30,2.845
2013/08/31,2.791
2013/09/01,2.486
2013/09/02,2.161
2013/09/03,1.775
2013/09/04,1.376
2013/09/05,1.002
2013/09/06,0.66
2013/09/07,0.341
2013/09/08,0.047
2013/09/09,-0.233
2013/09/10,-0.508
2013/09/11,-0.79
2013/09/12,-1.033
2013/09/13,-1.281
2013/09/14,-1.532
2013/09/15,-1.711
2013/09/16,-1.712
2013/09/17,-0.144
2013/09/18,1.362
2013/09/19,2.521
2013/09/20,2.991
2013/09/21,3.007
2013/09/22,2.733
2013/09/23,2.357
2013/09/24,1.896
2013/09/25,1.413
2013/09/26,0.953
2013/09/27,0.791
2013/09/28,0.542
2013/09/29,0.254
2013/09/30,-0.041
2013/10/01,-0.283
2013/10/02,-0.48
2013/10/03,-0.659
2013/10/04,-0.861
2013/10/05,-1.085
2013/10/06,-1.318
2013/10/07,-1.459
2013/10/08,-1.628
2013/10/09,-1.746
2013/10/10,-1.83
2013/10/11,-1.923
2013/10/12,-1.99
2013/10/13,-2.043
2013/10/14,-2.091
2013/10/15,-2.111
2013/10/16,-2.026
2013/10/17,-1.873
2013/10/18,-1.695
2013/10/19,-1.546
2013/10/20,-1.444
2013/10/21,-1.333
2013/10/22,-1.229
2013/10/23,-1.085
2013/10/24,-0.883
2013/10/25,-0.671
2013/10/26,-0.491
2013/10/27,-0.178
2013/10/28,0.026
2013/10/29,0.194
2013/10/30,0.251
2013/10/31,0.218
2013/11/01,0.162
2013/11/02,0.028
2013/11/03,-0.028
2013/11/04,0.034
2013/11/05,0.177
2013/11/06,1.117
2013/11/07,2.499
2013/11/08,3.912
2013/11/09,4.707
2013/11/10,4.924
2013/11/11,4.845
2013/11/12,4.368
2013/11/13,3.721
2013/11/14,3.003
2013/11/15,2.263
2013/11/16,1.518
2013/11/17,0.822
2013/11/18,0.255
2013/11/19,-0.189
2013/11/20,-0.573
2013/11/21,-0.881
