Date,size3trx
2010/07/17,-4.587
2010/07/18,-5.636
2010/07/19,-4.803
2010/07/20,-0.102
2010/07/21,-3.789
2010/07/22,-7.273
2010/07/23,-9.347
2010/07/24,8.969
2010/07/25,47.392
2010/07/26,17.512
2010/07/27,0.074
2010/07/28,18.544
2010/07/29,16.919
2010/07/30,-1.312
2010/07/31,-12.364
2010/08/01,-18.25
2010/08/02,-20.721
2010/08/03,-15.906
2010/08/04,-14.299
2010/08/05,-5.304
2010/08/06,-1.266
2010/08/07,-2.08
2010/08/08,-5.071
2010/08/09,14.394
2010/08/10,2.919
2010/08/11,-5.122
2010/08/12,-9.399
2010/08/13,-3.146
2010/08/14,-4.719
2010/08/15,-8.185
2010/08/16,5.421
2010/08/17,5.053
2010/08/18,30.821
2010/08/19,10.587
2010/08/20,-1.612
2010/08/21,-7.891
2010/08/22,-11.281
2010/08/23,-11.797
2010/08/24,-3.405
2010/08/25,-5.795
2010/08/26,-4.908
2010/08/27,-5.479
2010/08/28,-2.098
2010/08/29,-4.487
2010/08/30,0.848
2010/08/31,12.684
2010/09/01,13.846
2010/09/02,4.905
2010/09/03,-2.516
2010/09/04,-7.985
2010/09/05,-7.218
2010/09/06,-5.998
2010/09/07,-5.581
2010/09/08,-2.378
2010/09/09,4.284
2010/09/10,3.112
2010/09/11,-0.174
2010/09/12,2.994
2010/09/13,6.768
2010/09/14,3.258
2010/09/15,4.307
2010/09/16,-0.047
2010/09/17,1.022
2010/09/18,-3.845
2010/09/19,-5.513
2010/09/20,-1.101
2010/09/21,22.942
2010/09/22,21.983
2010/09/23,8.9
2010/09/24,-1.637
2010/09/25,-4.173
2010/09/26,-7.134
2010/09/27,-1.992
2010/09/28,6.761
2010/09/29,25.709
2010/09/30,8.232
2010/10/01,1.973
2010/10/02,7.858
2010/10/03,1.026
2010/10/04,-3.938
2010/10/05,-5.025
2010/10/06,-7.94
2010/10/07,-9.746
2010/10/08,-7.082
2010/10/09,-3.392
2010/10/10,-5.133
2010/10/11,-5.953
2010/10/12,-4.934
2010/10/13,-0.403
2010/10/14,-3.092
2010/10/15,-5.851
2010/10/16,-6.082
2010/10/17,-6.959
2010/10/18,-1.161
2010/10/19,13.108
2010/10/20,11.195
2010/10/21,9.092
2010/10/22,11.739
2010/10/23,5.693
2010/10/24,-0.147
2010/10/25,-4.923
2010/10/26,-7.263
2010/10/27,-3.088
2010/10/28,-2.51
2010/10/29,-2.418
2010/10/30,-6.684
2010/10/31,-7.858
2010/11/01,-6.49
2010/11/02,-7.534
2010/11/03,-6.097
2010/11/04,-4.428
2010/11/05,2.137
2010/11/06,1.08
2010/11/07,-0.522
2010/11/08,6.895
2010/11/09,2.918
2010/11/10,-0.448
2010/11/11,-2.942
2010/11/12,-4.873
2010/11/13,-5.924
2010/11/14,-2.634
2010/11/15,231.044
2010/11/16,123.436
2010/11/17,19.733
2010/11/18,-3.864
2010/11/19,30.662
2010/11/20,50.429
2010/11/21,33.939
2010/11/22,0.893
2010/11/23,-14.251
2010/11/24,-15.169
2010/11/25,-5.121
2010/11/26,-10.221
2010/11/27,-17.533
2010/11/28,-22.521
2010/11/29,-25.321
2010/11/30,-26.455
2010/12/01,-24.717
2010/12/02,-22.379
2010/12/03,-19.325
2010/12/04,-16.966
2010/12/05,-15.711
2010/12/06,-13.817
2010/12/07,-6.323
2010/12/08,-2.952
2010/12/09,-0.944
2010/12/10,1.186
2010/12/11,7.783
2010/12/12,11.771
2010/12/13,23.868
2010/12/14,12.561
2010/12/15,3.326
2010/12/16,-1.626
2010/12/17,-2.259
2010/12/18,-3.292
2010/12/19,-1.323
2010/12/20,9.341
2010/12/21,3.776
2010/12/22,2.733
2010/12/23,1.036
2010/12/24,-1.381
2010/12/25,-2.601
2010/12/26,-0.963
2010/12/27,-0.116
2010/12/28,0.323
2010/12/29,-1.198
2010/12/30,-1.176
2010/12/31,-2.105
2011/01/01,-0.425
2011/01/02,-0.29
2011/01/03,18.558
2011/01/04,15.905
2011/01/05,16.848
2011/01/06,6.859
2011/01/07,1.903
2011/01/08,4.204
2011/01/09,4.504
2011/01/10,4.767
2011/01/11,4.314
2011/01/12,1.019
2011/01/13,-0.404
2011/01/14,-0.683
2011/01/15,-1.413
2011/01/16,-3.115
2011/01/17,-6.122
2011/01/18,-3.847
2011/01/19,-2.465
2011/01/20,-3.609
2011/01/21,1.708
2011/01/22,12.265
2011/01/23,8.549
2011/01/24,5.036
2011/01/25,-1.123
2011/01/26,-4.203
2011/01/27,-3.931
2011/01/28,-1.382
2011/01/29,6.476
2011/01/30,30.781
2011/01/31,15.628
2011/02/01,3.642
2011/02/02,-4.769
2011/02/03,-10.106
2011/02/04,-12.162
2011/02/05,-11.757
2011/02/06,-8.89
2011/02/07,-8.662
2011/02/08,-6.473
2011/02/09,-1.315
2011/02/10,15.442
2011/02/11,21.281
2011/02/12,13.58
2011/02/13,6.029
2011/02/14,6.608
2011/02/15,3.139
2011/02/16,-0.847
2011/02/17,-1.439
2011/02/18,0.51
2011/02/19,0.811
2011/02/20,-0.254
2011/02/21,-0.901
2011/02/22,0.352
2011/02/23,-0.336
2011/02/24,0.57
2011/02/25,-0.534
2011/02/26,-3.709
2011/02/27,-2.14
2011/02/28,3.264
2011/03/01,19.124
2011/03/02,11.006
2011/03/03,8.39
2011/03/04,0.553
2011/03/05,-4.115
2011/03/06,-8.029
2011/03/07,-7.234
2011/03/08,0.121
2011/03/09,2.961
2011/03/10,6.809
2011/03/11,7.17
2011/03/12,9.992
2011/03/13,11.68
2011/03/14,12.336
2011/03/15,11.866
2011/03/16,6.985
2011/03/17,2.978
2011/03/18,-0.116
2011/03/19,1.933
2011/03/20,7.186
2011/03/21,9.597
2011/03/22,1.434
2011/03/23,1.258
2011/03/24,-4.196
2011/03/25,-8.717
2011/03/26,-3.935
2011/03/27,-1.991
2011/03/28,-1.695
2011/03/29,-2.912
2011/03/30,-6.384
2011/03/31,-8.446
2011/04/01,-9.64
2011/04/02,-9.296
2011/04/03,-7.981
2011/04/04,-2.989
2011/04/05,-1.534
2011/04/06,0.693
2011/04/07,0.552
2011/04/08,0.251
2011/04/09,-0.333
2011/04/10,-1.091
2011/04/11,1.399
2011/04/12,5.484
2011/04/13,4.415
2011/04/14,6.869
2011/04/15,9.321
2011/04/16,6.596
2011/04/17,0.498
2011/04/18,3.369
2011/04/19,7.04
2011/04/20,9.373
2011/04/21,0.532
2011/04/22,-5.292
2011/04/23,-5.607
2011/04/24,-3.769
2011/04/25,-1.59
2011/04/26,0.895
2011/04/27,10.897
2011/04/28,7.941
2011/04/29,2.893
2011/04/30,4.907
2011/05/01,5.519
2011/05/02,-0.805
2011/05/03,-4.107
2011/05/04,-5.347
2011/05/05,-3.994
2011/05/06,-3.34
2011/05/07,-2.254
2011/05/08,-3.319
2011/05/09,-2.238
2011/05/10,2.594
2011/05/11,3.331
2011/05/12,5.227
2011/05/13,7.242
2011/05/14,4.078
2011/05/15,1.683
2011/05/16,0.816
2011/05/17,-0.511
2011/05/18,0.07
2011/05/19,5.998
2011/05/20,5.203
2011/05/21,2.735
2011/05/22,-0.139
2011/05/23,-1.587
2011/05/24,-2.696
2011/05/25,-1.64
2011/05/26,1.004
2011/05/27,4.852
2011/05/28,8.071
2011/05/29,5.422
2011/05/30,7.401
2011/05/31,10.788
2011/06/01,7.812
2011/06/02,6.295
2011/06/03,8.391
2011/06/04,5.55
2011/06/05,2.26
2011/06/06,2.306
2011/06/07,4.503
2011/06/08,12.011
2011/06/09,8.846
2011/06/10,3.822
2011/06/11,-1.234
2011/06/12,-0.674
2011/06/13,-0.183
2011/06/14,0.597
2011/06/15,-0.903
2011/06/16,4.444
2011/06/17,5.017
2011/06/18,2.878
2011/06/19,0.083
2011/06/20,-3.266
2011/06/21,-6.187
2011/06/22,-6.657
2011/06/23,-5.823
2011/06/24,-2.548
2011/06/25,5.261
2011/06/26,9.125
2011/06/27,10.894
2011/06/28,7.296
2011/06/29,2.307
2011/06/30,-1.89
2011/07/01,-1.18
2011/07/02,-2.281
2011/07/03,-3.44
2011/07/04,-2.059
2011/07/05,1.951
2011/07/06,4.633
2011/07/07,4.52
2011/07/08,0.099
2011/07/09,-2.153
