Date,sentbyaddress3var
2011/01/21,15555
2011/01/22,35268
2011/01/23,13146
2011/01/24,16394
2011/01/25,43382
2011/01/26,48968
2011/01/27,2475
2011/01/28,13328
2011/01/29,51710
2011/01/30,402835
2011/01/31,298791
2011/02/01,422337
2011/02/02,61795
2011/02/03,16578
2011/02/04,5090
2011/02/05,4941
2011/02/06,2144
2011/02/07,421.556
2011/02/08,60.667
2011/02/09,66259
2011/02/10,432938
2011/02/11,342630
2011/02/12,44767
2011/02/13,78470
2011/02/14,7387
2011/02/15,22906
2011/02/16,12687
2011/02/17,22220
2011/02/18,20753
2011/02/19,100844
2011/02/20,64514
2011/02/21,46394
2011/02/22,24063
2011/02/23,26228
2011/02/24,4278
2011/02/25,15713
2011/02/26,16554
2011/02/27,18150
2011/02/28,53884
2011/03/01,343207
2011/03/02,363302
2011/03/03,336714
2011/03/04,429464
2011/03/05,416216
2011/03/06,2166
2011/03/07,1410
2011/03/08,111270
2011/03/09,99324
2011/03/10,140414
2011/03/11,18158
2011/03/12,7448
2011/03/13,8884
2011/03/14,50929
2011/03/15,77131
2011/03/16,77921
2011/03/17,13970
2011/03/18,9265
2011/03/19,8935
2011/03/20,428163
2011/03/21,302446
2011/03/22,136950
2011/03/23,787465
2011/03/24,915361
2011/03/25,883150
2011/03/26,110510
2011/03/27,125514
2011/03/28,1834
2011/03/29,7445
2011/03/30,221933
2011/03/31,128824
2011/04/01,119016
2011/04/02,126636
2011/04/03,16838
2011/04/04,116753
2011/04/05,79352
2011/04/06,48426
2011/04/07,70254
2011/04/08,19406
2011/04/09,5574
2011/04/10,1035
2011/04/11,15382
2011/04/12,36851
2011/04/13,36014
2011/04/14,669718
2011/04/15,728131
2011/04/16,823388
2011/04/17,25310
2011/04/18,235528
2011/04/19,410370
2011/04/20,148803
2011/04/21,589405
2011/04/22,191241
2011/04/23,48235
2011/04/24,26546
2011/04/25,46283
2011/04/26,353876
2011/04/27,724374
2011/04/28,350041
2011/04/29,296923
2011/04/30,548898
2011/05/01,240411
2011/05/02,590129
2011/05/03,305500
2011/05/04,2590
2011/05/05,124325
2011/05/06,115060
2011/05/07,27165
2011/05/08,163049
2011/05/09,185923
2011/05/10,116494
2011/05/11,45266
2011/05/12,5345
2011/05/13,386636
2011/05/14,498870
2011/05/15,79805
2011/05/16,331965
2011/05/17,439314
2011/05/18,483489
2011/05/19,381995
2011/05/20,210870
2011/05/21,14044
2011/05/22,43811
2011/05/23,121926
2011/05/24,204344
2011/05/25,284720
2011/05/26,287654
2011/05/27,1730904
2011/05/28,1790638
2011/05/29,37869
2011/05/30,268840
2011/05/31,674755
2011/06/01,395304
2011/06/02,476294
2011/06/03,1380796
2011/06/04,1491278
2011/06/05,179298
2011/06/06,672086
2011/06/07,678596
2011/06/08,3889206
2011/06/09,6376886
2011/06/10,428054
2011/06/11,755933
2011/06/12,1203358
2011/06/13,1079854
2011/06/14,2679395
2011/06/15,2626390
2011/06/16,644081
2011/06/17,1016145
2011/06/18,1309686
2011/06/19,136656
2011/06/20,239262
2011/06/21,1166163
2011/06/22,943420
2011/06/23,1028130
2011/06/24,605451
2011/06/25,515211
2011/06/26,682496
2011/06/27,3699584
2011/06/28,2807336
2011/06/29,2243148
2011/06/30,780108
2011/07/01,34956
2011/07/02,2186601
2011/07/03,1948531
2011/07/04,1324203
2011/07/05,598248
2011/07/06,594755
2011/07/07,1470368
2011/07/08,1902040
2011/07/09,662541
2011/07/10,532170
2011/07/11,2858606
2011/07/12,2185238
2011/07/13,1467484
2011/07/14,602541
2011/07/15,861961
2011/07/16,552109
2011/07/17,284300
2011/07/18,308583
2011/07/19,362969
2011/07/20,4127
2011/07/21,400990
2011/07/22,406504
2011/07/23,863089
2011/07/24,857974
2011/07/25,1455181
2011/07/26,712536
2011/07/27,632732
2011/07/28,34082
2011/07/29,319686
2011/07/30,2187183
2011/07/31,1954817
2011/08/01,2437761
2011/08/02,262724
2011/08/03,784616
2011/08/04,834550
2011/08/05,128589
2011/08/06,1001733
2011/08/07,431590
2011/08/08,249521
2011/08/09,2832528
2011/08/10,1685167
2011/08/11,891225
2011/08/12,866563
2011/08/13,209688
2011/08/14,244015
2011/08/15,145862
2011/08/16,824004
2011/08/17,1215582
2011/08/18,1394798
2011/08/19,44358
2011/08/20,132984
2011/08/21,50664
2011/08/22,212598
2011/08/23,145996
2011/08/24,186262
2011/08/25,16268
2011/08/26,12513
2011/08/27,363529
2011/08/28,1141698
2011/08/29,1605371
2011/08/30,2363888
2011/08/31,48722
2011/09/01,157418
2011/09/02,90761
2011/09/03,516101
2011/09/04,609181
2011/09/05,645531
2011/09/06,548125
2011/09/07,602641
2011/09/08,1051363
2011/09/09,221461
2011/09/10,526387
2011/09/11,534816
2011/09/12,153162
2011/09/13,80082
2011/09/14,172635
2011/09/15,63054
2011/09/16,127239
2011/09/17,520711
2011/09/18,213123
2011/09/19,540220
2011/09/20,786931
2011/09/21,323286
2011/09/22,1121545
2011/09/23,761065
2011/09/24,88143
2011/09/25,210148
2011/09/26,27816
2011/09/27,100940
2011/09/28,62673
2011/09/29,108134
2011/09/30,87644
2011/10/01,84241
2011/10/02,275331
2011/10/03,641549
2011/10/04,610091
2011/10/05,133803
2011/10/06,66283
2011/10/07,12448
2011/10/08,267705
2011/10/09,179643
2011/10/10,137108
2011/10/11,184029
2011/10/12,12635
2011/10/13,549608
2011/10/14,556154
2011/10/15,482782
2011/10/16,545785
2011/10/17,411985
2011/10/18,479225
2011/10/19,402981
2011/10/20,109513
2011/10/21,145289
2011/10/22,138947
2011/10/23,111983
2011/10/24,284065
2011/10/25,89504
2011/10/26,221674
2011/10/27,290556
2011/10/28,122981
2011/10/29,310859
2011/10/30,242883
2011/10/31,234660
2011/11/01,208931
2011/11/02,92401
2011/11/03,12969
2011/11/04,527373
2011/11/05,460828
2011/11/06,1137123
2011/11/07,284833
2011/11/08,401750
2011/11/09,474643
2011/11/10,93833
2011/11/11,938995
2011/11/12,870566
2011/11/13,9566
2011/11/14,214694
2011/11/15,333532
2011/11/16,52491
2011/11/17,525473
2011/11/18,242038
2011/11/19,699084
2011/11/20,728243
2011/11/21,38059
2011/11/22,119149
2011/11/23,153065
2011/11/24,72995
2011/11/25,101321
2011/11/26,183465
2011/11/27,170844
2011/11/28,654840
2011/11/29,1161165
2011/11/30,288534
2011/12/01,63105
2011/12/02,67927
2011/12/03,229335
2011/12/04,285536
2011/12/05,144100
2011/12/06,1644924
2011/12/07,1123721
2011/12/08,1452274
2011/12/09,51494
2011/12/10,3790
2011/12/11,75234
2011/12/12,141545
2011/12/13,13452
2011/12/14,130471
2011/12/15,361440
2011/12/16,379995
2011/12/17,31595
2011/12/18,11373
2011/12/19,719692
2011/12/20,960358
2011/12/21,248296
2011/12/22,246561
2011/12/23,37590
2011/12/24,543994
2011/12/25,417438
2011/12/26,374270
2011/12/27,41909
2011/12/28,165363
2011/12/29,59925
2011/12/30,67380
2011/12/31,83271
2012/01/01,10464
2012/01/02,77594
2012/01/03,168136
2012/01/04,65881
2012/01/05,877088
2012/01/06,720987
2012/01/07,460307
2012/01/08,194843
2012/01/09,73488
2012/01/10,112673
2012/01/11,326689
2012/01/12,177287
2012/01/13,176576
2012/01/14,76510
2012/01/15,197084
2012/01/16,259340
2012/01/17,229943
2012/01/18,21016
2012/01/19,2854
2012/01/20,8816
2012/01/21,127975
2012/01/22,792481
2012/01/23,505372
2012/01/24,1133571
2012/01/25,935260
2012/01/26,602286
2012/01/27,896260
2012/01/28,97843
2012/01/29,50676
2012/01/30,44566
2012/01/31,315250
2012/02/01,252173
2012/02/02,149795
2012/02/03,188426
2012/02/04,14264
2012/02/05,117891
2012/02/06,327253
2012/02/07,144008
2012/02/08,186554
2012/02/09,78534
2012/02/10,201323
2012/02/11,166465
2012/02/12,374921
2012/02/13,380961
2012/02/14,1603743
2012/02/15,477283
2012/02/16,24642
2012/02/17,2234894
2012/02/18,2183560
2012/02/19,208739
2012/02/20,213440
2012/02/21,154875
2012/02/22,341535
2012/02/23,845290
2012/02/24,278846
2012/02/25,818766
2012/02/26,489455
2012/02/27,257235
2012/02/28,570956
2012/02/29,54471
2012/03/01,10515
2012/03/02,246643
2012/03/03,2014801
2012/03/04,2008220
2012/03/05,1529704
2012/03/06,125069
2012/03/07,127985
2012/03/08,65105
2012/03/09,20604
2012/03/10,889130
2012/03/11,792496
2012/03/12,360338
2012/03/13,1380672
2012/03/14,403072
2012/03/15,486995
2012/03/16,159811
2012/03/17,165233
2012/03/18,510515
2012/03/19,457580
2012/03/20,424706
2012/03/21,111800
2012/03/22,24430
2012/03/23,511833
2012/03/24,315075
2012/03/25,27231
2012/03/26,175868
2012/03/27,256771
2012/03/28,133628
2012/03/29,206878
2012/03/30,227164
2012/03/31,588113
2012/04/01,573515
2012/04/02,356723
2012/04/03,1932389
2012/04/04,677681
2012/04/05,337671
2012/04/06,82913
2012/04/07,249809
2012/04/08,221038
2012/04/09,125535
2012/04/10,1286673
2012/04/11,1097163
2012/04/12,70545
2012/04/13,829356
2012/04/14,680040
2012/04/15,345272
2012/04/16,825139
2012/04/17,832669
2012/04/18,205014
2012/04/19,264600
2012/04/20,297839
2012/04/21,705589
2012/04/22,1631353
2012/04/23,292771
2012/04/24,577923
2012/04/25,102499
2012/04/26,551178
2012/04/27,791283
2012/04/28,1258585
2012/04/29,35763
2012/04/30,1786012
2012/05/01,1878353
2012/05/02,15108
2012/05/03,878724
2012/05/04,919713
2012/05/05,430747
2012/05/06,1082498
2012/05/07,4693038
2012/05/08,5015796
2012/05/09,102230
2012/05/10,3083620
2012/05/11,4463457
2012/05/12,3914908
2012/05/13,2838693
2012/05/14,21881443
2012/05/15,19414150
2012/05/16,9797163
2012/05/17,2904054
2012/05/18,2081153
2012/05/19,12049707
2012/05/20,4086027
2012/05/21,822473
2012/05/22,1631238
2012/05/23,1428643
2012/05/24,462710
2012/05/25,269906
2012/05/26,2150129
2012/05/27,2279050
2012/05/28,1945387
2012/05/29,3409334
2012/05/30,1803073
2012/05/31,2615655
2012/06/01,122250
2012/06/02,10726783
2012/06/03,17751025
2012/06/04,50210845
2012/06/05,13531696
2012/06/06,49112630
2012/06/07,38919374
2012/06/08,10519694
2012/06/09,4087256
2012/06/10,6404723
2012/06/11,1748695
2012/06/12,19896051
2012/06/13,70409163
2012/06/14,99331170
2012/06/15,603775
2012/06/16,9655921
2012/06/17,6636229
2012/06/18,200427
2012/06/19,3694790
2012/06/20,6293390
2012/06/21,3604233
2012/06/22,1036150
2012/06/23,30097
2012/06/24,66140
2012/06/25,3586052
2012/06/26,7165174
2012/06/27,2642803
2012/06/28,3447110
2012/06/29,4355027
2012/06/30,138750
2012/07/01,1473278
2012/07/02,5286038
2012/07/03,5199718
2012/07/04,3663019
2012/07/05,3517590
2012/07/06,882927
2012/07/07,2826661
2012/07/08,3140007
2012/07/09,3555934
2012/07/10,12890984
2012/07/11,4147942
2012/07/12,2260612
2012/07/13,2446723
2012/07/14,1778860
2012/07/15,26740
2012/07/16,7958678
2012/07/17,11750118
2012/07/18,4480867
2012/07/19,6039697
2012/07/20,1598006
2012/07/21,1321233
2012/07/22,1474656
2012/07/23,2729520
2012/07/24,4525944
2012/07/25,10878244
2012/07/26,2303574
2012/07/27,272963
2012/07/28,7098798
2012/07/29,4296941
2012/07/30,2059053
2012/07/31,62106451
2012/08/01,48705791
2012/08/02,36631428
2012/08/03,2505798
2012/08/04,4351891
2012/08/05,680835
2012/08/06,7279011
2012/08/07,3292220
2012/08/08,8078126
2012/08/09,14202968
2012/08/10,17009894
2012/08/11,3739
2012/08/12,312664
2012/08/13,15334961
2012/08/14,11058740
2012/08/15,6949242
2012/08/16,35823503
2012/08/17,17053724
2012/08/18,9415793
2012/08/19,13823876
2012/08/20,7054505
2012/08/21,10854306
2012/08/22,9162345
2012/08/23,6822540
2012/08/24,2432147
2012/08/25,6863647
2012/08/26,9771198
2012/08/27,1718100
2012/08/28,2279848
2012/08/29,454446
2012/08/30,2165187
2012/08/31,18206041
2012/09/01,19260737
2012/09/02,18756793
2012/09/03,15301793
2012/09/04,5396508
2012/09/05,8886374
2012/09/06,3439824
2012/09/07,3416969
2012/09/08,16367263
2012/09/09,5309345
2012/09/10,2819375
2012/09/11,5767082
2012/09/12,10628651
2012/09/13,14691165
2012/09/14,1851307
2012/09/15,5581307
2012/09/16,7063741
2012/09/17,183284
2012/09/18,8945254
2012/09/19,8887909
2012/09/20,2036087
2012/09/21,9435143
2012/09/22,30867601
2012/09/23,6969429
2012/09/24,4154474
2012/09/25,18397122
2012/09/26,15344578
2012/09/27,3323118
2012/09/28,4073311
2012/09/29,11316758
2012/09/30,24148445
2012/10/01,2444436
2012/10/02,33161034
2012/10/03,17888850
2012/10/04,5336050
2012/10/05,2297894
2012/10/06,4623545
2012/10/07,2895665
2012/10/08,6399168
2012/10/09,4426506
2012/10/10,1142666
2012/10/11,4711324
2012/10/12,1813618
2012/10/13,705324
2012/10/14,1828860
2012/10/15,5211590
2012/10/16,4770422
2012/10/17,1201299
2012/10/18,1159562
2012/10/19,4064484
2012/10/20,3737164
2012/10/21,970469
2012/10/22,722321
2012/10/23,1191900
2012/10/24,1040880
2012/10/25,609627
2012/10/26,1242214
2012/10/27,7938501
2012/10/28,7927452
2012/10/29,228202
2012/10/30,6857422
2012/10/31,4237358
2012/11/01,2315761
2012/11/02,913953
2012/11/03,441148
2012/11/04,984542
2012/11/05,2488551
2012/11/06,6467765
2012/11/07,4381444
2012/11/08,3251777
2012/11/09,4731585
2012/11/10,2771251
2012/11/11,3393340
2012/11/12,227522
2012/11/13,1271915
2012/11/14,3851465
2012/11/15,15480915
2012/11/16,10865451
2012/11/17,1483725
2012/11/18,2047925
2012/11/19,43334
2012/11/20,151987
2012/11/21,203514
2012/11/22,920314
2012/11/23,10485098
2012/11/24,6529294
2012/11/25,615594
2012/11/26,2885927
2012/11/27,2304165
2012/11/28,1778565
2012/11/29,1799531
2012/11/30,4147835
2012/12/01,3286941
2012/12/02,7524263
2012/12/03,4251848
2012/12/04,12272014
2012/12/05,12985030
2012/12/06,1107685
2012/12/07,242014
2012/12/08,176831
2012/12/09,467813
2012/12/10,2474568
2012/12/11,1746836
2012/12/12,4704295
2012/12/13,5228323
2012/12/14,1948428
2012/12/15,8186483
2012/12/16,3774364
2012/12/17,6122184
2012/12/18,17656466
2012/12/19,6096318
2012/12/20,14275377
2012/12/21,5407793
2012/12/22,31953373
2012/12/23,33440011
2012/12/24,46498763
2012/12/25,4571590
2012/12/26,3529001
2012/12/27,2251713
2012/12/28,12274511
2012/12/29,5522739
2012/12/30,10318790
2012/12/31,16801750
2013/01/01,17833645
2013/01/02,8247085
2013/01/03,24123589
2013/01/04,6801128
2013/01/05,2158766
2013/01/06,10843495
2013/01/07,12263448
2013/01/08,9238689
2013/01/09,930854
2013/01/10,6494604
2013/01/11,8109478
2013/01/12,19277509
2013/01/13,18657568
2013/01/14,8236584
2013/01/15,19437722
2013/01/16,28261086
2013/01/17,1437870
2013/01/18,1814513
2013/01/19,6615846
2013/01/20,10947651
2013/01/21,2666634
2013/01/22,3996102
2013/01/23,4045838
2013/01/24,1720182
2013/01/25,1850615
2013/01/26,600415
2013/01/27,778644
2013/01/28,393102
2013/01/29,293082
2013/01/30,7884182
2013/01/31,6710398
2013/02/01,40041305
2013/02/02,23230835
2013/02/03,8908289
2013/02/04,258506
2013/02/05,6146198
2013/02/06,8105591
2013/02/07,6608604
2013/02/08,2855830
2013/02/09,2756528
2013/02/10,2507589
2013/02/11,3654280
2013/02/12,3852054
2013/02/13,227850
2013/02/14,1190688
2013/02/15,841635
2013/02/16,2540311
2013/02/17,2224791
2013/02/18,1568500
2013/02/19,1607025
2013/02/20,214063
2013/02/21,616691
2013/02/22,2685132
2013/02/23,1009383
2013/02/24,577130
2013/02/25,633413
2013/02/26,1513784
2013/02/27,2248691
2013/02/28,2250206
2013/03/01,6291351
2013/03/02,22720118
2013/03/03,35391358
2013/03/04,5454923
2013/03/05,14042536
2013/03/06,16400542
2013/03/07,6993368
2013/03/08,8510708
2013/03/09,15610353
2013/03/10,4818422
2013/03/11,4091042
2013/03/12,3153320
2013/03/13,12915868
2013/03/14,4449649
2013/03/15,2856851
2013/03/16,25507886
2013/03/17,30765273
2013/03/18,10814795
2013/03/19,24739545
2013/03/20,5469203
2013/03/21,2383703
2013/03/22,11409622
2013/03/23,10733509
2013/03/24,11434664
2013/03/25,7031492
2013/03/26,3196098
2013/03/27,5024271
2013/03/28,10381996
2013/03/29,8664051
2013/03/30,6105455
2013/03/31,56197116
2013/04/01,27257065
2013/04/02,87539468
2013/04/03,71519524
2013/04/04,16005242
2013/04/05,1404221
2013/04/06,76799693
2013/04/07,68407499
2013/04/08,50196165
2013/04/09,92477233
2013/04/10,48162688
2013/04/11,15764537
2013/04/12,56504523
2013/04/13,76958283
2013/04/14,70419480
2013/04/15,34881927
2013/04/16,84134962
2013/04/17,11617953
2013/04/18,26634624
2013/04/19,27526272
2013/04/20,57384978
2013/04/21,88039176
2013/04/22,10906613
2013/04/23,50714256
2013/04/24,19471040
2013/04/25,114562
2013/04/26,4802774
2013/04/27,48750433
2013/04/28,35779340
2013/04/29,16904172
2013/04/30,20763485
2013/05/01,22062081
2013/05/02,18165907
2013/05/03,4160478
2013/05/04,20451482
2013/05/05,10132458
2013/05/06,12744975
2013/05/07,32876678
2013/05/08,11077112
2013/05/09,835204
2013/05/10,229753
2013/05/11,1421074
2013/05/12,17850969
2013/05/13,10879149
2013/05/14,15584122
2013/05/15,3191958
2013/05/16,160582
2013/05/17,5625995
2013/05/18,18708686
2013/05/19,13836177
2013/05/20,4081057
2013/05/21,28999004
2013/05/22,11248327
2013/05/23,10074987
2013/05/24,10235826
2013/05/25,38144496
2013/05/26,39781207
2013/05/27,4823087
2013/05/28,17035603
2013/05/29,11056366
2013/05/30,1954582
2013/05/31,1400331
2013/06/01,9528229
2013/06/02,16814489
2013/06/03,12938598
2013/06/04,22220956
2013/06/05,1877843
2013/06/06,1834286
2013/06/07,1088684
2013/06/08,32649823
2013/06/09,40223308
2013/06/10,4391415
2013/06/11,11685816
2013/06/12,1803240
2013/06/13,1474427
2013/06/14,28381307
2013/06/15,56773742
2013/06/16,91774501
2013/06/17,8328240
2013/06/18,20247394
2013/06/19,9548314
2013/06/20,2388065
2013/06/21,815642
2013/06/22,15193166
2013/06/23,36971015
2013/06/24,17835167
2013/06/25,21599139
2013/06/26,391881
2013/06/27,583513
2013/06/28,7153171
2013/06/29,19732425
2013/06/30,42143905
2013/07/01,33398001
2013/07/02,35368746
2013/07/03,1708547
2013/07/04,3595663
2013/07/05,4174544
2013/07/06,12099771
2013/07/07,23906622
2013/07/08,36509816
2013/07/09,55111825
2013/07/10,997665
2013/07/11,14009604
2013/07/12,32116663
2013/07/13,52663974
2013/07/14,135548173
2013/07/15,23703915
2013/07/16,45097595
2013/07/17,7781798
2013/07/18,1967808
2013/07/19,850264
2013/07/20,28946713
2013/07/21,19836194
2013/07/22,18883295
2013/07/23,18686140
2013/07/24,1908920
2013/07/25,236724
2013/07/26,1043591
2013/07/27,23586161
2013/07/28,19999480
2013/07/29,37177155
2013/07/30,53918153
2013/07/31,21678324
2013/08/01,21230407
2013/08/02,3431461
2013/08/03,64444242
2013/08/04,59274854
2013/08/05,37538980
2013/08/06,43600545
2013/08/07,269736
2013/08/08,715862
2013/08/09,11440991
2013/08/10,11951462
2013/08/11,19244106
2013/08/12,344402456
2013/08/13,316064695
2013/08/14,161350521
2013/08/15,2452665
2013/08/16,10124189
2013/08/17,47717188
2013/08/18,82807962
2013/08/19,79332962
2013/08/20,81959041
2013/08/21,2064378
2013/08/22,3525138
2013/08/23,13106609
2013/08/24,55223472
2013/08/25,31933678
2013/08/26,27993803
2013/08/27,68784256
2013/08/28,13073528
2013/08/29,9538891
2013/08/30,16799173
2013/08/31,15988384
2013/09/01,152348598
2013/09/02,102005584
2013/09/03,15356022
2013/09/04,15086458
2013/09/05,3279298
2013/09/06,1102732
2013/09/07,10828896
2013/09/08,24776234
2013/09/09,17517083
2013/09/10,20639755
2013/09/11,5782588
2013/09/12,8476703
2013/09/13,3912255
2013/09/14,41502442
2013/09/15,28862353
2013/09/16,29787964
2013/09/17,42576385
2013/09/18,4960342
2013/09/19,2536968
2013/09/20,1650888
2013/09/21,22527405
2013/09/22,26413106
2013/09/23,34297300
2013/09/24,45115350
2013/09/25,2549803
2013/09/26,2695949
2013/09/27,1865835
2013/09/28,16341474
2013/09/29,14911878
2013/09/30,21360895
2013/10/01,45268874
2013/10/02,13473153
2013/10/03,19970291
2013/10/04,34966738
2013/10/05,27763930
2013/10/06,20939786
2013/10/07,19825660
2013/10/08,28695343
2013/10/09,4447955
2013/10/10,2080669
2013/10/11,904598
2013/10/12,18037295
2013/10/13,12711936
2013/10/14,17617910
2013/10/15,24566406
2013/10/16,5785923
2013/10/17,10981663
2013/10/18,10769361
2013/10/19,4400825
2013/10/20,31072763
2013/10/21,34224150
2013/10/22,50646151
2013/10/23,6533738
2013/10/24,25362394
2013/10/25,16593480
2013/10/26,111855843
2013/10/27,87976173
2013/10/28,24957962
2013/10/29,35182706
2013/10/30,8231854
2013/10/31,6935944
2013/11/01,3901047
2013/11/02,18859164
2013/11/03,7680710
2013/11/04,53818315
2013/11/05,122060235
2013/11/06,29758725
2013/11/07,27063701
2013/11/08,21755882
2013/11/09,12068843
2013/11/10,30497821
2013/11/11,36742461
2013/11/12,12952331
2013/11/13,31784510
2013/11/14,31849042
2013/11/15,15562803
2013/11/16,72431320
2013/11/17,30373394
2013/11/18,442254290
2013/11/19,738345040
2013/11/20,136459607
2013/11/21,221704001
2013/11/22,11274331
2013/11/23,6106045
2013/11/24,138155034
2013/11/25,88132254
2013/11/26,293600715
2013/11/27,285379883
2013/11/28,45572022
2013/11/29,27550988
2013/11/30,174802844
2013/12/01,95054259
2013/12/02,3935918
2013/12/03,15749034
2013/12/04,19712994
2013/12/05,15034980
2013/12/06,54047961
2013/12/07,121581870
2013/12/08,230503171
2013/12/09,153786993
2013/12/10,150039193
2013/12/11,8454
2013/12/12,29829954
2013/12/13,22669207
2013/12/14,7821722
2013/12/15,18292309
2013/12/16,90082750
2013/12/17,105678734
2013/12/18,57266750
2013/12/19,62694618
2013/12/20,133529859
2013/12/21,74562451
2013/12/22,46434121
2013/12/23,9100730
2013/12/24,24820008
2013/12/25,10051178
2013/12/26,9561351
2013/12/27,9654638
2013/12/28,18925874
2013/12/29,30189345
2013/12/30,67027875
2013/12/31,59282710
2014/01/01,99752816
2014/01/02,92662862
2014/01/03,168240700
2014/01/04,52335087
2014/01/05,52429291
2014/01/06,107680652
2014/01/07,44458570
2014/01/08,48288128
2014/01/09,488913
2014/01/10,5342623
2014/01/11,5717966
2014/01/12,18290886
2014/01/13,16312481
2014/01/14,15438696
2014/01/15,5682246
2014/01/16,9466106
2014/01/17,9734774
2014/01/18,20795340
2014/01/19,21519715
2014/01/20,176967115
2014/01/21,218552177
2014/01/22,12095330
2014/01/23,40852214
2014/01/24,11597339
2014/01/25,36423247
2014/01/26,32849467
2014/01/27,63786672
2014/01/28,72485372
2014/01/29,21568729
2014/01/30,21836671
2014/01/31,13944962
2014/02/01,10779265
2014/02/02,23103953
2014/02/03,26366210
2014/02/04,112535393
2014/02/05,33952450
2014/02/06,18322480
2014/02/07,17126244
2014/02/08,38818884
2014/02/09,159462321
2014/02/10,59469814
2014/02/11,60970232
2014/02/12,7667048
2014/02/13,9949003
2014/02/14,47885742
2014/02/15,21246330
2014/02/16,154206016
2014/02/17,68420933
2014/02/18,75340846
2014/02/19,155614795
2014/02/20,128560189
2014/02/21,4732104
2014/02/22,104125337
2014/02/23,78689893
2014/02/24,199872004
2014/02/25,203697167
2014/02/26,31972574
2014/02/27,147018272
2014/02/28,80145344
2014/03/01,7554124
2014/03/02,61177106
2014/03/03,362232444
2014/03/04,592464408
