Date,sentbyaddress3ema
2011/12/16,7722
2011/12/17,7599
2011/12/18,7493
2011/12/19,8361
2011/12/20,9001
2011/12/21,8720
2011/12/22,8797
2011/12/23,8811
2011/12/24,8048
2011/12/25,8211
2011/12/26,8466
2011/12/27,8350
2011/12/28,8037
2011/12/29,8146
2011/12/30,7915
2011/12/31,7761
2012/01/01,7806
2012/01/02,8044
2012/01/03,8448
2012/01/04,8621
2012/01/05,9715
2012/01/06,9979
2012/01/07,9576
2012/01/08,9707
2012/01/09,9603
2012/01/10,9961
2012/01/11,10427
2012/01/12,10145
2012/01/13,10251
2012/01/14,10382
2012/01/15,9943
2012/01/16,10292
2012/01/17,10307
2012/01/18,10328
2012/01/19,10387
2012/01/20,10302
2012/01/21,9951
2012/01/22,9024
2012/01/23,9317
2012/01/24,10005
2012/01/25,10991
2012/01/26,10556
2012/01/27,10201
2012/01/28,9782
2012/01/29,9810
2012/01/30,9795
2012/01/31,10397
2012/02/01,10465
2012/02/02,10972
2012/02/03,11198
2012/02/04,11200
2012/02/05,10905
2012/02/06,10356
2012/02/07,10485
2012/02/08,10644
2012/02/09,10962
2012/02/10,11431
2012/02/11,11170
2012/02/12,10799
2012/02/13,11355
2012/02/14,12442
2012/02/15,12794
2012/02/16,13080
2012/02/17,11586
2012/02/18,10991
2012/02/19,10151
2012/02/20,10141
2012/02/21,10150
2012/02/22,10768
2012/02/23,11588
2012/02/24,11399
2012/02/25,10797
2012/02/26,10152
2012/02/27,10450
2012/02/28,10884
2012/02/29,10978
2012/03/01,11066
2012/03/02,11615
2012/03/03,10197
2012/03/04,10665
2012/03/05,11135
2012/03/06,10938
2012/03/07,10995
2012/03/08,11181
2012/03/09,11126
2012/03/10,10181
2012/03/11,9658
2012/03/12,10057
2012/03/13,11034
2012/03/14,11143
2012/03/15,10724
2012/03/16,10860
2012/03/17,11066
2012/03/18,10351
2012/03/19,10522
2012/03/20,10862
2012/03/21,11182
2012/03/22,11164
2012/03/23,10501
2012/03/24,10313
2012/03/25,10024
2012/03/26,10388
2012/03/27,10624
2012/03/28,11100
2012/03/29,11528
2012/03/30,11169
2012/03/31,10631
2012/04/01,9801
2012/04/02,10072
2012/04/03,11213
2012/04/04,11339
2012/04/05,11144
2012/04/06,10967
2012/04/07,10393
2012/04/08,10082
2012/04/09,10313
2012/04/10,11391
2012/04/11,12184
2012/04/12,12630
2012/04/13,11863
2012/04/14,12149
2012/04/15,11730
2012/04/16,12633
2012/04/17,12621
2012/04/18,13109
2012/04/19,12769
2012/04/20,13171
2012/04/21,12345
2012/04/22,11424
2012/04/23,11585
2012/04/24,11954
2012/04/25,12224
2012/04/26,13101
2012/04/27,12477
2012/04/28,11941
2012/04/29,11734
2012/04/30,13016
2012/05/01,13785
2012/05/02,14175
2012/05/03,15362
2012/05/04,16005
2012/05/05,15607
2012/05/06,14858
2012/05/07,17006
2012/05/08,17750
2012/05/09,18471
2012/05/10,16819
2012/05/11,18408
2012/05/12,18168
2012/05/13,17019
2012/05/14,21840
2012/05/15,21639
2012/05/16,20414
2012/05/17,18840
2012/05/18,19818
2012/05/19,22775
2012/05/20,23193
2012/05/21,23644
2012/05/22,22410
2012/05/23,22626
2012/05/24,22329
2012/05/25,22808
2012/05/26,21276
2012/05/27,20936
2012/05/28,21986
2012/05/29,23550
2012/05/30,22709
2012/05/31,22117
2012/06/01,22246
2012/06/02,18644
2012/06/03,21821
2012/06/04,27077
2012/06/05,30136
2012/06/06,24027
2012/06/07,24905
2012/06/08,22894
2012/06/09,23427
2012/06/10,25255
2012/06/11,25016
2012/06/12,20849
2012/06/13,28969
2012/06/14,33728
2012/06/15,35199
2012/06/16,33188
2012/06/17,32210
2012/06/18,31233
2012/06/19,28994
2012/06/20,26563
2012/06/21,24340
2012/06/22,23096
2012/06/23,22397
2012/06/24,21822
2012/06/25,23646
2012/06/26,25673
2012/06/27,27558
2012/06/28,26245
2012/06/29,25674
2012/06/30,24957
2012/07/01,23582
2012/07/02,25677
2012/07/03,25541
2012/07/04,24312
2012/07/05,22561
2012/07/06,22100
2012/07/07,23409
2012/07/08,21969
2012/07/09,23139
2012/07/10,26218
2012/07/11,26453
2012/07/12,26096
2012/07/13,24548
2012/07/14,23689
2012/07/15,23459
2012/07/16,26231
2012/07/17,28813
2012/07/18,27514
2012/07/19,26832
2012/07/20,27847
2012/07/21,28001
2012/07/22,29506
2012/07/23,30786
2012/07/24,28953
2012/07/25,26507
2012/07/26,25133
2012/07/27,25060
2012/07/28,27492
2012/07/29,26960
2012/07/30,27410
2012/07/31,35613
2012/08/01,33068
2012/08/02,32277
2012/08/03,30014
2012/08/04,28305
2012/08/05,28458
2012/08/06,30757
2012/08/07,30823
2012/08/08,34262
2012/08/09,31582
2012/08/10,30294
2012/08/11,29577
2012/08/12,29845
2012/08/13,33784
2012/08/14,32593
2012/08/15,34149
2012/08/16,39920
2012/08/17,41008
2012/08/18,39592
2012/08/19,36304
2012/08/20,34235
2012/08/21,36888
2012/08/22,36702
2012/08/23,34924
2012/08/24,34097
2012/08/25,30875
2012/08/26,28416
2012/08/27,28791
2012/08/28,28972
2012/08/29,29781
2012/08/30,28395
2012/08/31,32849
2012/09/01,33844
2012/09/02,30490
2012/09/03,28271
2012/09/04,29852
2012/09/05,31435
2012/09/06,33674
2012/09/07,32561
2012/09/08,29290
2012/09/09,29677
2012/09/10,29179
2012/09/11,31751
2012/09/12,29180
2012/09/13,27507
2012/09/14,28267
2012/09/15,25760
2012/09/16,24649
2012/09/17,24459
2012/09/18,27338
2012/09/19,29125
2012/09/20,31328
2012/09/21,28721
2012/09/22,24331
2012/09/23,22843
2012/09/24,23819
2012/09/25,27746
2012/09/26,30887
2012/09/27,30226
2012/09/28,31932
2012/09/29,28665
2012/09/30,25292
2012/10/01,25169
2012/10/02,30281
2012/10/03,30042
2012/10/04,31697
2012/10/05,32110
2012/10/06,30272
2012/10/07,30027
2012/10/08,32186
2012/10/09,33162
2012/10/10,32571
2012/10/11,30711
2012/10/12,30113
2012/10/13,28804
2012/10/14,27517
2012/10/15,29549
2012/10/16,29224
2012/10/17,29801
2012/10/18,30666
2012/10/19,28731
2012/10/20,28970
2012/10/21,28493
2012/10/22,29292
2012/10/23,28441
2012/10/24,28648
2012/10/25,27814
2012/10/26,27007
2012/10/27,23829
2012/10/28,21853
2012/10/29,21438
2012/10/30,23677
2012/10/31,24103
2012/11/01,23164
2012/11/02,23457
2012/11/03,22974
2012/11/04,22147
2012/11/05,23620
2012/11/06,25559
2012/11/07,27889
2012/11/08,26866
2012/11/09,26131
2012/11/10,24121
2012/11/11,22598
2012/11/12,22330
2012/11/13,23066
2012/11/14,24940
2012/11/15,29088
2012/11/16,31675
2012/11/17,31498
2012/11/18,31318
2012/11/19,31068
2012/11/20,31412
2012/11/21,31098
2012/11/22,30258
2012/11/23,26796
2012/11/24,25949
2012/11/25,25409
2012/11/26,26997
2012/11/27,26928
2012/11/28,28527
2012/11/29,28349
2012/11/30,26761
2012/12/01,25299
2012/12/02,22050
2012/12/03,21506
2012/12/04,24290
2012/12/05,26912
2012/12/06,27943
2012/12/07,28136
2012/12/08,28046
2012/12/09,27387
2012/12/10,25783
2012/12/11,26482
2012/12/12,27979
2012/12/13,30367
2012/12/14,30320
2012/12/15,28078
2012/12/16,27321
2012/12/17,29366
2012/12/18,33108
2012/12/19,32474
2012/12/20,30040
2012/12/21,31531
2012/12/22,36441
2012/12/23,31852
2012/12/24,29193
2012/12/25,25800
2012/12/26,24254
2012/12/27,24992
2012/12/28,28083
2012/12/29,27459
2012/12/30,31074
2012/12/31,28210
2013/01/01,27192
2013/01/02,29500
2013/01/03,33849
2013/01/04,34419
2013/01/05,36214
2013/01/06,33117
2013/01/07,34921
2013/01/08,35550
2013/01/09,36996
2013/01/10,39673
2013/01/11,42537
2013/01/12,38740
2013/01/13,38759
2013/01/14,35258
2013/01/15,38816
2013/01/16,41205
2013/01/17,40938
2013/01/18,40874
2013/01/19,38079
2013/01/20,35495
2013/01/21,33403
2013/01/22,34760
2013/01/23,34703
2013/01/24,36279
2013/01/25,36654
2013/01/26,37787
2013/01/27,38333
2013/01/28,37951
2013/01/29,38182
2013/01/30,35131
2013/01/31,35018
2013/02/01,40855
2013/02/02,40528
2013/02/03,40529
2013/02/04,39928
2013/02/05,42505
2013/02/06,40651
2013/02/07,41448
2013/02/08,41975
2013/02/09,40417
2013/02/10,41126
2013/02/11,39170
2013/02/12,38770
2013/02/13,38360
2013/02/14,37117
2013/02/15,36642
2013/02/16,34646
2013/02/17,34100
2013/02/18,34870
2013/02/19,35729
2013/02/20,36190
2013/02/21,37238
2013/02/22,38940
2013/02/23,38897
2013/02/24,39101
2013/02/25,39912
2013/02/26,41114
2013/02/27,39884
2013/02/28,40310
2013/03/01,42506
2013/03/02,37857
2013/03/03,34526
2013/03/04,35683
2013/03/05,37985
2013/03/06,42302
2013/03/07,43469
2013/03/08,41576
2013/03/09,38267
2013/03/10,38907
2013/03/11,37269
2013/03/12,38249
2013/03/13,41319
2013/03/14,41432
2013/03/15,43502
2013/03/16,38466
2013/03/17,36345
2013/03/18,38557
2013/03/19,42477
2013/03/20,42568
2013/03/21,43793
2013/03/22,47250
2013/03/23,45104
2013/03/24,47238
2013/03/25,46252
2013/03/26,47447
2013/03/27,49076
2013/03/28,52674
2013/03/29,55065
2013/03/30,53395
2013/03/31,46439
2013/04/01,47624
2013/04/02,54950
2013/04/03,62062
2013/04/04,66907
2013/04/05,68109
2013/04/06,60085
2013/04/07,55784
2013/04/08,61288
2013/04/09,67964
2013/04/10,75870
2013/04/11,76095
2013/04/12,70782
2013/04/13,62807
2013/04/14,53862
2013/04/15,56430
2013/04/16,61775
2013/04/17,61579
2013/04/18,58038
2013/04/19,62687
2013/04/20,56001
2013/04/21,50986
2013/04/22,52505
2013/04/23,57952
2013/04/24,60660
2013/04/25,61663
2013/04/26,60035
2013/04/27,53114
2013/04/28,49204
2013/04/29,51817
2013/04/30,48063
2013/05/01,51085
2013/05/02,51707
2013/05/03,50441
2013/05/04,45998
2013/05/05,44966
2013/05/06,47499
2013/05/07,52719
2013/05/08,54211
2013/05/09,55538
2013/05/10,55841
2013/05/11,54947
2013/05/12,50634
2013/05/13,51424
2013/05/14,53666
2013/05/15,54880
2013/05/16,55023
2013/05/17,52843
2013/05/18,48726
2013/05/19,45232
2013/05/20,45949
2013/05/21,50374
2013/05/22,50054
2013/05/23,53714
2013/05/24,54388
2013/05/25,48830
2013/05/26,44675
2013/05/27,45288
2013/05/28,47956
2013/05/29,50982
2013/05/30,51421
2013/05/31,51335
2013/06/01,48181
2013/06/02,44745
2013/06/03,47415
2013/06/04,49804
2013/06/05,49341
2013/06/06,49982
2013/06/07,50675
2013/06/08,44783
2013/06/09,40948
2013/06/10,41561
2013/06/11,43491
2013/06/12,43422
2013/06/13,44830
2013/06/14,50324
2013/06/15,43844
2013/06/16,38940
2013/06/17,40021
2013/06/18,42458
2013/06/19,45564
2013/06/20,46294
2013/06/21,47710
2013/06/22,43860
2013/06/23,39115
2013/06/24,41907
2013/06/25,42792
2013/06/26,43985
2013/06/27,43722
2013/06/28,46758
2013/06/29,42862
2013/06/30,38578
2013/07/01,43391
2013/07/02,44196
2013/07/03,45430
2013/07/04,43753
2013/07/05,43194
2013/07/06,39094
2013/07/07,34961
2013/07/08,40086
2013/07/09,43872
2013/07/10,45177
2013/07/11,50060
2013/07/12,55152
2013/07/13,49025
2013/07/14,40496
2013/07/15,41027
2013/07/16,44681
2013/07/17,45192
2013/07/18,45149
2013/07/19,44333
2013/07/20,38658
2013/07/21,37228
2013/07/22,40254
2013/07/23,43142
2013/07/24,44753
2013/07/25,45970
2013/07/26,45349
2013/07/27,40614
2013/07/28,37664
2013/07/29,42927
2013/07/30,47348
2013/07/31,53353
2013/08/01,58075
2013/08/02,58294
2013/08/03,51165
2013/08/04,45987
2013/08/05,50552
2013/08/06,52525
2013/08/07,54147
2013/08/08,53932
2013/08/09,50862
2013/08/10,48189
2013/08/11,42874
2013/08/12,61585
2013/08/13,56638
2013/08/14,56017
2013/08/15,55209
2013/08/16,58401
2013/08/17,51567
2013/08/18,46051
2013/08/19,53614
2013/08/20,55746
2013/08/21,57104
2013/08/22,59613
2013/08/23,56454
2013/08/24,50188
2013/08/25,44988
2013/08/26,48741
2013/08/27,54305
2013/08/28,57366
2013/08/29,55490
2013/08/30,59448
2013/08/31,58908
2013/09/01,46989
2013/09/02,43249
2013/09/03,43955
2013/09/04,46484
2013/09/05,47029
2013/09/06,46738
2013/09/07,43419
2013/09/08,38838
2013/09/09,41657
2013/09/10,42421
2013/09/11,45615
2013/09/12,47706
2013/09/13,46450
2013/09/14,40437
2013/09/15,36850
2013/09/16,41113
2013/09/17,44731
2013/09/18,47778
2013/09/19,49987
2013/09/20,49523
2013/09/21,45228
2013/09/22,40948
2013/09/23,45805
2013/09/24,48481
2013/09/25,48016
2013/09/26,49454
2013/09/27,49398
2013/09/28,45523
2013/09/29,43127
2013/09/30,47044
2013/10/01,52039
2013/10/02,55889
2013/10/03,52545
2013/10/04,49205
2013/10/05,42970
2013/10/06,39318
2013/10/07,42460
2013/10/08,45259
2013/10/09,48012
2013/10/10,49695
2013/10/11,49410
2013/10/12,45433
2013/10/13,43552
2013/10/14,47009
2013/10/15,50164
2013/10/16,53260
2013/10/17,50790
2013/10/18,51599
2013/10/19,52329
2013/10/20,46625
2013/10/21,50107
2013/10/22,53867
2013/10/23,56810
2013/10/24,63011
2013/10/25,62374
2013/10/26,53184
2013/10/27,46705
2013/10/28,49448
2013/10/29,51396
2013/10/30,55084
2013/10/31,57081
2013/11/01,55912
2013/11/02,52204
2013/11/03,50761
2013/11/04,57607
2013/11/05,66960
2013/11/06,71337
2013/11/07,79187
2013/11/08,80941
2013/11/09,79735
2013/11/10,74601
2013/11/11,69206
2013/11/12,70850
2013/11/13,74151
2013/11/14,80150
2013/11/15,79152
2013/11/16,72315
2013/11/17,70053
2013/11/18,90627
2013/11/19,111910
2013/11/20,109126
2013/11/21,103758
2013/11/22,103971
2013/11/23,101873
2013/11/24,89606
2013/11/25,91269
2013/11/26,105076
2013/11/27,119447
2013/11/28,125972
2013/11/29,124027
2013/11/30,112379
2013/12/01,107260
2013/12/02,106362
2013/12/03,109037
2013/12/04,112667
2013/12/05,116938
2013/12/06,110344
2013/12/07,102488
2013/12/08,85228
2013/12/09,89563
2013/12/10,91783
2013/12/11,92954
2013/12/12,87716
2013/12/13,88277
2013/12/14,85867
2013/12/15,82115
2013/12/16,91335
2013/12/17,95551
2013/12/18,105875
2013/12/19,102468
2013/12/20,95294
2013/12/21,86604
2013/12/22,79092
2013/12/23,78568
2013/12/24,81172
2013/12/25,83309
2013/12/26,80761
2013/12/27,80269
2013/12/28,75068
2013/12/29,71003
2013/12/30,78293
2013/12/31,76050
2014/01/01,68587
2014/01/02,76633
2014/01/03,84000
2014/01/04,78905
2014/01/05,81842
2014/01/06,90498
2014/01/07,87874
2014/01/08,85785
2014/01/09,84817
2014/01/10,81844
2014/01/11,80264
2014/01/12,74986
2014/01/13,76390
2014/01/14,77330
2014/01/15,80201
2014/01/16,77921
2014/01/17,77865
2014/01/18,72551
2014/01/19,70735
2014/01/20,83498
2014/01/21,93326
2014/01/22,94349
2014/01/23,90924
2014/01/24,89988
2014/01/25,82766
2014/01/26,80878
2014/01/27,87411
2014/01/28,93232
2014/01/29,90465
2014/01/30,92538
2014/01/31,94439
2014/02/01,91557
2014/02/02,88162
2014/02/03,92619
2014/02/04,101680
2014/02/05,101011
2014/02/06,103856
2014/02/07,107107
2014/02/08,101403
2014/02/09,90421
2014/02/10,93160
2014/02/11,94634
2014/02/12,92383
2014/02/13,94872
2014/02/14,100948
2014/02/15,99041
2014/02/16,88105
2014/02/17,89118
2014/02/18,93681
2014/02/19,106691
2014/02/20,115468
2014/02/21,119926
2014/02/22,111297
2014/02/23,112089
2014/02/24,124260
2014/02/25,135646
2014/02/26,134829
2014/02/27,126116
2014/02/28,119712
2014/03/01,119847
2014/03/02,110469
2014/03/03,128959
2014/03/04,142850
2014/03/05,139577
2014/03/06,135022
2014/03/07,129618
2014/03/08,124222
2014/03/09,118584
2014/03/10,116623
2014/03/11,117791
2014/03/12,124307
2014/03/13,124828
2014/03/14,114445
2014/03/15,100771
2014/03/16,92373
2014/03/17,99851
2014/03/18,92430
2014/03/19,95396
2014/03/20,97581
2014/03/21,109861
2014/03/22,104350
2014/03/23,96287
2014/03/24,102838
2014/03/25,106488
2014/03/26,109402
2014/03/27,118738
2014/03/28,119544
2014/03/29,105148
2014/03/30,94671
2014/03/31,104661
2014/04/01,111880
2014/04/02,115987
2014/04/03,103134
2014/04/04,112225
2014/04/05,106945
2014/04/06,104654
2014/04/07,105850
2014/04/08,109038
2014/04/09,115719
2014/04/10,120009
2014/04/11,118967
2014/04/12,103398
2014/04/13,99113
2014/04/14,113541
2014/04/15,118324
2014/04/16,116318
2014/04/17,109457
2014/04/18,105045
2014/04/19,99102
2014/04/20,93907
2014/04/21,93901
2014/04/22,109712
2014/04/23,106768
2014/04/24,105204
2014/04/25,111064
2014/04/26,99175
