Date,top100cap7trx
2010/07/17,-0.066
2010/07/18,-0.072
2010/07/19,-0.075
2010/07/20,-0.08
2010/07/21,-0.082
2010/07/22,-0.083
2010/07/23,-0.089
2010/07/24,-0.092
2010/07/25,-0.094
2010/07/26,-0.045
2010/07/27,0.022
2010/07/28,0.085
2010/07/29,0.136
2010/07/30,0.172
2010/07/31,0.189
2010/08/01,0.192
2010/08/02,0.182
2010/08/03,0.168
2010/08/04,0.145
2010/08/05,0.124
2010/08/06,0.102
2010/08/07,0.081
2010/08/08,0.06
2010/08/09,0.053
2010/08/10,0.047
2010/08/11,0.054
2010/08/12,0.056
2010/08/13,0.06
2010/08/14,0.059
2010/08/15,0.054
2010/08/16,0.055
2010/08/17,0.065
2010/08/18,0.074
2010/08/19,0.08
2010/08/20,0.084
2010/08/21,0.083
2010/08/22,0.081
2010/08/23,0.075
2010/08/24,0.071
2010/08/25,0.061
2010/08/26,0.05
2010/08/27,0.043
2010/08/28,0.033
2010/08/29,0.017
2010/08/30,-0.002
2010/08/31,-0.014
2010/09/01,-0.023
2010/09/02,-0.03
2010/09/03,-0.035
2010/09/04,-0.037
2010/09/05,-0.032
2010/09/06,-0.027
2010/09/07,-0.024
2010/09/08,-0.026
2010/09/09,-0.032
2010/09/10,-0.038
2010/09/11,-0.046
2010/09/12,-0.048
2010/09/13,-0.057
2010/09/14,-0.07
2010/09/15,-0.086
2010/09/16,-0.093
2010/09/17,-0.058
2010/09/18,-0.009
2010/09/19,0.049
2010/09/20,0.102
2010/09/21,0.142
2010/09/22,0.163
2010/09/23,0.183
2010/09/24,0.2
2010/09/25,0.217
2010/09/26,0.232
2010/09/27,0.262
2010/09/28,0.355
2010/09/29,0.453
2010/09/30,0.526
2010/10/01,0.566
2010/10/02,0.607
2010/10/03,0.633
2010/10/04,0.621
2010/10/05,0.589
2010/10/06,0.542
2010/10/07,0.516
2010/10/08,0.505
2010/10/09,0.507
2010/10/10,0.518
2010/10/11,0.516
2010/10/12,0.501
2010/10/13,0.482
2010/10/14,0.465
2010/10/15,0.44
2010/10/16,0.419
2010/10/17,0.396
2010/10/18,0.38
2010/10/19,0.352
2010/10/20,0.322
2010/10/21,0.289
2010/10/22,0.256
2010/10/23,0.226
2010/10/24,0.197
2010/10/25,0.169
2010/10/26,0.152
2010/10/27,0.145
2010/10/28,0.137
2010/10/29,0.122
2010/10/30,0.102
2010/10/31,0.086
2010/11/01,0.072
2010/11/02,0.061
2010/11/03,0.05
2010/11/04,0.039
2010/11/05,0.031
2010/11/06,0.03
2010/11/07,0.026
2010/11/08,0.057
2010/11/09,0.094
2010/11/10,0.117
2010/11/11,0.126
2010/11/12,0.124
2010/11/13,0.109
2010/11/14,0.094
2010/11/15,0.078
2010/11/16,0.06
2010/11/17,0.047
2010/11/18,0.034
2010/11/19,0.021
2010/11/20,0.015
2010/11/21,0.013
2010/11/22,0.011
2010/11/23,0.014
2010/11/24,0.024
2010/11/25,0.038
2010/11/26,0.051
2010/11/27,0.059
2010/11/28,0.063
2010/11/29,0.061
2010/11/30,0.063
2010/12/01,0.075
2010/12/02,0.1
2010/12/03,0.138
2010/12/04,0.175
2010/12/05,0.205
2010/12/06,0.212
2010/12/07,0.202
2010/12/08,0.183
2010/12/09,0.157
2010/12/10,0.132
2010/12/11,0.109
2010/12/12,0.087
2010/12/13,0.082
2010/12/14,0.08
2010/12/15,0.076
2010/12/16,0.067
2010/12/17,0.057
2010/12/18,0.044
2010/12/19,0.023
2010/12/20,0.005
2010/12/21,-0.023
2010/12/22,-0.048
2010/12/23,-0.068
2010/12/24,-0.084
2010/12/25,-0.094
2010/12/26,-0.1
2010/12/27,-0.095
2010/12/28,-0.089
2010/12/29,-0.092
2010/12/30,-0.101
2010/12/31,-0.116
2011/01/01,-0.131
2011/01/02,-0.145
2011/01/03,-0.154
2011/01/04,-0.158
2011/01/05,-0.156
2011/01/06,-0.151
2011/01/07,-0.146
2011/01/08,-0.14
2011/01/09,-0.131
2011/01/10,-0.128
2011/01/11,-0.12
2011/01/12,-0.112
2011/01/13,-0.099
2011/01/14,-0.084
2011/01/15,-0.071
2011/01/16,-0.055
2011/01/17,-0.038
2011/01/18,-0.027
2011/01/19,-0.025
2011/01/20,-0.027
2011/01/21,-0.029
2011/01/22,-0.032
2011/01/23,-0.024
2011/01/24,-0.014
2011/01/25,-0.007
2011/01/26,-0.01
2011/01/27,0.129
2011/01/28,0.303
2011/01/29,0.456
2011/01/30,0.566
2011/01/31,0.628
2011/02/01,0.654
2011/02/02,0.643
2011/02/03,0.61
2011/02/04,0.56
2011/02/05,0.504
2011/02/06,0.44
2011/02/07,0.383
2011/02/08,0.327
2011/02/09,0.28
2011/02/10,0.236
2011/02/11,0.193
2011/02/12,0.151
2011/02/13,0.112
2011/02/14,0.075
2011/02/15,0.045
2011/02/16,0.018
2011/02/17,-0.005
2011/02/18,-0.029
2011/02/19,-0.049
2011/02/20,-0.06
2011/02/21,-0.067
2011/02/22,-0.078
2011/02/23,-0.089
2011/02/24,-0.1
2011/02/25,-0.11
2011/02/26,-0.118
2011/02/27,-0.098
2011/02/28,-0.078
2011/03/01,-0.051
2011/03/02,-0.145
2011/03/03,-0.278
2011/03/04,-0.41
2011/03/05,-0.513
2011/03/06,-0.58
2011/03/07,-0.615
2011/03/08,-0.624
2011/03/09,-0.614
2011/03/10,-0.594
2011/03/11,-0.574
2011/03/12,-0.554
2011/03/13,-0.532
2011/03/14,-0.5
2011/03/15,-0.464
2011/03/16,-0.422
2011/03/17,-0.374
2011/03/18,-0.323
2011/03/19,-0.274
2011/03/20,-0.232
2011/03/21,-0.192
2011/03/22,-0.163
2011/03/23,-0.138
2011/03/24,-0.12
2011/03/25,-0.109
2011/03/26,-0.1
2011/03/27,-0.098
2011/03/28,-0.101
2011/03/29,-0.103
2011/03/30,-0.11
2011/03/31,-0.12
2011/04/01,-0.129
2011/04/02,-0.145
2011/04/03,-0.161
2011/04/04,-0.177
2011/04/05,-0.19
2011/04/06,-0.196
2011/04/07,-0.195
2011/04/08,-0.19
2011/04/09,-0.189
2011/04/10,-0.189
2011/04/11,-0.185
2011/04/12,-0.185
2011/04/13,-0.185
2011/04/14,-0.157
2011/04/15,-0.121
2011/04/16,-0.089
2011/04/17,-0.078
2011/04/18,-0.082
2011/04/19,-0.022
2011/04/20,0.053
2011/04/21,0.104
2011/04/22,0.133
2011/04/23,0.127
2011/04/24,0.099
2011/04/25,0.063
2011/04/26,0.027
2011/04/27,-0.004
2011/04/28,-0.037
2011/04/29,-0.085
2011/04/30,-0.066
2011/05/01,-0.023
2011/05/02,0.022
2011/05/03,0.065
2011/05/04,0.109
2011/05/05,0.142
2011/05/06,0.149
2011/05/07,0.142
2011/05/08,0.119
2011/05/09,0.091
2011/05/10,0.062
2011/05/11,0.054
2011/05/12,0.063
2011/05/13,0.095
2011/05/14,0.13
2011/05/15,0.181
2011/05/16,0.23
2011/05/17,0.265
2011/05/18,0.292
2011/05/19,0.299
2011/05/20,0.285
2011/05/21,0.304
2011/05/22,0.325
2011/05/23,0.322
2011/05/24,0.298
2011/05/25,0.262
2011/05/26,0.219
2011/05/27,0.183
2011/05/28,0.151
2011/05/29,0.126
2011/05/30,0.107
2011/05/31,0.09
2011/06/01,0.076
2011/06/02,0.068
2011/06/03,0.068
2011/06/04,0.067
2011/06/05,0.067
2011/06/06,0.052
2011/06/07,0.024
2011/06/08,-0.043
2011/06/09,-0.119
2011/06/10,-0.199
2011/06/11,-0.257
2011/06/12,-0.191
2011/06/13,-0.07
2011/06/14,0.017
2011/06/15,0.069
2011/06/16,0.084
2011/06/17,0.068
2011/06/18,0.036
2011/06/19,0.039
2011/06/20,0.052
2011/06/21,0.063
2011/06/22,0.067
2011/06/23,0.099
2011/06/24,0.13
2011/06/25,0.138
2011/06/26,0.126
2011/06/27,0.119
2011/06/28,0.1
2011/06/29,0.062
2011/06/30,0.009
2011/07/01,-0.039
2011/07/02,-0.08
2011/07/03,-0.113
2011/07/04,-0.14
2011/07/05,-0.155
2011/07/06,-0.161
2011/07/07,-0.161
2011/07/08,-0.159
2011/07/09,-0.157
2011/07/10,-0.157
2011/07/11,-0.158
2011/07/12,-0.158
2011/07/13,-0.16
2011/07/14,-0.161
2011/07/15,-0.161
2011/07/16,-0.16
2011/07/17,-0.159
2011/07/18,-0.142
2011/07/19,-0.124
2011/07/20,-0.108
2011/07/21,-0.098
2011/07/22,-0.094
2011/07/23,-0.094
2011/07/24,-0.095
2011/07/25,-0.099
2011/07/26,-0.104
2011/07/27,-0.113
2011/07/28,-0.128
2011/07/29,-0.142
2011/07/30,-0.154
2011/07/31,-0.168
2011/08/01,-0.187
2011/08/02,-0.202
2011/08/03,-0.213
2011/08/04,-0.208
2011/08/05,-0.198
2011/08/06,-0.165
2011/08/07,-0.119
2011/08/08,-0.057
2011/08/09,-0.001
2011/08/10,0.04
2011/08/11,0.067
2011/08/12,0.081
2011/08/13,0.082
2011/08/14,0.071
2011/08/15,0.056
2011/08/16,0.037
2011/08/17,0.039
2011/08/18,0.048
2011/08/19,0.056
2011/08/20,0.059
2011/08/21,0.058
2011/08/22,0.054
2011/08/23,0.047
2011/08/24,0.042
2011/08/25,0.003
2011/08/26,-0.044
2011/08/27,-0.064
2011/08/28,-0.07
2011/08/29,-0.071
2011/08/30,-0.07
2011/08/31,-0.069
2011/09/01,-0.065
2011/09/02,-0.061
2011/09/03,-0.06
2011/09/04,-0.059
2011/09/05,-0.058
2011/09/06,-0.059
2011/09/07,-0.037
2011/09/08,-0.008
2011/09/09,0.023
2011/09/10,0.05
2011/09/11,0.123
2011/09/12,0.212
2011/09/13,0.288
2011/09/14,0.339
2011/09/15,0.363
2011/09/16,0.367
2011/09/17,0.353
2011/09/18,0.33
2011/09/19,0.296
2011/09/20,0.257
2011/09/21,0.241
2011/09/22,0.231
2011/09/23,0.217
2011/09/24,0.2
2011/09/25,0.177
2011/09/26,0.149
2011/09/27,0.12
2011/09/28,0.093
2011/09/29,0.067
2011/09/30,0.044
2011/10/01,0.024
2011/10/02,0.006
2011/10/03,-0.009
2011/10/04,-0.022
2011/10/05,-0.033
2011/10/06,-0.043
2011/10/07,-0.046
2011/10/08,-0.045
2011/10/09,-0.044
2011/10/10,-0.044
2011/10/11,-0.044
2011/10/12,-0.046
2011/10/13,-0.047
2011/10/14,-0.05
2011/10/15,-0.052
2011/10/16,-0.055
2011/10/17,-0.062
2011/10/18,-0.074
2011/10/19,-0.083
2011/10/20,-0.093
2011/10/21,-0.097
2011/10/22,-0.102
2011/10/23,-0.105
2011/10/24,-0.107
2011/10/25,-0.107
2011/10/26,-0.107
2011/10/27,-0.105
2011/10/28,-0.103
2011/10/29,-0.084
2011/10/30,-0.061
2011/10/31,-0.041
2011/11/01,-0.027
2011/11/02,-0.019
2011/11/03,-0.008
2011/11/04,0.001
2011/11/05,0.006
2011/11/06,0.006
2011/11/07,0.003
2011/11/08,-0.007
2011/11/09,-0.024
2011/11/10,-0.041
2011/11/11,-0.056
2011/11/12,-0.067
2011/11/13,-0.075
2011/11/14,-0.081
2011/11/15,-0.086
2011/11/16,-0.086
2011/11/17,-0.087
2011/11/18,-0.095
2011/11/19,-0.098
2011/11/20,-0.104
2011/11/21,-0.111
2011/11/22,-0.117
2011/11/23,-0.123
2011/11/24,-0.125
2011/11/25,-0.125
2011/11/26,-0.125
2011/11/27,-0.124
2011/11/28,-0.095
2011/11/29,-0.059
2011/11/30,-0.033
2011/12/01,-0.016
2011/12/02,-0.01
2011/12/03,-0.012
2011/12/04,-0.021
2011/12/05,-0.033
2011/12/06,-0.051
2011/12/07,-0.074
2011/12/08,-0.2
2011/12/09,-0.517
2011/12/10,-0.866
2011/12/11,-1.18
2011/12/12,-1.428
2011/12/13,-1.595
2011/12/14,-1.683
2011/12/15,-1.702
2011/12/16,-1.667
2011/12/17,-1.59
2011/12/18,-1.486
2011/12/19,-1.365
2011/12/20,-1.21
2011/12/21,-1.047
2011/12/22,-0.893
2011/12/23,-0.753
2011/12/24,-0.631
2011/12/25,-0.527
2011/12/26,-0.439
2011/12/27,-0.369
2011/12/28,-0.312
2011/12/29,-0.267
2011/12/30,-0.231
2011/12/31,-0.202
2012/01/01,-0.179
2012/01/02,-0.161
2012/01/03,-0.145
2012/01/04,-0.133
2012/01/05,-0.12
2012/01/06,-0.111
2012/01/07,-0.107
2012/01/08,-0.104
2012/01/09,-0.076
2012/01/10,-0.041
2012/01/11,-0.01
2012/01/12,0.013
2012/01/13,0.032
2012/01/14,0.05
2012/01/15,0.062
2012/01/16,0.066
2012/01/17,0.066
2012/01/18,0.065
2012/01/19,0.082
2012/01/20,0.1
2012/01/21,0.117
2012/01/22,0.13
2012/01/23,0.134
2012/01/24,0.131
2012/01/25,0.128
2012/01/26,0.121
2012/01/27,0.111
2012/01/28,0.099
2012/01/29,0.092
2012/01/30,0.086
2012/01/31,0.081
2012/02/01,0.074
2012/02/02,0.069
2012/02/03,0.063
2012/02/04,0.061
2012/02/05,0.059
2012/02/06,0.055
2012/02/07,0.048
2012/02/08,0.038
2012/02/09,0.028
2012/02/10,0.019
2012/02/11,0.003
2012/02/12,-0.015
2012/02/13,-0.014
2012/02/14,0.031
2012/02/15,0.01
2012/02/16,-0.052
2012/02/17,-0.126
2012/02/18,-0.198
2012/02/19,-0.255
2012/02/20,-0.296
2012/02/21,-0.315
2012/02/22,-0.319
2012/02/23,-0.313
2012/02/24,-0.302
2012/02/25,-0.251
2012/02/26,-0.186
2012/02/27,-0.125
2012/02/28,-0.066
2012/02/29,-0.024
2012/03/01,0.005
2012/03/02,0.027
2012/03/03,0.032
2012/03/04,0.025
2012/03/05,0.013
2012/03/06,-0.001
2012/03/07,-0.011
2012/03/08,-0.02
2012/03/09,-0.028
2012/03/10,-0.035
2012/03/11,-0.039
2012/03/12,-0.046
2012/03/13,-0.055
2012/03/14,-0.059
2012/03/15,-0.051
2012/03/16,-0.039
2012/03/17,-0.029
2012/03/18,-0.021
2012/03/19,-0.015
2012/03/20,-0.011
2012/03/21,-0.01
2012/03/22,-0.018
2012/03/23,-0.023
2012/03/24,-0.028
2012/03/25,-0.005
2012/03/26,0.027
2012/03/27,0.053
2012/03/28,0.08
2012/03/29,0.1
2012/03/30,0.109
2012/03/31,0.109
2012/04/01,0.102
2012/04/02,0.099
2012/04/03,0.088
2012/04/04,0.091
2012/04/05,0.103
2012/04/06,0.138
2012/04/07,0.174
2012/04/08,0.2
2012/04/09,0.185
2012/04/10,0.151
2012/04/11,0.113
2012/04/12,0.08
2012/04/13,0.043
2012/04/14,0.009
2012/04/15,-0.012
2012/04/16,-0.004
2012/04/17,0.03
2012/04/18,0.07
2012/04/19,0.11
2012/04/20,0.156
2012/04/21,0.194
2012/04/22,0.227
2012/04/23,0.246
2012/04/24,0.253
2012/04/25,0.24
2012/04/26,0.224
2012/04/27,0.205
2012/04/28,0.183
2012/04/29,0.148
2012/04/30,0.109
2012/05/01,0.073
2012/05/02,0.04
2012/05/03,0.011
2012/05/04,-0.015
2012/05/05,-0.032
2012/05/06,-0.003
2012/05/07,0.044
2012/05/08,0.089
2012/05/09,0.13
2012/05/10,0.166
2012/05/11,0.215
2012/05/12,0.25
2012/05/13,0.271
2012/05/14,0.277
2012/05/15,0.278
2012/05/16,0.281
2012/05/17,0.295
2012/05/18,0.307
2012/05/19,0.309
2012/05/20,0.304
2012/05/21,0.292
2012/05/22,0.29
2012/05/23,0.293
2012/05/24,0.296
2012/05/25,0.297
2012/05/26,0.291
2012/05/27,0.278
2012/05/28,0.259
2012/05/29,0.237
2012/05/30,0.217
2012/05/31,0.18
2012/06/01,0.106
2012/06/02,0.025
2012/06/03,-0.046
2012/06/04,-0.106
2012/06/05,-0.153
2012/06/06,-0.185
2012/06/07,-0.204
2012/06/08,-0.212
2012/06/09,-0.188
2012/06/10,-0.157
2012/06/11,-0.134
2012/06/12,-0.117
2012/06/13,-0.088
2012/06/14,-0.062
2012/06/15,-0.047
2012/06/16,-0.034
2012/06/17,-0.033
2012/06/18,-0.03
2012/06/19,-0.027
2012/06/20,-0.024
2012/06/21,-0.02
2012/06/22,-0.017
2012/06/23,-0.017
2012/06/24,-0.01
2012/06/25,-0.014
2012/06/26,-0.028
2012/06/27,-0.035
2012/06/28,-0.025
2012/06/29,-0.013
2012/06/30,-0.003
2012/07/01,0.009
2012/07/02,0.01
2012/07/03,0.007
2012/07/04,0.013
2012/07/05,0.021
2012/07/06,0.028
2012/07/07,0.032
2012/07/08,0.034
2012/07/09,0.03
2012/07/10,0.023
2012/07/11,0.018
2012/07/12,0.04
2012/07/13,0.062
2012/07/14,0.075
2012/07/15,0.082
2012/07/16,0.074
2012/07/17,0.052
2012/07/18,0.027
2012/07/19,-0.003
2012/07/20,-0.031
2012/07/21,-0.055
2012/07/22,-0.075
2012/07/23,-0.089
2012/07/24,-0.103
2012/07/25,-0.108
2012/07/26,-0.102
2012/07/27,-0.092
2012/07/28,-0.082
2012/07/29,-0.068
2012/07/30,-0.055
2012/07/31,-0.047
2012/08/01,-0.038
2012/08/02,-0.037
2012/08/03,-0.04
2012/08/04,-0.043
2012/08/05,-0.048
2012/08/06,-0.049
2012/08/07,-0.048
2012/08/08,-0.049
2012/08/09,-0.059
2012/08/10,-0.069
2012/08/11,-0.082
2012/08/12,-0.094
2012/08/13,-0.111
2012/08/14,-0.12
2012/08/15,-0.121
2012/08/16,-0.115
2012/08/17,-0.108
2012/08/18,-0.102
2012/08/19,-0.127
2012/08/20,-0.186
2012/08/21,-0.259
2012/08/22,-0.339
2012/08/23,-0.409
2012/08/24,-0.471
2012/08/25,-0.521
2012/08/26,-0.548
2012/08/27,-0.568
2012/08/28,-0.576
2012/08/29,-0.58
2012/08/30,-0.595
2012/08/31,-0.606
2012/09/01,-0.615
2012/09/02,-0.622
2012/09/03,-0.618
2012/09/04,-0.605
2012/09/05,-0.599
2012/09/06,-0.596
2012/09/07,-0.598
2012/09/08,-0.598
2012/09/09,-0.591
2012/09/10,-0.582
2012/09/11,-0.583
2012/09/12,-0.594
2012/09/13,-0.611
2012/09/14,-0.634
2012/09/15,-0.656
2012/09/16,-0.677
2012/09/17,-0.693
2012/09/18,-0.7
2012/09/19,-0.714
2012/09/20,-0.723
2012/09/21,-0.692
2012/09/22,-0.649
2012/09/23,-0.607
2012/09/24,-0.563
2012/09/25,-0.521
2012/09/26,-0.481
2012/09/27,-0.44
2012/09/28,-0.4
2012/09/29,-0.358
2012/09/30,-0.318
2012/10/01,-0.283
2012/10/02,-0.247
2012/10/03,-0.214
2012/10/04,-0.181
2012/10/05,-0.147
2012/10/06,-0.119
2012/10/07,-0.097
2012/10/08,-0.092
2012/10/09,-0.092
2012/10/10,-0.085
2012/10/11,-0.072
2012/10/12,-0.062
2012/10/13,-0.056
2012/10/14,-0.051
2012/10/15,-0.047
2012/10/16,-0.032
2012/10/17,-0.016
2012/10/18,-0.004
2012/10/19,0.006
2012/10/20,0.014
2012/10/21,0.041
2012/10/22,0.095
2012/10/23,0.145
2012/10/24,0.183
2012/10/25,0.203
2012/10/26,0.21
2012/10/27,0.206
2012/10/28,0.191
2012/10/29,0.168
2012/10/30,0.172
2012/10/31,0.171
2012/11/01,0.167
2012/11/02,0.152
2012/11/03,0.138
2012/11/04,0.126
2012/11/05,0.111
2012/11/06,0.098
2012/11/07,0.08
2012/11/08,0.058
2012/11/09,0.037
2012/11/10,0.019
2012/11/11,0.007
2012/11/12,-0.004
2012/11/13,-0.015
2012/11/14,-0.025
2012/11/15,-0.028
2012/11/16,-0.022
2012/11/17,-0.002
2012/11/18,0.02
2012/11/19,0.042
2012/11/20,0.062
