Date,top100cap7trx
2012/11/21,0.088
2012/11/22,0.114
2012/11/23,0.134
2012/11/24,0.139
2012/11/25,0.135
2012/11/26,0.102
2012/11/27,0.091
2012/11/28,0.097
2012/11/29,0.107
2012/11/30,0.119
2012/12/01,0.13
2012/12/02,0.134
2012/12/03,0.14
2012/12/04,0.135
2012/12/05,0.12
2012/12/06,0.102
2012/12/07,0.083
2012/12/08,0.066
2012/12/09,0.045
2012/12/10,0.025
2012/12/11,0.006
2012/12/12,-0.012
2012/12/13,-0.041
2012/12/14,-0.076
2012/12/15,-0.107
2012/12/16,-0.131
2012/12/17,-0.146
2012/12/18,-0.161
2012/12/19,-0.164
2012/12/20,-0.162
2012/12/21,-0.164
2012/12/22,-0.165
2012/12/23,-0.163
2012/12/24,-0.16
2012/12/25,-0.157
2012/12/26,-0.146
2012/12/27,-0.13
2012/12/28,-0.11
2012/12/29,-0.087
2012/12/30,-0.061
2012/12/31,-0.039
2013/01/01,-0.02
2013/01/02,0.001
2013/01/03,0.021
2013/01/04,0.031
2013/01/05,0.034
2013/01/06,0.039
2013/01/07,0.045
2013/01/08,0.031
2013/01/09,0.009
2013/01/10,-0.015
2013/01/11,-0.034
2013/01/12,-0.047
2013/01/13,-0.063
2013/01/14,-0.08
2013/01/15,-0.095
2013/01/16,-0.106
2013/01/17,-0.113
2013/01/18,-0.116
2013/01/19,-0.114
2013/01/20,-0.108
2013/01/21,-0.102
2013/01/22,-0.092
2013/01/23,-0.077
2013/01/24,-0.07
2013/01/25,-0.062
2013/01/26,-0.042
2013/01/27,-0.018
2013/01/28,0.004
2013/01/29,0.024
2013/01/30,0.048
2013/01/31,0.064
2013/02/01,0.076
2013/02/02,0.078
2013/02/03,0.074
2013/02/04,0.066
2013/02/05,0.057
2013/02/06,0.047
2013/02/07,0.038
2013/02/08,0.029
2013/02/09,0.017
2013/02/10,0.006
2013/02/11,-0.001
2013/02/12,0
2013/02/13,0.006
2013/02/14,0.01
2013/02/15,0.01
2013/02/16,0.009
2013/02/17,-0.009
2013/02/18,-0.031
2013/02/19,-0.049
2013/02/20,-0.051
2013/02/21,-0.045
2013/02/22,-0.031
2013/02/23,-0.019
2013/02/24,-0.018
2013/02/25,-0.025
2013/02/26,-0.03
2013/02/27,-0.035
2013/02/28,-0.038
2013/03/01,-0.039
2013/03/02,-0.037
2013/03/03,-0.026
2013/03/04,-0.009
2013/03/05,0.003
2013/03/06,0.016
2013/03/07,0.026
2013/03/08,0.043
2013/03/09,0.06
2013/03/10,0.066
2013/03/11,0.067
2013/03/12,0.066
2013/03/13,0.065
2013/03/14,0.065
2013/03/15,0.056
2013/03/16,0.045
2013/03/17,0.032
2013/03/18,0.018
2013/03/19,0.003
2013/03/20,-0.004
2013/03/21,-0.008
2013/03/22,-0.013
2013/03/23,-0.018
2013/03/24,-0.019
2013/03/25,-0.013
2013/03/26,0.007
2013/03/27,0.036
2013/03/28,0.067
2013/03/29,0.105
2013/03/30,0.146
2013/03/31,0.171
2013/04/01,0.191
2013/04/02,0.209
2013/04/03,0.216
2013/04/04,0.214
2013/04/05,0.193
2013/04/06,0.164
2013/04/07,0.129
2013/04/08,0.088
2013/04/09,0.053
2013/04/10,0.027
2013/04/11,0.044
2013/04/12,0.07
2013/04/13,0.096
2013/04/14,0.116
2013/04/15,0.148
2013/04/16,0.188
2013/04/17,0.212
2013/04/18,0.224
2013/04/19,0.227
2013/04/20,0.23
2013/04/21,0.228
2013/04/22,0.22
2013/04/23,0.207
2013/04/24,0.175
2013/04/25,0.143
2013/04/26,0.116
2013/04/27,0.075
2013/04/28,0.034
2013/04/29,-0.011
2013/04/30,-0.048
2013/05/01,-0.069
2013/05/02,-0.076
2013/05/03,-0.072
2013/05/04,-0.066
2013/05/05,-0.061
2013/05/06,-0.062
2013/05/07,-0.065
2013/05/08,-0.064
2013/05/09,-0.061
2013/05/10,-0.061
2013/05/11,-0.065
2013/05/12,-0.07
2013/05/13,-0.075
2013/05/14,-0.076
2013/05/15,-0.072
2013/05/16,-0.058
2013/05/17,-0.043
2013/05/18,-0.03
2013/05/19,-0.02
2013/05/20,-0.011
2013/05/21,-0.007
2013/05/22,-0.001
2013/05/23,0.003
2013/05/24,0.008
2013/05/25,-0.006
2013/05/26,-0.026
2013/05/27,-0.039
2013/05/28,-0.046
2013/05/29,-0.054
2013/05/30,-0.057
2013/05/31,-0.063
2013/06/01,-0.068
2013/06/02,-0.071
2013/06/03,-0.077
2013/06/04,-0.084
2013/06/05,-0.083
2013/06/06,-0.08
2013/06/07,-0.077
2013/06/08,-0.069
2013/06/09,-0.056
2013/06/10,-0.041
2013/06/11,-0.029
2013/06/12,-0.013
2013/06/13,0.002
2013/06/14,0.017
2013/06/15,0.029
2013/06/16,0.041
2013/06/17,0.05
2013/06/18,0.056
2013/06/19,0.061
2013/06/20,0.064
2013/06/21,0.066
2013/06/22,0.063
2013/06/23,0.06
2013/06/24,0.056
2013/06/25,0.048
2013/06/26,0.041
2013/06/27,0.036
2013/06/28,0.035
2013/06/29,0.037
2013/06/30,0.041
2013/07/01,0.049
2013/07/02,0.059
2013/07/03,0.07
2013/07/04,0.083
2013/07/05,0.102
2013/07/06,0.126
2013/07/07,0.147
2013/07/08,0.165
2013/07/09,0.177
2013/07/10,0.179
2013/07/11,0.176
2013/07/12,0.162
2013/07/13,0.136
2013/07/14,0.102
2013/07/15,0.066
2013/07/16,0.031
2013/07/17,0.006
2013/07/18,0.013
2013/07/19,0.024
2013/07/20,0.032
2013/07/21,0.037
2013/07/22,0.041
2013/07/23,0.039
2013/07/24,0.035
2013/07/25,0.031
2013/07/26,0.025
2013/07/27,0.02
2013/07/28,0.016
2013/07/29,0.02
2013/07/30,0.03
2013/07/31,0.048
2013/08/01,0.06
2013/08/02,0.068
2013/08/03,0.066
2013/08/04,0.058
2013/08/05,0.044
2013/08/06,0.03
2013/08/07,0.022
2013/08/08,0.018
2013/08/09,0.014
2013/08/10,0.005
2013/08/11,0.005
2013/08/12,0.025
2013/08/13,0.058
2013/08/14,0.084
2013/08/15,0.094
2013/08/16,0.09
2013/08/17,0.067
2013/08/18,0.038
2013/08/19,0.012
2013/08/20,-0.019
2013/08/21,-0.051
2013/08/22,-0.078
2013/08/23,-0.108
2013/08/24,-0.133
2013/08/25,-0.15
2013/08/26,-0.16
2013/08/27,-0.168
2013/08/28,-0.169
2013/08/29,-0.177
2013/08/30,-0.184
2013/08/31,-0.188
2013/09/01,-0.192
2013/09/02,-0.196
2013/09/03,-0.197
2013/09/04,-0.188
2013/09/05,-0.183
2013/09/06,-0.178
2013/09/07,-0.173
2013/09/08,-0.166
2013/09/09,-0.169
2013/09/10,-0.172
2013/09/11,-0.175
2013/09/12,-0.179
2013/09/13,-0.181
2013/09/14,-0.181
2013/09/15,-0.179
2013/09/16,-0.179
2013/09/17,-0.177
2013/09/18,-0.173
2013/09/19,-0.157
2013/09/20,-0.135
2013/09/21,-0.113
2013/09/22,-0.105
2013/09/23,-0.1
2013/09/24,-0.099
2013/09/25,-0.1
2013/09/26,-0.098
2013/09/27,-0.091
2013/09/28,-0.082
2013/09/29,-0.068
2013/09/30,-0.054
2013/10/01,-0.038
2013/10/02,-0.009
2013/10/03,0.038
2013/10/04,0.082
2013/10/05,0.119
2013/10/06,0.141
2013/10/07,0.151
2013/10/08,0.152
2013/10/09,0.142
2013/10/10,0.128
2013/10/11,0.119
2013/10/12,0.113
2013/10/13,0.109
2013/10/14,0.101
2013/10/15,0.09
2013/10/16,0.075
2013/10/17,0.057
2013/10/18,0.048
2013/10/19,0.045
2013/10/20,0.044
2013/10/21,0.034
2013/10/22,0.015
2013/10/23,-0.005
2013/10/24,-0.026
2013/10/25,0.039
2013/10/26,0.133
2013/10/27,0.223
2013/10/28,0.291
2013/10/29,0.334
2013/10/30,0.358
2013/10/31,0.365
2013/11/01,0.36
2013/11/02,0.345
2013/11/03,0.325
2013/11/04,0.338
2013/11/05,0.363
2013/11/06,0.386
2013/11/07,0.401
2013/11/08,0.403
2013/11/09,0.392
2013/11/10,0.373
2013/11/11,0.345
2013/11/12,0.311
