Date,sentbyaddress30mom
2010/12/19,263
2010/12/20,417
2010/12/21,234
2010/12/22,429
2010/12/23,339
2010/12/24,82
2010/12/25,220
2010/12/26,-97
2010/12/27,154
2010/12/28,309
2010/12/29,154
2010/12/30,220
2010/12/31,79
2011/01/01,346
2011/01/02,275
2011/01/03,497
2011/01/04,391
2011/01/05,542
2011/01/06,131
2011/01/07,360
2011/01/08,675
2011/01/09,639
2011/01/10,418
2011/01/11,427
2011/01/12,208
2011/01/13,289
2011/01/14,269
2011/01/15,501
2011/01/16,616
2011/01/17,436
2011/01/18,434
2011/01/19,130
2011/01/20,375
2011/01/21,612
2011/01/22,886
2011/01/23,692
2011/01/24,754
2011/01/25,302
2011/01/26,543
2011/01/27,269
2011/01/28,716
2011/01/29,897
2011/01/30,2134
2011/01/31,849
2011/02/01,581
2011/02/02,120
2011/02/03,108
2011/02/04,87
2011/02/05,234
2011/02/06,122
2011/02/07,-153
2011/02/08,-31
2011/02/09,462
2011/02/10,1451
2011/02/11,1990
2011/02/12,1372
2011/02/13,1270
2011/02/14,1409
2011/02/15,1551
2011/02/16,1382
2011/02/17,1699
2011/02/18,1483
2011/02/19,893
2011/02/20,1030
2011/02/21,928
2011/02/22,1485
2011/02/23,1320
2011/02/24,1672
2011/02/25,1427
2011/02/26,1374
2011/02/27,1423
2011/02/28,581
2011/03/01,819
2011/03/02,902
2011/03/03,2664
2011/03/04,1432
2011/03/05,1669
2011/03/06,1443
2011/03/07,1522
2011/03/08,2198
2011/03/09,1615
2011/03/10,1314
2011/03/11,818
2011/03/12,-69
2011/03/13,-635
2011/03/14,-449
2011/03/15,375
2011/03/16,-108
2011/03/17,-64
2011/03/18,11
2011/03/19,-133
2011/03/20,1256
2011/03/21,1602
2011/03/22,572
2011/03/23,2605
2011/03/24,391
2011/03/25,173
2011/03/26,1087
2011/03/27,1227
2011/03/28,1488
2011/03/29,947
2011/03/30,636
2011/03/31,-297
2011/04/01,-91
2011/04/02,-1225
2011/04/03,283
2011/04/04,847
2011/04/05,676
2011/04/06,401
2011/04/07,-663
2011/04/08,76
2011/04/09,409
2011/04/10,278
2011/04/11,421
2011/04/12,820
2011/04/13,1431
2011/04/14,2325
2011/04/15,625
2011/04/16,527
2011/04/17,994
2011/04/18,1661
2011/04/19,1082
2011/04/20,445
2011/04/21,85
2011/04/22,-1916
2011/04/23,416
2011/04/24,340
2011/04/25,105
2011/04/26,1032
2011/04/27,2099
2011/04/28,979
2011/04/29,2435
2011/04/30,3143
2011/05/01,3341
2011/05/02,1909
2011/05/03,1902
2011/05/04,1268
2011/05/05,2221
2011/05/06,2519
2011/05/07,3214
2011/05/08,2092
2011/05/09,2904
2011/05/10,2570
2011/05/11,2205
2011/05/12,2211
2011/05/13,3144
2011/05/14,2021
2011/05/15,3319
2011/05/16,4619
2011/05/17,4341
2011/05/18,4952
2011/05/19,3239
2011/05/20,4230
2011/05/21,5403
2011/05/22,5604
2011/05/23,5737
2011/05/24,6504
2011/05/25,6712
2011/05/26,6376
2011/05/27,2178
2011/05/28,3957
2011/05/29,3013
2011/05/30,3049
2011/05/31,4449
2011/06/01,6442
2011/06/02,7269
2011/06/03,9138
2011/06/04,9448
2011/06/05,8883
2011/06/06,10482
2011/06/07,10046
2011/06/08,13917
2011/06/09,15450
2011/06/10,13970
2011/06/11,13305
2011/06/12,14616
2011/06/13,12673
2011/06/14,17322
2011/06/15,13990
2011/06/16,14599
2011/06/17,10745
2011/06/18,11657
2011/06/19,12398
2011/06/20,11041
2011/06/21,9251
2011/06/22,11073
2011/06/23,8635
2011/06/24,8489
2011/06/25,6179
2011/06/26,9167
2011/06/27,12823
2011/06/28,11166
2011/06/29,8290
2011/06/30,7131
2011/07/01,6739
2011/07/02,2519
2011/07/03,1534
2011/07/04,2340
2011/07/05,2383
2011/07/06,2265
2011/07/07,738
2011/07/08,-3940
2011/07/09,-6803
2011/07/10,-4729
2011/07/11,-945
2011/07/12,-6422
2011/07/13,-3143
2011/07/14,-7443
2011/07/15,-7305
2011/07/16,-6696
2011/07/17,-5356
2011/07/18,-3969
2011/07/19,-4810
2011/07/20,-3778
2011/07/21,-3575
2011/07/22,-4509
2011/07/23,-4896
2011/07/24,-4607
2011/07/25,-870
2011/07/26,-2250
2011/07/27,-6788
2011/07/28,-4439
2011/07/29,-4128
2011/07/30,-5980
2011/07/31,-3011
2011/08/01,205
2011/08/02,410
2011/08/03,-3600
2011/08/04,-2459
2011/08/05,-5148
2011/08/06,-3772
2011/08/07,-3347
2011/08/08,-849
2011/08/09,1760
2011/08/10,-2622
2011/08/11,-903
2011/08/12,-3742
2011/08/13,-2548
2011/08/14,-462
2011/08/15,-1055
2011/08/16,1522
2011/08/17,-2452
2011/08/18,-2016
2011/08/19,-2350
2011/08/20,-1505
2011/08/21,-2410
2011/08/22,453
2011/08/23,-1338
2011/08/24,-3340
2011/08/25,-2186
2011/08/26,-1615
2011/08/27,-3284
2011/08/28,-3230
2011/08/29,2112
2011/08/30,-925
2011/08/31,-1364
2011/09/01,-2930
2011/09/02,-1062
2011/09/03,-3021
2011/09/04,-321
2011/09/05,908
2011/09/06,2165
2011/09/07,-166
2011/09/08,-4205
2011/09/09,-2051
2011/09/10,-2589
2011/09/11,-925
2011/09/12,-1455
2011/09/13,-2451
2011/09/14,-3365
2011/09/15,-4293
2011/09/16,-2447
2011/09/17,-3795
2011/09/18,-2302
2011/09/19,-1108
2011/09/20,-245
2011/09/21,-1372
2011/09/22,-2398
2011/09/23,-2199
2011/09/24,-2632
2011/09/25,-3171
2011/09/26,-1565
2011/09/27,212
2011/09/28,-2822
2011/09/29,-3868
2011/09/30,-2921
2011/10/01,-3196
2011/10/02,-3470
2011/10/03,-207
2011/10/04,-2950
2011/10/05,-2166
2011/10/06,-3718
2011/10/07,-2416
2011/10/08,-2444
2011/10/09,-3434
2011/10/10,-927
2011/10/11,-1267
2011/10/12,-1773
2011/10/13,-2559
2011/10/14,-592
2011/10/15,-1748
2011/10/16,-2128
2011/10/17,260
2011/10/18,-2239
2011/10/19,-2706
2011/10/20,-4886
2011/10/21,-3557
2011/10/22,-1663
2011/10/23,-1135
2011/10/24,140
2011/10/25,-143
2011/10/26,-868
2011/10/27,-2211
2011/10/28,-1693
2011/10/29,-182
2011/10/30,-1778
2011/10/31,-445
2011/11/01,622
2011/11/02,-1052
2011/11/03,-149
2011/11/04,939
2011/11/05,-538
2011/11/06,-1560
2011/11/07,-138
2011/11/08,817
2011/11/09,712
2011/11/10,463
2011/11/11,-1431
2011/11/12,237
2011/11/13,-1398
2011/11/14,109
2011/11/15,1746
2011/11/16,-256
2011/11/17,17
2011/11/18,204
2011/11/19,-960
2011/11/20,-1407
2011/11/21,-1804
2011/11/22,-1693
2011/11/23,-2292
2011/11/24,-2164
2011/11/25,-952
2011/11/26,-1121
2011/11/27,-1249
2011/11/28,-586
2011/11/29,1784
2011/11/30,1064
2011/12/01,93
2011/12/02,-271
2011/12/03,-1225
2011/12/04,-3071
2011/12/05,-839
2011/12/06,2601
2011/12/07,-224
2011/12/08,-1648
2011/12/09,-2434
2011/12/10,-2358
2011/12/11,-916
2011/12/12,-1379
2011/12/13,-1210
2011/12/14,-1531
2011/12/15,-3412
2011/12/16,-2444
2011/12/17,-1415
2011/12/18,-1989
2011/12/19,1819
2011/12/20,1863
2011/12/21,1110
2011/12/22,699
2011/12/23,680
2011/12/24,-302
2011/12/25,36
2011/12/26,1393
2011/12/27,462
2011/12/28,-1498
2011/12/29,-2153
2011/12/30,-2628
2011/12/31,-2226
2012/01/01,-1855
2012/01/02,-479
2012/01/03,402
2012/01/04,-572
2012/01/05,-702
2012/01/06,1072
2012/01/07,391
2012/01/08,1203
2012/01/09,767
2012/01/10,2210
2012/01/11,3059
2012/01/12,1828
2012/01/13,1676
2012/01/14,3301
2012/01/15,1859
2012/01/16,3167
2012/01/17,2934
2012/01/18,1121
2012/01/19,805
2012/01/20,1777
2012/01/21,725
2012/01/22,-727
2012/01/23,2326
2012/01/24,2319
2012/01/25,3256
2012/01/26,1887
2012/01/27,2120
2012/01/28,1110
2012/01/29,2154
2012/01/30,2173
2012/01/31,3147
2012/02/01,2251
2012/02/02,2627
2012/02/03,2630
2012/02/04,394
2012/02/05,366
2012/02/06,634
2012/02/07,777
2012/02/08,1303
2012/02/09,962
2012/02/10,1006
2012/02/11,1046
2012/02/12,71
2012/02/13,1397
2012/02/14,4026
2012/02/15,2504
2012/02/16,3046
2012/02/17,-259
2012/02/18,-50
2012/02/19,-906
2012/02/20,533
2012/02/21,2062
2012/02/22,1774
2012/02/23,1715
2012/02/24,-766
2012/02/25,73
2012/02/26,-337
2012/02/27,1384
2012/02/28,1480
2012/02/29,1291
2012/03/01,156
2012/03/02,1632
2012/03/03,-2702
2012/03/04,-290
2012/03/05,403
2012/03/06,131
2012/03/07,1245
2012/03/08,752
2012/03/09,269
2012/03/10,-2045
2012/03/11,-2763
2012/03/12,-454
2012/03/13,1583
2012/03/14,-659
2012/03/15,-3224
2012/03/16,-2149
2012/03/17,-2096
2012/03/18,-454
2012/03/19,296
2012/03/20,1891
2012/03/21,1370
2012/03/22,987
2012/03/23,-1547
2012/03/24,-2283
2012/03/25,-1476
2012/03/26,559
2012/03/27,1351
2012/03/28,828
2012/03/29,638
2012/03/30,-261
2012/03/31,-1061
2012/04/01,-3194
2012/04/02,1565
2012/04/03,1222
2012/04/04,-141
2012/04/05,207
2012/04/06,-261
2012/04/07,-1548
2012/04/08,-1301
2012/04/09,1310
2012/04/10,3333
2012/04/11,2521
2012/04/12,1064
2012/04/13,-155
2012/04/14,2131
2012/04/15,314
2012/04/16,2265
2012/04/17,2971
2012/04/18,2906
2012/04/19,1226
2012/04/20,2071
2012/04/21,374
2012/04/22,664
2012/04/23,1621
2012/04/24,2589
2012/04/25,1741
2012/04/26,3118
2012/04/27,277
2012/04/28,-551
2012/04/29,717
2012/04/30,4205
2012/05/01,5583
2012/05/02,4223
2012/05/03,4193
2012/05/04,5184
2012/05/05,4261
2012/05/06,3317
2012/05/07,9336
2012/05/08,8724
2012/05/09,8646
2012/05/10,2698
2012/05/11,7020
2012/05/12,4854
2012/05/13,4774
2012/05/14,14225
2012/05/15,10126
2012/05/16,5653
2012/05/17,4659
2012/05/18,7198
2012/05/19,13303
2012/05/20,10039
2012/05/21,12574
2012/05/22,10674
2012/05/23,11096
2012/05/24,9708
2012/05/25,10793
2012/05/26,5768
2012/05/27,8743
2012/05/28,11631
2012/05/29,13587
2012/05/30,7568
2012/05/31,6972
2012/06/01,7810
2012/06/02,-1506
2012/06/03,8348
2012/06/04,17124
2012/06/05,19088
2012/06/06,-1237
2012/06/07,7288
2012/06/08,1693
2012/06/09,8793
2012/06/10,7086
2012/06/11,6848
2012/06/12,811
2012/06/13,10429
2012/06/14,17050
2012/06/15,17480
2012/06/16,13910
2012/06/17,10436
2012/06/18,4525
2012/06/19,3143
2012/06/20,38
2012/06/21,942
2012/06/22,-990
2012/06/23,-334
2012/06/24,-2041
2012/06/25,5725
2012/06/26,7105
2012/06/27,6406
2012/06/28,-181
2012/06/29,3235
2012/06/30,2716
2012/07/01,-169
2012/07/02,12730
2012/07/03,407
2012/07/04,-9249
2012/07/05,-12386
2012/07/06,3722
2012/07/07,-1065
2012/07/08,-355
2012/07/09,349
2012/07/10,2213
2012/07/11,1911
2012/07/12,9059
2012/07/13,-14091
2012/07/14,-15657
2012/07/15,-13440
2012/07/16,-2173
2012/07/17,163
2012/07/18,-4041
2012/07/19,-606
2012/07/20,4731
2012/07/21,6037
2012/07/22,9159
2012/07/23,10368
2012/07/24,5873
2012/07/25,-1409
2012/07/26,-3942
2012/07/27,-4455
2012/07/28,4991
2012/07/29,1326
2012/07/30,3620
2012/07/31,21609
2012/08/01,2751
2012/08/02,6081
2012/08/03,4667
2012/08/04,5787
2012/08/05,6972
2012/08/06,8337
2012/08/07,10360
2012/08/08,13393
2012/08/09,-395
2012/08/10,2318
2012/08/11,3121
2012/08/12,7114
2012/08/13,14893
2012/08/14,8173
2012/08/15,6701
2012/08/16,14296
2012/08/17,15880
2012/08/18,12028
2012/08/19,4153
2012/08/20,4011
2012/08/21,8530
2012/08/22,4449
2012/08/23,6027
2012/08/24,9210
2012/08/25,3893
2012/08/26,970
2012/08/27,-758
2012/08/28,2726
2012/08/29,2729
2012/08/30,-16807
2012/08/31,6780
2012/09/01,3354
2012/09/02,-616
2012/09/03,-544
2012/09/04,2821
2012/09/05,-36
2012/09/06,5023
2012/09/07,-6253
2012/09/08,-2883
2012/09/09,1058
2012/09/10,-180
2012/09/11,4211
2012/09/12,-11114
2012/09/13,-5569
2012/09/14,-6677
2012/09/15,-22439
2012/09/16,-18556
2012/09/17,-13908
2012/09/18,-2799
2012/09/19,-1254
2012/09/20,-6010
2012/09/21,-10402
2012/09/22,-13205
2012/09/23,-11915
2012/09/24,-2857
2012/09/25,5716
2012/09/26,4862
2012/09/27,411
2012/09/28,3048
2012/09/29,-1611
2012/09/30,-15384
2012/10/01,-9794
2012/10/02,8259
2012/10/03,3750
2012/10/04,1920
2012/10/05,-496
2012/10/06,-7479
2012/10/07,-1667
2012/10/08,8327
2012/10/09,4074
2012/10/10,3300
2012/10/11,-5473
2012/10/12,2905
2012/10/13,1663
2012/10/14,-2798
2012/10/15,8328
2012/10/16,5361
2012/10/17,6109
2012/10/18,1314
2012/10/19,-4116
2012/10/20,-4322
2012/10/21,1903
2012/10/22,10149
2012/10/23,6235
2012/10/24,4060
2012/10/25,-4693
2012/10/26,-7829
2012/10/27,-8914
2012/10/28,-13761
2012/10/29,-4374
2012/10/30,3997
2012/10/31,-517
2012/11/01,-13168
2012/11/02,-6054
2012/11/03,-10860
2012/11/04,-11204
2012/11/05,-3339
2012/11/06,-2284
2012/11/07,-4127
2012/11/08,-8294
2012/11/09,-6585
2012/11/10,-6741
2012/11/11,-8439
2012/11/12,-5434
2012/11/13,-2427
2012/11/14,-4767
2012/11/15,4337
2012/11/16,3883
2012/11/17,-209
2012/11/18,4341
2012/11/19,1609
2012/11/20,3741
2012/11/21,693
2012/11/22,1827
2012/11/23,-5521
2012/11/24,-1877
2012/11/25,-1330
2012/11/26,7933
2012/11/27,6983
2012/11/28,9101
2012/11/29,2256
2012/11/30,645
2012/12/01,1610
2012/12/02,-4947
2012/12/03,-1530
2012/12/04,5755
2012/12/05,4439
2012/12/06,1476
2012/12/07,-1889
2012/12/08,2112
2012/12/09,1332
2012/12/10,2069
2012/12/11,6107
2012/12/12,7414
2012/12/13,8951
2012/12/14,3460
2012/12/15,-7400
2012/12/16,-7698
2012/12/17,89
2012/12/18,5713
2012/12/19,1022
2012/12/20,-4151
2012/12/21,2240
2012/12/22,11932
2012/12/23,3929
2012/12/24,1431
2012/12/25,-2462
2012/12/26,-5876
2012/12/27,-1130
2012/12/28,1050
2012/12/29,-1337
2012/12/30,9516
2012/12/31,1509
2013/01/01,7372
2013/01/02,10847
2013/01/03,11123
2013/01/04,5457
2013/01/05,9034
2013/01/06,1692
2013/01/07,8768
2013/01/08,9451
2013/01/09,14264
2013/01/10,15167
2013/01/11,15925
2013/01/12,2190
2013/01/13,8504
2013/01/14,5920
2013/01/15,15811
2013/01/16,12184
2013/01/17,3821
2013/01/18,8969
2013/01/19,7679
2013/01/20,-112
2013/01/21,-10040
2013/01/22,8855
2013/01/23,8112
2013/01/24,15448
2013/01/25,14320
2013/01/26,13191
2013/01/27,7703
2013/01/28,10735
2013/01/29,3724
2013/01/30,6735
2013/01/31,8731
2013/02/01,14882
2013/02/02,2004
2013/02/03,5541
2013/02/04,1318
2013/02/05,15062
2013/02/06,2072
2013/02/07,6067
2013/02/08,4059
2013/02/09,-3490
2013/02/10,-3567
2013/02/11,2271
2013/02/12,-407
2013/02/13,6193
2013/02/14,-6500
2013/02/15,-7428
2013/02/16,-8022
2013/02/17,-7255
2013/02/18,355
2013/02/19,3678
2013/02/20,5341
2013/02/21,2167
2013/02/22,5997
2013/02/23,999
2013/02/24,2277
2013/02/25,1801
2013/02/26,3439
2013/02/27,1084
2013/02/28,2323
2013/03/01,12621
2013/03/02,-1697
2013/03/03,-15495
2013/03/04,-3361
2013/03/05,-244
2013/03/06,7293
2013/03/07,-447
2013/03/08,886
2013/03/09,-7287
2013/03/10,-2956
2013/03/11,-3228
2013/03/12,-2604
2013/03/13,7173
2013/03/14,3175
2013/03/15,7623
2013/03/16,-2445
2013/03/17,-1942
2013/03/18,8120
2013/03/19,12843
2013/03/20,7018
2013/03/21,8430
2013/03/22,14055
2013/03/23,4674
2013/03/24,8728
2013/03/25,6413
2013/03/26,9337
2013/03/27,9983
2013/03/28,13954
2013/03/29,18803
2013/03/30,10988
2013/03/31,-5218
2013/04/01,15601
2013/04/02,31080
2013/04/03,32334
2013/04/04,31466
2013/04/05,22691
2013/04/06,7426
2013/04/07,11800
2013/04/08,31834
2013/04/09,35094
2013/04/10,48145
2013/04/11,37090
2013/04/12,21080
2013/04/13,13287
2013/04/14,-656
2013/04/15,25569
2013/04/16,32895
2013/04/17,20615
2013/04/18,8099
2013/04/19,24678
2013/04/20,4296
2013/04/21,-4734
2013/04/22,11064
2013/04/23,14028
2013/04/24,18101
2013/04/25,14024
2013/04/26,7703
2013/04/27,-10079
2013/04/28,-12163
2013/04/29,2706
2013/04/30,4826
2013/05/01,5299
2013/05/02,-9948
2013/05/03,-19999
2013/05/04,-30198
2013/05/05,-25376
2013/05/06,-2030
2013/05/07,6458
2013/05/08,-11091
2013/05/09,-17775
2013/05/10,-27632
2013/05/11,-22266
2013/05/12,-19147
2013/05/13,-2618
2013/05/14,10990
2013/05/15,-2904
2013/05/16,-11954
2013/05/17,-10721
2013/05/18,-9887
2013/05/19,-25597
2013/05/20,-2650
2013/05/21,8827
2013/05/22,-4289
2013/05/23,-6024
2013/05/24,-8306
2013/05/25,-19395
2013/05/26,-17887
2013/05/27,-292
2013/05/28,5330
2013/05/29,-422
2013/05/30,7552
2013/05/31,-2860
2013/06/01,-7300
2013/06/02,-7867
2013/06/03,8530
2013/06/04,8260
2013/06/05,-1154
2013/06/06,-7318
2013/06/07,-4334
2013/06/08,-17974
2013/06/09,-19030
2013/06/10,-11881
2013/06/11,-899
2013/06/12,-8861
2013/06/13,-9669
2013/06/14,-277
2013/06/15,-17801
2013/06/16,-16627
2013/06/17,-3508
2013/06/18,3156
2013/06/19,2005
2013/06/20,-7775
2013/06/21,-607
2013/06/22,-17365
2013/06/23,-20693
2013/06/24,1428
2013/06/25,3156
2013/06/26,-722
2013/06/27,-7164
2013/06/28,-4214
2013/06/29,-12896
2013/06/30,-16953
2013/07/01,3175
2013/07/02,3694
2013/07/03,-3422
2013/07/04,-10118
2013/07/05,-6242
2013/07/06,-15629
2013/07/07,-20539
2013/07/08,6320
2013/07/09,10543
2013/07/10,4309
2013/07/11,9522
2013/07/12,16890
2013/07/13,-3339
2013/07/14,-23851
2013/07/15,4193
2013/07/16,14299
2013/07/17,4602
2013/07/18,211
2013/07/19,-5152
2013/07/20,-14042
2013/07/21,-13328
2013/07/22,3270
2013/07/23,11660
2013/07/24,1665
2013/07/25,3510
2013/07/26,-449
2013/07/27,-7582
2013/07/28,-15080
2013/07/29,9226
2013/07/30,17473
2013/07/31,11155
2013/08/01,17795
2013/08/02,11851
2013/08/03,1959
2013/08/04,-1826
2013/08/05,20123
2013/08/06,23669
2013/08/07,10559
2013/08/08,6060
2013/08/09,1310
2013/08/10,-9429
2013/08/11,-22684
2013/08/12,37398
2013/08/13,19724
2013/08/14,13838
2013/08/15,6066
2013/08/16,15890
2013/08/17,-373
2013/08/18,-2982
2013/08/19,28194
2013/08/20,22079
2013/08/21,15183
2013/08/22,16092
2013/08/23,6932
2013/08/24,-3266
2013/08/25,-4940
2013/08/26,16615
2013/08/27,25156
2013/08/28,12235
2013/08/29,1846
2013/08/30,4049
2013/08/31,-4430
2013/09/01,-23444
2013/09/02,-4525
2013/09/03,3850
2013/09/04,-6103
2013/09/05,-6923
2013/09/06,-9323
2013/09/07,-13618
2013/09/08,-13534
2013/09/09,-1040
2013/09/10,5627
2013/09/11,-31489
2013/09/12,-1893
2013/09/13,-10201
2013/09/14,-19977
2013/09/15,-28331
2013/09/16,644
2013/09/17,7812
2013/09/18,-10351
2013/09/19,-5681
2013/09/20,-9405
2013/09/21,-21188
2013/09/22,-16628
2013/09/23,6741
2013/09/24,11369
2013/09/25,-4943
2013/09/26,-8977
2013/09/27,-11084
2013/09/28,-11966
2013/09/29,-22677
2013/09/30,-7406
2013/10/01,21965
2013/10/02,20229
2013/10/03,4541
2013/10/04,-3149
2013/10/05,-10840
2013/10/06,-10780
2013/10/07,5502
2013/10/08,13800
2013/10/09,6290
2013/10/10,8192
2013/10/11,317
2013/10/12,-8341
2013/10/13,-3523
2013/10/14,16042
2013/10/15,20056
2013/10/16,10980
2013/10/17,-29
2013/10/18,1584
2013/10/19,861
2013/10/20,-8136
2013/10/21,12656
2013/10/22,20959
2013/10/23,9090
2013/10/24,18055
2013/10/25,14187
2013/10/26,-6899
2013/10/27,-9117
2013/10/28,10544
2013/10/29,12614
2013/10/30,7811
2013/10/31,2042
2013/11/01,-4996
2013/11/02,-704
2013/11/03,3453
2013/11/04,27718
2013/11/05,40646
2013/11/06,30113
2013/11/07,38979
2013/11/08,31931
2013/11/09,27150
2013/11/10,20342
2013/11/11,22355
2013/11/12,30823
2013/11/13,26986
2013/11/14,32831
2013/11/15,21796
2013/11/16,17159
2013/11/17,15383
2013/11/18,58143
2013/11/19,92270
2013/11/20,52753
2013/11/21,40763
2013/11/22,44433
2013/11/23,30561
2013/11/24,15603
2013/11/25,48937
2013/11/26,78658
2013/11/27,81627
2013/11/28,79152
2013/11/29,63310
2013/11/30,41655
2013/12/01,47397
2013/12/02,56967
2013/12/03,62396
2013/12/04,51844
2013/12/05,44896
2013/12/06,28035
2013/12/07,7596
2013/12/08,-14729
2013/12/09,15371
2013/12/10,24536
2013/12/11,30313
2013/12/12,9983
2013/12/13,11387
2013/12/14,-2693
2013/12/15,211
2013/12/16,35077
2013/12/17,31974
2013/12/18,4998
2013/12/19,-34131
2013/12/20,-18221
2013/12/21,-20476
2013/12/22,-32605
2013/12/23,-21731
2013/12/24,6436
2013/12/25,-7485
2013/12/26,-40670
2013/12/27,-54041
2013/12/28,-62629
2013/12/29,-55145
2013/12/30,-15149
2013/12/31,-28333
2014/01/01,-44340
2014/01/02,-27033
2014/01/03,-24931
2014/01/04,-47398
2014/01/05,-18970
2014/01/06,4520
2014/01/07,17283
2014/01/08,-10202
2014/01/09,-10155
2014/01/10,-15253
2014/01/11,-3793
2014/01/12,-19132
2014/01/13,-5661
2014/01/14,-95
2014/01/15,-17483
2014/01/16,-24125
2014/01/17,-38389
2014/01/18,-31825
2014/01/19,-19201
2014/01/20,18346
2014/01/21,31574
2014/01/22,17330
2014/01/23,3722
2014/01/24,3607
2014/01/25,-2669
2014/01/26,-789
2014/01/27,24077
2014/01/28,32117
2014/01/29,2114
2014/01/30,20805
2014/01/31,35216
2014/02/01,3994
2014/02/02,-6598
2014/02/03,23264
2014/02/04,25962
2014/02/05,1189
2014/02/06,21452
2014/02/07,26661
2014/02/08,11850
2014/02/09,569
2014/02/10,17213
2014/02/11,26401
2014/02/12,12337
2014/02/13,19092
2014/02/14,23952
2014/02/15,21494
2014/02/16,-642
2014/02/17,22896
2014/02/18,29324
2014/02/19,23441
2014/02/20,21090
2014/02/21,29011
2014/02/22,15170
2014/02/23,23828
2014/02/24,60887
2014/02/25,68043
2014/02/26,40068
2014/02/27,18350
2014/02/28,25610
2014/03/01,25370
2014/03/02,4752
2014/03/03,58774
2014/03/04,71974
2014/03/05,39229
2014/03/06,19725
2014/03/07,23873
2014/03/08,12124
2014/03/09,2588
2014/03/10,18964
2014/03/11,39519
2014/03/12,34924
2014/03/13,29241
2014/03/14,13931
2014/03/15,-10264
2014/03/16,-23050
2014/03/17,10194
2014/03/18,7841
2014/03/19,8231
2014/03/20,1522
2014/03/21,2439
2014/03/22,-25404
2014/03/23,-36160
2014/03/24,6721
2014/03/25,-2743
2014/03/26,-24115
2014/03/27,-18958
2014/03/28,-13663
2014/03/29,-26652
2014/03/30,-29113
2014/03/31,-5330
2014/04/01,18006
2014/04/02,-27353
2014/04/03,-66462
2014/04/04,-14988
2014/04/05,-28801
2014/04/06,-21852
2014/04/07,-11780
2014/04/08,-720
2014/04/09,7739
2014/04/10,5339
2014/04/11,-12896
2014/04/12,-37521
2014/04/13,-9235
2014/04/14,40872
2014/04/15,39133
2014/04/16,6983
2014/04/17,17587
2014/04/18,2270
2014/04/19,-6607
2014/04/20,-33427
2014/04/21,-4945
2014/04/22,37298
2014/04/23,-5564
2014/04/24,-6499
2014/04/25,4609
2014/04/26,-40789
2014/04/27,-35178
2014/04/28,20699
2014/04/29,26542
