Date,size7wma
2011/09/14,20933
2011/09/15,20032
2011/09/16,20236
2011/09/17,19304
2011/09/18,18194
2011/09/19,19497
2011/09/20,21723
2011/09/21,23003
2011/09/22,22101
2011/09/23,21737
2011/09/24,21624
2011/09/25,20935
2011/09/26,19870
2011/09/27,19493
2011/09/28,18647
2011/09/29,18420
2011/09/30,18626
2011/10/01,17940
2011/10/02,17702
2011/10/03,17708
2011/10/04,18865
2011/10/05,18498
2011/10/06,18969
2011/10/07,18755
2011/10/08,18933
2011/10/09,18758
2011/10/10,18924
2011/10/11,21361
2011/10/12,21703
2011/10/13,21980
2011/10/14,21447
2011/10/15,20492
2011/10/16,19770
2011/10/17,20228
2011/10/18,19316
2011/10/19,18506
2011/10/20,17814
2011/10/21,17304
2011/10/22,18351
2011/10/23,18976
2011/10/24,19057
2011/10/25,18687
2011/10/26,18852
2011/10/27,18988
2011/10/28,19557
2011/10/29,20022
2011/10/30,19700
2011/10/31,18813
2011/11/01,17931
2011/11/02,17064
2011/11/03,17361
2011/11/04,17539
2011/11/05,17352
2011/11/06,16372
2011/11/07,16764
2011/11/08,17072
2011/11/09,17023
2011/11/10,17628
2011/11/11,17997
2011/11/12,17469
2011/11/13,16862
2011/11/14,17109
2011/11/15,16840
2011/11/16,17384
2011/11/17,17034
2011/11/18,16926
2011/11/19,16930
2011/11/20,16919
2011/11/21,16751
2011/11/22,16721
2011/11/23,16698
2011/11/24,17557
2011/11/25,17468
2011/11/26,17477
2011/11/27,17653
2011/11/28,18301
2011/11/29,19236
2011/11/30,19648
2011/12/01,18907
2011/12/02,18868
2011/12/03,18224
2011/12/04,17744
2011/12/05,17214
2011/12/06,17640
2011/12/07,18050
2011/12/08,17841
2011/12/09,17418
2011/12/10,17183
2011/12/11,17214
2011/12/12,17575
2011/12/13,17763
2011/12/14,17251
2011/12/15,17265
2011/12/16,17923
2011/12/17,17110
2011/12/18,16102
2011/12/19,16200
2011/12/20,18274
2011/12/21,17959
2011/12/22,17870
2011/12/23,17609
2011/12/24,16643
2011/12/25,15602
2011/12/26,14793
2011/12/27,14710
2011/12/28,14499
2011/12/29,14970
2011/12/30,14998
2011/12/31,15407
2012/01/01,15921
2012/01/02,16797
2012/01/03,17254
2012/01/04,17921
2012/01/05,19742
2012/01/06,20551
2012/01/07,19853
2012/01/08,20070
2012/01/09,20159
2012/01/10,22523
2012/01/11,23939
2012/01/12,23235
2012/01/13,23081
2012/01/14,22478
2012/01/15,21987
2012/01/16,21185
2012/01/17,20375
2012/01/18,21235
2012/01/19,21299
2012/01/20,21234
2012/01/21,20560
2012/01/22,19523
2012/01/23,18289
2012/01/24,19432
2012/01/25,20650
2012/01/26,21123
2012/01/27,21387
2012/01/28,21072
2012/01/29,20440
2012/01/30,19210
2012/01/31,19494
2012/02/01,19590
2012/02/02,20044
2012/02/03,20280
2012/02/04,20621
2012/02/05,20934
2012/02/06,20499
2012/02/07,20806
2012/02/08,20856
2012/02/09,21415
2012/02/10,22998
2012/02/11,23248
2012/02/12,22538
2012/02/13,23580
2012/02/14,25724
2012/02/15,27057
2012/02/16,28700
2012/02/17,26573
2012/02/18,24140
2012/02/19,21993
2012/02/20,20610
2012/02/21,20449
2012/02/22,19762
2012/02/23,20196
2012/02/24,20910
2012/02/25,20475
2012/02/26,19938
2012/02/27,19734
2012/02/28,19457
2012/02/29,18736
2012/03/01,19516
2012/03/02,21629
2012/03/03,21588
2012/03/04,21794
2012/03/05,22590
2012/03/06,22963
2012/03/07,22153
2012/03/08,21443
2012/03/09,20522
2012/03/10,19839
2012/03/11,19493
2012/03/12,18846
2012/03/13,20157
2012/03/14,21748
2012/03/15,22832
2012/03/16,22515
2012/03/17,21626
2012/03/18,20303
2012/03/19,20280
2012/03/20,19610
2012/03/21,19299
2012/03/22,19123
2012/03/23,19700
2012/03/24,18582
2012/03/25,18397
2012/03/26,18911
2012/03/27,19036
2012/03/28,19829
2012/03/29,20917
2012/03/30,20973
2012/03/31,20017
2012/04/01,19599
2012/04/02,21147
2012/04/03,22710
2012/04/04,23047
2012/04/05,24951
2012/04/06,25514
2012/04/07,24829
2012/04/08,23158
2012/04/09,22077
2012/04/10,22504
2012/04/11,23248
2012/04/12,24681
2012/04/13,25335
2012/04/14,25722
2012/04/15,27021
2012/04/16,27355
2012/04/17,27833
2012/04/18,29166
2012/04/19,27925
2012/04/20,28040
2012/04/21,26580
2012/04/22,24978
2012/04/23,24600
2012/04/24,24355
2012/04/25,24829
2012/04/26,25519
2012/04/27,25483
2012/04/28,24785
2012/04/29,23352
2012/04/30,23109
2012/05/01,24112
2012/05/02,25844
2012/05/03,29281
2012/05/04,32341
2012/05/05,33661
2012/05/06,34686
2012/05/07,38385
2012/05/08,40358
2012/05/09,42658
2012/05/10,42866
2012/05/11,47434
2012/05/12,51827
2012/05/13,51257
2012/05/14,61190
2012/05/15,66569
2012/05/16,69105
2012/05/17,70135
2012/05/18,72162
2012/05/19,80849
2012/05/20,86693
2012/05/21,93367
2012/05/22,94408
2012/05/23,95758
2012/05/24,96447
2012/05/25,98652
2012/05/26,91487
2012/05/27,85965
2012/05/28,86529
2012/05/29,90750
2012/05/30,90086
2012/05/31,84820
2012/06/01,83129
2012/06/02,71496
2012/06/03,76039
2012/06/04,88327
2012/06/05,98773
2012/06/06,88334
2012/06/07,93503
2012/06/08,90867
2012/06/09,89921
2012/06/10,91667
2012/06/11,92662
2012/06/12,84267
2012/06/13,103907
2012/06/14,124068
2012/06/15,135269
2012/06/16,136531
2012/06/17,133539
2012/06/18,126579
2012/06/19,122908
2012/06/20,115405
2012/06/21,106753
2012/06/22,98194
2012/06/23,88150
2012/06/24,83814
2012/06/25,81953
2012/06/26,82050
2012/06/27,81580
2012/06/28,82576
2012/06/29,78873
2012/06/30,77333
2012/07/01,71645
2012/07/02,69711
2012/07/03,66258
2012/07/04,65592
2012/07/05,65525
2012/07/06,66174
2012/07/07,65704
2012/07/08,64328
2012/07/09,64845
2012/07/10,74048
2012/07/11,82148
2012/07/12,81002
2012/07/13,79595
2012/07/14,75775
2012/07/15,77102
2012/07/16,80786
2012/07/17,82741
2012/07/18,86612
2012/07/19,93126
2012/07/20,99331
2012/07/21,102654
2012/07/22,100999
2012/07/23,100466
2012/07/24,94534
2012/07/25,87897
2012/07/26,84031
2012/07/27,77133
2012/07/28,79777
2012/07/29,81379
2012/07/30,83388
2012/07/31,97646
2012/08/01,100130
2012/08/02,98678
2012/08/03,93411
2012/08/04,89924
2012/08/05,91093
2012/08/06,92875
2012/08/07,86445
2012/08/08,89410
2012/08/09,86770
2012/08/10,83687
2012/08/11,81631
2012/08/12,82319
2012/08/13,93131
2012/08/14,94881
2012/08/15,108084
2012/08/16,115634
2012/08/17,120918
2012/08/18,117978
2012/08/19,114102
2012/08/20,107685
2012/08/21,104384
2012/08/22,101274
2012/08/23,93909
2012/08/24,90991
2012/08/25,92254
2012/08/26,85944
2012/08/27,87482
2012/08/28,86011
2012/08/29,84646
2012/08/30,86365
2012/08/31,94290
2012/09/01,97542
2012/09/02,96227
2012/09/03,98552
2012/09/04,103655
2012/09/05,103379
2012/09/06,103722
2012/09/07,98428
2012/09/08,96561
2012/09/09,92376
2012/09/10,91890
2012/09/11,95758
2012/09/12,91477
2012/09/13,93438
2012/09/14,95503
2012/09/15,92346
2012/09/16,89536
2012/09/17,82565
2012/09/18,81892
2012/09/19,85705
2012/09/20,85115
2012/09/21,84146
2012/09/22,81598
2012/09/23,81455
2012/09/24,82540
2012/09/25,79187
2012/09/26,84418
2012/09/27,83139
2012/09/28,86024
2012/09/29,82042
2012/09/30,77247
2012/10/01,80950
2012/10/02,86647
2012/10/03,90537
2012/10/04,98899
2012/10/05,105122
2012/10/06,106128
2012/10/07,113613
2012/10/08,110436
2012/10/09,111712
2012/10/10,107679
2012/10/11,102845
2012/10/12,98645
2012/10/13,98720
2012/10/14,98512
2012/10/15,95303
2012/10/16,97069
2012/10/17,101002
2012/10/18,99437
2012/10/19,98280
2012/10/20,96687
2012/10/21,100983
2012/10/22,106125
2012/10/23,110374
2012/10/24,107422
2012/10/25,104545
2012/10/26,94894
2012/10/27,81365
2012/10/28,71171
2012/10/29,68060
2012/10/30,72829
2012/10/31,77295
2012/11/01,78978
2012/11/02,84024
2012/11/03,83680
2012/11/04,82054
2012/11/05,85313
2012/11/06,90779
2012/11/07,95217
2012/11/08,97284
2012/11/09,93303
2012/11/10,92758
2012/11/11,87348
2012/11/12,85086
2012/11/13,84261
2012/11/14,85656
2012/11/15,94347
2012/11/16,103065
2012/11/17,108973
2012/11/18,110489
2012/11/19,112775
2012/11/20,113605
2012/11/21,115835
2012/11/22,111534
2012/11/23,108134
2012/11/24,103140
2012/11/25,106164
2012/11/26,106125
2012/11/27,101595
2012/11/28,100507
2012/11/29,101534
2012/11/30,102816
2012/12/01,100149
2012/12/02,91536
2012/12/03,85282
2012/12/04,97093
2012/12/05,106568
2012/12/06,113750
2012/12/07,115229
2012/12/08,115054
2012/12/09,117156
2012/12/10,118188
2012/12/11,117157
2012/12/12,120002
2012/12/13,127953
2012/12/14,139515
2012/12/15,138061
2012/12/16,140696
2012/12/17,139542
2012/12/18,150741
2012/12/19,148102
2012/12/20,149797
2012/12/21,150929
2012/12/22,149097
2012/12/23,145389
2012/12/24,142338
2012/12/25,130537
2012/12/26,125809
2012/12/27,125196
2012/12/28,124269
2012/12/29,123903
2012/12/30,121552
2012/12/31,113244
2013/01/01,106755
2013/01/02,106954
2013/01/03,105764
2013/01/04,113850
2013/01/05,115501
2013/01/06,112986
2013/01/07,112184
2013/01/08,121753
2013/01/09,128928
2013/01/10,138716
2013/01/11,152389
2013/01/12,158422
2013/01/13,162671
2013/01/14,155900
2013/01/15,156150
2013/01/16,161689
2013/01/17,170882
2013/01/18,175083
2013/01/19,172965
2013/01/20,166205
2013/01/21,159954
2013/01/22,154581
2013/01/23,157069
2013/01/24,153911
2013/01/25,155846
2013/01/26,155522
2013/01/27,157974
2013/01/28,161211
2013/01/29,160658
2013/01/30,152175
2013/01/31,144648
2013/02/01,151700
2013/02/02,153115
2013/02/03,151945
2013/02/04,152297
2013/02/05,150221
2013/02/06,145619
2013/02/07,153059
2013/02/08,159246
2013/02/09,165132
2013/02/10,163942
2013/02/11,165307
2013/02/12,173170
2013/02/13,170689
2013/02/14,167041
2013/02/15,161112
2013/02/16,151170
2013/02/17,143454
2013/02/18,141217
2013/02/19,143851
2013/02/20,144856
2013/02/21,144398
2013/02/22,150689
2013/02/23,155254
2013/02/24,157530
2013/02/25,156197
2013/02/26,160898
2013/02/27,157857
2013/02/28,161902
2013/03/01,170565
2013/03/02,174127
2013/03/03,171253
2013/03/04,170362
2013/03/05,176390
2013/03/06,181717
2013/03/07,187129
2013/03/08,181434
2013/03/09,175842
2013/03/10,178221
2013/03/11,175867
2013/03/12,175669
2013/03/13,172892
2013/03/14,168191
2013/03/15,169283
2013/03/16,152070
2013/03/17,131840
2013/03/18,122003
2013/03/19,120639
2013/03/20,113867
2013/03/21,115108
2013/03/22,118288
2013/03/23,121601
2013/03/24,125235
2013/03/25,136777
2013/03/26,144341
2013/03/27,158199
2013/03/28,165106
2013/03/29,170930
2013/03/30,177550
2013/03/31,171957
2013/04/01,163582
2013/04/02,165301
2013/04/03,168709
2013/04/04,181688
2013/04/05,185138
2013/04/06,180275
2013/04/07,188166
2013/04/08,191427
2013/04/09,188696
2013/04/10,183161
2013/04/11,190202
2013/04/12,184245
2013/04/13,174580
2013/04/14,172888
2013/04/15,168956
2013/04/16,171036
2013/04/17,168696
2013/04/18,161675
2013/04/19,174022
2013/04/20,171115
2013/04/21,159183
2013/04/22,155112
2013/04/23,158420
2013/04/24,170747
2013/04/25,172958
2013/04/26,169543
2013/04/27,165444
2013/04/28,155412
2013/04/29,151805
2013/04/30,156665
2013/05/01,158498
2013/05/02,168370
2013/05/03,173872
2013/05/04,172361
2013/05/05,169136
2013/05/06,167452
2013/05/07,167174
2013/05/08,163657
2013/05/09,168766
2013/05/10,174532
2013/05/11,180005
2013/05/12,182196
2013/05/13,179988
2013/05/14,185860
2013/05/15,194648
2013/05/16,197030
2013/05/17,192200
2013/05/18,186349
2013/05/19,174828
2013/05/20,174608
2013/05/21,172213
2013/05/22,167036
2013/05/23,164814
2013/05/24,163162
2013/05/25,159550
2013/05/26,152693
2013/05/27,149926
2013/05/28,153567
2013/05/29,154987
2013/05/30,155426
2013/05/31,153837
2013/06/01,147042
2013/06/02,140227
2013/06/03,135130
2013/06/04,131648
2013/06/05,134095
2013/06/06,135905
2013/06/07,141005
2013/06/08,137854
2013/06/09,137554
2013/06/10,132972
2013/06/11,129782
2013/06/12,122596
2013/06/13,117355
2013/06/14,119023
2013/06/15,113036
2013/06/16,110460
2013/06/17,118047
2013/06/18,126341
2013/06/19,136386
2013/06/20,144024
2013/06/21,143301
2013/06/22,138909
2013/06/23,131053
2013/06/24,130343
2013/06/25,128046
2013/06/26,124705
2013/06/27,124455
2013/06/28,127293
2013/06/29,122610
2013/06/30,115071
2013/07/01,113213
2013/07/02,113144
2013/07/03,105632
2013/07/04,102169
2013/07/05,98028
2013/07/06,94012
2013/07/07,88712
2013/07/08,88601
2013/07/09,91364
2013/07/10,92048
2013/07/11,98045
2013/07/12,112587
2013/07/13,115806
2013/07/14,113375
2013/07/15,112080
2013/07/16,111905
2013/07/17,108944
2013/07/18,109756
2013/07/19,105457
2013/07/20,99656
2013/07/21,95013
2013/07/22,97602
2013/07/23,103597
2013/07/24,109304
2013/07/25,117966
2013/07/26,117156
2013/07/27,113304
2013/07/28,111351
2013/07/29,110339
2013/07/30,106604
2013/07/31,110002
2013/08/01,115996
2013/08/02,118210
2013/08/03,121345
2013/08/04,120384
2013/08/05,121187
2013/08/06,122635
2013/08/07,125497
2013/08/08,125794
2013/08/09,122836
2013/08/10,120270
2013/08/11,110231
2013/08/12,114654
2013/08/13,119796
2013/08/14,126165
2013/08/15,136577
2013/08/16,150518
2013/08/17,148755
2013/08/18,146594
2013/08/19,154489
2013/08/20,154198
2013/08/21,150122
2013/08/22,144972
2013/08/23,140987
2013/08/24,138295
2013/08/25,138488
2013/08/26,140212
2013/08/27,149216
2013/08/28,153303
2013/08/29,149905
2013/08/30,147962
2013/08/31,135598
2013/09/01,123659
2013/09/02,116190
2013/09/03,116497
2013/09/04,122456
2013/09/05,127772
2013/09/06,133852
2013/09/07,142083
2013/09/08,141887
2013/09/09,138429
2013/09/10,134843
2013/09/11,126864
2013/09/12,122095
2013/09/13,114977
2013/09/14,106783
2013/09/15,113419
2013/09/16,125189
2013/09/17,136622
2013/09/18,146229
2013/09/19,146997
2013/09/20,145520
2013/09/21,141304
2013/09/22,132935
2013/09/23,131923
2013/09/24,130170
2013/09/25,125992
2013/09/26,134316
2013/09/27,132429
2013/09/28,128341
2013/09/29,124991
2013/09/30,126219
2013/10/01,129121
2013/10/02,137343
2013/10/03,139806
2013/10/04,139041
2013/10/05,129588
2013/10/06,124889
2013/10/07,128436
2013/10/08,127012
2013/10/09,127420
2013/10/10,130035
2013/10/11,130414
2013/10/12,125836
2013/10/13,123587
2013/10/14,119890
2013/10/15,114198
2013/10/16,113633
2013/10/17,117596
2013/10/18,124152
2013/10/19,126856
2013/10/20,126679
2013/10/21,130925
2013/10/22,132898
2013/10/23,133739
2013/10/24,140002
2013/10/25,137407
2013/10/26,135307
2013/10/27,130744
2013/10/28,131125
2013/10/29,134161
2013/10/30,131540
2013/10/31,131957
2013/11/01,125966
2013/11/02,120556
2013/11/03,115496
2013/11/04,114910
2013/11/05,124023
2013/11/06,139858
2013/11/07,162098
2013/11/08,183924
2013/11/09,193798
2013/11/10,193929
2013/11/11,185718
2013/11/12,174124
2013/11/13,173957
2013/11/14,173427
2013/11/15,172186
2013/11/16,158319
2013/11/17,153088
2013/11/18,177805
2013/11/19,213113
2013/11/20,222503
2013/11/21,240368
2013/11/22,243245
2013/11/23,239903
2013/11/24,226775
2013/11/25,213815
2013/11/26,218448
2013/11/27,228680
2013/11/28,233671
2013/11/29,239922
2013/11/30,232921
2013/12/01,223352
2013/12/02,224171
2013/12/03,212125
2013/12/04,214308
2013/12/05,218970
2013/12/06,206687
2013/12/07,196254
2013/12/08,176029
2013/12/09,171251
2013/12/10,173353
2013/12/11,176268
2013/12/12,174167
2013/12/13,176150
2013/12/14,175351
2013/12/15,175640
2013/12/16,176029
2013/12/17,173452
2013/12/18,180481
2013/12/19,173307
2013/12/20,175620
2013/12/21,175396
2013/12/22,171977
2013/12/23,170521
2013/12/24,169163
2013/12/25,170118
2013/12/26,169547
2013/12/27,163348
2013/12/28,166338
2013/12/29,168438
2013/12/30,170184
2013/12/31,164033
2014/01/01,148859
2014/01/02,163197
2014/01/03,171760
2014/01/04,175616
2014/01/05,174502
2014/01/06,182928
2014/01/07,183712
2014/01/08,178700
2014/01/09,167789
2014/01/10,160645
2014/01/11,153688
2014/01/12,144844
2014/01/13,147433
2014/01/14,153347
2014/01/15,156251
2014/01/16,158328
2014/01/17,167374
2014/01/18,163531
2014/01/19,159046
2014/01/20,164414
2014/01/21,178066
2014/01/22,178053
2014/01/23,181113
2014/01/24,179607
2014/01/25,177603
2014/01/26,177781
2014/01/27,179031
2014/01/28,187275
2014/01/29,189845
2014/01/30,187182
2014/01/31,183158
2014/02/01,175271
2014/02/02,169638
2014/02/03,170275
2014/02/04,181221
2014/02/05,191929
2014/02/06,198892
2014/02/07,213374
2014/02/08,210507
2014/02/09,212296
2014/02/10,212258
2014/02/11,208332
2014/02/12,218077
2014/02/13,218457
2014/02/14,220317
2014/02/15,211754
2014/02/16,194779
2014/02/17,197931
2014/02/18,203074
2014/02/19,202329
2014/02/20,208373
2014/02/21,221358
2014/02/22,215608
2014/02/23,216068
2014/02/24,218070
2014/02/25,233667
2014/02/26,235106
2014/02/27,229280
2014/02/28,231315
2014/03/01,240176
2014/03/02,240819
2014/03/03,263718
2014/03/04,289055
2014/03/05,293216
2014/03/06,285976
2014/03/07,278400
2014/03/08,260893
2014/03/09,242347
2014/03/10,244812
2014/03/11,242523
2014/03/12,241054
2014/03/13,245469
2014/03/14,261723
2014/03/15,246008
2014/03/16,226534
2014/03/17,219226
2014/03/18,205286
2014/03/19,205903
2014/03/20,205560
2014/03/21,211046
2014/03/22,221290
2014/03/23,204972
2014/03/24,207556
2014/03/25,217244
2014/03/26,223695
2014/03/27,228181
2014/03/28,227176
2014/03/29,214906
2014/03/30,220004
2014/03/31,216233
2014/04/01,214877
2014/04/02,209095
2014/04/03,199749
2014/04/04,198391
2014/04/05,196319
2014/04/06,198663
2014/04/07,209534
2014/04/08,231428
2014/04/09,238441
2014/04/10,246403
2014/04/11,243867
2014/04/12,226990
2014/04/13,208974
2014/04/14,206194
2014/04/15,210771
2014/04/16,224534
2014/04/17,225485
2014/04/18,222994
2014/04/19,218093
2014/04/20,206428
2014/04/21,199781
2014/04/22,218399
2014/04/23,223833
2014/04/24,239755
2014/04/25,240384
2014/04/26,228598
2014/04/27,217528
2014/04/28,220542
2014/04/29,218896
2014/04/30,230200
2014/05/01,220906
