Date,fee_to_reward14rsiUSD
2010/10/24,48.098
2010/10/25,48.098
2010/10/26,48.098
2010/10/27,48.098
2010/10/28,48.098
2010/10/29,48.098
2010/10/30,48.098
2010/10/31,48.098
2010/11/01,48.098
2010/11/02,48.098
2010/11/03,48.098
2010/11/04,48.098
2010/11/05,48.098
2010/11/06,48.098
2010/11/07,48.098
2010/11/08,80.346
2010/11/09,48.137
2010/11/10,48.137
2010/11/11,48.137
2010/11/12,48.137
2010/11/13,48.137
2010/11/14,48.137
2010/11/15,58.231
2010/11/16,48.141
2010/11/17,48.141
2010/11/18,48.141
2010/11/19,50.462
2010/11/20,71.33
2010/11/21,66.912
2010/11/22,63.407
2010/11/23,60.868
2010/11/24,47.654
2010/11/25,45.127
2010/11/26,50.729
2010/11/27,46.085
2010/11/28,45.675
2010/11/29,46.406
2010/11/30,45.963
2010/12/01,46.729
2010/12/02,47.389
2010/12/03,46.072
2010/12/04,46.076
2010/12/05,46.762
2010/12/06,47.218
2010/12/07,48.093
2010/12/08,46.918
2010/12/09,46.921
2010/12/10,49.353
2010/12/11,50.364
2010/12/12,51.429
2010/12/13,59.149
2010/12/14,47.163
2010/12/15,47.668
2010/12/16,49.559
2010/12/17,55.379
2010/12/18,48.135
2010/12/19,49.62
2010/12/20,47.699
2010/12/21,49.204
2010/12/22,52.346
2010/12/23,47.97
2010/12/24,48.784
2010/12/25,47.836
2010/12/26,49.698
2010/12/27,48.555
2010/12/28,49.464
2010/12/29,51.892
2010/12/30,48.985
2010/12/31,45.546
2011/01/01,48.826
2011/01/02,49.134
2011/01/03,69.817
2011/01/04,47.135
2011/01/05,48.614
2011/01/06,48.817
2011/01/07,47.548
2011/01/08,46.54
2011/01/09,50.202
2011/01/10,48.143
2011/01/11,47.283
2011/01/12,54.634
2011/01/13,47.079
2011/01/14,48.161
2011/01/15,49.759
2011/01/16,48.951
2011/01/17,51.24
2011/01/18,47.638
2011/01/19,47.836
2011/01/20,50.021
2011/01/21,47.757
2011/01/22,60.184
2011/01/23,56.6
2011/01/24,51.578
2011/01/25,49.715
2011/01/26,48.559
2011/01/27,62.403
2011/01/28,47.541
2011/01/29,55.042
2011/01/30,76.688
2011/01/31,52.706
2011/02/01,53.442
2011/02/02,47.061
2011/02/03,48.219
2011/02/04,47.597
2011/02/05,48.052
2011/02/06,47.674
2011/02/07,49.47
2011/02/08,48.401
2011/02/09,46.964
2011/02/10,54.541
2011/02/11,50.841
2011/02/12,52.836
2011/02/13,48.218
2011/02/14,64.665
2011/02/15,48.048
2011/02/16,49.664
2011/02/17,47.49
2011/02/18,49.781
2011/02/19,50.779
2011/02/20,47.949
2011/02/21,49.369
2011/02/22,48.143
2011/02/23,48.733
2011/02/24,47.65
2011/02/25,49.307
2011/02/26,49.775
2011/02/27,53.577
2011/02/28,51.666
2011/03/01,51.045
2011/03/02,49.565
2011/03/03,78.729
2011/03/04,49.075
2011/03/05,52.426
2011/03/06,57.996
2011/03/07,61.967
2011/03/08,56.674
2011/03/09,56.375
2011/03/10,56.043
2011/03/11,68.166
2011/03/12,49.083
2011/03/13,50.507
2011/03/14,50.827
2011/03/15,51
2011/03/16,49.692
2011/03/17,48.142
2011/03/18,48.891
2011/03/19,48.472
2011/03/20,52.378
2011/03/21,66.74
2011/03/22,73.646
2011/03/23,77.521
2011/03/24,56.445
2011/03/25,50.204
2011/03/26,50.536
2011/03/27,53.458
2011/03/28,48.787
2011/03/29,47.492
2011/03/30,49.262
2011/03/31,47.352
2011/04/01,47.402
2011/04/02,46.077
2011/04/03,49.244
2011/04/04,51.607
2011/04/05,50.084
2011/04/06,52.044
2011/04/07,47.483
2011/04/08,49.278
2011/04/09,50.094
2011/04/10,51.595
2011/04/11,49.817
2011/04/12,50.643
2011/04/13,47.133
2011/04/14,67.51
2011/04/15,47.107
2011/04/16,47.862
2011/04/17,45.741
2011/04/18,48.273
2011/04/19,51.844
2011/04/20,54.913
2011/04/21,48.353
2011/04/22,50.22
2011/04/23,50.293
2011/04/24,53.037
2011/04/25,54.213
2011/04/26,48.442
2011/04/27,54.5
2011/04/28,51.913
2011/04/29,50.998
2011/04/30,55.42
2011/05/01,57.551
2011/05/02,46.966
2011/05/03,47.028
2011/05/04,49.29
2011/05/05,52.291
2011/05/06,49.813
2011/05/07,48.608
2011/05/08,49.745
2011/05/09,53.318
2011/05/10,52.809
2011/05/11,51.856
2011/05/12,52.013
2011/05/13,56.536
2011/05/14,57.993
2011/05/15,60.575
2011/05/16,56.583
2011/05/17,54.059
2011/05/18,59.034
2011/05/19,66.018
2011/05/20,59.668
2011/05/21,63.859
2011/05/22,55.904
2011/05/23,51.896
2011/05/24,54.294
2011/05/25,53.292
2011/05/26,54.33
2011/05/27,57.585
2011/05/28,59.576
2011/05/29,54.432
2011/05/30,65.46
2011/05/31,67.581
2011/06/01,65.882
2011/06/02,64.344
2011/06/03,65.487
2011/06/04,68.479
2011/06/05,56.974
2011/06/06,59.854
2011/06/07,68.355
2011/06/08,76.524
2011/06/09,64.86
2011/06/10,59.81
2011/06/11,53.567
2011/06/12,60.508
2011/06/13,55.282
2011/06/14,52.771
2011/06/15,52.365
2011/06/16,57.232
2011/06/17,55.259
2011/06/18,51.2
2011/06/19,46.664
2011/06/20,42.328
2011/06/21,40.193
2011/06/22,39.796
2011/06/23,38.71
2011/06/24,42.126
2011/06/25,56.955
2011/06/26,57.722
2011/06/27,55.395
2011/06/28,49.763
2011/06/29,48.529
2011/06/30,44.862
2011/07/01,47.592
2011/07/02,44.37
2011/07/03,43.365
2011/07/04,46.038
2011/07/05,53.433
2011/07/06,48.691
2011/07/07,48.449
2011/07/08,44.043
2011/07/09,45.44
2011/07/10,46.284
2011/07/11,46.996
2011/07/12,46.227
2011/07/13,43.743
2011/07/14,47.35
2011/07/15,49.284
2011/07/16,42.92
2011/07/17,43.062
2011/07/18,44.356
2011/07/19,51.54
2011/07/20,44.231
2011/07/21,42
2011/07/22,49.197
2011/07/23,42.347
2011/07/24,44.333
2011/07/25,46.976
2011/07/26,41.751
2011/07/27,43.323
2011/07/28,42.838
2011/07/29,41.839
2011/07/30,40.692
2011/07/31,41.046
2011/08/01,43.454
2011/08/02,43.923
2011/08/03,45.285
2011/08/04,47.881
2011/08/05,43.726
2011/08/06,71.486
2011/08/07,47.372
2011/08/08,48.218
2011/08/09,51
2011/08/10,49.768
2011/08/11,47.245
2011/08/12,46.506
2011/08/13,47.565
2011/08/14,51.522
2011/08/15,51.061
2011/08/16,49.694
2011/08/17,46.684
2011/08/18,45.293
2011/08/19,48.833
2011/08/20,44.779
2011/08/21,44.761
2011/08/22,46.768
2011/08/23,46.822
2011/08/24,51.241
2011/08/25,46.909
2011/08/26,44.435
2011/08/27,46.69
2011/08/28,46.202
2011/08/29,46.144
2011/08/30,53.317
2011/08/31,46.532
2011/09/01,47.814
2011/09/02,47.948
2011/09/03,43.872
2011/09/04,55.005
2011/09/05,48.902
2011/09/06,48.294
2011/09/07,51.985
2011/09/08,46.866
2011/09/09,49.943
2011/09/10,47.883
2011/09/11,47.962
2011/09/12,47.881
2011/09/13,45.158
2011/09/14,44.338
2011/09/15,50.456
2011/09/16,48.973
2011/09/17,48.115
2011/09/18,46.837
2011/09/19,50.788
2011/09/20,50.84
2011/09/21,47.109
2011/09/22,44.121
2011/09/23,46.434
2011/09/24,53.311
2011/09/25,44.918
2011/09/26,44.195
2011/09/27,48.628
2011/09/28,47.01
2011/09/29,46.193
2011/09/30,47.059
2011/10/01,45.693
2011/10/02,46.013
2011/10/03,58.643
2011/10/04,48.572
2011/10/05,47.021
2011/10/06,57.013
2011/10/07,48.245
2011/10/08,47.427
2011/10/09,46.238
2011/10/10,47.45
2011/10/11,55.253
2011/10/12,50.37
2011/10/13,51.5
2011/10/14,46.619
2011/10/15,46.828
2011/10/16,47.39
2011/10/17,50.354
2011/10/18,46.683
2011/10/19,46.81
2011/10/20,55.446
2011/10/21,46.577
2011/10/22,48.478
2011/10/23,48.535
2011/10/24,48.117
2011/10/25,46.188
2011/10/26,48.045
2011/10/27,48.209
2011/10/28,49.054
2011/10/29,49.779
2011/10/30,49.304
2011/10/31,46.805
2011/11/01,51
2011/11/02,46.033
2011/11/03,46.881
2011/11/04,46.072
2011/11/05,47.934
2011/11/06,43.972
2011/11/07,49.319
2011/11/08,50.166
2011/11/09,46.287
2011/11/10,48.113
2011/11/11,45.004
2011/11/12,44.896
2011/11/13,46.51
2011/11/14,46.19
2011/11/15,45.112
2011/11/16,52.284
2011/11/17,47.562
2011/11/18,50.658
2011/11/19,50.803
2011/11/20,52.274
2011/11/21,49.205
2011/11/22,47.494
2011/11/23,51.407
2011/11/24,57.563
2011/11/25,54.65
2011/11/26,48.615
2011/11/27,47.7
2011/11/28,48.934
2011/11/29,54.66
2011/11/30,47.874
2011/12/01,49.511
2011/12/02,54.198
2011/12/03,53.606
2011/12/04,46.382
2011/12/05,45.107
2011/12/06,49.618
2011/12/07,51.987
2011/12/08,44.168
2011/12/09,47.038
2011/12/10,46.732
2011/12/11,97.684
2011/12/12,93.966
2011/12/13,46.564
2011/12/14,46.462
2011/12/15,47.486
2011/12/16,46.476
2011/12/17,46.512
2011/12/18,46.449
2011/12/19,46.586
2011/12/20,47.155
2011/12/21,46.693
2011/12/22,46.523
2011/12/23,46.363
2011/12/24,46.249
2011/12/25,46.312
2011/12/26,46.389
2011/12/27,46.506
2011/12/28,46.492
2011/12/29,47.081
2011/12/30,46.706
2011/12/31,46.89
2012/01/01,46.702
2012/01/02,47.759
2012/01/03,47.524
2012/01/04,52.476
2012/01/05,47.984
2012/01/06,47.935
2012/01/07,46.831
2012/01/08,46.689
2012/01/09,48.329
2012/01/10,47.902
2012/01/11,48.192
2012/01/12,66.264
2012/01/13,50.123
2012/01/14,51.134
2012/01/15,51.907
2012/01/16,59.576
2012/01/17,48.176
2012/01/18,50.274
2012/01/19,55.621
2012/01/20,54.809
2012/01/21,46.604
2012/01/22,46.245
2012/01/23,46.697
2012/01/24,49.374
2012/01/25,48.202
2012/01/26,49.136
2012/01/27,55.591
2012/01/28,48.79
2012/01/29,80.458
2012/01/30,50.037
2012/01/31,47.916
2012/02/01,47.663
2012/02/02,48.472
2012/02/03,47.879
2012/02/04,48.15
2012/02/05,47.567
2012/02/06,47.554
2012/02/07,48.098
2012/02/08,47.728
2012/02/09,48.244
2012/02/10,47.574
2012/02/11,47.436
2012/02/12,47.38
2012/02/13,47.968
2012/02/14,51.107
2012/02/15,48.272
2012/02/16,49.513
2012/02/17,47.328
2012/02/18,47.136
2012/02/19,46.998
2012/02/20,47.739
2012/02/21,47.574
2012/02/22,47.267
2012/02/23,47.888
2012/02/24,47.851
2012/02/25,47.065
2012/02/26,47.409
2012/02/27,48.68
2012/02/28,47.546
2012/02/29,47.082
2012/03/01,49.768
2012/03/02,48.614
2012/03/03,47.363
2012/03/04,48.985
2012/03/05,49.055
2012/03/06,49.005
2012/03/07,47.743
2012/03/08,47.745
2012/03/09,47.524
2012/03/10,47.9
2012/03/11,47.02
2012/03/12,47.235
2012/03/13,56.087
2012/03/14,49.884
2012/03/15,48.495
2012/03/16,53.408
2012/03/17,47.049
2012/03/18,46.929
2012/03/19,48.713
2012/03/20,48.841
2012/03/21,47.105
2012/03/22,47.12
2012/03/23,49.951
2012/03/24,59.309
2012/03/25,51.268
2012/03/26,47.373
2012/03/27,48.249
2012/03/28,49.391
2012/03/29,49.108
2012/03/30,48.433
2012/03/31,47.998
2012/04/01,48.072
2012/04/02,50.577
2012/04/03,51.152
2012/04/04,50.503
2012/04/05,52.244
2012/04/06,50.153
2012/04/07,47.919
2012/04/08,47.002
2012/04/09,47.13
2012/04/10,54.91
2012/04/11,50.952
2012/04/12,55.022
2012/04/13,49.222
2012/04/14,52.734
2012/04/15,49.432
2012/04/16,51.334
2012/04/17,54.704
2012/04/18,53.856
2012/04/19,49.758
2012/04/20,53.309
2012/04/21,47.71
2012/04/22,48.796
2012/04/23,47.582
2012/04/24,53.758
2012/04/25,52.069
2012/04/26,63.27
2012/04/27,52.757
2012/04/28,50.935
2012/04/29,44.469
2012/04/30,46.392
2012/05/01,49.827
2012/05/02,51.838
2012/05/03,58.728
2012/05/04,56.354
2012/05/05,50.738
2012/05/06,50.085
2012/05/07,59.071
2012/05/08,56.201
2012/05/09,59.662
2012/05/10,54.468
2012/05/11,58.506
2012/05/12,58.322
2012/05/13,58.023
2012/05/14,75.753
2012/05/15,64.781
2012/05/16,54.93
2012/05/17,53.77
2012/05/18,56.378
2012/05/19,67.402
2012/05/20,56.354
2012/05/21,57.475
2012/05/22,51.354
2012/05/23,55.502
2012/05/24,56.447
2012/05/25,56.893
2012/05/26,49.831
2012/05/27,49.922
2012/05/28,53.535
2012/05/29,53.129
2012/05/30,54.469
2012/05/31,46.424
2012/06/01,49.042
2012/06/02,41.076
2012/06/03,51.868
2012/06/04,57.933
2012/06/05,59.721
2012/06/06,45.649
2012/06/07,52.955
2012/06/08,49.645
2012/06/09,51.054
2012/06/10,52.828
2012/06/11,50.595
2012/06/12,45.23
2012/06/13,59.563
2012/06/14,59.122
2012/06/15,55.686
2012/06/16,52.656
2012/06/17,51.306
2012/06/18,51.099
2012/06/19,52.237
2012/06/20,49.993
2012/06/21,57.342
2012/06/22,49.554
2012/06/23,46.078
2012/06/24,46.416
2012/06/25,45.786
2012/06/26,47.712
2012/06/27,46.606
2012/06/28,47.029
2012/06/29,43.483
2012/06/30,46.616
2012/07/01,42.709
2012/07/02,49.161
2012/07/03,44.688
2012/07/04,46.062
2012/07/05,45.988
2012/07/06,48.328
2012/07/07,63.04
2012/07/08,46.08
2012/07/09,47.923
2012/07/10,52.777
2012/07/11,51.365
2012/07/12,47.174
2012/07/13,47.031
2012/07/14,47.677
2012/07/15,50.542
2012/07/16,52.039
2012/07/17,49.554
2012/07/18,54.572
2012/07/19,52.374
2012/07/20,60.789
2012/07/21,50.474
2012/07/22,48.468
2012/07/23,51.542
2012/07/24,47.101
2012/07/25,46.71
2012/07/26,47.958
2012/07/27,46.976
2012/07/28,50.711
2012/07/29,48.455
2012/07/30,48.701
2012/07/31,53.685
2012/08/01,52.261
2012/08/02,49.014
2012/08/03,52.601
2012/08/04,47.366
2012/08/05,55.276
2012/08/06,54.592
2012/08/07,48.058
2012/08/08,63.179
2012/08/09,47.355
2012/08/10,57.235
2012/08/11,48.126
2012/08/12,47.855
2012/08/13,50.566
2012/08/14,49.074
2012/08/15,52.916
2012/08/16,51.78
2012/08/17,53.959
2012/08/18,47.886
2012/08/19,47.843
2012/08/20,50.286
2012/08/21,49.229
2012/08/22,49.537
2012/08/23,48.121
2012/08/24,48.416
2012/08/25,51.833
2012/08/26,47.292
2012/08/27,53.593
2012/08/28,51.048
2012/08/29,49.296
2012/08/30,52.794
2012/08/31,54.912
2012/09/01,55.05
2012/09/02,51.941
2012/09/03,54.367
2012/09/04,52.255
2012/09/05,47.753
2012/09/06,48.133
2012/09/07,45.289
2012/09/08,48.97
2012/09/09,47.517
2012/09/10,49.881
2012/09/11,55.113
2012/09/12,46.977
2012/09/13,48.913
2012/09/14,46.36
2012/09/15,44.261
2012/09/16,43.265
2012/09/17,42.818
2012/09/18,48.697
2012/09/19,50.766
2012/09/20,46.919
2012/09/21,53.185
2012/09/22,45.236
2012/09/23,47.23
2012/09/24,54.185
2012/09/25,46.48
2012/09/26,49.897
2012/09/27,46.41
2012/09/28,64.838
2012/09/29,46.631
2012/09/30,46.004
2012/10/01,49.085
2012/10/02,53.38
2012/10/03,49.52
2012/10/04,74.006
2012/10/05,49.911
2012/10/06,48.637
2012/10/07,50.202
2012/10/08,48.814
2012/10/09,49.541
2012/10/10,48.907
2012/10/11,49.085
2012/10/12,48.303
2012/10/13,48.468
2012/10/14,48.215
2012/10/15,47.993
2012/10/16,49.337
2012/10/17,59.825
2012/10/18,47.431
2012/10/19,47.701
2012/10/20,47.602
2012/10/21,49.062
2012/10/22,49.314
2012/10/23,49.353
2012/10/24,48.112
2012/10/25,47.47
2012/10/26,47.209
2012/10/27,45.39
2012/10/28,45.669
2012/10/29,47.669
2012/10/30,50.895
2012/10/31,50.525
2012/11/01,49.775
2012/11/02,52.462
2012/11/03,48.391
2012/11/04,48.116
2012/11/05,50.772
2012/11/06,52.837
2012/11/07,52.514
2012/11/08,50.636
2012/11/09,47.666
2012/11/10,49.603
2012/11/11,46.962
2012/11/12,48.538
2012/11/13,49.651
2012/11/14,51.066
2012/11/15,57.528
2012/11/16,56.143
2012/11/17,52.094
2012/11/18,52.426
2012/11/19,52.961
2012/11/20,52.955
2012/11/21,54.266
2012/11/22,47.797
2012/11/23,49.253
2012/11/24,46.864
2012/11/25,54.119
2012/11/26,49.905
2012/11/27,74.523
2012/11/28,55.607
2012/11/29,57.99
2012/11/30,58.132
2012/12/01,55.234
2012/12/02,48.955
2012/12/03,51.046
2012/12/04,62.554
2012/12/05,59.225
2012/12/06,59.573
2012/12/07,54.95
2012/12/08,54.745
2012/12/09,55.38
2012/12/10,57.7
2012/12/11,58.059
2012/12/12,58.222
2012/12/13,69.168
2012/12/14,63.197
2012/12/15,52.311
2012/12/16,55.905
2012/12/17,55.604
2012/12/18,61.498
2012/12/19,53.669
2012/12/20,57.454
2012/12/21,57.353
2012/12/22,54.556
2012/12/23,53.524
2012/12/24,48.763
2012/12/25,46.373
2012/12/26,46.589
2012/12/27,51.833
2012/12/28,50.08
2012/12/29,48.513
2012/12/30,48.961
2012/12/31,42.655
2013/01/01,42.973
2013/01/02,49.921
2013/01/03,52.621
2013/01/04,54.793
2013/01/05,50.924
2013/01/06,53.158
2013/01/07,49.624
2013/01/08,53.339
2013/01/09,54.37
2013/01/10,85.579
2013/01/11,52.49
2013/01/12,50.49
2013/01/13,50.293
2013/01/14,47.86
2013/01/15,49.856
2013/01/16,51.207
2013/01/17,52.192
2013/01/18,50.922
2013/01/19,54.883
2013/01/20,48.325
2013/01/21,47.189
2013/01/22,47.467
2013/01/23,52.744
2013/01/24,49.663
2013/01/25,50.551
2013/01/26,50.778
2013/01/27,51.218
2013/01/28,49.994
2013/01/29,51.145
2013/01/30,46.344
2013/01/31,47.559
2013/02/01,53.721
2013/02/02,59.697
2013/02/03,48.839
2013/02/04,48.643
2013/02/05,47.547
2013/02/06,45.892
2013/02/07,51.152
2013/02/08,51.734
2013/02/09,51.099
2013/02/10,48.963
2013/02/11,50.626
2013/02/12,53.256
2013/02/13,51.809
2013/02/14,48.959
2013/02/15,51.277
2013/02/16,47.591
2013/02/17,46.22
2013/02/18,48.723
2013/02/19,49.682
2013/02/20,47.012
2013/02/21,49.971
2013/02/22,51.727
2013/02/23,49.942
2013/02/24,49.451
2013/02/25,53.094
2013/02/26,54.586
2013/02/27,48.403
2013/02/28,55.496
2013/03/01,61.657
2013/03/02,52.971
2013/03/03,47.349
2013/03/04,49.646
2013/03/05,54.122
2013/03/06,76.884
2013/03/07,50.548
2013/03/08,48.012
2013/03/09,48.357
2013/03/10,49.243
2013/03/11,48.214
2013/03/12,54.527
2013/03/13,49.147
2013/03/14,47.796
2013/03/15,50.73
2013/03/16,44.378
2013/03/17,43.542
2013/03/18,45.416
2013/03/19,49.395
2013/03/20,45.064
2013/03/21,47.261
2013/03/22,49.704
2013/03/23,47.709
2013/03/24,46.667
2013/03/25,50.58
2013/03/26,50.246
2013/03/27,56.435
2013/03/28,51.074
2013/03/29,51.662
2013/03/30,52.561
2013/03/31,48.116
2013/04/01,45.841
2013/04/02,51.379
2013/04/03,54.145
2013/04/04,57.676
2013/04/05,51.419
2013/04/06,46.331
2013/04/07,50.216
2013/04/08,48.933
2013/04/09,48.127
2013/04/10,50.884
2013/04/11,53.467
2013/04/12,50.015
2013/04/13,46.087
2013/04/14,51.302
2013/04/15,55.726
2013/04/16,48.466
2013/04/17,55.613
2013/04/18,48.233
2013/04/19,52.4
2013/04/20,48.587
2013/04/21,44.728
2013/04/22,49.209
2013/04/23,51.401
2013/04/24,52.174
2013/04/25,50.796
2013/04/26,46.265
2013/04/27,47.505
2013/04/28,44.358
2013/04/29,47.949
2013/04/30,49.927
2013/05/01,48.3
2013/05/02,53.697
2013/05/03,50.863
2013/05/04,48.808
2013/05/05,45.851
2013/05/06,50.624
2013/05/07,48.685
2013/05/08,50.54
2013/05/09,54.618
2013/05/10,53.091
2013/05/11,51.177
2013/05/12,51.051
2013/05/13,51.027
2013/05/14,53.216
2013/05/15,56.462
2013/05/16,61.264
2013/05/17,49.946
2013/05/18,45.887
2013/05/19,48.021
2013/05/20,50.005
2013/05/21,48.345
2013/05/22,49.095
2013/05/23,49.406
2013/05/24,46.86
2013/05/25,46.905
2013/05/26,40.964
2013/05/27,47.461
2013/05/28,52.073
2013/05/29,49.607
2013/05/30,46.633
2013/05/31,46.122
2013/06/01,42.025
2013/06/02,46.208
2013/06/03,48.597
2013/06/04,47.007
2013/06/05,52.493
2013/06/06,45.534
2013/06/07,46.71
2013/06/08,47.628
2013/06/09,45.574
2013/06/10,43.503
2013/06/11,49.292
2013/06/12,45.174
2013/06/13,46.072
2013/06/14,44.665
2013/06/15,43.815
2013/06/16,42.053
2013/06/17,50.376
2013/06/18,51.743
2013/06/19,52.217
2013/06/20,64.852
2013/06/21,49.308
2013/06/22,53.012
2013/06/23,45.98
2013/06/24,49.791
2013/06/25,47.125
2013/06/26,48.191
2013/06/27,45.333
2013/06/28,51.82
2013/06/29,43.97
2013/06/30,46.828
2013/07/01,44.862
2013/07/02,49.74
2013/07/03,45.395
2013/07/04,44.765
2013/07/05,46.993
2013/07/06,46.087
2013/07/07,42.531
2013/07/08,47.689
2013/07/09,48.852
2013/07/10,45.477
2013/07/11,50.239
2013/07/12,50.01
2013/07/13,51.06
2013/07/14,45.306
2013/07/15,45.535
2013/07/16,51.937
2013/07/17,49.251
2013/07/18,52.863
2013/07/19,45.177
2013/07/20,45.187
2013/07/21,45.179
2013/07/22,51.294
2013/07/23,47.739
2013/07/24,53.135
2013/07/25,53.656
2013/07/26,45.593
2013/07/27,49.683
2013/07/28,47.139
2013/07/29,49.397
2013/07/30,50.982
2013/07/31,55.9
2013/08/01,52.347
2013/08/02,47.394
2013/08/03,47.706
2013/08/04,49.46
2013/08/05,47.085
2013/08/06,53.139
2013/08/07,48.972
2013/08/08,54.384
2013/08/09,53.137
2013/08/10,46.432
2013/08/11,47.383
2013/08/12,44.706
2013/08/13,48.735
2013/08/14,56.343
2013/08/15,62.749
2013/08/16,55.301
2013/08/17,47.026
2013/08/18,52.174
2013/08/19,54.296
2013/08/20,48.466
2013/08/21,47.545
2013/08/22,48.575
2013/08/23,48.137
2013/08/24,46.688
2013/08/25,50.384
2013/08/26,53.578
2013/08/27,52.763
2013/08/28,83.722
2013/08/29,47.521
2013/08/30,48.867
2013/08/31,47.503
2013/09/01,46.982
2013/09/02,49.344
2013/09/03,48.068
2013/09/04,48.188
2013/09/05,48.606
2013/09/06,48.575
2013/09/07,48.237
2013/09/08,48.168
2013/09/09,47.658
2013/09/10,47.098
2013/09/11,46.368
2013/09/12,47.615
2013/09/13,46.074
2013/09/14,45.676
2013/09/15,48.559
2013/09/16,53.613
2013/09/17,79.26
2013/09/18,55.493
2013/09/19,52.608
2013/09/20,47.057
2013/09/21,47.172
2013/09/22,46.971
2013/09/23,48.124
2013/09/24,47.302
2013/09/25,47.442
2013/09/26,47.849
2013/09/27,54.364
2013/09/28,47.523
2013/09/29,47.629
2013/09/30,47.771
2013/10/01,49.073
2013/10/02,49.064
2013/10/03,48.383
2013/10/04,47.076
2013/10/05,46.535
2013/10/06,46.388
2013/10/07,49.791
2013/10/08,46.352
2013/10/09,48.713
2013/10/10,48.425
2013/10/11,46.969
2013/10/12,48.153
2013/10/13,47.697
2013/10/14,47.375
2013/10/15,48.236
2013/10/16,52.106
2013/10/17,51.767
2013/10/18,50.68
2013/10/19,48.535
2013/10/20,47.396
2013/10/21,49.698
2013/10/22,49.151
2013/10/23,51.693
2013/10/24,53.63
2013/10/25,52.176
2013/10/26,50.341
2013/10/27,58.923
2013/10/28,48.716
2013/10/29,51.068
2013/10/30,47.126
2013/10/31,46.484
2013/11/01,48.402
2013/11/02,44.988
2013/11/03,51.806
2013/11/04,55.058
2013/11/05,55.406
2013/11/06,76.419
2013/11/07,76.324
2013/11/08,70.544
2013/11/09,51.675
2013/11/10,47.944
2013/11/11,50.217
2013/11/12,43.247
2013/11/13,44.201
2013/11/14,43.862
2013/11/15,43.125
2013/11/16,42.068
2013/11/17,42.967
2013/11/18,46.947
2013/11/19,47.969
2013/11/20,46.11
2013/11/21,47.309
2013/11/22,45.336
2013/11/23,44.764
2013/11/24,43.795
2013/11/25,44.395
2013/11/26,47.471
2013/11/27,48.619
2013/11/28,48.223
2013/11/29,46.908
2013/11/30,44.425
2013/12/01,43.207
2013/12/02,46.408
2013/12/03,44.116
2013/12/04,45.957
2013/12/05,46.981
2013/12/06,43.651
2013/12/07,52.624
2013/12/08,42.788
2013/12/09,45.92
2013/12/10,45.524
2013/12/11,46.792
2013/12/12,45.405
2013/12/13,45.324
2013/12/14,43.284
2013/12/15,43.558
2013/12/16,45.088
2013/12/17,44.765
2013/12/18,47.135
2013/12/19,44.849
2013/12/20,47.282
2013/12/21,45.619
2013/12/22,44.491
2013/12/23,44.958
2013/12/24,45.051
2013/12/25,45.869
2013/12/26,45.592
2013/12/27,44.358
2013/12/28,46.63
2013/12/29,48.47
2013/12/30,44.954
2013/12/31,43.481
2014/01/01,40.989
2014/01/02,52.872
2014/01/03,49.641
2014/01/04,49.893
2014/01/05,47.023
2014/01/06,61.006
2014/01/07,49.472
2014/01/08,47.484
