Date,confirmationtime90ema
2010/07/17,8.193
2010/07/18,8.197
2010/07/19,8.199
2010/07/20,8.194
2010/07/21,8.166
2010/07/22,8.167
2010/07/23,8.15
2010/07/24,8.139
2010/07/25,8.097
2010/07/26,8.049
2010/07/27,8.063
2010/07/28,8.085
2010/07/29,8.083
2010/07/30,8.079
2010/07/31,8.057
2010/08/01,8.013
2010/08/02,7.967
2010/08/03,7.932
2010/08/04,7.888
2010/08/05,7.859
2010/08/06,7.902
2010/08/07,7.933
2010/08/08,7.917
2010/08/09,7.91
2010/08/10,7.902
2010/08/11,7.864
2010/08/12,7.837
2010/08/13,7.812
2010/08/14,7.753
2010/08/15,7.735
2010/08/16,7.781
2010/08/17,7.855
2010/08/18,7.92
2010/08/19,7.981
2010/08/20,7.969
2010/08/21,7.977
2010/08/22,7.951
2010/08/23,7.925
2010/08/24,7.898
2010/08/25,7.871
2010/08/26,7.848
2010/08/27,7.861
2010/08/28,7.874
2010/08/29,7.897
2010/08/30,7.936
2010/08/31,7.933
2010/09/01,7.96
2010/09/02,7.988
2010/09/03,8.006
2010/09/04,8.005
2010/09/05,8.02
2010/09/06,8.045
2010/09/07,8.066
2010/09/08,8.08
2010/09/09,8.137
2010/09/10,8.137
2010/09/11,8.156
2010/09/12,8.155
2010/09/13,8.161
2010/09/14,8.138
2010/09/15,8.146
2010/09/16,8.112
2010/09/17,8.086
2010/09/18,8.041
2010/09/19,8.016
2010/09/20,7.996
2010/09/21,8.004
2010/09/22,8.01
2010/09/23,7.969
2010/09/24,7.933
2010/09/25,7.911
2010/09/26,7.892
2010/09/27,7.857
2010/09/28,7.833
2010/09/29,7.854
2010/09/30,7.898
2010/10/01,7.93
2010/10/02,8.072
2010/10/03,8.154
2010/10/04,8.182
2010/10/05,8.253
2010/10/06,8.257
2010/10/07,8.273
2010/10/08,8.297
2010/10/09,8.315
2010/10/10,8.31
2010/10/11,8.326
2010/10/12,8.348
2010/10/13,8.344
2010/10/14,8.315
2010/10/15,8.311
2010/10/16,8.251
2010/10/17,8.187
2010/10/18,8.134
2010/10/19,8.079
2010/10/20,8.021
2010/10/21,8.015
2010/10/22,8.045
2010/10/23,8.049
2010/10/24,8.026
2010/10/25,8.006
2010/10/26,7.961
2010/10/27,7.935
2010/10/28,7.905
2010/10/29,7.873
2010/10/30,7.825
2010/10/31,7.83
2010/11/01,7.837
2010/11/02,7.845
2010/11/03,7.839
2010/11/04,7.824
2010/11/05,7.796
2010/11/06,7.77
2010/11/07,7.731
2010/11/08,7.676
2010/11/09,7.653
2010/11/10,7.641
2010/11/11,7.617
2010/11/12,7.637
2010/11/13,7.611
2010/11/14,7.568
2010/11/15,7.56
2010/11/16,7.554
2010/11/17,7.516
2010/11/18,7.474
2010/11/19,7.521
2010/11/20,7.628
2010/11/21,7.687
2010/11/22,7.712
2010/11/23,7.769
2010/11/24,7.777
2010/11/25,7.781
2010/11/26,7.773
2010/11/27,7.778
2010/11/28,7.791
2010/11/29,7.771
2010/11/30,7.757
2010/12/01,7.755
2010/12/02,7.753
2010/12/03,7.75
2010/12/04,7.718
2010/12/05,7.68
2010/12/06,7.643
2010/12/07,7.607
2010/12/08,7.573
2010/12/09,7.549
2010/12/10,7.598
2010/12/11,7.612
2010/12/12,7.63
2010/12/13,7.686
2010/12/14,7.703
2010/12/15,7.695
2010/12/16,7.709
2010/12/17,7.73
2010/12/18,7.757
2010/12/19,7.758
2010/12/20,7.787
2010/12/21,7.778
2010/12/22,7.807
2010/12/23,7.854
2010/12/24,7.895
2010/12/25,7.91
2010/12/26,7.954
2010/12/27,7.97
2010/12/28,7.982
2010/12/29,7.999
2010/12/30,8.01
2010/12/31,8.029
2011/01/01,8.028
2011/01/02,8.032
2011/01/03,8.059
2011/01/04,8.106
2011/01/05,8.133
2011/01/06,8.179
2011/01/07,8.192
2011/01/08,8.198
2011/01/09,8.212
2011/01/10,8.227
2011/01/11,8.23
2011/01/12,8.239
2011/01/13,8.226
2011/01/14,8.22
2011/01/15,8.241
2011/01/16,8.242
2011/01/17,8.236
2011/01/18,8.279
2011/01/19,8.284
2011/01/20,8.272
2011/01/21,8.273
2011/01/22,8.283
2011/01/23,8.287
2011/01/24,8.273
2011/01/25,8.294
2011/01/26,8.288
2011/01/27,8.303
2011/01/28,8.321
2011/01/29,8.335
2011/01/30,8.354
2011/01/31,8.357
2011/02/01,8.366
2011/02/02,8.383
2011/02/03,8.396
2011/02/04,8.375
2011/02/05,8.368
2011/02/06,8.362
2011/02/07,8.335
2011/02/08,8.34
2011/02/09,8.321
2011/02/10,8.309
2011/02/11,8.296
2011/02/12,8.275
2011/02/13,8.253
2011/02/14,8.233
2011/02/15,8.193
2011/02/16,8.149
2011/02/17,8.107
2011/02/18,8.078
2011/02/19,8.097
2011/02/20,8.079
2011/02/21,8.065
2011/02/22,8.038
2011/02/23,7.991
2011/02/24,7.968
2011/02/25,7.934
2011/02/26,7.874
2011/02/27,7.831
2011/02/28,7.87
2011/03/01,7.94
2011/03/02,7.954
2011/03/03,7.95
2011/03/04,7.918
2011/03/05,7.858
2011/03/06,7.801
2011/03/07,7.78
2011/03/08,7.778
2011/03/09,7.805
2011/03/10,7.921
2011/03/11,7.99
2011/03/12,8.041
2011/03/13,8.134
2011/03/14,8.238
2011/03/15,8.34
2011/03/16,8.389
2011/03/17,8.429
2011/03/18,8.508
2011/03/19,8.596
2011/03/20,8.638
2011/03/21,8.662
2011/03/22,8.738
2011/03/23,8.747
2011/03/24,8.763
2011/03/25,8.753
2011/03/26,8.79
2011/03/27,8.819
2011/03/28,8.813
2011/03/29,8.814
2011/03/30,8.823
2011/03/31,8.786
2011/04/01,8.773
2011/04/02,8.756
2011/04/03,8.744
2011/04/04,8.73
2011/04/05,8.701
2011/04/06,8.724
2011/04/07,8.747
2011/04/08,8.746
2011/04/09,8.757
2011/04/10,8.747
2011/04/11,8.749
2011/04/12,8.751
2011/04/13,8.722
2011/04/14,8.728
2011/04/15,8.769
2011/04/16,8.759
2011/04/17,8.742
2011/04/18,8.764
2011/04/19,8.777
2011/04/20,8.804
2011/04/21,8.825
2011/04/22,8.811
2011/04/23,8.802
2011/04/24,8.804
2011/04/25,8.775
2011/04/26,8.744
2011/04/27,8.725
2011/04/28,8.726
2011/04/29,8.693
2011/04/30,8.669
2011/05/01,8.655
2011/05/02,8.626
2011/05/03,8.598
2011/05/04,8.569
2011/05/05,8.526
2011/05/06,8.483
2011/05/07,8.445
2011/05/08,8.404
2011/05/09,8.352
2011/05/10,8.341
2011/05/11,8.323
2011/05/12,8.328
2011/05/13,8.298
2011/05/14,8.246
2011/05/15,8.209
2011/05/16,8.156
2011/05/17,8.1
2011/05/18,8.032
2011/05/19,8.041
2011/05/20,8.008
2011/05/21,7.976
2011/05/22,7.926
2011/05/23,7.862
2011/05/24,7.795
2011/05/25,7.727
2011/05/26,7.664
2011/05/27,7.685
2011/05/28,7.721
2011/05/29,7.727
2011/05/30,7.762
2011/05/31,7.803
2011/06/01,7.8
2011/06/02,7.795
2011/06/03,7.78
2011/06/04,7.75
2011/06/05,7.732
2011/06/06,7.698
2011/06/07,7.715
2011/06/08,7.717
2011/06/09,7.69
2011/06/10,7.663
2011/06/11,7.62
2011/06/12,7.588
2011/06/13,7.561
2011/06/14,7.523
2011/06/15,7.471
2011/06/16,7.482
2011/06/17,7.488
2011/06/18,7.484
2011/06/19,7.462
2011/06/20,7.433
2011/06/21,7.395
2011/06/22,7.354
2011/06/23,7.324
2011/06/24,7.31
2011/06/25,7.37
2011/06/26,7.421
2011/06/27,7.445
2011/06/28,7.479
2011/06/29,7.499
2011/06/30,7.5
2011/07/01,7.518
2011/07/02,7.54
2011/07/03,7.566
2011/07/04,7.586
2011/07/05,7.647
2011/07/06,7.68
2011/07/07,7.753
2011/07/08,7.774
2011/07/09,7.816
2011/07/10,7.875
2011/07/11,7.904
2011/07/12,7.954
2011/07/13,7.945
2011/07/14,7.99
2011/07/15,8.01
2011/07/16,8.036
2011/07/17,8.045
2011/07/18,8.055
2011/07/19,8.101
2011/07/20,8.135
2011/07/21,8.164
2011/07/22,8.194
2011/07/23,8.231
2011/07/24,8.241
2011/07/25,8.252
2011/07/26,8.25
2011/07/27,8.251
2011/07/28,8.273
2011/07/29,8.285
2011/07/30,8.311
2011/07/31,8.309
2011/08/01,8.318
2011/08/02,8.341
2011/08/03,8.359
2011/08/04,8.421
2011/08/05,8.462
2011/08/06,8.535
2011/08/07,8.599
2011/08/08,8.642
2011/08/09,8.669
2011/08/10,8.687
2011/08/11,8.727
2011/08/12,8.777
2011/08/13,8.827
2011/08/14,8.873
2011/08/15,8.923
2011/08/16,8.943
2011/08/17,8.979
2011/08/18,9.001
2011/08/19,9.045
2011/08/20,9.054
2011/08/21,9.053
2011/08/22,9.042
2011/08/23,9.047
2011/08/24,9.084
2011/08/25,9.119
2011/08/26,9.134
2011/08/27,9.193
2011/08/28,9.263
2011/08/29,9.289
2011/08/30,9.302
2011/08/31,9.302
2011/09/01,9.342
2011/09/02,9.34
2011/09/03,9.353
2011/09/04,9.384
2011/09/05,9.38
2011/09/06,9.384
2011/09/07,9.41
2011/09/08,9.449
2011/09/09,9.447
2011/09/10,9.477
2011/09/11,9.522
2011/09/12,9.55
2011/09/13,9.563
2011/09/14,9.57
2011/09/15,9.563
2011/09/16,9.618
2011/09/17,9.643
2011/09/18,9.632
2011/09/19,9.669
2011/09/20,9.683
2011/09/21,9.687
2011/09/22,9.687
2011/09/23,9.713
2011/09/24,9.744
2011/09/25,9.761
2011/09/26,9.783
2011/09/27,9.806
2011/09/28,9.806
2011/09/29,9.843
2011/09/30,9.886
2011/10/01,9.89
2011/10/02,9.935
2011/10/03,9.935
2011/10/04,9.999
2011/10/05,9.997
2011/10/06,10.025
2011/10/07,10.034
2011/10/08,10.079
2011/10/09,10.107
2011/10/10,10.142
2011/10/11,10.26
2011/10/12,10.298
2011/10/13,10.398
2011/10/14,10.397
2011/10/15,10.405
2011/10/16,10.442
2011/10/17,10.481
2011/10/18,10.514
2011/10/19,10.521
2011/10/20,10.565
2011/10/21,10.594
2011/10/22,10.684
2011/10/23,10.742
2011/10/24,10.756
2011/10/25,10.765
2011/10/26,10.798
2011/10/27,10.878
2011/10/28,10.94
2011/10/29,10.98
2011/10/30,11.023
2011/10/31,11.023
2011/11/01,10.991
2011/11/02,10.955
2011/11/03,10.968
2011/11/04,10.942
2011/11/05,10.918
2011/11/06,10.898
2011/11/07,10.898
2011/11/08,10.871
2011/11/09,10.829
2011/11/10,10.815
2011/11/11,10.844
2011/11/12,10.827
2011/11/13,10.808
2011/11/14,10.792
2011/11/15,10.747
2011/11/16,10.745
2011/11/17,10.737
2011/11/18,10.739
2011/11/19,10.76
2011/11/20,10.745
2011/11/21,10.777
2011/11/22,10.766
2011/11/23,10.766
2011/11/24,10.809
2011/11/25,10.806
2011/11/26,10.832
2011/11/27,10.872
2011/11/28,10.882
2011/11/29,10.872
2011/11/30,10.829
2011/12/01,10.764
2011/12/02,10.745
2011/12/03,10.717
2011/12/04,10.714
2011/12/05,10.679
2011/12/06,10.629
2011/12/07,10.625
2011/12/08,10.584
2011/12/09,10.567
2011/12/10,10.554
2011/12/11,10.531
2011/12/12,10.548
2011/12/13,10.556
2011/12/14,10.531
2011/12/15,10.582
2011/12/16,10.618
2011/12/17,10.596
2011/12/18,10.583
2011/12/19,10.549
2011/12/20,10.553
2011/12/21,10.534
2011/12/22,10.516
2011/12/23,10.508
2011/12/24,10.495
2011/12/25,10.446
2011/12/26,10.396
2011/12/27,10.385
2011/12/28,10.361
2011/12/29,10.363
2011/12/30,10.358
2011/12/31,10.34
2012/01/01,10.32
2012/01/02,10.302
2012/01/03,10.275
2012/01/04,10.262
2012/01/05,10.251
2012/01/06,10.211
2012/01/07,10.159
2012/01/08,10.13
2012/01/09,10.1
2012/01/10,10.102
2012/01/11,10.087
2012/01/12,10.07
2012/01/13,10.075
2012/01/14,10.064
2012/01/15,10.071
2012/01/16,10.03
2012/01/17,10.011
2012/01/18,10.038
2012/01/19,10.029
2012/01/20,10.027
2012/01/21,9.999
2012/01/22,10.012
2012/01/23,9.978
2012/01/24,9.987
2012/01/25,9.981
2012/01/26,9.991
2012/01/27,9.996
2012/01/28,9.994
2012/01/29,9.964
2012/01/30,9.929
2012/01/31,9.922
2012/02/01,9.929
2012/02/02,9.909
2012/02/03,9.892
2012/02/04,9.876
2012/02/05,9.882
2012/02/06,9.881
2012/02/07,9.895
2012/02/08,9.896
2012/02/09,9.897
2012/02/10,9.909
2012/02/11,9.902
2012/02/12,9.885
2012/02/13,9.898
2012/02/14,9.91
2012/02/15,9.928
2012/02/16,9.94
2012/02/17,9.929
2012/02/18,9.896
2012/02/19,9.879
2012/02/20,9.888
2012/02/21,9.916
2012/02/22,9.897
2012/02/23,9.87
2012/02/24,9.866
2012/02/25,9.841
2012/02/26,9.835
2012/02/27,9.825
2012/02/28,9.807
2012/02/29,9.768
2012/03/01,9.763
2012/03/02,9.784
2012/03/03,9.849
2012/03/04,9.864
2012/03/05,9.865
2012/03/06,9.88
2012/03/07,9.868
2012/03/08,9.854
2012/03/09,9.826
