Date,hashrate3var
2010/07/17,336388658695012864
2010/07/18,267661572740338688
2010/07/19,332215666020666880
2010/07/20,1705241632324096
2010/07/21,4944499317117952
2010/07/22,1272825114183680
2010/07/23,54668652762112
2010/07/24,483796293877760
2010/07/25,10894002932636160
2010/07/26,52304970803778560
2010/07/27,45637103902715904
2010/07/28,38111001087814656
2010/07/29,39772734984787968
2010/07/30,9662989198841344
2010/07/31,4841854370590720
2010/08/01,44836265597481984
2010/08/02,86311822928408576
2010/08/03,17483455435316224
2010/08/04,10080802384557056
2010/08/05,26980026866935808
2010/08/06,41372727519430656
2010/08/07,70834300148601856
2010/08/08,69414994268500992
2010/08/09,120736090943170560
2010/08/10,17690770566606848
2010/08/11,33308561617514496
2010/08/12,57390883152883712
2010/08/13,4689941548429312
2010/08/14,19943886646620160
2010/08/15,681655330552016896
2010/08/16,783578445923745792
2010/08/17,1040003616245526528
2010/08/18,26387404827979776
2010/08/19,8188672624259072
2010/08/20,122160694109720576
2010/08/21,240020816782993408
2010/08/22,122154585169571840
2010/08/23,96482415240261632
2010/08/24,44606497139613696
2010/08/25,11036471779708928
2010/08/26,9112744724533248
2010/08/27,24973530780233728
2010/08/28,27608253697945600
2010/08/29,108709687966666752
2010/08/30,116428867175727104
2010/08/31,59884268208578560
2010/09/01,85949475517067264
2010/09/02,48839339497889792
2010/09/03,45197884333604864
2010/09/04,48605554432675840
2010/09/05,36897407900672000
2010/09/06,15480306396057600
2010/09/07,54252709009514496
2010/09/08,85819151019536384
2010/09/09,103981039955140608
2010/09/10,8800121193046016
2010/09/11,48308397945495552
2010/09/12,40809761043750912
2010/09/13,12433950769381376
2010/09/14,33259167735341056
2010/09/15,19004170518536192
2010/09/16,33172037594013696
2010/09/17,301037187634053120
2010/09/18,211014376230936576
2010/09/19,976874625031995392
2010/09/20,744093026616115200
2010/09/21,290633150085201920
2010/09/22,459140377213173760
2010/09/23,287663633263624192
2010/09/24,1403671081342976000
2010/09/25,431685927175962624
2010/09/26,381397323953061888
2010/09/27,174941239794221056
2010/09/28,416383286693019648
2010/09/29,1086806152265138176
2010/09/30,1471990019012804608
2010/10/01,1575341458925142016
2010/10/02,764898233675333632
2010/10/03,1670539519797854208
2010/10/04,586521601355554816
2010/10/05,712541940478312448
2010/10/06,90819725179322368
2010/10/07,757631377947328512
2010/10/08,328097128719024128
2010/10/09,112187244751241216
2010/10/10,88862610969001984
2010/10/11,143821014022881280
2010/10/12,7513771631263744
2010/10/13,42680363021385728
2010/10/14,677332164895670272
2010/10/15,624649738668638208
2010/10/16,702001816452759552
2010/10/17,6358422301327196160
2010/10/18,3417347516110012416
2010/10/19,1366008698443923456
2010/10/20,424584478091051008
2010/10/21,1.012179560996E+19
2010/10/22,8419378552883838976
2010/10/23,7521718227499483136
2010/10/24,574442469839798272
2010/10/25,3281878319134277632
2010/10/26,4313002589213687808
2010/10/27,931287463422001152
2010/10/28,770090483746537472
2010/10/29,854613310855643136
2010/10/30,1571683044310450176
2010/10/31,1.4746584412931E+19
2010/11/01,1.0593694231965E+19
2010/11/02,8137041198897168384
2010/11/03,785182304414859264
2010/11/04,1281994209485520896
2010/11/05,2010255466453663744
2010/11/06,1308994305998323712
2010/11/07,4571275051543035904
2010/11/08,7884517562953498624
2010/11/09,1.9330078755077E+19
2010/11/10,1.0877230018791E+19
2010/11/11,8832661413367382016
2010/11/12,1.3069435461689E+19
2010/11/13,1.2643365151078E+19
2010/11/14,2.866557120245E+19
2010/11/15,1.9606514870969E+19
2010/11/16,2.1688920009374E+19
2010/11/17,1.4011569561364E+19
2010/11/18,6.9105699570665E+19
2010/11/19,4.8873499975484E+19
2010/11/20,1.3163659508892E+20
2010/11/21,1.3781819430217E+20
2010/11/22,1.7191311936726E+19
2010/11/23,8025764096470155264
2010/11/24,4660556267259428864
2010/11/25,4203055631154282496
2010/11/26,3.272502648088E+19
2010/11/27,3.3441393713796E+19
2010/11/28,1.868778346446E+19
2010/11/29,1.5549572857557E+19
2010/11/30,6.2806280693451E+19
2010/12/01,2.0299769768644E+19
2010/12/02,5416651563419566080
2010/12/03,5223596335952822272
2010/12/04,1.5811601241583E+19
2010/12/05,4.6478630567543E+19
2010/12/06,2.1451618889342E+19
2010/12/07,3647378475027791872
2010/12/08,3838616018002903040
2010/12/09,1.4426812778612E+19
2010/12/10,1.0308769418467E+19
2010/12/11,4342375307578179584
2010/12/12,1.2128788945866E+19
2010/12/13,1.8184281777716E+19
2010/12/14,3.0027242895367E+19
2010/12/15,4.2304783053893E+19
2010/12/16,6.6963857252781E+19
2010/12/17,7311910320889397248
2010/12/18,3.9238143653892E+19
2010/12/19,1.2706783146348E+19
2010/12/20,1.7728076690529E+19
2010/12/21,1.305622041683E+19
2010/12/22,7.6782605987077E+19
2010/12/23,1.0298367176286E+20
2010/12/24,1.184870528165E+20
2010/12/25,1.3791561797954E+19
2010/12/26,6827464024278433792
2010/12/27,3873758648463261696
2010/12/28,5.3207190082754E+19
2010/12/29,3.1797209214124E+19
2010/12/30,1.129015639891E+19
2010/12/31,3230722598222430208
2011/01/01,1.0258500558441E+19
2011/01/02,1.3922076673494E+19
2011/01/03,2.137806705681E+19
2011/01/04,5.5764150054388E+19
2011/01/05,6.7835353739242E+19
2011/01/06,1.4347881238239E+19
2011/01/07,1.3220914364865E+19
2011/01/08,1.0441485384136E+20
2011/01/09,1.0411693715824E+20
2011/01/10,4.7416814516564E+19
2011/01/11,2.4129838638554E+19
2011/01/12,8184426612826046464
2011/01/13,2.4191810821572E+19
2011/01/14,1.4687867319846E+19
2011/01/15,9.750435049639E+18
2011/01/16,1.9785098850722E+19
2011/01/17,1.1830482805052E+19
2011/01/18,2.4498505632532E+19
2011/01/19,3.3406064124697E+19
2011/01/20,2.6366642739776E+19
2011/01/21,1.222283320133E+20
2011/01/22,1.2504454348783E+20
2011/01/23,1.2419209392E+20
2011/01/24,4.0367877690086E+19
2011/01/25,1.7311448045418E+19
2011/01/26,4.4760042580868E+19
2011/01/27,1.0518740807887E+20
2011/01/28,1.2647007789227E+19
2011/01/29,1.3033874703763E+19
2011/01/30,2.1480436976266E+19
2011/01/31,2.9190447891774E+19
2011/02/01,1.2996454917941E+20
2011/02/02,1.3336840374543E+20
2011/02/03,1.0402669234218E+20
2011/02/04,1.0162826545387E+20
2011/02/05,2.5005115858533E+20
2011/02/06,4.7387686413848E+19
2011/02/07,3.8454794342761E+19
2011/02/08,2.9926135403814E+20
2011/02/09,1.6658310619282E+20
2011/02/10,2.0957356319876E+19
2011/02/11,2.7571732631674E+19
2011/02/12,1.9319299107122E+19
2011/02/13,2.669264200248E+19
2011/02/14,2938486828862275584
2011/02/15,4.3320074253149E+19
2011/02/16,1.7570457594082E+20
2011/02/17,4.1450217877944E+20
2011/02/18,1.1399897924516E+21
2011/02/19,4.7302691505367E+20
2011/02/20,2.9709729945691E+20
2011/02/21,6.3769968844061E+19
2011/02/22,2.8887452630447E+20
2011/02/23,5.1849815784395E+20
2011/02/24,2.1665766035092E+20
2011/02/25,6185831950704443392
2011/02/26,4.707508938428E+20
2011/02/27,9.5072121793665E+21
2011/02/28,5.7608344255893E+21
2011/03/01,9.3376517294272E+21
2011/03/02,1.7286944544706E+21
2011/03/03,1.016562328657E+21
2011/03/04,2.8177709516942E+21
2011/03/05,7.2937968272002E+21
2011/03/06,7.9123682028292E+21
2011/03/07,1.6673058040524E+21
2011/03/08,9.1430323088737E+21
2011/03/09,6.1165955490321E+21
2011/03/10,2.5172448832566E+20
2011/03/11,5.4504473558036E+20
2011/03/12,2.2786898719101E+20
2011/03/13,1.4533375777461E+20
2011/03/14,1.0850052113052E+21
2011/03/15,1.4374431974487E+21
2011/03/16,1.8294760736979E+21
2011/03/17,1.8565098584076E+21
2011/03/18,2.4814647139809E+20
2011/03/19,1.5913570680562E+21
2011/03/20,1.5777061631965E+21
2011/03/21,2.3802606068197E+21
2011/03/22,9.6137075216515E+20
2011/03/23,2.3654515182654E+20
2011/03/24,1.9053691723142E+21
2011/03/25,1.648376109157E+21
2011/03/26,1.595616376475E+21
2011/03/27,6.0800861122794E+19
2011/03/28,5.5147470443162E+19
2011/03/29,5.9276309833843E+20
2011/03/30,3.451677709048E+20
2011/03/31,2.0027263735843E+21
2011/04/01,2.4479121216754E+21
2011/04/02,7.4156825709881E+19
2011/04/03,2.8315464658204E+20
2011/04/04,1.8379585720929E+20
2011/04/05,6.8736822025997E+20
2011/04/06,4.5884157672611E+20
2011/04/07,5.997526844634E+20
2011/04/08,6.2657486583649E+20
2011/04/09,4.5136842282989E+20
2011/04/10,3.4500126591192E+20
2011/04/11,2.5787835478866E+19
2011/04/12,5.9300561120152E+19
2011/04/13,2.6658592594881E+21
2011/04/14,1.7620990903708E+21
2011/04/15,5.3742961008693E+21
2011/04/16,1.8505923672602E+21
2011/04/17,1.7625158609853E+21
2011/04/18,8.2987943640182E+20
2011/04/19,6.2165246557527E+20
2011/04/20,5.757566899718E+20
2011/04/21,5.1035968685587E+20
2011/04/22,4.8742970636918E+20
2011/04/23,8.8420222155807E+20
2011/04/24,2.6594591969773E+20
2011/04/25,7.85123830314E+19
2011/04/26,3.8280492828557E+21
2011/04/27,2.471580589226E+21
2011/04/28,5.2281865086676E+21
2011/04/29,3.9534515563886E+21
2011/04/30,1.2833157613132E+22
2011/05/01,3.8760162357047E+21
2011/05/02,3.3959152952156E+20
2011/05/03,8.9709569705019E+20
2011/05/04,1.2628961867918E+20
2011/05/05,1.4079362526229E+21
2011/05/06,1.9732706218179E+21
2011/05/07,4.0732139157303E+20
2011/05/08,4.988236229094E+20
2011/05/09,9.0594253065672E+21
2011/05/10,4.6122395859967E+22
2011/05/11,1.5708522229432E+22
2011/05/12,1.4192156841456E+22
2011/05/13,1.7161547132406E+21
2011/05/14,3.5419930621406E+22
2011/05/15,2.5760946045437E+22
2011/05/16,3.7458461645691E+19
2011/05/17,6.8695837845319E+21
2011/05/18,2.8764242637232E+22
2011/05/19,5.847537700971E+22
2011/05/20,2.4834959473502E+22
2011/05/21,5.9926918395963E+20
2011/05/22,4.5797301581681E+22
2011/05/23,5.8752521957577E+22
2011/05/24,4.7660436499208E+22
2011/05/25,4.7799918949954E+22
2011/05/26,1.1511561345862E+23
2011/05/27,2.6240335473163E+23
2011/05/28,3.1266730321391E+23
2011/05/29,4.2069212604875E+23
2011/05/30,1.2810589015654E+20
2011/05/31,1.0142173450145E+22
2011/06/01,1.5185773317054E+22
2011/06/02,1.2434978466715E+23
2011/06/03,8.9109784582937E+22
2011/06/04,2.2933788935897E+22
2011/06/05,1.4752096281116E+22
2011/06/06,2.9964404084611E+23
2011/06/07,2.1663454206007E+23
2011/06/08,7.8052088844496E+22
2011/06/09,1.1876945773269E+23
2011/06/10,2.3950521288261E+23
2011/06/11,5.6829524815163E+22
2011/06/12,6.5346908477084E+22
2011/06/13,3.6806861989498E+22
2011/06/14,2.1231239853431E+22
2011/06/15,1.7834714732806E+24
2011/06/16,2.0227294586043E+24
2011/06/17,5.6954015265306E+23
2011/06/18,6.2872883170399E+23
