Date,size7ema
2010/10/24,817.812
2010/10/25,757.356
2010/10/26,706.724
2010/10/27,737.126
2010/10/28,714.638
2010/10/29,698.186
2010/10/30,622.335
2010/10/31,581.783
2010/11/01,561.405
2010/11/02,513.139
2010/11/03,494.966
2010/11/04,479.404
2010/11/05,515.713
2010/11/06,498.695
2010/11/07,485.82
2010/11/08,555.254
2010/11/09,532.821
2010/11/10,516.622
2010/11/11,494.805
2010/11/12,467.814
2010/11/13,442.037
2010/11/14,451.519
2010/11/15,2515
2010/11/16,4604
2010/11/17,3559
2010/11/18,2993
2010/11/19,5870
2010/11/20,9145
2010/11/21,10947
2010/11/22,8347
2010/11/23,6428
2010/11/24,6176
2010/11/25,6991
2010/11/26,5702
2010/11/27,4442
2010/11/28,3490
2010/11/29,2771
2010/11/30,2219
2010/12/01,1861
2010/12/02,1550
2010/12/03,1314
2010/12/04,1110
2010/12/05,934.421
2010/12/06,806.309
2010/12/07,772.746
2010/12/08,715.174
2010/12/09,678.859
2010/12/10,664.978
2010/12/11,719.202
2010/12/12,782.666
2010/12/13,1005
2010/12/14,992.241
2010/12/15,953.645
2010/12/16,916.312
2010/12/17,913.537
2010/12/18,882.833
2010/12/19,900.259
2010/12/20,1077
2010/12/21,1021
2010/12/22,1052
2010/12/23,1049
2010/12/24,1017
2010/12/25,991.202
2010/12/26,1010
2010/12/27,1013
2010/12/28,1018
2010/12/29,988.642
2010/12/30,984.435
2010/12/31,955.897
2011/01/01,974.152
2011/01/02,966.286
2011/01/03,1325
2011/01/04,1418
2011/01/05,1658
2011/01/06,1608
2011/01/07,1605
2011/01/08,1753
2011/01/09,1831
2011/01/10,1925
2011/01/11,2000
2011/01/12,1960
2011/01/13,1955
2011/01/14,1957
2011/01/15,1927
2011/01/16,1847
2011/01/17,1699
2011/01/18,1716
2011/01/19,1690
2011/01/20,1603
2011/01/21,1728
2011/01/22,2064
2011/01/23,2082
2011/01/24,2119
2011/01/25,1983
2011/01/26,1889
2011/01/27,1863
2011/01/28,1901
2011/01/29,2159
2011/01/30,3206
2011/01/31,3143
2011/02/01,2982
2011/02/02,2690
2011/02/03,2378
2011/02/04,2145
2011/02/05,1979
2011/02/06,1903
2011/02/07,1737
2011/02/08,1674
2011/02/09,1721
2011/02/10,2190
2011/02/11,2583
2011/02/12,2682
2011/02/13,2677
2011/02/14,2930
2011/02/15,2918
2011/02/16,2816
2011/02/17,2822
2011/02/18,2923
2011/02/19,2945
2011/02/20,2907
2011/02/21,2880
2011/02/22,2944
2011/02/23,2902
2011/02/24,2956
2011/02/25,2898
2011/02/26,2712
2011/02/27,2750
2011/02/28,2980
2011/03/01,3908
2011/03/02,3868
2011/03/03,4143
2011/03/04,3871
2011/03/05,3643
2011/03/06,3301
2011/03/07,3209
2011/03/08,3503
2011/03/09,3596
2011/03/10,3910
2011/03/11,4117
2011/03/12,4598
2011/03/13,5127
2011/03/14,5725
2011/03/15,6335
2011/03/16,6474
2011/03/17,6509
2011/03/18,6414
2011/03/19,6811
2011/03/20,7645
2011/03/21,8399
2011/03/22,7786
2011/03/23,8121
2011/03/24,7366
2011/03/25,6584
2011/03/26,6955
2011/03/27,6861
2011/03/28,6720
2011/03/29,6435
2011/03/30,5837
2011/03/31,5341
2011/04/01,4864
2011/04/02,4514
2011/04/03,4249
2011/04/04,4326
2011/04/05,4205
2011/04/06,4260
2011/04/07,4200
2011/04/08,4166
2011/04/09,4109
2011/04/10,4029
2011/04/11,4191
2011/04/12,4527
2011/04/13,4584
2011/04/14,4996
2011/04/15,5502
2011/04/16,5647
2011/04/17,5368
2011/04/18,5860
2011/04/19,6435
2011/04/20,7081
2011/04/21,6457
2011/04/22,5928
2011/04/23,5799
2011/04/24,5780
2011/04/25,5815
2011/04/26,5970
2011/04/27,7121
2011/04/28,7205
2011/04/29,7071
2011/04/30,7682
2011/05/01,8089
2011/05/02,7497
2011/05/03,7132
2011/05/04,6821
2011/05/05,6760
2011/05/06,6587
2011/05/07,6518
2011/05/08,6212
2011/05/09,6181
2011/05/10,6612
2011/05/11,6720
2011/05/12,7127
2011/05/13,7678
2011/05/14,7660
2011/05/15,7664
2011/05/16,7733
2011/05/17,7633
2011/05/18,7752
2011/05/19,8685
2011/05/20,8860
2011/05/21,8876
2011/05/22,8678
2011/05/23,8533
2011/05/24,8297
2011/05/25,8341
2011/05/26,8644
2011/05/27,9291
2011/05/28,10139
2011/05/29,10260
2011/05/30,11262
2011/05/31,12715
2011/06/01,13161
2011/06/02,13880
2011/06/03,15404
2011/06/04,15722
2011/06/05,15715
2011/06/06,16342
2011/06/07,17512
2011/06/08,20782
2011/06/09,21452
2011/06/10,21355
2011/06/11,20374
2011/06/12,20939
2011/06/13,21114
2011/06/14,21469
2011/06/15,20938
2011/06/16,23228
2011/06/17,24011
2011/06/18,24061
2011/06/19,23556
2011/06/20,22272
2011/06/21,20646
2011/06/22,19656
2011/06/23,18937
2011/06/24,19163
2011/06/25,21360
2011/06/26,23212
2011/06/27,25494
2011/06/28,26105
2011/06/29,25586
2011/06/30,24458
2011/07/01,24945
2011/07/02,24168
2011/07/03,23284
2011/07/04,23404
2011/07/05,24757
2011/07/06,26090
2011/07/07,26837
2011/07/08,25597
2011/07/09,24883
2011/07/10,25808
2011/07/11,26144
2011/07/12,25770
2011/07/13,24263
2011/07/14,24762
2011/07/15,23645
2011/07/16,23613
2011/07/17,23077
2011/07/18,24038
2011/07/19,25333
2011/07/20,25460
2011/07/21,25149
2011/07/22,25173
2011/07/23,24474
2011/07/24,23753
2011/07/25,24363
2011/07/26,23635
2011/07/27,22932
2011/07/28,23188
2011/07/29,22056
2011/07/30,20802
2011/07/31,20512
2011/08/01,21006
2011/08/02,22014
2011/08/03,22032
2011/08/04,23279
2011/08/05,23010
2011/08/06,23753
2011/08/07,23401
2011/08/08,24331
2011/08/09,25273
2011/08/10,24697
2011/08/11,24160
2011/08/12,23679
2011/08/13,23771
2011/08/14,24312
2011/08/15,25650
2011/08/16,26127
2011/08/17,25973
2011/08/18,24955
2011/08/19,25458
2011/08/20,24201
2011/08/21,23204
2011/08/22,22597
2011/08/23,22090
2011/08/24,22452
2011/08/25,22695
2011/08/26,22743
2011/08/27,23273
2011/08/28,22743
2011/08/29,23249
2011/08/30,22862
2011/08/31,21898
2011/09/01,22355
2011/09/02,21340
2011/09/03,20266
2011/09/04,25220
2011/09/05,23853
2011/09/06,23662
2011/09/07,23307
2011/09/08,22941
2011/09/09,23550
2011/09/10,23100
2011/09/11,23168
2011/09/12,23164
2011/09/13,22105
2011/09/14,21060
2011/09/15,20335
2011/09/16,20765
2011/09/17,19832
2011/09/18,18786
2011/09/19,20139
2011/09/20,22114
2011/09/21,22975
2011/09/22,21711
2011/09/23,21292
2011/09/24,21158
2011/09/25,20613
2011/09/26,19947
2011/09/27,19914
2011/09/28,19125
2011/09/29,18839
2011/09/30,19059
2011/10/01,18321
2011/10/02,18049
2011/10/03,18027
2011/10/04,19162
2011/10/05,18588
2011/10/06,18999
2011/10/07,18703
2011/10/08,18804
2011/10/09,18634
2011/10/10,18880
2011/10/11,21395
2011/10/12,21413
2011/10/13,21526
2011/10/14,20859
2011/10/15,19975
2011/10/16,19480
2011/10/17,20285
2011/10/18,19629
2011/10/19,18835
2011/10/20,18179
2011/10/21,17667
2011/10/22,18743
2011/10/23,19293
2011/10/24,19268
2011/10/25,18673
2011/10/26,18733
2011/10/27,18838
2011/10/28,19454
2011/10/29,19997
2011/10/30,19605
2011/10/31,18657
2011/11/01,17829
2011/11/02,17168
2011/11/03,17704
2011/11/04,17992
2011/11/05,17756
2011/11/06,16622
2011/11/07,16958
2011/11/08,17202
2011/11/09,17121
2011/11/10,17775
2011/11/11,18045
2011/11/12,17350
2011/11/13,16686
2011/11/14,17095
2011/11/15,16898
2011/11/16,17505
2011/11/17,17154
2011/11/18,17003
2011/11/19,16919
2011/11/20,16892
2011/11/21,16789
2011/11/22,16785
2011/11/23,16805
2011/11/24,17615
2011/11/25,17414
2011/11/26,17372
2011/11/27,17527
2011/11/28,18158
2011/11/29,19046
2011/11/30,19365
2011/12/01,18575
2011/12/02,18547
2011/12/03,17980
2011/12/04,17684
2011/12/05,17370
2011/12/06,17960
2011/12/07,18318
2011/12/08,17933
2011/12/09,17450
2011/12/10,17189
2011/12/11,17263
2011/12/12,17673
2011/12/13,17896
2011/12/14,17322
2011/12/15,17282
2011/12/16,17909
2011/12/17,17044
2011/12/18,16130
2011/12/19,16405
2011/12/20,18527
2011/12/21,17956
2011/12/22,17777
2011/12/23,17472
2011/12/24,16425
2011/12/25,15521
2011/12/26,15056
2011/12/27,15305
2011/12/28,15048
2011/12/29,15467
2011/12/30,15319
2011/12/31,15530
2012/01/01,15895
2012/01/02,16681
2012/01/03,17044
2012/01/04,17600
2012/01/05,19349
2012/01/06,19930
2012/01/07,19102
2012/01/08,19412
2012/01/09,19636
2012/01/10,22125
2012/01/11,23452
2012/01/12,22620
2012/01/13,22385
2012/01/14,21761
2012/01/15,21522
2012/01/16,21047
2012/01/17,20659
2012/01/18,21678
2012/01/19,21549
2012/01/20,21360
2012/01/21,20579
2012/01/22,19569
2012/01/23,18464
2012/01/24,19852
2012/01/25,21129
2012/01/26,21351
2012/01/27,21338
2012/01/28,20768
2012/01/29,20053
2012/01/30,18967
2012/01/31,19687
2012/02/01,19961
2012/02/02,20375
2012/02/03,20454
2012/02/04,20596
2012/02/05,20745
2012/02/06,20226
2012/02/07,20685
2012/02/08,20779
2012/02/09,21369
2012/02/10,22890
2012/02/11,22938
2012/02/12,22088
2012/02/13,23145
2012/02/14,25311
2012/02/15,26473
2012/02/16,27972
2012/02/17,25661
2012/02/18,23309
2012/02/19,21587
2012/02/20,20948
2012/02/21,21432
2012/02/22,20949
2012/02/23,21335
2012/02/24,21548
2012/02/25,20682
2012/02/26,19995
2012/02/27,19868
2012/02/28,19716
2012/02/29,19028
2012/03/01,19923
2012/03/02,21931
2012/03/03,21489
2012/03/04,21479
2012/03/05,22187
2012/03/06,22467
2012/03/07,21639
2012/03/08,21196
2012/03/09,20554
2012/03/10,19979
2012/03/11,19816
2012/03/12,19317
2012/03/13,20668
2012/03/14,22013
2012/03/15,22760
2012/03/16,22103
2012/03/17,21092
2012/03/18,19892
2012/03/19,20185
2012/03/20,19873
2012/03/21,19791
2012/03/22,19633
2012/03/23,20058
2012/03/24,18725
2012/03/25,18540
2012/03/26,19160
2012/03/27,19234
2012/03/28,19976
2012/03/29,20924
2012/03/30,20766
2012/03/31,19599
2012/04/01,19311
2012/04/02,21077
2012/04/03,22608
2012/04/04,22806
2012/04/05,24565
2012/04/06,24761
2012/04/07,23839
2012/04/08,22340
2012/04/09,21784
2012/04/10,22652
2012/04/11,23549
2012/04/12,25014
2012/04/13,25317
2012/04/14,25309
2012/04/15,26366
2012/04/16,26611
2012/04/17,27197
2012/04/18,28624
2012/04/19,27357
2012/04/20,27555
2012/04/21,26197
2012/04/22,24923
2012/04/23,24891
2012/04/24,24908
2012/04/25,25498
2012/04/26,25954
2012/04/27,25705
2012/04/28,24742
2012/04/29,23276
2012/04/30,23286
2012/05/01,24488
2012/05/02,26230
2012/05/03,29390
2012/05/04,31796
2012/05/05,32364
2012/05/06,32929
2012/05/07,36590
2012/05/08,38477
2012/05/09,40791
2012/05/10,41016
2012/05/11,45646
2012/05/12,49676
2012/05/13,48726
2012/05/14,58917
2012/05/15,63503
2012/05/16,65283
2012/05/17,65930
2012/05/18,68346
2012/05/19,77392
2012/05/20,82861
2012/05/21,89700
2012/05/22,89936
2012/05/23,90900
2012/05/24,91790
2012/05/25,94923
2012/05/26,88928
2012/05/27,84875
2012/05/28,86974
2012/05/29,91600
2012/05/30,90714
2012/05/31,85242
2012/06/01,83799
2012/06/02,71886
2012/06/03,77885
2012/06/04,90956
2012/06/05,100236
2012/06/06,87117
2012/06/07,91447
2012/06/08,88161
2012/06/09,87346
2012/06/10,91167
2012/06/11,93523
2012/06/12,84843
2012/06/13,103895
2012/06/14,122751
2012/06/15,130607
2012/06/16,129270
2012/06/17,125453
2012/06/18,119031
2012/06/19,117473
2012/06/20,114400
2012/06/21,108952
2012/06/22,101862
2012/06/23,92431
2012/06/24,88883
2012/06/25,87420
2012/06/26,87682
2012/06/27,86444
2012/06/28,86179
2012/06/29,81024
2012/06/30,78784
2012/07/01,73238
2012/07/02,72060
2012/07/03,69139
2012/07/04,68733
2012/07/05,68483
2012/07/06,68382
2012/07/07,67277
2012/07/08,65253
2012/07/09,65720
2012/07/10,74706
2012/07/11,81818
2012/07/12,79177
2012/07/13,77062
2012/07/14,73157
2012/07/15,75286
2012/07/16,80042
2012/07/17,82851
2012/07/18,86503
2012/07/19,91682
2012/07/20,96541
2012/07/21,98747
2012/07/22,96991
2012/07/23,97156
2012/07/24,92000
2012/07/25,86901
2012/07/26,84925
2012/07/27,79402
2012/07/28,83077
2012/07/29,84390
2012/07/30,85661
2012/07/31,98571
2012/08/01,98649
2012/08/02,95746
2012/08/03,90041
2012/08/04,87903
2012/08/05,90505
2012/08/06,93425
2012/08/07,87858
2012/08/08,90715
2012/08/09,87268
2012/08/10,83878
2012/08/11,82390
2012/08/12,83891
2012/08/13,94787
2012/08/14,94800
2012/08/15,107109
2012/08/16,112286
2012/08/17,115719
2012/08/18,111939
2012/08/19,108978
2012/08/20,104633
2012/08/21,103209
2012/08/22,102479
2012/08/23,96114
2012/08/24,93973
2012/08/25,95175
2012/08/26,88437
2012/08/27,90095
2012/08/28,88453
2012/08/29,86776
2012/08/30,87941
2012/08/31,95536
2012/09/01,97657
2012/09/02,94869
2012/09/03,97070
2012/09/04,101806
2012/09/05,101140
2012/09/06,101881
2012/09/07,97252
2012/09/08,95958
2012/09/09,92244
2012/09/10,92964
2012/09/11,97552
2012/09/12,92677
2012/09/13,94510
2012/09/14,95841
2012/09/15,92207
2012/09/16,89443
2012/09/17,83211
2012/09/18,83742
2012/09/19,87698
2012/09/20,87030
2012/09/21,85616
2012/09/22,82316
2012/09/23,81930
2012/09/24,82854
2012/09/25,79862
2012/09/26,85688
2012/09/27,83674
2012/09/28,86065
2012/09/29,81414
2012/09/30,76937
2012/10/01,81460
2012/10/02,87182
2012/10/03,90861
2012/10/04,98047
2012/10/05,102798
2012/10/06,101993
2012/10/07,109016
2012/10/08,105999
2012/10/09,108258
2012/10/10,105025
2012/10/11,101564
2012/10/12,98588
2012/10/13,99652
2012/10/14,100284
2012/10/15,96760
2012/10/16,98708
2012/10/17,101962
2012/10/18,99490
2012/10/19,98075
2012/10/20,96727
2012/10/21,101243
2012/10/22,105925
2012/10/23,109751
2012/10/24,106015
2012/10/25,102684
2012/10/26,93433
2012/10/27,81611
2012/10/28,74419
2012/10/29,73895
2012/10/30,79680
2012/10/31,82852
2012/11/01,82361
2012/11/02,84934
2012/11/03,82437
2012/11/04,80311
2012/11/05,84354
2012/11/06,90457
2012/11/07,94424
2012/11/08,95529
2012/11/09,90949
2012/11/10,90400
2012/11/11,85615
2012/11/12,85079
2012/11/13,85649
2012/11/14,87533
2012/11/15,95772
2012/11/16,102751
2012/11/17,106837
2012/11/18,106591
2012/11/19,108413
2012/11/20,109409
2012/11/21,112451
2012/11/22,109216
2012/11/23,106939
2012/11/24,102797
2012/11/25,106682
2012/11/26,106979
2012/11/27,102497
2012/11/28,101742
2012/11/29,102503
2012/11/30,103516
2012/12/01,100557
2012/12/02,92439
2012/12/03,86915
2012/12/04,99496
2012/12/05,108317
2012/12/06,113902
2012/12/07,113310
2012/12/08,111391
2012/12/09,112726
2012/12/10,114395
2012/12/11,115335
2012/12/12,119235
2012/12/13,127129
2012/12/14,137381
2012/12/15,134075
2012/12/16,136345
2012/12/17,135204
2012/12/18,147142
2012/12/19,144573
2012/12/20,147191
2012/12/21,148743
2012/12/22,146416
2012/12/23,143341
2012/12/24,141369
2012/12/25,131271
2012/12/26,127843
2012/12/27,128697
2012/12/28,128174
2012/12/29,127386
2012/12/30,124296
2012/12/31,115339
2013/01/01,108762
2013/01/02,110091
2013/01/03,109574
2013/01/04,117633
2013/01/05,117785
2013/01/06,113491
2013/01/07,111468
2013/01/08,120927
2013/01/09,127780
2013/01/10,136755
2013/01/11,149361
2013/01/12,152795
2013/01/13,155188
2013/01/14,148168
2013/01/15,150701
2013/01/16,158210
2013/01/17,168653
2013/01/18,172790
2013/01/19,169503
2013/01/20,162272
2013/01/21,156580
2013/01/22,153631
2013/01/23,158798
2013/01/24,156797
2013/01/25,158633
2013/01/26,156998
2013/01/27,158279
2013/01/28,160794
2013/01/29,159920
2013/01/30,151782
2013/01/31,144958
2013/02/01,153479
2013/02/02,154765
2013/02/03,153378
2013/02/04,153399
2013/02/05,150456
2013/02/06,145162
2013/02/07,153302
2013/02/08,160055
2013/02/09,164865
2013/02/10,162134
2013/02/11,162810
2013/02/12,170221
2013/02/13,167251
2013/02/14,164894
2013/02/15,160135
2013/02/16,151321
2013/02/17,144994
2013/02/18,144730
2013/02/19,148657
2013/02/20,148830
2013/02/21,147174
2013/02/22,152125
2013/02/23,154866
2013/02/24,155997
2013/02/25,154428
2013/02/26,159493
2013/02/27,156058
2013/02/28,160439
2013/03/01,169464
2013/03/02,172187
2013/03/03,168411
2013/03/04,167478
2013/03/05,174233
2013/03/06,179304
2013/03/07,184935
2013/03/08,179060
2013/03/09,173503
2013/03/10,176466
2013/03/11,174965
2013/03/12,176202
2013/03/13,174029
2013/03/14,169511
2013/03/15,170278
2013/03/16,152945
2013/03/17,134934
2013/03/18,128087
2013/03/19,129179
2013/03/20,122893
2013/03/21,123926
2013/03/22,125606
2013/03/23,125502
2013/03/24,126611
2013/03/25,137101
2013/03/26,143170
2013/03/27,155050
2013/03/28,160102
2013/03/29,164532
2013/03/30,170335
2013/03/31,164708
2013/04/01,158345
2013/04/02,162620
2013/04/03,168017
2013/04/04,181405
2013/04/05,183570
2013/04/06,177319
2013/04/07,184342
2013/04/08,187036
2013/04/09,185059
2013/04/10,180905
2013/04/11,189802
2013/04/12,183296
2013/04/13,173769
2013/04/14,174119
2013/04/15,171061
2013/04/16,173593
2013/04/17,171146
2013/04/18,164464
2013/04/19,176246
2013/04/20,171536
2013/04/21,159415
2013/04/22,156324
2013/04/23,160856
2013/04/24,173032
2013/04/25,173682
2013/04/26,169659
2013/04/27,164029
2013/04/28,153507
2013/04/29,152001
2013/04/30,159353
2013/05/01,162089
2013/05/02,170778
2013/05/03,173682
2013/05/04,169733
2013/05/05,165441
2013/05/06,164856
2013/05/07,166382
2013/05/08,163915
2013/05/09,170197
2013/05/10,175287
2013/05/11,179104
2013/05/12,179851
2013/05/13,177067
2013/05/14,183259
2013/05/15,191922
2013/05/16,194206
2013/05/17,189136
2013/05/18,183718
2013/05/19,173161
2013/05/20,175094
2013/05/21,174803
2013/05/22,170806
2013/05/23,168653
2013/05/24,166221
2013/05/25,161900
2013/05/26,154753
2013/05/27,153191
2013/05/28,157270
2013/05/29,157951
2013/05/30,157523
2013/05/31,154961
2013/06/01,147417
2013/06/02,140878
2013/06/03,137260
2013/06/04,135373
2013/06/05,138464
2013/06/06,139709
2013/06/07,143475
2013/06/08,138317
2013/06/09,137230
2013/06/10,132586
2013/06/11,130219
2013/06/12,124212
2013/06/13,120167
2013/06/14,122778
2013/06/15,116219
2013/06/16,113770
2013/06/17,121114
2013/06/18,128203
2013/06/19,136212
2013/06/20,141743
2013/06/21,139326
2013/06/22,133896
2013/06/23,127112
2013/06/24,129182
2013/06/25,128872
2013/06/26,126825
2013/06/27,126968
2013/06/28,129060
2013/06/29,123223
2013/06/30,115565
2013/07/01,114996
2013/07/02,115569
2013/07/03,108175
2013/07/04,105440
2013/07/05,101633
2013/07/06,97292
2013/07/07,91986
2013/07/08,92606
2013/07/09,95271
2013/07/10,94692
2013/07/11,99818
2013/07/12,112850
2013/07/13,113506
2013/07/14,109461
2013/07/15,108323
2013/07/16,108963
2013/07/17,106929
2013/07/18,109456
2013/07/19,106308
2013/07/20,100477
2013/07/21,96102
2013/07/22,99540
2013/07/23,105701
2013/07/24,110509
2013/07/25,117930
2013/07/26,114851
2013/07/27,109813
2013/07/28,108351
2013/07/29,108946
2013/07/30,106700
2013/07/31,111284
2013/08/01,117321
2013/08/02,117900
2013/08/03,119755
2013/08/04,118143
2013/08/05,119033
2013/08/06,120736
2013/08/07,124353
2013/08/08,124864
2013/08/09,121669
2013/08/10,119395
2013/08/11,109761
2013/08/12,115839
2013/08/13,121559
2013/08/14,127534
2013/08/15,136426
2013/08/16,147935
2013/08/17,143375
2013/08/18,140169
2013/08/19,149596
2013/08/20,150044
2013/08/21,147047
2013/08/22,143461
2013/08/23,140852
2013/08/24,138421
2013/08/25,139535
2013/08/26,142341
2013/08/27,150757
2013/08/28,153032
2013/08/29,148032
2013/08/30,145748
2013/08/31,133825
2013/09/01,124125
2013/09/02,119611
2013/09/03,122406
2013/09/04,128540
2013/09/05,132035
2013/09/06,135760
2013/09/07,140992
2013/09/08,138582
2013/09/09,134811
2013/09/10,132477
2013/09/11,126143
2013/09/12,123182
2013/09/13,117603
2013/09/14,110699
2013/09/15,117967
2013/09/16,128855
2013/09/17,138040
2013/09/18,144536
2013/09/19,142601
2013/09/20,139708
2013/09/21,135877
2013/09/22,130078
2013/09/23,132119
2013/09/24,132077
2013/09/25,128420
2013/09/26,136514
2013/09/27,133233
2013/09/28,128296
2013/09/29,124944
2013/09/30,127086
2013/10/01,130197
2013/10/02,138122
2013/10/03,139894
2013/10/04,137438
2013/10/05,127147
2013/10/06,123567
2013/10/07,129055
2013/10/08,128629
2013/10/09,129706
2013/10/10,131688
2013/10/11,130667
2013/10/12,124856
2013/10/13,123224
2013/10/14,120750
2013/10/15,115749
2013/10/16,116175
2013/10/17,120471
2013/10/18,126131
2013/10/19,127079
2013/10/20,125713
2013/10/21,129228
2013/10/22,130537
2013/10/23,131589
2013/10/24,138419
2013/10/25,135596
2013/10/26,133402
2013/10/27,129184
2013/10/28,130782
2013/10/29,134485
2013/10/30,132005
2013/10/31,132817
2013/11/01,126174
2013/11/02,121027
2013/11/03,116759
2013/11/04,117582
2013/11/05,127344
2013/11/06,141782
2013/11/07,161177
2013/11/08,178313
2013/11/09,183623
2013/11/10,181218
2013/11/11,173576
2013/11/12,165552
2013/11/13,170420
2013/11/14,173707
2013/11/15,174182
2013/11/16,159980
2013/11/17,155029
2013/11/18,180056
2013/11/19,213149
2013/11/20,218156
2013/11/21,232105
2013/11/22,230808
2013/11/23,225448
2013/11/24,214928
2013/11/25,208748
2013/11/26,219388
2013/11/27,230783
2013/11/28,235224
2013/11/29,238908
2013/11/30,229242
2013/12/01,219099
2013/12/02,222068
2013/12/03,212886
2013/12/04,217873
2013/12/05,222944
2013/12/06,209432
2013/12/07,198252
2013/12/08,178806
2013/12/09,177233
2013/12/10,180845
2013/12/11,184594
2013/12/12,181068
2013/12/13,180092
2013/12/14,176872
2013/12/15,175635
2013/12/16,176645
2013/12/17,174692
2013/12/18,182017
2013/12/19,173599
2013/12/20,175982
2013/12/21,175445
2013/12/22,172084
2013/12/23,171172
2013/12/24,170184
2013/12/25,171699
2013/12/26,170317
2013/12/27,164291
2013/12/28,167641
2013/12/29,169401
2013/12/30,170820
2013/12/31,164224
2014/01/01,149442
2014/01/02,165325
2014/01/03,173134
2014/01/04,176082
2014/01/05,173581
2014/01/06,180939
2014/01/07,179813
2014/01/08,174315
2014/01/09,166176
2014/01/10,161294
2014/01/11,156038
2014/01/12,148614
2014/01/13,153059
2014/01/14,158412
2014/01/15,159344
2014/01/16,159372
2014/01/17,166994
2014/01/18,161364
2014/01/19,156651
2014/01/20,163545
2014/01/21,177637
2014/01/22,176164
2014/01/23,178476
2014/01/24,176570
2014/01/25,173964
2014/01/26,174966
2014/01/27,178055
2014/01/28,187477
2014/01/29,188720
2014/01/30,185159
2014/01/31,180737
2014/02/01,173436
2014/02/02,169693
2014/02/03,172459
2014/02/04,184608
2014/02/05,193671
2014/02/06,197739
2014/02/07,209574
2014/02/08,203874
2014/02/09,205513
2014/02/10,206773
2014/02/11,204892
2014/02/12,216375
2014/02/13,216691
2014/02/14,218684
2014/02/15,209026
2014/02/16,193131
2014/02/17,199015
2014/02/18,205637
2014/02/19,205655
2014/02/20,210845
2014/02/21,221992
2014/02/22,212716
2014/02/23,212142
2014/02/24,215574
2014/02/25,232072
2014/02/26,232290
2014/02/27,226161
2014/02/28,228759
2014/03/01,236859
2014/03/02,237440
2014/03/03,261160
2014/03/04,285188
2014/03/05,284738
2014/03/06,274801
2014/03/07,268341
2014/03/08,254009
2014/03/09,240429
2014/03/10,249846
2014/03/11,250217
2014/03/12,247533
2014/03/13,249834
2014/03/14,263819
2014/03/15,244368
2014/03/16,225128
2014/03/17,221710
2014/03/18,210136
2014/03/19,213300
2014/03/20,214118
2014/03/21,219125
2014/03/22,225081
2014/03/23,205019
2014/03/24,208069
2014/03/25,217665
2014/03/26,224163
2014/03/27,227817
2014/03/28,225859
2014/03/29,212619
2014/03/30,217556
2014/03/31,215516
2014/04/01,216122
2014/04/02,211132
2014/04/03,202129
2014/04/04,201091
2014/04/05,198812
2014/04/06,202201
2014/04/07,212556
2014/04/08,232566
2014/04/09,235360
2014/04/10,240104
2014/04/11,235992
2014/04/12,219485
2014/04/13,205179
2014/04/14,207896
2014/04/15,216307
2014/04/16,229976
2014/04/17,228390
2014/04/18,222662
2014/04/19,215306
2014/04/20,203857
2014/04/21,200547
2014/04/22,222420
2014/04/23,227303
2014/04/24,240416
2014/04/25,236961
2014/04/26,222711
2014/04/27,212264
2014/04/28,218921
2014/04/29,220977
2014/04/30,233296
2014/05/01,222946
