Date,sentinusd30momUSD
2010/10/30,8730
2010/10/31,8934
2010/11/01,-14232
2010/11/02,7421
2010/11/03,-23030
2010/11/04,21720
2010/11/05,2322
2010/11/06,32959
2010/11/07,24569
2010/11/08,130648
2010/11/09,1056
2010/11/10,8071
2010/11/11,2052
2010/11/12,-2880
2010/11/13,-7642
2010/11/14,-5184
2010/11/15,51761
2010/11/16,14587
2010/11/17,-8283
2010/11/18,-11605
2010/11/19,-5011
2010/11/20,25740
2010/11/21,21200
2010/11/22,4192
2010/11/23,368.059
2010/11/24,-5737
2010/11/25,-11454
2010/11/26,-9077
2010/11/27,-26659
2010/11/28,-9205
2010/11/29,-2476
2010/11/30,545.325
2010/12/01,3829
2010/12/02,2732
2010/12/03,-4113
2010/12/04,-18617
2010/12/05,-5482
2010/12/06,-20652
2010/12/07,-17822
2010/12/08,-139964
2010/12/09,-3209
2010/12/10,-7791
2010/12/11,7776
2010/12/12,1854
2010/12/13,28587
2010/12/14,17831
2010/12/15,-44344
2010/12/16,-4978
2010/12/17,1367
2010/12/18,5807
2010/12/19,9066
2010/12/20,-23684
2010/12/21,-9422
2010/12/22,11635
2010/12/23,3563
2010/12/24,4122
2010/12/25,13771
2010/12/26,-7068
2010/12/27,15434
2010/12/28,8686
2010/12/29,22820
2010/12/30,6001
2010/12/31,5795
2011/01/01,1560
2011/01/02,6932
2011/01/03,4777
2011/01/04,7563
2011/01/05,-6048
2011/01/06,-8981
2011/01/07,10358
2011/01/08,9586
2011/01/09,6982
2011/01/10,9473
2011/01/11,23840
2011/01/12,-20291
2011/01/13,10508
2011/01/14,3257
2011/01/15,1744
2011/01/16,10059
2011/01/17,1115
2011/01/18,10820
2011/01/19,-2359
2011/01/20,-7073
2011/01/21,4257
2011/01/22,14146
2011/01/23,20475
2011/01/24,1653
2011/01/25,4631
2011/01/26,4877
2011/01/27,414573
2011/01/28,-11683
2011/01/29,10797
2011/01/30,162716
2011/01/31,78259
2011/02/01,62083
2011/02/02,61380
2011/02/03,34446
2011/02/04,26129
2011/02/05,51684
2011/02/06,53350
2011/02/07,119856
2011/02/08,47914
2011/02/09,100370
2011/02/10,189780
2011/02/11,239188
2011/02/12,99463
2011/02/13,78898
2011/02/14,114916
2011/02/15,71138
2011/02/16,42519
2011/02/17,62820
2011/02/18,95564
2011/02/19,140183
2011/02/20,169424
2011/02/21,161213
2011/02/22,257278
2011/02/23,295734
2011/02/24,189531
2011/02/25,138005
2011/02/26,-276004
2011/02/27,155350
2011/02/28,79331
2011/03/01,739231
2011/03/02,2170917
2011/03/03,135824
2011/03/04,192300
2011/03/05,70280
2011/03/06,124327
2011/03/07,120568
2011/03/08,92569
2011/03/09,71311
2011/03/10,244027
2011/03/11,92127
2011/03/12,-83152
2011/03/13,-74331
2011/03/14,47945
2011/03/15,-2269
2011/03/16,-4880
2011/03/17,37450
2011/03/18,78236
2011/03/19,-5743
2011/03/20,-9677
2011/03/21,-43391
2011/03/22,-33630
2011/03/23,20224
2011/03/24,-78914
2011/03/25,-75754
2011/03/26,65053
2011/03/27,-45515
2011/03/28,-44283
2011/03/29,-87710
2011/03/30,-12567
2011/03/31,-811811
2011/04/01,-2204684
2011/04/02,-137782
2011/04/03,-209918
2011/04/04,-11789
2011/04/05,-81072
2011/04/06,-117819
2011/04/07,-81504
2011/04/08,-113608
2011/04/09,-199524
2011/04/10,-156110
2011/04/11,-75197
2011/04/12,-70537
2011/04/13,-26945
2011/04/14,33952
2011/04/15,-31881
2011/04/16,215494
2011/04/17,1262240
2011/04/18,55862
2011/04/19,2991787
2011/04/20,5396273
2011/04/21,347188
2011/04/22,-4630
2011/04/23,42804
2011/04/24,-75287
2011/04/25,-121054
2011/04/26,180905
2011/04/27,345944
2011/04/28,216704
2011/04/29,1880202
2011/04/30,1190342
2011/05/01,469480
2011/05/02,302467
2011/05/03,557619
2011/05/04,857901
2011/05/05,450719
2011/05/06,888578
2011/05/07,702824
2011/05/08,1892863
2011/05/09,480645
2011/05/10,2667309
2011/05/11,930119
2011/05/12,1112035
2011/05/13,3128043
2011/05/14,13546504
2011/05/15,2079073
2011/05/16,1739733
2011/05/17,224954
2011/05/18,1125477
2011/05/19,-1869750
2011/05/20,-3370859
2011/05/21,3389667
2011/05/22,5430097
2011/05/23,2914075
2011/05/24,2407245
2011/05/25,2876696
2011/05/26,3218989
2011/05/27,4155461
2011/05/28,1590560
2011/05/29,244102
2011/05/30,1022526
2011/05/31,1926010
2011/06/01,2108955
2011/06/02,2952102
2011/06/03,6643280
2011/06/04,7322104
2011/06/05,8850418
2011/06/06,13798266
2011/06/07,9099123
2011/06/08,20521533
2011/06/09,19955653
2011/06/10,23361372
2011/06/11,27236324
2011/06/12,27153442
2011/06/13,10642227
2011/06/14,27845213
2011/06/15,79884406
2011/06/16,158268152
2011/06/17,24332965
2011/06/18,19427720
2011/06/19,76246429
2011/06/20,18746825
2011/06/21,50649789
2011/06/22,19302802
2011/06/23,25006581
2011/06/24,78139144
2011/06/25,178685539
2011/06/26,64057706
2011/06/27,29123564
2011/06/28,113429122
2011/06/29,44603278
2011/06/30,22192380
2011/07/01,14956624
2011/07/02,9757460
2011/07/03,1187539
2011/07/04,11991832
2011/07/05,-4344032
2011/07/06,-6703385
2011/07/07,-4225577
2011/07/08,-16674630
2011/07/09,7094681
2011/07/10,11131004
2011/07/11,-13836143
2011/07/12,-15392824
2011/07/13,-4397191
2011/07/14,-3115667
2011/07/15,-73676234
2011/07/16,-142719071
2011/07/17,-18046938
2011/07/18,23321993
2011/07/19,-41033486
2011/07/20,-15156517
2011/07/21,-38075435
2011/07/22,-1307817
2011/07/23,-19321095
2011/07/24,-73682515
2011/07/25,-162122130
2011/07/26,-52206578
2011/07/27,-13381311
2011/07/28,-69209526
2011/07/29,-37620014
2011/07/30,-20262417
2011/07/31,-9453571
2011/08/01,-6179845
2011/08/02,-3795490
2011/08/03,-15503456
2011/08/04,-2267639
2011/08/05,-2815006
2011/08/06,-3773020
2011/08/07,-1802672
2011/08/08,-21646647
2011/08/09,-13426078
2011/08/10,-3252373
2011/08/11,-10321360
2011/08/12,-16730144
2011/08/13,-23929780
2011/08/14,-3605302
2011/08/15,-13544325
2011/08/16,-3609816
2011/08/17,-40450009
2011/08/18,-32995356
2011/08/19,-1244565
2011/08/20,-15626599
2011/08/21,-18412262
2011/08/22,-5233611
2011/08/23,-2686799
2011/08/24,-13986624
2011/08/25,-12631632
2011/08/26,-15161576
2011/08/27,-23755662
2011/08/28,-7685128
2011/08/29,-2247232
2011/08/30,-5888085
2011/08/31,-4908977
2011/09/01,-2301047
2011/09/02,-2207418
2011/09/03,-1275749
2011/09/04,9400963
2011/09/05,14721865
2011/09/06,20151977
2011/09/07,-3715039
2011/09/08,-19396286
2011/09/09,-9059318
2011/09/10,-3428512
2011/09/11,2188668
2011/09/12,749318
2011/09/13,-2614199
2011/09/14,-1949646
2011/09/15,-2428340
2011/09/16,-300241
2011/09/17,-2696537
2011/09/18,-4798544
2011/09/19,-841121
2011/09/20,-750697
2011/09/21,-754598
2011/09/22,-3125253
2011/09/23,-4242724
2011/09/24,-2591391
2011/09/25,-923757
2011/09/26,-21267563
2011/09/27,449226
2011/09/28,-444202
2011/09/29,-537399
2011/09/30,-827818
2011/10/01,-598029
2011/10/02,-549705
2011/10/03,99750
2011/10/04,-12402500
2011/10/05,-15846984
2011/10/06,-20253620
2011/10/07,-2729463
2011/10/08,-1516872
2011/10/09,-1110875
2011/10/10,-26898
2011/10/11,-4082916
2011/10/12,-2457470
2011/10/13,-854268
2011/10/14,-602307
2011/10/15,-54251
2011/10/16,-2283445
2011/10/17,-196561
2011/10/18,-610801
2011/10/19,-1039555
2011/10/20,-1332392
2011/10/21,-900761
2011/10/22,-64661
2011/10/23,-91547
2011/10/24,-211326
2011/10/25,-563780
2011/10/26,-248521
2011/10/27,-606962
2011/10/28,-301721
2011/10/29,-102040
2011/10/30,-709717
2011/10/31,-858116
2011/11/01,106611
2011/11/02,-738764
2011/11/03,-952336
2011/11/04,-738551
2011/11/05,-1671292
2011/11/06,-1037949
2011/11/07,-372386
2011/11/08,2154733
2011/11/09,1653767
2011/11/10,-277088
2011/11/11,-385500
2011/11/12,-432226
2011/11/13,-350746
2011/11/14,-554539
2011/11/15,-144369
2011/11/16,3483484
2011/11/17,7053100
2011/11/18,10226421
2011/11/19,7908818
2011/11/20,1901859
2011/11/21,2083405
2011/11/22,6417527
2011/11/23,2522666
2011/11/24,2525530
2011/11/25,1404427
2011/11/26,2372584
2011/11/27,2933412
2011/11/28,8534781
2011/11/29,9652564
2011/11/30,17387196
2011/12/01,4590735
2011/12/02,15525193
2011/12/03,9071669
2011/12/04,6927039
2011/12/05,7464052
2011/12/06,19582126
2011/12/07,15948649
2011/12/08,10177901
2011/12/09,2887471
2011/12/10,2189156
2011/12/11,1698685
2011/12/12,1418206
2011/12/13,255614
2011/12/14,48898
2011/12/15,475093
2011/12/16,-3558058
2011/12/17,-6909317
2011/12/18,-10071719
2011/12/19,-7165484
2011/12/20,-1512034
2011/12/21,-1630262
2011/12/22,-6672494
2011/12/23,-2668594
2011/12/24,-2475095
2011/12/25,-1568684
2011/12/26,-1199104
2011/12/27,-1828271
2011/12/28,-9075534
2011/12/29,-8443534
2011/12/30,-17645213
2011/12/31,-5333353
2012/01/01,-15347883
2012/01/02,-9055410
2012/01/03,-7077235
2012/01/04,-6477056
2012/01/05,-16287103
2012/01/06,-13391639
2012/01/07,-12013551
2012/01/08,-3877057
2012/01/09,-841919
2012/01/10,-608553
2012/01/11,-121662
2012/01/12,895992
2012/01/13,1248886
2012/01/14,562442
2012/01/15,123750
2012/01/16,1466713
2012/01/17,1305660
2012/01/18,339655
2012/01/19,175921
2012/01/20,-254816
2012/01/21,-203463
2012/01/22,260782
2012/01/23,266066
2012/01/24,892744
2012/01/25,-574753
2012/01/26,-543985
2012/01/27,654673
2012/01/28,-889692
2012/01/29,512612
2012/01/30,398260
2012/01/31,-32100
2012/02/01,999504
2012/02/02,783926
2012/02/03,15272
2012/02/04,-2207117
2012/02/05,-1641542
2012/02/06,-56883
2012/02/07,-497131
2012/02/08,-1050104
2012/02/09,-822775
2012/02/10,-543242
2012/02/11,378067
2012/02/12,-766840
2012/02/13,132833
2012/02/14,4770934
2012/02/15,3223519
2012/02/16,4464537
2012/02/17,2189477
2012/02/18,795380
2012/02/19,-404988
2012/02/20,364171
2012/02/21,306456
2012/02/22,1851785
2012/02/23,1059140
2012/02/24,523758
2012/02/25,-274389
2012/02/26,-267952
2012/02/27,507371
2012/02/28,8517
2012/02/29,-34258
2012/03/01,1614106
2012/03/02,339755
2012/03/03,-260679
2012/03/04,1087858
2012/03/05,-144051
2012/03/06,-193176
2012/03/07,92499
2012/03/08,852713
2012/03/09,1241340
2012/03/10,434181
2012/03/11,123295
2012/03/12,247678
2012/03/13,868508
2012/03/14,815007
2012/03/15,-4002391
2012/03/16,-3272637
2012/03/17,-4464980
2012/03/18,-2292480
2012/03/19,-764527
2012/03/20,689903
2012/03/21,488859
2012/03/22,1848202
2012/03/23,857606
2012/03/24,610251
2012/03/25,-929646
2012/03/26,559368
2012/03/27,1166446
2012/03/28,1569666
2012/03/29,4024621
2012/03/30,3193686
2012/03/31,970420
2012/04/01,297763
2012/04/02,1614320
2012/04/03,921716
2012/04/04,1799034
2012/04/05,2849596
2012/04/06,1066538
2012/04/07,-877939
2012/04/08,3167458
2012/04/09,6118603
2012/04/10,2107659
2012/04/11,4577608
2012/04/12,3731777
2012/04/13,1119140
2012/04/14,2389782
2012/04/15,3716507
2012/04/16,5579356
2012/04/17,3709862
2012/04/18,2963373
2012/04/19,1165319
2012/04/20,12557431
2012/04/21,2979819
2012/04/22,732807
2012/04/23,182286
2012/04/24,1906773
2012/04/25,2728638
2012/04/26,6780000
2012/04/27,4138329
2012/04/28,-1308836
2012/04/29,81845
2012/04/30,1112709
2012/05/01,2340289
2012/05/02,1956496
2012/05/03,2007463
2012/05/04,2042489
2012/05/05,1459182
2012/05/06,406806
2012/05/07,9341784
2012/05/08,13643417
2012/05/09,3803463
2012/05/10,1850426
2012/05/11,149371
2012/05/12,9521110
2012/05/13,3260606
2012/05/14,6529997
2012/05/15,12424722
2012/05/16,9387090
2012/05/17,11863753
2012/05/18,4366262
2012/05/19,2765824
2012/05/20,-4665397
2012/05/21,12916633
2012/05/22,15761255
2012/05/23,5296838
2012/05/24,1972831
2012/05/25,7283814
2012/05/26,15136280
2012/05/27,2826586
2012/05/28,6464071
2012/05/29,11426090
2012/05/30,6883432
2012/05/31,19313521
2012/06/01,10070027
2012/06/02,4258687
2012/06/03,3271486
2012/06/04,18288289
2012/06/05,20983354
2012/06/06,2627329
2012/06/07,7092599
2012/06/08,18878876
2012/06/09,1871420
2012/06/10,10609878
2012/06/11,966224
2012/06/12,7098444
2012/06/13,2682923
2012/06/14,9899350
2012/06/15,4062887
2012/06/16,7539933
2012/06/17,-732887
2012/06/18,9354389
2012/06/19,3187351
2012/06/20,-8362209
2012/06/21,-13931966
2012/06/22,5631810
2012/06/23,13712726
2012/06/24,-441292
2012/06/25,-13183019
2012/06/26,593239
2012/06/27,1958671
2012/06/28,6673387
2012/06/29,4406155
2012/06/30,-15473970
2012/07/01,-6583981
2012/07/02,-2727356
2012/07/03,430965
2012/07/04,-9644992
2012/07/05,-11046304
2012/07/06,-4547388
2012/07/07,964123
2012/07/08,-25158289
2012/07/09,6860059
2012/07/10,-2782886
2012/07/11,-8580921
2012/07/12,-4565792
2012/07/13,4387081
2012/07/14,-10177758
2012/07/15,-11419529
2012/07/16,-8146341
2012/07/17,12744205
2012/07/18,-1624973
2012/07/19,-3039209
2012/07/20,2887611
2012/07/21,13648220
2012/07/22,-552826
2012/07/23,-1460685
2012/07/24,2563436
2012/07/25,-2855036
2012/07/26,9049081
2012/07/27,6169484
2012/07/28,-7757423
2012/07/29,-7178696
2012/07/30,-986137
2012/07/31,18298957
2012/08/01,13291706
2012/08/02,8028355
2012/08/03,180080
2012/08/04,1446097
2012/08/05,11854005
2012/08/06,-6690530
2012/08/07,15501507
2012/08/08,3086020
2012/08/09,55359
2012/08/10,10124118
2012/08/11,7334289
2012/08/12,-674709
2012/08/13,2916109
2012/08/14,7635098
2012/08/15,4855062
2012/08/16,5198450
2012/08/17,19537332
2012/08/18,14321612
2012/08/19,43718390
2012/08/20,65916226
2012/08/21,39749384
2012/08/22,57802409
2012/08/23,60481077
2012/08/24,105474949
2012/08/25,26030755
2012/08/26,15553741
2012/08/27,52127706
2012/08/28,64302873
2012/08/29,151695975
2012/08/30,96994811
2012/08/31,72564956
2012/09/01,69895485
2012/09/02,44841964
2012/09/03,23274483
2012/09/04,46126827
2012/09/05,77188087
2012/09/06,220854556
2012/09/07,186016315
2012/09/08,67951320
2012/09/09,24113515
2012/09/10,191608207
2012/09/11,208899290
2012/09/12,101071714
2012/09/13,236970072
2012/09/14,186239528
2012/09/15,54097983
2012/09/16,131161072
2012/09/17,129730532
2012/09/18,98362961
2012/09/19,301354999
2012/09/20,142963812
2012/09/21,243816331
2012/09/22,106026107
2012/09/23,-19624819
2012/09/24,51489114
2012/09/25,-13920777
2012/09/26,-47027649
2012/09/27,-57549925
2012/09/28,-128579941
2012/09/29,-108700422
2012/09/30,-76482940
2012/10/01,-67901538
2012/10/02,-35271968
2012/10/03,-22346095
2012/10/04,-52278460
2012/10/05,-65132808
2012/10/06,-217502989
2012/10/07,-182600099
2012/10/08,-63275143
2012/10/09,-27044586
2012/10/10,-199064897
2012/10/11,-212375132
2012/10/12,-91516176
2012/10/13,-222771367
2012/10/14,-192207508
2012/10/15,-71517800
2012/10/16,-132833037
2012/10/17,-115740871
2012/10/18,-116535138
2012/10/19,-356593713
2012/10/20,-166136387
2012/10/21,-292988454
2012/10/22,-155389895
2012/10/23,-64951579
2012/10/24,-75970405
2012/10/25,-5012119
2012/10/26,-9908067
2012/10/27,416138
2012/10/28,-22035886
2012/10/29,-5302927
2012/10/30,26953535
2012/10/31,21609627
2012/11/01,3395618
2012/11/02,-6943843
2012/11/03,4945548
2012/11/04,-9523413
2012/11/05,-184491
2012/11/06,-1256198
2012/11/07,-522023
2012/11/08,-1458658
2012/11/09,-820425
2012/11/10,-10151492
2012/11/11,-26906995
2012/11/12,-26934152
2012/11/13,-7078838
2012/11/14,4314249
2012/11/15,-3113994
2012/11/16,2878536
2012/11/17,-8997866
2012/11/18,-7530903
2012/11/19,-15452140
2012/11/20,-8976673
2012/11/21,-15418520
2012/11/22,-12707745
2012/11/23,-8085361
2012/11/24,-1865646
2012/11/25,-1311436
2012/11/26,-3454484
2012/11/27,7333300
2012/11/28,11765436
2012/11/29,-29786780
2012/11/30,-31590690
2012/12/01,-20563781
2012/12/02,3678664
2012/12/03,1289627
2012/12/04,8254574
2012/12/05,13097986
2012/12/06,22694842
2012/12/07,7773745
2012/12/08,-653833
2012/12/09,9452957
2012/12/10,9008260
2012/12/11,16755287
2012/12/12,42937689
2012/12/13,43234288
2012/12/14,25601116
2012/12/15,-6807700
2012/12/16,-18095476
2012/12/17,-7549504
2012/12/18,7002454
2012/12/19,-1109663
2012/12/20,-5832625
2012/12/21,11565353
2012/12/22,1059895
2012/12/23,-2170670
2012/12/24,-390257
2012/12/25,-1428463
2012/12/26,-5315596
2012/12/27,-6589438
2012/12/28,-8423010
2012/12/29,-1321892
2012/12/30,517321
2012/12/31,8534119
2013/01/01,6762081
2013/01/02,3080277
2013/01/03,-10611917
2013/01/04,-7468911
2013/01/05,-15446917
2013/01/06,-13497470
2013/01/07,5417479
2013/01/08,9356469
2013/01/09,9042947
2013/01/10,-3340641
2013/01/11,-30151081
2013/01/12,-39593340
2013/01/13,-27546943
2013/01/14,-6912945
2013/01/15,4306173
2013/01/16,8070090
2013/01/17,-4601505
2013/01/18,9977419
2013/01/19,10302491
2013/01/20,-5087012
2013/01/21,-861356
2013/01/22,11136267
2013/01/23,25875742
2013/01/24,16421137
2013/01/25,16731138
2013/01/26,11523312
2013/01/27,10801603
2013/01/28,15112892
2013/01/29,32392356
2013/01/30,16615313
2013/01/31,10293774
2013/02/01,10855726
2013/02/02,2904594
2013/02/03,-4877701
2013/02/04,3008799
2013/02/05,24770514
2013/02/06,17750084
2013/02/07,7006797
2013/02/08,23135708
2013/02/09,18841659
2013/02/10,12398311
2013/02/11,17176550
2013/02/12,15807951
2013/02/13,10420794
2013/02/14,7663166
2013/02/15,972586
2013/02/16,6273039
2013/02/17,2880577
2013/02/18,8038941
2013/02/19,18898697
2013/02/20,14281368
2013/02/21,6170492
2013/02/22,4276509
2013/02/23,6506172
2013/02/24,21523076
2013/02/25,29683544
2013/02/26,14958570
2013/02/27,15129032
2013/02/28,1737200
2013/03/01,15121825
2013/03/02,16725793
2013/03/03,-8748861
2013/03/04,6005682
2013/03/05,42798233
2013/03/06,50509789
2013/03/07,18161477
2013/03/08,10516516
2013/03/09,4871485
2013/03/10,5872542
2013/03/11,5285449
2013/03/12,32066213
2013/03/13,30660485
2013/03/14,16210557
2013/03/15,202659903
2013/03/16,63119006
2013/03/17,3606762
2013/03/18,138383808
2013/03/19,66624703
2013/03/20,72385892
2013/03/21,82306409
2013/03/22,54078129
2013/03/23,48509852
2013/03/24,12750999
2013/03/25,65108668
2013/03/26,65854792
2013/03/27,147998231
2013/03/28,102662209
2013/03/29,72319002
2013/03/30,107600145
2013/03/31,83822037
2013/04/01,81967491
2013/04/02,231347772
2013/04/03,222362924
2013/04/04,159021885
2013/04/05,147006233
2013/04/06,101137693
2013/04/07,80512318
2013/04/08,170518608
2013/04/09,273211718
2013/04/10,391234269
2013/04/11,130539134
2013/04/12,78557323
2013/04/13,55499620
2013/04/14,-167041980
2013/04/15,-21483306
2013/04/16,88791605
2013/04/17,-45098685
2013/04/18,455067379
2013/04/19,89013102
2013/04/20,-11357755
2013/04/21,18306188
2013/04/22,98411957
2013/04/23,126400665
2013/04/24,146420700
2013/04/25,107060460
2013/04/26,-51115758
2013/04/27,-46177157
2013/04/28,-51848741
2013/04/29,-40867077
2013/04/30,-52398126
2013/05/01,-19443391
2013/05/02,-168028518
2013/05/03,-181861752
2013/05/04,-184597985
2013/05/05,-169918078
2013/05/06,-73572962
2013/05/07,-31875096
2013/05/08,-129969646
2013/05/09,-262355668
2013/05/10,-355246891
2013/05/11,-128049731
2013/05/12,-87159866
2013/05/13,-24416551
2013/05/14,11874576
2013/05/15,-11342214
2013/05/16,-59683127
2013/05/17,-50071288
2013/05/18,-481813575
2013/05/19,-147834709
2013/05/20,-50660919
2013/05/21,-34018433
2013/05/22,-98399542
2013/05/23,-108226146
2013/05/24,-154923384
2013/05/25,-137087017
2013/05/26,-102264004
2013/05/27,-19900825
2013/05/28,16217541
2013/05/29,-25646489
2013/05/30,-5718102
2013/05/31,-32951661
2013/06/01,-34036262
2013/06/02,-23252389
2013/06/03,41975002
2013/06/04,12656043
2013/06/05,-9936123
2013/06/06,-12276632
2013/06/07,-9411001
2013/06/08,-22578933
2013/06/09,-9602179
2013/06/10,-16452062
2013/06/11,7055354
2013/06/12,-18909900
2013/06/13,-12033720
2013/06/14,4819297
2013/06/15,-25727099
2013/06/16,-27902828
2013/06/17,-11710915
2013/06/18,18561299
2013/06/19,780501
2013/06/20,2442856
2013/06/21,-8745746
2013/06/22,-33466479
2013/06/23,-55966029
2013/06/24,-25810424
2013/06/25,20235266
2013/06/26,-19243287
2013/06/27,-30209946
2013/06/28,-28260073
2013/06/29,-30319615
2013/06/30,-41420135
2013/07/01,14368307
2013/07/02,10411107
2013/07/03,-20216974
2013/07/04,-5353342
2013/07/05,-6125069
2013/07/06,-39028205
2013/07/07,-27256636
2013/07/08,19697420
2013/07/09,12068901
2013/07/10,30228253
2013/07/11,23646438
2013/07/12,27821790
2013/07/13,12955889
2013/07/14,-23429131
2013/07/15,20035433
2013/07/16,32648704
2013/07/17,32376423
2013/07/18,18718693
2013/07/19,8137683
2013/07/20,-33074726
2013/07/21,-28923603
2013/07/22,30476697
2013/07/23,46886843
2013/07/24,16483559
2013/07/25,966302
2013/07/26,8580519
2013/07/27,-10990447
2013/07/28,-5450448
2013/07/29,22435534
2013/07/30,55701482
2013/07/31,7186026
2013/08/01,48592363
2013/08/02,17552417
2013/08/03,-5285724
2013/08/04,-22828568
2013/08/05,31474019
2013/08/06,25568781
2013/08/07,13847052
2013/08/08,-15345077
2013/08/09,-23515292
2013/08/10,-37109351
2013/08/11,-46331959
2013/08/12,617027
2013/08/13,71037100
2013/08/14,64780426
2013/08/15,-6740413
2013/08/16,12057480
2013/08/17,8048028
2013/08/18,8210532
2013/08/19,61770600
2013/08/20,52536979
2013/08/21,57078881
2013/08/22,4996518
2013/08/23,10952485
2013/08/24,-11392147
2013/08/25,-10085283
2013/08/26,32244718
2013/08/27,42675700
2013/08/28,16078611
2013/08/29,-14622801
2013/08/30,15964649
2013/08/31,-28828292
2013/09/01,-13324787
2013/09/02,18312632
2013/09/03,55777013
2013/09/04,20215627
2013/09/05,14905461
2013/09/06,1853899
2013/09/07,3399532
2013/09/08,-12448511
2013/09/09,19020660
2013/09/10,28781698
2013/09/11,-1061466
2013/09/12,-41846737
2013/09/13,-50442646
2013/09/14,-12960478
2013/09/15,-54862132
2013/09/16,-12064179
2013/09/17,-1303539
2013/09/18,-15509796
2013/09/19,3924129
2013/09/20,-46020047
2013/09/21,-31787326
2013/09/22,-29033006
2013/09/23,56279780
2013/09/24,50056108
2013/09/25,18327473
2013/09/26,-11283282
2013/09/27,-3103897
2013/09/28,-13552095
2013/09/29,-31497193
2013/09/30,17441262
2013/10/01,58955667
2013/10/02,45223668
2013/10/03,-10503864
2013/10/04,-10227903
2013/10/05,-36218106
2013/10/06,-28602693
2013/10/07,10536185
2013/10/08,35084857
2013/10/09,33390383
2013/10/10,15325768
2013/10/11,14396748
2013/10/12,-650198
2013/10/13,5594456
2013/10/14,45959415
2013/10/15,66474485
2013/10/16,52216621
2013/10/17,36186445
2013/10/18,39894123
2013/10/19,49289348
2013/10/20,23678213
2013/10/21,109946523
2013/10/22,142195390
2013/10/23,81577929
2013/10/24,71482113
2013/10/25,375997352
2013/10/26,25725220
2013/10/27,2454384
2013/10/28,46604301
2013/10/29,253679589
2013/10/30,32538694
2013/10/31,-10854610
2013/11/01,-17500474
2013/11/02,4819997
2013/11/03,10257468
2013/11/04,132333030
2013/11/05,169357625
2013/11/06,117857377
2013/11/07,209559191
2013/11/08,180571251
2013/11/09,180364988
2013/11/10,107464484
2013/11/11,109026053
2013/11/12,236522175
2013/11/13,283790367
2013/11/14,265943838
2013/11/15,845100148
2013/11/16,474434146
2013/11/17,349285078
2013/11/18,854184229
2013/11/19,1111429183
2013/11/20,626465518
2013/11/21,1010584436
2013/11/22,1351079892
2013/11/23,889081326
2013/11/24,544028553
2013/11/25,889518600
2013/11/26,3032131966
2013/11/27,2730141226
2013/11/28,2696554006
2013/11/29,2314472862
2013/11/30,1767416575
2013/12/01,1200477345
2013/12/02,1155285128
2013/12/03,1022353641
2013/12/04,1145066516
2013/12/05,1195136309
2013/12/06,816644393
2013/12/07,1371286443
2013/12/08,588586075
2013/12/09,727526275
2013/12/10,526621446
2013/12/11,747968513
2013/12/12,437039411
2013/12/13,371983178
2013/12/14,128044284
2013/12/15,-617523456
2013/12/16,996810301
2013/12/17,560433505
2013/12/18,60309075
2013/12/19,-409420610
2013/12/20,-198156755
2013/12/21,-628939511
2013/12/22,-982035596
2013/12/23,-620512526
2013/12/24,-446298330
2013/12/25,-435922080
2013/12/26,-2691520738
2013/12/27,-2413404217
2013/12/28,-2586541348
2013/12/29,-1852940964
