Date,mining_profitability7mom
2010/10/26,-6844
2010/10/27,-2251
2010/10/28,46188
2010/10/29,37490
2010/10/30,43478
2010/10/31,-7317
2010/11/01,13187
2010/11/02,-7928
2010/11/03,-9734
2010/11/04,-14394
2010/11/05,-4595
2010/11/06,15261
2010/11/07,80292
2010/11/08,40377
2010/11/09,-7843
2010/11/10,-10951
2010/11/11,-23329
2010/11/12,-30526
2010/11/13,-38554
2010/11/14,-67466
2010/11/15,-49176
2010/11/16,1190
2010/11/17,1279
2010/11/18,682.804
2010/11/19,-19140
2010/11/20,-32927
2010/11/21,-22783
2010/11/22,-10967
2010/11/23,-17302
2010/11/24,-9257
2010/11/25,-2707
2010/11/26,10646
2010/11/27,173.536
2010/11/28,-871.118
2010/11/29,-3357
2010/11/30,-9759
2010/12/01,-16258
2010/12/02,-17796
2010/12/03,-9590
2010/12/04,-8061
2010/12/05,-15018
2010/12/06,-13597
2010/12/07,-1201
2010/12/08,1353
2010/12/09,-5625
2010/12/10,-16683
2010/12/11,-11665
2010/12/12,-9271
2010/12/13,-10854
2010/12/14,-6061
2010/12/15,-7925
2010/12/16,-4734
2010/12/17,4730
2010/12/18,1022
2010/12/19,4725
2010/12/20,2748
2010/12/21,253.035
2010/12/22,-6431
2010/12/23,-1284
2010/12/24,-1768
2010/12/25,-1611
2010/12/26,-4547
2010/12/27,533.216
2010/12/28,-3433
2010/12/29,4196
2010/12/30,3985
2010/12/31,3044
2011/01/01,2974
2011/01/02,2961
2011/01/03,-2352
2011/01/04,-546.703
2011/01/05,-386.702
2011/01/06,-4683
2011/01/07,1095
2011/01/08,-2663
2011/01/09,595.253
2011/01/10,2191
2011/01/11,3518
2011/01/12,765.696
2011/01/13,4175
2011/01/14,1017
2011/01/15,1656
2011/01/16,1170
2011/01/17,1954
2011/01/18,-5470
2011/01/19,-1719
2011/01/20,-102.191
2011/01/21,-2090
2011/01/22,3648
2011/01/23,1686
2011/01/24,4419
2011/01/25,5611
2011/01/26,4238
2011/01/27,-1775
2011/01/28,-544.426
2011/01/29,-2803
2011/01/30,-3401
2011/01/31,128.317
2011/02/01,4944
2011/02/02,9676
2011/02/03,14122
2011/02/04,18433
2011/02/05,16325
2011/02/06,21084
2011/02/07,18534
2011/02/08,5792
2011/02/09,9521
2011/02/10,6534
2011/02/11,1215
2011/02/12,3136
2011/02/13,-354.869
2011/02/14,-3517
2011/02/15,11897
2011/02/16,753.079
2011/02/17,-1722
2011/02/18,-11714
2011/02/19,-19073
2011/02/20,-14292
2011/02/21,-17380
2011/02/22,-19896
2011/02/23,-15109
2011/02/24,-13262
2011/02/25,-1330
2011/02/26,6974
2011/02/27,-8705
2011/02/28,-9783
2011/03/01,-9431
2011/03/02,-8924
2011/03/03,-6276
2011/03/04,-8380
2011/03/05,-10064
2011/03/06,-1923
2011/03/07,-87.832
2011/03/08,322.967
2011/03/09,-5141
2011/03/10,-8538
2011/03/11,-5712
2011/03/12,-5849
2011/03/13,-5448
2011/03/14,-1457
2011/03/15,-2968
2011/03/16,-1459
2011/03/17,2207
2011/03/18,-2818
2011/03/19,-2489
2011/03/20,295.664
2011/03/21,-1537
2011/03/22,-3011
2011/03/23,874.691
2011/03/24,-1409
2011/03/25,4945
2011/03/26,1162
2011/03/27,699.489
2011/03/28,2731
2011/03/29,2346
2011/03/30,-865.401
2011/03/31,1797
2011/04/01,-3635
2011/04/02,-86.325
2011/04/03,-60.278
2011/04/04,-2576
2011/04/05,-1106
2011/04/06,-3454
2011/04/07,-3432
2011/04/08,-867.917
2011/04/09,-2671
2011/04/10,-1955
2011/04/11,-1093
2011/04/12,-496.989
2011/04/13,2961
2011/04/14,2075
2011/04/15,1393
2011/04/16,4900
2011/04/17,4276
2011/04/18,2596
2011/04/19,3982
2011/04/20,959.84
2011/04/21,1123
2011/04/22,4157
2011/04/23,3389
2011/04/24,4084
2011/04/25,7317
2011/04/26,4128
2011/04/27,7102
2011/04/28,10295
2011/04/29,13384
2011/04/30,12709
2011/05/01,11264
2011/05/02,10398
2011/05/03,12177
2011/05/04,12777
2011/05/05,9731
2011/05/06,3019
2011/05/07,2107
2011/05/08,6854
2011/05/09,4002
2011/05/10,-3667
2011/05/11,5006
2011/05/12,3889
2011/05/13,19062
2011/05/14,19203
2011/05/15,6410
2011/05/16,17819
2011/05/17,22896
2011/05/18,8741
2011/05/19,-13569
2011/05/20,-23906
2011/05/21,-25562
2011/05/22,-15545
2011/05/23,-20066
2011/05/24,-18443
2011/05/25,-12505
2011/05/26,6816
2011/05/27,-12408
2011/05/28,-7047
2011/05/29,-5697
2011/05/30,-12547
2011/05/31,-11105
2011/06/01,-9382
2011/06/02,-6294
2011/06/03,14632
2011/06/04,22408
2011/06/05,19298
2011/06/06,17117
2011/06/07,14883
2011/06/08,25064
2011/06/09,32842
2011/06/10,17901
2011/06/11,-2849
2011/06/12,-12200
2011/06/13,-2457
2011/06/14,1724
2011/06/15,-20073
2011/06/16,-39127
2011/06/17,-28255
2011/06/18,-18304
2011/06/19,-7666
2011/06/20,-13599
2011/06/21,-15730
2011/06/22,-9456
2011/06/23,2516
2011/06/24,-4939
2011/06/25,-8641
2011/06/26,-8432
2011/06/27,-6788
2011/06/28,-8118
2011/06/29,-6867
2011/06/30,-6440
2011/07/01,-3264
2011/07/02,-63.477
2011/07/03,-1080
2011/07/04,-1948
2011/07/05,-3889
2011/07/06,-2241
2011/07/07,-4167
2011/07/08,248.158
2011/07/09,-2313
2011/07/10,-2198
2011/07/11,-1380
2011/07/12,154.217
2011/07/13,-26.863
2011/07/14,-728.332
2011/07/15,-1661
2011/07/16,-224.328
2011/07/17,381.558
2011/07/18,-865.259
2011/07/19,-1403
2011/07/20,-1441
2011/07/21,182.757
2011/07/22,-1029
2011/07/23,-382.428
2011/07/24,-753.364
2011/07/25,-521.706
2011/07/26,1397
2011/07/27,-882.079
2011/07/28,-557.471
2011/07/29,77.826
2011/07/30,27.084
2011/07/31,-179.318
2011/08/01,-1469
2011/08/02,-2153
2011/08/03,-2120
2011/08/04,-2722
2011/08/05,-2529
2011/08/06,-3972
2011/08/07,-4503
2011/08/08,-2517
2011/08/09,-1642
2011/08/10,-685.678
2011/08/11,347.687
2011/08/12,-777.009
2011/08/13,937.971
2011/08/14,2106
2011/08/15,1063
2011/08/16,1841
2011/08/17,855.444
2011/08/18,763.663
2011/08/19,969.648
2011/08/20,1995
2011/08/21,826.553
2011/08/22,557.9
2011/08/23,-1216
2011/08/24,-236.817
2011/08/25,-103.024
2011/08/26,-976.686
2011/08/27,-2574
2011/08/28,-1964
2011/08/29,-513.943
2011/08/30,-626.23
2011/08/31,-849.041
2011/09/01,-1445
2011/09/02,91.553
2011/09/03,352.193
2011/09/04,-153.651
2011/09/05,-723.975
2011/09/06,-900.453
2011/09/07,-1249
2011/09/08,-478.067
2011/09/09,-1442
2011/09/10,-2226
2011/09/11,-1927
2011/09/12,-1137
2011/09/13,-686.571
2011/09/14,-310.759
2011/09/15,-674.774
2011/09/16,-1191
2011/09/17,476.96
2011/09/18,123.135
2011/09/19,-875.435
2011/09/20,166.195
2011/09/21,64.069
2011/09/22,-38.32
2011/09/23,501.736
2011/09/24,240.211
2011/09/25,161.957
2011/09/26,249.909
2011/09/27,-879.998
2011/09/28,-273.503
2011/09/29,-567.009
2011/09/30,-147.953
2011/10/01,259.427
2011/10/02,-390.172
2011/10/03,254.561
2011/10/04,-211.299
2011/10/05,301.62
2011/10/06,-24.092
2011/10/07,115.185
2011/10/08,-1274
2011/10/09,-83.496
2011/10/10,-824.093
2011/10/11,-497.431
2011/10/12,-814.065
2011/10/13,-103.452
2011/10/14,150.369
2011/10/15,308.367
2011/10/16,-174.673
2011/10/17,-321.858
2011/10/18,-318.468
2011/10/19,-876.609
2011/10/20,-952.683
2011/10/21,-1465
2011/10/22,-706.257
2011/10/23,-130.885
2011/10/24,84.167
2011/10/25,113.753
2011/10/26,139.061
2011/10/27,253.116
2011/10/28,611.677
2011/10/29,439.896
2011/10/30,286.058
2011/10/31,561.757
2011/11/01,1103
2011/11/02,921.303
2011/11/03,590.099
2011/11/04,682.535
2011/11/05,172.6
2011/11/06,-118.341
2011/11/07,-256.077
2011/11/08,-193.276
2011/11/09,-193.614
2011/11/10,-160.286
2011/11/11,-578.039
2011/11/12,355.747
2011/11/13,71.789
2011/11/14,-295.928
2011/11/15,-705.354
2011/11/16,-625.825
2011/11/17,-177.669
2011/11/18,-491.213
2011/11/19,-1206
2011/11/20,-289.36
2011/11/21,-589.494
2011/11/22,47.677
2011/11/23,2.402
2011/11/24,-149.591
2011/11/25,464.266
2011/11/26,419.96
2011/11/27,-223.084
2011/11/28,619.873
2011/11/29,307.502
2011/11/30,1053
2011/12/01,1004
2011/12/02,112.577
2011/12/03,926.87
2011/12/04,444.845
2011/12/05,489.678
2011/12/06,514.528
2011/12/07,-503.146
2011/12/08,193.27
2011/12/09,274.702
2011/12/10,-401.108
2011/12/11,777.001
2011/12/12,-84.474
2011/12/13,28.938
2011/12/14,465.53
2011/12/15,-727.681
2011/12/16,64.849
2011/12/17,629.379
2011/12/18,-551.099
2011/12/19,511.194
2011/12/20,98.606
2011/12/21,506.343
2011/12/22,1191
2011/12/23,480.211
2011/12/24,413.666
2011/12/25,1301
2011/12/26,346.439
2011/12/27,57.173
2011/12/28,293.156
2011/12/29,-234.163
2011/12/30,880.568
2011/12/31,234.214
2012/01/01,464.524
2012/01/02,1070
2012/01/03,1276
2012/01/04,507.729
2012/01/05,2371
2012/01/06,1946
2012/01/07,2272
2012/01/08,1305
2012/01/09,855.414
2012/01/10,401.076
2012/01/11,1319
2012/01/12,-496.7
2012/01/13,-572.31
2012/01/14,-740.534
2012/01/15,-637.085
2012/01/16,910.786
2012/01/17,-64.948
2012/01/18,-1538
2012/01/19,334.874
2012/01/20,-101.086
2012/01/21,-278.939
2012/01/22,-695.643
2012/01/23,-1102
2012/01/24,29.665
2012/01/25,493.031
2012/01/26,-1103
2012/01/27,-1278
2012/01/28,-925.058
2012/01/29,257.32
2012/01/30,-984.29
2012/01/31,-861.748
2012/02/01,-150.346
2012/02/02,641.427
2012/02/03,233.808
2012/02/04,405.951
2012/02/05,-619.01
2012/02/06,-210.098
2012/02/07,92.052
2012/02/08,-67.314
2012/02/09,-739.393
2012/02/10,-355.683
2012/02/11,-22.534
2012/02/12,33.884
2012/02/13,-513.548
2012/02/14,-206.911
2012/02/15,-1088
2012/02/16,-1252
2012/02/17,-525.564
2012/02/18,-1224
2012/02/19,-1140
2012/02/20,-605.633
2012/02/21,-549.066
2012/02/22,167.818
2012/02/23,453.423
2012/02/24,291.752
2012/02/25,250.452
2012/02/26,401.506
2012/02/27,715.111
2012/02/28,549.499
2012/02/29,217.592
2012/03/01,-116.964
2012/03/02,-659.749
2012/03/03,-447.017
2012/03/04,67.994
2012/03/05,-159.011
2012/03/06,-580.044
2012/03/07,-34.304
2012/03/08,-131.23
2012/03/09,407.163
2012/03/10,-21.652
2012/03/11,-236.493
2012/03/12,3.133
2012/03/13,262.936
2012/03/14,-267.245
2012/03/15,206.503
2012/03/16,473.141
2012/03/17,633.614
2012/03/18,249.082
2012/03/19,-422.695
2012/03/20,-8.337
2012/03/21,-159.716
2012/03/22,-284.071
2012/03/23,-984.917
2012/03/24,-78.041
2012/03/25,-630.206
2012/03/26,-30.316
2012/03/27,-144.681
2012/03/28,4.024
2012/03/29,-283.996
2012/03/30,178.466
2012/03/31,-470.054
2012/04/01,64.517
2012/04/02,-412.853
2012/04/03,-40.525
2012/04/04,-146.794
2012/04/05,9.964
2012/04/06,214.904
2012/04/07,-266.1
2012/04/08,328.367
2012/04/09,248.353
2012/04/10,-120.571
2012/04/11,-138.929
2012/04/12,-120.768
2012/04/13,-322.252
2012/04/14,509.929
2012/04/15,-389.197
2012/04/16,799.692
2012/04/17,-28.175
2012/04/18,382.512
2012/04/19,738.511
2012/04/20,155.597
2012/04/21,113.763
2012/04/22,366.584
2012/04/23,-721.721
2012/04/24,326.098
2012/04/25,-167.809
2012/04/26,54.666
2012/04/27,140.956
2012/04/28,-131.703
2012/04/29,473.122
2012/04/30,480.603
2012/05/01,-195.968
2012/05/02,38.433
2012/05/03,-152.135
2012/05/04,32.649
2012/05/05,204.755
2012/05/06,-337.757
2012/05/07,-6.189
2012/05/08,61.642
2012/05/09,-7.757
2012/05/10,-984.78
2012/05/11,-2.782
2012/05/12,-1016
2012/05/13,-289.097
2012/05/14,-499.793
2012/05/15,-478.395
2012/05/16,-63.362
2012/05/17,383.887
2012/05/18,-191.42
2012/05/19,529.689
2012/05/20,-102.736
2012/05/21,-200.27
2012/05/22,88.319
2012/05/23,141.427
2012/05/24,108.307
2012/05/25,86.538
2012/05/26,360.416
2012/05/27,415.945
2012/05/28,451.617
2012/05/29,192.96
2012/05/30,197.251
2012/05/31,177.837
2012/06/01,396.288
2012/06/02,-83.915
2012/06/03,-163.413
2012/06/04,195.643
2012/06/05,477.256
2012/06/06,-57.584
2012/06/07,377.649
2012/06/08,-146.364
2012/06/09,411.284
2012/06/10,401.897
2012/06/11,-367.278
2012/06/12,482.232
2012/06/13,156.78
2012/06/14,532.325
2012/06/15,397.12
2012/06/16,353.094
2012/06/17,484.298
2012/06/18,1427
2012/06/19,-799.972
2012/06/20,914.889
2012/06/21,-125.366
2012/06/22,155.397
2012/06/23,-267.646
2012/06/24,-844.537
2012/06/25,-516.106
2012/06/26,521.157
2012/06/27,-458.222
2012/06/28,-214.838
2012/06/29,-73.659
2012/06/30,-163.768
2012/07/01,802.248
2012/07/02,17.104
2012/07/03,355.926
2012/07/04,-386.375
2012/07/05,48.286
2012/07/06,-7.865
2012/07/07,257.773
2012/07/08,-322.857
2012/07/09,82.703
2012/07/10,-43.9
2012/07/11,270.592
2012/07/12,846.274
2012/07/13,626.764
2012/07/14,379.579
2012/07/15,297.676
2012/07/16,781.234
2012/07/17,1057
2012/07/18,892.488
2012/07/19,-220.122
2012/07/20,372.811
2012/07/21,256.395
2012/07/22,948.496
2012/07/23,-433.981
2012/07/24,-308.976
2012/07/25,-4.747
2012/07/26,360.221
2012/07/27,193.123
2012/07/28,-399.304
2012/07/29,462.299
2012/07/30,19.803
2012/07/31,-739.93
2012/08/01,-7.299
2012/08/02,691.18
2012/08/03,-23.544
2012/08/04,1203
2012/08/05,-355.957
2012/08/06,929.98
2012/08/07,1946
2012/08/08,967.378
2012/08/09,155.45
2012/08/10,186.341
2012/08/11,363.236
2012/08/12,327.048
2012/08/13,276.914
2012/08/14,-592.455
2012/08/15,309.384
2012/08/16,291.837
2012/08/17,137.958
2012/08/18,-85.16
2012/08/19,-119.47
2012/08/20,-1716
2012/08/21,-1095
2012/08/22,-1300
2012/08/23,-1280
2012/08/24,-1176
2012/08/25,-1277
2012/08/26,-440.362
2012/08/27,218.671
2012/08/28,333.421
2012/08/29,-25.557
2012/08/30,-319.373
2012/08/31,-127.203
2012/09/01,-167.746
2012/09/02,-331.799
2012/09/03,-118.209
2012/09/04,63.112
2012/09/05,-151.719
2012/09/06,-3.236
2012/09/07,-65.394
2012/09/08,-363.709
2012/09/09,27.973
2012/09/10,120.763
2012/09/11,-822.903
2012/09/12,136.586
2012/09/13,-434.49
2012/09/14,355.85
2012/09/15,495.006
2012/09/16,192.355
2012/09/17,412.774
2012/09/18,456.512
2012/09/19,-436.55
2012/09/20,857.26
2012/09/21,119.436
2012/09/22,-446.637
2012/09/23,-185.427
2012/09/24,-227.475
2012/09/25,-531.621
2012/09/26,214.203
2012/09/27,168.51
2012/09/28,-446.392
2012/09/29,656.359
2012/09/30,-216.399
2012/10/01,-383.025
2012/10/02,846.501
2012/10/03,-426.931
2012/10/04,-575.813
2012/10/05,89.591
2012/10/06,52.807
2012/10/07,-704.94
2012/10/08,615.069
2012/10/09,-1034
2012/10/10,-22.274
2012/10/11,-535.531
2012/10/12,-189.599
2012/10/13,-603.952
2012/10/14,-15.876
2012/10/15,-161.354
2012/10/16,240.508
2012/10/17,-251.536
2012/10/18,410.344
2012/10/19,-691.607
2012/10/20,265.883
2012/10/21,237.938
2012/10/22,-447.806
2012/10/23,-546.193
2012/10/24,475.544
2012/10/25,-505.062
2012/10/26,373.575
2012/10/27,-1030
2012/10/28,-262.751
2012/10/29,-565.619
2012/10/30,-227.014
2012/10/31,-768.716
2012/11/01,-341.652
2012/11/02,-498.528
2012/11/03,2.091
2012/11/04,-261.476
2012/11/05,103.846
2012/11/06,-9.412
2012/11/07,143.65
2012/11/08,-130.217
2012/11/09,180.551
2012/11/10,-211.018
2012/11/11,151.992
2012/11/12,-371.896
2012/11/13,393.53
2012/11/14,-351.076
2012/11/15,53.899
2012/11/16,210.452
2012/11/17,346.243
2012/11/18,-99.04
2012/11/19,836.042
2012/11/20,-93.372
2012/11/21,399.543
2012/11/22,148.545
2012/11/23,573.307
2012/11/24,87.333
2012/11/25,335.164
2012/11/26,-230.982
2012/11/27,152.17
2012/11/28,-421.106
2012/11/29,-1595
2012/11/30,-2512
2012/12/01,-1425
2012/12/02,-1940
2012/12/03,-1815
2012/12/04,-1859
2012/12/05,-1124
2012/12/06,262.208
2012/12/07,302.722
2012/12/08,-109.558
2012/12/09,188.903
2012/12/10,272.226
2012/12/11,399.417
2012/12/12,-187.189
2012/12/13,31.906
2012/12/14,-113.486
2012/12/15,236.81
2012/12/16,5.824
2012/12/17,129.874
2012/12/18,-132.013
2012/12/19,200.463
2012/12/20,-217.266
2012/12/21,259.538
2012/12/22,144.293
2012/12/23,-280.666
2012/12/24,-116.545
2012/12/25,-20.767
2012/12/26,395.161
2012/12/27,365.738
2012/12/28,221.881
2012/12/29,-167.547
2012/12/30,886.693
2012/12/31,-24.027
2013/01/01,320.613
2013/01/02,-237.553
2013/01/03,55.669
2013/01/04,-79.02
2013/01/05,-89.553
2013/01/06,-198.59
2013/01/07,347.973
2013/01/08,-424.785
2013/01/09,-122.855
2013/01/10,2.433
2013/01/11,-311.532
2013/01/12,208.822
2013/01/13,-21.769
2013/01/14,-79.548
2013/01/15,103.555
2013/01/16,263.841
2013/01/17,-286.057
2013/01/18,531.191
2013/01/19,419.457
2013/01/20,31.801
2013/01/21,-66.158
2013/01/22,860.201
2013/01/23,147.451
2013/01/24,1155
2013/01/25,232.574
2013/01/26,549.646
2013/01/27,584.386
2013/01/28,625.93
2013/01/29,525.755
2013/01/30,705.464
2013/01/31,572.774
2013/02/01,301.515
2013/02/02,10.307
2013/02/03,1067
2013/02/04,199.261
2013/02/05,-114.798
2013/02/06,-242.337
2013/02/07,-282.599
2013/02/08,395.753
2013/02/09,226.428
2013/02/10,-225.016
2013/02/11,404.294
2013/02/12,392.211
2013/02/13,1247
2013/02/14,138.295
2013/02/15,991.505
2013/02/16,705.977
2013/02/17,312.884
2013/02/18,-200.278
2013/02/19,271.864
2013/02/20,295.395
2013/02/21,202.256
2013/02/22,-198.332
2013/02/23,-280.219
2013/02/24,-262.036
2013/02/25,1162
2013/02/26,80.896
2013/02/27,-284.487
2013/02/28,354.08
2013/03/01,-85.001
2013/03/02,-134.631
2013/03/03,209.346
2013/03/04,-479.096
2013/03/05,-177.072
2013/03/06,414.865
2013/03/07,889.13
2013/03/08,687.508
2013/03/09,1394
2013/03/10,1259
2013/03/11,813.751
2013/03/12,1465
2013/03/13,379.487
2013/03/14,-77.746
2013/03/15,-321.304
2013/03/16,-423.967
2013/03/17,-329.973
2013/03/18,-192.914
2013/03/19,-367.089
2013/03/20,1827
2013/03/21,1740
2013/03/22,2478
2013/03/23,1903
2013/03/24,183.077
2013/03/25,199.589
2013/03/26,591.182
2013/03/27,-1081
2013/03/28,750.298
2013/03/29,-495.167
2013/03/30,-46.869
2013/03/31,1850
2013/04/01,2384
2013/04/02,2537
2013/04/03,3069
2013/04/04,1344
2013/04/05,3485
2013/04/06,2318
2013/04/07,2440
2013/04/08,2904
2013/04/09,5362
2013/04/10,3453
2013/04/11,-1685
2013/04/12,-3591
2013/04/13,-2328
2013/04/14,-3632
2013/04/15,-4259
2013/04/16,-8415
2013/04/17,-7299
2013/04/18,-2214
2013/04/19,-162.161
2013/04/20,291.867
2013/04/21,836.551
2013/04/22,196.36
2013/04/23,2119
2013/04/24,2464
2013/04/25,3660
2013/04/26,1050
2013/04/27,-455.87
2013/04/28,1157
2013/04/29,1202
2013/04/30,-662.298
2013/05/01,-1129
2013/05/02,-3187
2013/05/03,-2202
2013/05/04,-773.775
2013/05/05,-1511
2013/05/06,-1806
2013/05/07,-825.357
2013/05/08,-984.524
2013/05/09,90.05
2013/05/10,724.051
2013/05/11,268.614
2013/05/12,-1063
2013/05/13,-277.945
2013/05/14,-897.552
2013/05/15,-767.953
2013/05/16,-459.737
2013/05/17,-538.447
2013/05/18,-720.412
2013/05/19,-264.546
2013/05/20,-485.497
2013/05/21,960.629
2013/05/22,623.738
2013/05/23,801.538
2013/05/24,357.083
2013/05/25,402.154
2013/05/26,376.067
2013/05/27,756.653
2013/05/28,-404.723
2013/05/29,130.916
2013/05/30,-216.545
2013/05/31,-517.452
2013/06/01,256.743
2013/06/02,-409.34
2013/06/03,-241.262
2013/06/04,-87.52
2013/06/05,-1317
2013/06/06,-1739
2013/06/07,-1337
2013/06/08,-2030
2013/06/09,-1769
2013/06/10,-1851
2013/06/11,-1449
2013/06/12,-346.997
2013/06/13,-590.913
2013/06/14,-332.132
2013/06/15,-660.903
2013/06/16,47.648
2013/06/17,-1029
2013/06/18,-1145
2013/06/19,-709.073
2013/06/20,-340.925
2013/06/21,-435.66
2013/06/22,-441.045
2013/06/23,-668.874
2013/06/24,211.173
2013/06/25,40.694
2013/06/26,-409.577
2013/06/27,-250.378
2013/06/28,-591.502
2013/06/29,-440.751
2013/06/30,-538.581
2013/07/01,-507.685
2013/07/02,-656.495
2013/07/03,-452.775
2013/07/04,-901.806
2013/07/05,-544.351
2013/07/06,-649.49
2013/07/07,-400.108
2013/07/08,-247.984
2013/07/09,-275.294
2013/07/10,-214.614
2013/07/11,-259.115
2013/07/12,-380.641
2013/07/13,187.533
2013/07/14,158.087
2013/07/15,-87.54
2013/07/16,39.472
2013/07/17,9.784
2013/07/18,57.549
2013/07/19,193.782
2013/07/20,-185.723
2013/07/21,0.264
2013/07/22,-360.82
2013/07/23,-436.759
2013/07/24,-350.603
2013/07/25,-181.633
2013/07/26,-191.89
2013/07/27,-95.041
2013/07/28,-405.362
2013/07/29,265.304
2013/07/30,338.427
2013/07/31,-22.436
2013/08/01,78.129
2013/08/02,160.254
2013/08/03,-277.111
2013/08/04,24.981
2013/08/05,-319.397
2013/08/06,-229.888
2013/08/07,-230.128
2013/08/08,-51.068
2013/08/09,-433.583
2013/08/10,69.553
2013/08/11,-82.853
2013/08/12,-48.19
2013/08/13,-233.341
2013/08/14,-352.848
2013/08/15,-398.879
2013/08/16,-223.679
2013/08/17,-346.461
2013/08/18,-281.603
2013/08/19,-288.286
2013/08/20,-91.789
2013/08/21,79.403
2013/08/22,149.825
2013/08/23,13.201
2013/08/24,-76.225
2013/08/25,-194.536
2013/08/26,-83.09
2013/08/27,-169.197
2013/08/28,-50.404
2013/08/29,-256.796
2013/08/30,-21.417
2013/08/31,88.549
2013/09/01,127.371
2013/09/02,75.365
2013/09/03,90.871
2013/09/04,-316.617
2013/09/05,-159.172
2013/09/06,-268.455
2013/09/07,-413.894
2013/09/08,-227.918
2013/09/09,-179.76
2013/09/10,-275.681
2013/09/11,77.992
2013/09/12,1.419
2013/09/13,34.022
2013/09/14,142.209
2013/09/15,-189.565
2013/09/16,-262.966
2013/09/17,-54.134
2013/09/18,-126.721
2013/09/19,-168.701
2013/09/20,-143.373
2013/09/21,-197.683
2013/09/22,47.218
2013/09/23,40.608
2013/09/24,-84.978
2013/09/25,-127.253
2013/09/26,-195.782
2013/09/27,-134.553
2013/09/28,-98.065
2013/09/29,-143.486
2013/09/30,-119.546
2013/10/01,-122.082
2013/10/02,-71.043
2013/10/03,3.624
2013/10/04,-55.094
2013/10/05,9.07
2013/10/06,-82.261
2013/10/07,-103.214
2013/10/08,-96.212
2013/10/09,-85.627
2013/10/10,-16.528
2013/10/11,-48.902
2013/10/12,-82.97
2013/10/13,8.879
2013/10/14,47.472
2013/10/15,40.519
2013/10/16,-49.115
2013/10/17,-103.213
2013/10/18,-32.723
2013/10/19,-62.996
2013/10/20,-46.463
2013/10/21,-45.893
2013/10/22,-12.952
2013/10/23,86.296
2013/10/24,105.537
2013/10/25,28.498
2013/10/26,-105.611
2013/10/27,-45.961
2013/10/28,-81.154
2013/10/29,-110.302
2013/10/30,-92.83
2013/10/31,-90.014
2013/11/01,-55.857
2013/11/02,45.786
2013/11/03,15.353
2013/11/04,39.152
2013/11/05,30.793
2013/11/06,-19.557
2013/11/07,-8.348
2013/11/08,22.908
2013/11/09,118.659
2013/11/10,53.789
2013/11/11,36.021
2013/11/12,70.165
2013/11/13,70.799
2013/11/14,168.835
2013/11/15,116.623
2013/11/16,54.828
2013/11/17,100.427
2013/11/18,114.23
2013/11/19,176.977
2013/11/20,88.729
2013/11/21,62.189
2013/11/22,187.988
2013/11/23,190.467
2013/11/24,175.611
2013/11/25,170.851
2013/11/26,77.206
2013/11/27,391.626
2013/11/28,305.635
2013/11/29,135.516
2013/11/30,217.893
2013/12/01,66.498
2013/12/02,-5.793
2013/12/03,184.506
2013/12/04,-119.081
2013/12/05,-82.581
2013/12/06,-18.213
2013/12/07,-325.674
2013/12/08,-101.966
2013/12/09,-44.93
2013/12/10,-190.637
2013/12/11,-196.096
2013/12/12,-244.705
2013/12/13,-217.992
2013/12/14,17.658
2013/12/15,-124.179
2013/12/16,-76.761
