Date,activeaddresses90wma
2013/03/11,53456
2013/03/12,53652
2013/03/13,53917
2013/03/14,54135
2013/03/15,54401
2013/03/16,54383
2013/03/17,54384
2013/03/18,54534
2013/03/19,54899
2013/03/20,55129
2013/03/21,55503
2013/03/22,55988
2013/03/23,56292
2013/03/24,56634
2013/03/25,56906
2013/03/26,57320
2013/03/27,57720
2013/03/28,58588
2013/03/29,59197
2013/03/30,59681
2013/03/31,59854
2013/04/01,60273
2013/04/02,61036
2013/04/03,62124
2013/04/04,63235
2013/04/05,64138
2013/04/06,64656
2013/04/07,65253
2013/04/08,66430
2013/04/09,67553
2013/04/10,69133
2013/04/11,70500
2013/04/12,71377
2013/04/13,71798
2013/04/14,71961
2013/04/15,72751
2013/04/16,73534
2013/04/17,74414
2013/04/18,74774
2013/04/19,75631
2013/04/20,75804
2013/04/21,75868
2013/04/22,76407
2013/04/23,76968
2013/04/24,77724
2013/04/25,78211
2013/04/26,78588
2013/04/27,78782
2013/04/28,79844
2013/04/29,80207
2013/04/30,80341
2013/05/01,80615
2013/05/02,80844
2013/05/03,81088
2013/05/04,81043
2013/05/05,81043
2013/05/06,81325
2013/05/07,82128
2013/05/08,82769
2013/05/09,82950
2013/05/10,83178
2013/05/11,83323
2013/05/12,83215
2013/05/13,83392
2013/05/14,83582
2013/05/15,83787
2013/05/16,83971
2013/05/17,84022
2013/05/18,83843
2013/05/19,83567
2013/05/20,83451
2013/05/21,83569
2013/05/22,83509
2013/05/23,83628
2013/05/24,83778
2013/05/25,83582
2013/05/26,83383
2013/05/27,83276
2013/05/28,83215
2013/05/29,83243
2013/05/30,83215
2013/05/31,83123
2013/06/01,82856
2013/06/02,82541
2013/06/03,82530
2013/06/04,82487
2013/06/05,82443
2013/06/06,82277
2013/06/07,82117
2013/06/08,81613
2013/06/09,81071
2013/06/10,80625
2013/06/11,80302
2013/06/12,79916
2013/06/13,79586
2013/06/14,79462
2013/06/15,78850
2013/06/16,78127
2013/06/17,77584
2013/06/18,77191
2013/06/19,76921
2013/06/20,76618
2013/06/21,76348
2013/06/22,75847
2013/06/23,75205
2013/06/24,74847
2013/06/25,74416
2013/06/26,74066
2013/06/27,73637
2013/06/28,73379
2013/06/29,72956
2013/06/30,72304
2013/07/01,72057
2013/07/02,71717
2013/07/03,71428
2013/07/04,71036
2013/07/05,70646
2013/07/06,70175
2013/07/07,69541
2013/07/08,69236
2013/07/09,69051
2013/07/10,68813
2013/07/11,68777
2013/07/12,68860
2013/07/13,68607
2013/07/14,68033
2013/07/15,67777
2013/07/16,67616
2013/07/17,67394
2013/07/18,67181
2013/07/19,66881
2013/07/20,66444
2013/07/21,65984
2013/07/22,65736
2013/07/23,65584
2013/07/24,65475
2013/07/25,65385
2013/07/26,65222
2013/07/27,64823
2013/07/28,64378
2013/07/29,64345
2013/07/30,64366
2013/07/31,64634
2013/08/01,65635
2013/08/02,65760
2013/08/03,65570
2013/08/04,65378
2013/08/05,65476
2013/08/06,65547
2013/08/07,65716
2013/08/08,65814
2013/08/09,65745
2013/08/10,65563
2013/08/11,65269
2013/08/12,66066
2013/08/13,66233
2013/08/14,66474
2013/08/15,66661
2013/08/16,66999
2013/08/17,66869
2013/08/18,66654
2013/08/19,66905
2013/08/20,67185
2013/08/21,67526
2013/08/22,67894
2013/08/23,68218
2013/08/24,68155
2013/08/25,68186
2013/08/26,68375
2013/08/27,68987
2013/08/28,69351
2013/08/29,69516
2013/08/30,70005
2013/08/31,70457
2013/09/01,70218
2013/09/02,70113
2013/09/03,70215
2013/09/04,70425
2013/09/05,70491
2013/09/06,70621
2013/09/07,70513
2013/09/08,70269
2013/09/09,70411
2013/09/10,70478
2013/09/11,70631
2013/09/12,70834
2013/09/13,70807
2013/09/14,70501
2013/09/15,70211
2013/09/16,70251
2013/09/17,70360
2013/09/18,70602
2013/09/19,70842
2013/09/20,71034
2013/09/21,70986
2013/09/22,70874
2013/09/23,71135
2013/09/24,71343
2013/09/25,71551
2013/09/26,71748
2013/09/27,71940
2013/09/28,71927
2013/09/29,71961
2013/09/30,72196
2013/10/01,72632
2013/10/02,73412
2013/10/03,73842
2013/10/04,73992
2013/10/05,73870
2013/10/06,73642
2013/10/07,73755
2013/10/08,73859
2013/10/09,74032
2013/10/10,74226
2013/10/11,74403
2013/10/12,74294
2013/10/13,74634
2013/10/14,74855
2013/10/15,75140
2013/10/16,75588
2013/10/17,75770
2013/10/18,76046
2013/10/19,76457
2013/10/20,76441
2013/10/21,76924
2013/10/22,77688
2013/10/23,78408
2013/10/24,79207
2013/10/25,79755
2013/10/26,79691
2013/10/27,79431
2013/10/28,79640
2013/10/29,79820
2013/10/30,80230
2013/10/31,80665
2013/11/01,80878
2013/11/02,80883
2013/11/03,81003
2013/11/04,81500
2013/11/05,82367
2013/11/06,83524
2013/11/07,84646
2013/11/08,85758
2013/11/09,86833
2013/11/10,87607
2013/11/11,88362
2013/11/12,89109
2013/11/13,89992
2013/11/14,91093
2013/11/15,91887
2013/11/16,92312
2013/11/17,92810
2013/11/18,94553
2013/11/19,97221
2013/11/20,98931
2013/11/21,101132
2013/11/22,102794
2013/11/23,104111
2013/11/24,104832
2013/11/25,105945
2013/11/26,107847
2013/11/27,110161
2013/11/28,112505
2013/11/29,114549
2013/11/30,116004
2013/12/01,117484
2013/12/02,119197
2013/12/03,120799
2013/12/04,122599
2013/12/05,124367
2013/12/06,125787
2013/12/07,126773
2013/12/08,126936
2013/12/09,128007
2013/12/10,129020
2013/12/11,129977
2013/12/12,130430
2013/12/13,131200
2013/12/14,131995
2013/12/15,132618
2013/12/16,134022
2013/12/17,134986
2013/12/18,136424
2013/12/19,137320
2013/12/20,138105
2013/12/21,138293
2013/12/22,138393
2013/12/23,139106
2013/12/24,139319
2013/12/25,139512
2013/12/26,139527
2013/12/27,139612
2013/12/28,139454
2013/12/29,139578
2013/12/30,140204
2013/12/31,140079
2014/01/01,139469
2014/01/02,139747
2014/01/03,140128
2014/01/04,139908
2014/01/05,140105
2014/01/06,141226
2014/01/07,141523
2014/01/08,141912
2014/01/09,141992
2014/01/10,141912
2014/01/11,141874
2014/01/12,141540
2014/01/13,141970
2014/01/14,141931
2014/01/15,141914
2014/01/16,141873
2014/01/17,141752
2014/01/18,141121
2014/01/19,140534
2014/01/20,141487
2014/01/21,141996
2014/01/22,142344
2014/01/23,142624
2014/01/24,142723
2014/01/25,142461
2014/01/26,142153
2014/01/27,142824
2014/01/28,143204
2014/01/29,143196
2014/01/30,143408
2014/01/31,143545
2014/02/01,143355
2014/02/02,143163
2014/02/03,143776
2014/02/04,144302
2014/02/05,144549
2014/02/06,144934
2014/02/07,145356
2014/02/08,145391
2014/02/09,144999
2014/02/10,145532
2014/02/11,145688
2014/02/12,147160
2014/02/13,147489
2014/02/14,148099
2014/02/15,148102
2014/02/16,147593
2014/02/17,148251
2014/02/18,148429
2014/02/19,149034
2014/02/20,149718
2014/02/21,150347
2014/02/22,150470
2014/02/23,150737
2014/02/24,152147
2014/02/25,153418
2014/02/26,154516
2014/02/27,155251
2014/02/28,156243
2014/03/01,156902
2014/03/02,157069
2014/03/03,158951
2014/03/04,160710
2014/03/05,161790
2014/03/06,162727
2014/03/07,163333
2014/03/08,163720
2014/03/09,164142
2014/03/10,165318
2014/03/11,166100
2014/03/12,167153
2014/03/13,167973
2014/03/14,168749
2014/03/15,168517
2014/03/16,168145
2014/03/17,168857
2014/03/18,168539
2014/03/19,168719
2014/03/20,168932
2014/03/21,169648
2014/03/22,169905
2014/03/23,169708
2014/03/24,170464
2014/03/25,170635
2014/03/26,170852
2014/03/27,171359
2014/03/28,171851
2014/03/29,171504
2014/03/30,171619
2014/03/31,171806
2014/04/01,172187
2014/04/02,172552
2014/04/03,172659
2014/04/04,172970
2014/04/05,172734
2014/04/06,173148
2014/04/07,173020
2014/04/08,173028
2014/04/09,173334
2014/04/10,173710
2014/04/11,173779
2014/04/12,173018
2014/04/13,173141
2014/04/14,173493
2014/04/15,174177
2014/04/16,174539
2014/04/17,174287
2014/04/18,173846
2014/04/19,173212
2014/04/20,173078
2014/04/21,172466
2014/04/22,172766
2014/04/23,172467
2014/04/24,172421
2014/04/25,172669
2014/04/26,171877
