Date,size90ema
2010/07/17,399.849
2010/07/18,407.88
2010/07/19,415.532
2010/07/20,428.041
2010/07/21,430.557
2010/07/22,431.905
2010/07/23,432.24
2010/07/24,454.511
2010/07/25,513.635
2010/07/26,522.53
2010/07/27,525.975
2010/07/28,587.902
2010/07/29,627.076
2010/07/30,625.124
2010/07/31,619.95
2010/08/01,614.04
2010/08/02,608.377
2010/08/03,611.356
2010/08/04,606.887
2010/08/05,612.162
2010/08/06,613.568
2010/08/07,612.39
2010/08/08,608.782
2010/08/09,627.999
2010/08/10,622.874
2010/08/11,618.324
2010/08/12,613.06
2010/08/13,616.209
2010/08/14,611.704
2010/08/15,605.357
2010/08/16,613.347
2010/08/17,612.933
2010/08/18,641.759
2010/08/19,639.581
2010/08/20,636.839
2010/08/21,632.918
2010/08/22,627.613
2010/08/23,622.767
2010/08/24,625.676
2010/08/25,619.276
2010/08/26,616.249
2010/08/27,611.364
2010/08/28,609.498
2010/08/29,603.414
2010/08/30,603.13
2010/08/31,609.564
2010/09/01,614.048
2010/09/02,612.134
2010/09/03,608.047
2010/09/04,601.901
2010/09/05,598.896
2010/09/06,595.071
2010/09/07,590.493
2010/09/08,588.061
2010/09/09,589.064
2010/09/10,586.672
2010/09/11,583.112
2010/09/12,583.91
2010/09/13,586.37
2010/09/14,584.852
2010/09/15,587.09
2010/09/16,584.529
2010/09/17,585.87
2010/09/18,581.161
2010/09/19,577.81
2010/09/20,578.548
2010/09/21,598.238
2010/09/22,610.646
2010/09/23,613.767
2010/09/24,611.974
2010/09/25,613.826
2010/09/26,611.427
2010/09/27,617.256
2010/09/28,628.767
2010/09/29,661.522
2010/09/30,661.751
2010/10/01,669.715
2010/10/02,693.147
2010/10/03,696.758
2010/10/04,699.721
2010/10/05,704.564
2010/10/06,702.918
2010/10/07,700.382
2010/10/08,702.207
2010/10/09,704.882
2010/10/10,701.469
2010/10/11,698.702
2010/10/12,696.923
2010/10/13,698.94
2010/10/14,694.3
2010/10/15,688.947
2010/10/16,684.53
2010/10/17,678.42
2010/10/18,677.876
2010/10/19,686.792
2010/10/20,689.009
2010/10/21,693.446
2010/10/22,704.172
2010/10/23,706.752
2010/10/24,706.761
2010/10/25,703.887
2010/10/26,700.611
2010/10/27,703.418
2010/10/28,702.182
2010/10/29,701.009
2010/10/30,694.279
2010/10/31,689.133
2010/11/01,684.982
2010/11/02,678.023
2010/11/03,672.801
2010/11/04,667.525
2010/11/05,666.582
2010/11/06,661.77
2010/11/07,657.054
2010/11/08,659.395
2010/11/09,655.134
2010/11/10,651.022
2010/11/11,646.15
2010/11/12,640.451
2010/11/13,634.391
2010/11/14,630.997
2010/11/15,808.461
2010/11/16,1030
2010/11/17,1016
2010/11/18,1022
2010/11/19,1319
2010/11/20,1707
2010/11/21,2029
2010/11/22,1996
2010/11/23,1967
2010/11/24,2043
2010/11/25,2205
2010/11/26,2197
2010/11/27,2163
2010/11/28,2130
2010/11/29,2096
2010/11/30,2063
2010/12/01,2035
2010/12/02,2004
2010/12/03,1973
2010/12/04,1940
2010/12/05,1907
2010/12/06,1874
2010/12/07,1848
2010/12/08,1819
2010/12/09,1792
2010/12/10,1766
2010/12/11,1746
2010/12/12,1729
2010/12/13,1728
2010/12/14,1711
2010/12/15,1692
2010/12/16,1672
2010/12/17,1656
2010/12/18,1637
2010/12/19,1622
2010/12/20,1621
2010/12/21,1604
2010/12/22,1594
2010/12/23,1582
2010/12/24,1568
2010/12/25,1553
2010/12/26,1542
2010/12/27,1531
2010/12/28,1520
2010/12/29,1506
2010/12/30,1495
2010/12/31,1481
2011/01/01,1471
2011/01/02,1459
2011/01/03,1480
2011/01/04,1485
