Date,sentinusd30varUSD
2010/10/27,71928203
2010/10/28,80639149
2010/10/29,77609795
2010/10/30,72525577
2010/10/31,67825674
2010/11/01,68362079
2010/11/02,64693667
2010/11/03,53896656
2010/11/04,64424747
2010/11/05,63314414
2010/11/06,81548493
2010/11/07,92414358
2010/11/08,629975254
2010/11/09,629237076
2010/11/10,622119544
2010/11/11,620185566
2010/11/12,622625413
2010/11/13,626597906
2010/11/14,629954217
2010/11/15,708946911
2010/11/16,703448943
2010/11/17,706717093
2010/11/18,709366565
2010/11/19,711420535
2010/11/20,725210482
2010/11/21,724624091
2010/11/22,719493590
2010/11/23,719168032
2010/11/24,723474448
2010/11/25,727141376
2010/11/26,723982980
2010/11/27,730391158
2010/11/28,737699120
2010/11/29,739839496
2010/11/30,739469299
2010/12/01,736161024
2010/12/02,734384750
2010/12/03,738275659
2010/12/04,736380438
2010/12/05,741951488
2010/12/06,729584176
2010/12/07,722291177
2010/12/08,177289248
2010/12/09,178493628
2010/12/10,182038047
2010/12/11,180593566
2010/12/12,179733319
2010/12/13,195458581
2010/12/14,196886722
2010/12/15,101083105
2010/12/16,98797882
2010/12/17,98663356
2010/12/18,99099011
2010/12/19,100793172
2010/12/20,74618627
2010/12/21,65622933
2010/12/22,64682603
2010/12/23,64149125
2010/12/24,63261960
2010/12/25,67494684
2010/12/26,65163802
2010/12/27,62948456
2010/12/28,59414595
2010/12/29,63296909
2010/12/30,62466133
2010/12/31,61138154
2011/01/01,60835344
2011/01/02,57022636
2011/01/03,56565489
2011/01/04,51093329
2011/01/05,51689162
2011/01/06,54541573
2011/01/07,50019616
2011/01/08,46624102
2011/01/09,41708499
2011/01/10,43117741
2011/01/11,46113092
2011/01/12,34146618
2011/01/13,43081839
2011/01/14,44944124
2011/01/15,45069152
2011/01/16,44925833
2011/01/17,44931020
2011/01/18,50902371
2011/01/19,51106291
2011/01/20,50716260
2011/01/21,51162085
2011/01/22,52474662
2011/01/23,57122190
2011/01/24,57847874
2011/01/25,57230212
2011/01/26,57963183
2011/01/27,5397390412
2011/01/28,5405495324
2011/01/29,5397067270
2011/01/30,6048922734
2011/01/31,6113497624
2011/02/01,6111178683
2011/02/02,6123301102
2011/02/03,6077555744
2011/02/04,6038373573
2011/02/05,5983188112
2011/02/06,5951087905
2011/02/07,6131046668
2011/02/08,6059117324
2011/02/09,6163168327
2011/02/10,6957852188
2011/02/11,7999438154
2011/02/12,8058845247
2011/02/13,7996407657
2011/02/14,7956066870
2011/02/15,7827114110
2011/02/16,7692764094
2011/02/17,7584957148
2011/02/18,7406361452
2011/02/19,7312502788
2011/02/20,7377777351
2011/02/21,7391057273
2011/02/22,8215164018
2011/02/23,9244266460
2011/02/24,9042289468
2011/02/25,8649710981
2011/02/26,5790309771
2011/02/27,5407926173
2011/02/28,5043425859
2011/03/01,24659623168
2011/03/02,166413643729
2011/03/03,165551383604
2011/03/04,164689532784
2011/03/05,163905370438
2011/03/06,162667830762
2011/03/07,161584986393
2011/03/08,160704376877
2011/03/09,160284267751
2011/03/10,158893623618
2011/03/11,158277811589
2011/03/12,158783669519
2011/03/13,159030723747
2011/03/14,158682778673
2011/03/15,158707411525
2011/03/16,158751719584
2011/03/17,158361498532
2011/03/18,157472451490
2011/03/19,157541399011
2011/03/20,157647896751
2011/03/21,158043697386
2011/03/22,158256817754
2011/03/23,158161031129
2011/03/24,158254764581
2011/03/25,158159135367
2011/03/26,158056443495
2011/03/27,158439606541
2011/03/28,158839332266
2011/03/29,159620349152
2011/03/30,159754748867
2011/03/31,145453482200
2011/04/01,3788615967
2011/04/02,3948829922
2011/04/03,3753046462
2011/04/04,3784503885
2011/04/05,3918498198
2011/04/06,4099606380
2011/04/07,4208290798
2011/04/08,4105088628
2011/04/09,3168821955
2011/04/10,3034672016
2011/04/11,3141330685
2011/04/12,3015933185
2011/04/13,2922912778
2011/04/14,2931429103
2011/04/15,2939835480
2011/04/16,4639192631
2011/04/17,57249180276
2011/04/18,57061565704
2011/04/19,332221636498
2011/04/20,1214524106488
2011/04/21,1211691742640
2011/04/22,1211769925089
2011/04/23,1211120697333
2011/04/24,1212376779582
2011/04/25,1214331888714
2011/04/26,1211318800676
2011/04/27,1207026805717
2011/04/28,1202950182939
2011/04/29,1268590293847
2011/04/30,1279610503029
2011/05/01,1270335511781
2011/05/02,1262681332274
2011/05/03,1252392235789
2011/05/04,1246165405916
2011/05/05,1235491435021
2011/05/06,1224912751978
2011/05/07,1211789283535
2011/05/08,1247879320538
2011/05/09,1233425102442
2011/05/10,1330881634438
2011/05/11,1307439169750
2011/05/12,1287178620800
2011/05/13,1435100669781
2011/05/14,6513413935824
2011/05/15,6456372270528
2011/05/16,6410458680523
2011/05/17,6408492730821
2011/05/18,6336452234186
2011/05/19,6273707109206
2011/05/20,5766918837672
2011/05/21,5909598277894
2011/05/22,6345274675710
2011/05/23,6317404344479
2011/05/24,6226265963257
2011/05/25,6141998421259
2011/05/26,6093618568741
2011/05/27,6169780186777
2011/05/28,6036743854397
2011/05/29,6032091588879
2011/05/30,5991440661019
2011/05/31,5867956846518
2011/06/01,5714512838188
2011/06/02,5614253331960
2011/06/03,6286496815420
2011/06/04,6870502807066
2011/06/05,8114817569124
2011/06/06,11828843517759
2011/06/07,13351830989785
2011/06/08,22004468273136
2011/06/09,31998181203473
2011/06/10,42523407027752
2011/06/11,57198405409791
2011/06/12,73844183117215
2011/06/13,81443347341148
2011/06/14,94740124612095
2011/06/15,2.6141427393531E+14
2011/06/16,958421105726347
2011/06/17,9.5143300491662E+14
2011/06/18,9.4167215423946E+14
2011/06/19,1.0443120231185E+15
2011/06/20,1033834018248492
2011/06/21,1.0613550093066E+15
2011/06/22,1.0470002880038E+15
2011/06/23,1.0309449527206E+15
2011/06/24,1.1125629239574E+15
2011/06/25,1.8528844658836E+15
2011/06/26,1.8609094720367E+15
2011/06/27,1822355409495268
2011/06/28,1975453258132551
2011/06/29,1.9257917168692E+15
2011/06/30,1.8830576461578E+15
2011/07/01,1.8500610800747E+15
2011/07/02,1.8272833468901E+15
2011/07/03,1.8244767613257E+15
2011/07/04,1800479297267931
2011/07/05,1.8110110943484E+15
2011/07/06,1.8255717438007E+15
2011/07/07,1.8353344407695E+15
2011/07/08,1.8692541344084E+15
2011/07/09,1.8612656385211E+15
2011/07/10,1851244474613130
2011/07/11,1871388209986413
2011/07/12,1.8920668732795E+15
2011/07/13,1.8980568755658E+15
2011/07/14,1.9009591345875E+15
2011/07/15,1.8814307515449E+15
2011/07/16,1.3963295809498E+15
2011/07/17,1.4183360906831E+15
2011/07/18,1.4142216662129E+15
2011/07/19,1350746204145779
2011/07/20,1.3696049906939E+15
2011/07/21,1358420976331886
2011/07/22,1359324825918311
2011/07/23,1377248247823419
2011/07/24,1.308289787455E+15
2011/07/25,5.0003902663843E+14
2011/07/26,4.3121247753135E+14
2011/07/27,4.2886570588905E+14
2011/07/28,1.4868384410827E+14
2011/07/29,1.2467229571276E+14
2011/07/30,1.2880299738497E+14
2011/07/31,1.3155393468387E+14
2011/08/01,1.3426432942871E+14
2011/08/02,1.3673328704961E+14
2011/08/03,1.4111024396138E+14
2011/08/04,1.4288057097154E+14
2011/08/05,1.4465941317586E+14
2011/08/06,1.4739231045179E+14
2011/08/07,1.488605346052E+14
2011/08/08,1.4366512968627E+14
2011/08/09,1.3113209765634E+14
2011/08/10,1.3145632559493E+14
2011/08/11,1.3447145346393E+14
2011/08/12,1.3698096116143E+14
2011/08/13,1.341024640527E+14
2011/08/14,1.3558934475092E+14
2011/08/15,1.3738520441598E+14
2011/08/16,1.3891457263894E+14
2011/08/17,1.055396358256E+14
2011/08/18,81992168253424
2011/08/19,82217423576346
2011/08/20,81072853375682
2011/08/21,77110679028998
2011/08/22,78048318415617
2011/08/23,78417217641467
2011/08/24,73604005831954
2011/08/25,71362055996905
2011/08/26,68293904530670
2011/08/27,23648365316898
2011/08/28,23846497151554
2011/08/29,24209053957686
2011/08/30,24406390310086
2011/08/31,24625913811581
2011/09/01,24840586227926
2011/09/02,25124670874965
2011/09/03,25342430455099
2011/09/04,28172638994359
2011/09/05,32882894852239
2011/09/06,41579336214795
2011/09/07,41636278698971
2011/09/08,33564178195655
2011/09/09,32841532227238
2011/09/10,33396310218042
2011/09/11,33232699367430
2011/09/12,33127140382774
2011/09/13,33484592717287
2011/09/14,33835615430870
2011/09/15,34248735077842
2011/09/16,34286072302648
2011/09/17,34678290721192
2011/09/18,35069504443626
2011/09/19,35227010855838
2011/09/20,35355533272325
2011/09/21,35469474492471
2011/09/22,35806242140044
2011/09/23,36020821723708
2011/09/24,36380999537660
2011/09/25,36537883812971
2011/09/26,25393958207345
2011/09/27,25334038848754
2011/09/28,25391117335851
2011/09/29,25462641415560
2011/09/30,25571765093400
2011/10/01,25626922394595
2011/10/02,25696534909234
2011/10/03,25684634916763
2011/10/04,21786593770096
2011/10/05,14593203810706
2011/10/06,851172345639
2011/10/07,676490737447
2011/10/08,688255953991
2011/10/09,704645895031
2011/10/10,705859525550
2011/10/11,309136553242
2011/10/12,191714978811
2011/10/13,196114090278
2011/10/14,208980004337
2011/10/15,209699583258
2011/10/16,144167211432
2011/10/17,144812769811
2011/10/18,163542897260
2011/10/19,187666139227
2011/10/20,205029984873
2011/10/21,184994730870
2011/10/22,184277541712
2011/10/23,182253046448
2011/10/24,187008977836
2011/10/25,194086099834
2011/10/26,196597627437
2011/10/27,183069981234
2011/10/28,180480146530
2011/10/29,179776639692
2011/10/30,195663557046
2011/10/31,178436833060
2011/11/01,180462313934
2011/11/02,165680951735
2011/11/03,148586488400
2011/11/04,133532035729
2011/11/05,84162272321
2011/11/06,86482740403
2011/11/07,91895880143
2011/11/08,245606372647
2011/11/09,336410910387
2011/11/10,338756136349
2011/11/11,344080659534
2011/11/12,351701524699
2011/11/13,359935948689
2011/11/14,361947766818
2011/11/15,365429979113
2011/11/16,811044888431
2011/11/17,2173114351478
2011/11/18,4944763900164
2011/11/19,6300344627025
2011/11/20,6314512582918
2011/11/21,6366012736176
2011/11/22,7455050599546
2011/11/23,7407086236527
2011/11/24,7338430897361
2011/11/25,7258563819188
2011/11/26,7236503434175
2011/11/27,7233457845161
2011/11/28,8747954361595
2011/11/29,10138541885744
2011/11/30,17225775031141
2011/12/01,17165589749705
2011/12/02,21840980169842
2011/12/03,22273200300476
2011/12/04,22038112100610
2011/12/05,21615345559121
2011/12/06,27559888669216
2011/12/07,29972806457842
2011/12/08,31010906064730
2011/12/09,30478364955272
2011/12/10,29735029862606
2011/12/11,29106651977519
2011/12/12,28554943541458
2011/12/13,28444101318143
2011/12/14,28423133280168
2011/12/15,28222272743485
2011/12/16,29208258977044
2011/12/17,30460939078150
2011/12/18,31115197107901
2011/12/19,31872325687337
2011/12/20,32266749121735
2011/12/21,32647507046268
2011/12/22,33271458659474
2011/12/23,33960688643967
2011/12/24,34575937848893
2011/12/25,35009767380564
2011/12/26,35222156317736
2011/12/27,35518120159704
2011/12/28,35639723429545
2011/12/29,35207288270674
2011/12/30,29474478640598
2011/12/31,29805311123902
2012/01/01,24767792678901
2012/01/02,23646777892639
2012/01/03,23134632062033
2012/01/04,22366327212215
2012/01/05,12413136397183
2012/01/06,5627775341101
2012/01/07,1204092723849
2012/01/08,652881052652
2012/01/09,589038949685
2012/01/10,562978551928
2012/01/11,558734941269
2012/01/12,546582023071
2012/01/13,539195138627
2012/01/14,533575017668
2012/01/15,531400282502
2012/01/16,528314495211
2012/01/17,504171753946
2012/01/18,498906947665
2012/01/19,499273334932
2012/01/20,497316370948
2012/01/21,502881791396
2012/01/22,488898223299
2012/01/23,477298405314
2012/01/24,453858967129
2012/01/25,434804815356
2012/01/26,420484006675
2012/01/27,394919077435
2012/01/28,416318515311
2012/01/29,396366607594
2012/01/30,378123762816
2012/01/31,378993750566
2012/02/01,363418251672
2012/02/02,341337797637
2012/02/03,341284706818
2012/02/04,197659900401
2012/02/05,119983795760
2012/02/06,121048956773
2012/02/07,123672042105
2012/02/08,115696728355
2012/02/09,123583045158
2012/02/10,118842969236
2012/02/11,128656713943
2012/02/12,120971994543
2012/02/13,123066566358
2012/02/14,807605600184
2012/02/15,1275081401016
2012/02/16,1985703348158
2012/02/17,2092024396824
2012/02/18,2101148842442
2012/02/19,2116466525560
2012/02/20,2099725780510
2012/02/21,2081532094804
2012/02/22,2082514514251
2012/02/23,2093522728673
2012/02/24,2094377959481
2012/02/25,2103238749427
2012/02/26,2118451169057
2012/02/27,2083981635801
2012/02/28,2083524384138
2012/02/29,2085743145946
2012/03/01,2074751812309
2012/03/02,2073230289891
2012/03/03,2084274788946
2012/03/04,2086037280138
2012/03/05,2093017618552
2012/03/06,2103236319862
2012/03/07,2097836826263
2012/03/08,2067203254540
2012/03/09,2026763274027
2012/03/10,1995055954898
2012/03/11,1987917251843
2012/03/12,1986330442717
2012/03/13,1950300788703
2012/03/14,1942063760761
2012/03/15,1459296901119
2012/03/16,1093188513706
2012/03/17,446741139621
2012/03/18,342079496853
2012/03/19,326986839454
2012/03/20,312797057060
2012/03/21,307354813643
2012/03/22,338783316021
2012/03/23,420072396642
2012/03/24,463757761866
2012/03/25,467696779727
2012/03/26,459616486165
2012/03/27,435126680583
2012/03/28,441955945663
2012/03/29,756539975610
2012/03/30,852066655180
2012/03/31,915951491949
2012/04/01,917149973582
2012/04/02,897728344575
2012/04/03,945586792152
2012/04/04,924091431785
2012/04/05,956725183189
2012/04/06,905105604894
2012/04/07,961807341775
2012/04/08,1235303582946
2012/04/09,1901653627338
2012/04/10,1841483994547
2012/04/11,2310261439259
2012/04/12,2503703136174
2012/04/13,2493433471279
2012/04/14,2483597930933
2012/04/15,2635289028844
2012/04/16,3065745977303
2012/04/17,2955544139579
2012/04/18,2835880680599
2012/04/19,2723061178065
2012/04/20,6135151659001
2012/04/21,6168665933852
2012/04/22,6154001950436
2012/04/23,6141389140802
2012/04/24,5871507149919
2012/04/25,5652453435738
2012/04/26,6057927539438
2012/04/27,6063903517690
2012/04/28,6091925925420
2012/04/29,6088519348646
2012/04/30,6041620567942
2012/05/01,5835942826212
2012/05/02,5688229432049
2012/05/03,5618933059604
2012/05/04,5477069390326
2012/05/05,5434451970393
2012/05/06,5360700478181
2012/05/07,5593445930577
2012/05/08,11474908727725
2012/05/09,12292461822069
2012/05/10,12073287830982
2012/05/11,12079762395558
2012/05/12,14702444875448
2012/05/13,14408545828642
2012/05/14,14795638570390
2012/05/15,18903864188462
2012/05/16,21850654507754
2012/05/17,24389627089405
2012/05/18,24031232241637
2012/05/19,23325570094570
2012/05/20,22099575849099
2012/05/21,25680354560905
2012/05/22,29433829169889
2012/05/23,28371379112201
2012/05/24,27716396273840
2012/05/25,27195976041785
2012/05/26,34023699072957
2012/05/27,33702929130222
2012/05/28,32385298478416
2012/05/29,32002117171572
2012/05/30,30830981666971
2012/05/31,34966178683618
2012/06/01,33734733753230
2012/06/02,32521700391192
2012/06/03,31359078545583
2012/06/04,34027733101378
2012/06/05,34175207921540
2012/06/06,33869911182867
2012/06/07,38103758179461
2012/06/08,46338908038326
2012/06/09,45317158875321
2012/06/10,43606308635952
2012/06/11,43663975190695
2012/06/12,41499314207442
2012/06/13,40979558971874
2012/06/14,46144661495826
2012/06/15,47030169858028
2012/06/16,49497379376653
2012/06/17,49852156707878
2012/06/18,46335882444011
2012/06/19,45292675422064
2012/06/20,46102622332555
2012/06/21,48472962459157
2012/06/22,46935860094802
2012/06/23,43381457580612
2012/06/24,43512910007572
2012/06/25,42171861830759
2012/06/26,41946426151291
2012/06/27,41366438715995
2012/06/28,42748065823431
2012/06/29,42093617982409
2012/06/30,41648158798938
2012/07/01,43374713608032
2012/07/02,44639321119002
2012/07/03,44444986226382
2012/07/04,42040870195971
2012/07/05,39609381776340
2012/07/06,40767998550441
2012/07/07,41544785208032
2012/07/08,35938713916901
2012/07/09,34459666202532
2012/07/10,34046935922563
2012/07/11,35076568456313
2012/07/12,35637287559934
2012/07/13,36298527882498
2012/07/14,29767655934192
2012/07/15,28152489270798
2012/07/16,23995027204428
2012/07/17,25550990796473
2012/07/18,25413237532984
2012/07/19,25717824105883
2012/07/20,25536519110561
2012/07/21,25452145641533
2012/07/22,25426711558152
2012/07/23,24955541398057
2012/07/24,24852361762101
2012/07/25,25596950787210
2012/07/26,26434981711343
2012/07/27,27125708840764
2012/07/28,24648070602187
2012/07/29,25104302424504
2012/07/30,25445223165686
2012/07/31,30178934295937
2012/08/01,29825999450877
2012/08/02,28941153151446
2012/08/03,28936316573829
2012/08/04,28812953332289
2012/08/05,28472075827084
2012/08/06,24540915842348
2012/08/07,22014563638132
2012/08/08,22048618406875
2012/08/09,22046046119058
2012/08/10,20058213243529
2012/08/11,18647635585662
2012/08/12,18576743149045
2012/08/13,19222084623448
2012/08/14,17704587178826
2012/08/15,18437584408179
2012/08/16,20852038571576
2012/08/17,28881843703848
2012/08/18,28340548720960
2012/08/19,76974289812344
2012/08/20,219630779294871
2012/08/21,2.5015617633474E+14
2012/08/22,3.3717102326365E+14
2012/08/23,4.1191301326531E+14
2012/08/24,6.3865291488268E+14
2012/08/25,6.4158243472634E+14
2012/08/26,6.3625331884606E+14
2012/08/27,6.6454514399095E+14
2012/08/28,6.9277182398349E+14
2012/08/29,1.1519943888713E+15
2012/08/30,1.3648043605529E+15
2012/08/31,1.4209883751698E+15
2012/09/01,1.4413676797429E+15
2012/09/02,1.4036929543242E+15
2012/09/03,1365308444035831
2012/09/04,1.3401085193918E+15
2012/09/05,1367583902937755
2012/09/06,2430481054217544
2012/09/07,2984831294865528
2012/09/08,2890202130040985
2012/09/09,2823670493581811
2012/09/10,3305524492024847
2012/09/11,3866205896417549
2012/09/12,3763489765354908
2012/09/13,4447632224728536
2012/09/14,4633262630636266
2012/09/15,4452633091833536
2012/09/16,4383902290638708
2012/09/17,4196232479214788
2012/09/18,4142031915909020
2012/09/19,6457874274678632
2012/09/20,6423603964212954
2012/09/21,7432973858510312
2012/09/22,7338534151307824
2012/09/23,7389106977930720
2012/09/24,7142931919186928
2012/09/25,7250976312604536
2012/09/26,7562182630239752
2012/09/27,7931689595130720
2012/09/28,8296868954124972
2012/09/29,8763636272996046
2012/09/30,9150647649111672
2012/10/01,9491989337898092
2012/10/02,9691772816192112
2012/10/03,9839736998603076
2012/10/04,10132211896982494
2012/10/05,10380883486762476
2012/10/06,10164715630089318
2012/10/07,10153738843740756
2012/10/08,10388820242284080
2012/10/09,10527630626589334
2012/10/10,10431818841503816
2012/10/11,10073890346431544
2012/10/12,10156112226910376
2012/10/13,9290767311929702
2012/10/14,8857677955950874
2012/10/15,8993853704694514
2012/10/16,8745633786893605
2012/10/17,8510194423726130
2012/10/18,8234094647019794
2012/10/19,4547161599571684
2012/10/20,3789878359684532
2012/10/21,1149748766721554
2012/10/22,3.9440469413923E+14
2012/10/23,2.4230304190358E+14
2012/10/24,65079348121837
2012/10/25,66737352042813
2012/10/26,71739377285742
2012/10/27,71564511079481
2012/10/28,74617175344970
2012/10/29,77827350254962
2012/10/30,92595924588772
2012/10/31,1.028507376554E+14
2012/11/01,1.0344690460551E+14
2012/11/02,1.0869427173965E+14
2012/11/03,1.0666217214236E+14
2012/11/04,1.0352325205551E+14
2012/11/05,1.0351026093053E+14
2012/11/06,1.0373459765907E+14
2012/11/07,1.0385109790345E+14
2012/11/08,1.0467128045561E+14
2012/11/09,1.0541767326685E+14
2012/11/10,1.1460870512869E+14
2012/11/11,1.2309930737688E+14
2012/11/12,1.2843557926776E+14
2012/11/13,1.3248462999814E+14
2012/11/14,1.298248496588E+14
2012/11/15,1.2784312611966E+14
2012/11/16,1.3157222365152E+14
2012/11/17,122962257929458
2012/11/18,1.1944854691166E+14
2012/11/19,1.1613057012483E+14
2012/11/20,1.1458648146690E+14
2012/11/21,1.1577782467322E+14
2012/11/22,1.1202980139054E+14
2012/11/23,1.1252076060212E+14
2012/11/24,1.129510607324E+14
2012/11/25,1.1368869235769E+14
2012/11/26,1.1441543041161E+14
2012/11/27,1.1187932180456E+14
2012/11/28,1.1001148576867E+14
2012/11/29,88304326168921
2012/11/30,71268468445819
2012/12/01,69490679066735
2012/12/02,68142258366836
2012/12/03,68512610485768
2012/12/04,74801339149946
2012/12/05,87125185658844
2012/12/06,1.0833799620188E+14
2012/12/07,1.113027737828E+14
2012/12/08,1.1148583635354E+14
2012/12/09,1.0882385632517E+14
2012/12/10,1.0309650027874E+14
2012/12/11,96125620551419
2012/12/12,1.1532231820636E+14
2012/12/13,141755911989081
2012/12/14,1.4890702202644E+14
2012/12/15,1.4764908419019E+14
2012/12/16,1.3507683358777E+14
2012/12/17,1.3255887378911E+14
2012/12/18,1.3507566544341E+14
2012/12/19,1.3558495626497E+14
2012/12/20,1.3828363885099E+14
2012/12/21,1.3388606543624E+14
2012/12/22,1.3355417848203E+14
2012/12/23,1.3495267483644E+14
2012/12/24,1.3516955280524E+14
2012/12/25,1.3646258544353E+14
2012/12/26,1.4045945346802E+14
2012/12/27,1.4410146054879E+14
2012/12/28,1.4613229271522E+14
2012/12/29,1.4680799552715E+14
2012/12/30,1.4641132743662E+14
2012/12/31,1.4084020855279E+14
2013/01/01,138185732909069
2013/01/02,1.383502177789E+14
2013/01/03,1.3492468014117E+14
2013/01/04,1.2886083293816E+14
2013/01/05,1.1457439581077E+14
2013/01/06,1.1450440951997E+14
2013/01/07,1.1293488862201E+14
2013/01/08,1.1452755205907E+14
2013/01/09,1.126360282756E+14
2013/01/10,1.1304253133693E+14
2013/01/11,88196742462831
2013/01/12,54275189649158
2013/01/13,40790085494538
2013/01/14,40363821125168
2013/01/15,42708923892169
2013/01/16,47697004603258
2013/01/17,44465824197948
2013/01/18,45463164000768
2013/01/19,44632670045512
2013/01/20,44279816925950
2013/01/21,44324797732529
2013/01/22,43169144596720
2013/01/23,55885957619745
2013/01/24,51669330765112
2013/01/25,47200951780610
2013/01/26,43415115267132
2013/01/27,41863997652994
2013/01/28,40762767382575
2013/01/29,49027192520659
2013/01/30,50124338448465
2013/01/31,50573099975885
2013/02/01,54622170053216
2013/02/02,54323836451669
2013/02/03,53280857264443
2013/02/04,54184655275751
2013/02/05,56860930782774
2013/02/06,59583873952441
2013/02/07,62214486597410
2013/02/08,74017798911516
2013/02/09,74044882216778
2013/02/10,71153359770063
2013/02/11,63143329243497
2013/02/12,53834412564432
2013/02/13,47832562580524
2013/02/14,49104952526020
2013/02/15,49247090366181
2013/02/16,49123818523816
2013/02/17,48394434498152
2013/02/18,46460291968970
2013/02/19,41437973181536
2013/02/20,35098963427843
2013/02/21,32771650765051
2013/02/22,35661554777618
2013/02/23,33850948328048
2013/02/24,38758409239850
2013/02/25,45866452639495
2013/02/26,44141892851830
2013/02/27,45657815347421
2013/02/28,46685947172795
2013/03/01,52110195541964
2013/03/02,55012570228999
2013/03/03,57749795297075
2013/03/04,54486012529403
2013/03/05,83746195016658
2013/03/06,143570971938802
2013/03/07,154354443500237
2013/03/08,1.560965173148E+14
2013/03/09,1.553746439827E+14
2013/03/10,1.5877548843133E+14
2013/03/11,1.5846844899751E+14
2013/03/12,1.7060150798269E+14
2013/03/13,1.7737258944950E+14
2013/03/14,1.7016839975690E+14
2013/03/15,1.2624794884393E+15
2013/03/16,1332753731111045
2013/03/17,1328505543665576
2013/03/18,1767998455597754
2013/03/19,1.782634106118E+15
2013/03/20,1815493366571336
2013/03/21,1.8961140590403E+15
2013/03/22,1.8740435553762E+15
2013/03/23,1830934836704704
2013/03/24,1816305834268513
2013/03/25,1793108388933648
2013/03/26,1830057842539756
2013/03/27,2333538669361256
2013/03/28,2417336271378065
2013/03/29,2407572008160786
2013/03/30,2504959860975533
2013/03/31,2515986857872407
2013/04/01,2498708038563228
2013/04/02,3214435238744518
2013/04/03,3781082247256206
2013/04/04,4181966971339742
2013/04/05,4570336442425772
2013/04/06,4493932018598450
2013/04/07,4309086448057972
2013/04/08,4298943128844980
2013/04/09,5294303707697924
2013/04/10,7717852482570384
2013/04/11,7495374304932720
2013/04/12,7196537946785288
2013/04/13,6873727930892684
2013/04/14,7010384976472504
2013/04/15,7104680291951536
2013/04/16,6661699350982028
2013/04/17,6684089927335452
2013/04/18,11507710157697848
2013/04/19,11362994333806816
2013/04/20,11408761799544060
2013/04/21,11313101153107172
2013/04/22,10994517602594048
2013/04/23,10496929095163292
2013/04/24,10357882663610160
2013/04/25,10202051705433432
2013/04/26,10251820585518584
2013/04/27,10460509405000544
2013/04/28,10790667817748912
2013/04/29,10932991276721640
2013/04/30,11201101221049828
2013/05/01,11281955218343604
2013/05/02,11327485267375772
2013/05/03,11451898608242456
2013/05/04,11836435453054600
2013/05/05,12030047112658072
2013/05/06,12199848674831580
2013/05/07,12289957579481660
2013/05/08,12342129161477200
2013/05/09,11491980677607164
2013/05/10,8630789969028400
2013/05/11,8610902491071744
2013/05/12,8771513891048988
2013/05/13,8826678790110332
2013/05/14,8784175679463126
2013/05/15,8821406213433110
2013/05/16,8920722723937656
2013/05/17,8977987515518752
2013/05/18,2579549335967762
2013/05/19,2388947168184652
2013/05/20,2435265606930326
2013/05/21,2451080618913361
2013/05/22,2222358332164168
2013/05/23,1929081631924312
2013/05/24,1092015923449265
2013/05/25,435940933906228
2013/05/26,284175751777971
2013/05/27,266740848093914
2013/05/28,265731189858938
2013/05/29,222108616626962
2013/05/30,220519783114041
2013/05/31,174714906607939
2013/06/01,169450673345414
2013/06/02,185384049024236
2013/06/03,167369525931218
2013/06/04,161951651724498
2013/06/05,156106380675081
2013/06/06,140285363067122
2013/06/07,136669596229299
2013/06/08,164353817319445
2013/06/09,161729966412924
2013/06/10,174705087083002
