Date,confirmationtime14wma
2010/10/20,6.747
2010/10/21,6.78
2010/10/22,7.038
2010/10/23,7.147
2010/10/24,7.104
2010/10/25,7.08
2010/10/26,6.926
2010/10/27,6.908
2010/10/28,6.879
2010/10/29,6.838
2010/10/30,6.714
2010/10/31,6.9
2010/11/01,7.072
2010/11/02,7.228
2010/11/03,7.279
2010/11/04,7.255
2010/11/05,7.157
2010/11/06,7.09
2010/11/07,6.955
2010/11/08,6.731
2010/11/09,6.711
2010/11/10,6.746
2010/11/11,6.709
2010/11/12,6.931
2010/11/13,6.858
2010/11/14,6.667
2010/11/15,6.709
2010/11/16,6.775
2010/11/17,6.652
2010/11/18,6.515
2010/11/19,6.926
2010/11/20,7.684
2010/11/21,8.102
2010/11/22,8.286
2010/11/23,8.629
2010/11/24,8.65
2010/11/25,8.638
2010/11/26,8.541
2010/11/27,8.532
2010/11/28,8.558
2010/11/29,8.36
2010/11/30,8.197
2010/12/01,8.106
2010/12/02,7.998
2010/12/03,7.865
2010/12/04,7.573
2010/12/05,7.305
2010/12/06,7.07
2010/12/07,6.87
2010/12/08,6.713
2010/12/09,6.63
2010/12/10,7.007
2010/12/11,7.153
2010/12/12,7.321
2010/12/13,7.729
2010/12/14,7.865
2010/12/15,7.846
2010/12/16,7.961
2010/12/17,8.115
2010/12/18,8.296
2010/12/19,8.302
2010/12/20,8.456
2010/12/21,8.357
2010/12/22,8.475
2010/12/23,8.674
2010/12/24,8.812
2010/12/25,8.797
2010/12/26,8.959
2010/12/27,8.94
2010/12/28,8.915
2010/12/29,8.916
2010/12/30,8.877
2010/12/31,8.885
2011/01/01,8.767
2011/01/02,8.694
2011/01/03,8.751
2011/01/04,8.937
2011/01/05,8.982
2011/01/06,9.139
2011/01/07,9.103
2011/01/08,9.034
2011/01/09,9.015
2011/01/10,9.013
2011/01/11,8.941
2011/01/12,8.903
2011/01/13,8.738
2011/01/14,8.62
2011/01/15,8.674
2011/01/16,8.597
2011/01/17,8.476
2011/01/18,8.668
2011/01/19,8.635
2011/01/20,8.506
2011/01/21,8.472
2011/01/22,8.503
2011/01/23,8.497
2011/01/24,8.386
2011/01/25,8.497
2011/01/26,8.435
2011/01/27,8.513
2011/01/28,8.592
2011/01/29,8.639
2011/01/30,8.725
2011/01/31,8.702
2011/02/01,8.714
2011/02/02,8.785
2011/02/03,8.835
2011/02/04,8.663
2011/02/05,8.581
2011/02/06,8.519
2011/02/07,8.32
2011/02/08,8.324
2011/02/09,8.192
2011/02/10,8.096
2011/02/11,8.012
2011/02/12,7.889
2011/02/13,7.771
2011/02/14,7.682
2011/02/15,7.477
2011/02/16,7.269
2011/02/17,7.092
2011/02/18,7.017
2011/02/19,7.234
2011/02/20,7.219
2011/02/21,7.233
2011/02/22,7.164
2011/02/23,6.992
2011/02/24,6.972
2011/02/25,6.885
2011/02/26,6.654
2011/02/27,6.534
2011/02/28,6.92
2011/03/01,7.482
2011/03/02,7.665
2011/03/03,7.715
2011/03/04,7.587
2011/03/05,7.286
2011/03/06,7.029
2011/03/07,6.999
2011/03/08,7.093
2011/03/09,7.351
2011/03/10,8.125
2011/03/11,8.573
2011/03/12,8.87
2011/03/13,9.389
2011/03/14,9.92
2011/03/15,10.42
2011/03/16,10.6
2011/03/17,10.712
2011/03/18,11.038
2011/03/19,11.381
2011/03/20,11.386
2011/03/21,11.238
2011/03/22,11.377
2011/03/23,11.085
2011/03/24,10.831
2011/03/25,10.458
2011/03/26,10.392
2011/03/27,10.277
2011/03/28,9.983
2011/03/29,9.765
2011/03/30,9.638
2011/03/31,9.249
2011/04/01,9.024
2011/04/02,8.812
2011/04/03,8.673
2011/04/04,8.537
2011/04/05,8.328
2011/04/06,8.471
2011/04/07,8.617
2011/04/08,8.611
2011/04/09,8.676
2011/04/10,8.631
2011/04/11,8.671
2011/04/12,8.709
2011/04/13,8.558
2011/04/14,8.635
2011/04/15,8.906
2011/04/16,8.852
2011/04/17,8.752
2011/04/18,8.885
2011/04/19,8.952
2011/04/20,9.087
2011/04/21,9.192
2011/04/22,9.082
2011/04/23,9.002
2011/04/24,8.999
2011/04/25,8.805
2011/04/26,8.609
2011/04/27,8.491
2011/04/28,8.491
2011/04/29,8.281
2011/04/30,8.16
2011/05/01,8.103
2011/05/02,7.947
2011/05/03,7.819
2011/05/04,7.705
2011/05/05,7.519
2011/05/06,7.367
2011/05/07,7.247
2011/05/08,7.122
2011/05/09,6.946
2011/05/10,7.03
2011/05/11,7.065
2011/05/12,7.234
2011/05/13,7.197
2011/05/14,7.029
2011/05/15,6.955
2011/05/16,6.8
2011/05/17,6.63
2011/05/18,6.395
2011/05/19,6.638
2011/05/20,6.614
2011/05/21,6.591
2011/05/22,6.458
2011/05/23,6.243
2011/05/24,6.008
2011/05/25,5.786
2011/05/26,5.614
2011/05/27,5.978
2011/05/28,6.415
2011/05/29,6.648
2011/05/30,7.047
2011/05/31,7.446
2011/06/01,7.548
2011/06/02,7.615
2011/06/03,7.629
2011/06/04,7.544
2011/06/05,7.526
2011/06/06,7.398
2011/06/07,7.564
2011/06/08,7.604
2011/06/09,7.442
2011/06/10,7.26
2011/06/11,6.999
2011/06/12,6.835
2011/06/13,6.71
2011/06/14,6.545
2011/06/15,6.327
2011/06/16,6.511
2011/06/17,6.657
2011/06/18,6.739
2011/06/19,6.699
2011/06/20,6.623
2011/06/21,6.486
2011/06/22,6.355
2011/06/23,6.307
2011/06/24,6.352
2011/06/25,6.849
2011/06/26,7.251
2011/06/27,7.466
2011/06/28,7.725
2011/06/29,7.87
2011/06/30,7.874
2011/07/01,7.986
2011/07/02,8.12
2011/07/03,8.269
2011/07/04,8.362
2011/07/05,8.685
2011/07/06,8.805
2011/07/07,9.134
2011/07/08,9.113
2011/07/09,9.197
2011/07/10,9.398
2011/07/11,9.412
2011/07/12,9.559
2011/07/13,9.338
2011/07/14,9.453
2011/07/15,9.396
2011/07/16,9.372
2011/07/17,9.248
2011/07/18,9.127
2011/07/19,9.228
2011/07/20,9.267
2011/07/21,9.277
2011/07/22,9.309
2011/07/23,9.378
2011/07/24,9.285
2011/07/25,9.218
2011/07/26,9.082
2011/07/27,8.978
2011/07/28,9.002
2011/07/29,8.964
2011/07/30,9.021
2011/07/31,8.908
2011/08/01,8.864
2011/08/02,8.901
2011/08/03,8.922
2011/08/04,9.212
2011/08/05,9.37
2011/08/06,9.723
2011/08/07,10.007
2011/08/08,10.154
2011/08/09,10.185
2011/08/10,10.149
2011/08/11,10.24
2011/08/12,10.383
2011/08/13,10.517
2011/08/14,10.612
2011/08/15,10.717
2011/08/16,10.615
2011/08/17,10.615
2011/08/18,10.524
2011/08/19,10.575
2011/08/20,10.417
2011/08/21,10.219
2011/08/22,9.979
2011/08/23,9.862
2011/08/24,9.945
2011/08/25,10.005
2011/08/26,9.947
2011/08/27,10.168
2011/08/28,10.464
2011/08/29,10.481
2011/08/30,10.429
2011/08/31,10.301
2011/09/01,10.434
2011/09/02,10.298
2011/09/03,10.273
2011/09/04,10.352
2011/09/05,10.212
2011/09/06,10.107
2011/09/07,10.139
2011/09/08,10.249
2011/09/09,10.113
2011/09/10,10.178
2011/09/11,10.345
2011/09/12,10.428
2011/09/13,10.416
2011/09/14,10.364
2011/09/15,10.222
2011/09/16,10.481
2011/09/17,10.532
2011/09/18,10.358
2011/09/19,10.497
2011/09/20,10.474
2011/09/21,10.388
2011/09/22,10.292
2011/09/23,10.355
2011/09/24,10.449
2011/09/25,10.453
2011/09/26,10.498
2011/09/27,10.554
2011/09/28,10.466
2011/09/29,10.609
2011/09/30,10.768
2011/10/01,10.698
2011/10/02,10.88
2011/10/03,10.772
2011/10/04,11.067
2011/10/05,10.948
2011/10/06,11.004
2011/10/07,10.937
2011/10/08,11.096
2011/10/09,11.144
2011/10/10,11.233
2011/10/11,11.817
2011/10/12,11.892
2011/10/13,12.326
2011/10/14,12.129
2011/10/15,11.998
2011/10/16,12.041
2011/10/17,12.096
2011/10/18,12.102
2011/10/19,11.96
2011/10/20,12.035
2011/10/21,12.016
2011/10/22,12.355
2011/10/23,12.487
2011/10/24,12.335
2011/10/25,12.163
2011/10/26,12.185
2011/10/27,12.482
2011/10/28,12.693
2011/10/29,12.742
2011/10/30,12.803
2011/10/31,12.591
2011/11/01,12.205
2011/11/02,11.809
2011/11/03,11.716
2011/11/04,11.403
2011/11/05,11.119
2011/11/06,10.899
2011/11/07,10.832
2011/11/08,10.603
2011/11/09,10.292
2011/11/10,10.183
2011/11/11,10.365
2011/11/12,10.292
2011/11/13,10.235
2011/11/14,10.215
2011/11/15,10.025
2011/11/16,10.103
2011/11/17,10.126
2011/11/18,10.223
2011/11/19,10.428
2011/11/20,10.397
2011/11/21,10.649
2011/11/22,10.634
2011/11/23,10.674
2011/11/24,10.963
2011/11/25,10.951
2011/11/26,11.131
2011/11/27,11.376
2011/11/28,11.424
2011/11/29,11.34
2011/11/30,11.033
2011/12/01,10.612
2011/12/02,10.475
2011/12/03,10.296
2011/12/04,10.286
2011/12/05,10.075
2011/12/06,9.801
2011/12/07,9.813
2011/12/08,9.607
2011/12/09,9.575
2011/12/10,9.578
2011/12/11,9.53
2011/12/12,9.76
2011/12/13,9.934
2011/12/14,9.903
2011/12/15,10.327
2011/12/16,10.616
2011/12/17,10.536
2011/12/18,10.508
2011/12/19,10.36
2011/12/20,10.438
2011/12/21,10.349
2011/12/22,10.277
2011/12/23,10.25
2011/12/24,10.192
2011/12/25,9.914
2011/12/26,9.628
2011/12/27,9.613
2011/12/28,9.521
2011/12/29,9.583
2011/12/30,9.629
2011/12/31,9.614
2012/01/01,9.583
2012/01/02,9.575
2012/01/03,9.497
2012/01/04,9.517
2012/01/05,9.555
2012/01/06,9.408
2012/01/07,9.199
2012/01/08,9.144
2012/01/09,9.076
2012/01/10,9.193
2012/01/11,9.201
2012/01/12,9.192
2012/01/13,9.326
2012/01/14,9.367
2012/01/15,9.509
2012/01/16,9.358
2012/01/17,9.345
2012/01/18,9.608
2012/01/19,9.636
2012/01/20,9.71
2012/01/21,9.616
2012/01/22,9.754
2012/01/23,9.593
2012/01/24,9.687
2012/01/25,9.695
2012/01/26,9.795
2012/01/27,9.854
2012/01/28,9.876
2012/01/29,9.72
2012/01/30,9.548
2012/01/31,9.538
2012/02/01,9.605
2012/02/02,9.529
2012/02/03,9.465
2012/02/04,9.417
2012/02/05,9.494
2012/02/06,9.538
2012/02/07,9.655
2012/02/08,9.694
2012/02/09,9.731
2012/02/10,9.84
2012/02/11,9.835
2012/02/12,9.768
2012/02/13,9.884
2012/02/14,9.968
2012/02/15,10.087
2012/02/16,10.158
2012/02/17,10.089
2012/02/18,9.875
2012/02/19,9.762
2012/02/20,9.814
2012/02/21,9.979
2012/02/22,9.857
2012/02/23,9.692
2012/02/24,9.672
2012/02/25,9.534
2012/02/26,9.52
2012/02/27,9.469
2012/02/28,9.382
2012/02/29,9.181
2012/03/01,9.205
2012/03/02,9.398
2012/03/03,9.846
2012/03/04,9.955
2012/03/05,9.974
2012/03/06,10.073
2012/03/07,10.023
2012/03/08,9.955
2012/03/09,9.794
2012/03/10,9.663
2012/03/11,9.802
2012/03/12,9.654
2012/03/13,9.556
2012/03/14,9.659
2012/03/15,9.924
2012/03/16,9.835
2012/03/17,9.632
2012/03/18,9.541
2012/03/19,9.608
2012/03/20,9.53
2012/03/21,9.481
2012/03/22,9.435
2012/03/23,9.699
2012/03/24,9.455
2012/03/25,9.399
2012/03/26,9.407
2012/03/27,9.366
2012/03/28,9.372
2012/03/29,9.468
2012/03/30,9.465
2012/03/31,9.346
2012/04/01,9.449
2012/04/02,9.845
2012/04/03,10.006
2012/04/04,10.108
2012/04/05,10.437
2012/04/06,10.505
2012/04/07,10.659
2012/04/08,10.572
2012/04/09,10.516
2012/04/10,10.448
2012/04/11,10.43
2012/04/12,10.557
2012/04/13,10.722
2012/04/14,10.684
2012/04/15,11.042
2012/04/16,10.854
2012/04/17,10.835
2012/04/18,10.872
2012/04/19,10.65
2012/04/20,10.482
2012/04/21,10.325
2012/04/22,10.31
2012/04/23,10.34
2012/04/24,10.331
2012/04/25,10.436
2012/04/26,10.257
2012/04/27,10.282
2012/04/28,10.157
2012/04/29,9.851
2012/04/30,9.595
2012/05/01,9.412
2012/05/02,9.4
2012/05/03,9.345
2012/05/04,9.259
2012/05/05,9.135
2012/05/06,9.038
2012/05/07,8.915
2012/05/08,8.774
2012/05/09,8.72
2012/05/10,9.023
2012/05/11,9.163
2012/05/12,9.466
2012/05/13,9.623
2012/05/14,9.769
2012/05/15,9.988
2012/05/16,10.293
2012/05/17,10.643
2012/05/18,10.632
2012/05/19,10.576
2012/05/20,10.613
2012/05/21,10.767
2012/05/22,11.038
2012/05/23,11.075
2012/05/24,11.148
2012/05/25,11.269
2012/05/26,11.138
2012/05/27,10.872
2012/05/28,10.763
2012/05/29,10.828
2012/05/30,10.831
2012/05/31,10.769
2012/06/01,10.597
2012/06/02,10.366
2012/06/03,10.197
2012/06/04,10.021
2012/06/05,9.933
2012/06/06,9.82
2012/06/07,9.849
2012/06/08,9.869
2012/06/09,9.666
2012/06/10,9.514
2012/06/11,9.58
2012/06/12,9.505
2012/06/13,9.499
2012/06/14,9.457
2012/06/15,9.404
2012/06/16,9.378
2012/06/17,9.289
2012/06/18,9.133
2012/06/19,9.196
2012/06/20,9.277
2012/06/21,9.441
2012/06/22,9.582
2012/06/23,9.501
2012/06/24,9.711
2012/06/25,9.68
2012/06/26,9.699
2012/06/27,9.604
2012/06/28,9.74
2012/06/29,9.777
2012/06/30,9.946
2012/07/01,9.997
2012/07/02,9.945
2012/07/03,9.819
2012/07/04,9.78
2012/07/05,9.798
2012/07/06,9.727
2012/07/07,9.584
2012/07/08,9.541
2012/07/09,9.436
2012/07/10,9.438
2012/07/11,9.593
2012/07/12,9.577
2012/07/13,9.468
2012/07/14,9.383
2012/07/15,9.496
2012/07/16,9.516
2012/07/17,9.371
2012/07/18,9.355
2012/07/19,9.525
2012/07/20,9.563
2012/07/21,9.662
2012/07/22,9.624
2012/07/23,9.709
2012/07/24,9.612
2012/07/25,9.529
2012/07/26,9.399
2012/07/27,9.221
2012/07/28,9.227
2012/07/29,9.13
2012/07/30,8.983
2012/07/31,9.235
2012/08/01,9.417
2012/08/02,9.316
2012/08/03,9.256
2012/08/04,9.249
2012/08/05,9.401
2012/08/06,9.534
2012/08/07,9.465
2012/08/08,9.384
2012/08/09,9.279
2012/08/10,9.275
2012/08/11,9.173
2012/08/12,9.143
2012/08/13,9.103
2012/08/14,9.077
2012/08/15,8.996
2012/08/16,9.033
2012/08/17,9.208
2012/08/18,9.249
2012/08/19,9.07
2012/08/20,8.963
2012/08/21,8.881
2012/08/22,8.925
2012/08/23,8.896
2012/08/24,8.999
2012/08/25,9.191
2012/08/26,9.046
2012/08/27,9.163
2012/08/28,9.218
2012/08/29,9.141
2012/08/30,9.168
2012/08/31,9.32
2012/09/01,9.295
2012/09/02,9.253
2012/09/03,9.255
2012/09/04,9.281
2012/09/05,9.108
2012/09/06,9.003
2012/09/07,8.921
2012/09/08,9.031
2012/09/09,9.03
2012/09/10,9.091
2012/09/11,9.2
2012/09/12,9.219
2012/09/13,9.47
2012/09/14,9.413
2012/09/15,9.517
2012/09/16,9.47
2012/09/17,9.372
2012/09/18,9.286
2012/09/19,9.42
2012/09/20,9.435
2012/09/21,9.312
2012/09/22,9.277
2012/09/23,9.241
2012/09/24,9.244
2012/09/25,9.376
2012/09/26,9.493
2012/09/27,9.422
2012/09/28,9.394
2012/09/29,9.292
2012/09/30,9.268
2012/10/01,9.501
2012/10/02,9.56
2012/10/03,9.736
2012/10/04,9.929
2012/10/05,10.053
2012/10/06,9.984
2012/10/07,10.211
2012/10/08,9.958
2012/10/09,9.991
2012/10/10,9.963
2012/10/11,10.043
2012/10/12,10.007
2012/10/13,9.974
2012/10/14,10.144
2012/10/15,9.917
2012/10/16,9.816
2012/10/17,9.834
2012/10/18,9.729
2012/10/19,9.841
2012/10/20,9.745
2012/10/21,9.628
2012/10/22,9.566
2012/10/23,9.748
2012/10/24,9.629
2012/10/25,9.675
2012/10/26,9.545
2012/10/27,9.358
2012/10/28,9.245
2012/10/29,9.215
2012/10/30,9.308
2012/10/31,9.383
2012/11/01,9.528
2012/11/02,9.602
2012/11/03,9.654
2012/11/04,9.606
2012/11/05,9.533
2012/11/06,9.684
2012/11/07,9.64
2012/11/08,9.617
2012/11/09,9.617
2012/11/10,9.68
2012/11/11,9.699
2012/11/12,9.856
2012/11/13,9.913
2012/11/14,9.939
2012/11/15,10.033
2012/11/16,10.039
2012/11/17,10.093
2012/11/18,10.087
2012/11/19,10.075
2012/11/20,10.045
2012/11/21,9.981
2012/11/22,9.984
2012/11/23,9.825
2012/11/24,9.766
2012/11/25,9.755
2012/11/26,9.652
2012/11/27,9.639
2012/11/28,9.45
2012/11/29,9.318
2012/11/30,9.584
2012/12/01,9.448
2012/12/02,9.521
2012/12/03,9.555
2012/12/04,9.999
2012/12/05,10.272
2012/12/06,10.351
2012/12/07,10.512
2012/12/08,10.554
2012/12/09,10.72
2012/12/10,10.69
2012/12/11,10.642
2012/12/12,10.735
2012/12/13,10.791
2012/12/14,11.17
2012/12/15,11.374
2012/12/16,11.616
2012/12/17,11.533
2012/12/18,11.545
2012/12/19,11.385
2012/12/20,11.701
2012/12/21,11.7
2012/12/22,11.427
2012/12/23,11.483
2012/12/24,11.416
2012/12/25,11.435
2012/12/26,11.137
2012/12/27,10.84
2012/12/28,10.464
2012/12/29,10.334
2012/12/30,10.051
2012/12/31,9.866
2013/01/01,9.668
2013/01/02,9.564
2013/01/03,9.397
2013/01/04,9.345
2013/01/05,9.419
2013/01/06,9.447
2013/01/07,9.313
2013/01/08,9.501
2013/01/09,9.73
2013/01/10,9.772
2013/01/11,10.143
2013/01/12,10.411
2013/01/13,10.531
2013/01/14,10.411
2013/01/15,10.653
2013/01/16,10.746
2013/01/17,11.088
2013/01/18,11.248
2013/01/19,11.045
2013/01/20,11.079
2013/01/21,11.081
2013/01/22,10.939
2013/01/23,10.995
2013/01/24,10.755
2013/01/25,10.691
2013/01/26,10.474
2013/01/27,10.321
2013/01/28,10.216
2013/01/29,10.013
2013/01/30,9.877
2013/01/31,9.496
2013/02/01,9.479
2013/02/02,9.431
2013/02/03,9.159
2013/02/04,9.057
2013/02/05,8.955
2013/02/06,9.032
2013/02/07,9.054
2013/02/08,9.101
2013/02/09,9.228
2013/02/10,9.197
2013/02/11,9.186
2013/02/12,9.356
2013/02/13,9.256
2013/02/14,9.314
2013/02/15,9.154
2013/02/16,8.953
2013/02/17,8.775
2013/02/18,8.769
2013/02/19,8.776
2013/02/20,8.566
2013/02/21,8.476
2013/02/22,8.435
2013/02/23,8.445
2013/02/24,8.528
2013/02/25,8.318
2013/02/26,8.343
2013/02/27,8.223
2013/02/28,8.259
2013/03/01,8.425
2013/03/02,8.638
2013/03/03,8.698
2013/03/04,8.625
2013/03/05,8.87
2013/03/06,8.96
2013/03/07,8.993
2013/03/08,9.019
2013/03/09,8.976
2013/03/10,8.848
2013/03/11,8.855
2013/03/12,9.097
2013/03/13,9.121
2013/03/14,8.978
2013/03/15,8.884
2013/03/16,8.781
2013/03/17,8.516
2013/03/18,8.362
2013/03/19,8.332
2013/03/20,8.1
2013/03/21,7.863
2013/03/22,7.606
2013/03/23,7.421
2013/03/24,7.385
2013/03/25,7.669
2013/03/26,7.88
2013/03/27,8.295
2013/03/28,8.277
2013/03/29,8.315
2013/03/30,8.359
2013/03/31,8.43
2013/04/01,8.318
2013/04/02,8.3
2013/04/03,8.324
2013/04/04,8.484
2013/04/05,8.586
2013/04/06,8.624
2013/04/07,8.634
2013/04/08,8.701
2013/04/09,8.626
2013/04/10,8.479
2013/04/11,8.56
2013/04/12,8.54
2013/04/13,8.559
2013/04/14,8.68
2013/04/15,8.709
2013/04/16,8.637
2013/04/17,8.602
2013/04/18,8.748
2013/04/19,8.986
2013/04/20,9.055
2013/04/21,8.964
2013/04/22,9.042
2013/04/23,9.007
2013/04/24,9.011
2013/04/25,8.933
2013/04/26,8.867
2013/04/27,8.984
2013/04/28,8.868
2013/04/29,8.783
2013/04/30,8.888
2013/05/01,8.962
2013/05/02,9.186
2013/05/03,9.37
2013/05/04,9.359
2013/05/05,9.308
2013/05/06,9.245
2013/05/07,9.174
2013/05/08,9.125
2013/05/09,9.084
2013/05/10,8.985
2013/05/11,8.825
2013/05/12,8.771
2013/05/13,8.673
2013/05/14,8.718
2013/05/15,8.882
2013/05/16,8.974
2013/05/17,8.972
2013/05/18,9.081
2013/05/19,9.125
2013/05/20,9.423
2013/05/21,9.48
2013/05/22,9.488
2013/05/23,9.363
2013/05/24,9.275
2013/05/25,9.214
2013/05/26,9.159
2013/05/27,9.015
2013/05/28,8.996
2013/05/29,8.907
2013/05/30,8.763
2013/05/31,8.66
2013/06/01,8.367
2013/06/02,8.166
2013/06/03,7.921
2013/06/04,7.717
2013/06/05,7.682
2013/06/06,7.678
2013/06/07,7.808
2013/06/08,7.803
2013/06/09,7.952
2013/06/10,7.994
2013/06/11,7.999
2013/06/12,7.894
2013/06/13,7.889
2013/06/14,7.921
2013/06/15,7.999
2013/06/16,7.99
2013/06/17,8.262
2013/06/18,8.551
2013/06/19,8.847
2013/06/20,8.951
2013/06/21,8.938
2013/06/22,8.877
2013/06/23,8.887
2013/06/24,9.016
2013/06/25,9.075
2013/06/26,9.004
2013/06/27,8.967
2013/06/28,8.909
2013/06/29,8.846
2013/06/30,8.9
2013/07/01,8.906
2013/07/02,8.951
2013/07/03,8.793
2013/07/04,8.782
2013/07/05,8.645
2013/07/06,8.511
2013/07/07,8.387
2013/07/08,8.24
2013/07/09,8.15
2013/07/10,8.021
2013/07/11,8.019
2013/07/12,8.164
2013/07/13,8.277
2013/07/14,8.277
2013/07/15,8.341
2013/07/16,8.41
2013/07/17,8.356
2013/07/18,8.452
2013/07/19,8.477
2013/07/20,8.404
2013/07/21,8.263
2013/07/22,8.326
2013/07/23,8.576
2013/07/24,8.648
2013/07/25,8.811
2013/07/26,8.815
2013/07/27,8.715
2013/07/28,8.708
2013/07/29,8.636
2013/07/30,8.466
2013/07/31,8.345
2013/08/01,8.301
2013/08/02,8.181
2013/08/03,8.198
2013/08/04,8.152
2013/08/05,8.041
2013/08/06,7.936
2013/08/07,7.877
2013/08/08,7.735
2013/08/09,7.668
2013/08/10,7.544
2013/08/11,7.405
2013/08/12,7.285
2013/08/13,7.338
2013/08/14,7.479
2013/08/15,7.598
2013/08/16,7.727
2013/08/17,7.713
2013/08/18,7.687
2013/08/19,7.762
2013/08/20,7.758
2013/08/21,7.723
2013/08/22,7.601
2013/08/23,7.573
2013/08/24,7.615
2013/08/25,7.87
2013/08/26,7.983
2013/08/27,8.055
2013/08/28,8.065
2013/08/29,8.016
2013/08/30,7.896
2013/08/31,7.715
2013/09/01,7.552
2013/09/02,7.422
2013/09/03,7.403
2013/09/04,7.573
2013/09/05,7.624
2013/09/06,7.627
2013/09/07,7.913
2013/09/08,8.077
2013/09/09,7.968
2013/09/10,7.933
2013/09/11,7.862
2013/09/12,7.741
2013/09/13,7.668
2013/09/14,7.535
2013/09/15,7.58
2013/09/16,7.797
2013/09/17,7.815
2013/09/18,7.918
2013/09/19,7.868
2013/09/20,7.773
2013/09/21,7.739
2013/09/22,7.658
2013/09/23,7.564
2013/09/24,7.464
2013/09/25,7.397
2013/09/26,7.586
2013/09/27,7.648
2013/09/28,7.706
2013/09/29,7.794
2013/09/30,7.926
2013/10/01,7.912
2013/10/02,7.879
2013/10/03,7.817
2013/10/04,7.861
2013/10/05,7.706
2013/10/06,7.723
2013/10/07,7.927
2013/10/08,8.069
2013/10/09,8.071
2013/10/10,7.99
2013/10/11,7.961
2013/10/12,7.793
2013/10/13,7.611
2013/10/14,7.346
2013/10/15,7.081
2013/10/16,7.013
2013/10/17,7.187
2013/10/18,7.197
2013/10/19,7.074
2013/10/20,7.055
2013/10/21,6.986
2013/10/22,6.815
2013/10/23,6.757
2013/10/24,6.739
2013/10/25,6.652
2013/10/26,6.819
2013/10/27,6.992
2013/10/28,7.175
2013/10/29,7.437
2013/10/30,7.452
2013/10/31,7.386
2013/11/01,7.351
2013/11/02,7.348
2013/11/03,7.389
2013/11/04,7.412
2013/11/05,7.548
2013/11/06,7.736
2013/11/07,8.057
2013/11/08,8.447
2013/11/09,8.656
2013/11/10,8.674
2013/11/11,8.593
2013/11/12,8.445
2013/11/13,8.502
2013/11/14,8.454
2013/11/15,8.503
2013/11/16,8.369
2013/11/17,8.275
2013/11/18,8.376
2013/11/19,8.422
2013/11/20,8.44
2013/11/21,8.568
2013/11/22,8.536
2013/11/23,8.539
2013/11/24,8.568
2013/11/25,8.563
2013/11/26,8.649
2013/11/27,8.619
2013/11/28,8.543
2013/11/29,8.515
2013/11/30,8.472
2013/12/01,8.315
2013/12/02,8.384
2013/12/03,8.207
2013/12/04,8.21
2013/12/05,8.223
2013/12/06,8.04
2013/12/07,7.933
2013/12/08,7.836
2013/12/09,7.856
2013/12/10,7.787
2013/12/11,7.896
2013/12/12,8.016
2013/12/13,8.053
2013/12/14,7.957
2013/12/15,7.985
2013/12/16,7.875
2013/12/17,7.775
2013/12/18,7.694
2013/12/19,7.51
2013/12/20,7.574
2013/12/21,7.741
2013/12/22,7.837
2013/12/23,7.909
2013/12/24,7.992
2013/12/25,8.114
2013/12/26,8.116
2013/12/27,8.103
2013/12/28,8.331
2013/12/29,8.4
2013/12/30,8.431
2013/12/31,8.385
2014/01/01,8.225
2014/01/02,8.563
2014/01/03,8.619
2014/01/04,8.837
2014/01/05,8.675
2014/01/06,8.561
