Date,mediantransactionvalue30emaUSD
2010/10/27,29.499
2010/10/28,33.716
2010/10/29,32.137
2010/10/30,31.276
2010/10/31,30.026
2010/11/01,28.151
2010/11/02,29.746
2010/11/03,28.451
2010/11/04,28.691
2010/11/05,27.183
2010/11/06,26.481
2010/11/07,26.079
2010/11/08,26.465
2010/11/09,25.522
2010/11/10,25.327
2010/11/11,24.913
2010/11/12,25.098
2010/11/13,24.387
2010/11/14,23.279
2010/11/15,22.241
2010/11/16,21.599
2010/11/17,21.411
2010/11/18,20.03
2010/11/19,18.738
2010/11/20,17.529
2010/11/21,16.399
2010/11/22,16.303
2010/11/23,16.194
2010/11/24,15.149
2010/11/25,14.177
2010/11/26,13.353
2010/11/27,12.649
2010/11/28,12.101
2010/11/29,11.536
2010/11/30,10.933
2010/12/01,10.483
2010/12/02,10.047
2010/12/03,9.582
2010/12/04,9.093
2010/12/05,8.594
2010/12/06,8.085
2010/12/07,7.694
2010/12/08,7.271
2010/12/09,7.214
2010/12/10,7.085
2010/12/11,6.932
2010/12/12,6.648
2010/12/13,6.928
2010/12/14,8.859
2010/12/15,12.19
2010/12/16,14.158
2010/12/17,14.033
2010/12/18,14.708
2010/12/19,13.976
2010/12/20,13.415
2010/12/21,13.356
2010/12/22,13.183
2010/12/23,13.136
2010/12/24,13.044
2010/12/25,16.319
2010/12/26,17.839
2010/12/27,17.52
2010/12/28,16.938
2010/12/29,16.766
2010/12/30,16.638
2010/12/31,16.39
2011/01/01,16.237
2011/01/02,16.145
2011/01/03,15.106
2011/01/04,14.145
2011/01/05,13.24
2011/01/06,12.478
2011/01/07,11.952
2011/01/08,11.242
2011/01/09,10.616
2011/01/10,9.955
2011/01/11,9.433
2011/01/12,8.847
2011/01/13,8.432
2011/01/14,7.926
2011/01/15,8.48
2011/01/16,8.658
2011/01/17,9.133
2011/01/18,8.828
2011/01/19,8.804
2011/01/20,8.621
2011/01/21,8.274
2011/01/22,7.805
2011/01/23,8.215
2011/01/24,7.964
2011/01/25,8.406
2011/01/26,8.86
2011/01/27,9.254
2011/01/28,9.226
2011/01/29,9.097
2011/01/30,15.5
2011/01/31,16.102
2011/02/01,16.943
2011/02/02,17.792
2011/02/03,18.476
2011/02/04,19.438
2011/02/05,20.749
2011/02/06,22.058
2011/02/07,23.264
2011/02/08,24.353
2011/02/09,25.626
2011/02/10,27.207
2011/02/11,30.728
2011/02/12,32.078
2011/02/13,32.782
2011/02/14,32.413
2011/02/15,31.74
2011/02/16,30.798
2011/02/17,30.26
2011/02/18,29.343
2011/02/19,30.051
2011/02/20,30.793
2011/02/21,31.36
2011/02/22,31.955
2011/02/23,32.41
2011/02/24,32.904
2011/02/25,33.511
2011/02/26,34.364
2011/02/27,33.481
2011/02/28,32.453
2011/03/01,31.158
2011/03/02,29.715
2011/03/03,28.674
2011/03/04,27.591
2011/03/05,28.111
2011/03/06,28.712
2011/03/07,28.354
2011/03/08,27.775
2011/03/09,28.353
2011/03/10,27.489
2011/03/11,26.663
2011/03/12,24.978
2011/03/13,23.412
2011/03/14,21.903
2011/03/15,20.596
2011/03/16,19.268
2011/03/17,18.028
2011/03/18,17.267
2011/03/19,16.184
2011/03/20,15.603
2011/03/21,14.596
2011/03/22,15.673
2011/03/23,15.886
2011/03/24,16.016
2011/03/25,16.991
2011/03/26,16.834
2011/03/27,16.277
2011/03/28,16.147
2011/03/29,15.526
2011/03/30,15.412
2011/03/31,15.5
2011/04/01,15.553
2011/04/02,15.413
2011/04/03,15.432
2011/04/04,16.141
2011/04/05,16.27
2011/04/06,16.02
2011/04/07,15.815
2011/04/08,15.765
2011/04/09,15.703
2011/04/10,15.265
2011/04/11,15.057
2011/04/12,15.207
2011/04/13,15.112
2011/04/14,14.79
2011/04/15,15.266
2011/04/16,16.092
2011/04/17,15.936
2011/04/18,15.175
2011/04/19,16.202
2011/04/20,16.889
2011/04/21,17.194
2011/04/22,17.388
2011/04/23,18.051
2011/04/24,17.999
2011/04/25,18.587
2011/04/26,20.108
2011/04/27,21.139
2011/04/28,21.382
2011/04/29,23.348
2011/04/30,24.332
2011/05/01,24.923
2011/05/02,26.495
2011/05/03,29.262
2011/05/04,33.527
2011/05/05,35.689
2011/05/06,37.511
2011/05/07,38.526
2011/05/08,38.472
2011/05/09,39.444
2011/05/10,42.433
2011/05/11,46.388
2011/05/12,47.564
2011/05/13,49.53
2011/05/14,51.92
2011/05/15,55.434
2011/05/16,59.127
2011/05/17,62.952
2011/05/18,64.156
2011/05/19,64.805
2011/05/20,70.237
2011/05/21,77.745
2011/05/22,81.013
2011/05/23,82.425
2011/05/24,86.361
2011/05/25,89.82
2011/05/26,93.6
2011/05/27,97.041
2011/05/28,100.564
2011/05/29,104.166
2011/05/30,107.956
2011/05/31,110.373
2011/06/01,113.89
2011/06/02,116.648
2011/06/03,123.454
2011/06/04,134.958
2011/06/05,150.847
2011/06/06,161.582
2011/06/07,178.353
2011/06/08,195.677
2011/06/09,217.752
2011/06/10,237.812
2011/06/11,260.51
2011/06/12,267.752
2011/06/13,279.633
2011/06/14,295.819
2011/06/15,304.921
2011/06/16,318.205
2011/06/17,318.547
2011/06/18,311.215
2011/06/19,313.303
2011/06/20,316.063
2011/06/21,312.965
2011/06/22,313.888
2011/06/23,311.194
2011/06/24,313.998
2011/06/25,308.573
2011/06/26,303.851
2011/06/27,295.353
2011/06/28,290.148
2011/06/29,288.691
2011/06/30,287.055
2011/07/01,277.871
2011/07/02,278.284
2011/07/03,273.223
2011/07/04,269.819
2011/07/05,266.041
2011/07/06,259.54
2011/07/07,254.755
2011/07/08,249.417
2011/07/09,246.284
2011/07/10,243.14
2011/07/11,237.031
2011/07/12,232.792
2011/07/13,229.759
2011/07/14,226.827
2011/07/15,226.492
2011/07/16,221.413
2011/07/17,217.472
2011/07/18,218.302
2011/07/19,217.329
2011/07/20,215.76
2011/07/21,214.052
2011/07/22,213.519
2011/07/23,213.141
2011/07/24,212.66
2011/07/25,212.161
2011/07/26,212.122
2011/07/27,217.061
2011/07/28,224.851
2011/07/29,224.017
2011/07/30,227.004
2011/07/31,225.874
2011/08/01,225.587
2011/08/02,222.156
2011/08/03,221.583
2011/08/04,214.258
2011/08/05,209.75
2011/08/06,203.824
2011/08/07,198.562
2011/08/08,194.785
2011/08/09,190.401
2011/08/10,187.08
2011/08/11,183.259
2011/08/12,179.681
2011/08/13,174.418
2011/08/14,171.11
2011/08/15,165.041
2011/08/16,159.142
2011/08/17,156.331
2011/08/18,155.215
2011/08/19,153.084
2011/08/20,152.454
2011/08/21,150.154
2011/08/22,150.99
2011/08/23,151.138
2011/08/24,150.552
2011/08/25,150.1
2011/08/26,149.937
2011/08/27,149.816
2011/08/28,148.971
2011/08/29,145.185
2011/08/30,143.291
2011/08/31,143.961
2011/09/01,144.013
2011/09/02,143.833
2011/09/03,144.864
2011/09/04,141.423
2011/09/05,141.736
2011/09/06,144.245
2011/09/07,141.745
2011/09/08,139.486
2011/09/09,137.908
2011/09/10,134.456
2011/09/11,130.928
2011/09/12,128.671
2011/09/13,127.25
2011/09/14,126.913
2011/09/15,125.476
2011/09/16,123.619
2011/09/17,122.256
2011/09/18,120.788
2011/09/19,117.432
2011/09/20,112.469
2011/09/21,109.004
2011/09/22,107.328
2011/09/23,108.171
2011/09/24,108.607
2011/09/25,106.716
2011/09/26,105.066
2011/09/27,104.6
2011/09/28,102.54
2011/09/29,102.253
2011/09/30,101.904
2011/10/01,101.496
2011/10/02,101.569
2011/10/03,99.717
2011/10/04,100.345
2011/10/05,101
2011/10/06,100.777
2011/10/07,101.473
2011/10/08,100.64
2011/10/09,99.643
2011/10/10,97.685
2011/10/11,95.123
2011/10/12,93.75
2011/10/13,91.887
2011/10/14,91.295
2011/10/15,90.411
2011/10/16,89.468
2011/10/17,87.631
2011/10/18,85.179
2011/10/19,82.35
2011/10/20,79.949
2011/10/21,78.083
2011/10/22,77.087
2011/10/23,76.027
2011/10/24,75.146
2011/10/25,73.68
2011/10/26,72.033
2011/10/27,70.906
2011/10/28,70.352
2011/10/29,70.168
2011/10/30,69.052
2011/10/31,67.635
2011/11/01,67.182
2011/11/02,66.979
2011/11/03,66.327
2011/11/04,65.997
2011/11/05,65.56
2011/11/06,65.158
2011/11/07,64.804
2011/11/08,64.589
2011/11/09,63.71
2011/11/10,62.533
2011/11/11,62.318
2011/11/12,62.525
2011/11/13,61.301
2011/11/14,60.715
2011/11/15,59.876
2011/11/16,59.267
2011/11/17,59.793
2011/11/18,58.721
2011/11/19,57.82
2011/11/20,56.938
2011/11/21,56.416
2011/11/22,55.803
2011/11/23,54.695
2011/11/24,53.866
2011/11/25,53.475
2011/11/26,53.515
2011/11/27,52.945
2011/11/28,52.145
2011/11/29,50.942
2011/11/30,50.599
2011/12/01,50.432
2011/12/02,50.553
2011/12/03,50.542
2011/12/04,49.913
2011/12/05,48.878
2011/12/06,47.168
2011/12/07,47.319
2011/12/08,47.724
2011/12/09,48.513
2011/12/10,50.231
2011/12/11,51.062
2011/12/12,51.888
2011/12/13,52.202
2011/12/14,53.189
2011/12/15,53.85
2011/12/16,54.591
2011/12/17,54.734
2011/12/18,54.443
2011/12/19,55.014
2011/12/20,56.287
2011/12/21,56.953
2011/12/22,57.546
2011/12/23,56.999
2011/12/24,56.709
2011/12/25,56.755
2011/12/26,57.011
2011/12/27,56.996
2011/12/28,58.106
2011/12/29,58.405
2011/12/30,58.982
2011/12/31,59.601
2012/01/01,60.738
2012/01/02,60.997
2012/01/03,61.496
2012/01/04,62.652
2012/01/05,64.397
2012/01/06,67.813
2012/01/07,70.149
2012/01/08,72.008
2012/01/09,73.459
2012/01/10,73.243
2012/01/11,73.225
2012/01/12,73.099
2012/01/13,73.063
2012/01/14,72.962
2012/01/15,72.459
2012/01/16,72.216
2012/01/17,72.543
2012/01/18,73.872
2012/01/19,74.97
2012/01/20,75.781
2012/01/21,77.026
2012/01/22,78.495
2012/01/23,79.409
2012/01/24,79.333
2012/01/25,78.818
2012/01/26,78.575
2012/01/27,78.063
2012/01/28,77.569
2012/01/29,76.51
2012/01/30,77.935
2012/01/31,78.61
2012/02/01,78.932
2012/02/02,78.464
2012/02/03,79.837
2012/02/04,79.653
2012/02/05,79.155
2012/02/06,78.71
2012/02/07,77.891
2012/02/08,77.491
2012/02/09,76.175
2012/02/10,73.905
2012/02/11,72.263
2012/02/12,71.317
2012/02/13,70.292
2012/02/14,68.501
2012/02/15,65.643
2012/02/16,62.844
2012/02/17,63.635
2012/02/18,63.854
2012/02/19,63.18
2012/02/20,62.334
2012/02/21,62.47
2012/02/22,62.928
2012/02/23,62.119
2012/02/24,62.78
2012/02/25,63.912
2012/02/26,64.617
2012/02/27,64.851
2012/02/28,65.594
2012/02/29,65.935
2012/03/01,66.588
2012/03/02,66.908
2012/03/03,67.041
2012/03/04,67.106
2012/03/05,66.813
2012/03/06,66.764
2012/03/07,67.181
2012/03/08,67.562
2012/03/09,68.068
2012/03/10,68.055
2012/03/11,67.755
2012/03/12,68.674
2012/03/13,68.777
2012/03/14,70.008
2012/03/15,70.246
2012/03/16,71.042
2012/03/17,69.943
2012/03/18,69.479
2012/03/19,69.435
2012/03/20,69.603
2012/03/21,70.152
2012/03/22,70.593
2012/03/23,70.173
2012/03/24,70.478
2012/03/25,69.842
2012/03/26,69.317
2012/03/27,68.978
2012/03/28,68.957
2012/03/29,69.366
2012/03/30,70.914
2012/03/31,71.763
2012/04/01,71.945
2012/04/02,71.32
2012/04/03,71.214
2012/04/04,71.125
2012/04/05,70.975
2012/04/06,71.386
2012/04/07,70.801
2012/04/08,69.992
2012/04/09,69.984
2012/04/10,67.992
2012/04/11,67.681
2012/04/12,68.199
2012/04/13,69.614
2012/04/14,68.974
2012/04/15,67.666
2012/04/16,67.986
2012/04/17,69.631
2012/04/18,69.828
2012/04/19,70.386
2012/04/20,72.752
2012/04/21,72.892
2012/04/22,71.963
2012/04/23,71.182
2012/04/24,71.506
2012/04/25,69.954
2012/04/26,67.866
2012/04/27,67.744
2012/04/28,66.628
2012/04/29,64.33
2012/04/30,62.315
2012/05/01,59.869
2012/05/02,58.134
2012/05/03,55.344
2012/05/04,52.443
2012/05/05,49.753
2012/05/06,47.517
2012/05/07,45.107
2012/05/08,42.84
2012/05/09,40.871
2012/05/10,39.193
2012/05/11,37.049
2012/05/12,35.056
2012/05/13,33.298
2012/05/14,31.582
2012/05/15,30.019
2012/05/16,28.558
2012/05/17,27.085
2012/05/18,25.542
2012/05/19,24.068
2012/05/20,22.791
2012/05/21,21.519
2012/05/22,20.487
2012/05/23,19.493
2012/05/24,18.539
2012/05/25,17.674
2012/05/26,16.803
2012/05/27,16.049
2012/05/28,15.279
2012/05/29,14.764
2012/05/30,14.211
2012/05/31,13.963
2012/06/01,13.409
2012/06/02,13.509
2012/06/03,12.909
2012/06/04,12.215
2012/06/05,11.635
2012/06/06,12.103
2012/06/07,11.725
2012/06/08,11.325
2012/06/09,10.848
2012/06/10,10.318
2012/06/11,9.845
2012/06/12,9.579
2012/06/13,9.149
2012/06/14,8.635
2012/06/15,8.235
2012/06/16,7.957
2012/06/17,7.639
2012/06/18,7.378
2012/06/19,7.221
2012/06/20,7.04
2012/06/21,6.903
2012/06/22,6.829
2012/06/23,6.781
2012/06/24,6.685
2012/06/25,6.556
2012/06/26,6.459
2012/06/27,6.524
2012/06/28,6.582
2012/06/29,6.636
2012/06/30,6.64
2012/07/01,6.642
2012/07/02,6.763
2012/07/03,7.57
2012/07/04,8.119
2012/07/05,8.149
2012/07/06,8.225
2012/07/07,8.293
2012/07/08,8.279
2012/07/09,8.732
2012/07/10,8.742
2012/07/11,8.675
2012/07/12,9.087
2012/07/13,9.477
2012/07/14,10.406
2012/07/15,10.582
2012/07/16,10.941
2012/07/17,10.955
2012/07/18,10.862
2012/07/19,10.833
2012/07/20,10.695
2012/07/21,10.572
2012/07/22,10.42
2012/07/23,10.707
2012/07/24,10.761
2012/07/25,11.198
2012/07/26,11.286
2012/07/27,12.4
2012/07/28,12.559
2012/07/29,12.841
2012/07/30,13.283
2012/07/31,14.066
2012/08/01,14.618
2012/08/02,14.978
2012/08/03,18.199
2012/08/04,19.71
2012/08/05,20.505
2012/08/06,20.665
2012/08/07,22.349
2012/08/08,22.056
2012/08/09,22.012
2012/08/10,22.459
2012/08/11,22.134
2012/08/12,21.562
2012/08/13,20.74
2012/08/14,20.65
2012/08/15,20.138
2012/08/16,21.687
2012/08/17,23.522
2012/08/18,24.611
2012/08/19,24.7
2012/08/20,25.441
2012/08/21,26.558
2012/08/22,27.926
2012/08/23,30.475
2012/08/24,31.341
2012/08/25,31.01
2012/08/26,31.08
2012/08/27,30.778
2012/08/28,29.926
2012/08/29,29.392
2012/08/30,28.33
2012/08/31,27.522
2012/09/01,26.495
2012/09/02,26.089
2012/09/03,25.075
2012/09/04,24.288
2012/09/05,23.584
2012/09/06,22.916
2012/09/07,23.012
2012/09/08,24.331
2012/09/09,25.586
2012/09/10,24.712
2012/09/11,23.698
2012/09/12,22.901
2012/09/13,22.064
2012/09/14,21.377
2012/09/15,20.689
2012/09/16,19.964
2012/09/17,19.631
2012/09/18,19.432
2012/09/19,19.778
2012/09/20,20.111
2012/09/21,19.682
2012/09/22,19.64
2012/09/23,19.156
2012/09/24,18.702
2012/09/25,19.414
2012/09/26,18.983
2012/09/27,18.783
2012/09/28,18.364
2012/09/29,18.309
2012/09/30,18.27
2012/10/01,18.031
2012/10/02,18.502
2012/10/03,19.459
2012/10/04,19.531
2012/10/05,19.068
2012/10/06,18.355
2012/10/07,17.864
2012/10/08,17.287
2012/10/09,16.941
2012/10/10,16.63
2012/10/11,16.368
2012/10/12,16.329
2012/10/13,16.045
2012/10/14,15.881
2012/10/15,16.044
2012/10/16,15.742
2012/10/17,16.184
2012/10/18,16.674
2012/10/19,17.018
2012/10/20,16.828
2012/10/21,16.237
2012/10/22,15.773
2012/10/23,15.556
2012/10/24,15.841
2012/10/25,16.577
2012/10/26,18.767
2012/10/27,21.305
2012/10/28,22.063
2012/10/29,22.091
2012/10/30,21.59
2012/10/31,21.623
2012/11/01,22.059
2012/11/02,21.623
2012/11/03,21.59
2012/11/04,21.232
2012/11/05,20.627
2012/11/06,20.072
2012/11/07,19.656
2012/11/08,19.762
2012/11/09,20.339
2012/11/10,19.726
2012/11/11,19.796
2012/11/12,19.462
2012/11/13,18.981
2012/11/14,18.464
2012/11/15,18.015
2012/11/16,17.631
2012/11/17,17.364
2012/11/18,17.062
2012/11/19,16.701
2012/11/20,16.437
2012/11/21,16.014
2012/11/22,15.829
2012/11/23,15.529
2012/11/24,15.897
2012/11/25,15.674
2012/11/26,15.495
2012/11/27,16.293
2012/11/28,16.382
2012/11/29,16.024
2012/11/30,15.963
2012/12/01,15.808
2012/12/02,16.158
2012/12/03,17.056
2012/12/04,17.211
2012/12/05,17.407
2012/12/06,19.075
2012/12/07,19.079
2012/12/08,18.976
2012/12/09,18.615
2012/12/10,18.676
2012/12/11,18.688
2012/12/12,18.863
2012/12/13,18.737
2012/12/14,18.473
2012/12/15,18.241
2012/12/16,17.709
2012/12/17,17.363
2012/12/18,17.098
2012/12/19,16.864
2012/12/20,16.652
2012/12/21,16.374
2012/12/22,16.058
2012/12/23,15.717
2012/12/24,16.341
2012/12/25,16.433
2012/12/26,16.226
2012/12/27,15.852
2012/12/28,15.572
2012/12/29,15.354
2012/12/30,14.948
2012/12/31,14.873
2013/01/01,14.85
2013/01/02,14.828
2013/01/03,15.145
2013/01/04,14.902
2013/01/05,14.84
2013/01/06,15.019
2013/01/07,15.085
2013/01/08,15.306
2013/01/09,15.639
2013/01/10,15.466
2013/01/11,15.345
2013/01/12,15.251
2013/01/13,14.894
2013/01/14,14.599
2013/01/15,14.656
2013/01/16,14.658
2013/01/17,14.766
2013/01/18,15.096
2013/01/19,14.983
2013/01/20,15.287
2013/01/21,15.689
2013/01/22,16.823
2013/01/23,17.636
2013/01/24,18.154
2013/01/25,18.409
2013/01/26,18.432
2013/01/27,18.357
2013/01/28,18.7
2013/01/29,19.115
2013/01/30,20.084
2013/01/31,20.059
2013/02/01,19.807
2013/02/02,19.82
2013/02/03,19.568
2013/02/04,19.608
2013/02/05,20.333
2013/02/06,21.172
2013/02/07,20.904
2013/02/08,20.942
2013/02/09,21.062
2013/02/10,20.903
2013/02/11,20.923
2013/02/12,21.057
2013/02/13,20.852
2013/02/14,21.136
2013/02/15,21.132
2013/02/16,20.912
2013/02/17,20.747
2013/02/18,20.777
2013/02/19,20.657
2013/02/20,20.518
2013/02/21,20.403
2013/02/22,20.263
2013/02/23,20.153
2013/02/24,19.816
2013/02/25,19.465
2013/02/26,19.412
2013/02/27,19.317
2013/02/28,19.323
2013/03/01,19.37
2013/03/02,19.183
2013/03/03,18.884
2013/03/04,18.87
2013/03/05,19.5
2013/03/06,19.972
2013/03/07,20.338
2013/03/08,20.806
2013/03/09,21.114
2013/03/10,21.153
2013/03/11,21.463
2013/03/12,22.252
2013/03/13,22.802
2013/03/14,23.172
2013/03/15,23.366
2013/03/16,24.66
2013/03/17,25.629
2013/03/18,27.555
2013/03/19,29.722
2013/03/20,31.526
2013/03/21,32.688
2013/03/22,33.997
2013/03/23,34.491
2013/03/24,34.844
2013/03/25,35.698
2013/03/26,37.784
2013/03/27,39.396
2013/03/28,40.72
2013/03/29,42.264
2013/03/30,42.539
2013/03/31,43.089
2013/04/01,44.502
2013/04/02,47.757
2013/04/03,51.291
2013/04/04,55.938
2013/04/05,60.405
2013/04/06,62.325
2013/04/07,62.452
2013/04/08,66.85
2013/04/09,74.998
2013/04/10,92.04
2013/04/11,93.529
2013/04/12,93.856
2013/04/13,92.368
2013/04/14,89.54
2013/04/15,88.231
2013/04/16,86.076
2013/04/17,85.061
2013/04/18,85.506
2013/04/19,85.912
2013/04/20,84.435
2013/04/21,83.737
2013/04/22,83.846
2013/04/23,83.095
2013/04/24,82.752
2013/04/25,83.3
2013/04/26,83.816
2013/04/27,83.946
2013/04/28,83.213
2013/04/29,83.732
2013/04/30,83.212
2013/05/01,83.527
2013/05/02,82.729
2013/05/03,81.984
2013/05/04,79.692
2013/05/05,78.382
2013/05/06,77.474
2013/05/07,76.992
2013/05/08,76.932
2013/05/09,75.838
2013/05/10,74.814
2013/05/11,72.972
2013/05/12,71.677
2013/05/13,71.349
2013/05/14,70.415
2013/05/15,69.86
2013/05/16,69.697
2013/05/17,69.604
2013/05/18,70.277
2013/05/19,69.424
2013/05/20,69.834
2013/05/21,71.06
2013/05/22,72.414
2013/05/23,73.552
2013/05/24,75.242
2013/05/25,75.253
2013/05/26,75.838
2013/05/27,75.674
2013/05/28,76.624
2013/05/29,78.125
2013/05/30,78.991
2013/05/31,80.667
2013/06/01,80.144
2013/06/02,80.02
2013/06/03,80.494
2013/06/04,81.579
2013/06/05,81.61
2013/06/06,81.427
2013/06/07,82.544
2013/06/08,82.249
2013/06/09,81.568
2013/06/10,81.477
2013/06/11,81.506
2013/06/12,81.916
2013/06/13,83.524
2013/06/14,84.379
2013/06/15,84.815
2013/06/16,83
2013/06/17,81.882
2013/06/18,81.926
2013/06/19,81.5
2013/06/20,80.418
2013/06/21,81.52
2013/06/22,80.973
2013/06/23,79.977
2013/06/24,79.981
2013/06/25,79.809
2013/06/26,80.072
2013/06/27,80.133
2013/06/28,80.07
2013/06/29,79.791
2013/06/30,78.795
2013/07/01,80.493
2013/07/02,81.693
2013/07/03,84.745
2013/07/04,84.747
2013/07/05,84.044
2013/07/06,82.037
2013/07/07,80.383
2013/07/08,79.982
2013/07/09,80.818
2013/07/10,82.624
2013/07/11,86.8
2013/07/12,87.746
2013/07/13,87.882
2013/07/14,86.028
2013/07/15,85.608
2013/07/16,86.684
2013/07/17,86.88
2013/07/18,87.643
2013/07/19,87.397
2013/07/20,85.039
2013/07/21,83.632
2013/07/22,83.335
2013/07/23,83.597
2013/07/24,83.808
2013/07/25,83.946
2013/07/26,84.421
2013/07/27,82.496
2013/07/28,80.483
2013/07/29,81.177
2013/07/30,82.165
2013/07/31,82.102
2013/08/01,81.67
2013/08/02,81.127
2013/08/03,79.038
2013/08/04,76.782
2013/08/05,76.753
2013/08/06,75.146
2013/08/07,73.45
2013/08/08,71.133
2013/08/09,69.854
2013/08/10,68.357
2013/08/11,67.069
2013/08/12,66.263
2013/08/13,65.978
2013/08/14,66.912
2013/08/15,65.928
2013/08/16,63.422
2013/08/17,60.581
2013/08/18,58.323
2013/08/19,56.31
2013/08/20,55.169
2013/08/21,55.155
2013/08/22,54.457
2013/08/23,54.194
2013/08/24,52.991
2013/08/25,52.371
2013/08/26,52.493
2013/08/27,53.843
2013/08/28,53.493
2013/08/29,52.605
2013/08/30,53.178
2013/08/31,54.341
2013/09/01,53.559
2013/09/02,53.453
2013/09/03,54.174
2013/09/04,55.193
2013/09/05,53.601
2013/09/06,52.682
2013/09/07,51.064
2013/09/08,49.239
2013/09/09,47.582
2013/09/10,46.835
2013/09/11,48.28
2013/09/12,49.43
2013/09/13,52.308
2013/09/14,51.747
2013/09/15,49.605
2013/09/16,49.676
2013/09/17,48.31
2013/09/18,47.698
2013/09/19,47.803
2013/09/20,48.621
2013/09/21,48.103
2013/09/22,47.101
2013/09/23,47.42
2013/09/24,48.333
2013/09/25,49.71
2013/09/26,50.392
2013/09/27,53.63
2013/09/28,55.65
2013/09/29,57.29
2013/09/30,61.529
2013/10/01,63.231
2013/10/02,65
2013/10/03,64.83
2013/10/04,64.742
2013/10/05,63.612
2013/10/06,62.286
2013/10/07,62.928
2013/10/08,62.605
2013/10/09,62.748
2013/10/10,62.116
2013/10/11,62.03
2013/10/12,60.638
2013/10/13,59.705
2013/10/14,59.211
2013/10/15,60.333
2013/10/16,63.109
2013/10/17,63.955
2013/10/18,63.528
2013/10/19,65.084
2013/10/20,64.725
2013/10/21,65.971
2013/10/22,69.118
2013/10/23,73.363
2013/10/24,75.042
2013/10/25,74.839
2013/10/26,73.191
2013/10/27,71.922
2013/10/28,72.211
2013/10/29,73.283
2013/10/30,76.324
2013/10/31,75.256
2013/11/01,80.216
2013/11/02,81.665
2013/11/03,84.155
2013/11/04,91.452
2013/11/05,100.48
2013/11/06,108.017
2013/11/07,118.781
2013/11/08,131.042
2013/11/09,144.856
2013/11/10,143.709
2013/11/11,140.914
2013/11/12,142.854
2013/11/13,144.5
2013/11/14,148.11
2013/11/15,152.142
2013/11/16,161.114
2013/11/17,166.605
2013/11/18,191.13
2013/11/19,217.63
2013/11/20,230.006
2013/11/21,238.356
2013/11/22,247.313
2013/11/23,255.557
2013/11/24,253.569
2013/11/25,251.368
2013/11/26,263.415
2013/11/27,290.643
2013/11/28,318.556
2013/11/29,341.678
2013/11/30,354.54
2013/12/01,364.765
2013/12/02,372.488
2013/12/03,375.938
2013/12/04,381.971
2013/12/05,397.804
2013/12/06,401.69
2013/12/07,409.26
2013/12/08,402.46
2013/12/09,397.022
2013/12/10,391.929
2013/12/11,385.365
2013/12/12,377.546
2013/12/13,371.297
2013/12/14,364.866
2013/12/15,355.939
2013/12/16,352.994
2013/12/17,349.481
2013/12/18,349.329
2013/12/19,344.437
2013/12/20,338.322
2013/12/21,326.865
2013/12/22,314.996
2013/12/23,304.376
2013/12/24,296.167
2013/12/25,293.465
2013/12/26,289.032
2013/12/27,282.971
2013/12/28,274.447
2013/12/29,265.152
2013/12/30,261.001
2013/12/31,255.877
2014/01/01,249.46
2014/01/02,248.351
2014/01/03,249.908
2014/01/04,248.74
2014/01/05,250.04
2014/01/06,253.314
2014/01/07,252.556
2014/01/08,249.971
2014/01/09,247.713
2014/01/10,245.208
2014/01/11,242.792
