Date,sentbyaddress3roc
2010/07/17,-93.586
2010/07/18,-64.93
2010/07/19,-49.773
2010/07/20,62.051
2010/07/21,3.774
2010/07/22,-25.497
2010/07/23,-35.918
2010/07/24,46.591
2010/07/25,335.194
2010/07/26,0.741
2010/07/27,-35.039
2010/07/28,-80.87
2010/07/29,-10.049
2010/07/30,-30.072
2010/07/31,-23.324
2010/08/01,-9.809
2010/08/02,14.334
2010/08/03,126.616
2010/08/04,40.483
2010/08/05,62.388
2010/08/06,-38.087
2010/08/07,-47.312
2010/08/08,-28.86
2010/08/09,19.783
2010/08/10,22.041
2010/08/11,-6.46
2010/08/12,-20.136
2010/08/13,76.923
2010/08/14,-1.934
2010/08/15,-35.977
2010/08/16,-15.123
2010/08/17,-9.859
2010/08/18,71.239
2010/08/19,-32.962
2010/08/20,20.312
2010/08/21,-14.212
2010/08/22,7.641
2010/08/23,-8.571
2010/08/24,1.205
2010/08/25,4.321
2010/08/26,-10.795
2010/08/27,-24.702
2010/08/28,-7.988
2010/08/29,-23.248
2010/08/30,24.901
2010/08/31,24.437
2010/09/01,51.452
2010/09/02,-18.038
2010/09/03,-18.605
2010/09/04,-33.699
2010/09/05,14.286
2010/09/06,-17.46
2010/09/07,1.24
2010/09/08,3.378
2010/09/09,20.385
2010/09/10,27.347
2010/09/11,-8.497
2010/09/12,19.169
2010/09/13,46.474
2010/09/14,38.571
2010/09/15,15.282
2010/09/16,-20.569
2010/09/17,-17.784
2010/09/18,-21.395
2010/09/19,-14.325
2010/09/20,43.574
2010/09/21,165.976
2010/09/22,151.447
2010/09/23,44.76
2010/09/24,-41.046
2010/09/25,-28.005
2010/09/26,-41.629
2010/09/27,22.453
2010/09/28,-23.801
2010/09/29,135.659
2010/09/30,-41.448
2010/10/01,42.89
2010/10/02,-38.487
2010/10/03,19.737
2010/10/04,-25.612
2010/10/05,-19.073
2010/10/06,-4.396
2010/10/07,-23.904
2010/10/08,-13.656
2010/10/09,1.149
2010/10/10,14.121
2010/10/11,-5.102
2010/10/12,-10
2010/10/13,3.03
2010/10/14,4.301
2010/10/15,-6.061
2010/10/16,11.52
2010/10/17,23.454
2010/10/18,73.118
2010/10/19,144.615
2010/10/20,75.783
2010/10/21,-0.776
2010/10/22,-36.208
2010/10/23,-26.603
2010/10/24,-2.034
2010/10/25,-34.93
2010/10/26,0.324
2010/10/27,11.022
2010/10/28,28.355
2010/10/29,-20.323
2010/10/30,-40
2010/10/31,-49.41
2010/11/01,-28.34
2010/11/02,-33.813
2010/11/03,18
2010/11/04,-5.085
2010/11/05,60.87
2010/11/06,15.537
2010/11/07,30.357
2010/11/08,9.685
2010/11/09,-3.912
2010/11/10,-6.393
2010/11/11,-22.177
2010/11/12,-31.043
2010/11/13,-18.537
2010/11/14,5.541
2010/11/15,1421
2010/11/16,800
2010/11/17,13.25
2010/11/18,-90.002
2010/11/19,-88.124
2010/11/20,34.658
