Date,transactionfees14rsiUSD
2010/10/24,48.109
2010/10/25,48.109
2010/10/26,48.109
2010/10/27,48.109
2010/10/28,48.109
2010/10/29,48.109
2010/10/30,48.109
2010/10/31,48.109
2010/11/01,48.109
2010/11/02,48.109
2010/11/03,48.109
2010/11/04,48.109
2010/11/05,48.109
2010/11/06,48.109
2010/11/07,48.109
2010/11/08,94.127
2010/11/09,48.146
2010/11/10,48.146
2010/11/11,48.146
2010/11/12,48.146
2010/11/13,48.146
2010/11/14,48.146
2010/11/15,49.214
2010/11/16,48.146
2010/11/17,48.146
2010/11/18,48.146
2010/11/19,48.261
2010/11/20,49.668
2010/11/21,49.655
2010/11/22,74.635
2010/11/23,66.368
2010/11/24,47.359
2010/11/25,47.045
2010/11/26,49.397
2010/11/27,47.643
2010/11/28,47.104
2010/11/29,48.025
2010/11/30,47.384
2010/12/01,47.992
2010/12/02,48.906
2010/12/03,47.523
2010/12/04,47.54
2010/12/05,48.306
2010/12/06,48.822
2010/12/07,49.251
2010/12/08,48.357
2010/12/09,48.186
2010/12/10,49.986
2010/12/11,50.266
2010/12/12,50.262
2010/12/13,54.412
2010/12/14,47.45
2010/12/15,48.246
2010/12/16,50.453
2010/12/17,57.514
2010/12/18,48.683
2010/12/19,50.305
2010/12/20,47.229
2010/12/21,49.724
2010/12/22,51.162
2010/12/23,48.223
2010/12/24,48.954
2010/12/25,47.962
2010/12/26,49.449
2010/12/27,49.361
2010/12/28,49.546
2010/12/29,53.953
2010/12/30,49.886
2010/12/31,46.171
2011/01/01,49.427
2011/01/02,50.374
2011/01/03,61.282
2011/01/04,46.36
2011/01/05,47.195
2011/01/06,48.649
2011/01/07,46.97
2011/01/08,45.973
2011/01/09,48.967
2011/01/10,47.256
2011/01/11,46.647
2011/01/12,53.314
2011/01/13,46.72
2011/01/14,47.855
2011/01/15,50.241
2011/01/16,49.711
2011/01/17,53.409
2011/01/18,47.443
2011/01/19,47.663
2011/01/20,50.781
2011/01/21,47.693
2011/01/22,58.407
2011/01/23,59.393
2011/01/24,51.853
2011/01/25,50.689
2011/01/26,49.237
2011/01/27,66.753
2011/01/28,47.527
2011/01/29,53.467
2011/01/30,65.046
2011/01/31,55.953
2011/02/01,62.759
2011/02/02,47.319
2011/02/03,50.742
2011/02/04,49.168
2011/02/05,51.408
2011/02/06,49.741
2011/02/07,56.089
2011/02/08,51.415
2011/02/09,47.178
2011/02/10,56.589
2011/02/11,50.816
2011/02/12,55.066
2011/02/13,48.825
2011/02/14,67.886
2011/02/15,48.192
2011/02/16,50.351
2011/02/17,47.545
2011/02/18,49.932
2011/02/19,50.633
2011/02/20,47.881
2011/02/21,49.007
2011/02/22,47.93
2011/02/23,48.817
2011/02/24,47.651
2011/02/25,49.587
2011/02/26,51.168
2011/02/27,53.921
2011/02/28,50.451
2011/03/01,48.1
2011/03/02,49.053
2011/03/03,70.478
2011/03/04,49.869
2011/03/05,56.463
2011/03/06,64.791
2011/03/07,66.6
2011/03/08,54.47
2011/03/09,55.239
2011/03/10,52.571
2011/03/11,63.028
2011/03/12,47.365
2011/03/13,47.92
2011/03/14,48.029
2011/03/15,47.831
2011/03/16,47.41
2011/03/17,46.527
2011/03/18,47.494
2011/03/19,46.244
2011/03/20,47.542
2011/03/21,52.475
2011/03/22,66.264
2011/03/23,62.71
2011/03/24,63.108
2011/03/25,56.113
2011/03/26,48.861
2011/03/27,54.041
2011/03/28,49.011
2011/03/29,47.87
2011/03/30,52.951
2011/03/31,50.7
2011/04/01,52.02
2011/04/02,48.965
2011/04/03,52.821
2011/04/04,52.248
2011/04/05,52.09
2011/04/06,53.36
2011/04/07,48.881
2011/04/08,51.99
2011/04/09,52.262
2011/04/10,55.66
2011/04/11,50.798
2011/04/12,51.943
2011/04/13,49.284
2011/04/14,67.043
2011/04/15,47.383
2011/04/16,49.75
2011/04/17,46.689
2011/04/18,47.521
2011/04/19,50.431
2011/04/20,54.725
2011/04/21,51.405
2011/04/22,56.93
2011/04/23,57.708
2011/04/24,63.278
2011/04/25,64.493
2011/04/26,49.958
2011/04/27,54.227
2011/04/28,57.066
2011/04/29,59.963
2011/04/30,65.528
2011/05/01,69.958
2011/05/02,53.481
2011/05/03,54.926
2011/05/04,60.806
2011/05/05,63.629
2011/05/06,58.953
2011/05/07,53.335
2011/05/08,61.409
2011/05/09,65.202
2011/05/10,65.951
2011/05/11,69.394
2011/05/12,62.927
2011/05/13,73.099
2011/05/14,77.077
2011/05/15,78.935
2011/05/16,73.004
2011/05/17,68.926
2011/05/18,70.051
2011/05/19,66.196
2011/05/20,64.497
2011/05/21,67.819
2011/05/22,62.353
2011/05/23,59.604
2011/05/24,65.69
2011/05/25,65.911
2011/05/26,64.268
2011/05/27,60.481
2011/05/28,57.881
2011/05/29,59.446
2011/05/30,67.184
2011/05/31,63.83
2011/06/01,69.414
2011/06/02,68.75
2011/06/03,73.54
2011/06/04,84.42
2011/06/05,68.691
2011/06/06,70.818
2011/06/07,76.868
2011/06/08,84.508
2011/06/09,85.2
2011/06/10,73.214
2011/06/11,56.914
2011/06/12,55.165
2011/06/13,56.433
2011/06/14,50.369
2011/06/15,55.283
2011/06/16,48.206
2011/06/17,47.879
2011/06/18,46.055
2011/06/19,45.453
2011/06/20,42.106
2011/06/21,42.567
2011/06/22,40.298
2011/06/23,39.279
2011/06/24,40.433
2011/06/25,49.652
2011/06/26,50.656
2011/06/27,47.668
2011/06/28,44.453
2011/06/29,46.104
2011/06/30,44.262
2011/07/01,42.827
2011/07/02,43.354
2011/07/03,41.213
2011/07/04,41.066
2011/07/05,44.174
2011/07/06,40.551
2011/07/07,40.63
2011/07/08,40.801
2011/07/09,41.985
2011/07/10,40.497
2011/07/11,39.501
2011/07/12,41.469
2011/07/13,42.306
2011/07/14,41.044
2011/07/15,49.413
2011/07/16,39.698
2011/07/17,42.144
2011/07/18,41.907
2011/07/19,45.156
2011/07/20,40.316
2011/07/21,39.226
2011/07/22,45.634
2011/07/23,40.36
2011/07/24,43.664
2011/07/25,44.406
2011/07/26,40.285
2011/07/27,43.17
2011/07/28,40.724
2011/07/29,41.307
2011/07/30,40.678
2011/07/31,39.519
2011/08/01,41.21
2011/08/02,39.245
2011/08/03,40.438
2011/08/04,38.251
2011/08/05,37.733
2011/08/06,61.726
2011/08/07,42.458
2011/08/08,43.808
2011/08/09,46.148
2011/08/10,47.57
2011/08/11,44.645
2011/08/12,43.771
2011/08/13,44.907
2011/08/14,50.171
2011/08/15,48.556
2011/08/16,47.256
2011/08/17,45.504
2011/08/18,44.696
2011/08/19,48.002
2011/08/20,45.114
2011/08/21,44.833
2011/08/22,47.883
2011/08/23,47.542
2011/08/24,50.773
2011/08/25,45.249
2011/08/26,42.031
2011/08/27,43.533
2011/08/28,44.339
2011/08/29,42.816
2011/08/30,50.808
2011/08/31,45.24
2011/09/01,44.597
2011/09/02,47.463
2011/09/03,43.918
2011/09/04,52.153
2011/09/05,47.849
2011/09/06,45.384
2011/09/07,48.297
2011/09/08,44.376
2011/09/09,46.017
2011/09/10,43.93
2011/09/11,43.683
2011/09/12,44.937
2011/09/13,43.284
2011/09/14,42.854
2011/09/15,47.639
2011/09/16,44.24
2011/09/17,45.636
2011/09/18,45.544
2011/09/19,46.088
2011/09/20,45.902
2011/09/21,44.416
2011/09/22,43.281
2011/09/23,43.997
2011/09/24,51.534
2011/09/25,44.026
2011/09/26,42.989
2011/09/27,45.936
2011/09/28,45.431
2011/09/29,43.941
2011/09/30,44.344
2011/10/01,45.768
2011/10/02,44.94
2011/10/03,56.136
2011/10/04,45.975
2011/10/05,46.624
2011/10/06,54.485
2011/10/07,47.095
2011/10/08,45.266
2011/10/09,44.49
2011/10/10,44.891
2011/10/11,48.204
2011/10/12,47.245
2011/10/13,48.084
2011/10/14,44.852
2011/10/15,45.287
2011/10/16,45.341
2011/10/17,44.961
2011/10/18,42.434
2011/10/19,42.488
2011/10/20,48.795
2011/10/21,42.937
2011/10/22,44.243
2011/10/23,44.926
2011/10/24,44.672
2011/10/25,43.593
2011/10/26,44.782
2011/10/27,45.048
2011/10/28,46.104
2011/10/29,47.542
2011/10/30,48.567
2011/10/31,46.874
2011/11/01,51.653
2011/11/02,46.011
2011/11/03,44.467
2011/11/04,44.649
2011/11/05,47.179
2011/11/06,44.315
2011/11/07,47.945
2011/11/08,49.495
2011/11/09,45.602
2011/11/10,45.247
2011/11/11,43.406
2011/11/12,45.733
2011/11/13,46.844
2011/11/14,43.838
2011/11/15,42.771
2011/11/16,47.217
2011/11/17,46.069
2011/11/18,46.226
2011/11/19,46.18
2011/11/20,49.6
2011/11/21,45.508
2011/11/22,44.89
2011/11/23,47.634
2011/11/24,52.686
2011/11/25,53.13
2011/11/26,47.526
2011/11/27,44.981
2011/11/28,45.557
2011/11/29,52.214
2011/11/30,48.719
2011/12/01,55.778
2011/12/02,56.75
2011/12/03,58.885
2011/12/04,47.228
2011/12/05,46.107
2011/12/06,48.433
2011/12/07,52.156
2011/12/08,46.746
2011/12/09,49.045
2011/12/10,48.204
2011/12/11,98.478
2011/12/12,87.322
2011/12/13,46.709
2011/12/14,46.66
2011/12/15,47.39
2011/12/16,46.587
2011/12/17,46.773
2011/12/18,46.725
2011/12/19,46.805
2011/12/20,47.187
2011/12/21,47.02
2011/12/22,46.773
2011/12/23,46.6
2011/12/24,46.639
2011/12/25,46.82
2011/12/26,46.882
2011/12/27,46.851
2011/12/28,47.025
2011/12/29,47.501
2011/12/30,47.154
2011/12/31,47.653
2012/01/01,47.734
2012/01/02,49.251
2012/01/03,48.668
2012/01/04,55.37
2012/01/05,48.827
2012/01/06,50.106
2012/01/07,48.854
2012/01/08,47.904
2012/01/09,50.648
2012/01/10,48.449
2012/01/11,49.131
2012/01/12,71.294
2012/01/13,50.305
2012/01/14,51.685
2012/01/15,52.765
2012/01/16,62.308
2012/01/17,48.384
2012/01/18,49.304
2012/01/19,54.841
2012/01/20,54.406
2012/01/21,47.105
2012/01/22,46.675
2012/01/23,47.372
2012/01/24,48.843
2012/01/25,47.672
2012/01/26,48.549
2012/01/27,54.067
2012/01/28,48.842
2012/01/29,81.284
2012/01/30,50.265
2012/01/31,47.841
2012/02/01,47.663
2012/02/02,48.459
2012/02/03,47.908
2012/02/04,48.101
2012/02/05,47.549
2012/02/06,47.598
2012/02/07,47.875
2012/02/08,47.645
2012/02/09,47.998
2012/02/10,47.382
2012/02/11,47.393
2012/02/12,47.433
2012/02/13,47.572
2012/02/14,48.952
2012/02/15,47.4
2012/02/16,47.981
2012/02/17,47.234
2012/02/18,47.201
2012/02/19,47.087
2012/02/20,47.51
2012/02/21,47.274
2012/02/22,47.158
2012/02/23,47.668
2012/02/24,47.814
2012/02/25,47.364
2012/02/26,47.663
2012/02/27,48.611
2012/02/28,47.645
2012/02/29,47.388
2012/03/01,49.42
2012/03/02,47.73
2012/03/03,47.204
2012/03/04,48.448
2012/03/05,48.649
2012/03/06,48.825
2012/03/07,47.934
2012/03/08,47.962
2012/03/09,48.093
2012/03/10,49.362
2012/03/11,47.521
2012/03/12,48.013
2012/03/13,55.189
2012/03/14,49.359
2012/03/15,48.028
2012/03/16,53.499
2012/03/17,47.617
2012/03/18,47.734
2012/03/19,48.284
2012/03/20,48.628
2012/03/21,46.906
2012/03/22,47.131
2012/03/23,48.733
2012/03/24,61.273
2012/03/25,51.115
2012/03/26,47.197
2012/03/27,48.161
2012/03/28,48.571
2012/03/29,47.847
2012/03/30,48.373
2012/03/31,49.282
2012/04/01,48.809
2012/04/02,48.393
2012/04/03,48.623
2012/04/04,49.017
2012/04/05,49.024
2012/04/06,49.439
2012/04/07,47.676
2012/04/08,48.309
2012/04/09,47.283
2012/04/10,51.375
2012/04/11,48.805
2012/04/12,50.434
2012/04/13,47.404
2012/04/14,50.728
2012/04/15,46.22
2012/04/16,49.877
2012/04/17,52.828
2012/04/18,50.39
2012/04/19,51.005
2012/04/20,53.974
2012/04/21,50.101
2012/04/22,51.586
2012/04/23,47.55
2012/04/24,52.703
2012/04/25,50.271
2012/04/26,59.302
2012/04/27,53.586
2012/04/28,52.727
2012/04/29,45.288
2012/04/30,45.615
2012/05/01,48.008
2012/05/02,48.899
2012/05/03,51.404
2012/05/04,49.907
2012/05/05,46.91
2012/05/06,48.248
2012/05/07,50.071
2012/05/08,49.1
2012/05/09,52.13
2012/05/10,49.888
2012/05/11,46.948
2012/05/12,45.856
2012/05/13,51.659
2012/05/14,56.174
2012/05/15,54.567
2012/05/16,49.065
2012/05/17,48.42
2012/05/18,48.713
2012/05/19,54.6
2012/05/20,46.892
2012/05/21,46.424
2012/05/22,44.391
2012/05/23,49.338
2012/05/24,50.439
2012/05/25,48.356
2012/05/26,48.473
2012/05/27,48.327
2012/05/28,47.904
2012/05/29,44.846
2012/05/30,51.702
2012/05/31,46.568
2012/06/01,47.346
2012/06/02,45.726
2012/06/03,46.088
2012/06/04,48.639
2012/06/05,51.735
2012/06/06,53.792
2012/06/07,50.807
2012/06/08,53.614
2012/06/09,53.294
2012/06/10,49
2012/06/11,45.843
2012/06/12,50.045
2012/06/13,53.76
2012/06/14,51.826
2012/06/15,52.716
2012/06/16,55.874
2012/06/17,52.246
2012/06/18,58.516
2012/06/19,58.762
2012/06/20,57.95
2012/06/21,77.064
2012/06/22,59.713
2012/06/23,55.436
2012/06/24,49.566
2012/06/25,46.231
2012/06/26,48.024
2012/06/27,48.062
2012/06/28,48.599
2012/06/29,45.423
2012/06/30,50.143
2012/07/01,45.354
2012/07/02,54.669
2012/07/03,47.45
2012/07/04,48.113
2012/07/05,48.941
2012/07/06,53.116
2012/07/07,74.418
2012/07/08,48.062
2012/07/09,49.638
2012/07/10,50.916
2012/07/11,49.624
2012/07/12,48.947
2012/07/13,50.021
2012/07/14,51.885
2012/07/15,51.763
2012/07/16,53.194
2012/07/17,51.104
2012/07/18,58.611
2012/07/19,53.23
2012/07/20,61.36
2012/07/21,49.563
2012/07/22,48.128
2012/07/23,51.229
2012/07/24,48.989
2012/07/25,48.962
2012/07/26,50.372
2012/07/27,51.658
2012/07/28,50.068
2012/07/29,48.384
2012/07/30,50.133
2012/07/31,48.229
2012/08/01,53.957
2012/08/02,53.121
2012/08/03,64.046
2012/08/04,51.781
2012/08/05,57.447
2012/08/06,55.071
2012/08/07,53.131
2012/08/08,67.767
2012/08/09,49.696
2012/08/10,64.144
2012/08/11,49.205
2012/08/12,48.228
2012/08/13,48.749
2012/08/14,50.121
2012/08/15,51.276
2012/08/16,51.276
2012/08/17,53.205
2012/08/18,47.582
2012/08/19,47.645
2012/08/20,49.589
2012/08/21,47.7
2012/08/22,47.995
2012/08/23,49.035
2012/08/24,48.425
2012/08/25,51.231
2012/08/26,50.919
2012/08/27,54.965
2012/08/28,54.572
2012/08/29,50.895
2012/08/30,54.287
2012/08/31,50.829
2012/09/01,52.819
2012/09/02,53.941
2012/09/03,53.852
2012/09/04,49.864
2012/09/05,47.305
2012/09/06,46.787
2012/09/07,46.789
2012/09/08,50.97
2012/09/09,50.449
2012/09/10,51.116
2012/09/11,54.877
2012/09/12,51.942
2012/09/13,49.616
2012/09/14,45.377
2012/09/15,44.967
2012/09/16,44.19
2012/09/17,48.571
2012/09/18,53.148
2012/09/19,53.115
2012/09/20,48.295
2012/09/21,63.841
2012/09/22,51.771
2012/09/23,50.116
2012/09/24,59.508
2012/09/25,47.968
2012/09/26,48.314
2012/09/27,47.48
2012/09/28,70.908
2012/09/29,48.295
2012/09/30,47.717
2012/10/01,49.477
2012/10/02,53.497
2012/10/03,49.933
2012/10/04,76.019
2012/10/05,49.021
2012/10/06,48.571
2012/10/07,48.864
2012/10/08,48.463
2012/10/09,48.539
2012/10/10,48.808
2012/10/11,49.341
2012/10/12,48.522
2012/10/13,47.824
2012/10/14,47.664
2012/10/15,48.38
2012/10/16,48.706
2012/10/17,60.626
2012/10/18,47.66
2012/10/19,47.799
2012/10/20,47.509
2012/10/21,47.632
2012/10/22,47.422
2012/10/23,48.184
2012/10/24,48.229
2012/10/25,47.518
2012/10/26,49.446
2012/10/27,48.528
2012/10/28,48.025
2012/10/29,49.487
2012/10/30,49.038
2012/10/31,50.217
2012/11/01,50.466
2012/11/02,51.238
2012/11/03,48.794
2012/11/04,49.355
2012/11/05,49.36
2012/11/06,49.463
2012/11/07,49.594
2012/11/08,49.074
2012/11/09,48.825
2012/11/10,49.431
2012/11/11,47.965
2012/11/12,48.25
2012/11/13,48.716
2012/11/14,49.153
2012/11/15,52.042
2012/11/16,51.883
2012/11/17,51.798
2012/11/18,52.084
2012/11/19,50.097
2012/11/20,50.36
2012/11/21,51.789
2012/11/22,48.481
2012/11/23,55.668
2012/11/24,50.539
2012/11/25,54.349
2012/11/26,50.373
2012/11/27,85.691
2012/11/28,52.936
2012/11/29,48.785
2012/11/30,48.49
2012/12/01,48.923
2012/12/02,48.258
2012/12/03,49.821
2012/12/04,50.603
2012/12/05,49.936
2012/12/06,50.392
2012/12/07,48.999
2012/12/08,49.483
2012/12/09,49.022
2012/12/10,51.059
2012/12/11,51.374
2012/12/12,49.659
2012/12/13,56.249
2012/12/14,50.199
2012/12/15,48.435
2012/12/16,49.016
2012/12/17,49.488
2012/12/18,49.308
2012/12/19,48.997
2012/12/20,51.891
2012/12/21,50.517
2012/12/22,49.276
2012/12/23,51.209
2012/12/24,48.353
2012/12/25,49.695
2012/12/26,49.29
2012/12/27,51.171
2012/12/28,49.014
2012/12/29,48.641
2012/12/30,47.985
2012/12/31,50.213
2013/01/01,49.254
2013/01/02,49.431
2013/01/03,53.66
2013/01/04,48.185
2013/01/05,48.019
2013/01/06,60.406
2013/01/07,52.161
2013/01/08,50.403
2013/01/09,47.237
2013/01/10,83.378
2013/01/11,48.637
2013/01/12,48.599
2013/01/13,48.443
2013/01/14,48.376
2013/01/15,47.878
2013/01/16,48.405
2013/01/17,49.274
2013/01/18,49.293
2013/01/19,55.519
2013/01/20,49.578
2013/01/21,48.863
2013/01/22,50.112
2013/01/23,54.245
2013/01/24,54.176
2013/01/25,51.703
2013/01/26,53.434
2013/01/27,52.199
2013/01/28,51.827
2013/01/29,56.274
2013/01/30,53.378
2013/01/31,56.459
2013/02/01,55.603
2013/02/02,66.425
2013/02/03,51.747
2013/02/04,51.144
2013/02/05,50.405
2013/02/06,49.835
2013/02/07,51.611
2013/02/08,52.933
2013/02/09,52.984
2013/02/10,54.224
2013/02/11,56.413
2013/02/12,56.159
2013/02/13,60.776
2013/02/14,57.473
2013/02/15,64.938
2013/02/16,62.984
2013/02/17,60.534
2013/02/18,57.812
2013/02/19,57.444
2013/02/20,58.452
2013/02/21,62.757
2013/02/22,58.276
2013/02/23,56.222
2013/02/24,52.941
2013/02/25,62.37
2013/02/26,57.276
2013/02/27,58.147
2013/02/28,63.05
2013/03/01,68.508
2013/03/02,59.333
2013/03/03,53.477
2013/03/04,56.065
2013/03/05,61.182
2013/03/06,86.503
2013/03/07,52.085
2013/03/08,51.463
2013/03/09,53.32
2013/03/10,51.852
2013/03/11,52.289
2013/03/12,60.132
2013/03/13,51.7
2013/03/14,51.499
2013/03/15,53.63
2013/03/16,51.789
2013/03/17,51.283
2013/03/18,51.623
2013/03/19,58.441
2013/03/20,53.195
2013/03/21,57.566
2013/03/22,62.386
2013/03/23,57.631
2013/03/24,52.594
2013/03/25,56.458
2013/03/26,57.654
2013/03/27,64.339
2013/03/28,62.788
2013/03/29,62.038
2013/03/30,64.986
2013/03/31,64.07
2013/04/01,56.505
2013/04/02,64.356
2013/04/03,70.496
2013/04/04,71.958
2013/04/05,63.194
2013/04/06,56.4
2013/04/07,61.063
2013/04/08,61.518
2013/04/09,65.946
2013/04/10,72.04
2013/04/11,51.956
2013/04/12,48.505
2013/04/13,45.755
2013/04/14,48.776
2013/04/15,54.569
2013/04/16,43.82
2013/04/17,52.702
2013/04/18,48.814
2013/04/19,50.784
2013/04/20,52.398
2013/04/21,48.397
2013/04/22,52.647
2013/04/23,53.889
2013/04/24,55.381
2013/04/25,56.296
2013/04/26,49.206
2013/04/27,51.557
2013/04/28,49.035
2013/04/29,52.312
2013/04/30,54.722
2013/05/01,47.777
2013/05/02,50.183
2013/05/03,47.583
2013/05/04,48.514
2013/05/05,46.068
2013/05/06,52.023
2013/05/07,47.938
2013/05/08,52.144
2013/05/09,50.924
2013/05/10,50.444
2013/05/11,48.293
2013/05/12,48.773
2013/05/13,51.382
2013/05/14,48.067
2013/05/15,49.273
2013/05/16,57.488
2013/05/17,50.107
2013/05/18,46.252
2013/05/19,51.769
2013/05/20,49.522
2013/05/21,49.231
2013/05/22,52.076
2013/05/23,52.101
2013/05/24,51.211
2013/05/25,53.512
2013/05/26,48.612
2013/05/27,53.504
2013/05/28,53.92
2013/05/29,53.642
2013/05/30,49.267
2013/05/31,49.156
2013/06/01,46.624
2013/06/02,54.211
2013/06/03,55.689
2013/06/04,51.05
2013/06/05,55.282
2013/06/06,44.852
2013/06/07,43.93
2013/06/08,49.534
2013/06/09,44.633
2013/06/10,43.211
2013/06/11,49.578
2013/06/12,49.039
2013/06/13,49.346
2013/06/14,42.395
2013/06/15,47.728
2013/06/16,43.112
2013/06/17,45.382
2013/06/18,46.623
2013/06/19,46.217
2013/06/20,60.373
2013/06/21,49.611
2013/06/22,55.862
2013/06/23,47.537
2013/06/24,47.594
2013/06/25,45.097
2013/06/26,47.901
2013/06/27,43.772
2013/06/28,49.12
2013/06/29,43.788
2013/06/30,48.783
2013/07/01,43.481
2013/07/02,47.7
2013/07/03,46.006
2013/07/04,43.872
2013/07/05,46.429
2013/07/06,45.508
2013/07/07,42.5
2013/07/08,46.721
2013/07/09,46.901
2013/07/10,44.738
2013/07/11,48.405
2013/07/12,45.781
2013/07/13,51.366
2013/07/14,46.977
2013/07/15,46.205
2013/07/16,52.572
2013/07/17,50.633
2013/07/18,51.769
2013/07/19,44.911
2013/07/20,47.162
2013/07/21,47.401
2013/07/22,50.189
2013/07/23,45.07
2013/07/24,51.342
2013/07/25,50.626
2013/07/26,45.587
2013/07/27,52.461
2013/07/28,47.761
2013/07/29,50.068
2013/07/30,53.801
2013/07/31,56.345
2013/08/01,50.621
2013/08/02,46.599
2013/08/03,46.917
2013/08/04,50.448
2013/08/05,46.427
2013/08/06,51.736
2013/08/07,46.992
2013/08/08,53.147
2013/08/09,53.578
2013/08/10,46.91
2013/08/11,52.509
2013/08/12,46.062
2013/08/13,47.294
2013/08/14,53.198
2013/08/15,57.284
2013/08/16,48.956
2013/08/17,46.494
2013/08/18,51.914
2013/08/19,49.674
2013/08/20,47.471
2013/08/21,47.715
2013/08/22,49.094
2013/08/23,49.73
2013/08/24,47.824
2013/08/25,51.74
2013/08/26,53.039
2013/08/27,51.12
2013/08/28,84.06
2013/08/29,47.759
2013/08/30,49.471
2013/08/31,49.316
2013/09/01,48.488
2013/09/02,51.684
2013/09/03,48.94
2013/09/04,48.069
2013/09/05,48.171
2013/09/06,48.195
2013/09/07,47.465
2013/09/08,48.519
2013/09/09,48.224
2013/09/10,47.75
2013/09/11,47.581
2013/09/12,49.45
2013/09/13,47.871
2013/09/14,47.822
2013/09/15,48.658
2013/09/16,53.271
2013/09/17,79.456
2013/09/18,55.194
2013/09/19,53.395
2013/09/20,46.964
2013/09/21,47.291
2013/09/22,47.35
2013/09/23,47.964
2013/09/24,47.18
2013/09/25,47.854
2013/09/26,47.117
2013/09/27,56.856
2013/09/28,48.336
2013/09/29,48.45
2013/09/30,47.843
2013/10/01,49.001
2013/10/02,48.211
2013/10/03,47.793
2013/10/04,46.992
2013/10/05,48.083
2013/10/06,47.297
2013/10/07,49.995
2013/10/08,46.317
2013/10/09,48.972
2013/10/10,48.39
2013/10/11,47.113
2013/10/12,49.97
2013/10/13,49.477
2013/10/14,49.323
2013/10/15,51.58
2013/10/16,55.418
2013/10/17,52.902
2013/10/18,50.794
2013/10/19,51.919
2013/10/20,50.439
2013/10/21,52.159
2013/10/22,54.012
2013/10/23,59.626
2013/10/24,57.777
2013/10/25,58.131
2013/10/26,53.966
2013/10/27,66.351
2013/10/28,50.055
2013/10/29,51.992
2013/10/30,50.489
2013/10/31,48.301
2013/11/01,54.103
2013/11/02,50.273
2013/11/03,60.462
2013/11/04,61.448
2013/11/05,57.635
2013/11/06,78.169
2013/11/07,71.778
2013/11/08,68.292
2013/11/09,55.325
2013/11/10,49.777
2013/11/11,54.689
2013/11/12,45.373
2013/11/13,45.421
2013/11/14,45.553
2013/11/15,44.803
2013/11/16,45.365
2013/11/17,46.838
2013/11/18,49.171
2013/11/19,50.087
2013/11/20,47.418
2013/11/21,51.311
2013/11/22,50.169
2013/11/23,50.825
2013/11/24,49.978
2013/11/25,49.585
2013/11/26,53.005
2013/11/27,56.137
2013/11/28,56.624
2013/11/29,56.014
2013/11/30,55.826
2013/12/01,51.326
2013/12/02,52.949
2013/12/03,53.155
2013/12/04,54.44
2013/12/05,54.054
2013/12/06,50.944
2013/12/07,64.956
2013/12/08,45.036
2013/12/09,49.052
2013/12/10,49.642
2013/12/11,49.081
2013/12/12,47.508
2013/12/13,48.304
2013/12/14,46.344
2013/12/15,45.272
2013/12/16,44.503
2013/12/17,42.319
2013/12/18,40.185
2013/12/19,42.471
2013/12/20,45.137
2013/12/21,42.192
2013/12/22,42.39
2013/12/23,43.477
2013/12/24,43.449
2013/12/25,44.117
2013/12/26,50.496
2013/12/27,48.372
2013/12/28,48.939
2013/12/29,53.161
2013/12/30,46.267
2013/12/31,47.789
2014/01/01,47.442
2014/01/02,52.059
2014/01/03,49.323
2014/01/04,52.106
2014/01/05,53.947
2014/01/06,73.796
2014/01/07,51.728
2014/01/08,49.234
