Date,transactions90trx
2012/09/08,0.791
2012/09/09,0.785
2012/09/10,0.778
2012/09/11,0.771
2012/09/12,0.763
2012/09/13,0.756
2012/09/14,0.748
2012/09/15,0.74
2012/09/16,0.732
2012/09/17,0.723
2012/09/18,0.714
2012/09/19,0.705
2012/09/20,0.696
2012/09/21,0.688
2012/09/22,0.678
2012/09/23,0.668
2012/09/24,0.659
2012/09/25,0.649
2012/09/26,0.639
2012/09/27,0.629
2012/09/28,0.619
2012/09/29,0.61
2012/09/30,0.599
2012/10/01,0.589
2012/10/02,0.579
2012/10/03,0.568
2012/10/04,0.559
2012/10/05,0.549
2012/10/06,0.54
2012/10/07,0.531
2012/10/08,0.522
2012/10/09,0.514
2012/10/10,0.506
2012/10/11,0.498
2012/10/12,0.49
2012/10/13,0.482
2012/10/14,0.474
2012/10/15,0.466
2012/10/16,0.459
2012/10/17,0.451
2012/10/18,0.444
2012/10/19,0.436
2012/10/20,0.429
2012/10/21,0.422
2012/10/22,0.415
2012/10/23,0.409
2012/10/24,0.403
2012/10/25,0.397
2012/10/26,0.39
2012/10/27,0.383
2012/10/28,0.375
2012/10/29,0.368
2012/10/30,0.36
2012/10/31,0.353
2012/11/01,0.345
2012/11/02,0.338
2012/11/03,0.33
2012/11/04,0.322
2012/11/05,0.315
2012/11/06,0.308
2012/11/07,0.301
2012/11/08,0.295
2012/11/09,0.289
2012/11/10,0.282
2012/11/11,0.276
2012/11/12,0.269
2012/11/13,0.263
2012/11/14,0.257
2012/11/15,0.251
2012/11/16,0.245
2012/11/17,0.24
2012/11/18,0.236
2012/11/19,0.231
2012/11/20,0.227
2012/11/21,0.223
2012/11/22,0.22
2012/11/23,0.216
2012/11/24,0.213
2012/11/25,0.21
2012/11/26,0.207
2012/11/27,0.204
2012/11/28,0.201
2012/11/29,0.198
2012/11/30,0.196
2012/12/01,0.193
2012/12/02,0.191
2012/12/03,0.187
2012/12/04,0.184
2012/12/05,0.181
2012/12/06,0.179
2012/12/07,0.176
2012/12/08,0.174
2012/12/09,0.171
2012/12/10,0.169
2012/12/11,0.167
2012/12/12,0.166
2012/12/13,0.164
2012/12/14,0.163
2012/12/15,0.162
2012/12/16,0.161
2012/12/17,0.161
2012/12/18,0.16
2012/12/19,0.161
2012/12/20,0.161
2012/12/21,0.162
2012/12/22,0.163
2012/12/23,0.164
2012/12/24,0.165
2012/12/25,0.166
2012/12/26,0.167
2012/12/27,0.168
2012/12/28,0.169
2012/12/29,0.171
2012/12/30,0.172
2012/12/31,0.174
2013/01/01,0.175
2013/01/02,0.176
2013/01/03,0.177
2013/01/04,0.178
2013/01/05,0.18
2013/01/06,0.181
2013/01/07,0.183
2013/01/08,0.184
2013/01/09,0.185
2013/01/10,0.187
2013/01/11,0.19
2013/01/12,0.192
2013/01/13,0.195
2013/01/14,0.197
2013/01/15,0.2
2013/01/16,0.203
2013/01/17,0.206
2013/01/18,0.21
2013/01/19,0.214
2013/01/20,0.217
2013/01/21,0.22
2013/01/22,0.224
2013/01/23,0.227
2013/01/24,0.23
2013/01/25,0.233
2013/01/26,0.237
2013/01/27,0.24
2013/01/28,0.244
2013/01/29,0.248
2013/01/30,0.251
2013/01/31,0.255
2013/02/01,0.259
2013/02/02,0.263
2013/02/03,0.267
2013/02/04,0.272
2013/02/05,0.276
2013/02/06,0.28
2013/02/07,0.285
2013/02/08,0.289
2013/02/09,0.294
2013/02/10,0.298
2013/02/11,0.303
2013/02/12,0.308
2013/02/13,0.313
2013/02/14,0.317
2013/02/15,0.322
2013/02/16,0.326
2013/02/17,0.33
2013/02/18,0.334
2013/02/19,0.337
2013/02/20,0.341
2013/02/21,0.344
2013/02/22,0.348
2013/02/23,0.352
2013/02/24,0.355
2013/02/25,0.359
2013/02/26,0.363
2013/02/27,0.367
2013/02/28,0.371
2013/03/01,0.375
2013/03/02,0.378
2013/03/03,0.382
2013/03/04,0.385
2013/03/05,0.389
2013/03/06,0.392
2013/03/07,0.395
2013/03/08,0.398
2013/03/09,0.401
2013/03/10,0.404
2013/03/11,0.407
2013/03/12,0.409
2013/03/13,0.411
2013/03/14,0.413
2013/03/15,0.415
2013/03/16,0.416
2013/03/17,0.417
2013/03/18,0.416
2013/03/19,0.416
2013/03/20,0.414
2013/03/21,0.413
2013/03/22,0.412
2013/03/23,0.411
2013/03/24,0.41
2013/03/25,0.408
2013/03/26,0.406
2013/03/27,0.404
2013/03/28,0.402
2013/03/29,0.4
2013/03/30,0.399
2013/03/31,0.397
2013/04/01,0.394
2013/04/02,0.392
2013/04/03,0.391
2013/04/04,0.389
2013/04/05,0.388
2013/04/06,0.386
2013/04/07,0.384
2013/04/08,0.383
2013/04/09,0.382
2013/04/10,0.381
2013/04/11,0.38
2013/04/12,0.379
2013/04/13,0.378
2013/04/14,0.376
2013/04/15,0.375
2013/04/16,0.373
2013/04/17,0.372
2013/04/18,0.37
2013/04/19,0.369
2013/04/20,0.366
2013/04/21,0.364
2013/04/22,0.361
2013/04/23,0.359
2013/04/24,0.356
2013/04/25,0.354
2013/04/26,0.352
2013/04/27,0.349
2013/04/28,0.346
2013/04/29,0.343
2013/04/30,0.339
2013/05/01,0.336
2013/05/02,0.332
2013/05/03,0.329
2013/05/04,0.325
2013/05/05,0.322
2013/05/06,0.318
2013/05/07,0.314
2013/05/08,0.31
2013/05/09,0.307
2013/05/10,0.304
2013/05/11,0.301
2013/05/12,0.299
2013/05/13,0.297
2013/05/14,0.294
2013/05/15,0.293
2013/05/16,0.291
2013/05/17,0.289
2013/05/18,0.287
2013/05/19,0.284
2013/05/20,0.282
2013/05/21,0.279
2013/05/22,0.276
2013/05/23,0.274
2013/05/24,0.271
2013/05/25,0.268
2013/05/26,0.265
2013/05/27,0.262
2013/05/28,0.259
2013/05/29,0.256
2013/05/30,0.253
2013/05/31,0.25
2013/06/01,0.247
2013/06/02,0.244
2013/06/03,0.24
2013/06/04,0.237
2013/06/05,0.234
2013/06/06,0.231
2013/06/07,0.228
2013/06/08,0.225
2013/06/09,0.222
2013/06/10,0.218
2013/06/11,0.215
2013/06/12,0.211
2013/06/13,0.207
2013/06/14,0.203
2013/06/15,0.199
2013/06/16,0.195
2013/06/17,0.19
2013/06/18,0.186
2013/06/19,0.181
2013/06/20,0.177
2013/06/21,0.173
2013/06/22,0.168
2013/06/23,0.164
2013/06/24,0.159
2013/06/25,0.154
2013/06/26,0.15
2013/06/27,0.145
2013/06/28,0.141
2013/06/29,0.136
2013/06/30,0.131
2013/07/01,0.126
2013/07/02,0.121
2013/07/03,0.115
2013/07/04,0.11
2013/07/05,0.105
2013/07/06,0.099
2013/07/07,0.093
2013/07/08,0.087
2013/07/09,0.082
2013/07/10,0.076
2013/07/11,0.071
2013/07/12,0.065
2013/07/13,0.06
2013/07/14,0.055
2013/07/15,0.049
2013/07/16,0.044
2013/07/17,0.039
2013/07/18,0.033
2013/07/19,0.028
2013/07/20,0.023
2013/07/21,0.018
2013/07/22,0.013
2013/07/23,0.008
2013/07/24,0.003
2013/07/25,-0.002
2013/07/26,-0.007
2013/07/27,-0.011
2013/07/28,-0.016
2013/07/29,-0.02
2013/07/30,-0.025
2013/07/31,-0.029
2013/08/01,-0.033
2013/08/02,-0.036
2013/08/03,-0.039
2013/08/04,-0.043
2013/08/05,-0.045
2013/08/06,-0.048
2013/08/07,-0.05
2013/08/08,-0.052
2013/08/09,-0.053
2013/08/10,-0.055
2013/08/11,-0.056
2013/08/12,-0.058
2013/08/13,-0.059
2013/08/14,-0.06
2013/08/15,-0.06
2013/08/16,-0.06
2013/08/17,-0.06
2013/08/18,-0.06
2013/08/19,-0.059
2013/08/20,-0.057
2013/08/21,-0.056
2013/08/22,-0.054
2013/08/23,-0.052
2013/08/24,-0.05
2013/08/25,-0.048
2013/08/26,-0.047
2013/08/27,-0.044
2013/08/28,-0.042
2013/08/29,-0.04
2013/08/30,-0.037
2013/08/31,-0.035
2013/09/01,-0.032
2013/09/02,-0.03
2013/09/03,-0.028
2013/09/04,-0.026
2013/09/05,-0.023
2013/09/06,-0.021
2013/09/07,-0.019
2013/09/08,-0.016
2013/09/09,-0.014
2013/09/10,-0.012
2013/09/11,-0.01
2013/09/12,-0.008
2013/09/13,-0.006
2013/09/14,-0.004
2013/09/15,-0.003
2013/09/16,-0.001
2013/09/17,0.001
2013/09/18,0.002
2013/09/19,0.005
2013/09/20,0.007
2013/09/21,0.009
2013/09/22,0.011
2013/09/23,0.013
2013/09/24,0.015
2013/09/25,0.017
2013/09/26,0.019
2013/09/27,0.021
2013/09/28,0.023
2013/09/29,0.024
2013/09/30,0.026
2013/10/01,0.027
2013/10/02,0.028
2013/10/03,0.03
2013/10/04,0.031
2013/10/05,0.032
2013/10/06,0.033
2013/10/07,0.034
2013/10/08,0.034
2013/10/09,0.035
2013/10/10,0.035
2013/10/11,0.036
2013/10/12,0.036
2013/10/13,0.037
2013/10/14,0.037
2013/10/15,0.037
2013/10/16,0.038
2013/10/17,0.038
2013/10/18,0.039
2013/10/19,0.039
2013/10/20,0.039
2013/10/21,0.04
2013/10/22,0.041
2013/10/23,0.041
2013/10/24,0.042
2013/10/25,0.043
2013/10/26,0.044
2013/10/27,0.045
2013/10/28,0.045
2013/10/29,0.045
2013/10/30,0.046
2013/10/31,0.046
2013/11/01,0.046
2013/11/02,0.046
2013/11/03,0.046
2013/11/04,0.045
2013/11/05,0.044
2013/11/06,0.044
2013/11/07,0.043
2013/11/08,0.043
2013/11/09,0.043
2013/11/10,0.043
2013/11/11,0.043
2013/11/12,0.043
2013/11/13,0.044
2013/11/14,0.044
2013/11/15,0.045
2013/11/16,0.046
2013/11/17,0.046
2013/11/18,0.047
2013/11/19,0.049
2013/11/20,0.051
2013/11/21,0.054
2013/11/22,0.056
2013/11/23,0.059
2013/11/24,0.062
2013/11/25,0.065
2013/11/26,0.069
2013/11/27,0.073
2013/11/28,0.077
2013/11/29,0.082
2013/11/30,0.088
2013/12/01,0.093
2013/12/02,0.098
2013/12/03,0.103
2013/12/04,0.108
2013/12/05,0.114
2013/12/06,0.119
2013/12/07,0.124
2013/12/08,0.129
2013/12/09,0.133
2013/12/10,0.137
2013/12/11,0.141
2013/12/12,0.145
2013/12/13,0.148
2013/12/14,0.151
2013/12/15,0.154
2013/12/16,0.156
2013/12/17,0.159
2013/12/18,0.161
2013/12/19,0.164
2013/12/20,0.166
2013/12/21,0.168
2013/12/22,0.17
2013/12/23,0.171
2013/12/24,0.172
2013/12/25,0.173
