Date,size3std
2010/07/17,212.952
2010/07/18,191.448
2010/07/19,104.932
2010/07/20,211.366
2010/07/21,361.145
2010/07/22,442.707
2010/07/23,77.88
2010/07/24,920.924
2010/07/25,2227
2010/07/26,1900
2010/07/27,2220
2010/07/28,2407
2010/07/29,2202
2010/07/30,2326
2010/07/31,1801
2010/08/01,161.416
2010/08/02,34.215
2010/08/03,367.898
2010/08/04,343.595
2010/08/05,374.765
2010/08/06,361.253
2010/08/07,235.692
2010/08/08,186.113
2010/08/09,927.585
2010/08/10,1002
2010/08/11,1016
2010/08/12,30.342
2010/08/13,339.831
2010/08/14,341.697
2010/08/15,374.009
2010/08/16,571.937
2010/08/17,529.617
2010/08/18,1120
2010/08/19,1279
2010/08/20,1316
2010/08/21,70.082
2010/08/22,100.776
2010/08/23,57.139
2010/08/24,335.685
2010/08/25,367.185
2010/08/26,348.611
2010/08/27,120.822
2010/08/28,110.013
2010/08/29,161.733
2010/08/30,219.194
2010/08/31,460.376
2010/09/01,258.03
2010/09/02,316.226
2010/09/03,328.232
2010/09/04,162.13
2010/09/05,115.024
2010/09/06,114.737
2010/09/07,63.987
2010/09/08,76.368
2010/09/09,203.663
2010/09/10,144.93
2010/09/11,176.813
2010/09/12,163.816
2010/09/13,228.299
2010/09/14,146.26
2010/09/15,164.156
2010/09/16,185.664
2010/09/17,187.38
2010/09/18,226.514
2010/09/19,236.005
2010/09/20,204.542
2010/09/21,912.131
2010/09/22,713.705
2010/09/23,591.203
2010/09/24,522.579
2010/09/25,187.006
2010/09/26,169.165
2010/09/27,303.802
2010/09/28,522.057
2010/09/29,1069
2010/09/30,1206
2010/10/01,1232
2010/10/02,885.049
2010/10/03,761.847
2010/10/04,840.61
2010/10/05,74.284
2010/10/06,243.067
2010/10/07,295.676
2010/10/08,168.375
2010/10/09,206.459
2010/10/10,241.814
2010/10/11,247.3
2010/10/12,56.161
2010/10/13,184.301
2010/10/14,246.436
2010/10/15,302.673
2010/10/16,35.027
2010/10/17,66.611
2010/10/18,205.692
2010/10/19,559.464
2010/10/20,359.175
2010/10/21,245.229
2010/10/22,333.478
2010/10/23,311.863
2010/10/24,404.223
2010/10/25,200.645
2010/10/26,134.768
2010/10/27,248.49
2010/10/28,227.209
2010/10/29,170.024
2010/10/30,238.742
2010/10/31,215.426
2010/11/01,86.947
2010/11/02,110.438
2010/11/03,107.876
2010/11/04,64.647
2010/11/05,177.415
2010/11/06,174.337
2010/11/07,167.086
2010/11/08,298.058
2010/11/09,290.016
2010/11/10,279.818
2010/11/11,35.336
2010/11/12,66.312
2010/11/13,53.655
2010/11/14,99.883
2010/11/15,7810
2010/11/16,8953
2010/11/17,9005
2010/11/18,9467
2010/11/19,12880
2010/11/20,15008
2010/11/21,3668
2010/11/22,16277
2010/11/23,14844
2010/11/24,4536
2010/11/25,7164
2010/11/26,6212
2010/11/27,7779
2010/11/28,1116
2010/11/29,43.625
2010/11/30,57.847
2010/12/01,192.92
