Date,sentbyaddress90sma
2010/07/17,311.578
2010/07/18,313.922
2010/07/19,318.056
2010/07/20,322.922
2010/07/21,326.2
2010/07/22,328.978
2010/07/23,331.811
2010/07/24,337.378
2010/07/25,355.411
2010/07/26,358.033
2010/07/27,360.822
2010/07/28,363.211
2010/07/29,365.878
2010/07/30,367.644
2010/07/31,369.167
2010/08/01,371.289
2010/08/02,373.533
2010/08/03,378.678
2010/08/04,382.256
2010/08/05,386.9
2010/08/06,389.278
2010/08/07,390.233
2010/08/08,393.1
2010/08/09,396.8
2010/08/10,398.789
2010/08/11,401.433
2010/08/12,403.889
2010/08/13,408.733
2010/08/14,411.533
2010/08/15,412.4
2010/08/16,415.289
2010/08/17,416.744
2010/08/18,418.889
2010/08/19,420.156
2010/08/20,422.267
2010/08/21,422.811
2010/08/22,424.111
2010/08/23,425.633
2010/08/24,426.767
2010/08/25,428.233
2010/08/26,428.978
2010/08/27,429.478
2010/08/28,430.978
2010/08/29,431.678
2010/08/30,433.356
2010/08/31,435.744
2010/09/01,437.656
2010/09/02,438.789
2010/09/03,440.467
2010/09/04,441.233
2010/09/05,442.533
2010/09/06,443.222
2010/09/07,443.744
2010/09/08,444.967
2010/09/09,445.822
2010/09/10,447.189
2010/09/11,447.878
2010/09/12,449.511
2010/09/13,451.989
2010/09/14,454.4
2010/09/15,457.133
2010/09/16,459.278
2010/09/17,460.633
2010/09/18,462.2
2010/09/19,462.989
2010/09/20,465.667
2010/09/21,473.178
2010/09/22,479.611
2010/09/23,485.189
2010/09/24,489.2
2010/09/25,493.378
2010/09/26,495.856
2010/09/27,500.667
2010/09/28,502.833
2010/09/29,510.267
2010/09/30,512.289
2010/10/01,516.5
2010/10/02,520.733
2010/10/03,523.567
2010/10/04,526.767
2010/10/05,529.744
2010/10/06,532.478
2010/10/07,533.933
2010/10/08,536.189
2010/10/09,537.033
2010/10/10,512.878
2010/10/11,501.178
2010/10/12,438.022
2010/10/13,429.122
2010/10/14,421.2
2010/10/15,421
2010/10/16,421.344
2010/10/17,420.522
2010/10/18,420.656
2010/10/19,428.133
2010/10/20,432.911
2010/10/21,435.511
2010/10/22,436.233
2010/10/23,423.178
2010/10/24,425.6
2010/10/25,426.078
2010/10/26,429.156
2010/10/27,432.8
2010/10/28,436.133
2010/10/29,438.7
2010/10/30,439.656
2010/10/31,439.267
2010/11/01,436.578
2010/11/02,434.478
2010/11/03,432.367
2010/11/04,432
2010/11/05,434.211
2010/11/06,434.456
2010/11/07,434.411
2010/11/08,436.5
2010/11/09,436.844
2010/11/10,437.478
2010/11/11,435.811
2010/11/12,434.878
2010/11/13,436.078
2010/11/14,435.533
2010/11/15,477.767
2010/11/16,506.867
2010/11/17,508.556
2010/11/18,508.856
2010/11/19,509.133
2010/11/20,512.311
2010/11/21,514.267
2010/11/22,514.644
2010/11/23,514.989
2010/11/24,517.544
2010/11/25,521.522
2010/11/26,527.733
2010/11/27,530.322
2010/11/28,532.144
2010/11/29,533.056
2010/11/30,534.533
2010/12/01,538.2
2010/12/02,540
2010/12/03,541.867
2010/12/04,543.678
2010/12/05,545.833
2010/12/06,548.589
2010/12/07,552.344
2010/12/08,555.256
2010/12/09,557.611
2010/12/10,559.278
2010/12/11,563
2010/12/12,566.222
2010/12/13,570.422
2010/12/14,574.467
2010/12/15,579.011
2010/12/16,582.2
2010/12/17,584.156
2010/12/18,587.244
2010/12/19,589.044
2010/12/20,590.467
2010/12/21,590.244
2010/12/22,591.756
2010/12/23,593.733
2010/12/24,594.433
2010/12/25,599.367
2010/12/26,600.744
2010/12/27,602.956
2010/12/28,601.589
2010/12/29,604.289
2010/12/30,605.456
2010/12/31,606.644
2011/01/01,610.733
2011/01/02,613.278
2011/01/03,618.856
2011/01/04,623.411
2011/01/05,631.056
2011/01/06,635.311
2011/01/07,640.811
2011/01/08,649.733
2011/01/09,657.478
2011/01/10,665.589
2011/01/11,674.1
2011/01/12,680.611
2011/01/13,688.511
2011/01/14,695.022
2011/01/15,702
2011/01/16,707.4
2011/01/17,706.422
2011/01/18,708.778
2011/01/19,714.533
2011/01/20,719.278
2011/01/21,728.089
2011/01/22,738.844
2011/01/23,748.356
2011/01/24,759.078
2011/01/25,763.3
2011/01/26,769.722
2011/01/27,775.989
2011/01/28,786.233
2011/01/29,800.844
2011/01/30,828.044
2011/01/31,843.556
2011/02/01,853.689
2011/02/02,861.911
2011/02/03,867.567
2011/02/04,875.489
2011/02/05,881.833
2011/02/06,888.167
2011/02/07,895.422
2011/02/08,902.4
2011/02/09,915.833
2011/02/10,941.989
2011/02/11,971.211
2011/02/12,994.044
2011/02/13,973.933
2011/02/14,968.489
2011/02/15,993.244
2011/02/16,1015
2011/02/17,1042
2011/02/18,1065
2011/02/19,1081
2011/02/20,1104
2011/02/21,1128
2011/02/22,1153
2011/02/23,1179
2011/02/24,1200
2011/02/25,1223
2011/02/26,1245
2011/02/27,1270
2011/02/28,1289
2011/03/01,1323
2011/03/02,1346
2011/03/03,1385
2011/03/04,1408
2011/03/05,1432
2011/03/06,1455
2011/03/07,1476
2011/03/08,1506
2011/03/09,1530
2011/03/10,1551
2011/03/11,1570
2011/03/12,1590
2011/03/13,1607
2011/03/14,1621
2011/03/15,1642
2011/03/16,1662
2011/03/17,1686
2011/03/18,1706
2011/03/19,1728
2011/03/20,1760
2011/03/21,1792
2011/03/22,1816
2011/03/23,1866
2011/03/24,1894
2011/03/25,1919
2011/03/26,1953
2011/03/27,1989
2011/03/28,2023
2011/03/29,2058
2011/03/30,2081
2011/03/31,2111
2011/04/01,2129
2011/04/02,2152
2011/04/03,2172
2011/04/04,2201
2011/04/05,2226
2011/04/06,2250
2011/04/07,2268
2011/04/08,2285
2011/04/09,2304
2011/04/10,2321
2011/04/11,2341
2011/04/12,2365
2011/04/13,2392
2011/04/14,2436
2011/04/15,2457
2011/04/16,2479
2011/04/17,2506
2011/04/18,2542
2011/04/19,2584
2011/04/20,2617
2011/04/21,2636
2011/04/22,2654
2011/04/23,2679
2011/04/24,2700
2011/04/25,2731
2011/04/26,2772
2011/04/27,2827
2011/04/28,2865
2011/04/29,2905
2011/04/30,2946
2011/05/01,2992
2011/05/02,3029
2011/05/03,3069
2011/05/04,3111
2011/05/05,3160
2011/05/06,3209
2011/05/07,3262
2011/05/08,3304
2011/05/09,3355
2011/05/10,3396
2011/05/11,3424
2011/05/12,3451
2011/05/13,3497
2011/05/14,3549
2011/05/15,3592
2011/05/16,3648
2011/05/17,3708
2011/05/18,3780
2011/05/19,3842
2011/05/20,3912
2011/05/21,3979
2011/05/22,4049
2011/05/23,4122
2011/05/24,4199
2011/05/25,4287
2011/05/26,4383
2011/05/27,4447
2011/05/28,4513
2011/05/29,4580
2011/05/30,4646
2011/05/31,4731
2011/06/01,4810
2011/06/02,4916
2011/06/03,5041
2011/06/04,5178
2011/06/05,5309
2011/06/06,5454
2011/06/07,5589
2011/06/08,5781
2011/06/09,5984
2011/06/10,6169
2011/06/11,6350
2011/06/12,6563
2011/06/13,6752
2011/06/14,6989
2011/06/15,7201
2011/06/16,7423
2011/06/17,7616
2011/06/18,7793
2011/06/19,7983
2011/06/20,8167
2011/06/21,8310
2011/06/22,8502
2011/06/23,8674
2011/06/24,8844
2011/06/25,8995
2011/06/26,9144
2011/06/27,9341
2011/06/28,9526
2011/06/29,9687
2011/06/30,9853
2011/07/01,10020
2011/07/02,10150
2011/07/03,10283
2011/07/04,10439
2011/07/05,10592
2011/07/06,10769
2011/07/07,10912
2011/07/08,11055
2011/07/09,11180
2011/07/10,11307
2011/07/11,11469
2011/07/12,11595
2011/07/13,11723
2011/07/14,11870
2011/07/15,11996
2011/07/16,12132
2011/07/17,12247
2011/07/18,12368
2011/07/19,12499
2011/07/20,12640
2011/07/21,12765
2011/07/22,12902
2011/07/23,13016
2011/07/24,13134
2011/07/25,13263
2011/07/26,13364
2011/07/27,13475
2011/07/28,13584
2011/07/29,13664
2011/07/30,13726
2011/07/31,13839
2011/08/01,13950
2011/08/02,14073
2011/08/03,14164
2011/08/04,14262
2011/08/05,14346
2011/08/06,14424
2011/08/07,14498
2011/08/08,14585
2011/08/09,14707
2011/08/10,14815
2011/08/11,14896
2011/08/12,14960
2011/08/13,15042
2011/08/14,15111
2011/08/15,15187
2011/08/16,15264
2011/08/17,15322
2011/08/18,15384
2011/08/19,15439
2011/08/20,15485
2011/08/21,15531
2011/08/22,15578
2011/08/23,15606
2011/08/24,15628
2011/08/25,15680
2011/08/26,15729
2011/08/27,15768
2011/08/28,15778
2011/08/29,15814
2011/08/30,15845
2011/08/31,15861
2011/09/01,15850
2011/09/02,15824
2011/09/03,15789
2011/09/04,15754
2011/09/05,15730
2011/09/06,15673
2011/09/07,15586
2011/09/08,15507
2011/09/09,15444
2011/09/10,15334
2011/09/11,15247
2011/09/12,15120
2011/09/13,15007
2011/09/14,14883
2011/09/15,14793
2011/09/16,14694
2011/09/17,14576
2011/09/18,14483
2011/09/19,14414
2011/09/20,14334
2011/09/21,14270
2011/09/22,14177
2011/09/23,14106
2011/09/24,14027
2011/09/25,13899
2011/09/26,13795
2011/09/27,13716
2011/09/28,13642
2011/09/29,13555
2011/09/30,13510
2011/10/01,13446
2011/10/02,13356
2011/10/03,13293
2011/10/04,13199
2011/10/05,13143
2011/10/06,13089
2011/10/07,13051
2011/10/08,12996
2011/10/09,12906
2011/10/10,12857
2011/10/11,12791
2011/10/12,12727
2011/10/13,12666
2011/10/14,12610
2011/10/15,12560
2011/10/16,12482
2011/10/17,12421
2011/10/18,12344
2011/10/19,12285
2011/10/20,12201
2011/10/21,12151
2011/10/22,12091
2011/10/23,12017
2011/10/24,11965
2011/10/25,11910
2011/10/26,11847
2011/10/27,11789
2011/10/28,11762
2011/10/29,11707
2011/10/30,11639
2011/10/31,11566
2011/11/01,11523
2011/11/02,11475
2011/11/03,11437
2011/11/04,11434
2011/11/05,11411
2011/11/06,11365
2011/11/07,11289
2011/11/08,11237
2011/11/09,11206
2011/11/10,11187
2011/11/11,11135
2011/11/12,11082
2011/11/13,11023
2011/11/14,10957
2011/11/15,10925
2011/11/16,10883
2011/11/17,10833
2011/11/18,10793
2011/11/19,10725
2011/11/20,10655
2011/11/21,10590
2011/11/22,10534
2011/11/23,10481
2011/11/24,10420
2011/11/25,10382
2011/11/26,10347
2011/11/27,10283
2011/11/28,10232
2011/11/29,10200
2011/11/30,10171
2011/12/01,10140
2011/12/02,10123
2011/12/03,10075
2011/12/04,10027
2011/12/05,9971
2011/12/06,9956
2011/12/07,9924
2011/12/08,9877
2011/12/09,9848
2011/12/10,9812
2011/12/11,9767
2011/12/12,9726
2011/12/13,9690
2011/12/14,9655
2011/12/15,9613
2011/12/16,9586
2011/12/17,9545
2011/12/18,9495
2011/12/19,9450
2011/12/20,9416
2011/12/21,9390
2011/12/22,9366
2011/12/23,9350
2011/12/24,9321
2011/12/25,9301
2011/12/26,9279
2011/12/27,9252
2011/12/28,9227
2011/12/29,9203
2011/12/30,9181
2011/12/31,9164
2012/01/01,9128
2012/01/02,9108
2012/01/03,9089
2012/01/04,9067
2012/01/05,9071
2012/01/06,9079
2012/01/07,9074
2012/01/08,9068
2012/01/09,9055
2012/01/10,9054
2012/01/11,9075
2012/01/12,9067
2012/01/13,9069
2012/01/14,9088
2012/01/15,9078
2012/01/16,9098
2012/01/17,9111
2012/01/18,9133
2012/01/19,9147
2012/01/20,9159
2012/01/21,9156
2012/01/22,9130
2012/01/23,9128
2012/01/24,9144
2012/01/25,9183
2012/01/26,9195
2012/01/27,9196
2012/01/28,9204
2012/01/29,9210
2012/01/30,9211
2012/01/31,9222
2012/02/01,9228
2012/02/02,9228
2012/02/03,9241
2012/02/04,9267
2012/02/05,9280
2012/02/06,9273
2012/02/07,9268
2012/02/08,9265
2012/02/09,9290
2012/02/10,9320
2012/02/11,9338
2012/02/12,9341
2012/02/13,9355
2012/02/14,9393
2012/02/15,9441
2012/02/16,9485
2012/02/17,9515
2012/02/18,9544
2012/02/19,9566
2012/02/20,9588
2012/02/21,9610
2012/02/22,9652
2012/02/23,9697
2012/02/24,9741
2012/02/25,9768
2012/02/26,9771
2012/02/27,9774
2012/02/28,9786
2012/02/29,9799
2012/03/01,9816
2012/03/02,9853
