Date,confirmationtime90sma
2010/07/17,8.659
2010/07/18,8.683
2010/07/19,8.697
2010/07/20,8.712
2010/07/21,8.689
2010/07/22,8.673
2010/07/23,8.661
2010/07/24,8.644
2010/07/25,8.616
2010/07/26,8.593
2010/07/27,8.6
2010/07/28,8.592
2010/07/29,8.57
2010/07/30,8.57
2010/07/31,8.546
2010/08/01,8.512
2010/08/02,8.46
2010/08/03,8.414
2010/08/04,8.373
2010/08/05,8.325
2010/08/06,8.33
2010/08/07,8.321
2010/08/08,8.276
2010/08/09,8.217
2010/08/10,8.174
2010/08/11,8.118
2010/08/12,8.062
2010/08/13,7.96
2010/08/14,7.876
2010/08/15,7.841
2010/08/16,7.855
2010/08/17,7.881
2010/08/18,7.923
2010/08/19,7.95
2010/08/20,7.951
2010/08/21,7.968
2010/08/22,7.958
2010/08/23,7.957
2010/08/24,7.96
2010/08/25,7.95
2010/08/26,7.955
2010/08/27,7.961
2010/08/28,7.948
2010/08/29,7.934
2010/08/30,7.923
2010/08/31,7.901
2010/09/01,7.898
2010/09/02,7.872
2010/09/03,7.86
2010/09/04,7.84
2010/09/05,7.835
2010/09/06,7.836
2010/09/07,7.841
2010/09/08,7.838
2010/09/09,7.861
2010/09/10,7.833
2010/09/11,7.84
2010/09/12,7.831
2010/09/13,7.838
2010/09/14,7.804
2010/09/15,7.789
2010/09/16,7.755
2010/09/17,7.726
2010/09/18,7.707
2010/09/19,7.679
2010/09/20,7.656
2010/09/21,7.663
2010/09/22,7.66
2010/09/23,7.622
2010/09/24,7.592
2010/09/25,7.579
2010/09/26,7.552
2010/09/27,7.527
2010/09/28,7.515
2010/09/29,7.536
2010/09/30,7.55
2010/10/01,7.578
2010/10/02,7.642
2010/10/03,7.684
2010/10/04,7.694
2010/10/05,7.718
2010/10/06,7.706
2010/10/07,7.725
2010/10/08,7.748
2010/10/09,7.76
2010/10/10,7.826
2010/10/11,7.903
2010/10/12,7.979
2010/10/13,8.044
2010/10/14,8.091
2010/10/15,8.089
2010/10/16,8.058
2010/10/17,8.025
2010/10/18,8.001
2010/10/19,7.986
2010/10/20,7.956
2010/10/21,7.959
2010/10/22,7.978
2010/10/23,8.001
2010/10/24,8.013
2010/10/25,7.995
2010/10/26,7.961
2010/10/27,7.947
2010/10/28,7.932
2010/10/29,7.925
2010/10/30,7.922
2010/10/31,7.945
2010/11/01,7.965
2010/11/02,7.99
2010/11/03,8.001
2010/11/04,7.972
2010/11/05,7.941
2010/11/06,7.934
2010/11/07,7.917
2010/11/08,7.891
2010/11/09,7.896
2010/11/10,7.901
2010/11/11,7.9
2010/11/12,7.938
2010/11/13,7.932
2010/11/14,7.886
2010/11/15,7.842
2010/11/16,7.803
2010/11/17,7.749
2010/11/18,7.728
2010/11/19,7.742
2010/11/20,7.805
2010/11/21,7.844
2010/11/22,7.868
2010/11/23,7.908
2010/11/24,7.922
2010/11/25,7.917
2010/11/26,7.905
2010/11/27,7.895
2010/11/28,7.881
2010/11/29,7.871
2010/11/30,7.848
2010/12/01,7.831
2010/12/02,7.818
2010/12/03,7.814
2010/12/04,7.787
2010/12/05,7.753
2010/12/06,7.719
2010/12/07,7.689
2010/12/08,7.638
2010/12/09,7.619
2010/12/10,7.628
2010/12/11,7.629
2010/12/12,7.629
2010/12/13,7.664
2010/12/14,7.663
2010/12/15,7.671
2010/12/16,7.687
2010/12/17,7.716
2010/12/18,7.739
2010/12/19,7.747
2010/12/20,7.754
2010/12/21,7.744
2010/12/22,7.777
2010/12/23,7.818
2010/12/24,7.848
2010/12/25,7.866
2010/12/26,7.906
2010/12/27,7.927
2010/12/28,7.924
2010/12/29,7.911
2010/12/30,7.902
2010/12/31,7.841
2011/01/01,7.798
2011/01/02,7.785
2011/01/03,7.761
2011/01/04,7.781
2011/01/05,7.784
2011/01/06,7.794
2011/01/07,7.79
2011/01/08,7.795
2011/01/09,7.792
2011/01/10,7.788
2011/01/11,7.79
