Date,transactions30wma
2010/07/17,602.492
2010/07/18,594.232
2010/07/19,592.37
2010/07/20,593.69
2010/07/21,584.086
2010/07/22,571.862
2010/07/23,559.058
2010/07/24,577.422
2010/07/25,651.647
2010/07/26,634.32
2010/07/27,618.925
2010/07/28,701.929
2010/07/29,774.473
2010/07/30,743.981
2010/07/31,710.086
2010/08/01,678.28
2010/08/02,648.363
2010/08/03,635.368
2010/08/04,607.075
2010/08/05,585.034
2010/08/06,556.955
2010/08/07,522.488
2010/08/08,492.697
2010/08/09,465.351
2010/08/10,432.108
2010/08/11,400.854
2010/08/12,372.486
2010/08/13,353.563
2010/08/14,336.389
2010/08/15,317.501
2010/08/16,312.609
2010/08/17,300.015
2010/08/18,291.097
2010/08/19,278.931
2010/08/20,269.826
2010/08/21,256.841
2010/08/22,243
2010/08/23,229.424
2010/08/24,217.544
2010/08/25,207.768
2010/08/26,198.733
2010/08/27,187.66
2010/08/28,183.144
2010/08/29,177.312
2010/08/30,176.867
2010/08/31,181.2
2010/09/01,183.056
2010/09/02,181.026
2010/09/03,178.901
2010/09/04,172.865
2010/09/05,170.686
2010/09/06,166.972
2010/09/07,163.383
2010/09/08,163.299
2010/09/09,164.312
2010/09/10,164.852
2010/09/11,162.931
2010/09/12,164.753
2010/09/13,170.852
2010/09/14,173.871
2010/09/15,179.228
2010/09/16,181.972
2010/09/17,180.394
2010/09/18,179.591
2010/09/19,177.817
2010/09/20,183.708
2010/09/21,213.656
2010/09/22,233.596
2010/09/23,247.766
2010/09/24,251.834
2010/09/25,258.991
2010/09/26,257.402
2010/09/27,267.206
2010/09/28,270.441
2010/09/29,307.609
2010/09/30,305.226
2010/10/01,316.538
2010/10/02,325.533
2010/10/03,324.602
2010/10/04,323.391
2010/10/05,321.254
2010/10/06,318.323
2010/10/07,311.529
2010/10/08,306.482
2010/10/09,303.553
2010/10/10,296.766
2010/10/11,289.845
2010/10/12,283.746
2010/10/13,277.077
2010/10/14,268.897
2010/10/15,260.133
2010/10/16,253.671
2010/10/17,247.544
2010/10/18,250.57
2010/10/19,275.041
2010/10/20,284.26
2010/10/21,287.723
2010/10/22,297.06
2010/10/23,299.669
2010/10/24,302.77
2010/10/25,296.68
2010/10/26,295.359
2010/10/27,298.895
2010/10/28,296.794
2010/10/29,293.234
2010/10/30,286.378
2010/10/31,276.652
2010/11/01,270.542
2010/11/02,260.791
2010/11/03,254.385
2010/11/04,247.155
2010/11/05,245.439
2010/11/06,240.718
2010/11/07,238.2
2010/11/08,237.615
2010/11/09,233.94
2010/11/10,230.378
2010/11/11,225.632
2010/11/12,217.125
2010/11/13,208.963
2010/11/14,203.473
2010/11/15,488.996
2010/11/16,1038
2010/11/17,1006
2010/11/18,1042
2010/11/19,1609
2010/11/20,2164
2010/11/21,2719
2010/11/22,2626
2010/11/23,2534
2010/11/24,2672
2010/11/25,2871
2010/11/26,2821
2010/11/27,2715
2010/11/28,2610
2010/11/29,2503
2010/11/30,2396
2010/12/01,2293
2010/12/02,2186
2010/12/03,2075
2010/12/04,1963
2010/12/05,1851
2010/12/06,1741
2010/12/07,1638
2010/12/08,1531
2010/12/09,1423
2010/12/10,1313
2010/12/11,1212
2010/12/12,1117
2010/12/13,1023
2010/12/14,926.794
2010/12/15,827.714
2010/12/16,732.043
2010/12/17,650.759
2010/12/18,571.953
2010/12/19,496.951
2010/12/20,467.744
2010/12/21,435.682
2010/12/22,428.372
2010/12/23,412.112
2010/12/24,396.06
2010/12/25,392.624
2010/12/26,396.77
2010/12/27,397.284
2010/12/28,406.11
2010/12/29,405.194
2010/12/30,408.959
2010/12/31,410.355
2011/01/01,417.086
2011/01/02,417.955
2011/01/03,455.686
2011/01/04,483.088
2011/01/05,529.624
2011/01/06,535.252
2011/01/07,559.957
2011/01/08,609.886
2011/01/09,644.368
2011/01/10,682.862
2011/01/11,722.271
2011/01/12,747.555
2011/01/13,777.14
2011/01/14,805.637
2011/01/15,814.961
2011/01/16,820.228
2011/01/17,817.535
2011/01/18,815.981
2011/01/19,818.34
2011/01/20,820.108
2011/01/21,837.609
2011/01/22,871.153
2011/01/23,880.475
2011/01/24,902.856
2011/01/25,898.129
2011/01/26,898.705
2011/01/27,888.991
2011/01/28,894.484
2011/01/29,915.708
2011/01/30,1016
2011/01/31,1034
2011/02/01,1025
2011/02/02,1009
2011/02/03,986.249
2011/02/04,972.329
2011/02/05,952.357
2011/02/06,937.267
2011/02/07,919.669
2011/02/08,902.602
2011/02/09,909.389
2011/02/10,968.875
2011/02/11,1048
2011/02/12,1095
2011/02/13,1134
2011/02/14,1185
2011/02/15,1246
2011/02/16,1294
2011/02/17,1351
2011/02/18,1393
2011/02/19,1406
2011/02/20,1438
2011/02/21,1471
2011/02/22,1516
2011/02/23,1561
2011/02/24,1596
2011/02/25,1625
2011/02/26,1641
2011/02/27,1677
2011/02/28,1682
2011/03/01,1752
2011/03/02,1774
2011/03/03,1869
2011/03/04,1879
2011/03/05,1888
2011/03/06,1893
2011/03/07,1893
2011/03/08,1925
2011/03/09,1917
2011/03/10,1899
2011/03/11,1892
2011/03/12,1952
2011/03/13,1996
2011/03/14,2035
2011/03/15,2085
2011/03/16,2153
2011/03/17,2230
2011/03/18,2241
2011/03/19,2305
2011/03/20,2422
2011/03/21,2648
2011/03/22,2634
2011/03/23,2767
2011/03/24,2740
2011/03/25,2700
2011/03/26,2749
2011/03/27,2739
2011/03/28,2757
2011/03/29,2758
2011/03/30,2697
2011/03/31,2655
2011/04/01,2583
2011/04/02,2523
2011/04/03,2470
2011/04/04,2449
2011/04/05,2414
2011/04/06,2365
2011/04/07,2304
2011/04/08,2249
2011/04/09,2193
2011/04/10,2136
2011/04/11,2093
2011/04/12,2061
2011/04/13,2048
2011/04/14,2070
2011/04/15,2038
2011/04/16,2015
2011/04/17,2002
2011/04/18,2040
2011/04/19,2115
2011/04/20,2151
2011/04/21,2125
2011/04/22,2110
2011/04/23,2114
2011/04/24,2117
2011/04/25,2137
2011/04/26,2214
2011/04/27,2363
2011/04/28,2409
2011/04/29,2485
2011/04/30,2619
2011/05/01,2714
2011/05/02,2748
2011/05/03,2768
2011/05/04,2778
2011/05/05,2828
2011/05/06,2864
2011/05/07,2936
2011/05/08,2939
2011/05/09,2978
2011/05/10,2994
2011/05/11,3003
2011/05/12,3027
2011/05/13,3092
2011/05/14,3174
2011/05/15,3212
2011/05/16,3283
2011/05/17,3356
2011/05/18,3494
2011/05/19,3575
2011/05/20,3660
2011/05/21,3751
2011/05/22,3855
2011/05/23,3979
2011/05/24,4104
2011/05/25,4245
2011/05/26,4426
2011/05/27,4471
2011/05/28,4527
2011/05/29,4560
2011/05/30,4630
2011/05/31,4744
2011/06/01,4883
2011/06/02,5052
2011/06/03,5296
2011/06/04,5550
2011/06/05,5780
2011/06/06,6068
2011/06/07,6303
2011/06/08,6705
2011/06/09,7109
2011/06/10,7436
2011/06/11,7720
2011/06/12,8088
2011/06/13,8362
2011/06/14,8807
2011/06/15,9128
2011/06/16,9447
2011/06/17,9654
2011/06/18,9865
2011/06/19,10053
2011/06/20,10211
2011/06/21,10256
2011/06/22,10408
2011/06/23,10477
2011/06/24,10571
2011/06/25,10580
2011/06/26,10601
2011/06/27,10724
2011/06/28,10767
2011/06/29,10749
2011/06/30,10697
2011/07/01,10700
2011/07/02,10529
2011/07/03,10378
2011/07/04,10306
