Date,transactions3ema
2010/07/17,773.895
2010/07/18,510.947
2010/07/19,432.474
2010/07/20,422.737
2010/07/21,339.368
2010/07/22,280.184
2010/07/23,248.592
2010/07/24,476.796
2010/07/25,1034
2010/07/26,629.199
2010/07/27,444.6
2010/07/28,1118
2010/07/29,1403
2010/07/30,772.825
2010/07/31,432.412
2010/08/01,278.706
2010/08/02,217.353
2010/08/03,319.177
2010/08/04,257.588
2010/08/05,277.294
2010/08/06,244.647
2010/08/07,181.324
2010/08/08,186.662
2010/08/09,210.331
2010/08/10,179.665
2010/08/11,179.333
2010/08/12,177.166
2010/08/13,239.083
2010/08/14,196.042
2010/08/15,152.021
2010/08/16,229.01
2010/08/17,209.005
2010/08/18,226.503
2010/08/19,208.251
2010/08/20,219.126
2010/08/21,194.063
2010/08/22,174.031
2010/08/23,165.016
2010/08/24,164.508
2010/08/25,156.754
2010/08/26,157.377
2010/08/27,140.188
2010/08/28,154.594
2010/08/29,126.297
2010/08/30,153.149
2010/08/31,205.074
2010/09/01,214.037
2010/09/02,189.519
2010/09/03,172.259
2010/09/04,132.63
2010/09/05,139.315
2010/09/06,129.657
2010/09/07,125.829
2010/09/08,149.914
2010/09/09,169.457
2010/09/10,176.229
2010/09/11,160.614
2010/09/12,181.307
2010/09/13,223.154
2010/09/14,222.077
2010/09/15,241.538
2010/09/16,230.269
2010/09/17,191.635
2010/09/18,176.817
2010/09/19,161.409
2010/09/20,211.704
2010/09/21,424.852
2010/09/22,461.926
2010/09/23,441.463
2010/09/24,357.232
2010/09/25,341.116
2010/09/26,268.058
2010/09/27,321.029
2010/09/28,300.014
2010/09/29,555.507
2010/09/30,387.254
2010/10/01,408.627
2010/10/02,404.813
2010/10/03,329.907
2010/10/04,291.953
2010/10/05,268.477
2010/10/06,252.238
2010/10/07,216.119
2010/10/08,212.56
2010/10/09,227.78
2010/10/10,206.39
2010/10/11,194.695
2010/10/12,195.847
2010/10/13,191.924
2010/10/14,176.962
2010/10/15,163.981
2010/10/16,173.49
2010/10/17,180.245
2010/10/18,255.123
2010/10/19,461.561
2010/10/20,455.281
2010/10/21,410.64
2010/10/22,429.32
2010/10/23,385.66
2010/10/24,366.33
2010/10/25,286.665
2010/10/26,281.833
2010/10/27,318.416
2010/10/28,292.708
