Date,difficulty14ema
2011/09/23,1761377
2011/09/24,1760583
2011/09/25,1759896
2011/09/26,1759299
2011/09/27,1758518
2011/09/28,1749293
2011/09/29,1741299
2011/09/30,1734370
2011/10/01,1728366
2011/10/02,1723161
2011/10/03,1718651
2011/10/04,1714742
2011/10/05,1711355
2011/10/06,1708418
2011/10/07,1705874
2011/10/08,1703669
2011/10/09,1701757
2011/10/10,1700101
2011/10/11,1698665
2011/10/12,1697421
2011/10/13,1696343
2011/10/14,1667408
2011/10/15,1640847
2011/10/16,1617826
2011/10/17,1597876
2011/10/18,1580585
2011/10/19,1565600
2011/10/20,1552612
2011/10/21,1541357
2011/10/22,1531602
2011/10/23,1523148
2011/10/24,1515821
2011/10/25,1509471
2011/10/26,1503967
2011/10/27,1499198
2011/10/28,1495064
2011/10/29,1491482
2011/10/30,1488377
2011/10/31,1454699
2011/11/01,1421201
2011/11/02,1392169
2011/11/03,1367008
2011/11/04,1345202
2011/11/05,1326303
2011/11/06,1309924
2011/11/07,1295729
2011/11/08,1283427
2011/11/09,1272765
2011/11/10,1263525
2011/11/11,1255516
2011/11/12,1248576
2011/11/13,1242561
2011/11/14,1236356
2011/11/15,1230508
2011/11/16,1225440
2011/11/17,1221048
2011/11/18,1217241
2011/11/19,1213942
2011/11/20,1211083
2011/11/21,1208605
2011/11/22,1206457
2011/11/23,1204596
2011/11/24,1202983
2011/11/25,1201585
2011/11/26,1200373
2011/11/27,1199323
2011/11/28,1198413
2011/11/29,1191921
2011/11/30,1178427
2011/12/01,1166732
2011/12/02,1156596
2011/12/03,1147812
2011/12/04,1140199
2011/12/05,1133602
2011/12/06,1127883
2011/12/07,1122928
2011/12/08,1118633
2011/12/09,1114911
2011/12/10,1111685
2011/12/11,1108889
2011/12/12,1107884
2011/12/13,1114171
2011/12/14,1119620
2011/12/15,1124342
2011/12/16,1128435
2011/12/17,1131982
2011/12/18,1135056
2011/12/19,1137721
2011/12/20,1140030
2011/12/21,1142031
2011/12/22,1143765
2011/12/23,1145268
2011/12/24,1146571
2011/12/25,1147700
2011/12/26,1148833
2011/12/27,1150313
2011/12/28,1151595
2011/12/29,1152706
2011/12/30,1153669
2011/12/31,1154504
2012/01/01,1155227
2012/01/02,1155854
2012/01/03,1156398
2012/01/04,1156869
2012/01/05,1157277
2012/01/06,1157630
2012/01/07,1157937
2012/01/08,1160729
2012/01/09,1172733
2012/01/10,1183136
2012/01/11,1192152
2012/01/12,1199966
2012/01/13,1206738
2012/01/14,1212608
2012/01/15,1217694
2012/01/16,1222103
2012/01/17,1225923
2012/01/18,1229235
2012/01/19,1232104
2012/01/20,1234592
2012/01/21,1236747
2012/01/22,1245038
2012/01/23,1253397
2012/01/24,1260641
2012/01/25,1266919
2012/01/26,1272361
2012/01/27,1277076
2012/01/28,1281163
2012/01/29,1284705
2012/01/30,1287775
2012/01/31,1290435
2012/02/01,1292741
2012/02/02,1294739
2012/02/03,1296471
2012/02/04,1303103
2012/02/05,1313309
2012/02/06,1322154
2012/02/07,1329820
2012/02/08,1336463
2012/02/09,1342221
2012/02/10,1347211
2012/02/11,1351536
2012/02/12,1355284
2012/02/13,1358533
2012/02/14,1361348
2012/02/15,1363788
2012/02/16,1365903
2012/02/17,1367735
2012/02/18,1369065
2012/02/19,1370030
2012/02/20,1370867
2012/02/21,1371591
2012/02/22,1372219
2012/02/23,1372764
2012/02/24,1373236
2012/02/25,1373644
2012/02/26,1373999
2012/02/27,1374306
2012/02/28,1374572
2012/02/29,1374803
2012/03/01,1375003
2012/03/02,1384422
2012/03/03,1399429
2012/03/04,1412436
2012/03/05,1423708
2012/03/06,1433478
2012/03/07,1441944
2012/03/08,1449282
2012/03/09,1455642
2012/03/10,1461153
2012/03/11,1465930
2012/03/12,1470070
2012/03/13,1473658
2012/03/14,1476767
2012/03/15,1479462
2012/03/16,1481920
2012/03/17,1484103
2012/03/18,1485996
2012/03/19,1487635
2012/03/20,1489057
2012/03/21,1490288
2012/03/22,1491356
2012/03/23,1492281
2012/03/24,1493083
2012/03/25,1493778
2012/03/26,1494380
2012/03/27,1494902
2012/03/28,1495354
2012/03/29,1508481
2012/03/30,1524224
2012/03/31,1537868
2012/04/01,1549693
2012/04/02,1559941
2012/04/03,1568823
2012/04/04,1576520
2012/04/05,1583191
2012/04/06,1588973
2012/04/07,1593984
2012/04/08,1598326
2012/04/09,1602090
2012/04/10,1605352
2012/04/11,1608179
2012/04/12,1608892
2012/04/13,1604762
2012/04/14,1601182
2012/04/15,1598080
2012/04/16,1595391
2012/04/17,1593060
2012/04/18,1591041
2012/04/19,1589291
2012/04/20,1587774
2012/04/21,1586459
2012/04/22,1585320
2012/04/23,1584332
2012/04/24,1583476
2012/04/25,1582735
2012/04/26,1582092
2012/04/27,1574893
2012/04/28,1566053
2012/04/29,1558391
2012/04/30,1551751
2012/05/01,1545996
2012/05/02,1541009
2012/05/03,1536686
2012/05/04,1532940
2012/05/05,1529693
2012/05/06,1526879
2012/05/07,1524441
2012/05/08,1522327
2012/05/09,1533486
2012/05/10,1560115
2012/05/11,1583194
2012/05/12,1603196
2012/05/13,1620531
2012/05/14,1635554
2012/05/15,1648575
2012/05/16,1659859
2012/05/17,1669639
2012/05/18,1678115
2012/05/19,1685460
2012/05/20,1691827
2012/05/21,1697344
2012/05/22,1702126
2012/05/23,1706270
2012/05/24,1705314
2012/05/25,1690082
2012/05/26,1676881
2012/05/27,1665440
2012/05/28,1655525
2012/05/29,1646931
2012/05/30,1639484
2012/05/31,1633029
2012/06/01,1627435
2012/06/02,1622587
2012/06/03,1618386
2012/06/04,1614744
2012/06/05,1611588
2012/06/06,1608853
2012/06/07,1606240
2012/06/08,1603165
2012/06/09,1600500
2012/06/10,1598191
2012/06/11,1596189
2012/06/12,1594454
2012/06/13,1592951
2012/06/14,1591648
2012/06/15,1590518
2012/06/16,1589540
2012/06/17,1588691
2012/06/18,1587956
2012/06/19,1587319
2012/06/20,1592305
2012/06/21,1610206
2012/06/22,1625721
2012/06/23,1639167
2012/06/24,1650820
2012/06/25,1660920
2012/06/26,1669673
2012/06/27,1677259
2012/06/28,1683833
2012/06/29,1689531
2012/06/30,1694469
2012/07/01,1698749
2012/07/02,1702458
2012/07/03,1705672
2012/07/04,1710228
2012/07/05,1715725
2012/07/06,1720489
2012/07/07,1724618
2012/07/08,1728196
2012/07/09,1731297
2012/07/10,1733985
2012/07/11,1736314
2012/07/12,1738333
2012/07/13,1740082
2012/07/14,1741599
2012/07/15,1742913
2012/07/16,1744052
2012/07/17,1750830
2012/07/18,1766238
2012/07/19,1779592
2012/07/20,1791165
2012/07/21,1801195
2012/07/22,1809888
2012/07/23,1817422
2012/07/24,1823951
2012/07/25,1829610
2012/07/26,1834514
2012/07/27,1838764
2012/07/28,1842448
2012/07/29,1845640
2012/07/30,1859630
2012/07/31,1883236
2012/08/01,1903694
2012/08/02,1921424
2012/08/03,1936790
2012/08/04,1950108
2012/08/05,1961650
2012/08/06,1971652
2012/08/07,1980322
2012/08/08,1987835
2012/08/09,1994346
2012/08/10,1999990
2012/08/11,2004880
2012/08/12,2019464
2012/08/13,2042317
2012/08/14,2062124
2012/08/15,2079289
2012/08/16,2094166
2012/08/17,2107060
2012/08/18,2118234
2012/08/19,2127918
2012/08/20,2136311
2012/08/21,2143585
2012/08/22,2149889
2012/08/23,2155353
2012/08/24,2160088
2012/08/25,2194841
2012/08/26,2227614
2012/08/27,2256018
2012/08/28,2280635
2012/08/29,2301969
2012/08/30,2320459
2012/08/31,2336483
2012/09/01,2350371
2012/09/02,2362407
2012/09/03,2372839
2012/09/04,2381879
2012/09/05,2389714
2012/09/06,2403223
2012/09/07,2441999
2012/09/08,2475606
2012/09/09,2504732
2012/09/10,2529974
2012/09/11,2551850
2012/09/12,2570810
2012/09/13,2587242
2012/09/14,2601483
2012/09/15,2613825
2012/09/16,2624521
2012/09/17,2633791
2012/09/18,2641826
2012/09/19,2650879
2012/09/20,2679314
2012/09/21,2703958
2012/09/22,2725315
2012/09/23,2743825
2012/09/24,2759867
2012/09/25,2773771
2012/09/26,2785820
2012/09/27,2796263
2012/09/28,2805313
2012/09/29,2813157
2012/09/30,2819955
2012/10/01,2825846
2012/10/02,2830952
2012/10/03,2858484
2012/10/04,2884636
2012/10/05,2907302
2012/10/06,2926945
2012/10/07,2943970
2012/10/08,2958724
2012/10/09,2971511
2012/10/10,2982593
2012/10/11,2992198
2012/10/12,3000522
2012/10/13,3007736
2012/10/14,3013988
2012/10/15,3019407
2012/10/16,3024209
2012/10/17,3030624
2012/10/18,3036184
2012/10/19,3041002
2012/10/20,3045178
2012/10/21,3048797
2012/10/22,3051934
2012/10/23,3054652
2012/10/24,3057008
2012/10/25,3059050
2012/10/26,3060820
2012/10/27,3062353
2012/10/28,3063682
2012/10/29,3064834
2012/10/30,3096771
2012/10/31,3124449
2012/11/01,3148436
2012/11/02,3169226
2012/11/03,3187243
2012/11/04,3202858
2012/11/05,3216391
2012/11/06,3228120
2012/11/07,3238285
2012/11/08,3247094
2012/11/09,3254729
2012/11/10,3261346
2012/11/11,3267081
2012/11/12,3274328
2012/11/13,3286920
2012/11/14,3297833
2012/11/15,3307291
2012/11/16,3315488
2012/11/17,3322592
2012/11/18,3328748
2012/11/19,3334084
2012/11/20,3338709
2012/11/21,3342716
2012/11/22,3346190
2012/11/23,3349200
2012/11/24,3351809
2012/11/25,3354070
2012/11/26,3360497
2012/11/27,3370952
2012/11/28,3380013
2012/11/29,3387866
2012/11/30,3394672
2012/12/01,3400570
2012/12/02,3405682
2012/12/03,3410112
2012/12/04,3413952
2012/12/05,3417279
2012/12/06,3420163
2012/12/07,3422663
2012/12/08,3424829
2012/12/09,3426706
2012/12/10,3426154
2012/12/11,3418691
2012/12/12,3412224
2012/12/13,3406618
2012/12/14,3401760
2012/12/15,3397549
2012/12/16,3393900
2012/12/17,3390738
2012/12/18,3387997
2012/12/19,3385622
2012/12/20,3383563
2012/12/21,3381779
2012/12/22,3380233
2012/12/23,3378893
2012/12/24,3377731
2012/12/25,3376725
2012/12/26,3350830
2012/12/27,3301338
2012/12/28,3258444
2012/12/29,3221270
2012/12/30,3189052
2012/12/31,3161130
2013/01/01,3136931
2013/01/02,3115958
2013/01/03,3097782
2013/01/04,3082029
2013/01/05,3068377
2013/01/06,3056545
2013/01/07,3046291
2013/01/08,3055803
2013/01/09,3081636
2013/01/10,3104025
2013/01/11,3123428
2013/01/12,3140244
2013/01/13,3154818
2013/01/14,3167449
2013/01/15,3178396
2013/01/16,3187883
2013/01/17,3196105
2013/01/18,3203231
2013/01/19,3209407
2013/01/20,3214759
2013/01/21,3219398
2013/01/22,3223418
2013/01/23,3218583
2013/01/24,3185275
2013/01/25,3156409
2013/01/26,3131391
2013/01/27,3109709
2013/01/28,3090918
2013/01/29,3074632
2013/01/30,3060518
2013/01/31,3048286
2013/02/01,3037684
2013/02/02,3028496
2013/02/03,3020534
2013/02/04,3013632
2013/02/05,3027240
2013/02/06,3060337
2013/02/07,3089021
2013/02/08,3113880
2013/02/09,3135424
2013/02/10,3154096
2013/02/11,3170279
2013/02/12,3184304
2013/02/13,3196458
2013/02/14,3206993
2013/02/15,3216122
2013/02/16,3224035
2013/02/17,3230892
2013/02/18,3285353
2013/02/19,3334107
2013/02/20,3376361
2013/02/21,3412981
2013/02/22,3444719
2013/02/23,3472224
2013/02/24,3496063
2013/02/25,3516723
2013/02/26,3534628
2013/02/27,3550146
2013/02/28,3563594
2013/03/01,3601032
2013/03/02,3703278
2013/03/03,3791891
2013/03/04,3868689
2013/03/05,3935247
2013/03/06,3992931
2013/03/07,4042924
2013/03/08,4086251
2013/03/09,4123801
2013/03/10,4156344
2013/03/11,4184548
2013/03/12,4208992
2013/03/13,4230177
2013/03/14,4288205
2013/03/15,4362797
2013/03/16,4427444
2013/03/17,4483471
2013/03/18,4532028
2013/03/19,4574110
2013/03/20,4610582
2013/03/21,4642191
2013/03/22,4669585
2013/03/23,4693326
2013/03/24,4811690
2013/03/25,5062908
2013/03/26,5280630
2013/03/27,5469323
2013/03/28,5632857
2013/03/29,5774586
2013/03/30,5897418
2013/03/31,6003873
2013/04/01,6096133
2013/04/02,6176092
2013/04/03,6245390
2013/04/04,6305448
2013/04/05,6398730
2013/04/06,6568632
2013/04/07,6715881
2013/04/08,6843497
2013/04/09,6954098
2013/04/10,7049951
2013/04/11,7133024
2013/04/12,7205021
2013/04/13,7267418
2013/04/14,7321496
2013/04/15,7368363
2013/04/16,7408981
2013/04/17,7492887
2013/04/18,7690408
2013/04/19,7861593
2013/04/20,8009954
2013/04/21,8138533
2013/04/22,8249968
2013/04/23,8346545
2013/04/24,8430245
2013/04/25,8502785
2013/04/26,8565653
2013/04/27,8620139
2013/04/28,8667360
2013/04/29,8708285
2013/04/30,8861102
2013/05/01,9023127
2013/05/02,9163550
2013/05/03,9285249
2013/05/04,9390721
2013/05/05,9482131
2013/05/06,9561352
2013/05/07,9630011
2013/05/08,9689515
2013/05/09,9741086
2013/05/10,9785780
2013/05/11,9824515
2013/05/12,9888064
2013/05/13,10061290
2013/05/14,10211419
2013/05/15,10341531
2013/05/16,10454294
2013/05/17,10552023
2013/05/18,10636721
2013/05/19,10710125
2013/05/20,10773743
2013/05/21,10828878
2013/05/22,10876662
2013/05/23,10918075
2013/05/24,10953966
2013/05/25,11020204
2013/05/26,11171299
2013/05/27,11302247
2013/05/28,11415736
2013/05/29,11514092
2013/05/30,11599335
2013/05/31,11673212
2013/06/01,11737239
2013/06/02,11792728
2013/06/03,11840819
2013/06/04,11882498
2013/06/05,12093733
2013/06/06,12561986
2013/06/07,12967806
2013/06/08,13319516
2013/06/09,13624332
2013/06/10,13888505
2013/06/11,14117455
2013/06/12,14315879
2013/06/13,14487846
2013/06/14,14636884
2013/06/15,14766051
2013/06/16,14923740
2013/06/17,15512476
2013/06/18,16022714
2013/06/19,16464920
2013/06/20,16848165
2013/06/21,17180311
2013/06/22,17468170
2013/06/23,17717649
2013/06/24,17933863
2013/06/25,18121249
2013/06/26,18283650
2013/06/27,18424398
2013/06/28,18546380
2013/06/29,18763908
2013/06/30,19106764
2013/07/01,19403906
2013/07/02,19661429
2013/07/03,19884616
2013/07/04,20078044
2013/07/05,20245682
2013/07/06,20390969
2013/07/07,20516883
2013/07/08,20626009
2013/07/09,20720585
2013/07/10,20802551
2013/07/11,21509863
2013/07/12,22130264
2013/07/13,22667946
2013/07/14,23133937
2013/07/15,23537795
2013/07/16,23887806
2013/07/17,24191148
2013/07/18,24454045
2013/07/19,24681889
2013/07/20,24879354
2013/07/21,25050490
2013/07/22,25334651
2013/07/23,26124292
2013/07/24,26808648
2013/07/25,27401756
2013/07/26,27915784
2013/07/27,28361274
2013/07/28,28747365
2013/07/29,29081978
2013/07/30,29371976
2013/07/31,29623307
2013/08/01,29841128
2013/08/02,30029905
2013/08/03,30578504
2013/08/04,31487073
2013/08/05,32274498
2013/08/06,32956934
2013/08/07,33548378
2013/08/08,34060963
2013/08/09,34505204
2013/08/10,34890212
2013/08/11,35223886
2013/08/12,35513070
2013/08/13,36086304
2013/08/14,38049509
2013/08/15,39750953
2013/08/16,41225538
2013/08/17,42503511
2013/08/18,43611088
2013/08/19,44570988
2013/08/20,45402902
2013/08/21,46123894
2013/08/22,46748753
2013/08/23,47290298
2013/08/24,48467164
2013/08/25,50771550
2013/08/26,52768685
2013/08/27,54499535
2013/08/28,55999605
2013/08/29,57299666
2013/08/30,58426385
2013/08/31,59402875
2013/09/01,60249166
2013/09/02,60982619
2013/09/03,61618278
2013/09/04,64300473
2013/09/05,67318146
2013/09/06,69933462
2013/09/07,72200070
2013/09/08,74164463
2013/09/09,75866937
2013/09/10,77342414
2013/09/11,78621161
2013/09/12,79729409
2013/09/13,80689890
2013/09/14,81553739
2013/09/15,85697047
2013/09/16,89287914
2013/09/17,92399998
2013/09/18,95097138
2013/09/19,97434660
2013/09/20,99460512
2013/09/21,101216250
2013/09/22,102737890
2013/09/23,104056644
2013/09/24,105199565
2013/09/25,107946924
2013/09/26,113396561
2013/09/27,118119579
2013/09/28,122212862
2013/09/29,125760374
2013/09/30,128834884
2013/10/01,131499459
2013/10/02,133808758
2013/10/03,135810150
2013/10/04,137544690
2013/10/05,139047958
2013/10/06,142392119
2013/10/07,148644003
2013/10/08,154062303
2013/10/09,158758162
2013/10/10,162827907
2013/10/11,166355019
2013/10/12,169411850
2013/10/13,172061103
2013/10/14,174357123
2013/10/15,176347006
2013/10/16,182155953
2013/10/17,193565992
2013/10/18,203454693
2013/10/19,212024901
2013/10/20,219452414
2013/10/21,225889592
2013/10/22,231468480
2013/10/23,236303516
2013/10/24,240493880
2013/10/25,244125529
2013/10/26,261352677
2013/10/27,278629492
2013/10/28,293602732
2013/10/29,306579539
2013/10/30,317826105
2013/10/31,327573130
2013/11/01,336020551
2013/11/02,343341649
2013/11/03,349686601
2013/11/04,355185559
2013/11/05,362801920
2013/11/06,382552296
2013/11/07,399669288
2013/11/08,414504015
2013/11/09,427360778
2013/11/10,438503306
2013/11/11,448160164
2013/11/12,456529440
2013/11/13,463782813
2013/11/14,470069070
2013/11/15,475517159
2013/11/16,480238836
2013/11/17,488569793
2013/11/18,504691511
2013/11/19,518663667
2013/11/20,530772869
2013/11/21,541267510
2013/11/22,550362866
2013/11/23,558245508
2013/11/24,565077131
2013/11/25,570997871
2013/11/26,576129179
2013/11/27,580576312
2013/11/28,584430494
2013/11/29,591091577
2013/11/30,606600471
2013/12/01,620041513
2013/12/02,631690415
2013/12/03,641786131
2013/12/04,650535751
2013/12/05,658118756
2013/12/06,664690693
2013/12/07,670386371
2013/12/08,675322626
2013/12/09,679600714
2013/12/10,692378714
2013/12/11,721175001
2013/12/12,746131782
2013/12/13,767760993
2013/12/14,786506309
2013/12/15,802752249
2013/12/16,816832065
2013/12/17,829034571
2013/12/18,839610076
2013/12/19,848775515
2013/12/20,856718894
2013/12/21,884822038
2013/12/22,924302192
2013/12/23,958518326
2013/12/24,988172309
2013/12/25,1013872427
2013/12/26,1036145863
2013/12/27,1055449507
2013/12/28,1072179332
2013/12/29,1086678514
2013/12/30,1099244471
2013/12/31,1110134968
2014/01/01,1119573398
2014/01/02,1157773164
2014/01/03,1192534261
2014/01/04,1222660546
2014/01/05,1248769992
2014/01/06,1271398179
2014/01/07,1291009275
2014/01/08,1308005558
2014/01/09,1322735669
2014/01/10,1335501766
2014/01/11,1346565717
2014/01/12,1356154474
2014/01/13,1406035782
2014/01/14,1457170605
2014/01/15,1501487451
2014/01/16,1539895384
2014/01/17,1573182260
2014/01/18,1602030885
2014/01/19,1627033027
2014/01/20,1648701551
2014/01/21,1667480937
2014/01/22,1683756406
2014/01/23,1697861812
2014/01/24,1730337196
2014/01/25,1792138619
2014/01/26,1845699852
2014/01/27,1892119588
