Date,activeaddresses3std
2011/05/09,991.178
2011/05/10,966.655
2011/05/11,419.947
2011/05/12,117.817
2011/05/13,2166
2011/05/14,1910
2011/05/15,929.874
2011/05/16,2995
2011/05/17,2852
2011/05/18,1995
2011/05/19,2011
2011/05/20,1123
2011/05/21,1021
2011/05/22,753.122
2011/05/23,1216
2011/05/24,1921
2011/05/25,2021
2011/05/26,1260
2011/05/27,3495
2011/05/28,3137
2011/05/29,675.855
2011/05/30,1307
2011/05/31,2330
2011/06/01,1192
2011/06/02,1420
2011/06/03,3151
2011/06/04,3200
2011/06/05,1490
2011/06/06,2532
2011/06/07,2567
2011/06/08,7113
2011/06/09,7428
2011/06/10,2634
2011/06/11,2209
2011/06/12,2898
2011/06/13,2678
2011/06/14,3323
2011/06/15,3249
2011/06/16,1837
2011/06/17,2298
2011/06/18,2624
2011/06/19,1586
2011/06/20,1634
2011/06/21,2296
2011/06/22,1446
2011/06/23,2028
2011/06/24,1984
2011/06/25,2152
2011/06/26,2140
2011/06/27,6692
2011/06/28,5423
2011/06/29,4842
2011/06/30,2269
2011/07/01,5999
2011/07/02,7502
2011/07/03,8621
2011/07/04,8860
2011/07/05,1134
2011/07/06,3298
2011/07/07,3594
2011/07/08,3261
2011/07/09,1679
2011/07/10,4966
2011/07/11,4856
2011/07/12,4625
2011/07/13,3444
2011/07/14,4875
2011/07/15,3636
2011/07/16,4348
2011/07/17,511.261
2011/07/18,3356
2011/07/19,2924
2011/07/20,2481
2011/07/21,806.039
2011/07/22,1196
2011/07/23,2974
2011/07/24,2080
2011/07/25,4280
2011/07/26,3276
2011/07/27,3134
2011/07/28,2141
2011/07/29,3054
2011/07/30,5047
2011/07/31,3583
2011/08/01,3960
2011/08/02,2138
2011/08/03,4405
2011/08/04,2879
2011/08/05,2699
2011/08/06,2077
2011/08/07,1294
2011/08/08,4228
2011/08/09,3933
2011/08/10,4257
2011/08/11,4551
2011/08/12,2113
2011/08/13,1685
2011/08/14,3578
2011/08/15,2172
2011/08/16,1958
2011/08/17,1467
2011/08/18,513.582
2011/08/19,1636
2011/08/20,1312
2011/08/21,1390
2011/08/22,3357
2011/08/23,2323
2011/08/24,2671
2011/08/25,806.375
2011/08/26,1301
2011/08/27,1890
2011/08/28,2624
2011/08/29,2077
2011/08/30,1135
2011/08/31,1572
2011/09/01,498.687
2011/09/02,856.388
2011/09/03,2088
2011/09/04,2511
2011/09/05,3281
2011/09/06,1015
2011/09/07,1648
2011/09/08,2468
2011/09/09,2316
2011/09/10,2581
2011/09/11,2790
2011/09/12,996.56
2011/09/13,1476
2011/09/14,1703
2011/09/15,593.069
2011/09/16,759.396
2011/09/17,1922
2011/09/18,1270
2011/09/19,2409
2011/09/20,6470
2011/09/21,4880
2011/09/22,3951
2011/09/23,2152
2011/09/24,2100
2011/09/25,641.59
2011/09/26,1491
2011/09/27,1217
2011/09/28,4289
2011/09/29,5168
2011/09/30,799.437
2011/10/01,562.141
2011/10/02,1369
2011/10/03,1647
2011/10/04,1871
2011/10/05,164.738
2011/10/06,684.89
2011/10/07,703.586
2011/10/08,1609
2011/10/09,1294
2011/10/10,925.22
2011/10/11,1221
2011/10/12,302.833
2011/10/13,1880
2011/10/14,2406
2011/10/15,2364
2011/10/16,2102
2011/10/17,1767
2011/10/18,1900
2011/10/19,1623
2011/10/20,1257
2011/10/21,1191
2011/10/22,908.218
2011/10/23,1074
2011/10/24,1516
2011/10/25,750.781
2011/10/26,1233
2011/10/27,1355
2011/10/28,1076
2011/10/29,1263
2011/10/30,1317
2011/10/31,1207
2011/11/01,1118
2011/11/02,913.441
2011/11/03,327.635
2011/11/04,2545
2011/11/05,2387
2011/11/06,3494
2011/11/07,1600
2011/11/08,1794
2011/11/09,1407
2011/11/10,578.667
2011/11/11,2061
2011/11/12,2053
2011/11/13,334.255
2011/11/14,1299
2011/11/15,1375
2011/11/16,827.98
2011/11/17,1610
2011/11/18,819.878
2011/11/19,2098
2011/11/20,1908
2011/11/21,1221
2011/11/22,1224
2011/11/23,1260
2011/11/24,517.183
2011/11/25,625.742
2011/11/26,1139
2011/11/27,1159
2011/11/28,2017
2011/11/29,2959
2011/11/30,2321
2011/12/01,1197
2011/12/02,1752
2011/12/03,961.434
2011/12/04,1213
2011/12/05,1048
2011/12/06,2789
2011/12/07,2126
2011/12/08,1906
2011/12/09,1861
2011/12/10,2074
2011/12/11,290.858
2011/12/12,661.713
2011/12/13,672.149
2011/12/14,583.656
2011/12/15,1841
2011/12/16,1628
2011/12/17,508.132
2011/12/18,620.839
2011/12/19,2538
2011/12/20,3239
2011/12/21,1478
2011/12/22,1638
2011/12/23,185.848
2011/12/24,1717
2011/12/25,1625
2011/12/26,1667
2011/12/27,381.192
2011/12/28,1143
2011/12/29,768.731
2011/12/30,646.421
2011/12/31,636.713
2012/01/01,743.485
2012/01/02,839.639
2012/01/03,1425
2012/01/04,999.105
2012/01/05,2493
2012/01/06,2553
2012/01/07,1671
2012/01/08,1304
2012/01/09,1264
2012/01/10,1267
2012/01/11,1763
2012/01/12,2611
2012/01/13,2687
2012/01/14,614.397
2012/01/15,926.561
2012/01/16,1132
2012/01/17,1084
2012/01/18,510.892
2012/01/19,667.499
2012/01/20,739.764
2012/01/21,1285
2012/01/22,2379
2012/01/23,1871
2012/01/24,2884
2012/01/25,2749
2012/01/26,1831
2012/01/27,2022
2012/01/28,1306
2012/01/29,1283
2012/01/30,1111
2012/01/31,1738
2012/02/01,1772
2012/02/02,927.907
2012/02/03,1330
2012/02/04,367.885
2012/02/05,1518
2012/02/06,2031
2012/02/07,846.474
2012/02/08,719.751
2012/02/09,451.868
2012/02/10,1478
2012/02/11,1096
2012/02/12,1779
2012/02/13,1694
2012/02/14,3452
2012/02/15,1806
2012/02/16,756.366
2012/02/17,3838
2012/02/18,4065
2012/02/19,1075
2012/02/20,1097
2012/02/21,1236
2012/02/22,1720
2012/02/23,2324
2012/02/24,1105
2012/02/25,1967
2012/02/26,2616
2012/02/27,1623
2012/02/28,2448
2012/02/29,1164
2012/03/01,759.181
2012/03/02,1809
2012/03/03,4215
2012/03/04,4102
2012/03/05,2953
2012/03/06,992.559
2012/03/07,838.157
2012/03/08,427.471
2012/03/09,512.763
2012/03/10,2700
2012/03/11,2864
2012/03/12,1518
2012/03/13,3427
2012/03/14,2084
2012/03/15,1381
2012/03/16,1010
2012/03/17,970.141
2012/03/18,2153
2012/03/19,1864
2012/03/20,1798
2012/03/21,579.423
2012/03/22,409.397
2012/03/23,1659
2012/03/24,1542
2012/03/25,349.82
2012/03/26,1574
2012/03/27,1241
2012/03/28,598.033
2012/03/29,1232
2012/03/30,1643
2012/03/31,2483
2012/04/01,1862
2012/04/02,1755
2012/04/03,5005
2012/04/04,3196
2012/04/05,2147
2012/04/06,309.259
2012/04/07,1969
2012/04/08,2121
2012/04/09,1090
2012/04/10,2888
2012/04/11,2705
2012/04/12,1192
2012/04/13,2720
2012/04/14,2493
2012/04/15,1327
2012/04/16,2361
2012/04/17,2482
2012/04/18,687.303
2012/04/19,1298
2012/04/20,1486
2012/04/21,2476
2012/04/22,3853
2012/04/23,1756
2012/04/24,2254
2012/04/25,627.645
2012/04/26,1678
2012/04/27,1748
2012/04/28,2636
2012/04/29,1152
2012/04/30,2943
2012/05/01,3454
2012/05/02,965.449
2012/05/03,1651
2012/05/04,2063
2012/05/05,2226
2012/05/06,2316
2012/05/07,4640
2012/05/08,2823
2012/05/09,1527
2012/05/10,3763
2012/05/11,4893
2012/05/12,4697
2012/05/13,4481
2012/05/14,10214
2012/05/15,9578
2012/05/16,5867
2012/05/17,3805
2012/05/18,3135
2012/05/19,7428
2012/05/20,4487
2012/05/21,1698
2012/05/22,2387
2012/05/23,2405
2012/05/24,1778
2012/05/25,1742
2012/05/26,3647
2012/05/27,3938
2012/05/28,3455
2012/05/29,6542
2012/05/30,4974
2012/05/31,5459
2012/06/01,557.691
2012/06/02,7719
2012/06/03,8703
2012/06/04,17163
2012/06/05,10267
2012/06/06,16137
2012/06/07,13976
2012/06/08,9273
2012/06/09,5819
2012/06/10,4569
2012/06/11,1874
2012/06/12,9226
2012/06/13,19123
2012/06/14,23406
2012/06/15,2524
2012/06/16,9457
2012/06/17,9179
2012/06/18,1648
2012/06/19,3113
2012/06/20,4396
2012/06/21,4777
2012/06/22,2665
2012/06/23,839.901
2012/06/24,1440
2012/06/25,4564
2012/06/26,6333
2012/06/27,4213
2012/06/28,5202
2012/06/29,5832
2012/06/30,987.835
2012/07/01,1240
2012/07/02,4504
2012/07/03,4025
2012/07/04,4082
2012/07/05,5541
2012/07/06,3058
2012/07/07,2465
2012/07/08,2473
2012/07/09,3655
2012/07/10,7447
2012/07/11,3933
2012/07/12,2300
2012/07/13,3360
2012/07/14,3599
2012/07/15,1218
2012/07/16,6292
2012/07/17,8189
2012/07/18,4902
2012/07/19,4966
2012/07/20,1823
2012/07/21,618.869
2012/07/22,2963
2012/07/23,5276
2012/07/24,3192
2012/07/25,8692
2012/07/26,6827
2012/07/27,1185
2012/07/28,6760
2012/07/29,5195
2012/07/30,2404
2012/07/31,21395
2012/08/01,19513
2012/08/02,16400
2012/08/03,4908
2012/08/04,5674
2012/08/05,1666
2012/08/06,5415
2012/08/07,3783
2012/08/08,10874
2012/08/09,11530
2012/08/10,11840
2012/08/11,1774
2012/08/12,548.842
2012/08/13,9306
2012/08/14,7830
2012/08/15,6420
2012/08/16,15479
2012/08/17,9250
2012/08/18,8246
2012/08/19,5614
2012/08/20,8816
2012/08/21,8881
2012/08/22,5848
2012/08/23,8704
2012/08/24,4953
2012/08/25,7407
2012/08/26,8973
2012/08/27,3057
2012/08/28,4389
2012/08/29,1212
2012/08/30,5239
2012/08/31,12705
2012/09/01,12866
2012/09/02,12127
2012/09/03,10509
2012/09/04,11495
2012/09/05,10820
2012/09/06,4664
2012/09/07,4328
2012/09/08,11324
2012/09/09,8581
2012/09/10,5314
2012/09/11,6521
2012/09/12,9275
2012/09/13,10014
2012/09/14,3493
2012/09/15,6792
2012/09/16,7160
2012/09/17,2477
2012/09/18,6217
2012/09/19,8055
2012/09/20,6933
2012/09/21,6601
2012/09/22,16394
2012/09/23,10636
2012/09/24,5262
2012/09/25,12180
2012/09/26,12320
2012/09/27,5361
2012/09/28,6814
2012/09/29,9671
2012/09/30,13067
2012/10/01,3361
2012/10/02,16114
2012/10/03,13121
2012/10/04,2516
2012/10/05,6210
2012/10/06,10518
2012/10/07,4809
2012/10/08,7089
2012/10/09,7253
2012/10/10,4511
2012/10/11,9035
2012/10/12,5008
2012/10/13,4295
2012/10/14,5330
2012/10/15,6896
2012/10/16,6315
2012/10/17,2638
2012/10/18,6858
2012/10/19,5708
2012/10/20,6650
2012/10/21,5344
2012/10/22,3636
2012/10/23,2512
2012/10/24,370.504
2012/10/25,1989
2012/10/26,3317
2012/10/27,8555
2012/10/28,8758
2012/10/29,6815
2012/10/30,7076
2012/10/31,2916
2012/11/01,2388
2012/11/02,1175
2012/11/03,1178
2012/11/04,2165
2012/11/05,5802
2012/11/06,8706
2012/11/07,4871
2012/11/08,4792
2012/11/09,5993
2012/11/10,2453
2012/11/11,5500
2012/11/12,3826
2012/11/13,2068
2012/11/14,5401
2012/11/15,11235
2012/11/16,9137
2012/11/17,5536
2012/11/18,8152
2012/11/19,9663
2012/11/20,1109
2012/11/21,1475
2012/11/22,2435
2012/11/23,7458
2012/11/24,5162
2012/11/25,1551
2012/11/26,4435
2012/11/27,4140
2012/11/28,4320
2012/11/29,4376
2012/11/30,5677
2012/12/01,6014
2012/12/02,7901
2012/12/03,5759
2012/12/04,12817
2012/12/05,12658
2012/12/06,2846
2012/12/07,3327
2012/12/08,2495
2012/12/09,2210
2012/12/10,2563
2012/12/11,2445
2012/12/12,5940
2012/12/13,7529
2012/12/14,3848
2012/12/15,9529
2012/12/16,6200
2012/12/17,5568
2012/12/18,10157
2012/12/19,5883
2012/12/20,7019
2012/12/21,5447
2012/12/22,12789
2012/12/23,12491
2012/12/24,14298
2012/12/25,9137
2012/12/26,8424
2012/12/27,6766
2012/12/28,4942
2012/12/29,4792
2012/12/30,4743
2012/12/31,9019
2013/01/01,9298
2013/01/02,6906
2013/01/03,11044
2013/01/04,6667
2013/01/05,5031
2013/01/06,9161
2013/01/07,10879
2013/01/08,12200
2013/01/09,1922
2013/01/10,4804
2013/01/11,4676
2013/01/12,9790
2013/01/13,8433
2013/01/14,9171
2013/01/15,11682
2013/01/16,12945
2013/01/17,1064
2013/01/18,1575
2013/01/19,8277
2013/01/20,9196
2013/01/21,3156
2013/01/22,7045
2013/01/23,6552
2013/01/24,10913
2013/01/25,11685
2013/01/26,9107
2013/01/27,4789
2013/01/28,4622
2013/01/29,5183
2013/01/30,9883
2013/01/31,9289
2013/02/01,17390
2013/02/02,13533
2013/02/03,6987
2013/02/04,814.785
2013/02/05,2359
2013/02/06,5155
2013/02/07,5321
2013/02/08,5500
2013/02/09,3148
2013/02/10,3215
2013/02/11,4524
2013/02/12,5207
2013/02/13,1083
2013/02/14,1443
2013/02/15,2471
2013/02/16,3651
2013/02/17,3795
2013/02/18,1511
2013/02/19,3132
2013/02/20,2919
2013/02/21,1239
2013/02/22,3407
2013/02/23,3184
2013/02/24,2518
2013/02/25,4667
2013/02/26,5633
2013/02/27,3082
2013/02/28,4094
2013/03/01,6585
2013/03/02,11815
2013/03/03,14772
2013/03/04,6129
2013/03/05,9410
2013/03/06,13281
2013/03/07,10033
2013/03/08,10768
2013/03/09,10574
2013/03/10,2541
2013/03/11,3027
2013/03/12,5085
2013/03/13,7890
2013/03/14,2709
2013/03/15,2065
2013/03/16,10911
2013/03/17,11407
2013/03/18,7060
2013/03/19,13787
2013/03/20,8115
2013/03/21,6075
2013/03/22,9929
2013/03/23,6626
2013/03/24,6775
2013/03/25,2400
2013/03/26,5609
2013/03/27,6330
2013/03/28,20345
2013/03/29,17726
2013/03/30,13694
2013/03/31,16040
2013/04/01,12064
2013/04/02,22652
2013/04/03,25630
2013/04/04,15285
2013/04/05,7660
2013/04/06,21411
2013/04/07,14464
2013/04/08,27352
2013/04/09,24452
2013/04/10,19355
2013/04/11,17542
2013/04/12,25616
2013/04/13,34116
2013/04/14,26097
2013/04/15,23724
2013/04/16,27256
2013/04/17,4666
2013/04/18,19916
2013/04/19,21705
2013/04/20,25936
2013/04/21,31179
2013/04/22,18796
2013/04/23,21314
2013/04/24,9588
2013/04/25,10152
2013/04/26,13761
2013/04/27,10339
2013/04/28,34396
2013/04/29,34168
2013/04/30,35028
2013/05/01,8355
2013/05/02,5699
2013/05/03,1346
2013/05/04,11732
2013/05/05,11251
2013/05/06,13446
2013/05/07,30617
2013/05/08,20146
2013/05/09,23129
2013/05/10,18300
2013/05/11,2869
2013/05/12,12592
2013/05/13,11651
2013/05/14,12894
2013/05/15,1604
2013/05/16,849.163
2013/05/17,5685
2013/05/18,13057
2013/05/19,11949
2013/05/20,6096
2013/05/21,15068
2013/05/22,9163
2013/05/23,7674
2013/05/24,8888
2013/05/25,13731
2013/05/26,14445
2013/05/27,4105
2013/05/28,5455
2013/05/29,5450
2013/05/30,3540
2013/05/31,4152
2013/06/01,8820
2013/06/02,8325
2013/06/03,12397
2013/06/04,12687
2013/06/05,1136
2013/06/06,5074
2013/06/07,4872
2013/06/08,14394
2013/06/09,15464
2013/06/10,3597
2013/06/11,8195
2013/06/12,4610
2013/06/13,2566
2013/06/14,10315
2013/06/15,17984
2013/06/16,23427
2013/06/17,6690
2013/06/18,12085
2013/06/19,10009
2013/06/20,4718
2013/06/21,1394
2013/06/22,9310
2013/06/23,14043
2013/06/24,10457
2013/06/25,10814
2013/06/26,3347
2013/06/27,3588
2013/06/28,6199
2013/06/29,7175
2013/06/30,14857
2013/07/01,14905
2013/07/02,15461
2013/07/03,3707
2013/07/04,4263
2013/07/05,5039
2013/07/06,3927
2013/07/07,9682
2013/07/08,11606
2013/07/09,16225
2013/07/10,4082
2013/07/11,7019
2013/07/12,11214
2013/07/13,12754
2013/07/14,24537
2013/07/15,13515
2013/07/16,15298
2013/07/17,3398
2013/07/18,2953
2013/07/19,4088
2013/07/20,8848
2013/07/21,6680
2013/07/22,8135
2013/07/23,11035
2013/07/24,4686
2013/07/25,1815
2013/07/26,3123
2013/07/27,12297
2013/07/28,11823
2013/07/29,16088
2013/07/30,18481
2013/07/31,11693
2013/08/01,37783
2013/08/02,34754
2013/08/03,45531
2013/08/04,13568
2013/08/05,12072
2013/08/06,11490
2013/08/07,3390
2013/08/08,3559
2013/08/09,9251
2013/08/10,10734
2013/08/11,8572
2013/08/12,44206
2013/08/13,40376
2013/08/14,25392
2013/08/15,2749
2013/08/16,5588
2013/08/17,17601
2013/08/18,21949
2013/08/19,18255
2013/08/20,20439
2013/08/21,3445
2013/08/22,3388
2013/08/23,1644
2013/08/24,17518
2013/08/25,14911
2013/08/26,9397
2013/08/27,22292
2013/08/28,15774
2013/08/29,16466
2013/08/30,12122
2013/08/31,13255
2013/09/01,30088
2013/09/02,27068
2013/09/03,12441
2013/09/04,11700
2013/09/05,5468
2013/09/06,5281
2013/09/07,9028
2013/09/08,13872
2013/09/09,14513
2013/09/10,15186
2013/09/11,3500
2013/09/12,5250
2013/09/13,8958
2013/09/14,18785
2013/09/15,11467
2013/09/16,14482
2013/09/17,15885
2013/09/18,7721
2013/09/19,5714
2013/09/20,1890
2013/09/21,11193
2013/09/22,11656
2013/09/23,14846
2013/09/24,15077
2013/09/25,1971
2013/09/26,266.353
2013/09/27,343.788
2013/09/28,8685
2013/09/29,7772
2013/09/30,9938
2013/10/01,15089
2013/10/02,20875
2013/10/03,14812
2013/10/04,22816
2013/10/05,20029
2013/10/06,14114
2013/10/07,12982
2013/10/08,14454
2013/10/09,2918
2013/10/10,3673
2013/10/11,915.101
2013/10/12,12477
2013/10/13,17041
2013/10/14,17568
2013/10/15,4252
2013/10/16,9070
2013/10/17,9793
2013/10/18,9731
2013/10/19,9108
2013/10/20,15787
2013/10/21,20013
2013/10/22,29776
2013/10/23,11727
2013/10/24,3380
2013/10/25,9011
2013/10/26,32111
2013/10/27,30597
2013/10/28,17495
2013/10/29,19569
2013/10/30,9397
2013/10/31,10385
2013/11/01,8888
2013/11/02,15568
2013/11/03,7538
2013/11/04,19346
2013/11/05,28080
2013/11/06,25220
2013/11/07,12486
2013/11/08,761.658
2013/11/09,785.337
2013/11/10,12515
2013/11/11,12433
2013/11/12,665.673
2013/11/13,6289
2013/11/14,14024
2013/11/15,11516
2013/11/16,24158
2013/11/17,13745
2013/11/18,55606
2013/11/19,81932
2013/11/20,40218
2013/11/21,34552
2013/11/22,21989
2013/11/23,31218
2013/11/24,33730
2013/11/25,21977
2013/11/26,45588
2013/11/27,46599
2013/11/28,20058
2013/11/29,10634
2013/11/30,31726
2013/12/01,23183
2013/12/02,12322
2013/12/03,9755
2013/12/04,8346
2013/12/05,9442
2013/12/06,13888
2013/12/07,27128
2013/12/08,45605
2013/12/09,37069
2013/12/10,38554
2013/12/11,2723
2013/12/12,21641
2013/12/13,18460
2013/12/14,15399
2013/12/15,5678
2013/12/16,31564
2013/12/17,29690
2013/12/18,19668
2013/12/19,21662
2013/12/20,24367
2013/12/21,26845
2013/12/22,26363
2013/12/23,25334
2013/12/24,24297
2013/12/25,20822
2013/12/26,7280
2013/12/27,6183
2013/12/28,8673
2013/12/29,11472
2013/12/30,30389
2013/12/31,28072
2014/01/01,45584
2014/01/02,33104
2014/01/03,40940
2014/01/04,22891
2014/01/05,22458
2014/01/06,52033
2014/01/07,37636
2014/01/08,32226
2014/01/09,11017
2014/01/10,16631
2014/01/11,5483
2014/01/12,11253
2014/01/13,29041
2014/01/14,28863
2014/01/15,18819
2014/01/16,1185
2014/01/17,3237
2014/01/18,23090
2014/01/19,20440
2014/01/20,67333
2014/01/21,59216
2014/01/22,22177
2014/01/23,7923
2014/01/24,8789
2014/01/25,19420
2014/01/26,15452
2014/01/27,41738
2014/01/28,37944
2014/01/29,23974
2014/01/30,13973
2014/01/31,8911
2014/02/01,14708
2014/02/02,13033
2014/02/03,35120
2014/02/04,33434
2014/02/05,13450
2014/02/06,10056
2014/02/07,7369
2014/02/08,15352
2014/02/09,29663
2014/02/10,34557
2014/02/11,34772
2014/02/12,50813
2014/02/13,53008
2014/02/14,43297
2014/02/15,21873
2014/02/16,40554
2014/02/17,43172
2014/02/18,43223
2014/02/19,19720
2014/02/20,20095
2014/02/21,2896
2014/02/22,22610
2014/02/23,19026
2014/02/24,52819
2014/02/25,46711
2014/02/26,11231
2014/02/27,20268
2014/02/28,13866
2014/03/01,12699
2014/03/02,30437
2014/03/03,65491
2014/03/04,71218
2014/03/05,31176
2014/03/06,32036
2014/03/07,17650
2014/03/08,20036
2014/03/09,8255
2014/03/10,33644
2014/03/11,28177
2014/03/12,14677
2014/03/13,10898
2014/03/14,9981
2014/03/15,43498
2014/03/16,46085
2014/03/17,43457
2014/03/18,45039
2014/03/19,37997
2014/03/20,21750
2014/03/21,22523
2014/03/22,20525
2014/03/23,32953
2014/03/24,35386
2014/03/25,35583
2014/03/26,23336
2014/03/27,14292
2014/03/28,12931
2014/03/29,35301
2014/03/30,30612
2014/03/31,21794
2014/04/01,10824
2014/04/02,8935
2014/04/03,10540
2014/04/04,9923
2014/04/05,19926
2014/04/06,25874
2014/04/07,25995
2014/04/08,20848
2014/04/09,16781
