Date,sentinusd7emaUSD
2010/11/01,15417
2010/11/02,14578
2010/11/03,13689
2010/11/04,18671
2010/11/05,16472
2010/11/06,22666
2010/11/07,26087
2010/11/08,56331
2010/11/09,45313
2010/11/10,37278
2010/11/11,30315
2010/11/12,24830
2010/11/13,21304
2010/11/14,18435
2010/11/15,31746
2010/11/16,30223
2010/11/17,26182
2010/11/18,23276
2010/11/19,21171
2010/11/20,27069
2010/11/21,29007
2010/11/22,23955
2010/11/23,20979
2010/11/24,18464
2010/11/25,17406
2010/11/26,19330
2010/11/27,16219
2010/11/28,13843
2010/11/29,12589
2010/11/30,12714
2010/12/01,12542
2010/12/02,13105
2010/12/03,11556
2010/12/04,12417
2010/12/05,10411
2010/12/06,12957
2010/12/07,14350
2010/12/08,12537
2010/12/09,11665
2010/12/10,10095
2010/12/11,11872
2010/12/12,11461
2010/12/13,18424
2010/12/14,20733
2010/12/15,22383
2010/12/16,21956
2010/12/17,20324
2010/12/18,20334
2010/12/19,21231
2010/12/20,21193
2010/12/21,22245
2010/12/22,21792
2010/12/23,20248
2010/12/24,18946
2010/12/25,21210
2010/12/26,20416
2010/12/27,20892
2010/12/28,19519
2010/12/29,22551
2010/12/30,21686
2010/12/31,20720
2011/01/01,19628
2011/01/02,18182
2011/01/03,18580
2011/01/04,16924
2011/01/05,16330
2011/01/06,14635
2011/01/07,15340
2011/01/08,16164
2011/01/09,15214
2011/01/10,18079
2011/01/11,22076
2011/01/12,21313
2011/01/13,25527
2011/01/14,26793
2011/01/15,25700
2011/01/16,25646
2011/01/17,24605
2011/01/18,27139
2011/01/19,25034
2011/01/20,23357
2011/01/21,23690
2011/01/22,25208
2011/01/23,27785
2011/01/24,28253
2011/01/25,26855
2011/01/26,26941
2011/01/27,127699
2011/01/28,100766
2011/01/29,83046
2011/01/30,107419
2011/01/31,104217
2011/02/01,97144
2011/02/02,93147
2011/02/03,81460
2011/02/04,71265
2011/02/05,68757
2011/02/06,69269
2011/02/07,86575
2011/02/08,80001
2011/02/09,91762
2011/02/10,124783
2011/02/11,158140
2011/02/12,153012
2011/02/13,142132
2011/02/14,140933
2011/02/15,129855
2011/02/16,113392
2011/02/17,109434
2011/02/18,110646
2011/02/19,122612
2011/02/20,140488
2011/02/21,153110
2011/02/22,188031
2011/02/23,222370
2011/02/24,219826
2011/02/25,206171
2011/02/26,193120
2011/02/27,188669
2011/02/28,168806
2011/03/01,356547
2011/03/02,833792
2011/03/03,678281
2011/03/04,577075
2011/03/05,461976
2011/03/06,387734
2011/03/07,336250
2011/03/08,293032
2011/03/09,272225
2011/03/10,280245
2011/03/11,264977
2011/03/12,233906
2011/03/13,221399
2011/03/14,212443
2011/03/15,186138
2011/03/16,172718
2011/03/17,163056
2011/03/18,157851
2011/03/19,141343
2011/03/20,132159
2011/03/21,127899
2011/03/22,136045
2011/03/23,154834
2011/03/24,169595
2011/03/25,189605
2011/03/26,211515
2011/03/27,188559
2011/03/28,168841
2011/03/29,148532
2011/03/30,135561
2011/03/31,128661
2011/04/01,111707
2011/04/02,102272
2011/04/03,92588
2011/04/04,95664
2011/04/05,92732
2011/04/06,85544
2011/04/07,84626
2011/04/08,87518
2011/04/09,91834
2011/04/10,84641
2011/04/11,79855
2011/04/12,88227
2011/04/13,105828
2011/04/14,114665
2011/04/15,111142
2011/04/16,170748
2011/04/17,479180
2011/04/18,396305
2011/04/19,1071327
2011/04/20,2181344
2011/04/21,1762925
2011/04/22,1373836
2011/04/23,1094548
2011/04/24,864498
2011/04/25,687422
2011/04/26,590715
2011/04/27,556944
2011/04/28,493785
2011/04/29,864552
2011/04/30,972989
2011/05/01,862323
2011/05/02,740851
2011/05/03,710927
2011/05/04,773893
2011/05/05,714084
2011/05/06,773702
2011/05/07,776451
2011/05/08,1079603
2011/05/09,956059
2011/05/10,1399637
2011/05/11,1298632
2011/05/12,1280318
2011/05/13,1781907
2011/05/14,4758350
2011/05/15,4113675
2011/05/16,3607581
2011/05/17,3113043
2011/05/18,2653072
2011/05/19,2296465
2011/05/20,2257482
2011/05/21,2667446
2011/05/22,3409751
2011/05/23,3350003
2011/05/24,3157901
2011/05/25,3126647
2011/05/26,3224881
2011/05/27,3571434
2011/05/28,3152292
2011/05/29,2919458
2011/05/30,2769800
2011/05/31,2691434
2011/06/01,2639923
2011/06/02,2873256
2011/06/03,4056460
2011/06/04,5006535
2011/06/05,6205645
2011/06/06,8299974
2011/06/07,8997026
2011/06/08,12024509
2011/06/09,14689888
2011/06/10,17106664
2011/06/11,19945423
2011/06/12,22569096
2011/06/13,23009299
2011/06/14,24763189
2011/06/15,39065818
2011/06/16,69273760
2011/06/17,58356850
2011/06/18,48931228
2011/06/19,56295162
2011/06/20,47882412
2011/06/21,49983423
2011/06/22,43105958
2011/06/23,39226512
2011/06/24,49712892
2011/06/25,82835949
2011/06/26,79294161
2011/06/27,67225229
2011/06/28,79331441
2011/06/29,71229607
2011/06/30,59584384
2011/07/01,49048791
2011/07/02,40119273
2011/07/03,32287858
2011/07/04,29178041
2011/07/05,23248267
2011/07/06,19406094
2011/07/07,16270222
2011/07/08,13310749
2011/07/09,17428238
2011/07/10,21943177
2011/07/11,20113772
2011/07/12,18847152
2011/07/13,19118543
2011/07/14,21066206
2011/07/15,17874022
2011/07/16,17700145
2011/07/17,15164905
2011/07/18,22367767
2011/07/19,26114195
2011/07/20,21457557
2011/07/21,20645923
2011/07/22,20775878
2011/07/23,17648679
2011/07/24,15108888
2011/07/25,16352414
2011/07/26,16379866
2011/07/27,16694179
2011/07/28,24130772
2011/07/29,20424102
2011/07/30,16414651
2011/07/31,14308099
2011/08/01,12518792
2011/08/02,10638625
2011/08/03,9065252
2011/08/04,7596765
2011/08/05,6963717
2011/08/06,5995184
2011/08/07,5153802
2011/08/08,5898866
2011/08/09,9939629
2011/08/10,10298018
2011/08/11,8904997
2011/08/12,7479390
2011/08/13,6354396
2011/08/14,5938840
2011/08/15,5362676
2011/08/16,5009350
2011/08/17,4638599
2011/08/18,4568479
2011/08/19,4987129
2011/08/20,4386452
2011/08/21,3978210
2011/08/22,3742025
2011/08/23,4007198
2011/08/24,4529491
2011/08/25,4354765
2011/08/26,3884960
2011/08/27,8584942
2011/08/28,6843447
2011/08/29,5667352
2011/08/30,4775603
2011/08/31,4142176
2011/09/01,3780901
2011/09/02,3370105
2011/09/03,3006468
2011/09/04,5871234
2011/09/05,8856288
2011/09/06,12337625
2011/09/07,10357973
2011/09/08,8434888
2011/09/09,6904633
2011/09/10,5502830
2011/09/11,5474932
2011/09/12,5038382
2011/09/13,4298279
2011/09/14,3644845
2011/09/15,3113891
2011/09/16,3141944
2011/09/17,2771854
2011/09/18,2440025
2011/09/19,2265844
2011/09/20,2200079
2011/09/21,2219777
2011/09/22,2084199
2011/09/23,2026561
2011/09/24,1829720
2011/09/25,1760237
2011/09/26,1674509
2011/09/27,1772929
2011/09/28,1753413
2011/09/29,1705799
2011/09/30,1632869
2011/10/01,1749413
2011/10/02,1709063
2011/10/03,1785624
2011/10/04,1854976
2011/10/05,1882349
2011/10/06,2043765
2011/10/07,1955213
2011/10/08,1753599
2011/10/09,1615947
2011/10/10,1529591
2011/10/11,1474274
2011/10/12,1423521
2011/10/13,1373566
2011/10/14,1300733
2011/10/15,1342244
2011/10/16,1242348
2011/10/17,1298017
2011/10/18,1181946
2011/10/19,1062396
2011/10/20,964396
2011/10/21,1067824
2011/10/22,1204069
2011/10/23,1343577
2011/10/24,1264650
2011/10/25,1195489
2011/10/26,1188818
2011/10/27,1256920
2011/10/28,1290976
2011/10/29,1333461
2011/10/30,1176186
2011/10/31,1192372
2011/11/01,1317935
2011/11/02,1307587
2011/11/03,1258364
2011/11/04,1250252
2011/11/05,1151870
2011/11/06,1026804
2011/11/07,964196
2011/11/08,1562579
2011/11/09,1903007
2011/11/10,1685064
2011/11/11,1485238
2011/11/12,1311798
2011/11/13,1166720
2011/11/14,1103100
2011/11/15,1026898
2011/11/16,2007299
2011/11/17,3477184
2011/11/18,5340429
2011/11/19,6150125
2011/11/20,5432586
2011/11/21,4998492
2011/11/22,5793775
2011/11/23,5232965
2011/11/24,4803108
2011/11/25,4245639
2011/11/26,4142682
2011/11/27,4188651
2011/11/28,5640413
2011/11/29,6819541
2011/11/30,9771687
2011/12/01,8900105
2011/12/02,10875512
2011/12/03,10702226
2011/12/04,10064908
2011/12/05,9628874
2011/12/06,12280089
2011/12/07,13391322
2011/12/08,13427398
2011/12/09,11523489
2011/12/10,9447714
2011/12/11,7731898
2011/12/12,6351344
2011/12/13,5010284
2011/12/14,3997997
2011/12/15,3316844
2011/12/16,2835244
2011/12/17,2370813
2011/12/18,1992722
2011/12/19,1847973
2011/12/20,1827964
2011/12/21,1887460
2011/12/22,1792378
2011/12/23,1564769
2011/12/24,1433187
2011/12/25,1326027
2011/12/26,1653197
2011/12/27,1864469
2011/12/28,1628393
2011/12/29,1699643
2011/12/30,1520460
2011/12/31,1378346
2012/01/01,1397223
2012/01/02,1329656
2012/01/03,1266172
2012/01/04,1410559
2012/01/05,2044577
2012/01/06,2366778
2012/01/07,2155602
2012/01/08,2100378
2012/01/09,2169901
2012/01/10,2121400
2012/01/11,2113055
2012/01/12,2055565
2012/01/13,2094179
2012/01/14,2029591
2012/01/15,1900742
2012/01/16,2036615
2012/01/17,2068488
2012/01/18,1989712
2012/01/19,1978248
2012/01/20,1936469
2012/01/21,1778269
2012/01/22,1619383
2012/01/23,1540664
2012/01/24,1629821
2012/01/25,1737354
2012/01/26,1791591
2012/01/27,1737403
2012/01/28,1558977
2012/01/29,1543113
2012/01/30,1494902
2012/01/31,1476614
2012/02/01,1639076
2012/02/02,1694218
2012/02/03,1735411
2012/02/04,1736437
2012/02/05,1725287
2012/02/06,1660264
2012/02/07,1604591
2012/02/08,1535535
2012/02/09,1439931
2012/02/10,1466143
2012/02/11,1664898
2012/02/12,1609469
2012/02/13,1699266
2012/02/14,2845732
2012/02/15,3551237
2012/02/16,4320589
2012/02/17,4226157
2012/02/18,3854427
2012/02/19,3242356
2012/02/20,2848727
2012/02/21,2498840
2012/02/22,2663204
2012/02/23,2736511
2012/02/24,2698311
2012/02/25,2443711
2012/02/26,2159505
2012/02/27,2002396
2012/02/28,1877807
2012/02/29,1737357
2012/03/01,2061982
2012/03/02,2163040
2012/03/03,2022022
2012/03/04,2253228
2012/03/05,2088787
2012/03/06,1941256
2012/03/07,1845365
2012/03/08,1956595
2012/03/09,2109873
2012/03/10,1979230
2012/03/11,1901441
2012/03/12,2053290
2012/03/13,2117891
2012/03/14,2284335
2012/03/15,2283936
2012/03/16,2311730
2012/03/17,2274714
2012/03/18,2118631
2012/03/19,2082650
2012/03/20,2085999
2012/03/21,2103674
2012/03/22,2402101
2012/03/23,2805051
2012/03/24,2995459
2012/03/25,2660111
2012/03/26,2554903
2012/03/27,2534510
2012/03/28,2676066
2012/03/29,3389215
2012/03/30,3669335
2012/03/31,3753571
2012/04/01,3506172
2012/04/02,3432951
2012/04/03,3541854
2012/04/04,3505015
2012/04/05,3715826
2012/04/06,3442927
2012/04/07,2935282
2012/04/08,3635753
2012/04/09,4653290
2012/04/10,4433901
2012/04/11,5097037
2012/04/12,5333645
2012/04/13,4975935
2012/04/14,4900082
2012/04/15,5202967
2012/04/16,5837980
2012/04/17,5718546
2012/04/18,5523430
2012/04/19,4957914
2012/04/20,7396968
2012/04/21,7117026
2012/04/22,6524446
2012/04/23,5830577
2012/04/24,5263143
2012/04/25,5189336
2012/04/26,6205335
2012/04/27,6463767
2012/04/28,5902782
2012/04/29,5574971
2012/04/30,5460975
2012/05/01,5371798
2012/05/02,5321294
2012/05/03,5459977
2012/05/04,5454229
2012/05/05,5542532
2012/05/06,4914658
2012/05/07,6374526
2012/05/08,9626040
2012/05/09,10096872
2012/05/10,8979193
2012/05/11,8543350
2012/05/12,10298656
2012/05/13,9514846
2012/05/14,9936763
2012/05/15,12086659
2012/05/16,13347522
2012/05/17,14316640
2012/05/18,13063566
2012/05/19,11304472
2012/05/20,10990537
2012/05/21,13041361
2012/05/22,14908011
2012/05/23,13442460
2012/05/24,11465263
2012/05/25,11661879
2012/05/26,14843813
2012/05/27,13649272
2012/05/28,12907928
2012/05/29,13685353
2012/05/30,13264620
2012/05/31,16052911
2012/06/01,15849636
2012/06/02,14420905
2012/06/03,12992797
2012/06/04,15768530
2012/06/05,17829995
2012/06/06,16717861
2012/06/07,19156691
2012/06/08,21964579
2012/06/09,18347829
2012/06/10,18222296
2012/06/11,17799422
2012/06/12,16915031
2012/06/13,16157633
2012/06/14,19227148
2012/06/15,19718611
2012/06/16,20979940
2012/06/17,17877819
2012/06/18,17253759
2012/06/19,16249340
2012/06/20,14894911
2012/06/21,12815182
2012/06/22,13280791
2012/06/23,14772192
2012/06/24,14031754
2012/06/25,13325464
2012/06/26,12658820
2012/06/27,12654757
2012/06/28,15163822
2012/06/29,15475010
2012/06/30,13842212
2012/07/01,12545616
2012/07/02,11261051
2012/07/03,10730648
2012/07/04,11660670
2012/07/05,11987524
2012/07/06,11199161
2012/07/07,15258697
2012/07/08,12751511
2012/07/09,13153043
2012/07/10,13630485
2012/07/11,12210334
2012/07/12,11581767
2012/07/13,13254455
2012/07/14,14505325
2012/07/15,13322361
2012/07/16,14146167
2012/07/17,15938541
2012/07/18,15393057
2012/07/19,14094012
2012/07/20,14000318
2012/07/21,15556292
2012/07/22,15198417
2012/07/23,15845241
2012/07/24,15477399
2012/07/25,13695939
2012/07/26,15198947
2012/07/27,16102223
2012/07/28,15810065
2012/07/29,14165018
2012/07/30,12613184
2012/07/31,16198584
2012/08/01,17323704
2012/08/02,17284726
2012/08/03,16621249
2012/08/04,16069483
2012/08/05,17224131
2012/08/06,18104792
2012/08/07,18761459
2012/08/08,18432008
2012/08/09,17603549
2012/08/10,17721161
2012/08/11,17548460
2012/08/12,17560798
2012/08/13,18464109
2012/08/14,18200224
2012/08/15,19018330
2012/08/16,20892275
2012/08/17,23992691
2012/08/18,24124140
2012/08/19,32452512
2012/08/20,45874494
2012/08/21,47874414
2012/08/22,54802841
2012/08/23,59815868
2012/08/24,73318528
2012/08/25,66423577
2012/08/26,58409131
2012/08/27,60572173
2012/08/28,63812317
2012/08/29,87772652
2012/08/30,96816888
2012/08/31,95928671
2012/09/01,93712323
2012/09/02,85152437
2012/09/03,73286495
2012/09/04,71668597
2012/09/05,78235163
2012/09/06,119072876
2012/09/07,140169650
2012/09/08,125894610
2012/09/09,104967836
2012/09/10,130885517
2012/09/11,154788414
2012/09/12,146652750
2012/09/13,173584222
2012/09/14,182116210
2012/09/15,156740181
2012/09/16,158668889
2012/09/17,157563921
2012/09/18,157123088
2012/09/19,214716176
2012/09/20,210246629
2012/09/21,237536085
2012/09/22,223372328
2012/09/23,191079668
2012/09/24,167616711
2012/09/25,130823787
2012/09/26,103126253
2012/09/27,81340396
2012/09/28,68773726
2012/09/29,55392588
2012/09/30,45739711
2012/10/01,39095218
2012/10/02,35371617
2012/10/03,30364355
2012/10/04,26407378
2012/10/05,28006046
2012/10/06,27025292
2012/10/07,25483937
2012/10/08,24061539
2012/10/09,21831886
2012/10/10,18767331
2012/10/11,17605991
2012/10/12,20886889
2012/10/13,23566984
2012/10/14,21551405
2012/10/15,18437128
2012/10/16,21733339
2012/10/17,25927041
2012/10/18,29261643
2012/10/19,29671664
2012/10/20,29929148
2012/10/21,29050861
2012/10/22,28160936
2012/10/23,28433229
2012/10/24,26639280
2012/10/25,23837685
2012/10/26,20409659
2012/10/27,19406985
2012/10/28,16814696
2012/10/29,15097584
2012/10/30,22256842
2012/10/31,26885473
2012/11/01,27063213
2012/11/02,22397091
2012/11/03,21668317
2012/11/04,22070897
2012/11/05,22527807
2012/11/06,21796774
2012/11/07,21165661
2012/11/08,19295313
2012/11/09,16659795
2012/11/10,13487465
2012/11/11,11071246
2012/11/12,9471714
2012/11/13,9210244
2012/11/14,10259818
2012/11/15,14821858
2012/11/16,21463065
2012/11/17,23664195
2012/11/18,23590852
2012/11/19,21505504
2012/11/20,20488959
2012/11/21,17884880
2012/11/22,17549251
2012/11/23,16454957
2012/11/24,15733030
2012/11/25,14003309
2012/11/26,13738602
2012/11/27,14396733
2012/11/28,16225471
2012/11/29,15656062
2012/11/30,14037215
2012/12/01,12286074
2012/12/02,12233904
2012/12/03,14368333
2012/12/04,18659553
2012/12/05,23243796
2012/12/06,28007476
2012/12/07,27767124
2012/12/08,24082952
2012/12/09,22613763
2012/12/10,20205007
2012/12/11,20298224
2012/12/12,27126370
2012/12/13,33259807
2012/12/14,34697270
2012/12/15,31448022
2012/12/16,29408819
2012/12/17,27736134
2012/12/18,28395420
2012/12/19,24831515
2012/12/20,21525311
2012/12/21,21553482
2012/12/22,20565676
2012/12/23,18174608
2012/12/24,16925204
2012/12/25,14540324
2012/12/26,12812464
2012/12/27,12054771
2012/12/28,12363247
2012/12/29,12428921
2012/12/30,11746190
2012/12/31,12701335
2013/01/01,14235869
2013/01/02,16639876
2013/01/03,17710231
2013/01/04,20664577
2013/01/05,22211332
2013/01/06,20045649
2013/01/07,19646216
2013/01/08,21625328
2013/01/09,21724417
2013/01/10,20602621
2013/01/11,19816898
2013/01/12,17879368
2013/01/13,16275205
2013/01/14,15903237
2013/01/15,18826773
2013/01/16,21817123
2013/01/17,22805785
2013/01/18,23133643
2013/01/19,22827530
2013/01/20,21258393
2013/01/21,20129021
2013/01/22,20631183
2013/01/23,25236571
2013/01/24,24879134
2013/01/25,24749356
2013/01/26,23888267
2013/01/27,23938770
2013/01/28,24888787
2013/01/29,29189178
2013/01/30,29937404
2013/01/31,29736365
2013/02/01,30979179
2013/02/02,29190857
2013/02/03,28055621
2013/02/04,28506815
2013/02/05,30959890
2013/02/06,32269417
2013/02/07,32844428
2013/02/08,35922670
2013/02/09,35961725
2013/02/10,34435804
2013/02/11,33137685
2013/02/12,31670930
2013/02/13,30055229
2013/02/14,31356559
2013/02/15,31457608
2013/02/16,31604410
2013/02/17,30452756
2013/02/18,30326600
2013/02/19,31607369
2013/02/20,31461095
2013/02/21,30672862
2013/02/22,33836957
2013/02/23,32955966
2013/02/24,36187749
2013/02/25,39887948
2013/02/26,39678173
2013/02/27,40475597
2013/02/28,41313586
2013/03/01,42811166
2013/03/02,43573135
2013/03/03,39169542
2013/03/04,36835050
2013/03/05,44488323
2013/03/06,53458790
2013/03/07,54214239
2013/03/08,52339308
2013/03/09,49114718
2013/03/10,49593522
2013/03/11,47536227
2013/03/12,51133233
2013/03/13,53325879
2013/03/14,50864715
2013/03/15,95115543
2013/03/16,95931546
2013/03/17,80790539
2013/03/18,103200060
2013/03/19,100805669
2013/03/20,101187758
2013/03/21,105329840
2013/03/22,100272480
2013/03/23,94408864
2013/03/24,84826709
2013/03/25,87475447
2013/03/26,93541057
2013/03/27,119902487
2013/03/28,125354630
2013/03/29,122812690
2013/03/30,129966442
2013/03/31,130256318
2013/04/01,129648871
2013/04/02,161563287
2013/04/03,184221089
2013/04/04,194783324
2013/04/05,202931598
2013/04/06,191603269
2013/04/07,175509160
2013/04/08,184121759
2013/04/09,219151733
2013/04/10,272513452
2013/04/11,252500935
2013/04/12,223990986
2013/04/13,192738450
2013/04/14,159760350
2013/04/15,139044325
2013/04/16,135323024
2013/04/17,132824752
2013/04/18,236791033
2013/04/19,225430056
2013/04/20,195672125
2013/04/21,172605741
2013/04/22,173261799
2013/04/23,175566576
2013/04/24,192135522
2013/04/25,198801229
2013/04/26,186068677
2013/04/27,163434982
2013/04/28,138410769
2013/04/29,131448232
2013/04/30,118268129
2013/05/01,115796882
2013/05/02,109167165
2013/05/03,99458560
2013/05/04,85061931
2013/05/05,78161034
2013/05/06,79632106
2013/05/07,83562014
2013/05/08,82668987
2013/05/09,77473237
2013/05/10,77442858
2013/05/11,74185557
2013/05/12,68464485
2013/05/13,69989437
2013/05/14,70667234
2013/05/15,69388934
2013/05/16,68160700
2013/05/17,69935187
2013/05/18,69170465
2013/05/19,62755953
2013/05/20,61001318
2013/05/21,63098028
2013/05/22,66531128
2013/05/23,68462037
2013/05/24,73076272
2013/05/25,75235037
2013/05/26,67828031
2013/05/27,69779292
2013/05/28,72223387
2013/05/29,75396073
2013/05/30,74799484
2013/05/31,74957483
2013/06/01,70028551
2013/06/02,64291502
2013/06/03,69180388
2013/06/04,69413888
2013/06/05,70587715
2013/06/06,73709563
2013/06/07,72926899
2013/06/08,64521937
2013/06/09,65328838
2013/06/10,60987027
2013/06/11,60329426
2013/06/12,59160668
2013/06/13,59537227
2013/06/14,62246253
2013/06/15,56371914
2013/06/16,54117891
2013/06/17,54379765
2013/06/18,56303252
2013/06/19,56356918
2013/06/20,60225441
2013/06/21,62190252
2013/06/22,56839760
2013/06/23,50368057
2013/06/24,51751270
2013/06/25,55274023
2013/06/26,55552964
2013/06/27,54001154
2013/06/28,54664380
2013/06/29,51670811
2013/06/30,47255944
2013/07/01,52844473
2013/07/02,54006221
2013/07/03,56412184
2013/07/04,58499399
2013/07/05,60870581
2013/07/06,56664661
2013/07/07,53329064
2013/07/08,54747916
2013/07/09,61015547
2013/07/10,65309122
2013/07/11,69482607
2013/07/12,72981001
2013/07/13,73141449
2013/07/14,66592137
2013/07/15,64640185
2013/07/16,68481270
2013/07/17,73246405
2013/07/18,75132906
2013/07/19,72513579
2013/07/20,64074255
2013/07/21,57845961
2013/07/22,61200716
2013/07/23,65360485
2013/07/24,67116480
2013/07/25,67039506
2013/07/26,66522206
2013/07/27,59480474
2013/07/28,57411258
2013/07/29,59339853
2013/07/30,66933097
2013/07/31,69398844
2013/08/01,78570090
2013/08/02,79223190
2013/08/03,74286222
2013/08/04,67003557
2013/08/05,69132897
2013/08/06,69072436
2013/08/07,70017208
2013/08/08,68631248
2013/08/09,65142074
2013/08/10,60079984
2013/08/11,54346043
2013/08/12,59319488
2013/08/13,73984941
2013/08/14,86379895
2013/08/15,83100949
2013/08/16,87225534
2013/08/17,87629259
2013/08/18,83938477
2013/08/19,88085579
2013/08/20,88988699
2013/08/21,98827489
2013/08/22,94829694
2013/08/23,91956509
2013/08/24,82821491
2013/08/25,75837374
2013/08/26,74528029
2013/08/27,79365850
2013/08/28,79825449
2013/08/29,78641593
2013/08/30,82171379
2013/08/31,80942418
2013/09/01,77671239
2013/09/02,77700417
2013/09/03,83508456
2013/09/04,86565479
2013/09/05,85873238
2013/09/06,83081284
2013/09/07,79279188
2013/09/08,70015901
2013/09/09,68490519
2013/09/10,67849369
2013/09/11,69181616
2013/09/12,70919853
2013/09/13,71470417
2013/09/14,68678721
2013/09/15,62693330
2013/09/16,66214062
2013/09/17,67551194
2013/09/18,71917668
2013/09/19,77843798
2013/09/20,78963802
2013/09/21,71985097
2013/09/22,67564809
2013/09/23,78597661
2013/09/24,85183529
2013/09/25,86119513
2013/09/26,85238642
2013/09/27,83454069
2013/09/28,77975035
2013/09/29,73797162
2013/09/30,79022071
2013/10/01,90969895
2013/10/02,98980327
2013/10/03,96842422
2013/10/04,94008978
2013/10/05,82401335
2013/10/06,73326684
2013/10/07,74597284
2013/10/08,75275688
2013/10/09,80782955
2013/10/10,80900138
2013/10/11,82568880
2013/10/12,80797751
2013/10/13,80277455
2013/10/14,86773853
2013/10/15,92883300
2013/10/16,101910695
2013/10/17,103370280
2013/10/18,108755513
2013/10/19,117794519
2013/10/20,114846396
2013/10/21,126383673
2013/10/22,143912589
2013/10/23,156252978
2013/10/24,161295545
2013/10/25,237202863
2013/10/26,204982460
2013/10/27,173875529
2013/10/28,157442204
2013/10/29,196817436
2013/10/30,179421950
2013/10/31,163556152
2013/11/01,149044901
2013/11/02,135595852
2013/11/03,125638417
2013/11/04,139206673
2013/11/05,158270093
2013/11/06,167769185
2013/11/07,197544411
2013/11/08,217627310
2013/11/09,228624652
2013/11/10,220228386
2013/11/11,211298894
2013/11/12,237283855
2013/11/13,275476245
2013/11/14,300896054
2013/11/15,469195297
2013/11/16,497442268
2013/11/17,491630773
2013/11/18,618497021
2013/11/19,768230569
2013/11/20,773038182
2013/11/21,881549579
2013/11/22,1047250694
2013/11/23,1051814163
2013/11/24,1041098965
2013/11/25,1030284186
2013/11/26,1550884815
2013/11/27,1872734476
2013/11/28,2157425141
2013/11/29,2228495944
2013/11/30,2142215792
2013/12/01,1933158966
2013/12/02,1762502683
2013/12/03,1601406951
2013/12/04,1532299702
2013/12/05,1501873943
2013/12/06,1379633170
2013/12/07,1449264011
2013/12/08,1303563528
2013/12/09,1224958384
2013/12/10,1099134047
2013/12/11,1057470268
2013/12/12,981172239
2013/12/13,926388327
2013/12/14,821091186
2013/12/15,704960782
2013/12/16,923468957
2013/12/17,951259167
2013/12/18,978295585
2013/12/19,935724339
2013/12/20,849119321
2013/12/21,781375556
2013/12/22,726611277
2013/12/23,656206469
2013/12/24,632818612
2013/12/25,615093401
2013/12/26,566611542
2013/12/27,531178466
2013/12/28,504622797
2013/12/29,525658945
2013/12/30,536420483
2013/12/31,484673441
2014/01/01,460317943
2014/01/02,471251464
2014/01/03,522928858
2014/01/04,517281529
2014/01/05,583802996
2014/01/06,662660711
2014/01/07,694352436
2014/01/08,667076643
2014/01/09,606985467
2014/01/10,562964278
2014/01/11,505090593
2014/01/12,461143379
2014/01/13,443382515
2014/01/14,473815664
2014/01/15,471699760
2014/01/16,468278023
2014/01/17,425312109
2014/01/18,385408636
2014/01/19,398163690
2014/01/20,452797153
2014/01/21,459108384
2014/01/22,435454271
2014/01/23,425046999
2014/01/24,459755078
2014/01/25,431850318
2014/01/26,401643219
2014/01/27,483231502
2014/01/28,477389855
2014/01/29,445984341
2014/01/30,434860073
2014/01/31,402961240
