Date,transactionvalueUSD
2014/02/16,6601
2014/02/17,5253
2014/02/18,4856
2014/02/19,3972
2014/02/20,4549
2014/02/21,4166
2014/02/22,3874
2014/02/23,4174
2014/02/24,6169
2014/02/25,7065
2014/02/26,5374
2014/02/27,4585
2014/02/28,4616
2014/03/01,7155
2014/03/02,5415
2014/03/03,8048
2014/03/04,8090
2014/03/05,6134
2014/03/06,5746
2014/03/07,21380
2014/03/08,15017
2014/03/09,9490
2014/03/10,13691
2014/03/11,8140
2014/03/12,9181
2014/03/13,6621
2014/03/14,5614
2014/03/15,6056
2014/03/16,4068
2014/03/17,5135
2014/03/18,29823
2014/03/19,9196
2014/03/20,5707
2014/03/21,4782
2014/03/22,3540
2014/03/23,3281
2014/03/24,5486
2014/03/25,4506
2014/03/26,4414
2014/03/27,5997
2014/03/28,6215
2014/03/29,3775
2014/03/30,5196
2014/03/31,5306
2014/04/01,5165
2014/04/02,5175
2014/04/03,5069
2014/04/04,4489
2014/04/05,5972
2014/04/06,4063
2014/04/07,3183
2014/04/08,3030
2014/04/09,4115
2014/04/10,4876
2014/04/11,4819
2014/04/12,3574
2014/04/13,3332
2014/04/14,3990
2014/04/15,4479
2014/04/16,6046
2014/04/17,6384
2014/04/18,6461
2014/04/19,4168
2014/04/20,4180
2014/04/21,6198
2014/04/22,5470
2014/04/23,4459
2014/04/24,2944
2014/04/25,3466
2014/04/26,2902
2014/04/27,2526
2014/04/28,3827
2014/04/29,3811
2014/04/30,3343
2014/05/01,3336
2014/05/02,4774
2014/05/03,4454
2014/05/04,3529
2014/05/05,4084
2014/05/06,3738
2014/05/07,5144
2014/05/08,8450
2014/05/09,8264
2014/05/10,5322
2014/05/11,3707
2014/05/12,3210
2014/05/13,4227
2014/05/14,4541
2014/05/15,4846
2014/05/16,4357
2014/05/17,3989
2014/05/18,2386
2014/05/19,3620
2014/05/20,9538
2014/05/21,5053
2014/05/22,5282
2014/05/23,8939
2014/05/24,8843
2014/05/25,8072
2014/05/26,6623
2014/05/27,7821
2014/05/28,6714
2014/05/29,5568
2014/05/30,8528
2014/05/31,6790
2014/06/01,8779
2014/06/02,9261
2014/06/03,8592
2014/06/04,10006
2014/06/05,9193
2014/06/06,10808
2014/06/07,7620
2014/06/08,10689
2014/06/09,4211
2014/06/10,6137
2014/06/11,5380
2014/06/12,10578
2014/06/13,6852
2014/06/14,4922
2014/06/15,4672
2014/06/16,6489
2014/06/17,4137
2014/06/18,5157
2014/06/19,6883
2014/06/20,5720
2014/06/21,5256
2014/06/22,6217
2014/06/23,6069
2014/06/24,7880
2014/06/25,4378
2014/06/26,4704
2014/06/27,4489
2014/06/28,3669
2014/06/29,4216
2014/06/30,6049
2014/07/01,8276
2014/07/02,9190
2014/07/03,6102
2014/07/04,4164
2014/07/05,5250
2014/07/06,4607
2014/07/07,4643
2014/07/08,3248
2014/07/09,4173
2014/07/10,4869
2014/07/11,4395
2014/07/12,5446
2014/07/13,5706
2014/07/14,4974
2014/07/15,4846
2014/07/16,6137
2014/07/17,4311
2014/07/18,4995
2014/07/19,3165
2014/07/20,3328
2014/07/21,4367
2014/07/22,3512
2014/07/23,3775
2014/07/24,4802
2014/07/25,4916
2014/07/26,3204
2014/07/27,2923
2014/07/28,4313
2014/07/29,4609
2014/07/30,3578
2014/07/31,3486
2014/08/01,4004
2014/08/02,4101
2014/08/03,4622
2014/08/04,3658
2014/08/05,4984
2014/08/06,3389
2014/08/07,3643
2014/08/08,2923
2014/08/09,3458
2014/08/10,3655
2014/08/11,4276
2014/08/12,5415
2014/08/13,5092
2014/08/14,4832
2014/08/15,5259
2014/08/16,4990
2014/08/17,4102
2014/08/18,6320
2014/08/19,3966
2014/08/20,3728
2014/08/21,5432
2014/08/22,25524
2014/08/23,6073
2014/08/24,3660
2014/08/25,7035
2014/08/26,12550
2014/08/27,9859
2014/08/28,5418
2014/08/29,4325
2014/08/30,4962
2014/08/31,4343
2014/09/01,4833
2014/09/02,3921
2014/09/03,3284
2014/09/04,3043
2014/09/05,3483
2014/09/06,2412
2014/09/07,2946
2014/09/08,3173
2014/09/09,2969
2014/09/10,3075
2014/09/11,3186
2014/09/12,3142
2014/09/13,2507
2014/09/14,2563
2014/09/15,2767
2014/09/16,2276
2014/09/17,2636
2014/09/18,3951
2014/09/19,4006
2014/09/20,4860
2014/09/21,5157
2014/09/22,2841
2014/09/23,4132
2014/09/24,5141
2014/09/25,3491
2014/09/26,3070
2014/09/27,3217
2014/09/28,2894
2014/09/29,3438
2014/09/30,3207
2014/10/01,3409
2014/10/02,3133
2014/10/03,3427
2014/10/04,3269
2014/10/05,4236
2014/10/06,4723
2014/10/07,3547
2014/10/08,3891
2014/10/09,4237
2014/10/10,4433
2014/10/11,3177
2014/10/12,2685
2014/10/13,3771
2014/10/14,4338
2014/10/15,6149
2014/10/16,5269
2014/10/17,4857
2014/10/18,3448
2014/10/19,2737
2014/10/20,3903
2014/10/21,2719
2014/10/22,4112
2014/10/23,4917
2014/10/24,3232
2014/10/25,4379
2014/10/26,4352
2014/10/27,4469
2014/10/28,3428
2014/10/29,2922
2014/10/30,2637
2014/10/31,5113
2014/11/01,3265
2014/11/02,2326
2014/11/03,3879
2014/11/04,4199
2014/11/05,3567
2014/11/06,2715
2014/11/07,3503
2014/11/08,2643
2014/11/09,2603
2014/11/10,4047
2014/11/11,2967
2014/11/12,4562
2014/11/13,7575
2014/11/14,4361
2014/11/15,4202
2014/11/16,3637
2014/11/17,3721
2014/11/18,4215
2014/11/19,4141
2014/11/20,4266
2014/11/21,5729
2014/11/22,3746
2014/11/23,2776
2014/11/24,3474
2014/11/25,4269
2014/11/26,4588
2014/11/27,4309
2014/11/28,5738
2014/11/29,4660
2014/11/30,4394
2014/12/01,5058
2014/12/02,5236
2014/12/03,4576
2014/12/04,4017
2014/12/05,4665
2014/12/06,2818
2014/12/07,4149
2014/12/08,6583
2014/12/09,4415
2014/12/10,5126
2014/12/11,3454
2014/12/12,4156
2014/12/13,3159
2014/12/14,2645
2014/12/15,3245
2014/12/16,3292
2014/12/17,3659
2014/12/18,3816
2014/12/19,2985
2014/12/20,2658
2014/12/21,3849
2014/12/22,3408
2014/12/23,4105
2014/12/24,3305
2014/12/25,4091
2014/12/26,3012
2014/12/27,2706
2014/12/28,2904
2014/12/29,3070
2014/12/30,4042
2014/12/31,3819
2015/01/01,2500
2015/01/02,2878
2015/01/03,3052
2015/01/04,3646
2015/01/05,3222
2015/01/06,3703
2015/01/07,4034
2015/01/08,3962
2015/01/09,3531
2015/01/10,2539
2015/01/11,3671
2015/01/12,2814
2015/01/13,4121
2015/01/14,4449
2015/01/15,4333
2015/01/16,3875
2015/01/17,2485
2015/01/18,2426
2015/01/19,2149
2015/01/20,3045
2015/01/21,3190
2015/01/22,3093
2015/01/23,2533
2015/01/24,3396
2015/01/25,2702
2015/01/26,5443
2015/01/27,2986
2015/01/28,2721
2015/01/29,2424
2015/01/30,2500
2015/01/31,2062
2015/02/01,2069
2015/02/02,2578
2015/02/03,3288
2015/02/04,2983
2015/02/05,3225
2015/02/06,2397
2015/02/07,1637
2015/02/08,1722
2015/02/09,1889
2015/02/10,1766
2015/02/11,2008
2015/02/12,1847
2015/02/13,2147
2015/02/14,1770
2015/02/15,2147
2015/02/16,1626
2015/02/17,1837
2015/02/18,1958
2015/02/19,1788
2015/02/20,1907
2015/02/21,1694
2015/02/22,1301
2015/02/23,1878
2015/02/24,1632
2015/02/25,1816
2015/02/26,2638
2015/02/27,3649
2015/02/28,1728
2015/03/01,3613
2015/03/02,4817
2015/03/03,2704
2015/03/04,2506
2015/03/05,3016
2015/03/06,2367
2015/03/07,3383
2015/03/08,7081
2015/03/09,3057
2015/03/10,3101
2015/03/11,2593
2015/03/12,3205
2015/03/13,2860
2015/03/14,2569
2015/03/15,1896
2015/03/16,2572
2015/03/17,2262
2015/03/18,4081
2015/03/19,2703
2015/03/20,2053
2015/03/21,1787
2015/03/22,1425
2015/03/23,2270
2015/03/24,2642
2015/03/25,2692
2015/03/26,2428
2015/03/27,2488
2015/03/28,1814
2015/03/29,1527
2015/03/30,1966
2015/03/31,1796
2015/04/01,2207
2015/04/02,1766
2015/04/03,1767
2015/04/04,1287
2015/04/05,1204
2015/04/06,1764
2015/04/07,1821
2015/04/08,2045
2015/04/09,1832
2015/04/10,2144
2015/04/11,1463
2015/04/12,1283
2015/04/13,1853
2015/04/14,1967
2015/04/15,1666
2015/04/16,2681
2015/04/17,2524
2015/04/18,1785
2015/04/19,2486
2015/04/20,2523
2015/04/21,2558
2015/04/22,2735
2015/04/23,2432
2015/04/24,2770
2015/04/25,2162
2015/04/26,2575
2015/04/27,2636
2015/04/28,2641
2015/04/29,2484
2015/04/30,2523
2015/05/01,2898
2015/05/02,2070
2015/05/03,2341
2015/05/04,2878
2015/05/05,2481
2015/05/06,2547
2015/05/07,2747
2015/05/08,2427
2015/05/09,2270
2015/05/10,2600
2015/05/11,2592
2015/05/12,2304
2015/05/13,2473
2015/05/14,2431
2015/05/15,2138
2015/05/16,1998
2015/05/17,1723
2015/05/18,2248
2015/05/19,2598
2015/05/20,2396
2015/05/21,2309
2015/05/22,3054
2015/05/23,2683
2015/05/24,1857
2015/05/25,2127
2015/05/26,2238
2015/05/27,2550
2015/05/28,2175
2015/05/29,2086
2015/05/30,1673
2015/05/31,2237
2015/06/01,2756
2015/06/02,2519
2015/06/03,2503
2015/06/04,2378
2015/06/05,3009
2015/06/06,2611
2015/06/07,2666
2015/06/08,2371
2015/06/09,2420
2015/06/10,2304
2015/06/11,2428
2015/06/12,2494
2015/06/13,2315
2015/06/14,3002
2015/06/15,2815
2015/06/16,3758
2015/06/17,3566
2015/06/18,2918
2015/06/19,3658
2015/06/20,2668
2015/06/21,2479
2015/06/22,2317
2015/06/23,2259
2015/06/24,2474
2015/06/25,2082
2015/06/26,3171
2015/06/27,2938
2015/06/28,2061
2015/06/29,2704
2015/06/30,2807
2015/07/01,2388
2015/07/02,2421
2015/07/03,2454
2015/07/04,2267
2015/07/05,2708
2015/07/06,2371
2015/07/07,1828
2015/07/08,1685
2015/07/09,1865
2015/07/10,2663
2015/07/11,1990
2015/07/12,1839
2015/07/13,2468
2015/07/14,3081
2015/07/15,3193
2015/07/16,3423
2015/07/17,2949
2015/07/18,1888
2015/07/19,1658
2015/07/20,2203
2015/07/21,2194
2015/07/22,2232
2015/07/23,2873
2015/07/24,3143
2015/07/25,2185
2015/07/26,1860
2015/07/27,2534
2015/07/28,2974
2015/07/29,2287
2015/07/30,2402
2015/07/31,1961
2015/08/01,1502
2015/08/02,1827
2015/08/03,2436
2015/08/04,2510
2015/08/05,2627
2015/08/06,2395
2015/08/07,2792
2015/08/08,3305
2015/08/09,3577
2015/08/10,2817
2015/08/11,2720
2015/08/12,3045
2015/08/13,3299
2015/08/14,3289
2015/08/15,2886
2015/08/16,3165
2015/08/17,3408
2015/08/18,3874
2015/08/19,3159
2015/08/20,3129
2015/08/21,2974
2015/08/22,2795
2015/08/23,2492
2015/08/24,3585
2015/08/25,3628
2015/08/26,2924
2015/08/27,2823
2015/08/28,3170
2015/08/29,2107
2015/08/30,1826
2015/08/31,2334
2015/09/01,2498
2015/09/02,2142
2015/09/03,2162
2015/09/04,2437
2015/09/05,1699
2015/09/06,2160
2015/09/07,1967
2015/09/08,2719
2015/09/09,2481
2015/09/10,2614
2015/09/11,1618
2015/09/12,1375
2015/09/13,1344
2015/09/14,1743
2015/09/15,1854
2015/09/16,1961
2015/09/17,1166
2015/09/18,1852
2015/09/19,2198
2015/09/20,1937
2015/09/21,2809
2015/09/22,2574
2015/09/23,2209
2015/09/24,2249
2015/09/25,2501
2015/09/26,2066
2015/09/27,1622
2015/09/28,2562
2015/09/29,2926
2015/09/30,2404
2015/10/01,2779
2015/10/02,2925
2015/10/03,1995
2015/10/04,2023
2015/10/05,2614
2015/10/06,2935
2015/10/07,2693
2015/10/08,3501
2015/10/09,2911
2015/10/10,2293
2015/10/11,2283
2015/10/12,2573
2015/10/13,3058
2015/10/14,2997
2015/10/15,3326
2015/10/16,3338
2015/10/17,3077
2015/10/18,2374
2015/10/19,2714
2015/10/20,2918
2015/10/21,2490
2015/10/22,2862
2015/10/23,2749
2015/10/24,2660
2015/10/25,3045
2015/10/26,3762
2015/10/27,3430
2015/10/28,3730
2015/10/29,4407
2015/10/30,4834
2015/10/31,3703
2015/11/01,3453
2015/11/02,4806
2015/11/03,7077
2015/11/04,22854
2015/11/05,8108
2015/11/06,6076
2015/11/07,5682
2015/11/08,5452
2015/11/09,7158
2015/11/10,6569
2015/11/11,7091
2015/11/12,6240
2015/11/13,6138
2015/11/14,6842
2015/11/15,4910
2015/11/16,5408
2015/11/17,4086
2015/11/18,3630
2015/11/19,4384
2015/11/20,4562
2015/11/21,3236
2015/11/22,2819
2015/11/23,2977
2015/11/24,3062
2015/11/25,4053
2015/11/26,4375
2015/11/27,4750
2015/11/28,4206
2015/11/29,3874
2015/11/30,5057
2015/12/01,5151
2015/12/02,5344
2015/12/03,4602
2015/12/04,5604
2015/12/05,9887
2015/12/06,12025
2015/12/07,6531
2015/12/08,6090
2015/12/09,7508
2015/12/10,6357
2015/12/11,7828
2015/12/12,7249
2015/12/13,12143
2015/12/14,9486
2015/12/15,9122
2015/12/16,9318
2015/12/17,8825
2015/12/18,8838
2015/12/19,8497
2015/12/20,9260
2015/12/21,10197
2015/12/22,9453
2015/12/23,8950
2015/12/24,10119
2015/12/25,10161
2015/12/26,6646
2015/12/27,3760
2015/12/28,5340
2015/12/29,4983
2015/12/30,5625
2015/12/31,3189
2016/01/01,3327
2016/01/02,3010
2016/01/03,2697
2016/01/04,2536
2016/01/05,3294
2016/01/06,3335
2016/01/07,3777
2016/01/08,2990
2016/01/09,2116
2016/01/10,3189
2016/01/11,4270
2016/01/12,2920
2016/01/13,3205
2016/01/14,2880
2016/01/15,3811
2016/01/16,2856
2016/01/17,19515
2016/01/18,16948
2016/01/19,18075
2016/01/20,7454
2016/01/21,9877
2016/01/22,14218
2016/01/23,60833
2016/01/24,132628
2016/01/25,30994
2016/01/26,17732
2016/01/27,23863
2016/01/28,10386
2016/01/29,12025
2016/01/30,7062
2016/01/31,3651
2016/02/01,8984
2016/02/02,5910
2016/02/03,3064
2016/02/04,4682
2016/02/05,5996
2016/02/06,5357
2016/02/07,5438
2016/02/08,4406
2016/02/09,3610
2016/02/10,4277
2016/02/11,4579
2016/02/12,5036
2016/02/13,5504
2016/02/14,5970
2016/02/15,7245
2016/02/16,7464
2016/02/17,7272
2016/02/18,7608
2016/02/19,9406
2016/02/20,8369
2016/02/21,8911
2016/02/22,8202
2016/02/23,6971
2016/02/24,6950
2016/02/25,6056
2016/02/26,6920
2016/02/27,6000
2016/02/28,15603
2016/02/29,16341
2016/03/01,17265
2016/03/02,9129
2016/03/03,6705
2016/03/04,15091
2016/03/05,33565
2016/03/06,5026
2016/03/07,6482
2016/03/08,4800
2016/03/09,4464
2016/03/10,5453
2016/03/11,5221
2016/03/12,4497
2016/03/13,4462
2016/03/14,5245
2016/03/15,6571
2016/03/16,26255
2016/03/17,16034
2016/03/18,10505
2016/03/19,5025
2016/03/20,4079
2016/03/21,4199
2016/03/22,4519
2016/03/23,4609
2016/03/24,4998
2016/03/25,5094
2016/03/26,3933
2016/03/27,4587
2016/03/28,4501
2016/03/29,4513
2016/03/30,4169
2016/03/31,4396
2016/04/01,4269
2016/04/02,4003
2016/04/03,3653
2016/04/04,4267
2016/04/05,4392
2016/04/06,4602
2016/04/07,5308
2016/04/08,5350
2016/04/09,4769
2016/04/10,4506
2016/04/11,4691
2016/04/12,6212
2016/04/13,6097
2016/04/14,5502
2016/04/15,7690
2016/04/16,7203
2016/04/17,5861
2016/04/18,7681
2016/04/19,7012
2016/04/20,8209
2016/04/21,10483
2016/04/22,11172
2016/04/23,8245
2016/04/24,5491
2016/04/25,5714
2016/04/26,5112
2016/04/27,4757
2016/04/28,4840
2016/04/29,4323
2016/04/30,3974
2016/05/01,4412
2016/05/02,4882
2016/05/03,4303
2016/05/04,4400
2016/05/05,4219
2016/05/06,4488
2016/05/07,4287
2016/05/08,3924
2016/05/09,4223
2016/05/10,4089
2016/05/11,4843
2016/05/12,4529
2016/05/13,5040
2016/05/14,4110
2016/05/15,4649
2016/05/16,5107
2016/05/17,5134
2016/05/18,4341
2016/05/19,5228
2016/05/20,4496
2016/05/21,3639
2016/05/22,3613
2016/05/23,4230
2016/05/24,4536
2016/05/25,6038
2016/05/26,7431
2016/05/27,9042
2016/05/28,9433
2016/05/29,8006
2016/05/30,5666
2016/05/31,6367
2016/06/01,5354
2016/06/02,5414
2016/06/03,4555
2016/06/04,4332
2016/06/05,5531
2016/06/06,5148
2016/06/07,5375
2016/06/08,5002
2016/06/09,5084
2016/06/10,5771
2016/06/11,5144
2016/06/12,8574
2016/06/13,7529
2016/06/14,6559
2016/06/15,6113
2016/06/16,7667
2016/06/17,8138
2016/06/18,7450
2016/06/19,6932
2016/06/20,7932
2016/06/21,7825
2016/06/22,7476
2016/06/23,7707
2016/06/24,7672
2016/06/25,7024
2016/06/26,6426
2016/06/27,6372
2016/06/28,5681
2016/06/29,5617
2016/06/30,5846
2016/07/01,6712
2016/07/02,7391
2016/07/03,6596
2016/07/04,8120
2016/07/05,6395
2016/07/06,6365
2016/07/07,8465
2016/07/08,7002
2016/07/09,6621
2016/07/10,6042
2016/07/11,6591
2016/07/12,6905
2016/07/13,6865
2016/07/14,6316
2016/07/15,10215
2016/07/16,7128
2016/07/17,8022
2016/07/18,6891
2016/07/19,7646
2016/07/20,7209
2016/07/21,6719
2016/07/22,7212
2016/07/23,6123
2016/07/24,6616
2016/07/25,5283
2016/07/26,6337
2016/07/27,6971
2016/07/28,6935
2016/07/29,6057
2016/07/30,6169
2016/07/31,6148
2016/08/01,4759
2016/08/02,8385
2016/08/03,5732
2016/08/04,7424
2016/08/05,5752
2016/08/06,4472
2016/08/07,5744
2016/08/08,4933
2016/08/09,5678
2016/08/10,5238
2016/08/11,5245
2016/08/12,4847
2016/08/13,5602
2016/08/14,4944
2016/08/15,5824
2016/08/16,6221
2016/08/17,4826
2016/08/18,5576
2016/08/19,5549
2016/08/20,5856
2016/08/21,4204
2016/08/22,5062
2016/08/23,5109
2016/08/24,5262
2016/08/25,5246
2016/08/26,5336
2016/08/27,4398
2016/08/28,4268
2016/08/29,4373
2016/08/30,4186
2016/08/31,4545
2016/09/01,4314
2016/09/02,4046
2016/09/03,4161
2016/09/04,3823
2016/09/05,4556
2016/09/06,4183
2016/09/07,3898
2016/09/08,4450
2016/09/09,4972
2016/09/10,4768
2016/09/11,5178
2016/09/12,4865
2016/09/13,5059
2016/09/14,4996
2016/09/15,4083
2016/09/16,5477
2016/09/17,4156
2016/09/18,5159
2016/09/19,5660
2016/09/20,5739
2016/09/21,4666
2016/09/22,6015
2016/09/23,6051
2016/09/24,5874
2016/09/25,5731
2016/09/26,5968
2016/09/27,4473
2016/09/28,6551
2016/09/29,4579
2016/09/30,5939
2016/10/01,4389
2016/10/02,4500
2016/10/03,4701
2016/10/04,4388
2016/10/05,5268
2016/10/06,5100
2016/10/07,5474
2016/10/08,5852
2016/10/09,7902
2016/10/10,7188
2016/10/11,6863
2016/10/12,7452
2016/10/13,5778
2016/10/14,5366
2016/10/15,10353
2016/10/16,7958
2016/10/17,5079
2016/10/18,6354
2016/10/19,6157
2016/10/20,5735
2016/10/21,7546
2016/10/22,3998
2016/10/23,6406
2016/10/24,10712
2016/10/25,8584
2016/10/26,6574
2016/10/27,7299
2016/10/28,4272
2016/10/29,4613
2016/10/30,4545
2016/10/31,5218
2016/11/01,5389
2016/11/02,12914
2016/11/03,18160
2016/11/04,16600
2016/11/05,17125
2016/11/06,17148
2016/11/07,11474
2016/11/08,8338
2016/11/09,7225
2016/11/10,4629
2016/11/11,3913
2016/11/12,2937
2016/11/13,3582
2016/11/14,4010
2016/11/15,4453
2016/11/16,4870
2016/11/17,4290
2016/11/18,4319
2016/11/19,3347
2016/11/20,3574
2016/11/21,4022
2016/11/22,4444
2016/11/23,4618
2016/11/24,4271
2016/11/25,3411
2016/11/26,3209
2016/11/27,2930
2016/11/28,3714
2016/11/29,3606
2016/11/30,3442
2016/12/01,4717
2016/12/02,4340
2016/12/03,3275
2016/12/04,2846
2016/12/05,4671
2016/12/06,3900
2016/12/07,3795
2016/12/08,3862
2016/12/09,4360
2016/12/10,3609
2016/12/11,3547
2016/12/12,4876
2016/12/13,4171
2016/12/14,4489
2016/12/15,5623
2016/12/16,5251
2016/12/17,4368
2016/12/18,4713
2016/12/19,5178
2016/12/20,5165
2016/12/21,7100
2016/12/22,6660
2016/12/23,7725
2016/12/24,5688
2016/12/25,4877
2016/12/26,5537
2016/12/27,6885
2016/12/28,6419
2016/12/29,5645
2016/12/30,7317
2016/12/31,5247
2017/01/01,5828
2017/01/02,5552
2017/01/03,6573
2017/01/04,8114
2017/01/05,10856
2017/01/06,8305
2017/01/07,6632
2017/01/08,5866
2017/01/09,6912
2017/01/10,6547
2017/01/11,11077
2017/01/12,9502
2017/01/13,7045
2017/01/14,5109
2017/01/15,5963
2017/01/16,6440
2017/01/17,6891
2017/01/18,5762
2017/01/19,7709
2017/01/20,7739
2017/01/21,5319
2017/01/22,4410
2017/01/23,5962
2017/01/24,6369
2017/01/25,5662
2017/01/26,6121
2017/01/27,6250
2017/01/28,4645
2017/01/29,5209
2017/01/30,5469
2017/01/31,5457
2017/02/01,5743
2017/02/02,7053
2017/02/03,7600
2017/02/04,7563
2017/02/05,6261
2017/02/06,7422
2017/02/07,6502
2017/02/08,6666
2017/02/09,9404
2017/02/10,8848
2017/02/11,5412
2017/02/12,4018
2017/02/13,5486
2017/02/14,6123
2017/02/15,5971
2017/02/16,10824
2017/02/17,8159
2017/02/18,4620
2017/02/19,5913
2017/02/20,5807
2017/02/21,6877
2017/02/22,10108
2017/02/23,11688
2017/02/24,6575
2017/02/25,4389
2017/02/26,4926
2017/02/27,7807
2017/02/28,7145
2017/03/01,9495
2017/03/02,10294
2017/03/03,17161
2017/03/04,9513
2017/03/05,5534
2017/03/06,8471
2017/03/07,8012
2017/03/08,10156
2017/03/09,22060
2017/03/10,10720
2017/03/11,6866
2017/03/12,6487
2017/03/13,9400
2017/03/14,10786
2017/03/15,9702
2017/03/16,12352
2017/03/17,12087
2017/03/18,10342
2017/03/19,23940
2017/03/20,12360
2017/03/21,23443
2017/03/22,17585
2017/03/23,8622
2017/03/24,13359
2017/03/25,12926
2017/03/26,7769
2017/03/27,10093
2017/03/28,8287
2017/03/29,6606
2017/03/30,7771
2017/03/31,14560
2017/04/01,12102
2017/04/02,17971
2017/04/03,16357
2017/04/04,11050
2017/04/05,8180
2017/04/06,8191
2017/04/07,23719
2017/04/08,51509
2017/04/09,7573
2017/04/10,9230
2017/04/11,7975
2017/04/12,9059
2017/04/13,11160
2017/04/14,9046
2017/04/15,7063
2017/04/16,10723
2017/04/17,11903
2017/04/18,9867
2017/04/19,8537
2017/04/20,10227
2017/04/21,8893
2017/04/22,8132
2017/04/23,8058
2017/04/24,10957
2017/04/25,12666
2017/04/26,9390
2017/04/27,11669
2017/04/28,10661
2017/04/29,8154
2017/04/30,8564
2017/05/01,11828
2017/05/02,10919
2017/05/03,13004
2017/05/04,12370
2017/05/05,16439
2017/05/06,11431
2017/05/07,10790
2017/05/08,16993
2017/05/09,16153
2017/05/10,21413
2017/05/11,18589
2017/05/12,17055
2017/05/13,15576
2017/05/14,12245
2017/05/15,16277
2017/05/16,20530
2017/05/17,22805
2017/05/18,20627
2017/05/19,17729
2017/05/20,15796
2017/05/21,14502
2017/05/22,21786
2017/05/23,24693
2017/05/24,25205
2017/05/25,25900
2017/05/26,19993
2017/05/27,16494
2017/05/28,19514
2017/05/29,17331
2017/05/30,24826
2017/05/31,23148
2017/06/01,25031
2017/06/02,26029
2017/06/03,26472
2017/06/04,32912
2017/06/05,29158
2017/06/06,24152
2017/06/07,21655
2017/06/08,21533
2017/06/09,25863
2017/06/10,27325
2017/06/11,29877
2017/06/12,30093
2017/06/13,30971
2017/06/14,30143
2017/06/15,24914
2017/06/16,31373
2017/06/17,25734
2017/06/18,27742
2017/06/19,29453
2017/06/20,30023
2017/06/21,35391
2017/06/22,32427
2017/06/23,25030
2017/06/24,26338
2017/06/25,26535
2017/06/26,36022
2017/06/27,25784
2017/06/28,25473
2017/06/29,35095
2017/06/30,32823
2017/07/01,25549
2017/07/02,22251
2017/07/03,28153
2017/07/04,23152
2017/07/05,27231
2017/07/06,25478
2017/07/07,25596
2017/07/08,30724
2017/07/09,31966
2017/07/10,31882
2017/07/11,25512
2017/07/12,23948
2017/07/13,24195
2017/07/14,25983
2017/07/15,18350
2017/07/16,19438
2017/07/17,23700
2017/07/18,23100
2017/07/19,22826
2017/07/20,26222
2017/07/21,22782
2017/07/22,22198
2017/07/23,24385
2017/07/24,27361
2017/07/25,78931
2017/07/26,38997
2017/07/27,28299
2017/07/28,46641
2017/07/29,53371
2017/07/30,129731
2017/07/31,35357
2017/08/01,55654
2017/08/02,36619
2017/08/03,27590
2017/08/04,27964
2017/08/05,25741
2017/08/06,28533
2017/08/07,31331
2017/08/08,33527
2017/08/09,31425
2017/08/10,37353
2017/08/11,39964
2017/08/12,35028
2017/08/13,34418
2017/08/14,46246
2017/08/15,36075
2017/08/16,44905
2017/08/17,34973
2017/08/18,36235
2017/08/19,36052
2017/08/20,34683
2017/08/21,42653
2017/08/22,37003
2017/08/23,31106
2017/08/24,33984
2017/08/25,29762
2017/08/26,26765
2017/08/27,21324
2017/08/28,33172
2017/08/29,31146
2017/08/30,27664
2017/08/31,29797
2017/09/01,30534
2017/09/02,31304
2017/09/03,33552
2017/09/04,39562
2017/09/05,100256
2017/09/06,41632
2017/09/07,40169
2017/09/08,34972
2017/09/09,36723
2017/09/10,35468
2017/09/11,45008
2017/09/12,40515
2017/09/13,42528
2017/09/14,43553
2017/09/15,41502
2017/09/16,36640
2017/09/17,32264
2017/09/18,42372
2017/09/19,27029
2017/09/20,32562
2017/09/21,28841
2017/09/22,30023
2017/09/23,24068
2017/09/24,22409
2017/09/25,33742
2017/09/26,31181
2017/09/27,34001
2017/09/28,35035
2017/09/29,32011
2017/09/30,33491
2017/10/01,30533
2017/10/02,30389
2017/10/03,24860
2017/10/04,26879
2017/10/05,26017
2017/10/06,21341
2017/10/07,19899
2017/10/08,24062
2017/10/09,40188
2017/10/10,31066
2017/10/11,29169
2017/10/12,34552
2017/10/13,36215
2017/10/14,29383
2017/10/15,26288
2017/10/16,34725
2017/10/17,47593
2017/10/18,35268
2017/10/19,30264
2017/10/20,35685
2017/10/21,30387
2017/10/22,30664
2017/10/23,55673
2017/10/24,45325
2017/10/25,34416
2017/10/26,36544
2017/10/27,49068
2017/10/28,38364
2017/10/29,29189
2017/10/30,36197
2017/10/31,42591
2017/11/01,41837
2017/11/02,44545
2017/11/03,79848
2017/11/04,142419
2017/11/05,180441
2017/11/06,74469
2017/11/07,74673
2017/11/08,104559
2017/11/09,47516
2017/11/10,59685
2017/11/11,56012
2017/11/12,68648
2017/11/13,89730
2017/11/14,93706
2017/11/15,75243
2017/11/16,91784
2017/11/17,97635
2017/11/18,77255
2017/11/19,160965
2017/11/20,101924
2017/11/21,80142
2017/11/22,92243
2017/11/23,79155
2017/11/24,71526
2017/11/25,72885
2017/11/26,56203
2017/11/27,61437
2017/11/28,77649
2017/11/29,85854
2017/11/30,70134
2017/12/01,57460
2017/12/02,72036
2017/12/03,59934
2017/12/04,74412
2017/12/05,87067
2017/12/06,100736
2017/12/07,140568
2017/12/08,105625
2017/12/09,110025
2017/12/10,84704
2017/12/11,120727
2017/12/12,149718
2017/12/13,128844
2017/12/14,99077
