Date,transactionvalueUSD
2017/12/15,119167
2017/12/16,118546
2017/12/17,118209
2017/12/18,143702
2017/12/19,95987
2017/12/20,101636
2017/12/21,87035
2017/12/22,70050
2017/12/23,87141
2017/12/24,69893
2017/12/25,109310
2017/12/26,134412
2017/12/27,118631
2017/12/28,97156
2017/12/29,95308
2017/12/30,86475
2017/12/31,75541
2018/01/01,94104
2018/01/02,103561
2018/01/03,106867
2018/01/04,95838
2018/01/05,135345
2018/01/06,139330
2018/01/07,125268
2018/01/08,112823
2018/01/09,93725
2018/01/10,89169
2018/01/11,76180
2018/01/12,82955
2018/01/13,73722
2018/01/14,74564
2018/01/15,76208
2018/01/16,116560
2018/01/17,84022
2018/01/18,80527
2018/01/19,92658
2018/01/20,76074
2018/01/21,61533
2018/01/22,69635
2018/01/23,61095
2018/01/24,66525
2018/01/25,65271
2018/01/26,85553
2018/01/27,79489
2018/01/28,171670
2018/01/29,95042
2018/01/30,107502
2018/01/31,88742
2018/02/01,82912
2018/02/02,54128
2018/02/03,42393
2018/02/04,49344
2018/02/05,65810
2018/02/06,53713
2018/02/07,43026
2018/02/08,55780
2018/02/09,53355
2018/02/10,73500
2018/02/11,78200
2018/02/12,77583
2018/02/13,62204
2018/02/14,71740
2018/02/15,70395
2018/02/16,59031
2018/02/17,90816
2018/02/18,110670
2018/02/19,104096
2018/02/20,73752
2018/02/21,70054
2018/02/22,84197
2018/02/23,54750
2018/02/24,48090
2018/02/25,40227
2018/02/26,44990
2018/02/27,45463
2018/02/28,77481
2018/03/01,60302
2018/03/02,54967
2018/03/03,50607
2018/03/04,43800
2018/03/05,51625
2018/03/06,50330
2018/03/07,45321
2018/03/08,50355
2018/03/09,54349
2018/03/10,36997
2018/03/11,47040
2018/03/12,51118
2018/03/13,74875
2018/03/14,47758
2018/03/15,76767
2018/03/16,46589
2018/03/17,127447
2018/03/18,75838
2018/03/19,58157
2018/03/20,49348
2018/03/21,42996
2018/03/22,52455
2018/03/23,46561
2018/03/24,44331
2018/03/25,51497
2018/03/26,73572
2018/03/27,45746
2018/03/28,52119
2018/03/29,33143
2018/03/30,47540
2018/03/31,42448
2018/04/01,42395
2018/04/02,60612
2018/04/03,48518
2018/04/04,54292
2018/04/05,38826
2018/04/06,48405
2018/04/07,33204
2018/04/08,37030
2018/04/09,47347
2018/04/10,34349
2018/04/11,37997
2018/04/12,74504
2018/04/13,45932
2018/04/14,34312
2018/04/15,35502
2018/04/16,56247
2018/04/17,47580
2018/04/18,44889
2018/04/19,50822
2018/04/20,62102
2018/04/21,41560
2018/04/22,40411
2018/04/23,43214
2018/04/24,64878
2018/04/25,85542
2018/04/26,43744
2018/04/27,67095
2018/04/28,83285
2018/04/29,83662
2018/04/30,52602
2018/05/01,46114
2018/05/02,46265
2018/05/03,55608
2018/05/04,59046
2018/05/05,51478
2018/05/06,61499
2018/05/07,62835
2018/05/08,44941
2018/05/09,47300
2018/05/10,53516
2018/05/11,53404
2018/05/12,46465
2018/05/13,44831
2018/05/14,52224
2018/05/15,42938
2018/05/16,45788
2018/05/17,45239
2018/05/18,43048
2018/05/19,35778
2018/05/20,38641
2018/05/21,34936
2018/05/22,37573
2018/05/23,37727
2018/05/24,43628
2018/05/25,36439
2018/05/26,28742
2018/05/27,40856
2018/05/28,50553
2018/05/29,45680
2018/05/30,46352
2018/05/31,49374
2018/06/01,44134
2018/06/02,41076
2018/06/03,44065
2018/06/04,54997
2018/06/05,43401
2018/06/06,41989
2018/06/07,44732
2018/06/08,54972
2018/06/09,39018
2018/06/10,55801
2018/06/11,53563
2018/06/12,44465
2018/06/13,57259
2018/06/14,57252
2018/06/15,55126
2018/06/16,33377
2018/06/17,30119
2018/06/18,35327
2018/06/19,51701
2018/06/20,38980
2018/06/21,31473
2018/06/22,58342
2018/06/23,53833
2018/06/24,34390
2018/06/25,40205
2018/06/26,28013
2018/06/27,32258
2018/06/28,29737
2018/06/29,32391
2018/06/30,25979
2018/07/01,35071
2018/07/02,32411
2018/07/03,32398
2018/07/04,28333
2018/07/05,34119
2018/07/06,31607
2018/07/07,23672
2018/07/08,32551
2018/07/09,34185
2018/07/10,35373
2018/07/11,26640
2018/07/12,25186
2018/07/13,26633
2018/07/14,26193
2018/07/15,29376
2018/07/16,38201
2018/07/17,31249
2018/07/18,35273
2018/07/19,31708
2018/07/20,30072
2018/07/21,25496
2018/07/22,25937
2018/07/23,32469
2018/07/24,36811
2018/07/25,33141
2018/07/26,31121
2018/07/27,34074
2018/07/28,28564
2018/07/29,32136
2018/07/30,30804
2018/07/31,28411
2018/08/01,28438
2018/08/02,31073
2018/08/03,31610
2018/08/04,36552
2018/08/05,41570
2018/08/06,40339
2018/08/07,34157
2018/08/08,36382
2018/08/09,32143
2018/08/10,27580
2018/08/11,25729
2018/08/12,23148
2018/08/13,26298
2018/08/14,28656
2018/08/15,27275
2018/08/16,24872
2018/08/17,23829
2018/08/18,22510
2018/08/19,22894
2018/08/20,25803
2018/08/21,30625
2018/08/22,25898
2018/08/23,25945
2018/08/24,22598
2018/08/25,22581
2018/08/26,19904
2018/08/27,29289
2018/08/28,55772
2018/08/29,26783
2018/08/30,25618
2018/08/31,45515
2018/09/01,29365
2018/09/02,32014
2018/09/03,30115
2018/09/04,29540
2018/09/05,27885
2018/09/06,32481
2018/09/07,30382
2018/09/08,22394
2018/09/09,23995
2018/09/10,24538
2018/09/11,24477
2018/09/12,23584
2018/09/13,30840
2018/09/14,22125
2018/09/15,22241
2018/09/16,24868
2018/09/17,28786
2018/09/18,26529
2018/09/19,23664
2018/09/20,22975
2018/09/21,28878
2018/09/22,22258
2018/09/23,17594
2018/09/24,22006
2018/09/25,34793
2018/09/26,28347
2018/09/27,23772
2018/09/28,28314
2018/09/29,22630
2018/09/30,20309
2018/10/01,22381
2018/10/02,33654
2018/10/03,21136
2018/10/04,22811
2018/10/05,19856
2018/10/06,18838
2018/10/07,14948
2018/10/08,22151
2018/10/09,21082
2018/10/10,27939
2018/10/11,25379
2018/10/12,28846
2018/10/13,20967
2018/10/14,21912
2018/10/15,31782
2018/10/16,21281
2018/10/17,22656
2018/10/18,25607
2018/10/19,24641
2018/10/20,19292
2018/10/21,16700
2018/10/22,22423
2018/10/23,26116
2018/10/24,25766
2018/10/25,25782
2018/10/26,21174
2018/10/27,15997
2018/10/28,15410
2018/10/29,19204
2018/10/30,18978
2018/10/31,20435
2018/11/01,20882
2018/11/02,27737
2018/11/03,15249
2018/11/04,16976
2018/11/05,19133
2018/11/06,20053
2018/11/07,19553
2018/11/08,18474
2018/11/09,19382
2018/11/10,14940
2018/11/11,14097
2018/11/12,18479
2018/11/13,20385
2018/11/14,24291
2018/11/15,36378
2018/11/16,22679
2018/11/17,14453
2018/11/18,13604
2018/11/19,21160
2018/11/20,33963
2018/11/21,23243
2018/11/22,17338
2018/11/23,18164
2018/11/24,15591
2018/11/25,17163
2018/11/26,19755
2018/11/27,17651
2018/11/28,21993
2018/11/29,20323
2018/11/30,30611
2018/12/01,21317
2018/12/02,18372
2018/12/03,24731
2018/12/04,32757
2018/12/05,26033
2018/12/06,21921
2018/12/07,19389
2018/12/08,13778
2018/12/09,11175
2018/12/10,14713
2018/12/11,16921
2018/12/12,14654
2018/12/13,14785
2018/12/14,13865
2018/12/15,10053
2018/12/16,12318
2018/12/17,13714
2018/12/18,18399
2018/12/19,19263
2018/12/20,18337
2018/12/21,18406
2018/12/22,12565
2018/12/23,12553
2018/12/24,16889
2018/12/25,15490
2018/12/26,15226
2018/12/27,15782
2018/12/28,15338
2018/12/29,16718
2018/12/30,10008
2018/12/31,12450
2019/01/01,8744
2019/01/02,14003
2019/01/03,12499
2019/01/04,13168
2019/01/05,11078
2019/01/06,10471
2019/01/07,13992
2019/01/08,11460
2019/01/09,11942
2019/01/10,13597
2019/01/11,14261
2019/01/12,10376
2019/01/13,9688
2019/01/14,10395
2019/01/15,16794
2019/01/16,11842
2019/01/17,10550
2019/01/18,10566
2019/01/19,8293
2019/01/20,8315
2019/01/21,17537
2019/01/22,14099
2019/01/23,14403
2019/01/24,17178
2019/01/25,21745
2019/01/26,11933
2019/01/27,9492
2019/01/28,18485
2019/01/29,16468
2019/01/30,24145
2019/01/31,21299
2019/02/01,28557
2019/02/02,16411
2019/02/03,7954
2019/02/04,21553
2019/02/05,26913
2019/02/06,35689
2019/02/07,25203
2019/02/08,30472
2019/02/09,19850
2019/02/10,7518
2019/02/11,25273
2019/02/12,42240
2019/02/13,38550
2019/02/14,27910
2019/02/15,26114
2019/02/16,7836
2019/02/17,7522
2019/02/18,13076
2019/02/19,20100
2019/02/20,17209
2019/02/21,14343
2019/02/22,15550
2019/02/23,12159
2019/02/24,11948
2019/02/25,17225
2019/02/26,17952
2019/02/27,15591
2019/02/28,16044
2019/03/01,14839
2019/03/02,16666
2019/03/03,15612
2019/03/04,21915
2019/03/05,28717
2019/03/06,19856
2019/03/07,18085
2019/03/08,17932
2019/03/09,13380
2019/03/10,12170
2019/03/11,14902
2019/03/12,20136
2019/03/13,15466
2019/03/14,18305
2019/03/15,17975
2019/03/16,12983
2019/03/17,12107
2019/03/18,24376
2019/03/19,19240
2019/03/20,17326
2019/03/21,19671
2019/03/22,23477
2019/03/23,12099
2019/03/24,11190
2019/03/25,17657
2019/03/26,13247
2019/03/27,13592
2019/03/28,14818
2019/03/29,14570
2019/03/30,10008
2019/03/31,9841
2019/04/01,19553
2019/04/02,39673
2019/04/03,18222
2019/04/04,17925
2019/04/05,13920
2019/04/06,10879
2019/04/07,12182
2019/04/08,20871
2019/04/09,29681
2019/04/10,20912
2019/04/11,23995
2019/04/12,20107
2019/04/13,15019
2019/04/14,15161
2019/04/15,20857
2019/04/16,25505
2019/04/17,23658
2019/04/18,24770
2019/04/19,29698
2019/04/20,17912
2019/04/21,10787
2019/04/22,26237
2019/04/23,40138
2019/04/24,27547
2019/04/25,23926
2019/04/26,20571
2019/04/27,10353
2019/04/28,11815
2019/04/29,16498
2019/04/30,28429
2019/05/01,14141
2019/05/02,11817
2019/05/03,18862
2019/05/04,14303
2019/05/05,13301
2019/05/06,17489
2019/05/07,27733
2019/05/08,19238
2019/05/09,21149
2019/05/10,26611
2019/05/11,24834
2019/05/12,20098
2019/05/13,31783
2019/05/14,35904
2019/05/15,47286
2019/05/16,30625
2019/05/17,27511
2019/05/18,16935
2019/05/19,20330
2019/05/20,25251
2019/05/21,22264
2019/05/22,23386
2019/05/23,24131
2019/05/24,29232
2019/05/25,18773
2019/05/26,18383
2019/05/27,26578
2019/05/28,29550
2019/05/29,30416
2019/05/30,28033
2019/05/31,57258
2019/06/01,30826
2019/06/02,34928
2019/06/03,49174
2019/06/04,36532
2019/06/05,41751
2019/06/06,42560
2019/06/07,32942
2019/06/08,25073
2019/06/09,23488
2019/06/10,32182
2019/06/11,50245
2019/06/12,31984
2019/06/13,27451
2019/06/14,28965
2019/06/15,26845
2019/06/16,41653
2019/06/17,77888
2019/06/18,66570
2019/06/19,38143
2019/06/20,96036
2019/06/21,49592
2019/06/22,59146
2019/06/23,28391
2019/06/24,46717
2019/06/25,61246
2019/06/26,59116
2019/06/27,54745
2019/06/28,42146
2019/06/29,45863
2019/06/30,66802
2019/07/01,66748
2019/07/02,40605
2019/07/03,48558
2019/07/04,39703
2019/07/05,45995
2019/07/06,22970
2019/07/07,25844
2019/07/08,82619
2019/07/09,83435
2019/07/10,92212
2019/07/11,105268
2019/07/12,78292
2019/07/13,58962
2019/07/14,55932
2019/07/15,54731
2019/07/16,70127
2019/07/17,55951
2019/07/18,159511
2019/07/19,45811
2019/07/20,29423
2019/07/21,39781
2019/07/22,197566
2019/07/23,38002
2019/07/24,49692
2019/07/25,59006
2019/07/26,30031
2019/07/27,20825
2019/07/28,16732
2019/07/29,75236
2019/07/30,61205
2019/07/31,42754
2019/08/01,30180
2019/08/02,23441
2019/08/03,18242
2019/08/04,20623
2019/08/05,70178
2019/08/06,53841
2019/08/07,27096
2019/08/08,50691
2019/08/09,46749
2019/08/10,66579
2019/08/11,24235
2019/08/12,42550
2019/08/13,38572
2019/08/14,41671
2019/08/15,42349
2019/08/16,31272
2019/08/17,57346
2019/08/18,35950
2019/08/19,27992
2019/08/20,314724
2019/08/21,812025
2019/08/22,365698
2019/08/23,20486
2019/08/24,15078
2019/08/25,20560
2019/08/26,33726
2019/08/27,28058
2019/08/28,26257
2019/08/29,24466
2019/08/30,22924
2019/08/31,21900
2019/09/01,29109
2019/09/02,28160
2019/09/03,29481
2019/09/04,39275
2019/09/05,37243
2019/09/06,34314
2019/09/07,20821
2019/09/08,25414
2019/09/09,28526
2019/09/10,36778
2019/09/11,33432
2019/09/12,25205
2019/09/13,23421
2019/09/14,21155
2019/09/15,18734
2019/09/16,29367
2019/09/17,34127
2019/09/18,24281
2019/09/19,21877
2019/09/20,26085
2019/09/21,21697
2019/09/22,53687
2019/09/23,51090
2019/09/24,34982
2019/09/25,40065
2019/09/26,26199
2019/09/27,24412
2019/09/28,17456
2019/09/29,17151
2019/09/30,28709
2019/10/01,28709
2019/10/02,21364
2019/10/03,20379
2019/10/04,17423
2019/10/05,12394
2019/10/06,15420
2019/10/07,17092
2019/10/08,20797
2019/10/09,23826
2019/10/10,20028
2019/10/11,18180
2019/10/12,13148
2019/10/13,12580
2019/10/14,22402
2019/10/15,18146
2019/10/16,24911
2019/10/17,24601
2019/10/18,23984
2019/10/19,22145
2019/10/20,20732
2019/10/21,21003
2019/10/22,27399
2019/10/23,29567
2019/10/24,24528
2019/10/25,32294
2019/10/26,30595
2019/10/27,25067
2019/10/28,59415
2019/10/29,45749
2019/10/30,59363
2019/10/31,44288
2019/11/01,36341
2019/11/02,27592
2019/11/03,25935
2019/11/04,28314
2019/11/05,32613
2019/11/06,41897
2019/11/07,39238
2019/11/08,38576
2019/11/09,30200
2019/11/10,20351
2019/11/11,21505
2019/11/12,29661
2019/11/13,36683
2019/11/14,30307
2019/11/15,33835
2019/11/16,20856
2019/11/17,20474
2019/11/18,36919
2019/11/19,23925
2019/11/20,20350
2019/11/21,39515
2019/11/22,37302
2019/11/23,23896
2019/11/24,22195
2019/11/25,32846
2019/11/26,26130
2019/11/27,23191
2019/11/28,18624
2019/11/29,24160
2019/11/30,20732
2019/12/01,18196
2019/12/02,20089
2019/12/03,18553
2019/12/04,50499
2019/12/05,21161
2019/12/06,53952
2019/12/07,25311
2019/12/08,19754
2019/12/09,28403
2019/12/10,26319
2019/12/11,30110
2019/12/12,19315
2019/12/13,16156
2019/12/14,17894
2019/12/15,17566
2019/12/16,16593
2019/12/17,38137
2019/12/18,25175
2019/12/19,22527
2019/12/20,21779
2019/12/21,15651
2019/12/22,19607
2019/12/23,23419
2019/12/24,18493
2019/12/25,17725
2019/12/26,17208
2019/12/27,19540
2019/12/28,16883
2019/12/29,14961
2019/12/30,22475
2019/12/31,17976
2020/01/01,12757
2020/01/02,16735
2020/01/03,23302
2020/01/04,16928
2020/01/05,14695
2020/01/06,27811
2020/01/07,18145
2020/01/08,23409
2020/01/09,29799
2020/01/10,21721
2020/01/11,15612
2020/01/12,14388
2020/01/13,19234
2020/01/14,30967
2020/01/15,42231
2020/01/16,23647
2020/01/17,30527
2020/01/18,15636
2020/01/19,19673
2020/01/20,27032
2020/01/21,18337
2020/01/22,23704
2020/01/23,22226
2020/01/24,18523
2020/01/25,14230
2020/01/26,18671
2020/01/27,47226
2020/01/28,27917
2020/01/29,24490
2020/01/30,41076
2020/01/31,33691
2020/02/01,25261
2020/02/02,22310
2020/02/03,45181
2020/02/04,26756
2020/02/05,21648
2020/02/06,48276
2020/02/07,48564
2020/02/08,24175
2020/02/09,18140
2020/02/10,34825
2020/02/11,27787
2020/02/12,32944
2020/02/13,32314
2020/02/14,32966
2020/02/15,27311
2020/02/16,32643
2020/02/17,37011
2020/02/18,31321
2020/02/19,41361
2020/02/20,31656
2020/02/21,23613
2020/02/22,18540
2020/02/23,23020
2020/02/24,24108
2020/02/25,24844
2020/02/26,24149
2020/02/27,26044
2020/02/28,23947
2020/02/29,18042
2020/03/01,15620
2020/03/02,20998
2020/03/03,20336
2020/03/04,24870
2020/03/05,22064
2020/03/06,25485
2020/03/07,17655
2020/03/08,17471
2020/03/09,27754
2020/03/10,25927
2020/03/11,46282
2020/03/12,44964
2020/03/13,44783
2020/03/14,22002
2020/03/15,20528
2020/03/16,29687
2020/03/17,27854
2020/03/18,25706
2020/03/19,28143
2020/03/20,29765
2020/03/21,17630
2020/03/22,23617
2020/03/23,24495
2020/03/24,33253
2020/03/25,27271
2020/03/26,19923
2020/03/27,25304
2020/03/28,18220
2020/03/29,16978
2020/03/30,22920
2020/03/31,23317
2020/04/01,22766
2020/04/02,22705
2020/04/03,23869
2020/04/04,22899
2020/04/05,15605
2020/04/06,27485
2020/04/07,27454
2020/04/08,19290
2020/04/09,28007
2020/04/10,26306
2020/04/11,16775
2020/04/12,14974
2020/04/13,23038
2020/04/14,17710
2020/04/15,19184
2020/04/16,23647
2020/04/17,23514
2020/04/18,15082
2020/04/19,15509
2020/04/20,19006
2020/04/21,17852
2020/04/22,21692
2020/04/23,20401
2020/04/24,29699
2020/04/25,16418
2020/04/26,15669
2020/04/27,25597
2020/04/28,21013
2020/04/29,44434
2020/04/30,55772
2020/05/01,27705
2020/05/02,16975
2020/05/03,23192
2020/05/04,24572
2020/05/05,29486
2020/05/06,27809
2020/05/07,36406
2020/05/08,40620
2020/05/09,36433
2020/05/10,24364
2020/05/11,33130
2020/05/12,30633
2020/05/13,33844
2020/05/14,40339
2020/05/15,30776
2020/05/16,18651
2020/05/17,23870
2020/05/18,37769
2020/05/19,41432
2020/05/20,37498
2020/05/21,30565
2020/05/22,32343
2020/05/23,19017
2020/05/24,25370
2020/05/25,36509
2020/05/26,28565
2020/05/27,34114
2020/05/28,26071
2020/05/29,35277
2020/05/30,19509
2020/05/31,27831
2020/06/01,38943
2020/06/02,50950
2020/06/03,34373
2020/06/04,35152
2020/06/05,31655
2020/06/06,16888
2020/06/07,17253
2020/06/08,30168
2020/06/09,26109
2020/06/10,36009
2020/06/11,29079
2020/06/12,24573
2020/06/13,19603
2020/06/14,16374
2020/06/15,31770
2020/06/16,37771
2020/06/17,26537
2020/06/18,26088
2020/06/19,39242
2020/06/20,17870
2020/06/21,17163
2020/06/22,30296
2020/06/23,36748
2020/06/24,39762
2020/06/25,35228
2020/06/26,34140
2020/06/27,19184
2020/06/28,23426
2020/06/29,29388
2020/06/30,33617
2020/07/01,26154
2020/07/02,27935
2020/07/03,26773
2020/07/04,21393
2020/07/05,19929
2020/07/06,31628
2020/07/07,26658
2020/07/08,29358
2020/07/09,25182
2020/07/10,25867
2020/07/11,18552
2020/07/12,22309
2020/07/13,36744
2020/07/14,23399
2020/07/15,24408
2020/07/16,26092
2020/07/17,26467
2020/07/18,19519
2020/07/19,21604
2020/07/20,27057
2020/07/21,26577
2020/07/22,24581
2020/07/23,28886
2020/07/24,26792
2020/07/25,25927
2020/07/26,24036
2020/07/27,39521
2020/07/28,39327
2020/07/29,36240
2020/07/30,35200
2020/07/31,31813
2020/08/01,33780
2020/08/02,31259
2020/08/03,38148
2020/08/04,33953
2020/08/05,39008
2020/08/06,39371
2020/08/07,36695
2020/08/08,33162
2020/08/09,30358
2020/08/10,39503
2020/08/11,34666
2020/08/12,32295
2020/08/13,32217
2020/08/14,46280
2020/08/15,54214
2020/08/16,75655
2020/08/17,120929
2020/08/18,73047
2020/08/19,66718
2020/08/20,65286
2020/08/21,55923
2020/08/22,50379
2020/08/23,55221
2020/08/24,66493
2020/08/25,61186
2020/08/26,68558
2020/08/27,69669
2020/08/28,70266
2020/08/29,68875
2020/08/30,75665
2020/08/31,104127
2020/09/01,83669
2020/09/02,84189
2020/09/03,97519
2020/09/04,92515
2020/09/05,76693
2020/09/06,89112
2020/09/07,92635
2020/09/08,82534
2020/09/09,103210
2020/09/10,104460
2020/09/11,104683
2020/09/12,89706
2020/09/13,106877
2020/09/14,82030
2020/09/15,92591
2020/09/16,97064
2020/09/17,129587
2020/09/18,127348
2020/09/19,106389
2020/09/20,99553
2020/09/21,124187
2020/09/22,93118
2020/09/23,79190
2020/09/24,79514
2020/09/25,85858
2020/09/26,92654
2020/09/27,85699
2020/09/28,84521
2020/09/29,79873
2020/09/30,73068
2020/10/01,69863
2020/10/02,90469
2020/10/03,73836
2020/10/04,74299
2020/10/05,74144
2020/10/06,73380
2020/10/07,60516
2020/10/08,65765
2020/10/09,89326
2020/10/10,70858
2020/10/11,94699
2020/10/12,79163
2020/10/13,78546
2020/10/14,87013
2020/10/15,88087
2020/10/16,82623
2020/10/17,99993
2020/10/18,105062
2020/10/19,130036
2020/10/20,150525
2020/10/21,152467
2020/10/22,154037
2020/10/23,109503
2020/10/24,78987
2020/10/25,88340
2020/10/26,146791
2020/10/27,132785
2020/10/28,137062
2020/10/29,117601
2020/10/30,117693
2020/10/31,84301
2020/11/01,106453
2020/11/02,155426
2020/11/03,131755
2020/11/04,88597
2020/11/05,144276
2020/11/06,141425
2020/11/07,91389
2020/11/08,93716
2020/11/09,101043
2020/11/10,109159
2020/11/11,100195
2020/11/12,96106
2020/11/13,85700
2020/11/14,111617
2020/11/15,101233
2020/11/16,190135
2020/11/17,148798
2020/11/18,144735
2020/11/19,136414
2020/11/20,129524
2020/11/21,114639
2020/11/22,129720
2020/11/23,139125
2020/11/24,132706
2020/11/25,116536
2020/11/26,122744
2020/11/27,97912
2020/11/28,76433
2020/11/29,87098
2020/11/30,166109
2020/12/01,107053
2020/12/02,97121
2020/12/03,84605
2020/12/04,114268
2020/12/05,102529
2020/12/06,98649
2020/12/07,99194
2020/12/08,92713
2020/12/09,111953
2020/12/10,114790
2020/12/11,83724
2020/12/12,88778
2020/12/13,114782
2020/12/14,126586
2020/12/15,130474
2020/12/16,172428
2020/12/17,182795
2020/12/18,148373
2020/12/19,113117
2020/12/20,110656
2020/12/21,150281
2020/12/22,145329
2020/12/23,139646
2020/12/24,182903
2020/12/25,161471
2020/12/26,185614
2020/12/27,220244
2020/12/28,172956
2020/12/29,146421
2020/12/30,144967
2020/12/31,162863
2021/01/01,181787
2021/01/02,223687
2021/01/03,206058
2021/01/04,163866
2021/01/05,201248
2021/01/06,186932
2021/01/07,261365
2021/01/08,279559
2021/01/09,241819
2021/01/10,215775
2021/01/11,250597
2021/01/12,228942
2021/01/13,193450
2021/01/14,219840
2021/01/15,189178
2021/01/16,203033
2021/01/17,187109
2021/01/18,205468
2021/01/19,239498
2021/01/20,227649
2021/01/21,250620
2021/01/22,196790
2021/01/23,171672
2021/01/24,192405
2021/01/25,249678
2021/01/26,162065
2021/01/27,192242
2021/01/28,213082
2021/01/29,256129
2021/01/30,213434
2021/01/31,229107
2021/02/01,227453
2021/02/02,186519
2021/02/03,219147
2021/02/04,222573
2021/02/05,204417
2021/02/06,257125
2021/02/07,276875
2021/02/08,276328
2021/02/09,440838
2021/02/10,290471
2021/02/11,361426
2021/02/12,297144
2021/02/13,214028
2021/02/14,310113
2021/02/15,365059
2021/02/16,414566
2021/02/17,332898
2021/02/18,360742
2021/02/19,367522
2021/02/20,385518
2021/02/21,374617
2021/02/22,381885
2021/02/23,375111
2021/02/24,294958
2021/02/25,354656
2021/02/26,315004
2021/02/27,246427
2021/02/28,305361
2021/03/01,302693
2021/03/02,271594
2021/03/03,283547
2021/03/04,259089
2021/03/05,267180
2021/03/06,258644
2021/03/07,410320
2021/03/08,340933
2021/03/09,351313
2021/03/10,274143
2021/03/11,325750
2021/03/12,248755
2021/03/13,254221
2021/03/14,257249
2021/03/15,256907
2021/03/16,253280
2021/03/17,276690
2021/03/18,230138
2021/03/19,226492
2021/03/20,237133
2021/03/21,271008
2021/03/22,248804
2021/03/23,316802
2021/03/24,296800
2021/03/25,280559
2021/03/26,263813
2021/03/27,236188
2021/03/28,206956
2021/03/29,301762
2021/03/30,272247
2021/03/31,240534
2021/04/01,257955
2021/04/02,268420
2021/04/03,280926
2021/04/04,271675
2021/04/05,352131
2021/04/06,399032
2021/04/07,301682
2021/04/08,308327
2021/04/09,285991
2021/04/10,308410
2021/04/11,323171
2021/04/12,346001
2021/04/13,382819
2021/04/14,389263
2021/04/15,323211
2021/04/16,516536
2021/04/17,359703
2021/04/18,337989
2021/04/19,346249
2021/04/20,370719
2021/04/21,473725
2021/04/22,429103
2021/04/23,368625
2021/04/24,275845
2021/04/25,337302
2021/04/26,474291
2021/04/27,419084
2021/04/28,396534
2021/04/29,439029
2021/04/30,437538
2021/05/01,353558
2021/05/02,360724
2021/05/03,435999
2021/05/04,419513
2021/05/05,329957
2021/05/06,331015
2021/05/07,358005
2021/05/08,293405
2021/05/09,254195
2021/05/10,269256
2021/05/11,215614
2021/05/12,290172
2021/05/13,451295
2021/05/14,432360
2021/05/15,404818
2021/05/16,397725
2021/05/17,457314
2021/05/18,373710
2021/05/19,450143
2021/05/20,498229
2021/05/21,379726
2021/05/22,396228
2021/05/23,402813
2021/05/24,411655
2021/05/25,373314
2021/05/26,378094
2021/05/27,359587
2021/05/28,486152
2021/05/29,362660
2021/05/30,213617
2021/05/31,179821
2021/06/01,232637
2021/06/02,171600
2021/06/03,184357
2021/06/04,161320
2021/06/05,143921
2021/06/06,346058
2021/06/07,328847
2021/06/08,336602
2021/06/09,218923
2021/06/10,206447
2021/06/11,250106
2021/06/12,161942
2021/06/13,230003
2021/06/14,243277
2021/06/15,233337
2021/06/16,250695
2021/06/17,254760
2021/06/18,258339
2021/06/19,206369
2021/06/20,268040
2021/06/21,282976
2021/06/22,315555
2021/06/23,264341
2021/06/24,268789
2021/06/25,363718
2021/06/26,307811
2021/06/27,347266
2021/06/28,260018
2021/06/29,237973
2021/06/30,196531
2021/07/01,241264
2021/07/02,305908
2021/07/03,187228
2021/07/04,325788
2021/07/05,219568
2021/07/06,199415
2021/07/07,207074
2021/07/08,463739
2021/07/09,499498
2021/07/10,333989
2021/07/11,378164
2021/07/12,256595
2021/07/13,216536
2021/07/14,206898
2021/07/15,262533
2021/07/16,259940
2021/07/17,322240
2021/07/18,231237
2021/07/19,247413
2021/07/20,235672
2021/07/21,248098
2021/07/22,252322
2021/07/23,246200
2021/07/24,256729
2021/07/25,288217
2021/07/26,336028
2021/07/27,1092226
2021/07/28,645911
2021/07/29,396529
2021/07/30,280874
2021/07/31,410605
2021/08/01,737733
2021/08/02,447971
2021/08/03,388909
2021/08/04,383513
2021/08/05,294166
2021/08/06,317649
2021/08/07,387330
2021/08/08,406420
2021/08/09,341058
2021/08/10,321061
2021/08/11,396221
2021/08/12,338771
2021/08/13,294295
2021/08/14,393612
2021/08/15,442226
2021/08/16,417099
2021/08/17,430103
2021/08/18,498242
2021/08/19,460364
2021/08/20,404216
2021/08/21,541917
2021/08/22,463883
2021/08/23,584248
2021/08/24,1510898
2021/08/25,773888
2021/08/26,861119
2021/08/27,728542
2021/08/28,783619
2021/08/29,926621
2021/08/30,769684
2021/08/31,673219
2021/09/01,701408
2021/09/02,718338
2021/09/03,530485
2021/09/04,612182
2021/09/05,533486
2021/09/06,685982
2021/09/07,690193
2021/09/08,568353
2021/09/09,650359
2021/09/10,1756251
2021/09/11,1159417
2021/09/12,1062781
2021/09/13,1758300
2021/09/14,1932378
2021/09/15,702497
2021/09/16,766989
2021/09/17,612387
2021/09/18,638205
2021/09/19,597599
2021/09/20,926030
2021/09/21,1953020
2021/09/22,777182
2021/09/23,716472
2021/09/24,659977
2021/09/25,1044174
2021/09/26,660507
2021/09/27,725241
2021/09/28,568181
2021/09/29,689433
2021/09/30,647260
2021/10/01,739993
2021/10/02,590829
2021/10/03,786980
2021/10/04,664986
2021/10/05,784081
2021/10/06,971558
2021/10/07,752801
2021/10/08,778394
2021/10/09,710929
2021/10/10,731880
2021/10/11,882761
