Date,hashrate3ema
2010/07/17,2164468980
2010/07/18,1859465149
2010/07/19,1705376319
2010/07/20,1672903302
2010/07/21,1698198056
2010/07/22,1701839647
2010/07/23,1708984365
2010/07/24,1687025291
2010/07/25,1797286642
2010/07/26,2010471466
2010/07/27,2218607860
2010/07/28,2084443428
2010/07/29,2089805934
2010/07/30,2139539579
2010/07/31,2202415890
2010/08/01,2437014235
2010/08/02,2709920509
2010/08/03,2807412210
2010/08/04,2774631810
2010/08/05,2958276934
2010/08/06,3078665350
2010/08/07,2843371045
2010/08/08,2985748033
2010/08/09,3218675527
2010/08/10,3271077182
2010/08/11,3514765703
2010/08/12,3698421301
2010/08/13,3808442343
2010/08/14,4003314716
2010/08/15,4898109573
2010/08/16,4310675078
2010/08/17,3928695465
2010/08/18,3627424580
2010/08/19,3541459605
2010/08/20,3832603449
2010/08/21,4242729066
2010/08/22,4606946692
2010/08/23,5008718844
2010/08/24,5218066624
2010/08/25,5429695679
2010/08/26,5441139076
2010/08/27,5640387686
2010/08/28,5588752788
2010/08/29,5314313666
2010/08/30,5010504746
2010/08/31,5157662876
2010/09/01,5253798809
2010/09/02,5057001852
2010/09/03,5004364478
2010/09/04,5185622805
2010/09/05,5268345792
2010/09/06,5181870905
2010/09/07,4981694928
2010/09/08,5239493935
2010/09/09,5334074778
2010/09/10,5493481407
2010/09/11,5729068625
2010/09/12,5935311801
2010/09/13,6084323534
2010/09/14,6325191313
2010/09/15,6387393741
2010/09/16,6634092226
2010/09/17,7200828100
2010/09/18,7562415033
2010/09/19,8750232499
2010/09/20,9117272781
2010/09/21,8877235227
2010/09/22,8350948306
2010/09/23,8737963787
2010/09/24,9729824289
2010/09/25,9913878329
2010/09/26,9565083946
2010/09/27,9837075912
2010/09/28,10314663769
2010/09/29,11448092736
2010/09/30,10540012265
2010/10/01,10447877801
2010/10/02,9347771965
2010/10/03,8301943685
2010/10/04,8716476430
2010/10/05,8832517291
2010/10/06,9245877163
2010/10/07,10145310098
2010/10/08,10344458375
2010/10/09,10288029679
2010/10/10,10623679957
2010/10/11,10859573866
2010/10/12,10872931669
2010/10/13,11131432689
2010/10/14,11980016425
2010/10/15,12605579055
2010/10/16,13689143146
2010/10/17,16435446065
2010/10/18,17153082812
2010/10/19,16737621731
2010/10/20,17084440695
2010/10/21,20320691620
2010/10/22,18846610472
