Date,size3rsi
2010/07/17,43.718
2010/07/18,48.171
2010/07/19,47.718
2010/07/20,61.236
2010/07/21,34.991
2010/07/22,32.594
2010/07/23,29.879
2010/07/24,81.491
2010/07/25,93.571
2010/07/26,40.991
2010/07/27,37.588
2010/07/28,73.859
2010/07/29,56.019
2010/07/30,33.306
2010/07/31,31.741
2010/08/01,31.169
2010/08/02,31.426
2010/08/03,51.185
2010/08/04,37.236
2010/08/05,59.089
2010/08/06,49.108
2010/08/07,41.89
2010/08/08,34.558
2010/08/09,80.927
2010/08/10,38.216
2010/08/11,39.147
2010/08/12,37.648
2010/08/13,60.668
2010/08/14,40.277
2010/08/15,35.677
2010/08/16,71.459
2010/08/17,48.166
2010/08/18,81.062
2010/08/19,40.753
2010/08/20,40.15
2010/08/21,38.421
2010/08/22,35.689
2010/08/23,37.246
2010/08/24,65.38
2010/08/25,36.064
2010/08/26,48.238
2010/08/27,41.229
2010/08/28,55.803
2010/08/29,36.139
2010/08/30,62.505
2010/08/31,78.372
2010/09/01,66.927
2010/09/02,37.959
2010/09/03,30.903
2010/09/04,24.325
2010/09/05,47.686
2010/09/06,41.964
2010/09/07,35.857
2010/09/08,58.159
2010/09/09,77.541
2010/09/10,45.8
2010/09/11,37.48
2010/09/12,68.036
2010/09/13,75.178
2010/09/14,42.166
2010/09/15,64.406
2010/09/16,37.099
2010/09/17,58.479
2010/09/18,32.52
2010/09/19,40.742
2010/09/20,62.613
2010/09/21,89.659
2010/09/22,64.416
2010/09/23,41.406
2010/09/24,32.148
2010/09/25,45.702
2010/09/26,33.855
2010/09/27,62.309
2010/09/28,74.158
2010/09/29,90.585
2010/09/30,37.575
2010/10/01,48.562
2010/10/02,66.46
2010/10/03,40.423
2010/10/04,39.735
2010/10/05,44.573
2010/10/06,31.947
2010/10/07,30.091
2010/10/08,50.241
2010/10/09,54.325
2010/10/10,29.627
2010/10/11,33.898
2010/10/12,42.402
2010/10/13,67.69
2010/10/14,31.352
2010/10/15,28.522
2010/10/16,37.079
2010/10/17,26.619
2010/10/18,67.866
2010/10/19,86.971
2010/10/20,53.891
2010/10/21,61.546
2010/10/22,77.393
2010/10/23,43.831
2010/10/24,36.324
2010/10/25,28.056
2010/10/26,26.592
2010/10/27,63.515
2010/10/28,42.351
2010/10/29,42.613
2010/10/30,20.821
2010/10/31,33.87
2010/11/01,42.588
2010/11/02,25.812
2010/11/03,43.922
2010/11/04,42.263
2010/11/05,76.009
2010/11/06,42.028
2010/11/07,41.957
2010/11/08,79.232
2010/11/09,41.537
2010/11/10,41.886
2010/11/11,36.804
2010/11/12,30.669
