Date,transactions90wma
2012/07/11,27167
2012/07/12,27197
2012/07/13,27229
2012/07/14,27218
2012/07/15,27281
2012/07/16,27451
2012/07/17,27698
2012/07/18,27882
2012/07/19,28026
2012/07/20,28291
2012/07/21,28501
2012/07/22,28709
2012/07/23,28863
2012/07/24,28916
2012/07/25,28940
2012/07/26,29034
2012/07/27,29045
2012/07/28,29228
2012/07/29,29389
2012/07/30,29541
2012/07/31,29844
2012/08/01,29898
2012/08/02,30007
2012/08/03,29991
2012/08/04,29999
2012/08/05,30097
2012/08/06,30238
2012/08/07,30247
2012/08/08,30484
2012/08/09,30490
2012/08/10,30459
2012/08/11,30530
2012/08/12,30630
2012/08/13,31041
2012/08/14,31130
2012/08/15,31621
2012/08/16,31960
2012/08/17,32164
2012/08/18,32292
2012/08/19,32413
2012/08/20,32509
2012/08/21,32746
2012/08/22,32880
2012/08/23,32878
2012/08/24,32886
2012/08/25,32918
2012/08/26,32860
2012/08/27,32883
2012/08/28,32832
2012/08/29,32877
2012/08/30,32912
2012/08/31,33093
2012/09/01,33270
2012/09/02,33287
2012/09/03,33410
2012/09/04,33571
2012/09/05,33753
2012/09/06,33969
2012/09/07,33976
2012/09/08,33933
2012/09/09,33898
2012/09/10,33911
2012/09/11,34021
2012/09/12,33914
2012/09/13,33835
2012/09/14,33918
2012/09/15,33808
2012/09/16,33728
2012/09/17,33562
2012/09/18,33584
2012/09/19,33593
2012/09/20,33580
2012/09/21,33543
2012/09/22,33322
2012/09/23,33233
2012/09/24,33170
2012/09/25,32997
2012/09/26,33008
2012/09/27,32926
2012/09/28,32941
2012/09/29,32760
2012/09/30,32505
2012/10/01,32341
2012/10/02,32356
2012/10/03,32232
2012/10/04,32237
2012/10/05,32322
2012/10/06,32324
2012/10/07,32368
2012/10/08,32485
2012/10/09,32542
2012/10/10,32504
2012/10/11,32388
2012/10/12,32292
2012/10/13,32292
2012/10/14,32165
2012/10/15,32118
2012/10/16,32150
2012/10/17,32121
2012/10/18,32014
2012/10/19,31846
2012/10/20,31791
2012/10/21,31966
2012/10/22,32189
2012/10/23,32166
2012/10/24,32144
2012/10/25,32008
2012/10/26,31760
2012/10/27,31391
2012/10/28,31064
2012/10/29,30818
2012/10/30,30781
2012/10/31,30678
2012/11/01,30486
2012/11/02,30413
2012/11/03,30227
2012/11/04,30053
2012/11/05,30054
2012/11/06,30051
2012/11/07,30149
2012/11/08,30155
2012/11/09,30001
2012/11/10,29892
2012/11/11,29706
2012/11/12,29535
2012/11/13,29437
2012/11/14,29406
2012/11/15,29549
2012/11/16,29733
2012/11/17,29764
2012/11/18,29832
2012/11/19,29961
2012/11/20,30090
2012/11/21,30268
2012/11/22,30264
2012/11/23,30293
2012/11/24,30264
2012/11/25,30389
2012/11/26,30495
2012/11/27,30418
2012/11/28,30553
2012/11/29,30692
2012/11/30,30664
2012/12/01,30719
2012/12/02,30492
2012/12/03,30292
2012/12/04,30333
2012/12/05,30406
2012/12/06,30556
2012/12/07,30595
2012/12/08,30656
2012/12/09,30692
2012/12/10,30820
2012/12/11,30961
2012/12/12,31099
2012/12/13,31362
2012/12/14,31547
2012/12/15,31583
2012/12/16,31686
2012/12/17,31909
2012/12/18,32322
2012/12/19,32620
2012/12/20,32721
2012/12/21,33010
2012/12/22,33440
2012/12/23,33546
2012/12/24,33636
2012/12/25,33562
2012/12/26,33660
2012/12/27,33914
2012/12/28,34238
2012/12/29,34360
2012/12/30,34638
2012/12/31,34573
2013/01/01,34548
2013/01/02,34689
2013/01/03,34890
2013/01/04,35229
2013/01/05,35366
2013/01/06,35358
2013/01/07,35510
2013/01/08,35625
2013/01/09,35838
2013/01/10,36253
2013/01/11,36667
2013/01/12,36921
2013/01/13,37253
2013/01/14,37473
2013/01/15,37701
2013/01/16,38115
2013/01/17,38402
2013/01/18,38705
2013/01/19,39158
2013/01/20,39283
2013/01/21,39387
2013/01/22,39562
2013/01/23,39798
2013/01/24,40020
2013/01/25,40286
2013/01/26,40628
2013/01/27,41029
2013/01/28,41351
2013/01/29,41657
2013/01/30,41727
2013/01/31,42020
2013/02/01,42479
2013/02/02,42822
2013/02/03,43303
2013/02/04,43643
2013/02/05,43942
2013/02/06,43999
2013/02/07,44463
2013/02/08,44912
2013/02/09,45283
2013/02/10,45617
2013/02/11,45968
2013/02/12,46333
2013/02/13,46702
2013/02/14,46887
2013/02/15,47172
2013/02/16,47359
2013/02/17,47502
2013/02/18,47659
2013/02/19,47904
2013/02/20,48259
2013/02/21,48523
2013/02/22,48919
2013/02/23,49213
2013/02/24,49487
2013/02/25,49973
2013/02/26,50369
2013/02/27,50704
2013/02/28,51078
2013/03/01,51479
2013/03/02,51680
2013/03/03,51843
2013/03/04,52207
2013/03/05,52408
2013/03/06,52731
2013/03/07,53137
2013/03/08,53294
2013/03/09,53438
2013/03/10,53979
2013/03/11,54191
2013/03/12,54161
2013/03/13,54308
2013/03/14,54481
2013/03/15,54753
2013/03/16,54389
2013/03/17,54050
2013/03/18,53892
2013/03/19,53794
2013/03/20,53698
2013/03/21,53804
2013/03/22,54017
2013/03/23,54059
2013/03/24,54064
2013/03/25,54014
2013/03/26,53961
2013/03/27,53996
2013/03/28,54199
2013/03/29,54426
2013/03/30,54580
2013/03/31,54397
2013/04/01,54403
2013/04/02,54635
2013/04/03,54876
2013/04/04,55177
2013/04/05,55352
2013/04/06,55309
2013/04/07,55522
2013/04/08,55688
2013/04/09,55965
2013/04/10,56167
2013/04/11,56467
2013/04/12,56549
2013/04/13,56515
2013/04/14,56523
2013/04/15,56506
2013/04/16,56779
2013/04/17,56805
2013/04/18,56608
2013/04/19,56696
2013/04/20,56535
2013/04/21,56283
2013/04/22,56095
2013/04/23,56225
2013/04/24,56424
2013/04/25,56565
2013/04/26,56542
2013/04/27,56280
2013/04/28,55964
2013/04/29,55869
2013/04/30,55683
2013/05/01,55665
2013/05/02,55648
2013/05/03,55544
2013/05/04,55415
2013/05/05,55290
2013/05/06,55233
2013/05/07,55250
2013/05/08,55125
2013/05/09,55362
2013/05/10,55621
2013/05/11,56000
2013/05/12,56199
2013/05/13,56298
2013/05/14,56518
2013/05/15,56686
2013/05/16,56784
2013/05/17,56828
2013/05/18,56726
2013/05/19,56527
2013/05/20,56351
2013/05/21,56289
2013/05/22,56185
2013/05/23,56254
2013/05/24,56226
2013/05/25,56108
2013/05/26,55760
2013/05/27,55683
2013/05/28,55704
2013/05/29,55680
2013/05/30,55711
2013/05/31,55676
2013/06/01,55639
2013/06/02,55507
2013/06/03,55509
2013/06/04,55549
2013/06/05,55568
2013/06/06,55547
2013/06/07,55472
2013/06/08,55311
2013/06/09,55075
2013/06/10,54853
2013/06/11,54735
2013/06/12,54535
2013/06/13,54279
2013/06/14,54181
2013/06/15,53764
2013/06/16,53504
2013/06/17,53310
2013/06/18,53118
2013/06/19,52948
2013/06/20,52901
2013/06/21,52734
2013/06/22,52515
2013/06/23,52165
2013/06/24,51943
2013/06/25,51731
2013/06/26,51543
2013/06/27,51369
2013/06/28,51275
2013/06/29,50897
2013/06/30,50398
2013/07/01,50084
2013/07/02,49788
2013/07/03,49406
2013/07/04,49028
2013/07/05,48693
2013/07/06,48282
2013/07/07,47811
2013/07/08,47552
2013/07/09,47326
2013/07/10,47071
2013/07/11,46916
2013/07/12,46870
2013/07/13,46600
2013/07/14,46267
2013/07/15,45979
2013/07/16,45756
2013/07/17,45565
2013/07/18,45387
2013/07/19,45117
2013/07/20,44782
2013/07/21,44487
2013/07/22,44296
2013/07/23,44077
2013/07/24,43950
2013/07/25,43832
2013/07/26,43603
2013/07/27,43365
2013/07/28,43138
2013/07/29,43013
2013/07/30,42896
2013/07/31,42945
2013/08/01,43026
2013/08/02,43124
2013/08/03,43092
2013/08/04,42999
2013/08/05,43085
2013/08/06,43247
2013/08/07,43479
2013/08/08,43722
2013/08/09,43784
2013/08/10,43896
2013/08/11,43719
2013/08/12,43808
2013/08/13,43964
2013/08/14,44091
2013/08/15,44364
2013/08/16,44922
2013/08/17,45154
2013/08/18,45381
2013/08/19,45935
2013/08/20,46306
2013/08/21,46615
2013/08/22,47062
2013/08/23,47250
2013/08/24,47364
2013/08/25,47314
2013/08/26,47522
2013/08/27,47864
2013/08/28,48260
2013/08/29,48527
2013/08/30,48873
2013/08/31,48884
2013/09/01,48876
2013/09/02,48973
2013/09/03,49091
2013/09/04,49229
2013/09/05,49538
2013/09/06,49847
2013/09/07,49959
2013/09/08,49947
2013/09/09,50181
2013/09/10,50316
2013/09/11,50360
2013/09/12,50470
2013/09/13,50416
2013/09/14,50331
2013/09/15,50469
2013/09/16,50567
2013/09/17,51015
2013/09/18,51297
2013/09/19,51559
2013/09/20,51800
2013/09/21,51895
2013/09/22,51952
2013/09/23,52323
2013/09/24,52630
2013/09/25,52755
2013/09/26,52946
2013/09/27,52900
2013/09/28,52757
2013/09/29,52580
2013/09/30,52535
2013/10/01,52707
2013/10/02,52979
2013/10/03,53191
2013/10/04,53231
2013/10/05,53123
2013/10/06,52955
2013/10/07,52824
2013/10/08,52705
2013/10/09,52706
2013/10/10,52840
2013/10/11,52864
2013/10/12,52831
2013/10/13,52833
2013/10/14,52967
2013/10/15,53061
2013/10/16,53042
2013/10/17,52934
2013/10/18,53105
2013/10/19,53173
2013/10/20,53107
2013/10/21,53282
2013/10/22,53551
2013/10/23,53601
2013/10/24,53831
2013/10/25,53919
2013/10/26,53789
2013/10/27,53568
2013/10/28,53509
2013/10/29,53422
2013/10/30,53302
2013/10/31,53396
2013/11/01,53208
2013/11/02,52883
2013/11/03,52488
2013/11/04,52308
2013/11/05,52263
2013/11/06,52296
2013/11/07,52451
2013/11/08,52574
2013/11/09,52607
2013/11/10,52687
2013/11/11,52762
2013/11/12,52855
2013/11/13,53091
2013/11/14,53426
2013/11/15,53574
2013/11/16,53419
2013/11/17,53357
2013/11/18,53910
2013/11/19,54764
2013/11/20,55273
2013/11/21,55653
2013/11/22,56141
2013/11/23,56526
2013/11/24,56648
2013/11/25,57009
2013/11/26,57622
2013/11/27,58498
2013/11/28,59439
2013/11/29,60177
2013/11/30,60577
2013/12/01,60903
2013/12/02,61300
2013/12/03,61736
2013/12/04,62210
2013/12/05,62760
2013/12/06,63058
2013/12/07,63254
2013/12/08,63001
2013/12/09,63105
2013/12/10,63295
2013/12/11,63474
2013/12/12,63449
2013/12/13,63462
2013/12/14,63338
2013/12/15,63176
2013/12/16,63388
2013/12/17,63564
2013/12/18,64041
2013/12/19,64265
2013/12/20,64373
2013/12/21,64280
2013/12/22,64117
2013/12/23,63986
2013/12/24,63892
2013/12/25,63789
2013/12/26,63595
2013/12/27,63430
2013/12/28,63161
2013/12/29,62962
2013/12/30,62857
2013/12/31,62603
2014/01/01,62225
2014/01/02,62110
2014/01/03,62130
2014/01/04,61950
2014/01/05,61913
2014/01/06,62063
2014/01/07,62110
2014/01/08,62121
2014/01/09,62078
2014/01/10,61927
2014/01/11,61811
2014/01/12,61578
2014/01/13,61411
2014/01/14,61331
2014/01/15,61342
2014/01/16,61241
2014/01/17,61193
2014/01/18,60980
2014/01/19,60688
2014/01/20,60728
2014/01/21,60979
2014/01/22,61078
2014/01/23,61126
2014/01/24,61218
2014/01/25,61047
2014/01/26,60869
2014/01/27,60926
2014/01/28,61011
2014/01/29,60957
2014/01/30,60928
2014/01/31,60883
2014/02/01,60713
2014/02/02,60487
2014/02/03,60372
2014/02/04,60524
2014/02/05,60622
2014/02/06,60776
2014/02/07,60936
2014/02/08,60971
2014/02/09,60819
2014/02/10,60893
2014/02/11,60973
2014/02/12,60940
2014/02/13,61023
2014/02/14,61270
2014/02/15,61226
2014/02/16,61082
2014/02/17,61018
2014/02/18,61061
2014/02/19,61210
2014/02/20,61383
2014/02/21,61519
2014/02/22,61419
2014/02/23,61351
2014/02/24,61587
2014/02/25,61965
2014/02/26,62193
2014/02/27,62377
2014/02/28,62554
2014/03/01,62581
2014/03/02,62461
2014/03/03,62887
2014/03/04,63386
2014/03/05,63615
2014/03/06,63805
2014/03/07,64036
2014/03/08,64095
2014/03/09,64096
2014/03/10,64290
2014/03/11,64599
2014/03/12,64910
2014/03/13,65138
2014/03/14,65316
2014/03/15,65263
2014/03/16,65186
2014/03/17,65267
2014/03/18,65079
2014/03/19,65330
2014/03/20,65518
2014/03/21,65750
2014/03/22,65837
2014/03/23,65726
2014/03/24,65903
2014/03/25,66098
2014/03/26,66209
2014/03/27,66392
2014/03/28,66467
2014/03/29,66234
2014/03/30,66081
2014/03/31,66106
2014/04/01,66107
2014/04/02,66164
2014/04/03,66220
2014/04/04,66246
2014/04/05,66051
2014/04/06,65731
2014/04/07,65761
2014/04/08,65836
2014/04/09,65850
2014/04/10,65926
2014/04/11,65947
2014/04/12,65571
2014/04/13,65270
2014/04/14,65389
2014/04/15,65561
2014/04/16,65638
2014/04/17,65638
2014/04/18,65456
2014/04/19,65197
2014/04/20,64837
2014/04/21,64680
2014/04/22,64965
2014/04/23,65157
2014/04/24,65319
2014/04/25,65478
