Date,activeaddresses7ema
2011/03/09,3609
2011/03/10,3435
2011/03/11,3338
2011/03/12,3312
2011/03/13,3207
2011/03/14,3130
2011/03/15,3172
2011/03/16,3171
2011/03/17,3184
2011/03/18,3162
2011/03/19,3165
2011/03/20,3486
2011/03/21,3778
2011/03/22,3799
2011/03/23,4565
2011/03/24,4521
2011/03/25,4433
2011/03/26,4532
2011/03/27,4592
2011/03/28,4778
2011/03/29,4747
2011/03/30,4476
2011/03/31,4396
2011/04/01,4117
2011/04/02,3914
2011/04/03,3842
2011/04/04,4037
2011/04/05,4104
2011/04/06,4045
2011/04/07,3889
2011/04/08,3829
2011/04/09,3776
2011/04/10,3710
2011/04/11,3797
2011/04/12,3931
2011/04/13,4116
2011/04/14,4578
2011/04/15,4471
2011/04/16,4695
2011/04/17,4609
2011/04/18,4841
2011/04/19,5218
2011/04/20,5260
2011/04/21,4957
2011/04/22,4780
2011/04/23,4819
2011/04/24,4778
2011/04/25,4852
2011/04/26,5176
2011/04/27,5754
2011/04/28,5871
2011/04/29,6090
2011/04/30,6607
2011/05/01,6828
2011/05/02,6617
2011/05/03,6476
2011/05/04,6450
2011/05/05,6611
2011/05/06,6671
2011/05/07,6823
2011/05/08,6717
2011/05/09,6929
2011/05/10,6988
2011/05/11,7012
2011/05/12,7067
2011/05/13,7663
2011/05/14,7991
2011/05/15,8072
2011/05/16,8997
2011/05/17,9372
2011/05/18,10264
2011/05/19,10697
2011/05/20,10923
2011/05/21,10885
2011/05/22,10872
2011/05/23,11177
2011/05/24,11679
2011/05/25,12400
2011/05/26,12919
2011/05/27,12392
2011/05/28,12204
2011/05/29,11952
2011/05/30,12152
2011/05/31,12625
2011/06/01,12964
2011/06/02,13603
2011/06/03,14656
2011/06/04,15846
2011/06/05,16350
2011/06/06,17503
2011/06/07,17868
2011/06/08,20228
2011/06/09,21740
2011/06/10,22341
2011/06/11,22698
2011/06/12,23777
2011/06/13,24285
2011/06/14,25658
2011/06/15,26129
2011/06/16,26814
2011/06/17,26624
2011/06/18,26496
2011/06/19,26814
2011/06/20,26601
2011/06/21,26199
2011/06/22,26341
2011/06/23,25848
2011/06/24,25689
2011/06/25,24924
2011/06/26,24577
2011/06/27,25967
2011/06/28,26020
2011/06/29,25599
2011/06/30,25064
2011/07/01,26351
2011/07/02,27821
2011/07/03,26427
2011/07/04,25710
2011/07/05,25107
2011/07/06,25560
2011/07/07,24905
2011/07/08,24835
2011/07/09,24317
2011/07/10,25415
2011/07/11,25524
2011/07/12,24904
2011/07/13,25472
2011/07/14,26314
2011/07/15,25844
2011/07/16,25396
2011/07/17,25216
2011/07/18,25882
2011/07/19,25637
2011/07/20,25699
2011/07/21,25633
2011/07/22,25338
2011/07/23,24480
2011/07/24,24167
2011/07/25,24865
2011/07/26,24604
2011/07/27,24323
2011/07/28,24717
2011/07/29,24093
2011/07/30,23010
2011/07/31,23292
2011/08/01,23408
2011/08/02,22982
2011/08/03,21839
2011/08/04,21121
2011/08/05,21218
2011/08/06,20971
2011/08/07,20743
2011/08/08,21715
2011/08/09,22203
2011/08/10,21580
2011/08/11,20757
2011/08/12,19849
2011/08/13,19683
2011/08/14,20139
2011/08/15,19909
2011/08/16,20180
2011/08/17,20226
2011/08/18,20338
2011/08/19,20812
2011/08/20,20887
2011/08/21,21361
2011/08/22,22321
2011/08/23,22415
2011/08/24,22343
2011/08/25,22536
2011/08/26,22286
2011/08/27,21929
2011/08/28,21065
2011/08/29,20522
2011/08/30,19775
2011/08/31,19088
2011/09/01,18562
2011/09/02,17946
2011/09/03,17076
2011/09/04,17191
2011/09/05,17454
2011/09/06,17785
2011/09/07,17544
2011/09/08,17109
2011/09/09,17483
2011/09/10,17097
2011/09/11,16678
2011/09/12,16668
2011/09/13,16218
2011/09/14,15862
2011/09/15,15761
2011/09/16,15461
2011/09/17,14877
2011/09/18,14747
2011/09/19,15076
2011/09/20,16785
2011/09/21,17072
2011/09/22,17189
2011/09/23,17890
2011/09/24,18276
2011/09/25,18516
2011/09/26,18328
2011/09/27,18419
2011/09/28,17252
2011/09/29,16138
2011/09/30,15471
2011/10/01,14853
2011/10/02,14099
2011/10/03,14036
2011/10/04,13977
2011/10/05,13896
2011/10/06,14033
2011/10/07,13961
2011/10/08,13595
2011/10/09,13265
2011/10/10,13286
2011/10/11,13393
2011/10/12,13441
2011/10/13,12996
2011/10/14,13385
2011/10/15,13328
2011/10/16,12992
2011/10/17,13280
2011/10/18,13039
2011/10/19,12918
2011/10/20,12468
2011/10/21,12364
2011/10/22,12300
2011/10/23,12530
2011/10/24,12885
2011/10/25,12941
2011/10/26,12817
2011/10/27,12478
2011/10/28,12535
2011/10/29,12619
2011/10/30,12315
2011/10/31,12242
2011/11/01,12373
2011/11/02,12559
2011/11/03,12698
2011/11/04,13477
2011/11/05,13482
2011/11/06,12996
2011/11/07,12908
2011/11/08,13115
2011/11/09,13422
2011/11/10,13657
2011/11/11,13284
2011/11/12,13014
2011/11/13,12895
2011/11/14,13101
2011/11/15,13368
2011/11/16,13315
2011/11/17,13035
2011/11/18,12882
2011/11/19,12184
2011/11/20,11993
2011/11/21,11534
2011/11/22,11523
2011/11/23,11517
2011/11/24,11374
2011/11/25,11451
2011/11/26,11160
2011/11/27,11058
2011/11/28,11449
2011/11/29,12181
2011/11/30,12994
2011/12/01,13253
2011/12/02,13272
2011/12/03,13168
2011/12/04,12844
2011/12/05,12903
2011/12/06,13488
2011/12/07,13344
2011/12/08,13522
2011/12/09,13087
2011/12/10,12802
2011/12/11,12635
2011/12/12,12316
2011/12/13,12233
2011/12/14,12168
2011/12/15,11632
2011/12/16,11382
2011/12/17,11090
2011/12/18,10786
2011/12/19,11270
2011/12/20,11875
2011/12/21,11877
2011/12/22,11916
2011/12/23,11964
2011/12/24,11535
2011/12/25,11602
2011/12/26,11745
2011/12/27,11745
2011/12/28,11510
2011/12/29,11463
2011/12/30,11234
2011/12/31,11147
2012/01/01,11222
2012/01/02,11395
2012/01/03,11830
2012/01/04,11990
2012/01/05,12839
2012/01/06,13356
2012/01/07,13373
2012/01/08,13697
2012/01/09,13982
2012/01/10,14509
2012/01/11,15129
2012/01/12,14817
2012/01/13,14737
2012/01/14,14694
2012/01/15,14407
2012/01/16,14524
2012/01/17,14463
2012/01/18,14532
2012/01/19,14672
2012/01/20,14553
2012/01/21,14296
2012/01/22,13573
2012/01/23,13484
2012/01/24,13847
2012/01/25,14531
2012/01/26,14509
2012/01/27,14490
2012/01/28,14131
2012/01/29,14196
2012/01/30,14024
2012/01/31,14424
2012/02/01,14561
2012/02/02,14947
2012/02/03,15349
2012/02/04,15602
2012/02/05,15416
2012/02/06,15035
2012/02/07,14954
2012/02/08,14864
2012/02/09,14928
2012/02/10,15285
2012/02/11,15286
2012/02/12,15009
2012/02/13,15319
2012/02/14,16091
2012/02/15,16509
2012/02/16,17048
2012/02/17,16341
2012/02/18,15881
2012/02/19,15223
2012/02/20,14990
2012/02/21,14922
2012/02/22,15264
2012/02/23,15838
2012/02/24,16008
2012/02/25,15796
2012/02/26,15179
2012/02/27,15112
2012/02/28,15415
2012/02/29,15422
2012/03/01,15603
2012/03/02,16106
2012/03/03,15227
2012/03/04,15161
2012/03/05,15407
2012/03/06,15381
2012/03/07,15339
2012/03/08,15431
2012/03/09,15522
2012/03/10,14864
2012/03/11,14309
2012/03/12,14323
2012/03/13,14947
2012/03/14,15257
2012/03/15,15229
2012/03/16,15483
2012/03/17,15634
2012/03/18,15197
2012/03/19,15277
2012/03/20,15453
2012/03/21,15644
2012/03/22,15661
2012/03/23,15311
2012/03/24,14969
2012/03/25,14815
2012/03/26,15056
2012/03/27,15172
2012/03/28,15440
2012/03/29,15837
2012/03/30,15636
2012/03/31,15238
2012/04/01,14618
2012/04/02,14686
2012/04/03,15715
2012/04/04,15958
2012/04/05,16067
2012/04/06,16132
2012/04/07,15667
2012/04/08,15232
2012/04/09,15228
2012/04/10,15776
2012/04/11,16447
2012/04/12,17043
2012/04/13,16727
2012/04/14,16884
2012/04/15,16723
2012/04/16,17319
2012/04/17,17626
2012/04/18,18063
2012/04/19,17992
2012/04/20,18331
2012/04/21,17827
2012/04/22,17044
2012/04/23,16967
2012/04/24,17058
2012/04/25,17157
2012/04/26,17660
2012/04/27,17545
2012/04/28,17151
2012/04/29,16861
2012/04/30,17421
2012/05/01,18073
2012/05/02,18605
2012/05/03,19419
2012/05/04,20233
2012/05/05,20179
2012/05/06,20684
2012/05/07,21926
2012/05/08,22391
2012/05/09,23000
2012/05/10,22354
2012/05/11,23300
2012/05/12,23162
2012/05/13,22547
2012/05/14,25014
2012/05/15,25551
2012/05/16,25549
2012/05/17,24804
2012/05/18,25143
2012/05/19,26758
2012/05/20,27454
2012/05/21,28179
2012/05/22,28013
2012/05/23,28414
2012/05/24,28327
2012/05/25,28773
2012/05/26,27993
2012/05/27,27568
2012/05/28,28075
2012/05/29,29623
2012/05/30,29354
2012/05/31,29118
2012/06/01,29104
2012/06/02,26969
2012/06/03,27825
2012/06/04,31262
2012/06/05,33688
2012/06/06,31307
2012/06/07,32326
2012/06/08,31311
2012/06/09,31368
2012/06/10,31984
2012/06/11,32140
2012/06/12,29978
2012/06/13,34167
2012/06/14,38037
2012/06/15,40799
2012/06/16,40436
2012/06/17,40166
2012/06/18,39526
2012/06/19,38531
2012/06/20,36965
2012/06/21,35152
2012/06/22,33671
2012/06/23,32818
2012/06/24,31739
2012/06/25,32299
2012/06/26,33224
2012/06/27,34693
2012/06/28,34202
2012/06/29,33930
2012/06/30,33430
2012/07/01,32997
2012/07/02,33895
2012/07/03,34096
2012/07/04,33481
2012/07/05,32091
2012/07/06,31406
2012/07/07,31289
2012/07/08,30445
2012/07/09,30904
2012/07/10,32436
2012/07/11,33165
2012/07/12,33432
2012/07/13,32915
2012/07/14,32161
2012/07/15,31716
2012/07/16,32988
2012/07/17,34807
2012/07/18,34677
2012/07/19,35085
2012/07/20,35343
2012/07/21,35402
2012/07/22,36290
2012/07/23,37727
2012/07/24,37899
2012/07/25,36314
2012/07/26,34946
2012/07/27,34283
2012/07/28,35369
2012/07/29,35521
2012/07/30,35688
2012/07/31,41460
2012/08/01,41276
2012/08/02,41488
2012/08/03,40207
2012/08/04,39126
2012/08/05,38804
2012/08/06,39690
2012/08/07,39560
2012/08/08,42660
2012/08/09,42091
2012/08/10,41220
2012/08/11,40517
2012/08/12,40154
2012/08/13,42263
2012/08/14,42415
2012/08/15,44413
2012/08/16,48736
2012/08/17,50742
2012/08/18,50959
2012/08/19,52751
2012/08/20,51416
2012/08/21,52160
2012/08/22,51501
2012/08/23,49562
2012/08/24,48429
2012/08/25,45474
2012/08/26,42781
2012/08/27,41697
2012/08/28,41252
2012/08/29,40782
2012/08/30,39113
2012/08/31,41690
2012/09/01,42512
2012/09/02,40616
2012/09/03,38710
2012/09/04,40542
2012/09/05,40792
2012/09/06,42305
2012/09/07,42754
2012/09/08,40491
2012/09/09,40415
2012/09/10,39651
2012/09/11,41049
2012/09/12,39340
2012/09/13,38274
2012/09/14,38274
2012/09/15,36212
2012/09/16,35053
2012/09/17,34554
2012/09/18,35612
2012/09/19,37429
2012/09/20,39890
2012/09/21,39717
2012/09/22,36617
2012/09/23,34622
2012/09/24,34326
2012/09/25,36562
2012/09/26,39489
2012/09/27,40137
2012/09/28,42609
2012/09/29,41569
2012/09/30,39844
2012/10/01,39377
2012/10/02,42826
2012/10/03,44644
2012/10/04,46434
2012/10/05,45959
2012/10/06,44209
2012/10/07,44006
2012/10/08,44915
2012/10/09,46755
2012/10/10,46906
2012/10/11,45487
2012/10/12,45269
2012/10/13,43810
2012/10/14,42504
2012/10/15,43449
2012/10/16,43352
2012/10/17,43719
2012/10/18,45552
2012/10/19,45462
2012/10/20,44903
2012/10/21,43378
2012/10/22,42904
2012/10/23,42541
2012/10/24,42370
2012/10/25,41671
2012/10/26,40705
2012/10/27,37966
2012/10/28,35386
2012/10/29,35463
2012/10/30,35212
2012/10/31,34452
2012/11/01,33773
2012/11/02,33615
2012/11/03,33391
2012/11/04,32709
2012/11/05,33927
2012/11/06,35732
2012/11/07,37676
2012/11/08,37675
2012/11/09,37438
2012/11/10,36761
2012/11/11,35111
2012/11/12,34221
2012/11/13,33838
2012/11/14,34819
2012/11/15,37690
2012/11/16,40342
2012/11/17,43484
2012/11/18,43347
2012/11/19,43112
2012/11/20,43273
2012/11/21,43486
2012/11/22,42959
2012/11/23,41021
2012/11/24,40041
2012/11/25,39099
2012/11/26,39658
2012/11/27,39384
2012/11/28,40501
2012/11/29,40865
2012/11/30,39926
2012/12/01,38627
2012/12/02,35920
2012/12/03,34476
2012/12/04,36460
2012/12/05,38467
2012/12/06,39106
2012/12/07,39553
2012/12/08,39244
2012/12/09,39157
2012/12/10,38352
2012/12/11,38024
2012/12/12,39197
2012/12/13,40941
2012/12/14,41124
2012/12/15,39493
2012/12/16,38556
2012/12/17,39165
2012/12/18,41409
2012/12/19,41996
2012/12/20,41382
2012/12/21,42569
2012/12/22,45712
2012/12/23,44266
2012/12/24,43206
2012/12/25,39976
2012/12/26,39509
2012/12/27,38773
2012/12/28,39682
2012/12/29,39760
2012/12/30,41265
2012/12/31,39633
2013/01/01,39186
2013/01/02,40166
2013/01/03,42941
2013/01/04,44041
2013/01/05,46385
2013/01/06,45342
2013/01/07,47520
2013/01/08,49646
2013/01/09,51274
2013/01/10,53752
2013/01/11,55578
2013/01/12,54367
2013/01/13,54651
2013/01/14,52066
2013/01/15,53457
2013/01/16,54698
2013/01/17,55753
2013/01/18,56079
2013/01/19,54398
2013/01/20,52321
2013/01/21,50725
2013/01/22,51414
2013/01/23,50397
2013/01/24,52973
2013/01/25,52119
2013/01/26,52751
2013/01/27,51958
2013/01/28,52542
2013/01/29,53310
2013/01/30,51117
2013/01/31,50298
2013/02/01,53826
2013/02/02,54515
2013/02/03,55262
2013/02/04,55789
2013/02/05,56826
2013/02/06,56034
2013/02/07,56603
2013/02/08,57503
2013/02/09,57215
2013/02/10,57307
2013/02/11,56052
2013/02/12,55004
2013/02/13,54543
2013/02/14,53776
2013/02/15,52868
2013/02/16,51429
2013/02/17,49965
2013/02/18,49283
2013/02/19,49312
2013/02/20,49680
2013/02/21,49918
2013/02/22,51018
2013/02/23,51108
2013/02/24,51343
2013/02/25,52664
2013/02/26,54201
2013/02/27,54413
2013/02/28,55761
2013/03/01,57588
2013/03/02,55498
2013/03/03,53139
2013/03/04,53239
2013/03/05,54277
2013/03/06,57996
2013/03/07,60089
2013/03/08,59215
2013/03/09,57942
2013/03/10,57705
2013/03/11,56660
2013/03/12,57431
2013/03/13,58834
2013/03/14,59404
2013/03/15,60427
2013/03/16,58050
2013/03/17,56523
2013/03/18,57109
2013/03/19,60018
2013/03/20,60725
2013/03/21,62976
2013/03/22,65975
2013/03/23,66228
2013/03/24,66928
2013/03/25,66739
2013/03/26,68308
2013/03/27,69420
2013/03/28,75681
2013/03/29,77579
2013/03/30,77696
2013/03/31,74338
2013/04/01,74692
2013/04/02,78988
2013/04/03,86026
2013/04/04,91742
2013/04/05,93815
2013/04/06,91133
2013/04/07,90124
2013/04/08,96066
2013/04/09,100069
2013/04/10,108415
2013/04/11,112464
2013/04/12,110089
2013/04/13,103276
2013/04/14,95306
2013/04/15,96542
2013/04/16,97497
2013/04/17,99437
2013/04/18,95106
2013/04/19,97583
2013/04/20,91813
2013/04/21,86328
2013/04/22,87675
2013/04/23,89051
2013/04/24,92423
2013/04/25,92009
2013/04/26,90558
2013/04/27,87484
2013/04/28,95128
2013/04/29,93087
2013/04/30,89044
2013/05/01,87687
2013/05/02,86257
2013/05/03,85407
2013/05/04,81554
2013/05/05,79203
2013/05/06,80704
2013/05/07,87808
2013/05/08,91466
2013/05/09,89084
2013/05/10,87899
2013/05/11,86154
2013/05/12,82017
2013/05/13,82212
2013/05/14,82590
2013/05/15,83132
2013/05/16,83389
2013/05/17,82155
2013/05/18,78709
2013/05/19,75088
2013/05/20,74235
2013/05/21,76320
2013/05/22,75940
2013/05/23,77772
2013/05/24,79569
2013/05/25,77083
2013/05/26,75226
2013/05/27,74918
2013/05/28,75246
2013/05/29,76574
2013/05/30,76987
2013/05/31,76610
2013/06/01,74409
2013/06/02,72264
2013/06/03,74161
2013/06/04,75279
2013/06/05,76126
2013/06/06,75411
2013/06/07,75000
2013/06/08,70815
2013/06/09,67261
2013/06/10,65686
2013/06/11,65917
2013/06/12,65379
2013/06/13,65619
2013/06/14,68155
2013/06/15,64569
2013/06/16,60623
2013/06/17,59693
2013/06/18,60660
2013/06/19,62781
2013/06/20,63997
2013/06/21,65272
2013/06/22,63598
2013/06/23,60713
2013/06/24,61750
2013/06/25,61658
2013/06/26,62492
2013/06/27,62125
2013/06/28,63747
2013/06/29,63056
2013/06/30,59915
2013/07/01,62105
2013/07/02,62618
2013/07/03,63470
2013/07/04,62819
2013/07/05,62242
2013/07/06,60815
2013/07/07,57823
2013/07/08,59129
2013/07/09,61343
2013/07/10,62222
2013/07/11,65006
2013/07/12,68367
2013/07/13,67054
2013/07/14,62391
2013/07/15,62375
2013/07/16,63336
2013/07/17,63254
2013/07/18,63235
2013/07/19,62116
2013/07/20,59687
2013/07/21,57546
2013/07/22,58239
2013/07/23,59754
2013/07/24,61287
2013/07/25,62576
2013/07/26,62653
2013/07/27,59987
2013/07/28,57285
2013/07/29,59832
2013/07/30,62342
2013/07/31,66981
2013/08/01,78812
2013/08/02,77799
2013/08/03,73470
2013/08/04,70166
2013/08/05,70917
2013/08/06,71074
2013/08/07,72222
2013/08/08,72261
2013/08/09,70354
2013/08/10,67591
2013/08/11,64227
2013/08/12,74018
2013/08/13,74262
2013/08/14,75250
2013/08/15,75377
2013/08/16,77162
2013/08/17,73224
2013/08/18,69305
2013/08/19,71617
2013/08/20,73674
2013/08/21,75924
2013/08/22,77915
2013/08/23,78908
2013/08/24,75278
2013/08/25,73613
2013/08/26,74152
2013/08/27,79367
2013/08/28,80494
2013/08/29,79092
2013/08/30,81722
2013/08/31,83332
2013/09/01,76749
2013/09/02,73259
2013/09/03,72969
2013/09/04,73946
2013/09/05,73066
2013/09/06,73117
2013/09/07,70486
2013/09/08,66986
2013/09/09,68738
2013/09/10,69221
2013/09/11,70584
2013/09/12,72196
2013/09/13,70790
2013/09/14,66606
2013/09/15,63654
2013/09/16,65184
2013/09/17,67150
2013/09/18,70136
2013/09/19,72382
2013/09/20,73562
2013/09/21,71763
2013/09/22,69719
2013/09/23,72424
2013/09/24,73918
2013/09/25,75063
2013/09/26,75842
2013/09/27,76406
2013/09/28,74536
2013/09/29,73729
2013/09/30,75411
2013/10/01,79005
2013/10/02,85688
2013/10/03,86833
2013/10/04,84587
2013/10/05,79875
2013/10/06,75183
2013/10/07,75536
2013/10/08,75721
2013/10/09,76670
2013/10/10,77652
2013/10/11,78188
2013/10/12,75386
2013/10/13,78453
2013/10/14,79460
2013/10/15,80992
2013/10/16,84061
2013/10/17,83409
2013/10/18,84063
2013/10/19,86185
2013/10/20,83020
2013/10/21,86370
2013/10/22,92166
2013/10/23,96130
2013/10/24,100127
2013/10/25,100394
2013/10/26,93780
2013/10/27,86659
2013/10/28,86643
2013/10/29,86347
2013/10/30,88747
2013/10/31,90794
2013/11/01,89859
2013/11/02,86863
2013/11/03,85981
2013/11/04,89628
2013/11/05,96652
2013/11/06,105338
2013/11/07,111627
2013/11/08,116405
2013/11/09,119756
2013/11/10,119073
2013/11/11,118368
2013/11/12,117878
2013/11/13,119158
2013/11/14,122728
2013/11/15,122047
2013/11/16,117508
2013/11/17,115063
2013/11/18,127471
2013/11/19,147542
2013/11/20,152034
2013/11/21,161223
2013/11/22,162273
2013/11/23,159429
2013/11/24,150738
2013/11/25,148808
2013/11/26,156483
2013/11/27,167178
2013/11/28,175892
2013/11/29,179326
2013/11/30,175480
2013/12/01,173187
2013/12/02,174398
2013/12/03,174337
2013/12/04,176823
2013/12/05,178629
2013/12/06,176330
2013/12/07,169972
2013/12/08,156113
2013/12/09,156149
2013/12/10,155749
2013/12/11,155042
2013/12/12,148988
2013/12/13,148242
2013/12/14,148208
2013/12/15,146485
2013/12/16,154281
2013/12/17,155417
2013/12/18,161874
2013/12/19,160842
2013/12/20,159022
2013/12/21,151119
2013/12/22,144360
2013/12/23,146386
2013/12/24,142420
2013/12/25,139374
2013/12/26,135196
2013/12/27,132998
2013/12/28,128729
2013/12/29,128864
2013/12/30,134820
2013/12/31,130909
2014/01/01,122497
2014/01/02,126312
2014/01/03,130512
2014/01/04,127034
2014/01/05,129328
2014/01/06,141725
2014/01/07,141930
2014/01/08,143312
2014/01/09,141014
2014/01/10,137625
2014/01/11,135731
2014/01/12,131056
2014/01/13,136343
2014/01/14,135149
2014/01/15,134611
2014/01/16,134087
2014/01/17,132902
2014/01/18,126325
2014/01/19,121976
2014/01/20,136269
2014/01/21,142137
2014/01/22,144850
2014/01/23,146219
2014/01/24,145321
2014/01/25,140737
2014/01/26,136947
2014/01/27,145344
2014/01/28,148570
2014/01/29,146751
2014/01/30,148016
2014/01/31,148283
2014/02/01,144969
2014/02/02,142603
2014/02/03,150081
2014/02/04,154856
2014/02/05,155362
2014/02/06,157386
2014/02/07,159419
2014/02/08,156640
2014/02/09,149781
2014/02/10,155202
2014/02/11,155127
2014/02/12,170129
2014/02/13,168607
2014/02/14,170782
2014/02/15,165715
2014/02/16,156209
2014/02/17,162258
2014/02/18,161249
2014/02/19,165332
2014/02/20,169264
2014/02/21,171629
2014/02/22,167721
2014/02/23,166518
2014/02/24,178677
2014/02/25,186312
2014/02/26,190095
2014/02/27,188799
2014/02/28,190739
2014/03/01,188506
2014/03/02,181263
2014/03/03,195298
2014/03/04,204599
2014/03/05,203989
2014/03/06,201940
2014/03/07,196726
2014/03/08,190401
2014/03/09,186218
2014/03/10,191709
2014/03/11,191489
2014/03/12,194511
2014/03/13,194325
2014/03/14,193832
2014/03/15,182109
2014/03/16,171735
2014/03/17,176187
2014/03/18,167896
2014/03/19,167237
2014/03/20,167138
2014/03/21,172829
2014/03/22,172046
2014/03/23,166420
2014/03/24,173027
2014/03/25,171509
2014/03/26,170986
2014/03/27,174038
2014/03/28,176295
2014/03/29,168643
2014/03/30,168207
2014/03/31,168737
2014/04/01,171479
2014/04/02,173584
2014/04/03,172344
2014/04/04,173805
2014/04/05,168844
2014/04/06,172574
2014/04/07,169222
2014/04/08,168299
2014/04/09,171043
2014/04/10,174031
2014/04/11,172929
2014/04/12,162767
2014/04/13,165253
2014/04/14,169762
2014/04/15,177085
2014/04/16,179083
2014/04/17,173750
2014/04/18,167675
2014/04/19,161044
2014/04/20,161855
2014/04/21,156983
2014/04/22,163647
2014/04/23,161917
2014/04/24,163522
2014/04/25,168134
2014/04/26,159925
2014/04/27,162931
2014/04/28,164088
2014/04/29,165513
2014/04/30,165660
