Date,transactions90var
2011/07/26,8955615
2011/07/27,8713156
2011/07/28,8512070
2011/07/29,8389263
2011/07/30,8248985
2011/07/31,7991730
2011/08/01,7711057
2011/08/02,7414563
2011/08/03,7175662
2011/08/04,6912432
2011/08/05,6711714
2011/08/06,6412415
2011/08/07,6181266
2011/08/08,5897456
2011/08/09,5597156
2011/08/10,5314409
2011/08/11,5104169
2011/08/12,4931339
2011/08/13,4687768
2011/08/14,4495335
2011/08/15,4296995
2011/08/16,4195366
2011/08/17,4024617
2011/08/18,3866957
2011/08/19,3716538
2011/08/20,3601505
2011/08/21,3503625
2011/08/22,3408841
2011/08/23,3353200
2011/08/24,3331566
2011/08/25,3180726
2011/08/26,3037820
2011/08/27,2914002
2011/08/28,2891876
2011/08/29,2808351
2011/08/30,2756464
2011/08/31,2748995
2011/09/01,2778489
2011/09/02,2818600
2011/09/03,2915454
2011/09/04,2937936
2011/09/05,2974616
2011/09/06,2888318
2011/09/07,2795860
2011/09/08,2781422
2011/09/09,2750204
2011/09/10,2670560
2011/09/11,2643289
2011/09/12,2338444
2011/09/13,2194848
2011/09/14,2033649
2011/09/15,1971808
2011/09/16,1895521
2011/09/17,1860024
2011/09/18,1807701
2011/09/19,1802503
2011/09/20,1675394
2011/09/21,1615757
2011/09/22,1558348
2011/09/23,1549645
2011/09/24,1549276
2011/09/25,1425768
2011/09/26,1376726
2011/09/27,1346413
2011/09/28,1334257
2011/09/29,1280187
2011/09/30,1309284
2011/10/01,1353775
2011/10/02,1371248
2011/10/03,1355363
2011/10/04,1276597
2011/10/05,1268022
2011/10/06,1274781
2011/10/07,1301065
2011/10/08,1325338
2011/10/09,1240737
2011/10/10,1249179
2011/10/11,1221187
2011/10/12,1208275
2011/10/13,1247305
2011/10/14,1221661
2011/10/15,1225825
2011/10/16,1227888
2011/10/17,1187617
2011/10/18,1191809
2011/10/19,1207428
2011/10/20,1208340
2011/10/21,1231805
2011/10/22,1238349
2011/10/23,1169027
2011/10/24,1145603
2011/10/25,1149931
2011/10/26,1146202
2011/10/27,1180857
2011/10/28,1202079
2011/10/29,1187264
2011/10/30,1183736
2011/10/31,1143976
2011/11/01,1132137
2011/11/02,1095689
2011/11/03,1086317
2011/11/04,1084385
2011/11/05,1086002
2011/11/06,1098270
2011/11/07,1016282
2011/11/08,973480
2011/11/09,955188
2011/11/10,947350
2011/11/11,948541
2011/11/12,946294
2011/11/13,902584
2011/11/14,771872
2011/11/15,744742
2011/11/16,727017
2011/11/17,717006
2011/11/18,713397
2011/11/19,705333
2011/11/20,680717
2011/11/21,679766
2011/11/22,661091
2011/11/23,644340
2011/11/24,629290
2011/11/25,629103
2011/11/26,642624
2011/11/27,596020
2011/11/28,554675
2011/11/29,535655
2011/11/30,525725
2011/12/01,512963
2011/12/02,515386
2011/12/03,493064
2011/12/04,478781
2011/12/05,435250
2011/12/06,468043
2011/12/07,463679
2011/12/08,435959
2011/12/09,435782
2011/12/10,430533
2011/12/11,425719
2011/12/12,427195
2011/12/13,425791
2011/12/14,419660
2011/12/15,424122
2011/12/16,426378
2011/12/17,430996
2011/12/18,432023
2011/12/19,362962
2011/12/20,321206
2011/12/21,318262
2011/12/22,313049
2011/12/23,312912
2011/12/24,322680
2011/12/25,323924
2011/12/26,320899
2011/12/27,320374
2011/12/28,324174
2011/12/29,324398
2011/12/30,326889
2011/12/31,326142
2012/01/01,319236
2012/01/02,318454
2012/01/03,318394
2012/01/04,317097
2012/01/05,340151
2012/01/06,352420
2012/01/07,353313
2012/01/08,359443
2012/01/09,360581
2012/01/10,372317
2012/01/11,394958
2012/01/12,404954
2012/01/13,421778
2012/01/14,432405
2012/01/15,437076
2012/01/16,448537
2012/01/17,457612
2012/01/18,456119
2012/01/19,468635
2012/01/20,476788
2012/01/21,480520
2012/01/22,482089
2012/01/23,480238
2012/01/24,502740
2012/01/25,541357
2012/01/26,543045
2012/01/27,545319
2012/01/28,537594
2012/01/29,535940
2012/01/30,536559
2012/01/31,548513
2012/02/01,551131
2012/02/02,564123
2012/02/03,578522
2012/02/04,588908
2012/02/05,594746
2012/02/06,595129
2012/02/07,605299
2012/02/08,614143
2012/02/09,631728
2012/02/10,690617
2012/02/11,715755
2012/02/12,725893
2012/02/13,767357
2012/02/14,895641
2012/02/15,994518
2012/02/16,1108205
2012/02/17,1087194
2012/02/18,1073996
2012/02/19,1051362
2012/02/20,1044781
2012/02/21,1040074
2012/02/22,1031554
2012/02/23,1055069
2012/02/24,1031429
2012/02/25,1013489
2012/02/26,1014924
2012/02/27,1016290
2012/02/28,1015128
2012/02/29,1016162
2012/03/01,1018135
2012/03/02,1029287
2012/03/03,1033553
2012/03/04,1033612
2012/03/05,1010598
2012/03/06,1009880
2012/03/07,1006407
2012/03/08,999306
2012/03/09,993181
2012/03/10,990778
2012/03/11,979970
2012/03/12,969574
2012/03/13,972659
2012/03/14,946722
2012/03/15,928385
2012/03/16,904785
2012/03/17,866029
2012/03/18,863379
2012/03/19,862879
2012/03/20,852978
2012/03/21,849327
2012/03/22,840466
2012/03/23,800861
2012/03/24,781456
2012/03/25,772124
2012/03/26,749875
2012/03/27,719510
2012/03/28,699937
2012/03/29,677970
2012/03/30,650339
2012/03/31,620402
2012/04/01,615902
2012/04/02,605844
2012/04/03,605110
2012/04/04,606185
2012/04/05,606829
2012/04/06,597644
2012/04/07,601124
2012/04/08,604283
2012/04/09,604469
2012/04/10,634566
2012/04/11,647007
2012/04/12,671837
2012/04/13,672478
2012/04/14,685527
2012/04/15,688951
2012/04/16,721440
2012/04/17,730775
2012/04/18,763062
2012/04/19,773601
2012/04/20,790263
2012/04/21,762151
2012/04/22,757489
2012/04/23,756644
2012/04/24,751092
2012/04/25,753944
2012/04/26,856479
2012/04/27,843401
2012/04/28,840855
2012/04/29,836370
2012/04/30,895822
2012/05/01,997870
2012/05/02,1087565
2012/05/03,1601697
2012/05/04,2118372
2012/05/05,2468439
2012/05/06,2605609
2012/05/07,3883517
2012/05/08,5008463
2012/05/09,6010995
2012/05/10,6184089
2012/05/11,7574004
2012/05/12,8751181
2012/05/13,9240760
2012/05/14,13716632
2012/05/15,15831716
2012/05/16,16836203
2012/05/17,17566058
2012/05/18,20238155
2012/05/19,27835577
2012/05/20,33159858
2012/05/21,38410666
2012/05/22,40394265
2012/05/23,43698131
2012/05/24,46529161
2012/05/25,50128549
2012/05/26,51601472
2012/05/27,54062163
2012/05/28,57720437
2012/05/29,61220568
2012/05/30,63103734
2012/05/31,63837296
2012/06/01,65816269
2012/06/02,65468860
2012/06/03,70131961
2012/06/04,81894697
2012/06/05,92205504
2012/06/06,91754363
2012/06/07,95427705
2012/06/08,95722054
2012/06/09,98785171
2012/06/10,105620151
2012/06/11,108477146
2012/06/12,107852165
2012/06/13,125974974
2012/06/14,148522055
2012/06/15,163877163
2012/06/16,170185108
2012/06/17,176665542
2012/06/18,180320073
2012/06/19,182449464
2012/06/20,182985850
2012/06/21,181957829
2012/06/22,180432167
2012/06/23,178687827
2012/06/24,177006775
2012/06/25,176110037
2012/06/26,175584982
2012/06/27,175155713
2012/06/28,173586734
2012/06/29,171382151
2012/06/30,168899031
2012/07/01,166649472
2012/07/02,164897311
2012/07/03,162740592
2012/07/04,160511000
2012/07/05,158076580
2012/07/06,155428242
2012/07/07,152738630
2012/07/08,150097234
2012/07/09,148073348
2012/07/10,147447291
2012/07/11,145918131
2012/07/12,143112569
2012/07/13,140578988
2012/07/14,137752308
2012/07/15,135345039
2012/07/16,133151711
2012/07/17,131865278
2012/07/18,129607874
2012/07/19,127103028
2012/07/20,125188671
2012/07/21,122210970
2012/07/22,119405183
2012/07/23,116265853
2012/07/24,112517542
2012/07/25,109611629
2012/07/26,105659424
2012/07/27,101505352
2012/07/28,98102454
2012/07/29,95096287
2012/07/30,92240842
2012/07/31,90733856
2012/08/01,88564715
2012/08/02,86557880
2012/08/03,83869529
2012/08/04,80428095
2012/08/05,79370185
2012/08/06,78365926
2012/08/07,76756285
2012/08/08,74540020
2012/08/09,73281366
2012/08/10,71840397
2012/08/11,69368881
2012/08/12,69559618
2012/08/13,72664921
2012/08/14,71119544
2012/08/15,74417261
2012/08/16,76528521
2012/08/17,77294209
2012/08/18,77666767
2012/08/19,78001034
2012/08/20,77491547
2012/08/21,78568024
2012/08/22,78672031
2012/08/23,78580298
2012/08/24,77743944
2012/08/25,77414671
2012/08/26,77436276
2012/08/27,77389940
2012/08/28,76972397
2012/08/29,75614761
2012/08/30,75330257
2012/08/31,71716649
2012/09/01,72422622
2012/09/02,70490295
2012/09/03,69306185
2012/09/04,66758134
2012/09/05,67506546
2012/09/06,67631184
2012/09/07,67632149
2012/09/08,67029910
2012/09/09,67055007
2012/09/10,64597655
2012/09/11,58652142
2012/09/12,49475336
2012/09/13,43980973
2012/09/14,42802175
2012/09/15,41539643
2012/09/16,41133788
2012/09/17,41566840
2012/09/18,41575478
2012/09/19,41292401
2012/09/20,40521682
2012/09/21,39501639
2012/09/22,39590086
2012/09/23,39649195
2012/09/24,39703586
2012/09/25,40367555
2012/09/26,40038024
2012/09/27,39255896
2012/09/28,38254955
2012/09/29,37150161
2012/09/30,38080109
2012/10/01,37684792
2012/10/02,36764869
2012/10/03,35847324
2012/10/04,35039245
2012/10/05,34665911
2012/10/06,33097897
2012/10/07,32485234
2012/10/08,32744907
2012/10/09,32787365
2012/10/10,31986800
2012/10/11,31503028
2012/10/12,30537821
2012/10/13,30025635
2012/10/14,30354327
2012/10/15,30357683
2012/10/16,30377266
2012/10/17,30348447
2012/10/18,30453149
2012/10/19,31066809
2012/10/20,31091879
2012/10/21,31785134
2012/10/22,32674133
2012/10/23,32308888
2012/10/24,32250605
2012/10/25,32267230
2012/10/26,33614703
2012/10/27,36673226
2012/10/28,39080507
2012/10/29,39545440
2012/10/30,39537487
2012/10/31,39771312
2012/11/01,40379889
2012/11/02,40380409
2012/11/03,41150013
2012/11/04,41722676
2012/11/05,41651243
2012/11/06,40929897
2012/11/07,41091822
2012/11/08,40934269
2012/11/09,41462549
2012/11/10,41657071
2012/11/11,39207618
2012/11/12,39782265
2012/11/13,34852909
2012/11/14,32285896
2012/11/15,31762896
2012/11/16,32129349
2012/11/17,31775774
2012/11/18,31630161
2012/11/19,30580963
2012/11/20,30438186
2012/11/21,31150497
2012/11/22,31134050
2012/11/23,31088014
2012/11/24,31080838
2012/11/25,31393478
2012/11/26,31629687
2012/11/27,31657800
2012/11/28,31989057
2012/11/29,31420210
2012/11/30,30379815
2012/12/01,30374146
2012/12/02,30932876
2012/12/03,30870790
2012/12/04,29660971
2012/12/05,28087664
2012/12/06,28495752
2012/12/07,28523722
2012/12/08,28597090
2012/12/09,28512986
2012/12/10,28208925
2012/12/11,28596553
2012/12/12,29003988
2012/12/13,30249401
2012/12/14,30892949
2012/12/15,30858424
2012/12/16,30636023
2012/12/17,31726823
2012/12/18,35603353
2012/12/19,37620872
2012/12/20,37839221
2012/12/21,38715184
2012/12/22,42751293
2012/12/23,42917908
2012/12/24,42403869
2012/12/25,42529380
2012/12/26,42582847
2012/12/27,44051393
2012/12/28,45626147
2012/12/29,44345280
2012/12/30,45350722
2012/12/31,45446893
2013/01/01,45016202
2013/01/02,45461989
2013/01/03,46275244
2013/01/04,48876910
2013/01/05,49285780
2013/01/06,49031481
2013/01/07,49510548
2013/01/08,49754738
2013/01/09,50400725
2013/01/10,54015063
2013/01/11,57908083
2013/01/12,58848517
2013/01/13,61215364
2013/01/14,62313076
2013/01/15,63399020
2013/01/16,66780955
2013/01/17,67554655
2013/01/18,69363901
2013/01/19,73745322
2013/01/20,73489762
2013/01/21,73582835
2013/01/22,74123592
2013/01/23,74478957
2013/01/24,73278620
2013/01/25,70274097
2013/01/26,68885469
2013/01/27,69716090
2013/01/28,71530865
2013/01/29,72498029
2013/01/30,70270546
2013/01/31,71239677
2013/02/01,73572141
2013/02/02,73792640
2013/02/03,78471606
2013/02/04,80427505
2013/02/05,82326917
2013/02/06,81750784
2013/02/07,84073726
2013/02/08,86577295
2013/02/09,86269398
2013/02/10,85361438
2013/02/11,85753828
2013/02/12,87106091
2013/02/13,89944209
2013/02/14,90611447
2013/02/15,91287381
2013/02/16,91202431
2013/02/17,91232614
2013/02/18,91326168
2013/02/19,92467791
2013/02/20,93490906
2013/02/21,93550744
2013/02/22,94722156
2013/02/23,95989920
2013/02/24,96785124
2013/02/25,98698974
2013/02/26,101483095
2013/02/27,103225435
2013/02/28,103415847
2013/03/01,105149459
2013/03/02,98388686
2013/03/03,91698043
2013/03/04,92125649
2013/03/05,90803663
2013/03/06,91823984
2013/03/07,92560614
2013/03/08,90392021
2013/03/09,87644378
2013/03/10,92322585
2013/03/11,91462073
2013/03/12,89553321
2013/03/13,89403242
2013/03/14,88677337
2013/03/15,86675613
2013/03/16,87152668
2013/03/17,88753721
2013/03/18,89315789
2013/03/19,89165608
2013/03/20,86992016
2013/03/21,86822227
2013/03/22,87853422
2013/03/23,85638673
2013/03/24,83122567
2013/03/25,77507458
2013/03/26,75085321
2013/03/27,74419058
2013/03/28,75101342
2013/03/29,74113568
2013/03/30,74135929
2013/03/31,69384269
2013/04/01,64627438
2013/04/02,63840999
2013/04/03,63855681
2013/04/04,65661184
2013/04/05,64193454
2013/04/06,59472284
2013/04/07,58397618
2013/04/08,56310715
2013/04/09,56620209
2013/04/10,57499297
2013/04/11,59494684
2013/04/12,58683492
2013/04/13,58358928
2013/04/14,57106130
2013/04/15,55948836
2013/04/16,57605566
2013/04/17,57010541
2013/04/18,57442874
2013/04/19,57613142
2013/04/20,55956096
2013/04/21,54845113
2013/04/22,54062018
2013/04/23,53508784
2013/04/24,53335048
2013/04/25,53124045
2013/04/26,52963644
2013/04/27,54525889
2013/04/28,56620468
2013/04/29,56614945
2013/04/30,54953428
2013/05/01,54727770
2013/05/02,54619193
2013/05/03,54834661
2013/05/04,54923810
2013/05/05,55268488
2013/05/06,55273022
2013/05/07,53263757
2013/05/08,53315252
2013/05/09,54330727
2013/05/10,55835735
2013/05/11,59090441
2013/05/12,59978293
2013/05/13,60156218
2013/05/14,61185962
2013/05/15,61461557
2013/05/16,61666839
2013/05/17,61384116
2013/05/18,61038269
2013/05/19,61477873
2013/05/20,62123726
2013/05/21,62113109
2013/05/22,62351756
2013/05/23,62123412
2013/05/24,62123265
2013/05/25,62433142
2013/05/26,63898150
2013/05/27,63450482
2013/05/28,63205130
2013/05/29,62678589
2013/05/30,61885275
2013/05/31,61913403
2013/06/01,61920322
2013/06/02,61565440
2013/06/03,61551103
2013/06/04,61037172
2013/06/05,59667494
2013/06/06,59676577
2013/06/07,59801579
2013/06/08,56596396
2013/06/09,57675117
2013/06/10,58325397
2013/06/11,58611613
2013/06/12,59405340
2013/06/13,60165691
2013/06/14,55716370
2013/06/15,55496755
2013/06/16,55629081
2013/06/17,55656308
2013/06/18,55692431
2013/06/19,56340165
2013/06/20,56006229
2013/06/21,56606032
2013/06/22,57585262
2013/06/23,60069652
2013/06/24,60888007
2013/06/25,61901773
2013/06/26,62179330
2013/06/27,62088017
2013/06/28,61964201
2013/06/29,64185526
2013/06/30,69837456
2013/07/01,70952444
2013/07/02,71606362
2013/07/03,72647345
2013/07/04,74992051
2013/07/05,77536115
2013/07/06,79856479
2013/07/07,83723584
2013/07/08,82477674
2013/07/09,81772407
2013/07/10,79731985
2013/07/11,79516841
2013/07/12,79448324
2013/07/13,80789659
2013/07/14,83077806
2013/07/15,81304702
2013/07/16,81834166
2013/07/17,82591581
2013/07/18,82098512
2013/07/19,83757655
2013/07/20,86079812
2013/07/21,88025714
2013/07/22,86935123
2013/07/23,84898004
2013/07/24,82909346
2013/07/25,82611330
2013/07/26,83680145
2013/07/27,84600766
2013/07/28,85575241
2013/07/29,85929918
2013/07/30,85525176
2013/07/31,84830944
2013/08/01,84782677
2013/08/02,84898363
2013/08/03,84811939
2013/08/04,84573867
2013/08/05,83699335
2013/08/06,84166676
2013/08/07,81061813
2013/08/08,77532047
2013/08/09,69706594
2013/08/10,66014185
2013/08/11,64301751
2013/08/12,59855384
2013/08/13,56707427
2013/08/14,54459827
2013/08/15,54287442
2013/08/16,60934391
2013/08/17,62129431
2013/08/18,63220098
2013/08/19,69546694
2013/08/20,72341771
2013/08/21,72560954
2013/08/22,76240575
2013/08/23,76812742
2013/08/24,76710733
2013/08/25,76358574
2013/08/26,76140900
2013/08/27,78032601
2013/08/28,80362404
2013/08/29,81374365
2013/08/30,83499237
2013/08/31,83403064
2013/09/01,82510922
2013/09/02,81433996
2013/09/03,80687307
2013/09/04,80427590
2013/09/05,82271865
2013/09/06,84427272
2013/09/07,84641713
2013/09/08,84600207
2013/09/09,85770920
2013/09/10,86169554
2013/09/11,86031375
2013/09/12,86215278
2013/09/13,84816995
2013/09/14,84765354
2013/09/15,85174763
2013/09/16,85367173
2013/09/17,89932618
2013/09/18,91491201
2013/09/19,93049422
2013/09/20,94233341
2013/09/21,93385377
2013/09/22,93271723
2013/09/23,96240974
2013/09/24,98266399
2013/09/25,98541843
2013/09/26,99363075
2013/09/27,97679959
2013/09/28,94486259
2013/09/29,94074975
2013/09/30,93096927
2013/10/01,91600237
2013/10/02,90950956
2013/10/03,90091893
2013/10/04,86964998
2013/10/05,82766699
2013/10/06,82099420
2013/10/07,81445772
2013/10/08,80336424
2013/10/09,79753653
2013/10/10,80094633
2013/10/11,78256727
2013/10/12,75401324
2013/10/13,73083323
2013/10/14,71885398
2013/10/15,70748872
2013/10/16,69527133
2013/10/17,67279514
2013/10/18,64192450
2013/10/19,61139785
2013/10/20,59520986
2013/10/21,57974490
2013/10/22,58385758
2013/10/23,57216161
2013/10/24,55595788
2013/10/25,52684813
2013/10/26,50093721
2013/10/27,49633693
2013/10/28,48190034
2013/10/29,48149759
2013/10/30,48381318
2013/10/31,48526749
2013/11/01,48603695
2013/11/02,49685976
2013/11/03,53146374
2013/11/04,53881808
2013/11/05,53747020
2013/11/06,53550819
2013/11/07,53920560
2013/11/08,54221271
2013/11/09,51595567
2013/11/10,51581145
2013/11/11,51697802
2013/11/12,51829442
2013/11/13,52931239
2013/11/14,52316075
2013/11/15,52758369
2013/11/16,53250510
2013/11/17,50003453
2013/11/18,56039139
2013/11/19,72219034
2013/11/20,76461184
2013/11/21,79746426
2013/11/22,85055917
2013/11/23,87139264
2013/11/24,87470855
2013/11/25,89937507
2013/11/26,97598717
2013/11/27,114948384
2013/11/28,134687204
2013/11/29,146083457
2013/11/30,148459172
2013/12/01,150438023
2013/12/02,153671028
2013/12/03,157719541
2013/12/04,162763869
2013/12/05,169581232
2013/12/06,171096489
2013/12/07,170255961
2013/12/08,171699023
2013/12/09,171588550
2013/12/10,171306147
2013/12/11,171479143
2013/12/12,169118686
2013/12/13,166248955
2013/12/14,166201192
2013/12/15,166133735
2013/12/16,166417517
2013/12/17,167114149
2013/12/18,172285092
2013/12/19,173411406
2013/12/20,173006524
2013/12/21,172212611
2013/12/22,172540157
2013/12/23,172864113
2013/12/24,172715465
2013/12/25,172886262
2013/12/26,171817261
2013/12/27,168992634
2013/12/28,166602411
2013/12/29,165572704
2013/12/30,165710138
2013/12/31,167142944
2014/01/01,170390214
2014/01/02,169962133
2014/01/03,167556030
2014/01/04,164918863
2014/01/05,162154639
2014/01/06,159985585
2014/01/07,158885433
2014/01/08,158702171
2014/01/09,157830234
2014/01/10,156858846
2014/01/11,156091283
2014/01/12,157183980
2014/01/13,157509491
2014/01/14,156485971
2014/01/15,154212590
2014/01/16,154414892
2014/01/17,154069772
2014/01/18,153546222
2014/01/19,155481635
2014/01/20,155356346
2014/01/21,156390598
2014/01/22,156556552
2014/01/23,156432990
2014/01/24,154503604
2014/01/25,151582578
2014/01/26,151060157
2014/01/27,149556750
2014/01/28,147658869
2014/01/29,147547760
2014/01/30,144401952
2014/01/31,138435630
2014/02/01,131183277
2014/02/02,129045162
2014/02/03,127943270
2014/02/04,127755987
2014/02/05,127902980
2014/02/06,128267715
2014/02/07,128109854
2014/02/08,127744950
2014/02/09,127857283
