Date,transactions14mom
2010/07/17,161
2010/07/18,190
2010/07/19,281
2010/07/20,374
2010/07/21,194
2010/07/22,149
2010/07/23,148
2010/07/24,663
2010/07/25,1418
2010/07/26,-1417
2010/07/27,-527
2010/07/28,-3762
2010/07/29,981
2010/07/30,-533
2010/07/31,-143
2010/08/01,-123
2010/08/02,-198
2010/08/03,8
2010/08/04,-60
2010/08/05,76
2010/08/06,-5
2010/08/07,-587
2010/08/08,-1400
2010/08/09,10
2010/08/10,-111
2010/08/11,-1613
2010/08/12,-1512
2010/08/13,158
2010/08/14,61
2010/08/15,-17
2010/08/16,150
2010/08/17,-232
2010/08/18,48
2010/08/19,-107
2010/08/20,18
2010/08/21,51
2010/08/22,-38
2010/08/23,-78
2010/08/24,15
2010/08/25,-30
2010/08/26,-17
2010/08/27,-178
2010/08/28,16
2010/08/29,-10
2010/08/30,-126
2010/08/31,68
2010/09/01,-21
2010/09/02,-25
2010/09/03,-75
2010/09/04,-76
2010/09/05,-8
2010/09/06,-36
2010/09/07,-42
2010/09/08,25
2010/09/09,31
2010/09/10,60
2010/09/11,-24
2010/09/12,104
2010/09/13,85
2010/09/14,-36
2010/09/15,38
2010/09/16,54
2010/09/17,-2
2010/09/18,69
2010/09/19,0
2010/09/20,142
2010/09/21,516
2010/09/22,325
2010/09/23,232
2010/09/24,90
2010/09/25,180
2010/09/26,-7
2010/09/27,109
2010/09/28,58
2010/09/29,550
2010/09/30,0
2010/10/01,277
2010/10/02,239
2010/10/03,109
2010/10/04,-8
2010/10/05,-393
2010/10/06,-263
2010/10/07,-241
2010/10/08,-64
2010/10/09,-82
2010/10/10,-10
2010/10/11,-191
2010/10/12,-82
2010/10/13,-623
2010/10/14,-57
2010/10/15,-279
2010/10/16,-218
2010/10/17,-68
2010/10/18,76
2010/10/19,423
2010/10/20,213
2010/10/21,186
2010/10/22,239
2010/10/23,99
2010/10/24,162
2010/10/25,24
2010/10/26,80
2010/10/27,167
2010/10/28,105
2010/10/29,93
2010/10/30,-9
2010/10/31,-59
2010/11/01,-156
2010/11/02,-558
2010/11/03,-292
2010/11/04,-225
2010/11/05,-225
2010/11/06,-166
2010/11/07,-137
2010/11/08,33
2010/11/09,-85
2010/11/10,-161
2010/11/11,-91
2010/11/12,-127
2010/11/13,-54
2010/11/14,32
2010/11/15,4497
2010/11/16,8798
2010/11/17,31
2010/11/18,1096
2010/11/19,9259
2010/11/20,9439
2010/11/21,9694
2010/11/22,-60
2010/11/23,9
2010/11/24,3565
2010/11/25,4626
2010/11/26,1003
2010/11/27,145
2010/11/28,122
2010/11/29,-4426
2010/11/30,-8656
2010/12/01,136
2010/12/02,-965
2010/12/03,-9287
2010/12/04,-9426
2010/12/05,-9709
2010/12/06,44
2010/12/07,133
2010/12/08,-3474
2010/12/09,-4539
2010/12/10,-894
2010/12/11,110
2010/12/12,190
2010/12/13,260
2010/12/14,230
2010/12/15,122
2010/12/16,86
2010/12/17,101
2010/12/18,149
2010/12/19,172
2010/12/20,549
2010/12/21,100
2010/12/22,217
2010/12/23,111
2010/12/24,157
2010/12/25,91
2010/12/26,-33
2010/12/27,-145
2010/12/28,10
2010/12/29,-98
2010/12/30,66
2010/12/31,97
2011/01/01,140
2011/01/02,27
2011/01/03,199
2011/01/04,404
2011/01/05,654
2011/01/06,179
2011/01/07,473
2011/01/08,800
2011/01/09,621
2011/01/10,790
2011/01/11,698
2011/01/12,647
2011/01/13,654
2011/01/14,688
2011/01/15,327
2011/01/16,363
2011/01/17,-323
2011/01/18,-161
2011/01/19,-408
2011/01/20,185
2011/01/21,136
2011/01/22,-9
2011/01/23,-149
2011/01/24,-19
2011/01/25,-457
2011/01/26,-170
2011/01/27,-397
2011/01/28,-158
2011/01/29,381
2011/01/30,1679
2011/01/31,574
2011/02/01,172
2011/02/02,-10
2011/02/03,-109
2011/02/04,-232
2011/02/05,-604
2011/02/06,-179
2011/02/07,-442
2011/02/08,-55
2011/02/09,210
2011/02/10,1167
2011/02/11,1246
2011/02/12,530
2011/02/13,-812
2011/02/14,587
2011/02/15,1150
2011/02/16,1120
2011/02/17,1390
2011/02/18,1084
2011/02/19,769
2011/02/20,1009
2011/02/21,1087
2011/02/22,1307
2011/02/23,985
2011/02/24,54
2011/02/25,-334
2011/02/26,-40
2011/02/27,401
2011/02/28,-240
2011/03/01,600
2011/03/02,-17
2011/03/03,999
2011/03/04,-83
2011/03/05,349
2011/03/06,16
2011/03/07,-61
2011/03/08,268
2011/03/09,-346
2011/03/10,-351
2011/03/11,-81
2011/03/12,1140
2011/03/13,569
2011/03/14,961
2011/03/15,143
2011/03/16,1206
2011/03/17,208
2011/03/18,490
2011/03/19,1303
2011/03/20,2182
2011/03/21,3992
2011/03/22,-134
2011/03/23,2739
2011/03/24,461
2011/03/25,72
2011/03/26,381
2011/03/27,-274
2011/03/28,232
2011/03/29,-187
2011/03/30,-1447
2011/03/31,-1332
2011/04/01,-848
2011/04/02,-1482
2011/04/03,-2309
2011/04/04,-3576
2011/04/05,-194
2011/04/06,-2697
2011/04/07,-482
2011/04/08,-225
2011/04/09,-1620
2011/04/10,-749
2011/04/11,-983
2011/04/12,-641
2011/04/13,577
2011/04/14,827
2011/04/15,479
2011/04/16,389
2011/04/17,447
2011/04/18,756
2011/04/19,1519
2011/04/20,1109
2011/04/21,238
2011/04/22,320
2011/04/23,561
2011/04/24,540
2011/04/25,620
2011/04/26,1346
2011/04/27,2220
2011/04/28,150
2011/04/29,1452
2011/04/30,2303
2011/05/01,1693
2011/05/02,11
2011/05/03,-705
2011/05/04,-222
2011/05/05,1477
2011/05/06,1151
2011/05/07,1535
2011/05/08,568
2011/05/09,877
2011/05/10,-292
2011/05/11,-1498
2011/05/12,321
2011/05/13,523
2011/05/14,-112
2011/05/15,-220
2011/05/16,1204
2011/05/17,1468
2011/05/18,2690
2011/05/19,1247
2011/05/20,1503
2011/05/21,1071
2011/05/22,2351
2011/05/23,2182
2011/05/24,2598
2011/05/25,3052
2011/05/26,3479
2011/05/27,829
2011/05/28,686
2011/05/29,1023
2011/05/30,1081
2011/05/31,1706
2011/06/01,1059
2011/06/02,2454
2011/06/03,3664
2011/06/04,3843
2011/06/05,3354
2011/06/06,4011
2011/06/07,3266
2011/06/08,5679
2011/06/09,5283
2011/06/10,6360
2011/06/11,5787
2011/06/12,7634
2011/06/13,5836
2011/06/14,7998
2011/06/15,5974
2011/06/16,5620
2011/06/17,2871
2011/06/18,2779
2011/06/19,2865
2011/06/20,1521
2011/06/21,619
2011/06/22,-371
2011/06/23,-1776
2011/06/24,-340
2011/06/25,-1095
2011/06/26,-2371
2011/06/27,563
2011/06/28,-3352
2011/06/29,-2496
2011/06/30,-3121
2011/07/01,-680
2011/07/02,-3517
2011/07/03,-3050
2011/07/04,-1557
2011/07/05,-625
2011/07/06,-897
2011/07/07,-1129
2011/07/08,-2343
2011/07/09,-1848
2011/07/10,-1581
2011/07/11,-1216
2011/07/12,-2553
2011/07/13,-828
2011/07/14,-873
2011/07/15,-2594
2011/07/16,870
2011/07/17,10
2011/07/18,-628
2011/07/19,217
2011/07/20,-1648
2011/07/21,-1038
2011/07/22,477
2011/07/23,-433
2011/07/24,-202
2011/07/25,-1046
2011/07/26,188
2011/07/27,-1181
2011/07/28,-608
2011/07/29,-685
2011/07/30,-2662
2011/07/31,-285
2011/08/01,-776
2011/08/02,-380
2011/08/03,-1134
2011/08/04,167
2011/08/05,-1620
2011/08/06,-557
2011/08/07,-1469
2011/08/08,-2189
2011/08/09,879
2011/08/10,362
2011/08/11,-505
2011/08/12,-117
2011/08/13,1211
2011/08/14,-585
2011/08/15,220
2011/08/16,830
2011/08/17,6
2011/08/18,-907
2011/08/19,263
2011/08/20,327
2011/08/21,923
2011/08/22,515
2011/08/23,-1951
2011/08/24,-950
2011/08/25,-353
2011/08/26,240
2011/08/27,-1029
2011/08/28,-1866
2011/08/29,-294
2011/08/30,-1835
2011/08/31,-449
2011/09/01,-197
2011/09/02,-613
2011/09/03,-1259
2011/09/04,-383
2011/09/05,-763
2011/09/06,557
2011/09/07,-279
2011/09/08,-738
2011/09/09,-52
2011/09/10,-379
2011/09/11,845
