Date,size7std
2011/05/16,1325
2011/05/17,1402
2011/05/18,1218
2011/05/19,2716
2011/05/20,2725
2011/05/21,2632
2011/05/22,2556
2011/05/23,2530
2011/05/24,2451
2011/05/25,2404
2011/05/26,1348
2011/05/27,2275
2011/05/28,3524
2011/05/29,3434
2011/05/30,4335
2011/05/31,5467
2011/06/01,4844
2011/06/02,4432
2011/06/03,5630
2011/06/04,5370
2011/06/05,3551
2011/06/06,3318
2011/06/07,4417
2011/06/08,9598
2011/06/09,9362
2011/06/10,9338
2011/06/11,9153
2011/06/12,8046
2011/06/13,7447
2011/06/14,7345
2011/06/15,3913
2011/06/16,7372
2011/06/17,7859
2011/06/18,6496
2011/06/19,6571
2011/06/20,7484
2011/06/21,9180
2011/06/22,9837
2011/06/23,7712
2011/06/24,5761
2011/06/25,7863
2011/06/26,10122
2011/06/27,12754
2011/06/28,11845
2011/06/29,10129
2011/06/30,8332
2011/07/01,6663
2011/07/02,7455
2011/07/03,7924
2011/07/04,5080
2011/07/05,5520
2011/07/06,7077
2011/07/07,6976
2011/07/08,7455
2011/07/09,7249
2011/07/10,6421
2011/07/11,6047
2011/07/12,5997
2011/07/13,6611
2011/07/14,5825
2011/07/15,6307
2011/07/16,6227
2011/07/17,5371
2011/07/18,5280
2011/07/19,6732
2011/07/20,5868
2011/07/21,5748
2011/07/22,4613
2011/07/23,4911
2011/07/24,4861
2011/07/25,4726
2011/07/26,3746
2011/07/27,3864
2011/07/28,3826
2011/07/29,4434
2011/07/30,5676
2011/07/31,5799
2011/08/01,4340
2011/08/02,5357
2011/08/03,5394
2011/08/04,6564
2011/08/05,6072
2011/08/06,4811
2011/08/07,3848
2011/08/08,4238
2011/08/09,4927
2011/08/10,4663
2011/08/11,4663
2011/08/12,4655
2011/08/13,4491
2011/08/14,4346
2011/08/15,5391
2011/08/16,5229
2011/08/17,4962
2011/08/18,5188
2011/08/19,4636
2011/08/20,5977
2011/08/21,6958
2011/08/22,5978
2011/08/23,5094
2011/08/24,4549
2011/08/25,4643
2011/08/26,2799
2011/08/27,3329
2011/08/28,3041
2011/08/29,3061
2011/08/30,2610
2011/08/31,3882
2011/09/01,3928
2011/09/02,4917
2011/09/03,5283
2011/09/04,14518
2011/09/05,14694
2011/09/06,14667
2011/09/07,14335
2011/09/08,14375
2011/09/09,13841
2011/09/10,12803
2011/09/11,3208
2011/09/12,2305
2011/09/13,3640
2011/09/14,4802
2011/09/15,5420
2011/09/16,4365
2011/09/17,4962
2011/09/18,4986
2011/09/19,5512
2011/09/20,8300
2011/09/21,8690
2011/09/22,8745
2011/09/23,8785
2011/09/24,8138
2011/09/25,6963
2011/09/26,7310
2011/09/27,4837
2011/09/28,2622
2011/09/29,2609
2011/09/30,2538
2011/10/01,2628
2011/10/02,2611
2011/10/03,2611
2011/10/04,4053
2011/10/05,4030
2011/10/06,4217
2011/10/07,4156
2011/10/08,3719
2011/10/09,3549
2011/10/10,3473
2011/10/11,7521
2011/10/12,7066
2011/10/13,7088
2011/10/14,6855
2011/10/15,7260
2011/10/16,7289
2011/10/17,7306
2011/10/18,4158
2011/10/19,4410
2011/10/20,4057
2011/10/21,4237
2011/10/22,5107
2011/10/23,5369
2011/10/24,4414
2011/10/25,4517
2011/10/26,4278
2011/10/27,3805
2011/10/28,3236
2011/10/29,3109
2011/10/30,3039
2011/10/31,3933
2011/11/01,4488
2011/11/02,5084
2011/11/03,5103
2011/11/04,4488
2011/11/05,3220
2011/11/06,3998
2011/11/07,4100
2011/11/08,4009
2011/11/09,3718
2011/11/10,3858
2011/11/11,3857
2011/11/12,4135
2011/11/13,3406
2011/11/14,3452
2011/11/15,3491
2011/11/16,3790
2011/11/17,3397
2011/11/18,3035
2011/11/19,2821
2011/11/20,2220
2011/11/21,2033
2011/11/22,1982
2011/11/23,485.23
2011/11/24,2361
2011/11/25,2328
2011/11/26,2286
2011/11/27,2294
2011/11/28,2741
2011/11/29,3563
2011/11/30,3378
2011/12/01,3845
2011/12/02,3565
2011/12/03,3866
2011/12/04,4079
2011/12/05,4103
2011/12/06,3231
2011/12/07,2849
2011/12/08,2712
2011/12/09,2857
2011/12/10,2832
2011/12/11,2794
2011/12/12,2808
2011/12/13,2449
2011/12/14,2342
2011/12/15,2327
2011/12/16,2726
2011/12/17,3492
2011/12/18,4485
2011/12/19,4188
2011/12/20,7167
2011/12/21,7083
2011/12/22,7080
2011/12/23,6868
2011/12/24,7173
2011/12/25,7348
2011/12/26,7672
2011/12/27,3342
2011/12/28,3246
2011/12/29,3042
2011/12/30,2682
2011/12/31,2676
2012/01/01,2358
2012/01/02,2865
2012/01/03,3119
2012/01/04,2947
2012/01/05,5808
2012/01/06,5356
2012/01/07,5205
2012/01/08,4805
2012/01/09,4749
2012/01/10,7786
2012/01/11,8363
2012/01/12,8442
2012/01/13,8441
2012/01/14,7434
2012/01/15,7355
2012/01/16,7503
2012/01/17,5209
2012/01/18,3427
2012/01/19,3367
2012/01/20,3330
2012/01/21,3795
2012/01/22,4770
2012/01/23,5909
2012/01/24,6723
2012/01/25,6813
2012/01/26,6913
2012/01/27,6945
2012/01/28,6827
2012/01/29,6438
2012/01/30,6171
2012/01/31,5672
2012/02/01,4353
2012/02/02,4246
2012/02/03,4138
2012/02/04,4203
2012/02/05,3913
2012/02/06,1929
2012/02/07,1999
2012/02/08,2002
2012/02/09,2527
2012/02/10,5046
2012/02/11,5004
2012/02/12,5350
2012/02/13,5187
2012/02/14,7770
2012/02/15,7929
2012/02/16,8723
2012/02/17,10544
2012/02/18,12517
2012/02/19,13452
2012/02/20,13869
2012/02/21,12118
2012/02/22,10406
2012/02/23,4841
2012/02/24,5188
2012/02/25,4592
2012/02/26,3983
2012/02/27,3912
2012/02/28,3365
2012/02/29,3936
2012/03/01,3987
2012/03/02,7063
2012/03/03,6832
2012/03/04,6475
2012/03/05,6655
2012/03/06,6363
2012/03/07,5408
2012/03/08,5765
2012/03/09,3964
2012/03/10,4393
2012/03/11,4439
2012/03/12,3373
2012/03/13,4307
2012/03/14,6136
2012/03/15,6773
2012/03/16,6499
2012/03/17,6557
2012/03/18,7438
2012/03/19,6937
2012/03/20,6631
2012/03/21,5063
2012/03/22,2834
2012/03/23,3203
2012/03/24,4476
2012/03/25,4092
2012/03/26,4079
2012/03/27,4094
2012/03/28,4667
2012/03/29,5554
2012/03/30,5466
2012/03/31,4762
2012/04/01,4653
2012/04/02,6390
2012/04/03,7549
2012/04/04,7609
2012/04/05,9309
2012/04/06,9111
2012/04/07,7157
2012/04/08,7455
2012/04/09,7806
2012/04/10,7394
2012/04/11,7684
2012/04/12,7489
2012/04/13,7630
2012/04/14,7354
2012/04/15,5852
2012/04/16,3337
2012/04/17,3207
2012/04/18,4680
2012/04/19,5723
2012/04/20,5599
2012/04/21,6777
2012/04/22,7826
2012/04/23,7835
2012/04/24,7447
2012/04/25,4740
2012/04/26,5008
2012/04/27,4355
2012/04/28,4448
2012/04/29,5577
2012/04/30,5597
2012/05/01,6268
2012/05/02,7809
2012/05/03,12462
2012/05/04,14930
2012/05/05,14115
2012/05/06,10538
2012/05/07,11702
2012/05/08,10659
2012/05/09,10568
2012/05/10,10448
2012/05/11,16208
2012/05/12,17829
2012/05/13,14351
2012/05/14,31013
2012/05/15,32554
2012/05/16,31352
2012/05/17,25665
2012/05/18,25280
2012/05/19,33808
2012/05/20,26600
2012/05/21,32549
2012/05/22,31720
2012/05/23,28259
2012/05/24,20509
2012/05/25,13089
2012/05/26,23124
2012/05/27,27288
2012/05/28,22657
2012/05/29,25611
2012/05/30,25531
2012/05/31,28981
2012/06/01,25072
2012/06/02,41089
2012/06/03,42649
2012/06/04,54795
2012/06/05,61223
2012/06/06,67904
2012/06/07,68001
2012/06/08,68098
2012/06/09,53613
2012/06/10,53838
2012/06/11,46826
2012/06/12,41442
2012/06/13,59222
2012/06/14,82140
2012/06/15,82901
2012/06/16,77729
2012/06/17,76169
2012/06/18,76339
2012/06/19,54931
2012/06/20,53809
2012/06/21,37611
2012/06/22,27524
2012/06/23,33532
2012/06/24,31590
2012/06/25,30943
2012/06/26,23668
2012/06/27,16709
2012/06/28,14569
2012/06/29,17864
2012/06/30,14912
2012/07/01,21892
2012/07/02,21682
2012/07/03,19955
2012/07/04,17127
2012/07/05,9761
2012/07/06,9930
2012/07/07,8553
2012/07/08,7250
2012/07/09,6925
2012/07/10,25917
2012/07/11,34087
2012/07/12,33695
2012/07/13,33374
2012/07/14,33966
2012/07/15,30981
2012/07/16,30577
2012/07/17,27780
2012/07/18,25491
2012/07/19,29599
2012/07/20,30920
2012/07/21,19066
2012/07/22,14881
2012/07/23,14353
2012/07/24,21539
2012/07/25,28493
2012/07/26,28114
2012/07/27,28116
2012/07/28,23908
2012/07/29,23221
2012/07/30,20503
2012/07/31,44381
2012/08/01,42349
2012/08/02,41205
2012/08/03,37261
2012/08/04,38543
2012/08/05,38390
2012/08/06,38364
2012/08/07,23640
2012/08/08,23753
2012/08/09,24889
2012/08/10,24658
2012/08/11,25164
2012/08/12,23190
2012/08/13,37014
2012/08/14,34544
2012/08/15,50857
2012/08/16,51493
2012/08/17,46131
2012/08/18,38570
2012/08/19,34511
2012/08/20,37455
2012/08/21,36471
2012/08/22,26501
2012/08/23,26971
2012/08/24,16558
2012/08/25,16171
2012/08/26,22750
2012/08/27,23111
2012/08/28,21969
2012/08/29,19335
2012/08/30,18746
2012/08/31,29120
2012/09/01,30132
2012/09/02,24080
2012/09/03,24958
2012/09/04,26296
2012/09/05,21724
2012/09/06,19672
2012/09/07,20856
2012/09/08,21066
2012/09/09,22980
2012/09/10,22346
2012/09/11,20046
2012/09/12,22894
2012/09/13,21827
2012/09/14,21323
2012/09/15,23116
2012/09/16,23102
2012/09/17,29954
2012/09/18,23158
2012/09/19,24678
2012/09/20,22425
2012/09/21,19027
2012/09/22,20347
2012/09/23,20350
2012/09/24,15094
2012/09/25,17692
2012/09/26,19764
2012/09/27,19955
2012/09/28,21512
2012/09/29,23173
2012/09/30,26846
2012/10/01,28672
2012/10/02,31022
2012/10/03,30640
2012/10/04,37319
2012/10/05,41229
2012/10/06,34260
2012/10/07,23602
2012/10/08,22951
2012/10/09,22683
2012/10/10,24647
2012/10/11,26608
2012/10/12,27275
2012/10/13,27168
2012/10/14,16001
2012/10/15,18393
2012/10/16,13488
2012/10/17,17354
2012/10/18,17154
2012/10/19,16150
2012/10/20,16352
2012/10/21,20278
2012/10/22,21444
2012/10/23,24540
2012/10/24,25369
2012/10/25,25204
2012/10/26,36874
2012/10/27,53138
2012/10/28,56606
2012/10/29,48982
2012/10/30,38594
2012/10/31,37892
2012/11/01,35412
2012/11/02,37431
2012/11/03,28532
2012/11/04,19153
2012/11/05,18589
2012/11/06,23427
2012/11/07,26547
2012/11/08,25768
2012/11/09,28094
2012/11/10,25109
2012/11/11,26304
2012/11/12,26756
2012/11/13,22302
2012/11/14,17343
2012/11/15,29235
2012/11/16,36004
2012/11/17,38918
2012/11/18,31188
2012/11/19,26204
2012/11/20,19294
2012/11/21,11632
2012/11/22,16135
2012/11/23,16242
2012/11/24,19514
2012/11/25,21251
2012/11/26,20714
2012/11/27,23591
2012/11/28,18643
2012/11/29,18820
2012/11/30,19100
2012/12/01,18647
2012/12/02,26021
2012/12/03,28815
2012/12/04,43767
2012/12/05,51291
2012/12/06,55165
2012/12/07,55323
2012/12/08,54059
2012/12/09,42946
2012/12/10,22448
2012/12/11,18870
2012/12/12,17217
2012/12/13,27636
2012/12/14,40783
2012/12/15,36277
2012/12/16,34325
2012/12/17,31826
2012/12/18,39849
2012/12/19,38646
2012/12/20,38918
2012/12/21,36007
2012/12/22,31876
2012/12/23,33406
2012/12/24,32495
2012/12/25,33009
2012/12/26,35545
2012/12/27,30994
2012/12/28,24605
2012/12/29,22223
2012/12/30,21471
2012/12/31,28351
2013/01/01,32633
2013/01/02,32463
2013/01/03,28769
2013/01/04,35196
2013/01/05,34023
2013/01/06,34461
2013/01/07,30631
2013/01/08,34676
2013/01/09,39492
2013/01/10,45021
2013/01/11,59317
2013/01/12,58665
2013/01/13,46371
2013/01/14,34212
2013/01/15,33585
2013/01/16,35536
2013/01/17,43906
2013/01/18,43443
2013/01/19,43738
2013/01/20,47710
2013/01/21,42683
2013/01/22,45105
2013/01/23,43979
2013/01/24,32624
2013/01/25,24257
2013/01/26,23715
2013/01/27,22378
2013/01/28,19608
2013/01/29,15829
2013/01/30,25140
2013/01/31,32944
2013/02/01,37692
2013/02/02,37883
2013/02/03,37355
2013/02/04,35026
2013/02/05,34859
2013/02/06,34242
2013/02/07,33649
2013/02/08,34163
2013/02/09,38004
2013/02/10,37471
2013/02/11,37290
2013/02/12,39120
2013/02/13,25483
2013/02/14,26881
2013/02/15,29683
2013/02/16,37691
2013/02/17,43547
2013/02/18,42718
2013/02/19,27745
2013/02/20,25993
2013/02/21,23434
2013/02/22,29415
2013/02/23,26631
2013/02/24,18135
2013/02/25,16486
2013/02/26,21106
2013/02/27,22067
2013/02/28,20597
2013/03/01,32004
2013/03/02,33327
2013/03/03,33727
2013/03/04,30504
2013/03/05,34930
2013/03/06,29232
2013/03/07,32130
2013/03/08,33786
2013/03/09,37168
2013/03/10,34160
2013/03/11,32907
2013/03/12,30938
2013/03/13,28701
2013/03/14,20866
2013/03/15,20247
2013/03/16,52610
2013/03/17,72816
2013/03/18,74474
2013/03/19,66116
2013/03/20,60872
2013/03/21,54722
2013/03/22,35168
2013/03/23,34931
2013/03/24,21552
2013/03/25,35387
2013/03/26,41304
2013/03/27,47877
2013/03/28,47912
2013/03/29,45807
2013/03/30,37892
2013/03/31,27738
2013/04/01,36476
2013/04/02,36220
2013/04/03,34402
2013/04/04,50305
2013/04/05,51243
2013/04/06,52138
2013/04/07,51285
2013/04/08,37749
2013/04/09,37015
2013/04/10,40083
2013/04/11,37770
2013/04/12,41123
2013/04/13,46533
2013/04/14,42449
2013/04/15,40965
2013/04/16,41170
2013/04/17,41600
2013/04/18,25518
2013/04/19,43091
2013/04/20,39962
2013/04/21,51633
2013/04/22,52899
2013/04/23,51641
2013/04/24,62272
2013/04/25,59640
2013/04/26,49956
2013/04/27,51177
2013/04/28,51666
2013/04/29,51596
2013/04/30,52774
2013/05/01,38071
2013/05/02,45966
2013/05/03,48321
2013/05/04,46747
2013/05/05,33484
2013/05/06,29011
2013/05/07,27993
2013/05/08,29683
2013/05/09,25674
2013/05/10,28825
2013/05/11,30842
2013/05/12,26031
2013/05/13,24503
2013/05/14,28401
2013/05/15,28484
2013/05/16,29119
2013/05/17,32164
2013/05/18,36110
2013/05/19,48638
2013/05/20,47504
2013/05/21,45317
2013/05/22,34229
2013/05/23,24082
2013/05/24,23372
2013/05/25,25061
2013/05/26,28994
2013/05/27,23776
2013/05/28,21885
2013/05/29,22038
2013/05/30,21227
2013/05/31,21132
2013/06/01,28564
2013/06/02,33114
2013/06/03,35952
2013/06/04,29860
2013/06/05,25623
2013/06/06,21065
2013/06/07,24121
2013/06/08,24644
2013/06/09,22010
2013/06/10,24649
2013/06/11,25987
2013/06/12,30213
2013/06/13,30698
2013/06/14,19413
2013/06/15,25396
2013/06/16,21770
2013/06/17,30524
2013/06/18,38436
2013/06/19,45294
2013/06/20,46428
2013/06/21,46361
2013/06/22,37902
2013/06/23,37741
2013/06/24,37553
2013/06/25,36518
2013/06/26,30264
2013/06/27,18065
2013/06/28,19018
2013/06/29,22889
2013/06/30,29685
2013/07/01,27384
2013/07/02,26060
2013/07/03,32933
2013/07/04,31111
2013/07/05,22193
2013/07/06,24205
2013/07/07,28424
2013/07/08,24208
2013/07/09,16751
2013/07/10,16454
2013/07/11,23504
2013/07/12,46557
2013/07/13,44620
2013/07/14,38202
2013/07/15,36419
2013/07/16,35811
2013/07/17,33696
2013/07/18,33764
2013/07/19,15525
2013/07/20,20330
2013/07/21,24153
2013/07/22,25019
2013/07/23,29579
2013/07/24,33531
2013/07/25,41122
2013/07/26,40108
2013/07/27,36231
2013/07/28,28941
2013/07/29,28862
2013/07/30,29385
2013/07/31,29412
2013/08/01,26829
2013/08/02,27080
2013/08/03,23662
2013/08/04,21490
2013/08/05,20579
2013/08/06,12539
2013/08/07,14925
2013/08/08,12536
2013/08/09,14901
2013/08/10,16293
2013/08/11,32664
2013/08/12,34887
2013/08/13,37570
2013/08/14,40514
2013/08/15,50087
2013/08/16,61313
2013/08/17,58565
2013/08/18,36421
2013/08/19,40675
2013/08/20,39151
2013/08/21,40434
2013/08/22,41799
2013/08/23,32428
2013/08/24,32134
2013/08/25,30729
2013/08/26,15823
2013/08/27,29459
2013/08/28,31061
2013/08/29,30978
2013/08/30,29748
2013/08/31,45164
2013/09/01,56180
2013/09/02,58119
2013/09/03,44489
2013/09/04,38968
2013/09/05,41113
2013/09/06,43262
2013/09/07,42810
2013/09/08,30630
2013/09/09,21551
2013/09/10,23089
2013/09/11,30829
2013/09/12,32334
2013/09/13,34038
2013/09/14,27414
2013/09/15,30994
2013/09/16,45414
2013/09/17,55750
2013/09/18,59102
2013/09/19,56935
2013/09/20,49435
2013/09/21,31752
2013/09/22,39565
2013/09/23,36322
2013/09/24,29150
2013/09/25,17959
2013/09/26,29319
2013/09/27,29788
2013/09/28,31835
2013/09/29,31250
2013/09/30,30585
2013/10/01,31598
2013/10/02,37134
2013/10/03,32322
2013/10/04,31499
2013/10/05,39275
2013/10/06,39799
2013/10/07,41042
2013/10/08,40827
2013/10/09,32637
2013/10/10,30611
2013/10/11,30477
2013/10/12,24785
2013/10/13,23194
2013/10/14,20130
2013/10/15,25203
2013/10/16,22774
2013/10/17,20718
2013/10/18,27146
2013/10/19,26162
2013/10/20,25975
2013/10/21,27042
2013/10/22,17120
2013/10/23,12815
2013/10/24,21666
2013/10/25,22185
2013/10/26,22708
2013/10/27,24594
2013/10/28,24208
2013/10/29,25682
2013/10/30,26717
2013/10/31,17419
2013/11/01,24303
2013/11/02,28658
2013/11/03,31762
2013/11/04,29884
2013/11/05,35682
2013/11/06,57115
2013/11/07,84815
2013/11/08,97758
2013/11/09,89620
2013/11/10,69779
2013/11/11,55762
2013/11/12,61339
2013/11/13,61339
2013/11/14,54885
2013/11/15,37509
2013/11/16,46969
2013/11/17,47621
2013/11/18,83332
2013/11/19,124307
2013/11/20,126510
2013/11/21,134355
2013/11/22,130410
2013/11/23,100370
2013/11/24,79143
2013/11/25,85775
2013/11/26,60192
2013/11/27,66709
2013/11/28,58728
2013/11/29,61324
2013/11/30,63233
2013/12/01,61222
2013/12/02,53060
2013/12/03,60051
2013/12/04,51097
2013/12/05,48156
2013/12/06,50786
2013/12/07,58732
2013/12/08,81960
2013/12/09,75910
2013/12/10,76138
2013/12/11,66412
2013/12/12,45499
2013/12/13,45831
2013/12/14,45686
2013/12/15,20644
2013/12/16,20136
2013/12/17,18268
2013/12/18,23499
2013/12/19,30955
2013/12/20,31592
2013/12/21,31027
2013/12/22,32457
2013/12/23,32338
2013/12/24,32466
2013/12/25,20737
2013/12/26,13262
2013/12/27,18218
2013/12/28,19362
2013/12/29,19789
2013/12/30,20391
2013/12/31,26786
2014/01/01,48443
2014/01/02,63117
2014/01/03,65567
2014/01/04,66276
2014/01/05,66242
2014/01/06,70387
2014/01/07,66336
2014/01/08,37106
2014/01/09,40210
2014/01/10,40250
2014/01/11,41688
2014/01/12,48096
2014/01/13,31693
2014/01/14,30801
2014/01/15,31526
2014/01/16,30942
2014/01/17,39051
2014/01/18,37941
2014/01/19,30616
2014/01/20,34166
2014/01/21,51524
2014/01/22,50930
2014/01/23,50171
2014/01/24,49112
2014/01/25,43666
2014/01/26,33383
2014/01/27,33554
2014/01/28,30941
2014/01/29,30342
2014/01/30,31235
2014/01/31,32100
2014/02/01,37653
2014/02/02,40886
2014/02/03,40303
2014/02/04,43264
2014/02/05,52301
2014/02/06,55163
2014/02/07,65171
2014/02/08,54538
2014/02/09,40442
2014/02/10,32415
2014/02/11,33639
2014/02/12,43360
2014/02/13,43067
2014/02/14,37534
2014/02/15,40527
2014/02/16,62669
2014/02/17,63176
2014/02/18,64484
2014/02/19,54613
2014/02/20,56345
2014/02/21,66203
2014/02/22,65118
2014/02/23,40247
2014/02/24,40605
2014/02/25,59946
2014/02/26,57343
2014/02/27,59647
2014/02/28,56120
2014/03/01,49396
2014/03/02,44545
2014/03/03,75681
2014/03/04,103697
2014/03/05,100254
2014/03/06,88964
2014/03/07,85932
2014/03/08,98769
2014/03/09,109932
2014/03/10,97743
2014/03/11,57729
2014/03/12,48665
2014/03/13,50152
2014/03/14,68034
2014/03/15,77565
2014/03/16,90607
2014/03/17,86810
2014/03/18,92790
2014/03/19,91548
2014/03/20,85968
2014/03/21,47369
2014/03/22,52851
2014/03/23,64377
2014/03/24,64737
2014/03/25,63568
2014/03/26,66121
2014/03/27,67122
2014/03/28,66629
2014/03/29,71863
2014/03/30,46909
2014/03/31,47910
2014/04/01,44058
2014/04/02,41512
2014/04/03,42386
2014/04/04,40211
2014/04/05,34619
2014/04/06,26888
2014/04/07,40730
2014/04/08,74101
2014/04/09,74418
2014/04/10,65753
2014/04/11,59959
2014/04/12,70546
2014/04/13,86394
2014/04/14,85545
2014/04/15,67431
2014/04/16,76001
2014/04/17,70902
2014/04/18,70840
2014/04/19,64366
2014/04/20,61009
2014/04/21,63816
2014/04/22,81351
2014/04/23,73118
2014/04/24,85873
2014/04/25,84520
2014/04/26,87999
2014/04/27,84150
