Date,activeaddresses7mom
2011/07/25,-922
2011/07/26,-1080
2011/07/27,-2407
2011/07/28,466
2011/07/29,-2233
2011/07/30,-2147
2011/07/31,910
2011/08/01,-3203
2011/08/02,-2117
2011/08/03,-5069
2011/08/04,-6935
2011/08/05,-711
2011/08/06,471
2011/08/07,-4077
2011/08/08,871
2011/08/09,1965
2011/08/10,1300
2011/08/11,-676
2011/08/12,-4384
2011/08/13,-1047
2011/08/14,1446
2011/08/15,-5408
2011/08/16,-2676
2011/08/17,653
2011/08/18,2385
2011/08/19,5107
2011/08/20,1929
2011/08/21,1278
2011/08/22,5982
2011/08/23,1702
2011/08/24,1766
2011/08/25,2438
2011/08/26,-697
2011/08/27,-256
2011/08/28,-4308
2011/08/29,-6311
2011/08/30,-5160
2011/08/31,-5100
2011/09/01,-6129
2011/09/02,-5437
2011/09/03,-6393
2011/09/04,-939
2011/09/05,-648
2011/09/06,1242
2011/09/07,-205
2011/09/08,-1182
2011/09/09,2506
2011/09/10,1474
2011/09/11,-2116
2011/09/12,-1606
2011/09/13,-3906
2011/09/14,-2031
2011/09/15,-345
2011/09/16,-4044
2011/09/17,-2814
2011/09/18,-1062
2011/09/19,-575
2011/09/20,7043
2011/09/21,3140
2011/09/22,2083
2011/09/23,5433
2011/09/24,6309
2011/09/25,4878
2011/09/26,1701
2011/09/27,-3221
2011/09/28,-4183
2011/09/29,-4743
2011/09/30,-6526
2011/10/01,-6434
2011/10/02,-7398
2011/10/03,-3915
2011/10/04,-4893
2011/10/05,-96
2011/10/06,1645
2011/10/07,278
2011/10/08,-502
2011/10/09,437
2011/10/10,-499
2011/10/11,-84
2011/10/12,-70
2011/10/13,-2783
2011/10/14,808
2011/10/15,661
2011/10/16,-293
2011/10/17,795
2011/10/18,-1399
2011/10/19,-1029
2011/10/20,-541
2011/10/21,-2503
2011/10/22,-1049
2011/10/23,1235
2011/10/24,-191
2011/10/25,791
2011/10/26,-108
2011/10/27,340
2011/10/28,656
2011/10/29,764
2011/10/30,-1817
2011/10/31,-1931
2011/11/01,-339
2011/11/02,670
2011/11/03,1656
2011/11/04,3108
2011/11/05,622
2011/11/06,140
2011/11/07,619
2011/11/08,970
2011/11/09,1224
2011/11/10,1248
2011/11/11,-3649
2011/11/12,-1291
2011/11/13,997
2011/11/14,1077
2011/11/15,430
2011/11/16,-1185
2011/11/17,-2166
2011/11/18,255
2011/11/19,-2112
2011/11/20,-1119
2011/11/21,-3560
2011/11/22,-2678
2011/11/23,-1657
2011/11/24,-1250
2011/11/25,-739
2011/11/26,196
2011/11/27,-667
2011/11/28,2463
2011/11/29,2886
2011/11/30,3936
2011/12/01,3082
2011/12/02,1646
2011/12/03,2570
2011/12/04,1121
2011/12/05,457
2011/12/06,868
2011/12/07,-2525
2011/12/08,31
2011/12/09,-1548
2011/12/10,-911
2011/12/11,263
2011/12/12,-1719
2011/12/13,-3261
2011/12/14,-937
2011/12/15,-4034
2011/12/16,-1147
2011/12/17,-1733
2011/12/18,-2262
2011/12/19,1361
2011/12/20,1708
2011/12/21,-90
2011/12/22,2009
2011/12/23,1473
2011/12/24,36
2011/12/25,1927
2011/12/26,-545
2011/12/27,-1945
2011/12/28,-1077
2011/12/29,-712
2011/12/30,-1562
2011/12/31,637
2012/01/01,-355
2012/01/02,-261
2012/01/03,1390
2012/01/04,1664
2012/01/05,4062
2012/01/06,4365
2012/01/07,2535
2012/01/08,3224
2012/01/09,2925
2012/01/10,2954
2012/01/11,4518
2012/01/12,-1503
2012/01/13,-413
2012/01/14,1142
2012/01/15,-1121
2012/01/16,35
2012/01/17,-1812
2012/01/18,-2247
2012/01/19,1212
2012/01/20,-302
2012/01/21,-1039
2012/01/22,-2145
2012/01/23,-1658
2012/01/24,658
2012/01/25,1842
2012/01/26,-651
2012/01/27,241
2012/01/28,-472
2012/01/29,2987
2012/01/30,291
2012/01/31,690
2012/02/01,-1610
2012/02/02,1663
2012/02/03,2119
2012/02/04,3309
2012/02/05,466
2012/02/06,387
2012/02/07,-918
2012/02/08,-379
2012/02/09,-985
2012/02/10,-197
2012/02/11,-1074
2012/02/12,-679
2012/02/13,2357
2012/02/14,3697
2012/02/15,3171
2012/02/16,3545
2012/02/17,-2137
2012/02/18,-787
2012/02/19,-931
2012/02/20,-1960
2012/02/21,-3686
2012/02/22,-1474
2012/02/23,-1105
2012/02/24,2299
2012/02/25,657
2012/02/26,80
2012/02/27,622
2012/02/28,1605
2012/02/29,-847
2012/03/01,-1416
2012/03/02,1095
2012/03/03,-2565
2012/03/04,1636
2012/03/05,1231
2012/03/06,-1020
2012/03/07,-231
2012/03/08,-439
2012/03/09,-1817
2012/03/10,295
2012/03/11,-2317
2012/03/12,-1781
2012/03/13,1517
2012/03/14,973
2012/03/15,-559
2012/03/16,449
2012/03/17,3197
2012/03/18,1240
2012/03/19,1155
2012/03/20,-839
2012/03/21,29
2012/03/22,568
2012/03/23,-1987
2012/03/24,-2141
2012/03/25,467
2012/03/26,262
2012/03/27,-462
2012/03/28,28
2012/03/29,1315
2012/03/30,773
2012/03/31,100
2012/04/01,-1595
2012/04/02,-888
2012/04/03,3282
2012/04/04,441
2012/04/05,-635
2012/04/06,1296
2012/04/07,229
2012/04/08,1167
2012/04/09,323
2012/04/10,-1380
2012/04/11,1774
2012/04/12,2437
2012/04/13,-550
2012/04/14,3085
2012/04/15,2315
2012/04/16,3893
2012/04/17,1125
2012/04/18,913
2012/04/19,-1049
2012/04/20,3568
2012/04/21,-1044
2012/04/22,-1542
2012/04/23,-2373
2012/04/24,-1217
2012/04/25,-1917
2012/04/26,1387
2012/04/27,-2144
2012/04/28,-345
2012/04/29,1293
2012/04/30,2366
2012/05/01,2700
2012/05/02,2745
2012/05/03,2691
2012/05/04,5476
2012/05/05,4048
2012/05/06,6207
2012/05/07,6551
2012/05/08,3756
2012/05/09,4626
2012/05/10,-1443
2012/05/11,3459
2012/05/12,2732
2012/05/13,-1494
2012/05/14,6762
2012/05/15,3377
2012/05/16,716
2012/05/17,2152
2012/05/18,24
2012/05/19,8855
2012/05/20,8836
2012/05/21,-2059
2012/05/22,353
2012/05/23,4075
2012/05/24,5498
2012/05/25,3951
2012/05/26,-5954
2012/05/27,-3245
2012/05/28,-761
2012/05/29,6752
2012/05/30,-1068
2012/05/31,344
2012/06/01,-1053
2012/06/02,-5083
2012/06/03,4097
2012/06/04,11979
2012/06/05,6698
2012/06/06,-4386
2012/06/07,6974
2012/06/08,-793
2012/06/09,10972
2012/06/10,3441
2012/06/11,-8965
2012/06/12,-17473
2012/06/13,22572
2012/06/14,14261
2012/06/15,20821
2012/06/16,7808
2012/06/17,5523
2012/06/18,4996
2012/06/19,12054
2012/06/20,-14467
2012/06/21,-19934
2012/06/22,-19857
2012/06/23,-9089
2012/06/24,-10853
2012/06/25,-3627
2012/06/26,452
2012/06/27,6832
2012/06/28,3017
2012/06/29,3885
2012/06/30,1671
2012/07/01,3197
2012/07/02,2611
2012/07/03,-1300
2012/07/04,-7464
2012/07/05,-4806
2012/07/06,-3766
2012/07/07,-989
2012/07/08,-3787
2012/07/09,-4306
2012/07/10,2332
2012/07/11,3718
2012/07/12,6309
2012/07/13,2014
2012/07/14,-1041
2012/07/15,2470
2012/07/16,4519
2012/07/17,3235
2012/07/18,-1066
2012/07/19,2077
2012/07/20,4754
2012/07/21,5679
2012/07/22,8572
2012/07/23,5237
2012/07/24,-1851
2012/07/25,-2729
2012/07/26,-5467
2012/07/27,-3824
2012/07/28,3049
2012/07/29,-2977
2012/07/30,-5849
2012/07/31,20361
2012/08/01,9164
2012/08/02,11284
2012/08/03,4069
2012/08/04,-2744
2012/08/05,1862
2012/08/06,6160
2012/08/07,-19606
2012/08/08,11238
2012/08/09,-1744
2012/08/10,2247
2012/08/11,2525
2012/08/12,1224
2012/08/13,6241
2012/08/14,3703
2012/08/15,-1554
2012/08/16,21324
2012/08/17,18152
2012/08/18,13200
2012/08/19,19062
2012/08/20,-1178
2012/08/21,11521
2012/08/22,-884
2012/08/23,-17960
2012/08/24,-11732
2012/08/25,-14998
2012/08/26,-23424
2012/08/27,-8966
2012/08/28,-14480
2012/08/29,-10150
2012/08/30,-9640
2012/08/31,4391
2012/09/01,8370
2012/09/02,224
2012/09/03,-5452
2012/09/04,6123
2012/09/05,2171
2012/09/06,12737
2012/09/07,-5317
2012/09/08,-11281
2012/09/09,5264
2012/09/10,4364
2012/09/11,-796
2012/09/12,-7327
2012/09/13,-11767
2012/09/14,-5828
2012/09/15,-3673
2012/09/16,-8617
2012/09/17,-4298
2012/09/18,-6457
2012/09/19,8665
2012/09/20,12197
2012/09/21,924
2012/09/22,-2711
2012/09/23,-2935
2012/09/24,379
2012/09/25,4486
2012/09/26,5387
2012/09/27,-5191
2012/09/28,10828
2012/09/29,11132
2012/09/30,6032
2012/10/01,4537
2012/10/02,9903
2012/10/03,1830
2012/10/04,9723
2012/10/05,-5494
2012/10/06,513
2012/10/07,8727
2012/10/08,9665
2012/10/09,-896
2012/10/10,-2742
2012/10/11,-10572
2012/10/12,81
2012/10/13,473
2012/10/14,-4812
2012/10/15,-1355
2012/10/16,-9217
2012/10/17,-2536
2012/10/18,9819
2012/10/19,579
2012/10/20,3790
2012/10/21,218
2012/10/22,-4803
2012/10/23,-1609
2012/10/24,-2961
2012/10/25,-11477
2012/10/26,-7386
2012/10/27,-13476
2012/10/28,-11156
2012/10/29,-5790
2012/10/30,-6992
2012/10/31,-9685
2012/11/01,-7840
2012/11/02,-4666
2012/11/03,2971
2012/11/04,3016
2012/11/05,1888
2012/11/06,6690
2012/11/07,11331
2012/11/08,5937
2012/11/09,3589
2012/11/10,2012
2012/11/11,-504
2012/11/12,-6028
2012/11/13,-8462
2012/11/14,-5741
2012/11/15,8629
2012/11/16,11568
2012/11/17,18181
2012/11/18,12777
2012/11/19,10855
2012/11/20,11069
2012/11/21,6360
2012/11/22,-4924
2012/11/23,-13092
2012/11/24,-15810
2012/11/25,-6663
2012/11/26,-1072
2012/11/27,-5194
2012/11/28,-273
2012/11/29,580
2012/11/30,1904
2012/12/01,-2370
2012/12/02,-8476
2012/12/03,-11191
2012/12/04,3851
2012/12/05,636
2012/12/06,-933
2012/12/07,3785
2012/12/08,3584
2012/12/09,11101
2012/12/10,5790
2012/12/11,-5371
2012/12/12,-1772
2012/12/13,5150
2012/12/14,778
2012/12/15,-3717
2012/12/16,-3152
2012/12/17,5059
2012/12/18,11096
2012/12/19,1043
2012/12/20,-6632
2012/12/21,4454
2012/12/22,20544
2012/12/23,4184
2012/12/24,-970
2012/12/25,-17852
2012/12/26,-5650
2012/12/27,-2975
2012/12/28,-3720
2012/12/29,-15146
2012/12/30,5849
2012/12/31,-5287
2013/01/01,7560
2013/01/02,4996
2013/01/03,14701
2013/01/04,4934
2013/01/05,13421
2013/01/06,-3568
2013/01/07,19319
2013/01/08,18176
2013/01/09,13057
2013/01/10,9917
2013/01/11,13713
2013/01/12,-2681
2013/01/13,13292
2013/01/14,-9744
2013/01/15,1605
2013/01/16,2262
2013/01/17,-2267
2013/01/18,-3998
2013/01/19,-1379
2013/01/20,-9416
2013/01/21,1625
2013/01/22,-4144
2013/01/23,-11076
2013/01/24,1780
2013/01/25,-7498
2013/01/26,5290
2013/01/27,3491
2013/01/28,8357
2013/01/29,2133
2013/01/30,-2812
2013/01/31,-12854
2013/02/01,14852
2013/02/02,1934
2013/02/03,7926
2013/02/04,3077
2013/02/05,4321
2013/02/06,9123
2013/02/07,10465
2013/02/08,-4206
2013/02/09,-232
2013/02/10,80
2013/02/11,-5082
2013/02/12,-8078
2013/02/13,-497
2013/02/14,-6834
2013/02/15,-10062
2013/02/16,-9237
2013/02/17,-12009
2013/02/18,-5053
2013/02/19,-2459
2013/02/20,-2378
2013/02/21,-842
2013/02/22,4177
2013/02/23,4263
2013/02/24,6475
2013/02/25,9392
2013/02/26,9409
2013/02/27,4268
2013/02/28,9172
2013/03/01,8751
2013/03/02,-2146
2013/03/03,-5990
2013/03/04,-3090
2013/03/05,-1415
2013/03/06,14100
2013/03/07,6562
2013/03/08,-6475
2013/03/09,4893
2013/03/10,10934
2013/03/11,-11
2013/03/12,2347
2013/03/13,-6108
2013/03/14,-5252
2013/03/15,6902
2013/03/16,-3204
2013/03/17,-5050
2013/03/18,5339
2013/03/19,9002
2013/03/20,-195
2013/03/21,8612
2013/03/22,11475
2013/03/23,16069
2013/03/24,17083
2013/03/25,7309
2013/03/26,4270
2013/03/27,9909
2013/03/28,24736
2013/03/29,8302
2013/03/30,11061
2013/03/31,-4766
2013/04/01,9581
2013/04/02,18862
2013/04/03,34385
2013/04/04,14427
2013/04/05,16760
2013/04/06,5038
2013/04/07,22836
2013/04/08,38138
2013/04/09,20200
2013/04/10,26311
2013/04/11,15721
2013/04/12,2929
2013/04/13,-249
2013/04/14,-15700
2013/04/15,-13646
2013/04/16,-11710
2013/04/17,-28199
2013/04/18,-42497
2013/04/19,2052
2013/04/20,-8336
2013/04/21,-1522
2013/04/22,-8531
2013/04/23,-7188
2013/04/24,-2716
2013/04/25,8656
2013/04/26,-18810
2013/04/27,3758
2013/04/28,48185
2013/04/29,-4752
2013/04/30,-16260
2013/05/01,-18923
2013/05/02,-8802
2013/05/03,-3348
2013/05/04,-8266
2013/05/05,-45911
2013/05/06,-1755
2013/05/07,32203
2013/05/08,18824
2013/05/09,-28
2013/05/10,1484
2013/05/11,10926
2013/05/12,-2542
2013/05/13,-2414
2013/05/14,-25397
2013/05/15,-17680
2013/05/16,2222
2013/05/17,-5888
2013/05/18,-12548
2013/05/19,-5381
2013/05/20,-11120
2013/05/21,-1150
2013/05/22,-9957
2013/05/23,-896
2013/05/24,6509
2013/05/25,1253
2013/05/26,5431
2013/05/27,2318
2013/05/28,-6346
2013/05/29,5756
2013/05/30,-5038
2013/05/31,-9483
2013/06/01,-1818
2013/06/02,-3829
2013/06/03,5860
2013/06/04,2404
2013/06/05,-1891
2013/06/06,-4961
2013/06/07,-1711
2013/06/08,-9549
2013/06/09,-9228
2013/06/10,-18891
2013/06/11,-12022
2013/06/12,-14904
2013/06/13,-6926
2013/06/14,1994
2013/06/15,-4447
2013/06/16,-7815
2013/06/17,-4061
2013/06/18,-3047
2013/06/19,5382
2013/06/20,1303
2013/06/21,-6664
2013/06/22,4767
2013/06/23,3270
2013/06/24,7960
2013/06/25,-2181
2013/06/26,-4149
2013/06/27,-6620
2013/06/28,-485
2013/06/29,2404
2013/06/30,-1563
2013/07/01,3814
2013/07/02,2777
2013/07/03,1028
2013/07/04,-156
2013/07/05,-8104
2013/07/06,-4446
2013/07/07,-1645
2013/07/08,-5631
2013/07/09,3828
2013/07/10,-1166
2013/07/11,12489
2013/07/12,17942
2013/07/13,6581
2013/07/14,-445
2013/07/15,-720
2013/07/16,-1765
2013/07/17,-1851
2013/07/18,-10179
2013/07/19,-19692
2013/07/20,-10717
2013/07/21,2721
2013/07/22,-2007
2013/07/23,-1922
2013/07/24,2881
2013/07/25,3262
2013/07/26,4127
2013/07/27,-411
2013/07/28,-1943
2013/07/29,7156
2013/07/30,5571
2013/07/31,15012
2013/08/01,47865
2013/08/02,11872
2013/08/03,8496
2013/08/04,11073
2013/08/05,5697
2013/08/06,1676
2013/08/07,-5233
2013/08/08,-41929
2013/08/09,-10126
2013/08/10,-1180
2013/08/11,-6119
2013/08/12,30221
2013/08/13,3448
2013/08/14,2548
2013/08/15,3381
2013/08/16,17886
2013/08/17,2107
2013/08/18,3414
2013/08/19,-24841
2013/08/20,4850
2013/08/21,4461
2013/08/22,8130
2013/08/23,-630
2013/08/24,2977
2013/08/25,11068
2013/08/26,-2779
2013/08/27,15168
2013/08/28,1199
2013/08/29,-9003
2013/08/30,7723
2013/08/31,23775
2013/09/01,-11617
2013/09/02,-12982
2013/09/03,-22912
2013/09/04,-6997
2013/09/05,-4459
2013/09/06,-16342
2013/09/07,-25570
2013/09/08,-514
2013/09/09,11205
2013/09/10,-1430
2013/09/11,-2203
2013/09/12,6604
2013/09/13,-6697
2013/09/14,-8540
2013/09/15,-1684
2013/09/16,-4221
2013/09/17,2376
2013/09/18,4419
2013/09/19,2091
2013/09/20,10530
2013/09/21,12315
2013/09/22,8784
2013/09/23,10764
2013/09/24,5355
2013/09/25,-597
2013/09/26,-941
2013/09/27,997
2013/09/28,2559
2013/09/29,7724
2013/09/30,-83
2013/10/01,11388
2013/10/02,27238
2013/10/03,12091
2013/10/04,-253
2013/10/05,-3187
2013/10/06,-10202
2013/10/07,-3859
2013/10/08,-13514
2013/10/09,-26217
2013/10/10,-9673
2013/10/11,1949
2013/10/12,1240
2013/10/13,26547
2013/10/14,5885
2013/10/15,9312
2013/10/16,13752
2013/10/17,855
2013/10/18,6229
2013/10/19,25570
2013/10/20,-14129
2013/10/21,13940
2013/10/22,23968
2013/10/23,14751
2013/10/24,30666
2013/10/25,15171
2013/10/26,-18612
2013/10/27,-8230
2013/10/28,-9825
2013/10/29,-24095
2013/10/30,-12075
2013/10/31,-15181
2013/11/01,-14142
2013/11/02,3937
2013/11/03,18038
2013/11/04,13976
2013/11/05,32264
2013/11/06,35449
2013/11/07,33556
2013/11/08,43685
2013/11/09,51935
2013/11/10,33691
2013/11/11,15683
2013/11/12,-1319
2013/11/13,-8396
2013/11/14,2944
2013/11/15,-10734
2013/11/16,-25920
2013/11/17,-9294
2013/11/18,48440
2013/11/19,91349
2013/11/20,42511
2013/11/21,55352
2013/11/22,45418
2013/11/23,47007
2013/11/24,16938
2013/11/25,-21680
2013/11/26,-28244
2013/11/27,33753
2013/11/28,13246
2013/11/29,24206
2013/11/30,13045
2013/12/01,41639
2013/12/02,35018
2013/12/03,-5359
2013/12/04,-14982
2013/12/05,-17989
2013/12/06,-20194
2013/12/07,-13043
2013/12/08,-51771
2013/12/09,-21775
2013/12/10,-19605
2013/12/11,-31357
2013/12/12,-53222
2013/12/13,-23430
2013/12/14,-2792
2013/12/15,26779
2013/12/16,21411
2013/12/17,4280
2013/12/18,28320
2013/12/19,26923
2013/12/20,7557
2013/12/21,-20695
2013/12/22,-17232
2013/12/23,-25206
2013/12/24,-28302
2013/12/25,-51010
2013/12/26,-35085
2013/12/27,-27157
2013/12/28,-11488
2013/12/29,5186
2013/12/30,223
2013/12/31,-11348
2014/01/01,-32974
2014/01/02,15096
2014/01/03,16708
2014/01/04,678
2014/01/05,6939
2014/01/06,26231
2014/01/07,23369
2014/01/08,50199
2014/01/09,-3639
2014/01/10,-15653
2014/01/11,13446
2014/01/12,-19178
2014/01/13,-26713
2014/01/14,-10976
2014/01/15,-14464
2014/01/16,-1604
2014/01/17,1888
2014/01/18,-23453
2014/01/19,-8102
2014/01/20,26946
2014/01/21,28169
2014/01/22,19996
2014/01/23,17810
2014/01/24,13279
2014/01/25,20392
2014/01/26,16649
2014/01/27,-8615
2014/01/28,-1492
2014/01/29,-11695
2014/01/30,1487
2014/01/31,6457
2014/02/01,8040
2014/02/02,9927
2014/02/03,1979
2014/02/04,10938
2014/02/05,15582
2014/02/06,11645
2014/02/07,16435
2014/02/08,13275
2014/02/09,-6299
2014/02/10,-1050
2014/02/11,-14280
2014/02/12,58258
2014/02/13,583
2014/02/14,11787
2014/02/15,2214
2014/02/16,-1515
2014/02/17,8943
2014/02/18,3317
2014/02/19,-37555
2014/02/20,17021
2014/02/21,1420
2014/02/22,5481
2014/02/23,35219
2014/02/24,34748
2014/02/25,50996
2014/02/26,23860
2014/02/27,3853
2014/02/28,17833
2014/03/01,25809
2014/03/02,-3375
2014/03/03,22247
2014/03/04,23287
2014/03/05,718
2014/03/06,10877
2014/03/07,-15473
2014/03/08,-10381
2014/03/09,14137
2014/03/10,-29222
2014/03/11,-41674
2014/03/12,1416
2014/03/13,-2021
2014/03/14,11265
2014/03/15,-24485
2014/03/16,-33056
2014/03/17,-18636
2014/03/18,-47808
2014/03/19,-38316
2014/03/20,-26928
2014/03/21,-2450
2014/03/22,22760
2014/03/23,8926
2014/03/24,3302
2014/03/25,23934
2014/03/26,4157
2014/03/27,16352
2014/03/28,-6833
2014/03/29,-24012
2014/03/30,17358
2014/03/31,-22519
2014/04/01,12747
2014/04/02,10486
2014/04/03,-14570
2014/04/04,-4881
2014/04/05,8272
2014/04/06,16865
2014/04/07,-11159
2014/04/08,-14172
2014/04/09,-628
2014/04/10,14372
2014/04/11,-8564
2014/04/12,-21677
2014/04/13,-11056
2014/04/14,24123
2014/04/15,33523
2014/04/16,5801
2014/04/17,-25245
2014/04/18,-20170
2014/04/19,8866
2014/04/20,-8420
2014/04/21,-40924
2014/04/22,-15413
