Date,sentinusd14smaUSD
2010/11/02,17064
2010/11/03,16432
2010/11/04,17474
2010/11/05,17207
2010/11/06,19824
2010/11/07,21586
2010/11/08,30901
2010/11/09,29942
2010/11/10,28441
2010/11/11,26718
2010/11/12,26179
2010/11/13,26138
2010/11/14,25944
2010/11/15,30479
2010/11/16,31450
2010/11/17,31666
2010/11/18,30305
2010/11/19,30661
2010/11/20,30912
2010/11/21,30803
2010/11/22,20927
2010/11/23,20912
2010/11/24,20751
2010/11/25,21094
2010/11/26,22289
2010/11/27,22015
2010/11/28,21793
2010/11/29,17303
2010/11/30,16406
2010/12/01,16260
2010/12/02,16277
2010/12/03,15710
2010/12/04,13584
2010/12/05,11410
2010/12/06,12253
2010/12/07,12715
2010/12/08,12442
2010/12/09,12072
2010/12/10,10664
2010/12/11,11401
2010/12/12,11652
2010/12/13,13829
2010/12/14,14870
2010/12/15,15963
2010/12/16,16384
2010/12/17,16992
2010/12/18,17375
2010/12/19,18770
2010/12/20,18805
2010/12/21,19295
2010/12/22,20248
2010/12/23,20717
2010/12/24,21407
2010/12/25,22178
2010/12/26,22736
2010/12/27,21522
2010/12/28,20646
2010/12/29,20954
2010/12/30,20841
2010/12/31,21012
2011/01/01,20726
2011/01/02,20006
2011/01/03,19913
2011/01/04,18952
2011/01/05,18532
2011/01/06,18099
2011/01/07,18271
2011/01/08,17602
2011/01/09,17197
2011/01/10,17508
2011/01/11,18841
2011/01/12,17940
2011/01/13,19302
2011/01/14,20215
2011/01/15,20648
2011/01/16,21479
2011/01/17,21601
2011/01/18,23229
2011/01/19,23527
2011/01/20,24154
2011/01/21,24671
2011/01/22,25465
2011/01/23,27119
2011/01/24,27332
2011/01/25,26517
2011/01/26,27101
2011/01/27,55087
2011/01/28,54328
2011/01/29,54862
2011/01/30,65937
2011/01/31,71161
2011/02/01,74102
2011/02/02,78562
2011/02/03,80567
2011/02/04,81709
2011/02/05,83957
2011/02/06,86478
2011/02/07,94252
2011/02/08,96939
2011/02/09,104071
2011/02/10,89347
2011/02/11,106365
2011/02/12,114061
2011/02/13,108986
2011/02/14,112038
2011/02/15,113516
2011/02/16,112291
2011/02/17,115945
2011/02/18,121202
2011/02/19,128151
2011/02/20,136959
2011/02/21,140707
2011/02/22,157316
2011/02/23,171483
2011/02/24,170651
2011/02/25,164007
2011/02/26,165175
2011/02/27,169876
2011/02/28,167868
2011/03/01,226664
2011/03/02,383916
2011/03/03,392072
2011/03/04,403442
2011/03/05,400454
2011/03/06,398375
2011/03/07,397719
2011/03/08,388475
2011/03/09,380219
2011/03/10,386798
2011/03/11,390653
2011/03/12,389705
2011/03/13,390317
2011/03/14,395771
2011/03/15,337732
2011/03/16,185370
2011/03/17,179821
2011/03/18,170449
2011/03/19,168673
2011/03/20,164358
2011/03/21,159595
2011/03/22,159389
2011/03/23,159489
2011/03/24,153030
2011/03/25,155206
2011/03/26,164959
2011/03/27,160374
2011/03/28,154954
2011/03/29,153552
2011/03/30,150995
2011/03/31,149130
2011/04/01,143316
2011/04/02,142041
2011/04/03,139107
2011/04/04,138377
2011/04/05,132909
2011/04/06,122393
2011/04/07,112964
2011/04/08,102004
2011/04/09,89685
2011/04/10,85640
2011/04/11,82484
2011/04/12,84323
2011/04/13,88750
2011/04/14,91122
2011/04/15,93960
2011/04/16,113646
2011/04/17,209427
2011/04/18,212484
2011/04/19,427659
2011/04/20,816760
2011/04/21,847174
2011/04/22,855058
2011/04/23,865908
2011/04/24,873857
2011/04/25,880335
2011/04/26,893711
2011/04/27,914925
2011/04/28,926577
2011/04/29,1060597
2011/04/30,1128364
2011/05/01,1065924
2011/05/02,1082264
2011/05/03,905461
2011/05/04,580561
2011/05/05,582489
2011/05/06,635774
2011/05/07,673489
2011/05/08,803111
2011/05/09,833770
2011/05/10,1007326
2011/05/11,1045897
2011/05/12,1111687
2011/05/13,1205246
2011/05/14,2090201
2011/05/15,2208010
2011/05/16,2330358
2011/05/17,2402377
2011/05/18,2424546
2011/05/19,2473974
2011/05/20,2558829
2011/05/21,2781161
2011/05/22,3041704
2011/05/23,3226371
2011/05/24,3215744
2011/05/25,3361263
2011/05/26,3525135
2011/05/27,3619736
2011/05/28,2777393
2011/05/29,2780343
2011/05/30,2796881
2011/05/31,2855946
2011/06/01,2942533
2011/06/02,3110149
2011/06/03,3500545
2011/06/04,3783360
2011/06/05,4080954
2011/06/06,4896111
2011/06/07,5503725
2011/06/08,6794730
2011/06/09,8163761
2011/06/10,9574183
2011/06/11,11471814
2011/06/12,13487468
2011/06/13,15059545
2011/06/14,17028725
2011/06/15,22706462
2011/06/16,33872486
2011/06/17,35158203
2011/06/18,36072318
2011/06/19,40971174
2011/06/20,41546974
2011/06/21,44775422
2011/06/22,44873037
2011/06/23,45223190
2011/06/24,49281408
2011/06/25,60263081
2011/06/26,62993701
2011/06/27,63471453
2011/06/28,69587539
2011/06/29,67083996
2011/06/30,57423363
2011/07/01,56840212
2011/07/02,56317095
2011/07/03,51346141
2011/07/04,51146457
2011/07/05,47515921
2011/07/06,46473494
2011/07/07,44993096
2011/07/08,39511688
2011/07/09,28624230
2011/07/10,26254173
2011/07/11,25083253
2011/07/12,17897340
2011/07/13,15969384
2011/07/14,16130846
2011/07/15,15477665
2011/07/16,15752507
2011/07/17,15664334
2011/07/18,17387746
2011/07/19,19665926
2011/07/20,19637931
2011/07/21,20448532
2011/07/22,21643776
2011/07/23,20107089
2011/07/24,18107198
2011/07/25,18497014
2011/07/26,18598081
2011/07/27,18434110
2011/07/28,19829206
2011/07/29,19901108
2011/07/30,18987378
2011/07/31,19018040
2011/08/01,16387648
2011/08/02,14076551
2011/08/03,13852086
2011/08/04,12779249
2011/08/05,11629165
2011/08/06,11259344
2011/08/07,10912212
2011/08/08,10058716
2011/08/09,10458695
2011/08/10,10011271
2011/08/11,7031655
2011/08/12,6595832
2011/08/13,6495340
2011/08/14,6259892
2011/08/15,6008701
2011/08/16,5933790
2011/08/17,5875305
2011/08/18,5958649
2011/08/19,6042828
2011/08/20,6006745
2011/08/21,6015590
2011/08/22,5651262
2011/08/23,4418462
2011/08/24,4041546
2011/08/25,3977593
2011/08/26,3925663
2011/08/27,5333197
2011/08/28,5113682
2011/08/29,5006888
2011/08/30,4874815
2011/08/31,4783069
2011/09/01,4664423
2011/09/02,4371182
2011/09/03,4323406
2011/09/04,5159982
2011/09/05,6215552
2011/09/06,7499760
2011/09/07,7379949
2011/09/08,7296738
2011/09/09,7285190
2011/09/10,5757513
2011/09/11,6026962
2011/09/12,6140509
2011/09/13,6138910
2011/09/14,6099099
2011/09/15,6015096
2011/09/16,6092838
2011/09/17,6074697
2011/09/18,5144626
2011/09/19,3996901
2011/09/20,2512697
2011/09/21,2359830
2011/09/22,2289246
2011/09/23,2256373
2011/09/24,2252214
2011/09/25,1977968
2011/09/26,1812867
2011/09/27,1812169
2011/09/28,1812906
2011/09/29,1815901
2011/09/30,1686470
2011/10/01,1717718
2011/10/02,1727966
2011/10/03,1747395
2011/10/04,1751698
2011/10/05,1729241
2011/10/06,1789994
2011/10/07,1778274
2011/10/08,1771814
2011/10/09,1746900
2011/10/10,1736414
2011/10/11,1682138
2011/10/12,1651881
2011/10/13,1627648
2011/10/14,1603945
2011/10/15,1558783
2011/10/16,1512686
2011/10/17,1473380
2011/10/18,1385573
2011/10/19,1295522
2011/10/20,1162835
2011/10/21,1140589
2011/10/22,1173735
2011/10/23,1213671
2011/10/24,1196338
2011/10/25,1173459
2011/10/26,1166140
2011/10/27,1183106
2011/10/28,1205314
2011/10/29,1204896
2011/10/30,1187874
2011/10/31,1171868
2011/11/01,1233360
2011/11/02,1274274
2011/11/03,1305724
2011/11/04,1294853
2011/11/05,1240847
2011/11/06,1161526
2011/11/07,1143562
2011/11/08,1312828
2011/11/09,1438220
2011/11/10,1407506
2011/11/11,1371264
2011/11/12,1323447
2011/11/13,1325385
2011/11/14,1301907
2011/11/15,1237883
2011/11/16,1500166
2011/11/17,1984176
2011/11/18,2677337
2011/11/19,3228943
2011/11/20,3416684
2011/11/21,3625243
2011/11/22,3969665
2011/11/23,4014397
2011/11/24,4191704
2011/11/25,4312237
2011/11/26,4529547
2011/11/27,4786337
2011/11/28,5435156
2011/11/29,6117916
2011/11/30,7095031
2011/12/01,6980640
2011/12/02,7400038
2011/12/03,7514549
2011/12/04,7862619
2011/12/05,8192945
2011/12/06,9053953
2011/12/07,9994988
2011/12/08,10710851
2011/12/09,10942175
2011/12/10,10898359
2011/12/11,10773923
2011/12/12,10217779
2011/12/13,9548506
2011/12/14,8286578
2011/12/15,7928580
2011/12/16,6827773
2011/12/17,6170284
2011/12/18,5649248
2011/12/19,5155888
2011/12/20,3836902
2011/12/21,2789825
2011/12/22,1930647
2011/12/23,1578517
2011/12/24,1422664
2011/12/25,1309814
2011/12/26,1340173
2011/12/27,1448114
2011/12/28,1445188
2011/12/29,1490903
2011/12/30,1461793
2011/12/31,1459971
2012/01/01,1502499
2012/01/02,1482016
2012/01/03,1432572
2012/01/04,1416698
2012/01/05,1590948
2012/01/06,1766051
2012/01/07,1800596
2012/01/08,1867036
2012/01/09,1848733
2012/01/10,1811420
2012/01/11,1894838
2012/01/12,1892674
2012/01/13,1980325
2012/01/14,2043455
2012/01/15,2047765
2012/01/16,2141856
2012/01/17,2219598
2012/01/18,2213146
2012/01/19,2070090
2012/01/20,1961358
2012/01/21,1945758
2012/01/22,1889188
2012/01/23,1812476
2012/01/24,1806862
2012/01/25,1804857
2012/01/26,1809943
2012/01/27,1764573
2012/01/28,1706564
2012/01/29,1705230
2012/01/30,1627089
2012/01/31,1574064
2012/02/01,1600712
2012/02/02,1594697
2012/02/03,1598116
2012/02/04,1629248
2012/02/05,1668470
2012/02/06,1679948
2012/02/07,1647110
2012/02/08,1594854
2012/02/09,1537627
2012/02/10,1535480
2012/02/11,1623870
2012/02/12,1620131
2012/02/13,1664302
2012/02/14,2011687
2012/02/15,2264636
2012/02/16,2605279
2012/02/17,2754127
2012/02/18,2825535
2012/02/19,2805129
2012/02/20,2819603
2012/02/21,2820433
2012/02/22,2950999
2012/02/23,3079807
2012/02/24,3154016
2012/02/25,3112498
2012/02/26,3102763
2012/02/27,3071507
2012/02/28,2730000
2012/02/29,2419161
2012/03/01,2162534
2012/03/02,2057059
2012/03/03,1975611
2012/03/04,2085661
2012/03/05,2080492
2012/03/06,2084026
2012/03/07,1969840
2012/03/08,1922258
2012/03/09,1921258
2012/03/10,1914643
2012/03/11,1940442
2012/03/12,2010283
2012/03/13,2067972
2012/03/14,2172805
2012/03/15,2119011
2012/03/16,2113932
2012/03/17,2154268
2012/03/18,2061663
2012/03/19,2088752
2012/03/20,2131422
2012/03/21,2174208
2012/03/22,2246144
2012/03/23,2349300
2012/03/24,2490685
2012/03/25,2489684
2012/03/26,2470430
2012/03/27,2481976
2012/03/28,2504624
2012/03/29,2736475
2012/03/30,2887517
2012/03/31,3019132
2012/04/01,3098675
2012/04/02,3187144
2012/04/03,3313753
2012/04/04,3402167
2012/04/05,3477229
2012/04/06,3377967
2012/04/07,3224086
2012/04/08,3515736
2012/04/09,3906209
2012/04/10,3999238
2012/04/11,4283932
2012/04/12,4320703
2012/04/13,4277354
2012/04/14,4324943
2012/04/15,4564061
2012/04/16,4887613
2012/04/17,4994161
2012/04/18,5104418
2012/04/19,5026782
2012/04/20,5890347
2012/04/21,6237836
2012/04/22,6167089
2012/04/23,5884451
2012/04/24,5869102
2012/04/25,5717778
2012/04/26,5947054
2012/04/27,6185358
2012/04/28,6153023
2012/04/29,6044445
2012/04/30,5857014
2012/05/01,5838730
2012/05/02,5855280
2012/05/03,6042042
2012/05/04,5379389
2012/05/05,5345834
2012/05/06,5223286
2012/05/07,5723655
2012/05/08,6853637
2012/05/09,7320883
2012/05/10,7061799
2012/05/11,7061567
2012/05/12,7871907
2012/05/13,8055612
2012/05/14,8490150
2012/05/15,9449584
2012/05/16,10303893
2012/05/17,11114462
2012/05/18,11390702
2012/05/19,11406399
2012/05/20,11907663
2012/05/21,12510499
2012/05/22,12591026
2012/05/23,12415057
2012/05/24,12408451
2012/05/25,12766730
2012/05/26,13397090
2012/05/27,13604393
2012/05/28,13567348
2012/05/29,13387440
2012/05/30,13021176
2012/05/31,13535019
2012/06/01,13958981
2012/06/02,14252375
2012/06/03,14156642
2012/06/04,14506777
2012/06/05,14757237
2012/06/06,15066926
2012/06/07,16562606
2012/06/08,17858071
2012/06/09,16651497
2012/06/10,17207214
2012/06/11,17624850
2012/06/12,17499438
2012/06/13,17633940
2012/06/14,17920933
2012/06/15,18346161
2012/06/16,19391105
2012/06/17,19381318
2012/06/18,18758879
2012/06/19,17989000
2012/06/20,17806869
2012/06/21,16385641
2012/06/22,15263453
2012/06/23,16102655
2012/06/24,15671565
2012/06/25,15291264
2012/06/26,15033909
2012/06/27,14945133
2012/06/28,14534799
2012/06/29,14193054
2012/06/30,13063046
2012/07/01,13069073
2012/07/02,12499486
2012/07/03,12206868
2012/07/04,12465376
2012/07/05,12921954
2012/07/06,12504558
2012/07/07,13089623
2012/07/08,12619588
2012/07/09,12844663
2012/07/10,13159229
2012/07/11,12824037
2012/07/12,11895826
2012/07/13,12028965
2012/07/14,12694259
2012/07/15,12774090
2012/07/16,13431964
2012/07/17,14301694
2012/07/18,14252113
2012/07/19,14054170
2012/07/20,14403110
2012/07/21,13887889
2012/07/22,14523235
2012/07/23,14768097
2012/07/24,14718888
2012/07/25,14747579
2012/07/26,15462715
2012/07/27,15501253
2012/07/28,15263800
2012/07/29,15224972
2012/07/30,14606407
2012/07/31,15009202
2012/08/01,15505092
2012/08/02,16003014
2012/08/03,16068127
2012/08/04,15653125
2012/08/05,16121931
2012/08/06,16333435
2012/08/07,16787549
2012/08/08,17436985
2012/08/09,17109142
2012/08/10,17056423
2012/08/11,17206192
2012/08/12,17803902
2012/08/13,18747928
2012/08/14,18066055
2012/08/15,18121311
2012/08/16,18788905
2012/08/17,20121985
2012/08/18,20843721
2012/08/19,23468689
2012/08/20,28139665
2012/08/21,30507002
2012/08/22,34660178
2012/08/23,38927091
2012/08/24,45766556
2012/08/25,47817154
2012/08/26,49014867
2012/08/27,52292528
2012/08/28,56301398
2012/08/29,66171470
2012/08/30,73131148
2012/08/31,77414725
2012/09/01,81882210
2012/09/02,82027578
2012/09/03,78566737
2012/09/04,79491075
2012/09/05,81087270
2012/09/06,92996632
2012/09/07,99399023
2012/09/08,102065506
2012/09/09,102624200
2012/09/10,112736862
2012/09/11,123662887
2012/09/12,120990894
2012/09/13,130307254
2012/09/14,138482123
2012/09/15,138021324
2012/09/16,145520054
2012/09/17,153845794
2012/09/18,160201914
2012/09/19,180884813
2012/09/20,177688525
2012/09/21,185970274
2012/09/22,192956814
2012/09/23,196672112
2012/09/24,188714204
2012/09/25,173996197
2012/09/26,166695333
2012/09/27,149667060
2012/09/28,137050027
2012/09/29,132381247
2012/09/30,121833110
2012/10/01,112184018
2012/10/02,102784034
2012/10/03,76201686
2012/10/04,63180148
2012/10/05,42708548
2012/10/06,31508688
2012/10/07,26269987
2012/10/08,20739023
2012/10/09,20360303
2012/10/10,19613161
2012/10/11,19480243
2012/10/12,19455662
2012/10/13,20624097
2012/10/14,20532925
2012/10/15,19813822
2012/10/16,20343905
2012/10/17,21998589
2012/10/18,23764946
2012/10/19,23629209
2012/10/20,24101964
2012/10/21,24498830
2012/10/22,24905745
2012/10/23,25913401
2012/10/24,26747956
2012/10/25,26841594
2012/10/26,25369880
2012/10/27,24283572
2012/10/28,23821655
2012/10/29,23882509
2012/10/30,24747697
2012/10/31,24909356
2012/11/01,24075855
2012/11/02,22468497
2012/11/03,21667097
2012/11/04,21443000
2012/11/05,21329241
2012/11/06,20640210
2012/11/07,20498416
2012/11/08,20373514
2012/11/09,20275490
2012/11/10,19387741
2012/11/11,19015224
2012/11/12,18638571
2012/11/13,16116515
2012/11/14,14162028
2012/11/15,14227139
2012/11/16,16583421
2012/11/17,17353821
2012/11/18,17360405
2012/11/19,16742614
2012/11/20,16588018
2012/11/21,15930898
2012/11/22,16135047
2012/11/23,16450678
2012/11/24,17136162
2012/11/25,17492702
2012/11/26,18083513
2012/11/27,18651035
2012/11/28,19244116
2012/11/29,18204106
2012/11/30,15903677
2012/12/01,14244039
2012/12/02,13437365
2012/12/03,13831805
2012/12/04,14838511
2012/12/05,16761646
2012/12/06,18601371
2012/12/07,19592370
2012/12/08,19554026
2012/12/09,20224887
2012/12/10,20227334
2012/12/11,20527816
2012/12/12,22377753
2012/12/13,25071488
2012/12/14,27202130
2012/12/15,28249817
2012/12/16,29050804
2012/12/17,29189837
2012/12/18,29106985
2012/12/19,27474361
2012/12/20,25282089
2012/12/21,24895798
2012/12/22,25222357
2012/12/23,24707729
2012/12/24,24721890
2012/12/25,23779590
2012/12/26,20923739
2012/12/27,17932422
2012/12/28,16095209
2012/12/29,15447042
2012/12/30,14476099
2012/12/31,13965291
2013/01/01,13141447
2013/01/02,13835169
2013/01/03,14500497
2013/01/04,15064041
2013/01/05,15724708
2013/01/06,15906651
2013/01/07,16283145
2013/01/08,17724358
2013/01/09,18752416
2013/01/10,19284954
2013/01/11,19582887
2013/01/12,19542946
2013/01/13,19668998
2013/01/14,19613324
2013/01/15,20238889
2013/01/16,20734337
2013/01/17,21080799
2013/01/18,20694343
2013/01/19,20341313
2013/01/20,20555769
2013/01/21,20433840
2013/01/22,20046340
2013/01/23,21262844
2013/01/24,21732100
2013/01/25,22224978
2013/01/26,22884851
2013/01/27,23786820
2013/01/28,24711928
2013/01/29,25747140
2013/01/30,25846705
2013/01/31,26086810
2013/02/01,26843268
2013/02/02,26980175
2013/02/03,27558670
2013/02/04,28495777
2013/02/05,29651594
2013/02/06,29447684
2013/02/07,30216444
2013/02/08,31701971
2013/02/09,32757249
2013/02/10,33169232
2013/02/11,33276695
2013/02/12,32218146
2013/02/13,31720007
2013/02/14,32157671
2013/02/15,31947181
2013/02/16,32534246
2013/02/17,32701952
2013/02/18,32708219
2013/02/19,32503259
2013/02/20,32133564
2013/02/21,31686329
2013/02/22,31555747
2013/02/23,31143897
2013/02/24,32288544
2013/02/25,33841774
2013/02/26,34683072
2013/02/27,35944482
2013/02/28,36556411
2013/03/01,37666636
2013/03/02,38653367
2013/03/03,38579150
2013/03/04,38570825
2013/03/05,40856429
2013/03/06,44381281
2013/03/07,46393597
2013/03/08,46635402
2013/03/09,47287399
2013/03/10,47655030
2013/03/11,46967587
2013/03/12,48601544
2013/03/13,49818397
2013/03/14,49793660
2013/03/15,62691097
2013/03/16,66442562
2013/03/17,67114616
2013/03/18,77157262
2013/03/19,79026859
2013/03/20,80595704
2013/03/21,84972526
2013/03/22,87714375
2013/03/23,90384165
2013/03/24,90744901
2013/03/25,94606139
2013/03/26,98164255
2013/03/27,108098753
2013/03/28,115115170
2013/03/29,107066515
2013/03/30,110855668
2013/03/31,117695556
2013/04/01,114652550
2013/04/02,126344266
2013/04/03,137048586
2013/04/04,144813868
2013/04/05,154976440
2013/04/06,160747888
2013/04/07,165829787
2013/04/08,174011066
2013/04/09,189189906
2013/04/10,205876465
2013/04/11,209501632
2013/04/12,211164080
2013/04/13,207417876
2013/04/14,202396454
2013/04/15,198758577
2013/04/16,189248048
2013/04/17,180186294
2013/04/18,203201997
2013/04/19,200628476
2013/04/20,196969908
2013/04/21,195268462
2013/04/22,192787777
2013/04/23,182662010
2013/04/24,169036563
2013/04/25,170917632
2013/04/26,171589767
2013/04/27,171343556
2013/04/28,171522991
2013/04/29,173927589
2013/04/30,170682495
2013/05/01,169472010
2013/05/02,136656877
2013/05/03,128012993
2013/05/04,123403972
2013/05/05,120121955
2013/05/06,113608765
2013/05/07,107385253
2013/05/08,95824364
2013/05/09,84616338
2013/05/10,79579245
2013/05/11,77356370
2013/05/12,76496595
2013/05/13,73925428
2013/05/14,73494915
2013/05/15,70435693
2013/05/16,68664120
2013/05/17,69015970
2013/05/18,70801988
2013/05/19,69805851
2013/05/20,67783858
2013/05/21,65929316
2013/05/22,65703639
2013/05/23,66587123
2013/05/24,67270498
2013/05/25,68506047
2013/05/26,68099314
2013/05/27,68175656
2013/05/28,68665302
2013/05/29,70048166
2013/05/30,70657718
2013/05/31,70670063
2013/06/01,69839024
2013/06/02,70093876
2013/06/03,72101707
2013/06/04,72153581
2013/06/05,71959207
2013/06/06,72589232
2013/06/07,71422084
2013/06/08,68393207
2013/06/09,69974816
2013/06/10,67998281
2013/06/11,66484064
2013/06/12,64394082
2013/06/13,63512453
2013/06/14,63151157
2013/06/15,61973096
2013/06/16,61992772
2013/06/17,59944081
2013/06/18,59369748
2013/06/19,58113228
2013/06/20,57310078
2013/06/21,57131919
2013/06/22,57237721
2013/06/23,54609393
2013/06/24,55176487
2013/06/25,55711177
2013/06/26,55763705
2013/06/27,54955049
2013/06/28,53975101
2013/06/29,54256616
2013/06/30,53303439
2013/07/01,54335202
2013/07/02,54007898
2013/07/03,54515909
2013/07/04,54010912
2013/07/05,54003729
2013/07/06,54236488
2013/07/07,55120011
2013/07/08,55341694
2013/07/09,56339991
2013/07/10,57897138
2013/07/11,60229805
2013/07/12,62145671
2013/07/13,64355149
2013/07/14,65278924
2013/07/15,64505658
2013/07/16,66113734
2013/07/17,67821715
2013/07/18,68966812
2013/07/19,68729060
2013/07/20,68351159
2013/07/21,68053931
2013/07/22,68929682
2013/07/23,68788349
2013/07/24,68373679
2013/07/25,67288359
2013/07/26,65966511
2013/07/27,63447403
2013/07/28,63751646
2013/07/29,64204597
2013/07/30,64898047
2013/07/31,64130496
2013/08/01,65937026
2013/08/02,67117518
2013/08/03,68597449
2013/08/04,69025626
2013/08/05,69329622
2013/08/06,68690426
2013/08/07,68723787
2013/08/08,68556986
2013/08/09,67821575
2013/08/10,68288606
2013/08/11,67284364
2013/08/12,67935377
2013/08/13,69954554
2013/08/14,73295173
2013/08/15,70950908
2013/08/16,72266393
2013/08/17,74363902
2013/08/18,76343228
2013/08/19,78129368
2013/08/20,79758440
2013/08/21,83722179
2013/08/22,85033817
2013/08/23,87081132
2013/08/24,87832755
2013/08/25,89099955
2013/08/26,88839967
2013/08/27,87118397
2013/08/28,84092646
2013/08/29,84223069
2013/08/30,83734601
2013/08/31,82907108
2013/09/01,82549363
2013/09/02,80925153
2013/09/03,81584761
2013/09/04,79255668
2013/09/05,79324254
2013/09/06,78707716
2013/09/07,79597463
2013/09/08,78693250
2013/09/09,78215706
2013/09/10,76219035
2013/09/11,75645757
2013/09/12,75720367
2013/09/13,74317608
2013/09/14,73106758
2013/09/15,71455290
2013/09/16,71383026
2013/09/17,69285170
2013/09/18,68519495
2013/09/19,69364186
2013/09/20,69908356
2013/09/21,68706648
2013/09/22,69569356
2013/09/23,72982344
2013/09/24,75769145
2013/09/25,76894082
2013/09/26,77355615
2013/09/27,77711204
2013/09/28,77799368
2013/09/29,78979824
2013/09/30,80259863
2013/10/01,84206347
2013/10/02,86920242
2013/10/03,86549279
2013/10/04,86776767
2013/10/05,86528869
2013/10/06,85943068
2013/10/07,83565415
2013/10/08,81591827
2013/10/09,82190205
2013/10/10,82094181
2013/10/11,82770949
2013/10/12,83767123
2013/10/13,85013767
2013/10/14,85839928
2013/10/15,84725519
2013/10/16,85152751
2013/10/17,86389918
2013/10/18,89204387
2013/10/19,96156753
2013/10/20,100435274
2013/10/21,106334304
2013/10/22,114847764
2013/10/23,121702721
2013/10/24,128500689
2013/10/25,155454240
2013/10/26,157799732
2013/10/27,157931029
2013/10/28,158065257
2013/10/29,172617506
2013/10/30,172491979
2013/10/31,173078387
2013/11/01,171692668
2013/11/02,168145323
2013/11/03,167414187
2013/11/04,168765325
2013/11/05,170119683
2013/11/06,170333420
2013/11/07,178222480
2013/11/08,164861851
2013/11/09,175811524
2013/11/10,183989014
2013/11/11,189443884
2013/11/12,189464999
2013/11/13,208237708
2013/11/14,226894617
2013/11/15,288936179
2013/11/16,323717213
2013/11/17,350747940
2013/11/18,409261106
2013/11/19,480830453
2013/11/20,523058636
2013/11/21,588788185
2013/11/22,679250902
2013/11/23,736671465
2013/11/24,794808164
2013/11/25,852903124
2013/11/26,1052720835
2013/11/27,1227594410
2013/11/28,1415761671
2013/11/29,1520591337
2013/11/30,1613533634
2013/12/01,1672947362
2013/12/02,1690907224
2013/12/03,1683813549
2013/12/04,1722207615
2013/12/05,1736744251
2013/12/06,1698784023
2013/12/07,1741116306
2013/12/08,1730938357
2013/12/09,1730317150
2013/12/10,1559529602
2013/12/11,1423400708
2013/12/12,1262027923
2013/12/13,1142051369
2013/12/14,1043610256
2013/12/15,975794619
2013/12/16,999256023
2013/12/17,993292454
2013/12/18,974322946
2013/12/19,931281084
2013/12/20,901023471
2013/12/21,823879737
2013/12/22,802155192
2013/12/23,763287270
2013/12/24,751929699
2013/12/25,725461044
2013/12/26,701810174
2013/12/27,677727506
2013/12/28,671995793
2013/12/29,688581352
2013/12/30,616417896
2013/12/31,566046647
2014/01/01,518035690
2014/01/02,496324364
2014/01/03,502656990
2014/01/04,497099510
2014/01/05,512888721
2014/01/06,545334565
2014/01/07,561532606
2014/01/08,563199142
2014/01/09,563595283
2014/01/10,564025387
2014/01/11,557347798
2014/01/12,538814537
2014/01/13,526057025
2014/01/14,542891510
2014/01/15,548470125
2014/01/16,545181609
2014/01/17,517928275
2014/01/18,501168181
2014/01/19,476386856
2014/01/20,456205691
2014/01/21,433963867
2014/01/22,418195486
2014/01/23,415846432
2014/01/24,425344904
2014/01/25,426535368
2014/01/26,425229667
2014/01/27,449365126
2014/01/28,441847255
2014/01/29,433734094
2014/01/30,429696556
2014/01/31,430471582
2014/02/01,436668884
