Date,sentbyaddress7rsi
2011/04/17,51.958
2011/04/18,61.922
2011/04/19,68.111
2011/04/20,54.702
2011/04/21,43.777
2011/04/22,45.25
2011/04/23,50.582
2011/04/24,47.96
2011/04/25,55.296
2011/04/26,65.34
2011/04/27,73.975
2011/04/28,55.498
2011/04/29,60.505
2011/04/30,68.951
2011/05/01,60.82
2011/05/02,48.312
2011/05/03,49.109
2011/05/04,49.614
2011/05/05,57.685
2011/05/06,57.522
2011/05/07,61.609
2011/05/08,47.069
2011/05/09,57.162
2011/05/10,51.526
2011/05/11,50.509
2011/05/12,53.176
2011/05/13,67.286
2011/05/14,71.046
2011/05/15,59.098
2011/05/16,70.932
2011/05/17,70.763
2011/05/18,79.295
2011/05/19,64.273
2011/05/20,64.959
2011/05/21,66.573
2011/05/22,69.248
2011/05/23,73.448
2011/05/24,77.349
2011/05/25,81.393
2011/05/26,84.046
2011/05/27,45
2011/05/28,49.074
2011/05/29,45.846
2011/05/30,57.014
2011/05/31,62.535
2011/06/01,67.562
2011/06/02,72.537
2011/06/03,80.067
2011/06/04,83.008
2011/06/05,75.752
2011/06/06,81.985
2011/06/07,67.374
2011/06/08,80.724
2011/06/09,82.694
2011/06/10,70.989
2011/06/11,67.492
2011/06/12,74.971
2011/06/13,64.733
2011/06/14,75.231
2011/06/15,64.405
2011/06/16,66.176
2011/06/17,53.801
2011/06/18,53.292
2011/06/19,57.079
2011/06/20,50.405
2011/06/21,42.967
2011/06/22,55.254
2011/06/23,46.086
2011/06/24,49.166
2011/06/25,41.057
2011/06/26,40.839
2011/06/27,61.34
2011/06/28,51.151
2011/06/29,44.204
2011/06/30,42.551
2011/07/01,44.889
2011/07/02,32.007
2011/07/03,37.835
2011/07/04,48.126
2011/07/05,45.578
2011/07/06,55.127
2011/07/07,41.517
2011/07/08,41.683
2011/07/09,34.781
2011/07/10,38.352
2011/07/11,56.073
2011/07/12,43.148
2011/07/13,51.123
2011/07/14,49.619
2011/07/15,41.876
2011/07/16,48.258
2011/07/17,43.489
2011/07/18,50.562
2011/07/19,50.504
2011/07/20,49.642
2011/07/21,41.59
2011/07/22,51.77
2011/07/23,39.155
2011/07/24,45.193
2011/07/25,56.735
2011/07/26,48.3
2011/07/27,45.882
2011/07/28,48.163
2011/07/29,40.139
2011/07/30,30.187
2011/07/31,51.22
2011/08/01,50.7
2011/08/02,56.636
2011/08/03,44.634
2011/08/04,48.222
2011/08/05,43.597
2011/08/06,36.176
2011/08/07,39.655
2011/08/08,45.44
2011/08/09,62.697
2011/08/10,55.589
2011/08/11,48.361
2011/08/12,42.791
2011/08/13,48.471
2011/08/14,50.484
2011/08/15,54.679
2011/08/16,63.683
2011/08/17,45.35
2011/08/18,48.109
2011/08/19,45.203
2011/08/20,42.45
2011/08/21,46.983
2011/08/22,52.211
2011/08/23,44.531
2011/08/24,44.603
2011/08/25,42.094
2011/08/26,43.934
2011/08/27,32.23
2011/08/28,24.882
2011/08/29,54.312
2011/08/30,56.397
2011/08/31,51.812
2011/09/01,48.13
2011/09/02,45.508
2011/09/03,35.406
2011/09/04,52.296
2011/09/05,49.554
2011/09/06,61.562
2011/09/07,49.035
2011/09/08,43.128
2011/09/09,51.202
2011/09/10,40.212
2011/09/11,44.991
2011/09/12,47.648
2011/09/13,42.647
2011/09/14,40.507
2011/09/15,46.901
2011/09/16,40.009
2011/09/17,33.704
2011/09/18,44.982
2011/09/19,52.07
2011/09/20,62.271
2011/09/21,56.993
2011/09/22,41.472
2011/09/23,43.377
2011/09/24,38.375
2011/09/25,35.648
2011/09/26,38.971
2011/09/27,45.243
2011/09/28,45.94
2011/09/29,38.319
2011/09/30,44.419
2011/10/01,37.039
2011/10/02,32.001
2011/10/03,55.488
2011/10/04,46.674
2011/10/05,51.206
2011/10/06,52.861
2011/10/07,49.509
2011/10/08,39.465
2011/10/09,40.65
2011/10/10,51.149
2011/10/11,54.581
2011/10/12,51.877
2011/10/13,34.72
2011/10/14,54.513
2011/10/15,48.903
2011/10/16,38.449
2011/10/17,52.597
2011/10/18,41.445
2011/10/19,44.248
2011/10/20,38.483
2011/10/21,46.714
2011/10/22,46.262
2011/10/23,53.771
2011/10/24,58.95
2011/10/25,50.924
2011/10/26,46.005
2011/10/27,38.161
2011/10/28,45.531
2011/10/29,54.287
2011/10/30,42.337
2011/10/31,49.21
2011/11/01,54.222
2011/11/02,56.637
2011/11/03,56.715
2011/11/04,70.41
2011/11/05,53.482
2011/11/06,41.933
2011/11/07,46.952
2011/11/08,56.323
2011/11/09,61.251
2011/11/10,61.434
2011/11/11,41.089
2011/11/12,43.099
2011/11/13,43.492
2011/11/14,54.272
2011/11/15,58.236
2011/11/16,51.464
2011/11/17,39.49
2011/11/18,45.492
2011/11/19,30.986
2011/11/20,35.479
2011/11/21,32.476
2011/11/22,43.078
2011/11/23,42.79
2011/11/24,37.538
2011/11/25,47.647
2011/11/26,37.998
2011/11/27,43.831
2011/11/28,58.661
2011/11/29,66.964
2011/11/30,65.728
2011/12/01,59.292
2011/12/02,57.562
2011/12/03,45.835
2011/12/04,42.537
2011/12/05,53.969
2011/12/06,70.206
2011/12/07,48.467
2011/12/08,45.713
2011/12/09,44.591
2011/12/10,45.633
2011/12/11,40.085
2011/12/12,37.739
2011/12/13,40.723
2011/12/14,49.704
2011/12/15,35.438
2011/12/16,41.226
2011/12/17,39.605
2011/12/18,38.682
2011/12/19,60.932
2011/12/20,64.311
2011/12/21,49.693
2011/12/22,54.092
2011/12/23,53.464
2011/12/24,37.725
2011/12/25,49.901
2011/12/26,53.295
2011/12/27,47.973
2011/12/28,42.765
2011/12/29,49.422
2011/12/30,43.118
2011/12/31,42.268
2012/01/01,46.204
2012/01/02,52.78
2012/01/03,60.324
2012/01/04,59.167
2012/01/05,76.69
2012/01/06,67.254
2012/01/07,52.867
2012/01/08,59.183
2012/01/09,54.832
2012/01/10,62.615
2012/01/11,67.243
2012/01/12,53.432
2012/01/13,58.228
2012/01/14,59.757
2012/01/15,46.808
2012/01/16,58.609
2012/01/17,54.624
2012/01/18,54.947
2012/01/19,56.152
2012/01/20,52.262
2012/01/21,42.905
2012/01/22,28.458
2012/01/23,48.752
2012/01/24,58.554
2012/01/25,67.231
2012/01/26,49.688
2012/01/27,47.536
2012/01/28,43.689
2012/01/29,48.482
2012/01/30,47.9
2012/01/31,59.75
2012/02/01,54.236
2012/02/02,62.444
2012/02/03,61.668
2012/02/04,58.401
2012/02/05,50.06
2012/02/06,40.845
2012/02/07,51.346
2012/02/08,53.597
2012/02/09,59.16
2012/02/10,65.434
2012/02/11,50.868
2012/02/12,45.153
2012/02/13,60.908
2012/02/14,71.384
2012/02/15,66.468
2012/02/16,67.954
2012/02/17,38.473
2012/02/18,41.242
2012/02/19,34.751
2012/02/20,42.71
2012/02/21,42.977
2012/02/22,54.264
2012/02/23,61.653
2012/02/24,50.513
2012/02/25,42.84
2012/02/26,38.266
2012/02/27,49.612
2012/02/28,54.133
2012/02/29,51.784
2012/03/01,52.6
2012/03/02,61.687
2012/03/03,35.238
2012/03/04,51.954
2012/03/05,54.694
2012/03/06,48.761
2012/03/07,50.991
2012/03/08,53.381
2012/03/09,50.681
2012/03/10,37.029
2012/03/11,36.412
2012/03/12,49.496
2012/03/13,60.63
2012/03/14,53.86
2012/03/15,46.344
2012/03/16,52.054
2012/03/17,54.3
2012/03/18,40.951
2012/03/19,50.177
2012/03/20,54.212
2012/03/21,56.623
2012/03/22,52.776
2012/03/23,40.873
2012/03/24,44.1
2012/03/25,40.588
2012/03/26,52.185
2012/03/27,53.293
2012/03/28,60.511
2012/03/29,63.955
2012/03/30,48.937
2012/03/31,41.785
2012/04/01,32.962
2012/04/02,48.469
2012/04/03,63.072
2012/04/04,55.025
2012/04/05,50.645
2012/04/06,49.257
2012/04/07,41.106
2012/04/08,40.726
2012/04/09,49.662
2012/04/10,64.974
2012/04/11,67.975
2012/04/12,68.581
2012/04/13,47.438
2012/04/14,57.732
2012/04/15,48.44
2012/04/16,62.403
2012/04/17,55.137
2012/04/18,60.815
2012/04/19,51.779
2012/04/20,58.773
2012/04/21,45.092
2012/04/22,39.741
2012/04/23,48.461
2012/04/24,52.21
2012/04/25,53.374
2012/04/26,62.634
2012/04/27,47.027
2012/04/28,44.31
2012/04/29,45.314
2012/04/30,62.995
2012/05/01,64.231
2012/05/02,64.302
2012/05/03,73.638
2012/05/04,74.041
2012/05/05,59.013
2012/05/06,49.967
2012/05/07,72.504
2012/05/08,67.848
2012/05/09,70.206
2012/05/10,46.971
2012/05/11,63.764
2012/05/12,55.055
2012/05/13,47.517
2012/05/14,71.433
2012/05/15,56.812
2012/05/16,51.517
2012/05/17,47.136
2012/05/18,55.283
2012/05/19,64.267
2012/05/20,58.39
2012/05/21,59.376
2012/05/22,50.865
2012/05/23,55.147
2012/05/24,52.549
2012/05/25,56.273
2012/05/26,44.718
2012/05/27,47.727
2012/05/28,55.778
2012/05/29,61.647
2012/05/30,49.637
2012/05/31,48.477
2012/06/01,51.751
2012/06/02,31.575
2012/06/03,57.695
2012/06/04,68.148
2012/06/05,69.193
2012/06/06,41.248
2012/06/07,52.717
2012/06/08,46.168
2012/06/09,50.659
2012/06/10,55.095
2012/06/11,51.134
2012/06/12,39.502
2012/06/13,63.753
2012/06/14,64.877
2012/06/15,61.959
2012/06/16,53.482
2012/06/17,53.556
2012/06/18,51.843
2012/06/19,45.723
2012/06/20,41.446
2012/06/21,38.241
2012/06/22,37.791
2012/06/23,37.493
2012/06/24,36.507
2012/06/25,50.657
2012/06/26,56.615
2012/06/27,60.912
2012/06/28,46.882
2012/06/29,47.412
2012/06/30,44.759
2012/07/01,38.779
2012/07/02,57.082
2012/07/03,49.705
2012/07/04,43.308
2012/07/05,37.751
2012/07/06,40.972
2012/07/07,51.783
2012/07/08,40.12
2012/07/09,51.597
2012/07/10,62.623
2012/07/11,54.982
2012/07/12,52.276
2012/07/13,44.835
2012/07/14,44.38
2012/07/15,45.891
2012/07/16,62.904
2012/07/17,67.795
2012/07/18,50.849
2012/07/19,50.661
2012/07/20,58.102
2012/07/21,55.552
2012/07/22,63.161
2012/07/23,65.692
2012/07/24,47.746
2012/07/25,39.888
2012/07/26,39.146
2012/07/27,44.082
2012/07/28,59.495
2012/07/29,48.46
2012/07/30,52.659
2012/07/31,76.999
2012/08/01,51.341
2012/08/02,52.673
2012/08/03,46.865
2012/08/04,45.073
2012/08/05,49.04
2012/08/06,57.03
2012/08/07,52.362
2012/08/08,63.366
2012/08/09,47.003
2012/08/10,47.193
2012/08/11,46.922
2012/08/12,49.822
2012/08/13,63.834
2012/08/14,50.239
2012/08/15,57.438
2012/08/16,69.417
2012/08/17,62.077
2012/08/18,54.722
2012/08/19,46.292
2012/08/20,44.962
2012/08/21,57.367
2012/08/22,51.78
2012/08/23,45.966
2012/08/24,46.227
2012/08/25,36.873
2012/08/26,34.421
2012/08/27,42.818
2012/08/28,42.794
2012/08/29,46.931
2012/08/30,38.774
2012/08/31,61.32
2012/09/01,55.602
2012/09/02,41.49
2012/09/03,39.833
2012/09/04,51.147
2012/09/05,54.116
2012/09/06,59.369
2012/09/07,49.226
2012/09/08,39.617
2012/09/09,48.376
2012/09/10,45.731
2012/09/11,56.939
2012/09/12,42.83
2012/09/13,41.619
2012/09/14,48.596
2012/09/15,38.813
2012/09/16,39.519
2012/09/17,41.521
2012/09/18,55.517
2012/09/19,56.922
2012/09/20,62.176
2012/09/21,44.316
2012/09/22,34.653
2012/09/23,38.254
2012/09/24,46.598
2012/09/25,59.4
2012/09/26,62.948
2012/09/27,52.755
2012/09/28,59.703
2012/09/29,44.319
2012/09/30,39.328
2012/10/01,45.735
2012/10/02,61.455
2012/10/03,51.967
2012/10/04,56.895
2012/10/05,55.348
2012/10/06,47.855
2012/10/07,50.437
2012/10/08,58.538
2012/10/09,58.036
2012/10/10,52.556
2012/10/11,45.313
2012/10/12,47.114
2012/10/13,42.18
2012/10/14,39.178
2012/10/15,54.979
2012/10/16,47.732
2012/10/17,51.818
2012/10/18,55.019
2012/10/19,41.736
2012/10/20,49.049
2012/10/21,45.738
2012/10/22,52.273
2012/10/23,44.704
2012/10/24,49.057
2012/10/25,43.175
2012/10/26,40.798
2012/10/27,28.015
2012/10/28,26.656
2012/10/29,32.333
2012/10/30,51.147
2012/10/31,46.836
2012/11/01,40.269
2012/11/02,46.102
2012/11/03,42.14
2012/11/04,38.534
2012/11/05,53.48
2012/11/06,60.598
2012/11/07,67.219
2012/11/08,51.107
2012/11/09,49.684
2012/11/10,40.124
2012/11/11,37.474
2012/11/12,41.753
2012/11/13,48.945
2012/11/14,59.124
2012/11/15,72.684
2012/11/16,74.272
2012/11/17,62.174
2012/11/18,61.439
2012/11/19,60.012
2012/11/20,62.966
2012/11/21,57.799
2012/11/22,50.961
2012/11/23,31.552
2012/11/24,39.384
2012/11/25,38.7
2012/11/26,53.609
2012/11/27,47.371
2012/11/28,58.134
2012/11/29,50.874
2012/11/30,41.572
2012/12/01,37.962
2012/12/02,27.48
2012/12/03,36.287
2012/12/04,54.52
2012/12/05,59.906
2012/12/06,58.081
2012/12/07,55.794
2012/12/08,54.35
2012/12/09,49.437
2012/12/10,40.557
2012/12/11,52.326
2012/12/12,59.477
2012/12/13,67.583
2012/12/14,57.438
2012/12/15,43.741
2012/12/16,46.191
2012/12/17,59.822
2012/12/18,69.827
2012/12/19,55.086
2012/12/20,45.596
2012/12/21,56.724
2012/12/22,68.339
2012/12/23,44.674
2012/12/24,43.759
2012/12/25,38.546
2012/12/26,39.163
2012/12/27,45.562
2012/12/28,55.419
2012/12/29,47.433
2012/12/30,59.696
2012/12/31,45.094
2013/01/01,46.45
2013/01/02,55.219
2013/01/03,63.191
2013/01/04,57.224
2013/01/05,61.242
2013/01/06,47.474
2013/01/07,56.95
2013/01/08,55.992
2013/01/09,59.31
2013/01/10,64.671
2013/01/11,68.46
2013/01/12,47.919
2013/01/13,53.842
2013/01/14,43.317
2013/01/15,57.854
2013/01/16,59.256
2013/01/17,54.217
2013/01/18,54.43
2013/01/19,44.701
2013/01/20,41.025
2013/01/21,38.531
2013/01/22,49.323
2013/01/23,46.412
2013/01/24,53.405
2013/01/25,51.389
2013/01/26,55.841
2013/01/27,55.706
2013/01/28,51.298
2013/01/29,54.033
2013/01/30,36.211
2013/01/31,45.556
2013/02/01,68.219
2013/02/02,53.825
2013/02/03,54.396
2013/02/04,51.675
2013/02/05,62.212
2013/02/06,48.686
2013/02/07,54.956
2013/02/08,55.428
2013/02/09,47.222
2013/02/10,53.746
2013/02/11,43.913
2013/02/12,46.755
2013/02/13,45.771
2013/02/14,40.818
2013/02/15,41.854
2013/02/16,33.612
2013/02/17,37.316
2013/02/18,45.496
2013/02/19,49.026
2013/02/20,49.277
2013/02/21,55.933
2013/02/22,63.907
2013/02/23,55.084
2013/02/24,56.837
2013/02/25,62.238
2013/02/26,67.568
2013/02/27,49.028
2013/02/28,56.875
2013/03/01,67.866
2013/03/02,36.45
2013/03/03,33.302
2013/03/04,48.001
2013/03/05,55.058
2013/03/06,65.185
2013/03/07,60.227
2013/03/08,49.298
2013/03/09,41.018
2013/03/10,50.448
2013/03/11,43.52
2013/03/12,50.771
2013/03/13,59.47
2013/03/14,53.402
2013/03/15,60.127
2013/03/16,39.881
2013/03/17,41.391
2013/03/18,52.764
2013/03/19,60.462
2013/03/20,53.681
2013/03/21,57.216
2013/03/22,64.771
2013/03/23,50.577
2013/03/24,59.209
2013/03/25,52.378
2013/03/26,57.124
2013/03/27,59.969
2013/03/28,66.885
2013/03/29,68.249
2013/03/30,55.386
2013/03/31,37.69
2013/04/01,51.471
2013/04/02,64.645
2013/04/03,69.58
2013/04/04,71.326
2013/04/05,67.072
2013/04/06,44.977
2013/04/07,44.403
2013/04/08,60.087
2013/04/09,65.847
2013/04/10,71.445
2013/04/11,61.801
2013/04/12,50.276
2013/04/13,41.44
2013/04/14,34.79
2013/04/15,48.486
2013/04/16,54.866
2013/04/17,49.786
2013/04/18,44.069
2013/04/19,55.245
2013/04/20,41.626
2013/04/21,39.518
2013/04/22,47.053
2013/04/23,54.718
2013/04/24,54.687
2013/04/25,53.892
2013/04/26,48.868
2013/04/27,37.245
2013/04/28,36.5
2013/04/29,48.678
2013/04/30,39.009
2013/05/01,50.185
2013/05/02,48.309
2013/05/03,44.845
2013/05/04,37.302
2013/05/05,40.922
2013/05/06,49.619
2013/05/07,58.796
2013/05/08,55.46
2013/05/09,56.941
2013/05/10,55.604
2013/05/11,51.513
2013/05/12,39.096
2013/05/13,49.845
2013/05/14,55.577
2013/05/15,55.875
2013/05/16,53.786
2013/05/17,44.393
2013/05/18,34.848
2013/05/19,31.144
2013/05/20,43.227
2013/05/21,57.57
2013/05/22,48.642
2013/05/23,59.654
2013/05/24,55.455
2013/05/25,39.09
2013/05/26,36.184
2013/05/27,45.439
2013/05/28,52.497
2013/05/29,57.132
2013/05/30,53.284
2013/05/31,52.115
2013/06/01,41.369
2013/06/02,36.165
2013/06/03,52.583
2013/06/04,55.771
2013/06/05,49.647
2013/06/06,52.826
2013/06/07,54.266
2013/06/08,34.003
2013/06/09,32.016
2013/06/10,43.064
2013/06/11,49.244
2013/06/12,45.569
2013/06/13,51.462
2013/06/14,65.802
2013/06/15,39.545
2013/06/16,36.481
2013/06/17,46.705
2013/06/18,51.588
2013/06/19,56.241
2013/06/20,53.619
2013/06/21,56.633
2013/06/22,42.626
2013/06/23,36.168
2013/06/24,51.776
2013/06/25,50.355
2013/06/26,52.585
2013/06/27,49.609
2013/06/28,59.473
2013/06/29,42.773
2013/06/30,37.478
2013/07/01,56.282
2013/07/02,52.076
2013/07/03,54.15
2013/07/04,47.524
2013/07/05,48.423
2013/07/06,38.045
2013/07/07,33.484
2013/07/08,55.151
2013/07/09,57.873
2013/07/10,55.969
2013/07/11,65.506
2013/07/12,70.218
2013/07/13,46.145
2013/07/14,36.853
2013/07/15,47.644
2013/07/16,54.108
2013/07/17,51.242
2013/07/18,50.533
2013/07/19,48.454
2013/07/20,36.751
2013/07/21,41.182
2013/07/22,51.673
2013/07/23,55.106
2013/07/24,55.555
2013/07/25,56.793
2013/07/26,51.768
2013/07/27,37.74
2013/07/28,36.233
2013/07/29,58.571
2013/07/30,62.625
2013/07/31,69.914
2013/08/01,72.725
2013/08/02,64.031
2013/08/03,43.514
2013/08/04,40.169
2013/08/05,57.196
2013/08/06,56.388
2013/08/07,57.82
2013/08/08,54.453
2013/08/09,45.526
2013/08/10,42.409
2013/08/11,33.155
2013/08/12,71.766
2013/08/13,49.457
2013/08/14,51.725
2013/08/15,51.008
2013/08/16,56.135
2013/08/17,43.643
2013/08/18,40.994
2013/08/19,56.237
2013/08/20,53.653
2013/08/21,54.089
2013/08/22,57.041
2013/08/23,48.301
2013/08/24,40.592
2013/08/25,37.514
2013/08/26,50.877
2013/08/27,57.093
2013/08/28,57.566
2013/08/29,49.741
2013/08/30,59.072
2013/08/31,53.147
2013/09/01,34.492
2013/09/02,39.235
2013/09/03,44.657
2013/09/04,49.132
2013/09/05,47.647
2013/09/06,46.365
2013/09/07,39.401
2013/09/08,33.931
2013/09/09,48.517
2013/09/10,46.99
2013/09/11,54.308
2013/09/12,55.567
2013/09/13,48.337
2013/09/14,35.666
2013/09/15,34.527
2013/09/16,52.846
2013/09/17,56.341
2013/09/18,59.277
2013/09/19,60.973
2013/09/20,54.873
2013/09/21,42.142
2013/09/22,36.899
2013/09/23,57.256
2013/09/24,57.818
2013/09/25,52.008
2013/09/26,56.711
2013/09/27,53.854
2013/09/28,41.699
2013/09/29,40.429
2013/09/30,57.329
2013/10/01,64.337
2013/10/02,67.14
2013/10/03,49.464
2013/10/04,45.08
2013/10/05,35.139
2013/10/06,34.112
2013/10/07,49.974
2013/10/08,53.224
2013/10/09,56.828
2013/10/10,57.689
2013/10/11,53.143
2013/10/12,40.475
2013/10/13,40.938
2013/10/14,56.862
2013/10/15,60.856
2013/10/16,64.895
2013/10/17,49.22
2013/10/18,55.589
2013/10/19,56.596
2013/10/20,37.857
2013/10/21,55.713
2013/10/22,59.989
2013/10/23,62.228
2013/10/24,70.734
2013/10/25,58.574
2013/10/26,39.683
2013/10/27,36.746
2013/10/28,50.356
2013/10/29,51.528
2013/10/30,57.093
2013/10/31,57.413
2013/11/01,51.087
2013/11/02,43.101
2013/11/03,44.431
2013/11/04,63.041
2013/11/05,71.704
2013/11/06,70.727
2013/11/07,77.49
2013/11/08,70.233
2013/11/09,63.564
2013/11/10,51.228
2013/11/11,44.884
2013/11/12,54.89
2013/11/13,59.756
2013/11/14,67.034
2013/11/15,56.143
2013/11/16,43.171
2013/11/17,45.837
2013/11/18,73.273
2013/11/19,79.431
2013/11/20,59.803
2013/11/21,55.099
2013/11/22,57.914
2013/11/23,54.86
2013/11/24,41.785
2013/11/25,51.213
2013/11/26,62.885
2013/11/27,68.022
2013/11/28,67.063
2013/11/29,59.374
2013/11/30,46.596
2013/12/01,47.466
2013/12/02,49.722
2013/12/03,54.049
2013/12/04,57.201
2013/12/05,60.582
2013/12/06,45.634
2013/12/07,39.671
2013/12/08,27.437
2013/12/09,46.245
2013/12/10,46.31
2013/12/11,46.398
2013/12/12,39.177
2013/12/13,44.665
2013/12/14,41.012
2013/12/15,37.616
2013/12/16,56.097
2013/12/17,55.416
2013/12/18,65.572
2013/12/19,51.342
2013/12/20,44.199
2013/12/21,38.386
2013/12/22,35.049
2013/12/23,41.14
2013/12/24,46.348
2013/12/25,47.914
2013/12/26,41.755
2013/12/27,43.586
2013/12/28,35.372
2013/12/29,33.214
2013/12/30,54.039
2013/12/31,43.943
2014/01/01,35.588
2014/01/02,54.381
2014/01/03,58.401
2014/01/04,45.989
2014/01/05,53.234
2014/01/06,61.192
